date,ES,NQ,CD,EC,JY,MP,TY,US,C,S,W,CL,GC
2019-01-23,2650.0,6744.25,0.75385,1.1677,9347.5,49930.0,122.703125,142.9375,417.0,991.0,562.25,53.66,1314.5
2019-01-24,2645.75,6754.0,0.7536,1.15895,9337.0,50000.0,123.0625,143.75,415.25,992.0,558.75,54.17,1310.2
2019-01-25,2675.25,6870.25,0.7606,1.1704,9341.0,50030.0,122.71875,143.0625,418.5,1001.25,557.5,54.73,1328.5
2019-01-28,2653.75,6780.75,0.759,1.17175,9364.0,49930.0,122.8125,143.0625,418.0,999.25,556.0,53.03,1333.6
2019-01-29,2652.0,6717.75,0.7574,1.17165,9369.5,50000.0,123.09375,143.625,415.75,995.0,550.0,54.35,1339.5
2019-01-30,2694.25,6916.25,0.7663,1.1779,9397.5,49900.0,123.3125,143.65625,419.5,997.25,553.0,55.27,1339.8
2019-01-31,2716.25,6993.75,0.7662,1.1728,9399.5,49740.0,123.78125,144.65625,415.0,991.5,552.25,54.83,1349.5
2019-02-01,2716.0,6956.75,0.76855,1.1743,9345.5,49770.0,123.25,143.90625,416.75,993.75,558.75,56.3,1346.4
2019-02-04,2733.0,7016.5,0.76655,1.17135,9311.0,49840.0,123.03125,143.21875,417.25,994.75,560.25,55.6,1343.6
2019-02-05,2742.75,7087.0,0.7653,1.169,9305.5,50000.0,123.1875,143.65625,418.75,996.5,559.75,54.7,1343.5
2019-02-06,2741.25,7074.75,0.76185,1.16435,9305.0,49880.0,123.203125,143.625,417.75,998.0,559.25,55.05,1338.7
2019-02-07,2715.75,6984.5,0.7562,1.1627,9314.0,49780.0,123.59375,144.46875,414.0,989.5,547.5,53.68,1338.5
2019-02-08,2718.0,6995.75,0.758,1.1598,9318.0,49990.0,123.6875,144.84375,412.0,991.0,550.0,53.76,1342.8
2019-02-11,2720.0,6993.25,0.75635,1.155,9266.5,49320.0,123.4375,144.34375,410.5,981.5,551.0,53.45,1336.2
2019-02-12,2756.5,7097.5,0.75955,1.16055,9256.5,49390.0,123.265625,143.9375,416.0,994.0,550.25,54.14,1338.3
2019-02-13,2761.25,7095.25,0.7591,1.15425,9216.0,49030.0,123.0625,143.71875,416.5,993.0,554.75,54.98,1339.4
2019-02-14,2755.25,7098.75,0.75715,1.157,9255.0,49470.0,123.484375,144.46875,412.75,980.5,541.5,55.46,1338.2
2019-02-15,2788.75,7142.75,0.7589,1.15635,9257.0,49470.0,123.359375,144.53125,412.5,984.25,537.5,56.65,1346.4
2019-02-19,2790.5,7147.25,0.7611,1.1607,9239.5,49800.0,123.53125,144.8125,408.0,977.25,524.75,57.12,1369.1
2019-02-20,2798.75,7152.25,0.76445,1.16165,9224.0,49700.0,123.46875,144.5625,409.5,979.0,516.5,57.83,1372.2
2019-02-21,2786.0,7113.5,0.7604,1.1599,9235.5,49470.0,123.21875,143.75,414.25,986.75,521.75,57.63,1352.1
2019-02-22,2803.0,7167.25,0.7653,1.16005,9233.0,49940.0,123.453125,144.375,414.5,986.5,523.25,57.93,1357.1
2019-02-25,2808.75,7204.75,0.76205,1.1626,9196.5,49890.0,123.34375,144.09375,410.25,987.75,506.0,56.15,1353.8
2019-02-26,2803.25,7196.75,0.76355,1.1657,9247.0,49860.0,123.65625,144.78125,406.5,979.75,503.5,56.17,1352.8
2019-02-27,2806.75,7200.75,0.76455,1.16295,9203.0,49780.0,123.203125,143.5,404.25,979.75,501.5,57.61,1345.5
2019-02-28,2796.5,7181.5,0.76505,1.1635,9171.5,49540.0,122.984375,143.0625,401.5,973.25,494.75,57.89,1340.4
2019-03-01,2816.75,7235.0,0.7559,1.1613,9122.0,49500.0,122.625,142.40625,403.5,974.75,491.5,56.47,1323.5
2019-03-04,2803.25,7224.75,0.75505,1.1585,9142.5,49450.0,122.84375,143.0,405.25,979.25,489.25,57.26,1311.8
2019-03-05,2803.25,7244.5,0.7533,1.1556,9129.5,49620.0,122.859375,143.0,406.5,977.0,496.25,57.23,1309.0
2019-03-06,2783.25,7190.25,0.74905,1.15595,9136.0,49370.0,123.140625,143.46875,403.0,965.0,483.75,56.89,1311.9
2019-03-07,2761.75,7106.5,0.747,1.14325,9156.0,48730.0,123.640625,144.375,396.25,965.75,473.25,57.33,1310.4
2019-03-08,2758.75,7105.75,0.74945,1.14915,9192.5,49040.0,123.75,144.5625,395.5,959.0,475.75,56.74,1323.6
2019-03-11,2795.75,7243.75,0.7496,1.14875,9179.0,49340.0,123.625,144.21875,393.5,953.25,465.25,57.43,1315.4
2019-03-12,2804.0,7285.5,0.7521,1.15435,9174.5,49560.0,123.859375,145.0,397.5,960.25,489.0,57.51,1322.4
2019-03-13,2826.25,7347.75,0.7555,1.1576,9193.5,49580.0,123.84375,144.71875,398.25,964.0,483.5,58.9,1333.6
2019-03-14,2819.0,7318.5,0.7544,1.15435,9134.5,49510.0,123.6875,144.09375,401.5,961.5,488.0,59.22,1319.4
2019-03-15,2836.5,7394.5,0.75305,1.1563,9154.5,49820.0,123.953125,144.78125,404.25,972.25,496.5,59.13,1327.2
2019-03-18,2847.25,7412.0,0.75285,1.1579,9161.5,50270.0,123.828125,144.71875,402.75,968.5,491.75,59.69,1325.8
2019-03-19,2843.25,7427.75,0.75525,1.1594,9159.0,50400.0,123.75,144.375,402.75,966.75,491.0,59.6,1330.8
2019-03-20,2833.75,7460.75,0.7573,1.16875,9222.5,51040.0,124.390625,145.5625,403.0,968.75,498.25,60.54,1326.0
2019-03-21,2869.25,7585.75,0.7513,1.1591,9209.0,50820.0,124.34375,145.71875,407.5,973.5,499.75,60.29,1331.8
2019-03-22,2817.5,7420.0,0.7492,1.15305,9266.0,50230.0,125.015625,147.125,409.5,966.5,499.0,59.35,1336.9
2019-03-25,2813.75,7406.5,0.74935,1.15475,9265.5,50360.0,125.3125,147.59375,411.25,969.25,503.25,59.13,1347.2
2019-03-26,2829.75,7428.0,0.75105,1.15135,9227.5,50200.0,125.390625,147.6875,409.0,963.5,502.75,60.25,1339.6
2019-03-27,2817.25,7385.75,0.7498,1.1498,9237.5,49680.0,125.671875,148.65625,405.5,950.25,503.25,59.72,1335.1
2019-03-28,2827.75,7403.25,0.7477,1.1456,9219.5,49510.0,125.484375,148.625,405.75,952.25,498.75,59.61,1313.5
2019-03-29,2844.5,7451.75,0.75245,1.1444,9198.5,49370.0,125.203125,148.25,388.25,947.0,491.75,60.45,1316.7
2019-04-01,2877.25,7549.75,0.755,1.14405,9151.0,50020.0,124.59375,146.8125,393.0,958.0,496.25,61.9,1312.4
2019-04-02,2873.75,7570.5,0.7528,1.1425,9150.0,49950.0,124.75,146.90625,392.75,962.75,496.75,62.89,1313.6
2019-04-03,2886.5,7633.5,0.75325,1.14655,9143.0,49950.0,124.484375,146.09375,394.0,961.5,502.75,62.77,1313.5
2019-04-04,2889.5,7612.75,0.7522,1.14435,9130.0,50170.0,124.53125,146.28125,396.25,968.75,502.0,62.41,1312.5
2019-04-05,2902.75,7655.5,0.75025,1.1440000000000001,9122.0,50370.0,124.578125,146.53125,393.0,961.25,498.0,63.39,1313.8
2019-04-08,2905.0,7674.75,0.75465,1.1484,9136.5,50690.0,124.4375,146.21875,390.5,961.0,497.0,64.71,1320.1
2019-04-09,2889.25,7644.5,0.754,1.1488,9169.5,50770.0,124.625,146.59375,390.5,961.0,492.25,64.29,1326.5
2019-04-10,2901.25,7692.5,0.7539,1.1491,9178.5,51030.0,124.78125,146.8125,392.25,964.5,489.75,64.98,1332.1
2019-04-11,2898.5,7668.5,0.7507,1.14725,9119.5,51020.0,124.546875,146.3125,390.0,958.0,492.25,64.0,1311.5
2019-04-12,2919.25,7703.5,0.75325,1.15125,9086.5,51310.0,124.078125,145.5,390.75,957.75,494.5,64.35,1313.4
2019-04-15,2916.25,7699.0,0.75075,1.1519,9091.5,50940.0,124.140625,145.65625,392.75,961.5,490.5,63.89,1309.5
2019-04-16,2918.25,7730.75,0.7521,1.15025,9092.0,51020.0,123.8125,144.9375,389.25,951.0,475.75,64.52,1295.4
2019-04-17,2907.25,7741.0,0.7527,1.1509,9085.5,51180.0,123.84375,144.90625,388.25,942.0,476.25,64.2,1295.0
2019-04-18,2916.75,7763.75,0.75015,1.14385,9090.0,51290.0,124.125,145.4375,388.25,943.5,474.0,64.4,1294.2
2019-04-22,2919.25,7786.0,0.7526,1.1468,9092.5,51100.0,123.921875,144.8125,384.25,939.75,468.0,65.88,1295.8
2019-04-23,2944.75,7889.25,0.74715,1.14235,9100.0,50840.0,124.109375,145.09375,381.5,925.0,471.0,66.63,1291.4
2019-04-24,2937.5,7899.0,0.74425,1.13485,9057.5,50500.0,124.515625,145.9375,377.5,918.25,465.25,66.22,1297.6
2019-04-25,2933.0,7849.75,0.74455,1.1332,9110.5,50610.0,124.375,145.75,378.75,922.25,468.5,65.54,1297.9
2019-04-26,2948.25,7891.5,0.7459,1.13565,9110.5,50920.0,124.65625,146.1875,382.75,916.75,469.5,63.63,1307.0
2019-04-29,2949.75,7865.0,0.74665,1.13845,9100.5,50730.0,124.421875,145.5625,383.25,910.25,463.0,63.83,1299.7
2019-04-30,2955.25,7851.25,0.7497,1.1422,9129.5,50920.0,124.65625,146.0625,383.75,903.5,457.0,64.24,1303.9
2019-05-01,2929.75,7807.75,0.74645,1.1396,9110.0,50860.0,124.5625,146.1875,389.5,901.5,462.5,63.93,1302.4
2019-05-02,2924.25,7785.5,0.74535,1.1371,9119.0,50440.0,124.15625,145.53125,391.0,893.0,471.0,62.14,1290.2
2019-05-03,2954.25,7916.25,0.74765,1.13905,9151.0,50920.0,124.328125,145.96875,391.0,892.25,466.0,62.27,1299.5
2019-05-06,2939.25,7854.75,0.7471,1.1399,9166.0,50940.0,124.609375,146.40625,385.0,880.0,464.75,62.58,1302.0
2019-05-07,2897.5,7725.25,0.74475,1.13755,9218.0,50650.0,125.0,147.34375,387.25,880.5,467.25,61.73,1303.8
2019-05-08,2894.0,7698.75,0.7449,1.13845,9228.5,50510.0,124.734375,146.8125,385.5,877.0,466.75,62.45,1299.6
2019-05-09,2879.5,7646.5,0.7456,1.14145,9263.0,50290.0,124.96875,147.28125,375.25,863.0,457.75,62.03,1303.4
2019-05-10,2893.75,7661.5,0.7479,1.14205,9244.0,50670.0,124.96875,147.25,374.25,859.25,453.0,62.02,1305.6
2019-05-13,2813.75,7366.0,0.7452,1.14195,9291.0,50360.0,125.40625,148.0625,379.0,852.5,464.5,61.43,1320.0
2019-05-14,2846.0,7472.25,0.7453,1.13945,9266.0,50360.0,125.3125,147.78125,390.5,881.5,475.25,62.18,1314.5
2019-05-15,2861.75,7580.5,0.7469,1.139,9272.0,50750.0,125.65625,148.46875,391.5,885.5,475.5,62.46,1316.0
2019-05-16,2885.25,7651.5,0.74555,1.13535,9244.0,50620.0,125.40625,148.03125,400.25,890.0,492.75,63.28,1304.4
2019-05-17,2868.75,7562.75,0.7465,1.1342,9222.0,50500.0,125.46875,148.28125,403.75,871.75,490.5,63.14,1293.9
2019-05-20,2850.75,7443.0,0.7471,1.1349,9232.0,50720.0,125.265625,147.96875,410.0,882.0,504.5,63.43,1295.5
2019-05-21,2872.75,7515.25,0.74875,1.13385,9178.0,50860.0,125.125,147.78125,416.0,872.25,505.25,63.35,1291.4
2019-05-22,2864.25,7481.25,0.7473,1.13395,9205.0,50990.0,125.421875,148.3125,417.0,879.0,500.0,61.64,1292.4
2019-05-23,2826.25,7362.25,0.7441,1.1359,9269.5,50700.0,126.1875,150.03125,411.75,871.75,497.5,58.13,1303.9
2019-05-24,2838.5,7366.75,0.7465,1.13815,9278.5,50810.0,125.875,149.5625,425.75,880.0,516.0,58.85,1302.1
2019-05-28,2811.75,7346.5,0.7439,1.1339,9267.5,50420.0,126.375,150.625,442.75,906.25,531.25,59.36,1295.4
2019-05-29,2786.75,7267.25,0.74205,1.13065,9270.0,50540.0,126.609375,151.34375,441.25,922.0,518.0,59.03,1299.2
2019-05-30,2797.25,7306.5,0.7427,1.1305,9259.0,50740.0,126.671875,151.65625,458.5,939.0,541.5,56.81,1305.3
2019-05-31,2759.25,7184.75,0.742,1.13425,9356.5,49260.0,127.40625,152.9375,449.25,928.0,529.0,53.72,1324.0
2019-06-03,2756.25,7045.0,0.74665,1.14265,9386.0,48700.0,127.9375,153.8125,447.0,929.25,545.25,53.47,1340.8
2019-06-04,2811.75,7230.5,0.7489,1.14265,9383.5,49530.0,127.609375,152.90625,448.0,932.25,534.0,53.7,1341.6
2019-06-05,2834.5,7279.75,0.7473,1.1393,9351.5,49630.0,127.640625,152.625,437.5,919.75,517.0,51.9,1346.5
2019-06-06,2852.5,7333.5,0.7503,1.14365,9347.5,49340.0,127.59375,152.75,442.75,918.75,533.5,52.81,1355.6
2019-06-07,2881.75,7470.75,0.7558,1.1502,9370.5,49520.0,127.875,153.75,437.5,906.5,528.75,54.21,1359.0
2019-06-10,2896.0,7566.75,0.7559,1.14775,9348.0,50610.0,127.40625,152.6875,437.25,908.75,531.0,53.48,1342.2
2019-06-11,2893.75,7569.5,0.7549,1.14935,9341.5,50710.0,127.453125,152.8125,449.5,909.75,540.5,53.49,1344.1
2019-06-12,2887.75,7524.5,0.75235,1.14465,9340.0,50580.0,127.640625,152.8125,451.5,928.25,550.25,51.34,1349.7
2019-06-13,2901.25,7574.0,0.75265,1.1436,9352.5,50710.0,128.015625,153.46875,461.0,938.0,557.75,52.51,1356.6
2019-06-14,2897.25,7529.5,0.7475,1.13635,9332.0,50740.0,127.953125,153.5625,467.5,946.5,561.25,52.74,1357.4
2019-06-17,2898.75,7585.5,0.74765,1.1373,9331.0,50620.0,127.984375,153.84375,473.0,962.75,562.0,52.14,1355.8
2019-06-18,2928.75,7697.75,0.7495,1.1349,9341.0,50690.0,128.15625,154.21875,468.25,963.75,554.75,54.08,1363.6
2019-06-19,2936.0,7726.25,0.7546,1.14005,9381.0,50980.0,128.515625,154.65625,458.75,953.0,544.0,53.94,1361.7
2019-06-20,2962.5,7797.0,0.7601,1.1443,9439.0,51190.0,128.71875,154.9375,466.25,965.25,549.5,57.04,1409.8
2019-06-21,2953.0,7775.75,0.75915,1.15185,9425.0,50830.0,128.171875,153.8125,459.25,952.0,549.5,57.4,1413.0
2019-06-24,2954.5,7783.0,0.76035,1.155,9432.5,50700.0,128.59375,154.625,463.0,958.25,560.5,57.87,1431.1
2019-06-25,2924.5,7653.0,0.7607,1.1522,9447.5,50600.0,128.78125,155.125,462.0,952.25,558.5,57.8,1431.6
2019-06-26,2920.5,7674.25,0.7647,1.1517,9387.0,50870.0,128.25,154.1875,459.5,943.75,564.25,59.35,1428.3
2019-06-27,2933.5,7714.75,0.76585,1.1517,9391.0,50850.0,128.59375,154.9375,456.75,937.75,564.75,59.4,1424.9
2019-06-28,2946.75,7718.0,0.7664,1.15205,9388.0,50730.0,128.625,154.8125,439.5,948.75,546.5,58.44,1426.6
2019-07-01,2970.25,7814.25,0.7629,1.14275,9327.5,50930.0,128.34375,154.21875,431.75,934.0,532.25,59.06,1402.2
2019-07-02,2982.0,7862.5,0.7647,1.1432,9382.0,51090.0,128.796875,155.3125,434.75,923.75,523.5,56.22,1420.9
2019-07-03,3002.75,7911.75,0.767,1.14215,9381.0,51170.0,128.90625,155.875,448.25,934.0,533.25,57.31,1433.8
2019-07-05,2993.0,7875.75,0.76615,1.13595,9315.5,51270.0,128.125,154.1875,449.0,920.0,533.5,57.48,1413.0
2019-07-08,2981.0,7825.25,0.7655,1.135,9301.5,51560.0,128.15625,154.625,450.5,923.0,530.75,57.63,1412.9
2019-07-09,2984.5,7869.5,0.76375,1.1344,9289.5,51000.0,127.953125,154.3125,444.5,929.5,523.5,57.8,1413.4
2019-07-10,3000.0,7953.0,0.76695,1.1387,9326.5,50840.0,128.09375,153.875,446.25,938.0,524.75,60.38,1425.4
2019-07-11,3006.5,7943.0,0.76685,1.139,9321.0,51110.0,127.640625,152.75,454.5,942.75,540.75,60.14,1419.6
2019-07-12,3018.0,7984.25,0.7691,1.1403,9375.5,51350.0,127.765625,152.9375,465.0,956.75,543.0,60.16,1425.1
2019-07-15,3019.75,8011.0,0.76835,1.139,9368.0,51450.0,127.828125,153.28125,453.75,945.5,528.0,59.54,1426.4
2019-07-16,3009.5,7967.0,0.7669,1.1336,9329.5,51110.0,127.578125,152.84375,448.5,931.5,527.25,57.6,1424.1
2019-07-17,2987.5,7909.75,0.7685,1.1351,9350.5,51220.0,128.015625,153.96875,448.75,926.0,525.25,56.78,1436.2
2019-07-18,3000.0,7957.75,0.7683,1.13935,9400.5,51530.0,128.296875,154.1875,438.25,924.75,513.25,55.28,1441.0
2019-07-19,2979.5,7867.0,0.76725,1.13445,9374.0,51370.0,128.1875,153.96875,444.0,945.0,521.5,55.62,1439.6
2019-07-22,2991.5,7949.0,0.7643,1.1335,9366.0,51210.0,128.25,154.15625,435.75,931.75,507.0,56.08,1439.8
2019-07-23,3010.5,8008.0,0.76295,1.1273,9330.5,50960.0,128.015625,153.5,440.5,929.25,506.25,56.63,1434.6
2019-07-24,3024.0,8062.25,0.7624,1.12575,9334.0,51230.0,128.171875,154.03125,439.75,934.0,514.75,55.74,1436.5
2019-07-25,3009.0,8006.0,0.7613,1.12635,9286.0,51330.0,127.9375,153.53125,437.25,925.5,515.25,55.88,1427.6
2019-07-26,3027.0,8044.0,0.76075,1.1244,9289.5,51330.0,127.875,153.5625,434.5,926.5,512.25,56.06,1432.2
2019-07-29,3024.25,8025.5,0.7613,1.1264,9281.5,51310.0,128.109375,154.0,436.75,929.75,516.5,56.73,1433.3
2019-07-30,3014.75,7987.5,0.7619,1.1273,9297.5,51300.0,128.0,153.84375,431.0,922.25,511.0,57.91,1441.8
2019-07-31,2984.75,7891.0,0.7594,1.12015,9280.5,51130.0,128.078125,154.8125,420.5,907.25,501.25,58.44,1437.8
2019-08-01,2954.5,7832.5,0.75715,1.1197,9401.0,50920.0,129.34375,156.90625,413.25,891.0,488.75,53.81,1432.4
2019-08-02,2935.0,7726.5,0.7584,1.12225,9470.5,50650.0,129.515625,157.8125,420.5,894.25,499.5,55.52,1457.5
2019-08-05,2832.5,7409.5,0.75795,1.1313,9517.0,49800.0,130.5,159.9375,425.5,894.25,502.75,54.55,1476.5
2019-08-06,2878.5,7539.75,0.7544,1.131,9472.5,49960.0,130.421875,160.21875,422.0,891.5,495.75,53.49,1484.2
2019-08-07,2883.0,7577.5,0.7524,1.1323,9508.0,49790.0,130.8125,161.4375,423.75,892.5,499.25,50.95,1519.6
2019-08-08,2942.5,7760.0,0.7568,1.12915,9519.0,50310.0,130.578125,160.78125,428.5,908.25,508.0,52.4,1509.5
2019-08-09,2922.25,7684.5,0.75845,1.13115,9553.5,50460.0,130.34375,160.5,428.25,917.0,509.0,54.36,1508.5
2019-08-12,2882.75,7591.0,0.75645,1.13255,9580.5,50040.0,131.03125,162.65625,403.25,905.0,484.0,54.79,1517.2
2019-08-13,2934.5,7772.25,0.75765,1.12785,9454.0,50550.0,130.484375,162.15625,390.0,914.25,483.25,57.04,1514.1
2019-08-14,2843.25,7513.0,0.7519,1.12415,9524.0,49740.0,131.171875,164.125,383.25,903.75,484.0,55.19,1527.8
2019-08-15,2851.0,7520.5,0.7518,1.1207,9502.5,49960.0,131.609375,164.9375,383.5,896.5,481.0,54.36,1531.2
2019-08-16,2894.0,7636.0,0.75485,1.11965,9486.0,49940.0,131.578125,164.78125,392.75,905.75,484.0,54.75,1523.6
2019-08-19,2926.25,7751.75,0.7514,1.1179999999999999,9455.0,49440.0,131.09375,163.46875,387.0,892.75,479.5,56.08,1511.6
2019-08-20,2900.75,7692.25,0.7521,1.11935,9480.5,49700.0,131.390625,164.21875,381.25,894.25,474.25,56.07,1515.7
2019-08-21,2931.75,7774.5,0.75325,1.11815,9456.0,49780.0,131.1875,164.03125,382.5,899.0,474.5,55.62,1515.7
2019-08-22,2924.75,7735.5,0.75305,1.1179,9470.0,49580.0,130.953125,163.3125,383.0,894.75,477.75,55.29,1508.5
2019-08-23,2858.0,7528.75,0.75335,1.1239,9569.0,49350.0,131.609375,164.75,380.0,883.5,483.5,54.11,1537.6
2019-08-26,2885.75,7614.75,0.7551,1.119,9488.5,49250.0,131.4375,164.3125,380.5,892.75,481.5,53.58,1537.2
2019-08-27,2868.0,7587.0,0.75365,1.1184,9524.0,49080.0,131.796875,165.71875,377.75,885.25,481.75,54.87,1551.8
2019-08-28,2892.25,7623.5,0.7525,1.11695,9501.0,48890.0,132.015625,166.125,381.75,891.25,480.75,55.72,1549.1
2019-08-29,2929.25,7736.25,0.75285,1.1139,9444.5,48770.0,131.625,165.25,383.25,893.75,478.25,56.65,1536.9
2019-08-30,2927.25,7715.0,0.7517,1.10635,9478.0,49070.0,131.71875,165.25,382.25,894.25,470.0,55.04,1529.4
2019-09-03,2908.5,7641.75,0.7514,1.1052,9496.5,49140.0,132.125,165.90625,374.25,894.5,459.75,53.88,1555.9
2019-09-04,2941.0,7747.0,0.7574,1.1116,9463.0,49760.0,132.28125,165.9375,371.75,901.5,467.0,56.2,1560.4
2019-09-05,2974.5,7879.75,0.75655,1.1117,9411.5,49980.0,131.296875,163.875,371.75,887.75,472.5,56.24,1525.5
2019-09-06,2983.25,7882.0,0.76,1.1111,9417.5,50370.0,131.375,164.5,368.75,884.25,470.5,56.46,1515.5
2019-09-09,2980.75,7855.0,0.76065,1.1132,9393.0,50270.0,130.859375,162.96875,367.25,884.25,479.0,57.79,1511.1
2019-09-10,2981.0,7839.25,0.76135,1.1126,9369.0,50430.0,130.15625,161.46875,374.5,898.0,487.5,57.34,1499.2
2019-09-11,3004.5,7914.0,0.75885,1.10855,9338.5,50390.0,129.90625,160.9375,372.25,892.75,484.0,55.69,1503.2
2019-09-12,3014.25,7945.75,0.75785,1.1149,9303.5,50780.0,129.4375,159.8125,379.75,921.25,489.25,55.07,1507.4
2019-09-13,3009.0,7910.25,0.75375,1.11415,9303.0,50780.0,128.578125,157.625,381.5,924.5,489.5,54.82,1499.5
2019-09-16,3001.5,7880.75,0.75625,1.1081,9314.0,50730.0,129.0625,158.96875,386.0,926.0,495.25,62.69,1511.5
2019-09-17,3008.0,7914.5,0.7556,1.114,9300.0,50910.0,129.28125,159.40625,380.0,919.5,490.75,59.12,1513.4
2019-09-18,3008.5,7918.0,0.7531,1.11035,9286.5,50860.0,129.390625,160.125,382.5,914.5,495.75,58.06,1515.8
2019-09-19,3008.0,7918.0,0.75545,1.11235,9317.5,50760.0,129.59375,160.5,384.0,918.25,494.25,58.21,1506.2
2019-09-20,2989.5,7830.5,0.75395,1.1082,9340.5,50700.0,129.6875,160.875,381.75,908.75,491.0,58.11,1515.1
2019-09-23,2997.0,7850.5,0.755,1.10625,9358.5,50650.0,130.078125,161.65625,384.25,918.25,490.0,58.66,1531.5
2019-09-24,2970.25,7735.25,0.7564,1.10855,9395.5,50710.0,130.71875,163.125,385.5,920.0,488.5,57.31,1540.2
2019-09-25,2986.25,7820.25,0.7552,1.10075,9326.0,50500.0,129.953125,161.25,385.5,915.5,483.75,56.51,1512.3
2019-09-26,2980.5,7787.25,0.75495,1.0992,9326.0,50250.0,130.28125,162.3125,384.75,915.0,490.25,56.43,1515.2
2019-09-27,2963.75,7701.25,0.7558,1.1001,9320.5,50150.0,130.390625,162.34375,383.75,909.75,493.75,55.93,1506.4
2019-09-30,2978.5,7770.5,0.7563,1.09625,9298.0,50060.0,130.3125,162.3125,399.5,931.75,502.5,54.09,1472.9
2019-10-01,2937.75,7695.5,0.75755,1.0996,9328.5,49850.0,130.65625,162.6875,404.5,944.75,505.75,53.64,1489.0
2019-10-02,2880.5,7546.25,0.7516,1.10165,9373.5,49900.0,131.140625,163.3125,399.75,940.0,496.25,52.66,1507.9
2019-10-03,2911.75,7658.5,0.75085,1.1029,9397.5,50270.0,131.75,164.40625,400.75,938.25,496.25,52.47,1513.8
2019-10-04,2951.0,7767.25,0.7509999999999999,1.1037,9399.5,50530.0,131.90625,165.0,397.0,942.5,497.5,52.83,1512.9
2019-10-07,2937.5,7740.0,0.75175,1.1026,9360.5,50510.0,131.515625,164.40625,399.0,941.75,496.5,52.77,1504.4
2019-10-08,2892.5,7622.0,0.75125,1.1008,9376.5,50390.0,131.703125,164.5625,406.5,947.5,507.75,52.65,1503.9
2019-10-09,2919.0,7699.75,0.75055,1.10245,9338.0,50540.0,131.28125,163.5625,405.5,950.25,507.0,52.61,1512.8
2019-10-10,2941.0,7760.25,0.75245,1.10555,9303.5,50820.0,130.703125,162.25,391.5,949.75,499.75,53.56,1500.9
2019-10-11,2970.75,7859.0,0.75885,1.109,9251.0,51260.0,129.875,160.4375,407.75,962.75,514.0,54.78,1488.7
2019-10-14,2965.5,7857.5,0.75615,1.1077,9265.0,51380.0,130.21875,161.125,407.5,967.25,516.75,53.65,1497.6
2019-10-15,2997.75,7959.75,0.75765,1.1081,9221.5,51420.0,129.765625,159.9375,404.25,960.75,513.25,52.88,1483.5
2019-10-16,2991.5,7948.5,0.7583,1.11185,9227.5,51570.0,129.984375,160.28125,403.5,954.5,518.25,53.45,1494.0
2019-10-17,2998.0,7952.75,0.76155,1.1167,9234.0,51660.0,129.90625,160.1875,406.5,957.5,530.25,54.03,1498.3
2019-10-18,2988.25,7880.75,0.7624,1.1204,9252.5,51810.0,130.03125,160.21875,402.75,959.75,537.0,53.87,1494.1
2019-10-21,3006.5,7948.25,0.7645,1.1188,9239.0,51850.0,129.625,159.4375,399.5,959.0,529.5,53.51,1488.1
2019-10-22,2994.5,7858.75,0.7638,1.1165,9251.5,51810.0,129.8125,160.0625,400.0,959.75,524.25,54.48,1487.5
2019-10-23,3005.75,7901.5,0.765,1.11685,9232.5,51900.0,129.859375,160.09375,399.75,959.5,526.0,55.97,1495.7
2019-10-24,3004.25,7928.25,0.7653,1.11465,9234.0,51830.0,129.84375,159.96875,398.0,958.5,521.25,56.23,1504.7
2019-10-25,3020.25,8035.75,0.7659,1.11175,9227.0,52070.0,129.53125,159.375,397.5,946.75,523.5,56.66,1505.3
2019-10-28,3036.25,8094.75,0.7662,1.1134,9200.0,52010.0,129.15625,158.28125,394.5,947.75,518.0,55.81,1495.8
2019-10-29,3035.75,8055.25,0.7642,1.11455,9215.5,51910.0,129.265625,158.6875,396.0,946.25,517.5,55.54,1490.7
2019-10-30,3047.75,8111.25,0.75885,1.11595,9201.5,51890.0,129.484375,159.59375,399.5,943.5,515.0,55.06,1496.7
2019-10-31,3035.75,8090.25,0.75975,1.11765,9282.5,51680.0,130.296875,161.375,398.75,945.25,514.75,54.18,1514.8
2019-11-01,3063.25,8160.25,0.7607,1.11945,9258.5,51980.0,130.015625,160.625,398.5,949.25,521.75,56.2,1511.4
2019-11-04,3075.75,8215.75,0.76055,1.11575,9226.5,51790.0,129.578125,159.46875,393.5,951.25,516.25,56.54,1511.1
2019-11-05,3072.0,8210.75,0.76005,1.10935,9175.5,51740.0,128.921875,157.875,391.75,947.25,520.25,57.23,1483.7
2019-11-06,3075.5,8207.25,0.75855,1.10965,9199.5,51860.0,129.328125,158.96875,387.75,940.75,521.5,56.35,1493.1
2019-11-07,3086.0,8230.5,0.75865,1.10725,9165.5,51990.0,128.390625,156.65625,383.75,948.75,517.25,57.15,1466.4
2019-11-08,3090.5,8257.25,0.7559999999999999,1.10485,9179.0,52070.0,128.390625,156.40625,386.5,944.0,514.25,57.24,1462.9
