date,TY_volume_chg,US_volume_chg,C_volume_chg,S_volume_chg,W_volume_chg,CD_volume_chg,EC_volume_chg,JY_volume_chg,MP_volume_chg,NQ_volume_chg,ES_volume_chg,GC_volume_chg,CL_volume_chg,TY_opening_down,TY_opening_unch,TY_opening_up,US_opening_down,US_opening_unch,US_opening_up,C_opening_down,C_opening_unch,C_opening_up,S_opening_down,S_opening_unch,S_opening_up,W_opening_down,W_opening_unch,W_opening_up,CD_opening_down,CD_opening_unch,CD_opening_up,EC_opening_down,EC_opening_unch,EC_opening_up,JY_opening_down,JY_opening_unch,JY_opening_up,MP_opening_down,MP_opening_unch,MP_opening_up,NQ_opening_down,NQ_opening_unch,NQ_opening_up,ES_opening_down,ES_opening_unch,ES_opening_up,GC_opening_down,GC_opening_unch,GC_opening_up,CL_opening_down,CL_opening_unch,CL_opening_up
2016-12-09,-0.1720018897292543,-1.9149659948815532,-5.707698500799011,13.255887341722229,-4.259083613016198,-6.641848046737916,2.237628701782656,-2.811933022173598,-0.4968324221122893,-9.171406429929249,-6.431386146917395,-1.8853404671221115,-1.048951048951049,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2016-12-12,-1.1963535526179425,-0.30407997998804864,-14.893658309399985,-10.587511392067066,3.4426260740345738,-1.4520634780237196,-4.168030128312397,-1.2768498290645793,9.17242657479886,-8.945820033503068,-7.451135584787351,-6.749944480031422,-6.704828021082444,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2016-12-13,7.046335654617035,9.526932259598258,-7.222716252061632,-13.274362137245987,0.9374539560925231,5.285005871397694,0.7623141735561384,2.4501744453763084,4.0838030946829065,-6.168367580431095,10.435704716518863,0.7476421944971082,-9.7142434486028,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2016-12-14,14.564885491200503,11.121068432684798,-1.8555231510305734,-19.62817264108217,-2.160386826019517,21.30110467800945,18.16352783210002,16.32666000696028,17.858753322012106,7.237546425793105,-0.628838704063605,9.31696199210764,-15.780378131883582,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
2016-12-15,9.641803158317416,4.426224696455306,-8.461390783202416,-34.358045331979675,2.001081665765265,7.899876719990383,-8.454128963933963,3.43597159945641,8.28008107910098,2.839850230192046,-1.5974575850322934,15.165230477704714,-15.359906818938429,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2016-12-16,-1.9971021959835866,0.32992875412745554,0.8179381029671813,-42.65453952082639,-4.093684864884625,5.499664836611241,-0.7522505176506146,-0.8345570067893521,3.7330516597814465,6.195747955407601,3.8572943111661275,2.1004796165672177,-10.314336737347643,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2016-12-19,-5.561555311794749,-6.7831872101772275,-4.1243453958376675,10.90821363619494,-1.3211323991993171,-4.5220223181441535,-7.770182972352596,-4.046128103970083,-1.1291491520510166,2.4747604625521995,-1.0155300991601943,-4.9980121482193285,6.038288188767626,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2016-12-20,-6.138578950744577,-9.943191372587739,-0.06697923643669089,15.43292506079468,-5.492446196051161,-5.215228888655401,-5.221020980118162,-0.18188664942146798,-7.7868672208294925,-0.6941205993902032,-16.955276400624317,0.20924317749751875,5.396129392510269,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2016-12-21,-18.21638351282244,-14.809346998870915,3.797719291621033,3.886703839352141,3.395408736891604,-19.3493004667345,-20.899113093132033,-16.088574260648304,-21.172664329605166,-20.49189971711674,-21.897809127829976,-10.754527578617786,6.130531971728731,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2016-12-22,-26.283388582881557,-22.765610761816564,-0.4338138329316604,0.25766722789132146,-7.188612099644136,-13.978233133850726,-11.395524258738416,-18.957449028017137,-8.847464805776294,-17.917492343721854,-19.68061320260625,-18.573467975722334,0.4848093685417239,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2016-12-23,-24.654496133010827,-25.372157420143292,-3.9322968998337564,5.915754314344038,-3.7597989093387874,-8.374133968116087,-18.0975468585956,-17.815011484958962,-15.998362659792784,-18.491572293916246,-21.987857192683112,-15.817050909336764,-6.079005381738226,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2016-12-27,-23.370914652895706,-17.042247595375866,9.541422228138401,2.5141035074809905,0.77912304389209,-6.485597002244746,-15.550696392071108,-19.326311145425464,-12.715084387491027,-8.632743456443928,-11.94454348847517,-1.8517301675957258,-10.07891242659783,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2016-12-28,-6.856603984344456,-5.43499675222712,1.3948684119158454,-9.996069249568482,5.5017460631218285,-0.6192320566155023,-3.9296918389096556,-13.984424987832028,-1.4590720482836639,4.698202730636941,5.379289161193557,-7.041755854802026,-5.115039974539216,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2016-12-29,11.60716138956603,-2.5365308294622833,-2.2933698583229862,-8.05483821965669,-2.806228661836959,0.3613443356508699,3.5008124619158476,7.229846362188513,-3.773657132357442,6.173435228691545,6.983231947731778,8.610879933420835,-6.381763053632526,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
2016-12-30,8.110974269112184,3.5496371420891832,8.759725240064478,5.845483457932349,-4.105980123372169,-3.5846125818607057,6.8727368105232705,7.533336890849471,-8.25701942126076,14.571710997239043,11.73938705634875,4.640466533308274,-7.625830841837365,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2017-01-03,42.97745571535499,49.48382389309812,9.395491968356785,1.116043119847809,30.62473476134103,2.6030659990353486,30.2164129166218,31.37555999724308,29.78692036181045,24.47357808233668,34.957263010167104,25.775976032008955,29.630464293595654,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2017-01-04,22.23942582335095,18.624219114250977,12.946530483000348,-7.297706683132492,3.9140248281522614,21.043500174465926,19.271790950064258,19.459553608152248,26.22948628855508,9.274863895896951,16.5989975021026,9.760511222887477,12.225551862515031,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2017-01-05,26.536658409095796,24.475014263567672,26.44642647576575,-5.762606025914562,13.391255697618917,12.391998910980687,17.515821831455867,33.94582117580097,46.74289344132127,4.070847646695003,5.340359780615763,20.67622723499641,8.987754835619507,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2017-01-06,12.821100968970361,13.692254840319688,16.33538034763151,13.339886027300455,11.288801172560921,9.150140532992296,7.488717876784218,10.476141764502229,14.181204276871135,7.214314904547839,9.951509169128611,6.9171265581100965,6.594483249029838,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
2017-01-09,1.53552789890395,2.888157503581594,4.051909831488067,5.1409473140596385,19.38112872939704,-0.9203565239243742,-2.2665275886554768,4.874018412008764,1.3837813246388897,-4.532598882423601,-3.18728673026306,3.4896292460400655,10.735188450204,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2017-01-10,-7.795144348321554,-10.603371572777913,0.671738426675287,8.041481701157528,2.10265316599491,-1.4954724078752764,-7.15046738180549,1.932099750634726,-4.510383167551671,-7.044581613178839,-6.916941932192319,-0.09100501816758379,-16.758972482623875,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
2017-01-11,5.52570653427089,7.172287015449136,0.4311566761586076,3.636129696345854,21.84090033805469,10.291496540631288,11.322601664397155,16.0619736327778,5.091538034787719,6.01205355992357,5.222170534884696,13.98194681536394,-7.2182826531137865,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2017-01-12,-6.816533371462724,-2.6972272553388907,5.125547691270638,22.928512899461182,22.768060970041777,1.569648807376158,-2.700769204727482,-3.1415526162701637,-22.04967208227754,5.273350905767525,6.294621820766566,-0.13626525856437632,-6.676212595073745,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
2017-01-13,1.1451112175498248,1.4540551189125739,-0.38272564782828244,16.684509261316567,4.792487645094157,-3.531982471432486,-2.7914842653388767,-0.9371561110243984,-5.713375161836473,-5.120589571006158,-4.890339000743811,4.9517088727703875,-13.10367221485493,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2017-01-17,11.435298840966986,10.552094248725309,7.638863745167389,25.56015256692115,8.48325189047528,13.753388372467226,14.866209016856672,15.09596332781894,2.3529362058111545,6.122803764313199,7.342581291697563,15.483745535542838,-6.75784764363885,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
2017-01-18,5.587055689381901,3.859041602819946,5.984100703022506,14.927135943969807,-1.2626294399637563,19.91947988357226,-0.02205850999274626,-2.019635805367795,-2.991100176675537,0.5614468094400885,-2.601322499117008,-1.4491488493479505,18.634100915567586,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
2017-01-19,4.420180624958833,2.2700815325346606,-0.18760799802518155,7.7295883684290505,-9.815415395005957,-5.7933108911250475,-5.85581706261816,-8.025239918048083,-20.060338884964636,-3.533732763835368,-4.771475958838344,-5.397748442511055,11.919692658556086,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2017-01-20,0.547441320844642,-2.3736499340336095,-7.779874080512157,2.2627390426416523,-18.646762091817276,-0.13556563134334135,-5.041295673537663,-3.4560433168709372,6.20079526037592,0.4801457211304646,-0.5365448308952752,-1.8287879913799507,8.9150662559883,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2017-01-23,1.062935114379779,-1.029506784406638,-7.974162701422882,-8.257230385039787,-6.706962283649874,3.945420438160353,1.056740874623267,3.0676129579635947,1.833974898752946,5.042031870947644,3.5035041407837677,-3.439886760175306,8.587490496210961,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
2017-01-24,-5.903145382353505,-6.7382766394410005,-7.2713193785282595,-16.49067278589938,-14.679872656526353,-1.4363356738738546,-14.618243025475891,-13.117411879737901,-4.068986223427542,-6.286031834409016,-3.818176785601455,-25.129150250147774,3.7586611177327582,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2017-01-25,1.5393241052975462,1.7912723918936273,-10.383948854708212,-16.961823815344385,-6.938989264205289,-11.088596274461347,0.257640700212772,0.8985365419687736,7.265115133604236,-0.6232607371913497,3.8954638190219186,-12.082459503689195,1.0809004249023262,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2017-01-26,-6.1493779997365365,-9.199719944330777,-7.6173920013626635,-7.637272353827196,2.290845995122862,-6.290813125845375,-3.819786187001534,-3.6536172463959793,23.520548731488915,-1.3716186268008408,-3.096116728548699,-17.574125658428287,-0.08771248730845072,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
2017-01-27,-5.4974947786454385,-6.18812029470337,-14.506192924231588,-13.255624328230976,-0.2418338108882563,-8.313584145662864,-2.004049118721213,-6.764816912042288,3.597470540627408,-8.970415245606771,-11.177229600641446,-13.514833388959458,-2.7713368245861076,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
2017-01-30,-7.008497372838006,-2.939730283737567,1.698022251259091,9.05167809609262,9.084433414905972,-8.261473669941553,0.8825349671989141,-7.254789370750172,-3.5409510068142627,8.165030411887178,6.722364562251866,-7.489533597735981,1.1721869196621173,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2017-01-31,15.222566921603715,11.86167953051044,-3.298800606245827,-4.113936449476943,3.030143449961019,-0.4332129963898917,16.126456025600834,14.353523260198035,1.7810225766699934,8.623320871318892,5.41312003489318,34.6511338128509,2.601996517113724,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2017-02-01,1.4585373635256547,1.9944243165670703,26.719856554998007,5.996404200547543,14.573259867311371,-4.091943943201176,4.508160505305865,1.7422408966177854,-7.565962307253001,8.829264691192884,2.5927050130407587,17.66528260589675,-0.4122912984836392,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
2017-02-02,0.5041931207582826,5.935555088742527,12.184619456504576,8.036339571969181,7.8703414555804425,0.7712244991260837,-1.2405714091394977,1.6456614483367178,-14.511199532082808,3.6661917816965794,3.527544813375927,14.49136604547786,-3.057652695815854,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
2017-02-03,11.059350117522722,9.447205466434722,4.17634568618199,8.015414716534561,5.660049627791557,0.260342144018769,2.929880349802571,5.08223733887287,-5.9032127507853644,4.126278996358365,6.3913145849948005,6.826648348913382,-1.2913952647949898,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2017-02-06,0.7974805260123594,0.8880637524476953,-0.15852760949945263,9.665857324546181,-2.036119395974719,4.470712724336208,-4.763062913188761,-1.5902164112292276,-2.6088603965262984,-9.473812631010778,-8.713103292562048,0.32877845941944034,-2.3406650589293214,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
2017-02-07,-8.486762421693854,-4.636664992890552,19.48230962839532,23.144313075783817,26.086365888350834,-9.32210731135218,-11.117756569272737,-14.260880476747328,-4.471585322895253,-5.259181514863168,-5.921867986350316,-4.4553595562288795,0.6783544520771659,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2017-02-08,2.4743106334635403,3.8906879451741143,6.981074213616055,22.884399779847936,17.239696552947965,-6.474571662680005,-3.079011623063265,-5.186355269184036,-1.5960725607608313,-7.411342779183505,-4.095578738260866,0.451670919917371,6.691951908759236,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2017-02-09,0.8447390323454649,2.1858288627505615,37.7980029621136,10.667281540191825,29.059565703906703,-1.1365779300373986,-2.864180116043927,-2.8254459129305474,-4.635450457504638,-6.113372952412877,-0.9655772127254748,1.4975742085087012,3.7726990294983267,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
2017-02-10,-9.168979389871353,-2.3831701261670077,20.96979903168687,10.744971070539908,24.272657971233027,3.7279002396251917,-3.4007431148424425,-4.352291447281018,-10.424730804419735,-4.237116891070175,-3.7686484524259107,1.7190070036090785,4.1576284212156125,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
2017-02-13,-6.565286181988057,-6.664885126275581,6.678403996151242,-9.084436888893686,2.468519966565109,-7.238031751869571,-1.4660872629044606,-5.223515195940877,-6.638382013055461,-0.4306918773091235,0.688588593724419,-2.029860148316473,-5.430185929680788,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
2017-02-14,2.2028885026933254,0.6414949994388233,-5.5876889301697155,-13.295102321551406,-10.37300177619893,0.8639951100850397,3.2481611314867043,4.206703716515765,5.2898438924499,0.8086838605163355,3.074464989191655,2.9582277233501753,-12.705696738776956,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
2017-02-15,-3.940702736564243,-3.912058900508663,-6.721479749987303,-19.73447893379486,-15.026203373409086,3.308042240083864,2.964727124118861,1.8955147505432515,6.807116167233926,-0.04230233011036382,3.6793093620563453,0.39942901538609143,-20.425208180689516,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2017-02-16,-1.042015651294886,-2.1838987895037736,-24.49189051376423,-19.18719570109612,-24.251101321585896,3.418522247148259,4.736186496453087,-2.1577288861384334,-3.2939004845438657,6.107145022921313,5.778434122157556,-3.705983519911432,-7.312490527727557,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2017-02-17,-1.071089773790814,-7.506091965063318,-21.11095719628757,-10.922403341680486,-34.86649675863367,-6.212465555500197,-1.8644936899247666,-4.911682767525314,4.475898758665164,2.7691712793174754,3.0294955887411943,-6.663481678789808,-9.41651528624898,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2017-02-21,10.744275752930124,11.767713965575618,-7.947029558091899,5.611092620768367,-8.507751429046644,7.728519064879021,11.587675243584778,3.9916326181097457,23.789625715978673,5.5533402985745814,5.852247237049164,7.923359667633743,24.58573628440143,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
2017-02-22,15.467350790702108,18.31185947335301,-4.631292819787303,4.293826007192018,-4.8192655810482306,2.3415392785343068,3.5798391125283615,-2.0550765213094957,9.072143359310726,-1.282055593481769,-1.2592316360576845,-2.8182736892732327,12.364743330513292,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2017-02-23,24.1516224498333,13.428939291250593,-7.022193331166507,5.9845570262293055,3.997748313748343,2.5848489453416064,-4.011340438724732,-3.652326391391035,6.514166598096492,8.304358391453542,0.5335470888195772,2.9793455868056764,12.275593214650657,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2017-02-24,3.5568115883038742,3.149857342995844,2.0346882983014387,-0.522355384944346,-8.915695257979081,2.6389476004147663,-0.005014413982158342,-0.5971005098415695,3.3986541003587827,0.7971456670210498,-2.55707041887132,1.2576295461415392,-2.2478574322224936,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2017-02-27,0.3318787380726872,4.4630186559335145,6.867835024377382,-10.975884376023593,-1.9143833435914814,5.794474111257008,0.8445286558631849,1.8437586215545203,-5.241093627424533,-1.6669769841509303,-3.1117595271717593,3.94384447616931,-0.5608045199122172,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2017-02-28,2.966405231893448,2.9097633735134947,23.039300304965774,21.438837340324017,14.008438818565395,15.873987662290126,-4.566470944982779,7.094988748618575,-14.424256228755652,-1.9771408624273485,-0.7420037222693598,-1.7567685098950212,-2.787668627752466,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2017-03-01,-9.428991993514996,-7.100861190598364,5.167656549595473,0.16663668468741766,13.529389436125195,6.651543431442933,0.49061477034487816,13.505721521024919,3.3137802893031614,8.886932048725333,11.878997153504793,9.850820317651191,-0.4010780324866571,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2017-03-02,-20.99016627793646,-13.32675562202295,3.741678101336586,-5.409045796115128,7.613156684916615,2.795801989154963,2.7330937987380834,3.0153235262090217,-10.269024970273488,-3.6937967286940996,2.240993336503797,1.0382641646918014,4.503259449142863,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2017-03-03,-4.901712791910627,-3.7912656818224693,-2.3109989835033593,0.17387394139248682,3.6328188717056524,2.2029973965290504,7.083237666954314,5.02421396789499,16.247315212049948,-3.8052163890732618,-2.4546577159756335,4.948790573510683,1.6409753155883258,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2017-03-06,-2.8570927356399936,-4.676201983642144,-7.070368327357525,1.476360770700224,-1.9697196822065604,-1.0991545556355735,3.4634007036779977,0.5018397670564526,10.387624145645225,1.050848980709655,2.6836279253455917,-3.7456359102244408,4.344800018255618,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2017-03-07,-13.37670401149165,-11.639701499112208,-12.502993204161822,-16.300079133755705,-2.7050584133586235,-10.870646766169147,0.14533221855394143,-4.13173192476453,15.320835251646866,1.0315575735953382,-3.455456812545426,-2.487833484258172,-4.270029218212036,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2017-03-08,2.1255261782358725,-2.9417535372768953,-6.850709046266277,-0.4633272652533998,-5.4010090056108195,3.681156386640609,3.861100977495037,1.118111709137906,11.020237597755367,-1.6455437555994428,-6.425288958390431,-8.372884701190706,17.84421948845685,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2017-03-09,-2.0282134262716784,3.565700215736498,8.601340726640728,15.47896472587183,3.2928784442727643,7.613773378571636,3.4148360684598957,-7.1697650840632985,4.807226972092265,5.105520699827724,0.5439076806927156,-3.4190630577886383,13.758945796461655,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2017-03-10,4.734647967489315,6.168869348602927,9.0990146544432,6.41571897127793,2.9812216011902426,5.554180357128894,6.676233326855914,1.354974624150156,-2.997216664101371,-1.7905779010352205,0.09001179464896664,-1.8067460366629446,-5.386414178318427,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2017-03-13,-1.5789958902049035,-1.3029863274215725,2.0906239740715202,-3.4330952106617434,9.261862368412832,0.7654918921053829,-2.6088763918989635,-6.476834432807791,-7.28441137288478,-8.219732311681021,-4.368938283822627,1.420857426013594,-8.17152050798809,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2017-03-14,1.0048537722237154,2.199804716277486,11.8500095788062,-1.1797459544109934,1.3923037337755109,-1.1947574718275284,-3.20887117595197,-5.726782640272045,-10.816014375715305,6.489865594299893,10.268728008863288,-1.81804086859401,-3.022057826424686,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2017-03-15,-2.9847497140967896,-3.5916827020760356,-0.7949203397450928,-5.3317368643470875,-1.8208092485549083,-0.7264648929022147,-4.83253201290261,-12.153675281251946,-6.929402687327342,2.7118386329291977,1.88561682791825,5.370882133614075,-19.556122167877955,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
2017-03-16,-0.12784135932109858,-4.4456858785918705,-9.999013417521708,-16.48899422874574,-10.32833849092097,-5.349244367409027,-1.7649253731343233,10.541784871827403,3.4733080187625576,-6.372148351032592,-2.09252853121437,1.7084766083575504,-29.252896731992138,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2017-03-17,-13.068919518890604,-14.447575299311973,-15.07947382844615,-10.38142873506166,-9.427345226275513,-10.974866415990494,-15.44846081615744,-11.850538477827113,-10.635974926314908,-1.6020231458248553,-1.064789270541073,-9.394495880141642,5.360425275355484,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
