date,negative_proportion_min,negative_proportion_max,negative_proportion_mean,positive_proportion_min,positive_proportion_max,positive_proportion_mean,neutral_proportion_min,neutral_proportion_max,neutral_proportion_mean,combined_score_min,combined_score_max,combined_score_mean
2012-08-09,0.0,0.475,0.19077777777777777,0.0,0.241,0.07094444444444445,0.462,1.0,0.7385555555555554,-0.9382,0.6369,-0.25795555555555555
2012-08-10,0.0,0.371,0.08526315789473683,0.0,0.488,0.10473684210526317,0.512,1.0,0.8099999999999999,-0.7506,0.9092,0.044789473684210525
2012-08-11,0.0,0.286,0.09475,0.0,0.522,0.10016666666666667,0.478,1.0,0.8049999999999998,-0.5423,0.9349,0.05757500000000001
2012-08-14,0.0,0.322,0.06533333333333333,0.0,0.348,0.09322222222222222,0.652,1.0,0.8414444444444444,-0.6908,0.8074,0.03866666666666666
2012-08-15,0.0,0.595,0.10315384615384617,0.0,0.443,0.17515384615384616,0.309,1.0,0.7218461538461537,-0.9169,0.91,0.15225384615384618
2012-08-16,0.0,0.396,0.10626315789473685,0.0,0.593,0.15831578947368422,0.407,1.0,0.7354210526315791,-0.8126,0.9184,0.11782631578947367
2012-08-17,0.0,0.588,0.1414090909090909,0.0,0.624,0.19472727272727267,0.376,1.0,0.6639090909090911,-0.9309,0.9062,0.08272727272727275
2012-08-18,0.0,0.259,0.08078571428571428,0.0,0.385,0.17285714285714285,0.464,1.0,0.7465000000000002,-0.4215,0.8555,0.24572142857142856
2012-08-21,0.0,0.437,0.15185714285714286,0.0,0.419,0.169,0.563,0.844,0.679142857142857,-0.8779,0.802,0.00524285714285712
2012-08-22,0.0,0.357,0.09377272727272729,0.0,0.558,0.23450000000000004,0.442,1.0,0.6716818181818183,-0.6705,0.8779,0.34836818181818185
2012-08-23,0.0,0.337,0.06385714285714286,0.0,0.412,0.14328571428571427,0.481,1.0,0.7927857142857142,-0.6697,0.8271,0.17068571428571433
2012-08-24,0.0,0.333,0.07531818181818181,0.0,0.441,0.15072727272727274,0.559,1.0,0.7739999999999999,-0.7579,0.8126,0.16318181818181818
2012-08-25,0.0,0.507,0.13158333333333336,0.0,0.504,0.13033333333333333,0.366,1.0,0.7380833333333334,-0.9371,0.9457,0.03667500000000001
2012-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2012-08-28,0.0,0.337,0.131,0.0,0.341,0.12364285714285715,0.599,1.0,0.7452857142857143,-0.7845,0.8059,-0.0010785714285714287
2012-08-29,0.0,0.476,0.12833333333333333,0.0,0.608,0.15266666666666664,0.37,1.0,0.7190555555555556,-0.8442,0.9648,0.03553333333333335
2012-08-30,0.0,0.486,0.11106666666666666,0.0,0.49,0.09806666666666668,0.51,1.0,0.7908666666666666,-0.7657,0.91,0.02177333333333332
2012-08-31,0.0,0.364,0.13228571428571428,0.0,0.521,0.12057142857142855,0.479,1.0,0.7471428571428572,-0.743,0.9349,-0.11962857142857145
2012-09-01,0.0,0.201,0.027000000000000003,0.0,0.588,0.2461818181818182,0.412,1.0,0.7268181818181818,-0.4019,0.9081,0.379309090909091
2012-09-02,0.0,0.0,0.0,0.207,0.207,0.207,0.793,0.793,0.793,0.5267,0.5267,0.5267
2012-09-03,0.0,0.439,0.17125,0.0,0.573,0.18075,0.41,1.0,0.64775,-0.8573,0.9246,-0.16695
2012-09-04,0.0,0.0,0.0,0.204,0.204,0.204,0.796,0.796,0.796,0.6249,0.6249,0.6249
2012-09-05,0.0,0.369,0.13707692307692307,0.0,0.282,0.09584615384615384,0.631,1.0,0.7672307692307693,-0.802,0.7076,-0.1087846153846154
2012-09-06,0.0,0.586,0.11917647058823531,0.0,0.53,0.1713529411764706,0.357,1.0,0.7094117647058824,-0.8176,0.8885,0.14712941176470584
2012-09-07,0.0,0.289,0.06771428571428571,0.0,0.258,0.07964285714285715,0.636,1.0,0.8526428571428573,-0.6908,0.6486,0.05422857142857144
2012-09-08,0.0,0.454,0.197,0.0,0.289,0.059076923076923075,0.546,1.0,0.744,-0.9112,0.659,-0.2715153846153847
2012-09-11,0.0,0.12,0.047,0.0,0.23,0.0962,0.656,1.0,0.857,0.0,0.4767,0.13608
2012-09-12,0.0,0.304,0.09363157894736843,0.0,0.458,0.139,0.512,1.0,0.7673684210526316,-0.5859,0.9131,0.12558947368421047
2012-09-13,0.0,0.43,0.16177777777777783,0.0,0.259,0.05766666666666667,0.522,1.0,0.7805185185185186,-0.8481,0.5719,-0.27848518518518517
2012-09-14,0.0,0.341,0.1093888888888889,0.0,0.48,0.12400000000000001,0.52,1.0,0.7665555555555554,-0.8519,0.9186,0.05548888888888888
2012-09-15,0.0,0.426,0.09927777777777777,0.0,0.737,0.19944444444444442,0.263,1.0,0.7013333333333333,-0.9118,0.8126,0.06813888888888887
2012-09-17,0.0,0.119,0.06633333333333334,0.0,0.069,0.023000000000000003,0.851,1.0,0.9106666666666667,-0.2263,0.0,-0.09263333333333333
2012-09-18,0.0,0.279,0.0919047619047619,0.0,0.582,0.15242857142857144,0.418,1.0,0.7556666666666667,-0.4767,0.8674,0.11039999999999998
2012-09-19,0.0,0.419,0.13380952380952382,0.0,0.545,0.08723809523809524,0.455,1.0,0.7789523809523808,-0.8439,0.5574,-0.10699523809523807
2012-09-20,0.0,0.42,0.07827272727272727,0.0,0.39,0.1081818181818182,0.58,1.0,0.8135454545454546,-0.8271,0.7096,0.05752727272727273
2012-09-21,0.0,0.139,0.0264,0.0,0.744,0.22359999999999997,0.0,0.877,0.55,-0.3612,0.872,0.32796
2012-09-22,0.0,0.32,0.1085,0.0,0.762,0.24633333333333332,0.238,1.0,0.6453333333333333,-0.7783,0.9117,0.1438
2012-09-25,0.0,0.568,0.12647368421052632,0.0,0.506,0.18821052631578947,0.432,0.933,0.6852631578947367,-0.836,0.9423,0.08199473684210527
2012-09-26,0.0,0.397,0.12237931034482759,0.0,1.0,0.1910344827586207,0.0,1.0,0.6865862068965518,-0.8481,0.9331,-0.0005000000000000004
2012-09-27,0.0,0.341,0.058750000000000004,0.0,0.714,0.25733333333333336,0.0,1.0,0.6422916666666666,-0.6597,0.91,0.23130000000000003
2012-09-28,0.0,0.368,0.10339130434782609,0.0,1.0,0.1473913043478261,0.0,1.0,0.7492173913043478,-0.7906,0.8176,0.054186956521739126
2012-09-29,0.0,0.217,0.028000000000000004,0.0,0.793,0.25006666666666666,0.207,1.0,0.7218666666666667,-0.3612,0.8885,0.4741266666666667
2012-10-01,0.0,0.241,0.1205,0.0,0.261,0.1305,0.739,0.759,0.749,-0.6908,0.6486,-0.021100000000000008
2012-10-02,0.0,0.467,0.1272666666666667,0.0,0.378,0.13260000000000002,0.488,1.0,0.7400666666666668,-0.8126,0.8371,0.04900666666666666
2012-10-03,0.0,0.377,0.09119999999999999,0.0,0.651,0.13385,0.349,1.0,0.7749499999999999,-0.8658,0.872,0.08741000000000002
2012-10-04,0.0,0.4,0.08984615384615385,0.0,0.73,0.2675384615384615,0.27,1.0,0.6425769230769233,-0.6798,0.8979,0.24137692307692304
2012-10-05,0.0,0.316,0.046642857142857146,0.0,0.77,0.2485714285714286,0.23,1.0,0.704857142857143,-0.7178,0.9246,0.3491142857142857
2012-10-06,0.0,0.115,0.014375,0.072,0.612,0.32450000000000007,0.388,0.928,0.661125,0.1027,0.836,0.527225
2012-10-08,0.462,0.462,0.462,0.0,0.0,0.0,0.538,0.538,0.538,-0.9169,-0.9169,-0.9169
2012-10-09,0.0,0.458,0.058076923076923075,0.0,0.333,0.12153846153846154,0.542,1.0,0.8203846153846155,-0.8519,0.8402,0.19246153846153843
2012-10-10,0.0,0.388,0.12300000000000001,0.0,0.529,0.14795238095238095,0.471,1.0,0.7290000000000001,-0.7409,0.8807,0.12941904761904763
2012-10-11,0.0,0.281,0.0762,0.0,0.714,0.16475,0.286,1.0,0.7590499999999998,-0.5719,0.8689,0.12035999999999998
2012-10-12,0.0,0.41,0.12296969696969696,0.0,0.535,0.15736363636363634,0.465,1.0,0.7196363636363636,-0.8779,0.8519,0.044763636363636346
2012-10-13,0.0,0.145,0.018,0.0,0.535,0.2245625,0.465,1.0,0.7574374999999999,-0.34,0.9274,0.4157375000000001
2012-10-14,0.0,0.535,0.12672727272727272,0.0,0.41,0.1669090909090909,0.41,1.0,0.7062727272727273,-0.91,0.8271,0.14526363636363637
2012-10-15,0.0,0.334,0.0711818181818182,0.0,0.892,0.269,0.108,1.0,0.6597272727272727,-0.1531,0.8519,0.4318999999999999
2012-10-16,0.0,0.375,0.08308695652173914,0.0,0.787,0.1462608695652174,0.213,1.0,0.7706956521739131,-0.7184,0.8519,0.11801304347826086
2012-10-17,0.0,0.359,0.12721999999999997,0.0,0.667,0.1993999999999999,0.254,1.0,0.6734200000000002,-0.8779,0.9099,0.08627599999999999
2012-10-18,0.0,0.722,0.13077083333333334,0.0,1.0,0.16433333333333336,0.0,1.0,0.7049374999999998,-0.8316,0.9022,-0.0025958333333333436
2012-10-19,0.0,0.478,0.0709375,0.0,1.0,0.3038125,0.0,1.0,0.62521875,-0.7506,0.8555,0.22900625
2012-10-20,0.0,0.625,0.133875,0.0,1.0,0.1578,0.0,1.0,0.7082999999999999,-0.8782,0.8519,0.056220000000000006
2012-10-21,0.0,0.472,0.15975,0.0,0.615,0.247,0.385,0.833,0.59325,-0.8271,0.9559,0.088975
2012-10-22,0.0,0.444,0.135,0.0,0.412,0.12312499999999998,0.556,1.0,0.7418750000000001,-0.743,0.8271,-0.101225
2012-10-23,0.0,0.526,0.1273793103448276,0.0,0.333,0.10886206896551723,0.474,1.0,0.7637241379310346,-0.9231,0.807,-0.02337931034482759
2012-10-24,0.0,0.495,0.11787500000000001,0.0,0.315,0.09916666666666667,0.505,1.0,0.7829166666666666,-0.8689,0.7812,-0.025879166666666672
2012-10-25,0.0,0.316,0.04968421052631579,0.0,0.466,0.14573684210526316,0.534,1.0,0.8045263157894738,-0.8074,0.8176,0.25327894736842105
2012-10-26,0.0,0.264,0.050769230769230775,0.0,0.804,0.26684615384615384,0.196,1.0,0.6823846153846156,-0.7783,0.9412,0.3952461538461539
2012-10-27,0.0,0.485,0.10813513513513512,0.0,1.0,0.23410810810810814,0.0,1.0,0.6577297297297298,-0.765,0.9217,0.1030594594594595
2012-10-28,0.0,0.389,0.13966666666666666,0.0,0.49,0.20650000000000002,0.51,0.83,0.6538333333333334,-0.9022,0.863,0.03405000000000002
2012-10-29,0.115,0.274,0.201,0.0,0.0,0.0,0.726,0.885,0.7989999999999999,-0.6865,-0.296,-0.5757
2012-10-30,0.0,0.416,0.10274999999999998,0.0,0.269,0.118125,0.524,0.89,0.7791250000000001,-0.9022,0.7579,0.07651249999999998
2012-10-31,0.0,0.223,0.04333333333333333,0.0,0.569,0.17300000000000001,0.431,1.0,0.783703703703704,-0.5859,0.8971,0.3079777777777778
2012-11-01,0.0,0.37,0.07434375000000001,0.0,1.0,0.19053125,0.0,1.0,0.7351874999999999,-0.8316,0.9281,0.2188
2012-11-02,0.0,0.355,0.11023076923076922,0.0,0.144,0.050923076923076925,0.645,1.0,0.8389230769230769,-0.4767,0.6369,-0.055792307692307704
2012-11-03,0.0,0.426,0.12251612903225807,0.0,0.787,0.12703225806451612,0.213,1.0,0.7504193548387096,-0.7713,0.8126,-0.026935483870967756
2012-11-04,0.0,0.196,0.10800000000000001,0.0,0.263,0.1056,0.601,0.947,0.7864000000000001,-0.5994,0.6908,-0.060899999999999996
2012-11-05,0.0,0.5,0.14479999999999998,0.0,1.0,0.2646,0.0,1.0,0.5906,-0.7178,0.6249,0.07250000000000001
2012-11-06,0.0,0.449,0.07170731707317073,0.0,1.0,0.16865853658536586,0.0,1.0,0.759609756097561,-0.802,0.7741,0.10565853658536585
2012-11-07,0.0,0.457,0.11395348837209301,0.0,1.0,0.20902325581395348,0.0,1.0,0.677,-0.875,0.9451,0.056065116279069765
2012-11-08,0.0,0.304,0.0803846153846154,0.0,0.457,0.13926923076923076,0.543,1.0,0.7803846153846153,-0.7713,0.8707,0.11430384615384616
2012-11-09,0.0,0.392,0.07433333333333332,0.0,0.476,0.14542857142857143,0.426,1.0,0.7801428571428571,-0.875,0.8959,0.2084285714285714
2012-11-10,0.0,0.409,0.10609523809523809,0.0,0.42,0.14661904761904765,0.515,1.0,0.7472857142857144,-0.875,0.8481,0.1629190476190476
2012-11-11,0.0,0.174,0.043,0.0,0.528,0.2292,0.472,1.0,0.7277999999999999,-0.4588,0.9231,0.41881
2012-11-13,0.0,0.662,0.13999999999999999,0.0,0.684,0.2772,0.316,0.842,0.5828000000000001,-0.9735,0.9184,0.28697999999999996
2012-11-14,0.0,0.592,0.0885,0.0,0.592,0.18531250000000002,0.408,1.0,0.7261249999999999,-0.891,0.8555,0.10860625000000002
2012-11-15,0.0,0.361,0.03727777777777777,0.0,1.0,0.3308333333333334,0.0,1.0,0.6318888888888889,-0.836,0.8625,0.4104722222222222
2012-11-16,0.0,0.318,0.018516129032258067,0.0,1.0,0.5051612903225806,0.0,1.0,0.4763225806451613,-0.6808,0.9231,0.3454483870967743
2012-11-17,0.0,0.291,0.08233333333333331,0.0,0.531,0.19611111111111112,0.469,1.0,0.7215555555555557,-0.1779,0.9042,0.25889999999999996
2012-11-20,0.0,0.32,0.07888461538461537,0.0,0.583,0.16726923076923078,0.417,1.0,0.753923076923077,-0.5859,0.9099,0.14180384615384617
2012-11-21,0.0,0.583,0.05241379310344827,0.0,1.0,0.3721379310344827,0.0,1.0,0.5754137931034483,-0.802,0.8807,0.2900206896551724
2012-11-22,0.0,0.398,0.08569230769230768,0.0,0.585,0.25861538461538464,0.399,1.0,0.6556153846153846,-0.7488,0.9689,0.410253846153846
2012-11-25,0.12,0.25,0.16975,0.0,0.352,0.088,0.478,0.88,0.74225,-0.8402,0.4215,-0.310225
2012-11-27,0.0,0.433,0.11061538461538463,0.0,0.272,0.1400769230769231,0.567,1.0,0.7490769230769231,-0.7269,0.7269,0.07033846153846154
2012-11-28,0.0,0.352,0.09430434782608696,0.0,1.0,0.32213043478260867,0.0,1.0,0.5835652173913044,-0.8271,0.891,0.23636521739130442
2012-11-29,0.0,0.29,0.045193548387096764,0.0,1.0,0.34148387096774196,0.0,1.0,0.6133548387096774,-0.6124,0.9153,0.3710741935483871
2012-11-30,0.0,0.388,0.06600000000000002,0.0,1.0,0.2901052631578947,0.0,1.0,0.6438947368421053,-0.8591,0.8481,0.21928947368421053
2012-12-01,0.0,0.165,0.013250000000000001,0.0,1.0,0.41430000000000006,0.0,1.0,0.5725,0.0,0.9201,0.5003200000000001
2012-12-04,0.0,0.399,0.05369999999999999,0.0,0.826,0.22840000000000002,0.174,1.0,0.7179,-0.8519,0.9231,0.325395
2012-12-05,0.0,0.444,0.059566666666666664,0.0,1.0,0.37913333333333327,0.0,1.0,0.5613333333333335,-0.836,0.9381,0.42667000000000005
2012-12-06,0.0,0.71,0.08217241379310344,0.0,1.0,0.46293103448275863,0.0,1.0,0.45486206896551723,-0.7506,0.9168,0.2779344827586207
2012-12-07,0.0,0.825,0.11018518518518519,0.0,1.0,0.27975925925925926,0.0,1.0,0.6100555555555555,-0.7269,0.8847,0.21788333333333337
2012-12-08,0.0,0.349,0.11713636363636364,0.0,0.714,0.20659090909090908,0.286,0.945,0.6763181818181819,-0.7096,0.9531,0.16891363636363643
2012-12-11,0.0,0.598,0.10742857142857141,0.0,0.394,0.15557142857142855,0.402,1.0,0.736952380952381,-0.886,0.836,0.2226095238095238
2012-12-12,0.0,0.314,0.119962962962963,0.0,0.744,0.23681481481481478,0.256,1.0,0.6432592592592593,-0.8375,0.9648,0.13214074074074075
2012-12-13,0.0,0.397,0.11627777777777777,0.0,0.787,0.2233333333333333,0.213,1.0,0.6604444444444444,-0.7506,0.8864,0.1487777777777778
2012-12-14,0.0,0.0,0.0,0.0,0.74,0.537,0.26,1.0,0.4629999999999999,0.0,0.7906,0.46935
2012-12-15,0.0,0.387,0.2416666666666667,0.0,0.364,0.15666666666666665,0.556,0.636,0.6016666666666667,-0.8784,0.8519,-0.23576666666666665
2012-12-18,0.0,0.366,0.22599999999999998,0.0,0.271,0.09033333333333333,0.417,1.0,0.6836666666666668,-0.8176,0.0,-0.3399666666666667
2012-12-19,0.0,0.263,0.07418181818181818,0.0,0.744,0.24409090909090905,0.256,1.0,0.6817272727272727,-0.3818,0.886,0.24211818181818182
2012-12-20,0.0,0.554,0.09633333333333334,0.0,1.0,0.19685714285714284,0.0,1.0,0.706857142857143,-0.9042,0.8968,0.1556428571428571
2012-12-21,0.0,0.629,0.08248780487804878,0.0,1.0,0.3929756097560975,0.0,1.0,0.5245365853658538,-0.7717,0.9157,0.27909268292682937
2012-12-22,0.0,0.312,0.0733125,0.0,0.902,0.454875,0.098,1.0,0.4718125,-0.7096,0.8481,0.3700375
2012-12-23,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4404,0.4404,0.4404
2012-12-24,0.0,0.0,0.0,0.691,1.0,0.7959999999999999,0.0,0.309,0.204,0.3612,0.7845,0.6391333333333333
2012-12-25,0.0,0.0,0.0,0.438,0.438,0.438,0.562,0.562,0.562,0.7778,0.7778,0.7778
2012-12-27,0.0,0.114,0.035,0.0,0.466,0.1605,0.534,1.0,0.8045,-0.1531,0.7893,0.2971666666666667
2012-12-28,0.0,0.326,0.12625,0.0,0.383,0.17174999999999999,0.391,1.0,0.702,-0.6249,0.872,0.13155
2012-12-29,0.0,0.124,0.02206451612903226,0.0,1.0,0.41400000000000003,0.0,1.0,0.5639677419354839,-0.296,0.8834,0.4261806451612903
2013-01-02,0.0,0.375,0.14183333333333334,0.0,0.247,0.10049999999999999,0.625,1.0,0.7576666666666667,-0.7684,0.4939,-0.0828
2013-01-03,0.0,0.291,0.09733333333333333,0.0,0.529,0.17805555555555555,0.471,1.0,0.724611111111111,-0.6249,0.8834,0.19674444444444447
2013-01-04,0.0,0.714,0.08249056603773584,0.0,1.0,0.34760377358490563,0.0,1.0,0.5699056603773586,-0.8935,0.7964,0.20997169811320754
2013-01-05,0.0,0.767,0.03835,0.0,1.0,0.38425000000000004,0.0,1.0,0.5774,-0.5096,0.9081,0.37607999999999997
2013-01-08,0.0,0.583,0.09894736842105263,0.0,1.0,0.3560526315789474,0.0,1.0,0.5449999999999998,-0.836,0.9287,0.24188947368421054
2013-01-09,0.0,0.917,0.054754716981132066,0.0,1.0,0.5449245283018868,0.0,1.0,0.4003207547169811,-0.9022,0.9517,0.37367547169811327
2013-01-10,0.0,1.0,0.12676315789473686,0.0,1.0,0.3802105263157894,0.0,1.0,0.49299999999999994,-0.8689,0.9371,0.22300789473684218
2013-01-11,0.0,0.207,0.016633333333333333,0.0,1.0,0.5952833333333333,0.0,1.0,0.37143333333333345,-0.3182,0.8316,0.33618666666666674
2013-01-12,0.0,0.323,0.04862068965517242,0.0,1.0,0.4416551724137931,0.0,1.0,0.5097241379310344,-0.875,0.8625,0.2168137931034483
2013-01-15,0.0,0.32,0.07908333333333334,0.0,1.0,0.20188888888888887,0.0,1.0,0.7190277777777776,-0.5719,0.9517,0.12460277777777774
2013-01-16,0.0,1.0,0.08299999999999999,0.0,0.859,0.20284374999999996,0.0,1.0,0.71409375,-0.7964,0.8658,0.17011562500000005
2013-01-17,0.0,1.0,0.13866666666666666,0.0,1.0,0.31660000000000005,0.0,1.0,0.5447333333333332,-0.7906,0.6249,0.0060666666666666725
2013-01-18,0.0,0.429,0.16811764705882354,0.0,0.505,0.16376470588235292,0.495,0.899,0.6681176470588236,-0.6369,0.8718,0.036964705882352934
2013-01-19,0.0,1.0,0.14999999999999997,0.0,1.0,0.37309090909090914,0.0,1.0,0.47678787878787887,-0.8779,0.891,0.20102121212121213
2013-01-21,0.0,0.0,0.0,0.272,0.298,0.28500000000000003,0.702,0.728,0.715,0.6249,0.6249,0.6249
2013-01-22,0.0,0.25,0.07505882352941176,0.0,0.586,0.2453529411764706,0.414,0.903,0.6795882352941177,-0.3724,0.872,0.3738176470588236
2013-01-23,0.0,0.623,0.09498039215686276,0.0,1.0,0.4238627450980392,0.0,1.0,0.4811960784313726,-0.9118,0.8658,0.26564705882352946
2013-01-24,0.0,0.315,0.06733333333333334,0.0,1.0,0.36809523809523814,0.0,1.0,0.564547619047619,-0.5719,0.875,0.31231666666666663
2013-01-25,0.0,0.619,0.08847619047619049,0.0,1.0,0.39369047619047626,0.0,1.0,0.5178571428571429,-0.8225,0.9153,0.22237619047619056
2013-01-26,0.0,0.297,0.06619230769230769,0.0,1.0,0.31684615384615383,0.0,1.0,0.6169615384615383,-0.6705,0.7717,0.15766923076923073
2013-01-29,0.0,0.289,0.0881,0.0,0.393,0.1552,0.596,1.0,0.7567000000000002,-0.6249,0.836,0.12696
2013-01-30,0.0,0.508,0.05248648648648649,0.0,1.0,0.4092162162162161,0.0,1.0,0.5382432432432434,-0.6486,0.8625,0.3362270270270271
2013-01-31,0.0,0.286,0.05648148148148148,0.0,1.0,0.3421851851851852,0.0,1.0,0.6013333333333334,-0.5574,0.8519,0.30825185185185183
2013-02-01,0.0,0.706,0.060149999999999995,0.0,1.0,0.343225,0.0,1.0,0.5966000000000001,-0.7096,0.8316,0.20762
2013-02-02,0.0,0.254,0.023238095238095238,0.0,1.0,0.4178571428571428,0.0,1.0,0.5588571428571429,-0.7003,0.8885,0.34873333333333334
2013-02-04,0.0,0.0,0.0,0.0,0.28,0.17266666666666666,0.72,1.0,0.8273333333333334,0.0,0.7906,0.3839333333333333
2013-02-05,0.0,0.583,0.05654054054054054,0.0,1.0,0.4986756756756758,0.0,1.0,0.4447297297297297,-0.5106,0.8748,0.3873405405405406
2013-02-06,0.0,0.478,0.044980392156862746,0.0,1.0,0.4697254901960785,0.0,1.0,0.48529411764705876,-0.6705,0.8834,0.3910549019607843
2013-02-07,0.0,0.473,0.03717241379310345,0.0,1.0,0.49827586206896535,0.0,1.0,0.46458620689655183,-0.8601,0.9501,0.3362068965517242
2013-02-08,0.0,0.455,0.0545625,0.0,1.0,0.4988906250000001,0.0,1.0,0.4465624999999999,-0.6705,0.8807,0.33235937500000007
2013-02-09,0.0,0.395,0.065,0.0,1.0,0.5341764705882353,0.0,1.0,0.40082352941176475,-0.3089,0.8271,0.2643294117647059
2013-02-10,0.0,0.175,0.07325,0.114,0.813,0.35575,0.187,0.755,0.571,-0.3167,0.8271,0.33175
2013-02-11,0.0,0.0,0.0,0.568,0.568,0.568,0.432,0.432,0.432,0.8885,0.8885,0.8885
2013-02-12,0.0,0.174,0.036076923076923076,0.0,0.552,0.27815384615384614,0.448,1.0,0.6856923076923077,-0.25,0.91,0.419
2013-02-13,0.0,0.444,0.05514285714285715,0.0,1.0,0.3348035714285715,0.0,1.0,0.6100535714285715,-0.8402,0.9468,0.28130000000000005
2013-02-14,0.0,0.756,0.05477611940298508,0.0,1.0,0.48747761194029854,0.0,1.0,0.45771641791044776,-0.7431,0.9062,0.3523462686567164
2013-02-15,0.0,1.0,0.06348275862068965,0.0,1.0,0.4113103448275862,0.0,1.0,0.5252241379310345,-0.8807,0.8834,0.2934379310344828
2013-02-16,0.0,0.375,0.07729032258064515,0.0,0.898,0.29332258064516126,0.102,1.0,0.6294193548387098,-0.8399,0.9545,0.1622548387096774
2013-02-17,0.0,0.0,0.0,0.804,1.0,0.9346666666666668,0.0,0.196,0.06533333333333334,0.4404,0.6249,0.5019
2013-02-19,0.0,0.184,0.04428571428571428,0.0,1.0,0.6481428571428571,0.0,1.0,0.30757142857142855,-0.25,0.7269,0.31978571428571423
2013-02-20,0.0,0.259,0.06654166666666667,0.0,1.0,0.2846666666666667,0.0,1.0,0.6488333333333335,-0.3818,0.9062,0.32712916666666664
2013-02-21,0.0,1.0,0.07043589743589743,0.0,1.0,0.5727051282051283,0.0,1.0,0.3568461538461538,-0.8173,0.9468,0.3513846153846157
2013-02-22,0.0,0.507,0.11506250000000003,0.0,0.747,0.1875,0.253,1.0,0.6975000000000001,-0.9062,0.9312,0.0703125
2013-02-23,0.0,0.351,0.03911111111111111,0.0,1.0,0.4619259259259259,0.0,1.0,0.4989629629629629,-0.6705,0.7964,0.32216666666666677
2013-02-24,0.0,0.106,0.017666666666666667,0.0,1.0,0.294,0.0,1.0,0.6885,-0.0564,0.8316,0.26643333333333336
2013-02-25,0.0,0.422,0.062142857142857146,0.0,1.0,0.40657142857142853,0.0,1.0,0.5312500000000001,-0.807,0.9186,0.41176428571428575
2013-02-26,0.0,1.0,0.09715686274509804,0.0,1.0,0.43568627450980374,0.0,1.0,0.4671568627450981,-0.8555,0.9325,0.19712352941176475
2013-02-27,0.0,0.577,0.0645625,0.0,1.0,0.2432708333333333,0.0,1.0,0.6505208333333333,-0.8625,0.9325,0.21846875000000002
2013-02-28,0.0,0.508,0.05427397260273973,0.0,1.0,0.38545205479452044,0.0,1.0,0.5603013698630139,-0.8126,0.8807,0.24560000000000004
2013-03-01,0.0,0.583,0.08282352941176473,0.0,1.0,0.35594117647058826,0.0,1.0,0.5318529411764706,-0.6597,0.9678,0.24400882352941178
2013-03-02,0.0,0.274,0.06484615384615386,0.0,1.0,0.34207692307692306,0.0,1.0,0.5546538461538462,-0.7425,0.8251,0.26485384615384616
2013-03-03,0.0,0.44,0.043416666666666666,0.0,1.0,0.7295833333333333,0.0,0.56,0.227,-0.9425,0.8481,0.44270000000000004
2013-03-04,0.0,0.5,0.08376923076923076,0.0,0.574,0.23480769230769236,0.426,1.0,0.681423076923077,-0.6808,0.8658,0.19023461538461534
2013-03-05,0.0,0.447,0.0502,0.0,1.0,0.28004999999999997,0.0,1.0,0.6698500000000001,-0.8781,0.8316,0.24974499999999997
2013-03-06,0.0,0.314,0.024588235294117647,0.0,0.815,0.3857058823529411,0.185,1.0,0.5897058823529412,-0.7506,0.8934,0.4956647058823529
2013-03-07,0.0,0.283,0.02628,0.0,1.0,0.43168,0.0,1.0,0.54204,-0.6369,0.9241,0.408768
2013-03-08,0.0,0.095,0.007307692307692308,0.0,1.0,0.3972307692307692,0.0,1.0,0.5954615384615385,0.0,0.8934,0.3159461538461538
2013-03-09,0.0,0.23,0.05046666666666667,0.0,1.0,0.24346666666666664,0.0,1.0,0.7060666666666667,-0.4588,0.875,0.23730666666666667
2013-03-11,0.0,0.398,0.08888888888888889,0.0,0.53,0.15014814814814817,0.305,1.0,0.7609999999999999,-0.7506,0.9081,0.12219629629629629
2013-03-12,0.0,0.511,0.07538461538461538,0.0,0.531,0.18692307692307694,0.421,1.0,0.7376153846153847,-0.9287,0.9403,0.22518461538461537
2013-03-13,0.0,0.231,0.03883999999999999,0.0,1.0,0.37776,0.0,1.0,0.5833999999999999,-0.4215,0.9477,0.39614000000000005
2013-03-14,0.0,0.413,0.05914285714285714,0.0,0.909,0.31766666666666665,0.091,1.0,0.6230952380952383,-0.8225,0.9524,0.26386666666666664
2013-03-15,0.0,0.358,0.08396,0.0,1.0,0.20991999999999997,0.0,1.0,0.7061200000000001,-0.8908,0.9042,0.10549199999999999
2013-03-16,0.0,0.393,0.09021739130434783,0.0,0.437,0.1481304347826087,0.563,1.0,0.7616086956521737,-0.8126,0.7172,0.11477826086956523
2013-03-17,0.0,0.0,0.0,0.0,0.366,0.24166666666666667,0.634,1.0,0.7583333333333333,0.0,0.8779,0.525
2013-03-18,0.0,0.342,0.08021739130434782,0.0,0.605,0.22173913043478263,0.395,1.0,0.6980434782608695,-0.7169,0.8957,0.2822434782608695
2013-03-19,0.0,0.5,0.09863793103448275,0.0,1.0,0.28301724137931034,0.0,1.0,0.6183275862068967,-0.7902,0.8807,0.10411896551724141
2013-03-20,0.0,0.359,0.07076744186046512,0.0,1.0,0.35051162790697676,0.0,1.0,0.5787209302325582,-0.8481,0.872,0.22935348837209305
