date,negative_proportion_min,negative_proportion_max,negative_proportion_mean,positive_proportion_min,positive_proportion_max,positive_proportion_mean,neutral_proportion_min,neutral_proportion_max,neutral_proportion_mean,combined_score_min,combined_score_max,combined_score_mean
2016-02-29,0.0,0.569,0.10222222222222224,0.0,0.714,0.166,0.0,1.0,0.6762222222222223,-0.8979,0.8591,0.0783277777777778
2016-03-01,0.0,0.252,0.029416666666666664,0.0,0.568,0.23116666666666666,0.0,1.0,0.6560833333333334,-0.4019,0.8481,0.3931833333333333
2016-03-02,0.0,0.217,0.018083333333333333,0.0,0.577,0.45683333333333337,0.423,1.0,0.5250833333333335,-0.3612,0.743,0.32469166666666666
2016-03-03,0.0,0.349,0.12545,0.0,0.457,0.15850000000000003,0.0,1.0,0.6661000000000001,-0.7845,0.9423,0.03961
2016-03-04,0.0,0.092,0.018555555555555554,0.0,0.556,0.23022222222222222,0.444,1.0,0.7512222222222221,-0.3252,0.6329,0.3195333333333334
2016-03-05,0.0,0.046,0.003833333333333333,0.0,0.487,0.24641666666666664,0.513,1.0,0.7497500000000001,0.0,0.9022,0.43521666666666664
2016-03-06,0.0,0.382,0.08431250000000001,0.0,0.62,0.24568749999999998,0.0,0.898,0.6074375,-0.802,0.8689,0.17787499999999995
2016-03-07,0.0,0.511,0.15887500000000002,0.0,0.556,0.19287500000000002,0.41,0.858,0.6483125000000002,-0.9287,0.9246,-0.03512499999999998
2016-03-08,0.0,0.377,0.07784615384615384,0.0,0.504,0.18446153846153843,0.442,1.0,0.7376153846153848,-0.7778,0.9042,0.19764615384615386
2016-03-09,0.0,0.179,0.022789473684210523,0.0,0.714,0.2811052631578948,0.0,1.0,0.485578947368421,-0.5719,0.9382,0.19468421052631582
2016-03-10,0.0,0.649,0.328,0.0,0.237,0.10233333333333333,0.351,0.763,0.5696666666666667,-0.8689,0.4767,-0.32136666666666663
2016-03-11,0.0,0.339,0.08475,0.213,0.714,0.50975,0.286,0.448,0.40549999999999997,-0.3086,0.3612,0.19375000000000003
2016-03-12,0.0,0.339,0.04915384615384615,0.0,0.577,0.26053846153846155,0.0,1.0,0.6133076923076922,-0.8074,0.8519,0.38741538461538466
2016-03-13,0.0,0.204,0.08035714285714286,0.0,0.447,0.11314285714285714,0.0,1.0,0.7350714285714286,-0.6845,0.9062,0.017357142857142856
2016-03-14,0.0,0.401,0.09285714285714286,0.0,0.471,0.13585714285714284,0.516,1.0,0.7712857142857142,-0.902,0.836,-0.014185714285714277
2016-03-15,0.0,0.41,0.10956250000000001,0.0,0.456,0.1626875,0.544,1.0,0.7277500000000001,-0.9312,0.836,0.09391875
2016-03-16,0.0,0.355,0.041631578947368415,0.0,0.714,0.2972105263157894,0.286,1.0,0.6611052631578948,-0.8126,0.936,0.29402631578947375
2016-03-17,0.0,0.442,0.0974375,0.0,0.789,0.25356249999999997,0.211,1.0,0.6489999999999999,-0.9227,0.9052,0.24121875
2016-03-18,0.0,0.32,0.083,0.0,0.577,0.16749999999999998,0.423,1.0,0.7494999999999999,-0.765,0.8442,0.08106666666666666
2016-03-19,0.0,0.339,0.11287499999999999,0.0,0.691,0.201125,0.309,1.0,0.6861250000000001,-0.7404,0.7717,0.043287499999999986
2016-03-20,0.0,0.22,0.035,0.0,0.626,0.32583333333333336,0.374,0.822,0.63925,-0.7003,0.9246,0.472775
2016-03-21,0.0,0.422,0.16440000000000002,0.0,0.337,0.1482,0.506,1.0,0.6874,-0.909,0.8442,0.02145999999999999
2016-03-22,0.0,0.232,0.07733333333333334,0.0,0.577,0.316,0.423,0.768,0.6066666666666667,-0.7462,0.8807,0.2531333333333334
2016-03-23,0.0,0.483,0.14157142857142854,0.0,0.556,0.1312142857142857,0.444,1.0,0.7272857142857143,-0.9413,0.9509,-0.19497857142857145
2016-03-24,0.0,0.443,0.16658823529411768,0.0,0.577,0.1701176470588235,0.423,0.909,0.6632352941176471,-0.9136,0.8519,-0.13847647058823528
2016-03-25,0.0,0.32,0.15566666666666668,0.0,0.577,0.12466666666666665,0.423,1.0,0.7196666666666667,-0.8718,0.6249,-0.2170888888888889
2016-03-26,0.42,0.42,0.42,0.059,0.059,0.059,0.521,0.521,0.521,-0.8779,-0.8779,-0.8779
2016-03-27,0.0,0.238,0.0695,0.0,0.39,0.1766,0.61,0.897,0.7539000000000001,-0.6486,0.8883,0.27669
2016-03-28,0.0,0.419,0.14550000000000002,0.0,0.609,0.22775,0.391,0.769,0.62675,-0.8834,0.9674,0.082125
2016-03-29,0.0,0.231,0.1301,0.0,0.396,0.1127,0.501,1.0,0.7571000000000001,-0.7964,0.8885,-0.04413
2016-03-30,0.0,0.34,0.0830909090909091,0.0,0.714,0.2525454545454546,0.286,1.0,0.6643636363636364,-0.7925,0.8779,0.1217090909090909
2016-03-31,0.0,0.124,0.0248,0.178,0.626,0.4448,0.374,0.698,0.5304,0.1779,0.8074,0.4958800000000001
2016-04-01,0.0,0.139,0.030555555555555558,0.0,0.556,0.20922222222222223,0.0,0.885,0.649111111111111,-0.5267,0.6997,0.19041111111111111
2016-04-02,0.0,0.308,0.09633333333333333,0.0,0.577,0.20833333333333334,0.423,1.0,0.6953333333333334,-0.872,0.7845,0.08891111111111111
2016-04-03,0.0,0.36,0.04,0.0,0.714,0.35233333333333333,0.286,0.761,0.6076666666666667,-0.7351,0.9186,0.45964444444444447
2016-04-04,0.0,0.225,0.034625,0.0,0.547,0.32450000000000007,0.423,1.0,0.640875,0.0,0.9382,0.499275
2016-04-05,0.0,0.0,0.0,0.121,0.6,0.3973333333333333,0.4,0.879,0.6026666666666666,0.296,0.886,0.5818111111111111
2016-04-06,0.0,0.343,0.11433333333333334,0.0,0.406,0.19566666666666666,0.476,1.0,0.69,-0.5267,0.6249,0.03273333333333336
2016-04-07,0.0,0.0,0.0,0.0,0.396,0.19725,0.0,1.0,0.55275,0.0,0.9097,0.443875
2016-04-08,0.0,0.183,0.0915,0.267,0.283,0.275,0.55,0.717,0.6335,0.0941,0.8516,0.47285
2016-04-09,0.0,0.356,0.07416666666666666,0.0,0.508,0.20133333333333334,0.455,1.0,0.7245,-0.296,0.4767,0.13783333333333334
2016-04-10,0.0,0.247,0.12366666666666666,0.11,0.448,0.23066666666666666,0.552,0.742,0.6456666666666667,-0.5888,0.8074,0.09860000000000002
2016-04-11,0.0,0.195,0.04875,0.0,0.39,0.154,0.0,1.0,0.54725,0.0,0.4939,0.19217499999999998
2016-04-12,0.0,0.115,0.012777777777777779,0.0,0.652,0.2912222222222222,0.348,1.0,0.6960000000000001,0.0,0.9201,0.4697888888888889
2016-04-13,0.0,0.0,0.0,0.0,0.677,0.2591428571428572,0.0,0.8,0.4551428571428572,0.0,0.8316,0.3873714285714286
2016-04-14,0.0,0.125,0.025,0.0,0.455,0.19820000000000002,0.545,0.875,0.7767999999999999,-0.25,0.6249,0.36318
2016-04-15,0.0,0.0,0.0,0.239,0.577,0.408,0.423,0.761,0.592,0.296,0.6249,0.46045
2016-04-16,0.0,0.143,0.028599999999999997,0.0,0.714,0.30179999999999996,0.286,1.0,0.6696,-0.3612,0.3612,0.13144
2016-04-17,0.0,0.121,0.026090909090909088,0.0,0.556,0.1551818181818182,0.0,1.0,0.7278181818181818,0.0,0.5423,0.26073636363636365
2016-04-18,0.0,0.262,0.1175,0.0,0.375,0.16725,0.625,0.792,0.71525,-0.7964,0.5859,-0.15307500000000002
2016-04-19,0.0,0.241,0.04016666666666666,0.0,0.556,0.29833333333333334,0.0,0.745,0.49466666666666664,-0.6369,0.6249,0.24466666666666667
2016-04-20,0.0,0.42,0.03578571428571429,0.0,0.626,0.20428571428571426,0.0,1.0,0.6885000000000001,-0.8687,0.7717,0.16720714285714286
2016-04-21,0.0,0.0,0.0,0.0,0.452,0.17575,0.548,1.0,0.8242499999999999,0.0,0.8725,0.35585
2016-04-22,0.06,0.143,0.10149999999999999,0.09,0.091,0.0905,0.767,0.849,0.808,-0.1531,0.1566,0.0017499999999999877
2016-04-23,0.0,0.213,0.034,0.0,0.714,0.3062222222222222,0.0,1.0,0.5486666666666666,-0.6597,0.8319,0.2953
2016-04-24,0.0,0.335,0.04690909090909091,0.172,0.569,0.3883636363636364,0.431,0.828,0.5647272727272727,-0.4927,0.9337,0.4688000000000001
2016-04-25,0.097,0.374,0.21580000000000005,0.0,0.164,0.10700000000000001,0.461,0.903,0.6772,-0.8069,0.2023,-0.4058999999999999
2016-04-26,0.0,0.372,0.0615,0.0,0.577,0.3133,0.423,1.0,0.6251,-0.7103,0.6249,0.24583
2016-04-27,0.0,0.326,0.033357142857142856,0.0,0.556,0.28785714285714287,0.444,1.0,0.6787857142857143,-0.8271,0.765,0.15604285714285715
2016-04-28,0.0,0.281,0.016529411764705883,0.0,1.0,0.47535294117647053,0.0,0.85,0.5081176470588236,-0.8225,0.9428,0.49347058823529416
2016-04-29,0.0,0.317,0.05,0.0,0.455,0.13722222222222225,0.0,1.0,0.5905555555555556,-0.743,0.4939,0.10031111111111111
2016-04-30,0.0,0.227,0.0765,0.085,0.556,0.27175000000000005,0.444,0.746,0.6517499999999999,-0.5423,0.624,0.2485
2016-05-01,0.0,0.194,0.0388,0.0,0.573,0.3024,0.427,1.0,0.6588,-0.046,0.8555,0.35912
2016-05-02,0.0,0.241,0.03275,0.0,0.416,0.21608333333333332,0.584,1.0,0.7512500000000001,-0.6914,0.9429,0.3258666666666667
2016-05-03,0.0,0.375,0.041666666666666664,0.0,0.577,0.34044444444444444,0.423,1.0,0.6178888888888889,-0.4588,0.8807,0.36102222222222224
2016-05-04,0.0,0.15,0.02842857142857143,0.0,0.75,0.37228571428571433,0.25,1.0,0.5992857142857142,0.0,0.9282,0.46672857142857144
2016-05-05,0.0,0.227,0.1135,0.0,0.306,0.153,0.694,0.773,0.7335,-0.6461,0.296,-0.17505
2016-05-06,0.0,0.23,0.06445454545454546,0.0,0.548,0.19790909090909092,0.452,1.0,0.7376363636363638,-0.5574,0.9201,0.19760909090909093
2016-05-07,0.0,0.229,0.10490909090909092,0.0,0.341,0.11972727272727274,0.537,1.0,0.7754545454545454,-0.5859,0.7964,0.06272727272727273
2016-05-08,0.0,0.291,0.049999999999999996,0.0,0.51,0.23412500000000003,0.0,0.891,0.59075,-0.6249,0.9081,0.23848750000000002
2016-05-09,0.0,0.29,0.068,0.0,0.516,0.2101111111111111,0.484,1.0,0.721888888888889,-0.5423,0.91,0.19241111111111112
2016-05-10,0.0,0.158,0.022000000000000002,0.0,0.54,0.1386153846153846,0.0,1.0,0.6855384615384614,-0.3612,0.8555,0.24611538461538462
2016-05-11,0.0,0.538,0.10766666666666667,0.0,0.556,0.17716666666666667,0.444,1.0,0.71525,-0.5423,0.7506,0.09473333333333334
2016-05-12,0.0,0.198,0.0834,0.0,0.744,0.1433,0.0,1.0,0.6733,-0.4939,0.4404,0.03469000000000001
2016-05-13,0.0,0.0,0.0,0.283,0.394,0.33866666666666667,0.606,0.717,0.6613333333333333,0.6249,0.7574,0.7132333333333333
2016-05-14,0.0,0.167,0.085,0.0,0.461,0.15366666666666667,0.539,0.912,0.7613333333333333,-0.4973,0.8779,0.013533333333333342
2016-05-15,0.0,0.461,0.1625,0.103,0.688,0.27599999999999997,0.312,0.737,0.5616666666666666,-0.8873,0.765,0.05250000000000002
2016-05-16,0.0,0.269,0.15236363636363637,0.0,0.688,0.15772727272727274,0.312,0.905,0.6899090909090909,-0.7089,0.765,-0.17236363636363639
2016-05-17,0.0,0.419,0.14684210526315788,0.0,0.263,0.07121052631578949,0.581,1.0,0.7819473684210528,-0.8775,0.6249,-0.2085842105263158
2016-05-18,0.0,0.286,0.10060000000000002,0.0,0.556,0.19786666666666666,0.444,1.0,0.7013999999999999,-0.8126,0.9349,0.04707999999999998
2016-05-19,0.0,0.342,0.07342857142857143,0.0,0.556,0.25957142857142856,0.0,0.737,0.5238571428571428,-0.4588,0.7425,0.20905714285714286
2016-05-20,0.0,0.354,0.139,0.0,0.329,0.119125,0.405,1.0,0.741875,-0.7184,0.7275,-0.09702499999999999
2016-05-21,0.0,0.477,0.08800000000000001,0.0,0.559,0.22207692307692303,0.434,1.0,0.690076923076923,-0.9099,0.9652,0.2461846153846154
2016-05-22,0.0,0.402,0.18214285714285713,0.0,0.577,0.14528571428571427,0.423,0.871,0.6724285714285714,-0.9152,0.8225,-0.2701857142857143
2016-05-23,0.0,0.384,0.10728571428571429,0.0,0.556,0.19871428571428576,0.444,0.843,0.6940000000000001,-0.9287,0.8176,0.05124285714285714
2016-05-24,0.0,0.35,0.0978,0.0,0.39,0.1365,0.554,1.0,0.7657,-0.7844,0.6249,0.02312
2016-05-25,0.0,0.481,0.119,0.0,0.717,0.22783333333333336,0.283,0.891,0.6532500000000001,-0.6597,0.9134,0.06860833333333334
2016-05-26,0.0,0.297,0.129,0.0,0.455,0.252,0.545,0.703,0.619,-0.8225,0.8074,0.11536666666666667
2016-05-27,0.0,0.13,0.014444444444444446,0.0,1.0,0.3877777777777778,0.0,0.87,0.5977777777777777,-0.4588,0.7824,0.40836666666666666
2016-05-28,0.0,0.237,0.03777777777777777,0.0,0.641,0.3582222222222222,0.359,0.927,0.6041111111111112,-0.4215,0.945,0.5131888888888888
2016-05-29,0.0,0.249,0.11783333333333335,0.0,0.39,0.12833333333333333,0.61,0.892,0.7538333333333332,-0.743,0.9403,-0.028666666666666635
2016-05-30,0.0,0.283,0.05788888888888888,0.0,0.535,0.24822222222222226,0.465,0.884,0.6938888888888889,-0.7455,0.93,0.42342222222222214
2016-05-31,0.0,0.309,0.09000000000000001,0.0,0.636,0.22883333333333336,0.364,0.887,0.6811666666666666,-0.8387,0.8062,0.17856666666666668
2016-06-01,0.0,0.341,0.092125,0.0,0.425,0.18250000000000002,0.575,1.0,0.725375,-0.8313,0.9413,0.17736249999999998
2016-06-02,0.0,0.435,0.19724999999999998,0.0,0.455,0.16275,0.545,0.804,0.64,-0.9371,0.3612,-0.28295
2016-06-03,0.0,0.395,0.11382608695652176,0.0,0.54,0.18426086956521737,0.46,1.0,0.7019565217391304,-0.8579,0.92,0.1582434782608696
2016-06-04,0.0,0.369,0.09537499999999999,0.0,0.455,0.271125,0.343,0.859,0.633375,-0.6249,0.8442,0.483725
2016-06-05,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.8,0.8,0.3612,0.3612,0.3612
2016-06-06,0.0,0.444,0.1916,0.0,0.425,0.1096,0.408,0.889,0.6988000000000001,-0.9367,0.882,-0.25982999999999995
2016-06-07,0.0,0.486,0.19424999999999998,0.0,0.62,0.1815,0.38,0.894,0.62425,-0.9046,0.5994,-0.18399999999999997
2016-06-08,0.0,0.171,0.0171,0.0,0.556,0.3883,0.444,0.829,0.5946,-0.5423,0.8834,0.38338
2016-06-09,0.0,0.163,0.0524,0.0,0.577,0.238,0.423,1.0,0.7096,-0.6249,0.9509,0.25848
2016-06-10,0.0,0.394,0.07642857142857143,0.0,0.603,0.2304285714285714,0.397,1.0,0.6931428571428572,-0.7096,0.7251,0.1316142857142857
2016-06-11,0.0,0.411,0.07208333333333333,0.0,0.56,0.25733333333333336,0.0,1.0,0.58725,-0.9387,0.8689,0.21755000000000002
2016-06-12,0.0,0.536,0.11511111111111111,0.0,0.512,0.24233333333333335,0.464,0.823,0.6425555555555555,-0.9286,0.743,0.08959999999999999
2016-06-13,0.247,0.362,0.29416666666666663,0.0,0.365,0.09400000000000001,0.389,0.734,0.6118333333333333,-0.8807,0.7146,-0.5245333333333334
2016-06-14,0.0,0.383,0.1343076923076923,0.0,0.709,0.1326923076923077,0.291,1.0,0.733,-0.7906,0.8074,-0.10903846153846154
2016-06-15,0.0,0.21,0.09399999999999999,0.0,0.554,0.17442857142857143,0.446,1.0,0.7315714285714285,-0.7096,0.7351,0.08308571428571429
2016-06-16,0.0,0.0,0.0,0.0,0.268,0.13275,0.732,1.0,0.8672500000000001,0.0,0.3612,0.1643
2016-06-17,0.0,0.292,0.058333333333333334,0.0,0.538,0.256,0.462,1.0,0.6856666666666666,-0.734,0.921,0.1993
2016-06-18,0.0,0.0,0.0,0.239,0.714,0.5155714285714285,0.286,0.761,0.48442857142857143,0.296,0.5859,0.38398571428571426
2016-06-19,0.0,0.254,0.04988888888888889,0.0,0.691,0.23855555555555558,0.309,1.0,0.7115555555555556,-0.7245,0.7906,0.1368111111111111
2016-06-20,0.0,0.067,0.0335,0.0,0.443,0.2215,0.489,1.0,0.7444999999999999,0.0,0.923,0.4615
2016-06-21,0.239,0.298,0.26849999999999996,0.0,0.0,0.0,0.702,0.761,0.7315,-0.7783,-0.7425,-0.7604
2016-06-22,0.0,0.404,0.15600000000000003,0.0,0.231,0.05972727272727272,0.505,1.0,0.7842727272727271,-0.8316,0.5423,-0.3212454545454546
2016-06-23,0.0,0.133,0.022166666666666668,0.0,0.392,0.06533333333333334,0.0,1.0,0.5791666666666667,-0.3818,0.8115,0.07161666666666668
2016-06-24,0.0,0.412,0.07547058823529411,0.0,0.525,0.1843529411764706,0.475,1.0,0.7401176470588234,-0.5267,0.9565,0.31514705882352945
2016-06-25,0.0,0.264,0.12462500000000001,0.0,0.359,0.13074999999999998,0.441,1.0,0.7446249999999999,-0.8173,0.8777,-0.023212500000000004
2016-06-26,0.0,0.33,0.10400000000000001,0.0,0.585,0.1422,0.415,0.906,0.7537999999999999,-0.7845,0.8934,-0.015040000000000043
2016-06-27,0.0,0.412,0.16827272727272724,0.0,0.177,0.07790909090909091,0.579,1.0,0.7537272727272728,-0.7783,0.6059,-0.26574545454545456
2016-06-29,0.0,0.44,0.1761818181818182,0.0,0.398,0.14818181818181822,0.488,0.855,0.6754545454545455,-0.9151,0.836,-0.12854545454545455
2016-06-30,0.0,0.138,0.027600000000000003,0.0,0.444,0.1968,0.556,1.0,0.7756000000000001,-0.1531,0.7177,0.25582
2016-07-01,0.0,0.485,0.09876923076923078,0.0,0.438,0.15107692307692305,0.0,1.0,0.6730769230769231,-0.9337,0.8583,0.09499999999999999
2016-07-02,0.0,0.586,0.10600000000000001,0.0,0.575,0.16499999999999998,0.0,0.942,0.6289999999999999,-0.9584,0.9042,0.060339999999999984
2016-07-03,0.0,0.33,0.08257142857142859,0.0,0.714,0.34785714285714286,0.286,1.0,0.5694285714285715,-0.7866,0.6369,0.04647142857142857
2016-07-04,0.0,0.455,0.12794117647058825,0.0,0.552,0.12029411764705882,0.448,1.0,0.7518235294117647,-0.9337,0.8304,-0.006382352941176465
2016-07-05,0.0,0.422,0.16016666666666665,0.0,0.595,0.1455,0.405,1.0,0.6943333333333332,-0.9313,0.8316,-0.10781666666666666
2016-07-06,0.0,0.447,0.16576470588235298,0.0,0.335,0.09805882352941177,0.432,1.0,0.7362352941176471,-0.9023,0.8481,-0.15047058823529413
2016-07-07,0.0,0.318,0.10425000000000001,0.0,0.375,0.14875,0.625,0.887,0.747,-0.7906,0.765,0.08605
2016-07-08,0.0,0.306,0.099375,0.0,0.556,0.1855,0.0,1.0,0.590125,-0.8508,0.9061,-0.0530375
2016-07-09,0.0,0.269,0.1345,0.095,0.492,0.2935,0.508,0.635,0.5715,-0.6854,0.4404,-0.1225
2016-07-10,0.0,0.11,0.03666666666666667,0.095,0.583,0.37766666666666665,0.417,0.795,0.5856666666666667,-0.1027,0.8689,0.37579999999999997
2016-07-11,0.0,0.374,0.15325,0.0,0.196,0.07925,0.626,1.0,0.7675,-0.9292,0.296,-0.293875
2016-07-12,0.0,0.342,0.1255,0.0,0.688,0.14489999999999997,0.0,1.0,0.6297,-0.8404,0.765,-0.09967999999999999
2016-07-13,0.0,0.278,0.08018181818181819,0.0,0.714,0.30372727272727273,0.286,1.0,0.615909090909091,-0.6124,0.5574,0.22152727272727277
2016-07-14,0.0,0.485,0.09707142857142857,0.0,0.623,0.17921428571428574,0.377,1.0,0.7237857142857143,-0.9208,0.8271,0.16817857142857137
2016-07-15,0.0,0.497,0.2072857142857143,0.0,0.163,0.09542857142857142,0.424,0.902,0.6974285714285714,-0.9413,0.4404,-0.28117142857142857
2016-07-16,0.0,0.343,0.10433333333333333,0.0,0.183,0.056666666666666664,0.657,1.0,0.839,-0.8555,0.6249,-0.08074999999999999
2016-07-17,0.0,0.278,0.09061538461538461,0.0,0.714,0.25169230769230766,0.286,0.912,0.6578461538461539,-0.7949,0.9296,0.23376153846153847
2016-07-18,0.143,0.307,0.2454,0.0,0.045,0.009,0.693,0.857,0.7455999999999999,-0.872,-0.5423,-0.75176
2016-07-19,0.0,0.226,0.05085714285714286,0.0,0.379,0.23585714285714282,0.0,0.806,0.5705714285714286,-0.4588,0.8676,0.4034571428571429
2016-07-20,0.0,0.044,0.006285714285714285,0.0,0.405,0.18542857142857144,0.0,1.0,0.5225714285714286,0.0,0.8977,0.44528571428571434
2016-07-21,0.0,0.217,0.04244,0.0,0.804,0.33059999999999995,0.0,1.0,0.5870399999999999,-0.2991,0.8807,0.38832399999999995
2016-07-22,0.0,0.08,0.013333333333333334,0.0,0.651,0.30783333333333335,0.349,1.0,0.6788333333333333,0.0,0.9501,0.5440416666666668
2016-07-23,0.0,0.44,0.230375,0.0,0.218,0.066625,0.444,1.0,0.703125,-0.9212,0.0,-0.515425
2016-07-24,0.0,0.368,0.17764285714285713,0.0,0.292,0.1022857142857143,0.0,0.862,0.6485714285714286,-0.9052,0.7351,-0.2752357142857143
2016-07-25,0.0,0.439,0.14855,0.0,0.714,0.14504999999999998,0.286,0.913,0.7064999999999999,-0.923,0.9,-0.072035
2016-07-26,0.0,0.341,0.11653333333333334,0.0,0.636,0.17813333333333334,0.0,0.93,0.6385333333333334,-0.743,0.7906,-0.00433333333333333
2016-07-27,0.0,0.384,0.14473913043478262,0.0,0.455,0.1471304347826087,0.45,1.0,0.7081304347826086,-0.9201,0.8566,-0.02900434782608695
2016-07-28,0.0,0.423,0.06254545454545454,0.0,0.688,0.2523636363636364,0.0,1.0,0.5941818181818183,-0.8517,0.836,0.19855454545454546
2016-07-29,0.0,0.498,0.12024999999999998,0.0,0.471,0.05628571428571428,0.0,1.0,0.7878214285714286,-0.9568,0.6472,-0.1946535714285714
2016-07-30,0.0,0.638,0.11600000000000002,0.0,0.556,0.16071428571428573,0.362,1.0,0.7232857142857144,-0.8689,0.9182,0.009057142857142856
2016-07-31,0.0,0.379,0.11726315789473685,0.0,0.338,0.1271578947368421,0.0,1.0,0.7030000000000002,-0.8674,0.8176,0.007963157894736842
2016-08-01,0.0,0.26,0.097,0.0,0.289,0.08937500000000001,0.0,1.0,0.6885000000000001,-0.5927,0.296,-0.10367499999999999
2016-08-02,0.0,0.442,0.08605263157894735,0.0,0.622,0.14694736842105263,0.378,1.0,0.7669473684210527,-0.8957,0.8714,0.06006315789473685
2016-08-03,0.0,0.32,0.07135714285714286,0.0,0.606,0.16071428571428573,0.0,1.0,0.6965000000000001,-0.7184,0.9022,0.04673571428571429
2016-08-04,0.0,0.0,0.0,0.364,0.464,0.417,0.536,0.636,0.583,0.3612,0.743,0.525575
2016-08-05,0.0,0.393,0.098,0.0,0.529,0.1595,0.47,1.0,0.7425999999999999,-0.8225,0.8402,0.0009700000000000097
2016-08-06,0.0,0.402,0.13587878787878785,0.0,1.0,0.19684848484848483,0.0,1.0,0.6371818181818178,-0.8271,0.7845,0.12419999999999998
2016-08-07,0.0,0.232,0.07675,0.0,0.385,0.11649999999999999,0.615,1.0,0.8067500000000001,-0.2755,0.4601,0.0846625
2016-08-08,0.0,0.317,0.1565,0.0,0.259,0.101,0.683,0.855,0.7424999999999999,-0.8506,0.296,-0.304225
2016-08-09,0.0,0.298,0.03638461538461538,0.0,0.714,0.3522307692307693,0.286,1.0,0.6113846153846154,-0.802,0.8591,0.2646615384615385
2016-08-10,0.0,0.252,0.03754545454545455,0.087,0.714,0.21681818181818188,0.286,0.913,0.7457272727272728,-0.4588,0.3612,0.15845454545454546
2016-08-11,0.0,0.286,0.09933333333333333,0.0,0.455,0.16708333333333333,0.0,1.0,0.6502499999999999,-0.765,0.765,0.012891666666666668
2016-08-12,0.0,0.324,0.14742857142857144,0.072,0.348,0.19542857142857142,0.548,0.781,0.6574285714285714,-0.6661,0.5859,0.08537142857142856
2016-08-13,0.0,0.242,0.09525,0.222,0.583,0.297125,0.417,0.714,0.6078749999999999,-0.2484,0.7184,0.3508
2016-08-14,0.0,0.3,0.12014285714285713,0.0,0.47,0.13585714285714284,0.53,0.879,0.744,-0.807,0.9349,-0.029771428571428577
2016-08-15,0.0,0.277,0.15416666666666667,0.0,0.263,0.12383333333333334,0.503,1.0,0.7216666666666667,-0.6251,0.25,-0.17626666666666665
2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
2016-08-17,0.0,0.276,0.053625000000000006,0.0,0.27,0.077,0.0,1.0,0.6194999999999999,-0.4019,0.296,0.005600000000000001
2016-08-18,0.0,0.384,0.074875,0.0,0.333,0.080125,0.0,1.0,0.72,-0.7579,0.4939,-0.06596250000000001
2016-08-19,0.0,0.404,0.082375,0.0,0.419,0.230375,0.0,0.773,0.56225,-0.8591,0.9371,0.19746249999999999
2016-08-20,0.0,0.265,0.06625,0.0,0.422,0.1055,0.578,1.0,0.8282499999999999,-0.7579,0.8591,0.02529999999999999
2016-08-21,0.0,0.0,0.0,0.255,0.548,0.37000000000000005,0.452,0.745,0.63,0.3612,0.8055,0.6244333333333334
2016-08-22,0.0,0.317,0.13657142857142857,0.0,0.348,0.10085714285714284,0.579,1.0,0.7625714285714286,-0.8363,0.4939,-0.22632857142857143
2016-08-23,0.0,0.199,0.06514285714285714,0.0,0.339,0.17557142857142854,0.616,0.911,0.7592857142857142,-0.6249,0.8271,0.2291142857142857
2016-08-24,0.0,0.158,0.026333333333333334,0.0,0.385,0.18566666666666665,0.615,1.0,0.7879999999999999,-0.0258,0.5859,0.2852
2016-08-25,0.0,0.322,0.04,0.0,0.634,0.308,0.366,1.0,0.6519999999999999,-0.868,0.8934,0.39034
2016-08-26,0.0,0.447,0.24336363636363637,0.0,0.233,0.051727272727272726,0.32,1.0,0.7049090909090908,-0.8591,0.0717,-0.5103727272727273
2016-08-27,0.0,0.298,0.07027272727272726,0.0,0.306,0.1781818181818182,0.616,1.0,0.7514545454545455,-0.5267,0.6597,0.1880909090909091
2016-08-28,0.0,0.385,0.08225,0.0,0.556,0.28350000000000003,0.444,0.897,0.63425,-0.6705,0.9624,0.195575
2016-08-29,0.09,0.3,0.18500000000000003,0.0,0.324,0.084625,0.586,0.825,0.730375,-0.8745,0.7783,-0.36435000000000006
2016-08-30,0.0,0.487,0.11599999999999999,0.0,0.216,0.09449999999999999,0.0,0.784,0.45616666666666666,-0.8225,0.296,-0.0904
2016-08-31,0.0,0.0,0.0,0.1,0.556,0.37120000000000003,0.444,0.9,0.6287999999999999,0.2732,0.8591,0.5195400000000001
2016-09-01,0.0,0.355,0.08409090909090909,0.0,0.41,0.17890909090909093,0.552,1.0,0.737,-0.296,0.9217,0.33496363636363635
2016-09-02,0.0,0.398,0.0796,0.0,0.343,0.23900000000000002,0.602,0.738,0.6814,-0.8622,0.836,0.40354
2016-09-03,0.0,0.0,0.0,0.0,0.623,0.20766666666666667,0.0,0.377,0.12566666666666668,0.0,0.765,0.255
2016-09-04,0.0,0.318,0.11480000000000001,0.109,0.54,0.2624,0.46,0.855,0.6228,-0.6365,0.886,0.24462
2016-09-05,0.0,0.389,0.137,0.0,0.336,0.06866666666666668,0.0,1.0,0.6832222222222222,-0.9022,0.5727,-0.1487888888888889
2016-09-06,0.0,0.28,0.04,0.0,0.714,0.3727142857142858,0.286,0.828,0.5872857142857144,-0.8126,0.9606,0.37815714285714286
2016-09-07,0.0,0.171,0.02442857142857143,0.0,0.714,0.312,0.286,0.829,0.6635714285714286,-0.4767,0.743,0.3433571428571428
