date,W_up_gamma_5,W_down_gamma_5,W_up_diff_5,W_down_diff_5
2019-02-18,24753.489881087888,7904.179307971514,11101.32244392086,3877.9202517087106
2019-02-19,18841.100959760453,8004.590787889143,9276.471557212468,4041.9654192647263
2019-02-20,17477.14300209403,4105.239052420694,7857.207994370396,1723.5099066791013
2019-02-21,19397.35426249943,4558.6235765254,9369.960362230946,1013.4688269358617
2019-02-25,14490.9434474971,5810.455828433562,3792.074969270683,1400.5726935372932
2019-03-01,16025.87338448807,2249.231433084958,5675.128031125891,518.6683421237196
2019-03-04,16622.208278170707,5734.541153344621,5310.063660097876,1427.3972837057681
2019-03-07,16495.280034207717,4910.208722026219,5825.020923509028,1084.769315266446
2019-03-08,15997.86549673139,3683.81281713461,5542.446287277473,744.1110569224156
2019-03-11,18136.22428892487,4677.2165667152685,6138.860672026696,1019.8688054236127
2019-03-12,17976.061215303267,3122.199677344175,5793.298382867861,599.6420511584088
2019-03-14,20560.59529965918,10815.520424537512,6289.606341429069,3147.603441293686
2019-03-20,19529.933026805804,11441.348160358986,6877.1646764471625,3756.3131026019973
2019-03-22,19353.351450823437,14067.222940074369,6084.244570644118,5782.267031970321
2019-03-25,16814.249572238205,11907.615528039754,3927.0163778574715,3988.393156267961
2019-03-28,14936.084278202514,12336.158095480207,4533.789309358852,4728.056242175233
2019-03-31,0,0,0,0
2019-04-01,16670.97935931553,10559.841414323564,6111.212743182394,4339.839888821608
2019-04-03,14444.556326737475,11561.225020948283,5651.778605459471,4379.007360219958
2019-04-08,15568.237842988701,11207.568225151552,5463.487711885287,5027.657303347509
2019-04-11,14257.704751835414,9512.293210981787,5591.021913396913,4425.196334800419
2019-04-15,16218.371407661327,12489.257815893638,7179.388984484667,5704.494066818491
2019-04-16,15624.698499695354,10486.717038351338,7813.576575409123,5199.11178152377
2019-04-17,16535.19729326101,7764.678448253396,8048.6522825751545,3285.6542694057534
2019-04-18,19260.83875438716,9709.606666167969,8744.567173899966,4100.918323440671
2019-04-26,12848.406350992409,8383.835617758425,5261.291997325447,2950.8455994711303
2019-04-29,11158.034218113984,6887.397126367591,2977.6137080282133,1493.624663027137
2019-04-30,12316.263981560256,6210.129132471341,3340.2203651897053,1192.310600850984
2019-05-01,13887.530530407841,4462.3229903592155,3480.5509340611407,981.259506907164
2019-05-07,13640.813468081615,7119.1613171972285,3645.1236862249007,1886.109534480357
2019-05-08,11601.599952175779,7296.849154412499,3268.3009394144174,2140.6529166342907
2019-05-09,14307.989652229255,9027.251885833475,3763.758037024696,2500.14127687541
2019-05-14,16642.66369711947,10918.411060646466,4953.48261763478,3198.9033883505663
2019-05-15,15839.054931625962,13126.856095126152,4295.483354367438,5095.046567418843
2019-05-16,16463.223459773242,12542.476158363399,4468.308353606812,4843.571486050884
2019-05-20,16538.788248085235,16739.719740136763,3507.2664800166785,6140.729614001792
2019-05-21,12905.993046690592,17571.875721969525,2871.0221448715693,7369.13967307701
2019-05-22,13837.944922577804,16192.721653463072,2763.2624393425813,6169.253923136181
2019-05-24,15883.221689334725,13492.424949123872,3997.696627419733,4243.663560570105
2019-05-28,11727.67519499058,14419.981205831391,2076.1455262307827,4747.612228636364
2019-05-30,13215.84503980588,14924.063117646247,2442.840156068456,4959.684905134194
2019-05-31,16850.840619431256,16712.273953516975,3086.2862746621777,5081.195054299305
2019-06-03,17117.170719341437,17774.831517628758,2982.8067900088317,5224.074678187513
2019-06-04,17874.942062040394,17131.715021512395,3510.4883221668606,5607.1525159562425
2019-06-05,17104.51517213775,17509.412702362984,3644.378120881711,6147.155327545748
2019-06-10,15049.929575662301,16620.785530198267,4415.0858600061965,6577.865981079005
2019-06-13,18837.522650847983,15740.07484665186,5859.598566303201,6944.512083333962
2019-06-17,18057.29596384494,20370.134508798106,6381.595586232932,9216.843891411203
2019-06-20,14660.05437496303,19018.765833559853,4671.183012955236,8931.437083387082
2019-06-24,10545.452307119584,9966.211936794629,1816.402365438751,2630.743105515833
2019-06-26,12882.767179629785,11379.556922443655,2635.6381462954378,3255.6110817296476
2019-06-28,13526.898195546164,13702.57901949859,2711.3305265481704,4344.948275470637
2019-07-01,15826.431313817679,13333.410138377805,3935.9501059739287,3534.920864493679
2019-07-02,15178.333935799923,10413.604034218139,3850.062236349506,2855.7037170592603
2019-07-08,14727.755325870108,10145.055797786525,3338.531235644261,2741.0801433646484
2019-07-09,14963.900431507842,9783.70348539699,3729.1888506936193,2894.3248172214508
2019-07-16,17673.045180212037,11709.335206571128,5156.750953553672,3726.5370473582825
2019-07-17,16249.909839446493,11361.777341478904,5111.945351615503,3714.15390571611
2019-07-18,17504.92739986632,10682.737424387677,5820.961638506749,3875.814442584702
2019-07-22,19090.426746207846,11341.299557236225,5700.067690131138,3979.6975967696253
2019-07-25,16240.216772314143,11326.201550261781,5034.362405565853,4014.589373816504
2019-07-30,13749.259805209922,11616.180194134105,3969.567622114897,3454.1234977500408
2019-08-01,16480.257653198914,10098.649418891222,4538.864778736686,3099.2356772821568
2019-08-02,17169.030321229562,9517.473874202618,5046.502891979175,2510.2702156142323
2019-08-05,16235.055095566833,11859.298515773156,4545.188939492235,4093.089890023438
2019-08-12,17673.163358444624,14317.241541495343,5765.697099612045,5964.707602947183
2019-08-13,19280.407037871842,7544.181154441185,7832.551183555908,2894.952893724394
2019-08-14,16793.17837034142,9175.778128722404,7468.610926857633,3193.074692988973
2019-08-15,15396.177212057002,8935.8198236007,7173.694014017017,3633.8334807548545
2019-08-16,18729.73899558324,7592.377531175462,9054.679567105606,2929.1273401118024
2019-08-20,17368.140376082134,7153.579846034314,8231.044331505016,2783.801077700885
2019-08-22,14147.690750184873,5985.82919145875,5648.653503018069,1977.1207585614038
2019-08-27,9601.566740580623,5369.320011623332,2210.8531051128175,1743.3591249964675
2019-08-28,11835.363149776773,6347.081541658819,3187.3739330640783,2095.597216822761
