date,C_up_gamma_5,C_down_gamma_5,C_up_diff_5,C_down_diff_5
2018-11-29,36609.27840327634,10218.272769287292,11455.368184802923,3321.9654905848574
2018-11-30,37114.45356985888,10284.00712058499,11669.38919248684,3345.83800888773
2018-12-04,33764.24416160598,17532.331973237495,9742.697945489614,6936.938585663032
2018-12-06,34128.38502608713,18890.598629518103,8032.868316323405,8263.778050682755
2018-12-07,34264.467592058754,16001.433170254533,8439.156143819393,5940.262716852058
2018-12-11,35338.75116270227,19143.467104657662,9249.941219834735,8947.549925323014
2018-12-12,35379.670738663604,16611.65829381277,10124.087060512793,7058.165676737934
2018-12-13,34969.4374431482,15430.275694818254,9568.151589680354,6155.9904795359525
2018-12-17,45169.53871629169,20735.941115955466,14223.37410189781,9103.466949430334
2018-12-21,47500.61495654671,12478.012372768972,17759.90688428808,4549.380852922031
2018-12-26,22967.2478038645,9904.411393153669,6275.142973349099,3720.957799816588
2019-01-02,26593.910593500244,11547.396553444387,7992.086019766935,3651.865240283879
2019-01-03,44907.035285889906,12906.500802887,16097.361830195954,4853.289445670094
2019-01-07,39208.37308861712,20935.53935063955,12543.361746477658,8725.910528269404
2019-01-08,42707.96818136735,21217.50517325597,13842.606151662025,8553.881503910892
2019-01-10,46532.637337246575,22469.761673417917,15535.3395714726,9202.380250791175
2019-01-16,60626.00725764386,14227.666525595492,27783.50690518225,5204.551306260355
2019-01-21,56316.77611525912,23270.26663825664,22073.722759525313,9209.996953394693
2019-01-23,52801.13523901409,16109.385294937685,19257.324851652724,8172.827909954253
2019-01-24,49542.775534990564,16306.541457168174,17912.012976949678,8266.896924587132
2019-01-25,50772.91745340602,16530.84253478248,21790.008782029585,7932.047308810244
2019-01-28,49064.50185246448,23439.909246223757,15874.850701791125,8693.099992049829
2019-01-31,44403.24694365522,24214.46479147846,15356.85894586907,10622.318362752616
2019-02-04,54625.62653729384,18615.805194672652,19273.85612340439,9256.870412752622
2019-02-08,64507.91223559873,22179.27588321877,26456.171629040276,11136.446977586318
2019-02-12,67834.18118854516,17248.170947934177,39786.2115981162,9506.11962572645
2019-02-13,60506.89470134144,21487.340555682455,34817.98734390137,12709.048924064824
2019-02-19,58417.72554485668,16693.788984314273,34359.867580935694,7207.363003124057
2019-02-20,74896.70497151255,10119.167135551497,36196.850540311476,2642.466133281635
2019-02-21,73176.5865730435,10264.088800434325,33456.25714721739,3491.634267029559
2019-02-25,41097.4791883072,14086.644532441087,10216.891726551195,4129.690284655677
2019-02-27,54866.310295678864,9254.878039297026,20298.001059050097,2394.285513655246
2019-03-01,63129.069223071005,7691.056457624861,23399.89944230731,1871.1294795847061
2019-03-04,60768.98411394883,12499.770572920963,21162.907738284746,3544.1764467650573
2019-03-07,64751.04828783832,12983.146990845782,24633.761845798697,3907.024199994976
2019-03-08,71003.6178980447,9702.307808756814,26841.260113590266,2306.797288007713
2019-03-12,71063.99142149604,8889.406769007908,30289.44253359604,1703.6478060797172
2019-03-14,74608.29570129931,16946.39301375822,25870.381630751093,4648.655693083527
2019-03-20,65262.89060348714,19980.795311150483,26794.45839798914,5548.891750912157
2019-03-22,58419.712800839035,22783.410220456954,21586.70961674385,7542.015386058523
2019-03-25,54863.0827145682,26649.985410844864,12275.272803006257,9240.908737441714
2019-03-28,59953.25384068675,23607.37713429286,16482.570152664623,8122.746318402458
2019-03-31,0,0,0,0
2019-04-01,67137.58663716559,10850.563954638614,30252.465620933435,2891.437963483625
2019-04-03,70785.07396384008,17563.58835780529,29957.121999722964,4748.771514832801
2019-04-08,72915.22995640316,20235.81094148187,28457.772421875423,5616.778588654533
2019-04-09,80781.44596041767,14920.284655630412,33492.074240660455,4091.10287316818
2019-04-10,77860.98607793986,15156.35877207556,34638.71586358782,4075.21545688462
2019-04-11,71226.7569283509,20491.199571139354,29308.49520156309,5158.896466469496
2019-04-16,69796.15146219169,20114.362918184393,31894.372462433996,5317.487681199731
2019-04-17,77521.91034091474,15127.222771515884,35131.17774019837,3586.3289115663993
2019-04-18,84391.48790850626,15775.591523099378,36025.02793742692,4082.0317328679866
2019-04-26,77206.70445447529,12718.347582822338,28081.38867575807,3030.2089321725725
2019-04-29,66311.3846990715,20455.77970211287,17912.2241270307,4103.432335118616
2019-04-30,68663.32817271941,20595.287742949873,18308.79320764637,4221.245953164778
2019-05-01,69958.26761317921,20922.915959517137,19336.513329072346,4467.311925831116
2019-05-07,78766.26205247038,27457.658460297007,20263.182967490102,5968.475295008291
2019-05-08,74330.81544786792,28220.337060827296,19017.704941826407,7251.976227539715
2019-05-09,84549.40545416783,29167.357177514372,20000.571105497074,6243.532339061847
2019-05-13,94050.71108441951,20104.920487612635,26345.98932597699,4497.979254230842
2019-05-14,92485.93607942104,21234.657053986295,26606.82012397189,4911.467448959307
2019-05-15,86930.20749993777,37832.96455121623,17195.36289091823,10519.909326857542
2019-05-16,91026.30710188329,41806.74080751968,19481.59603733009,11117.325250523761
2019-05-20,73335.05861419703,60921.07326758024,12620.854867977556,18779.445221908223
2019-05-21,75516.08710759757,60149.736941346244,11665.53640456724,22558.92458449708
2019-05-22,61707.15299033556,61760.95825786851,10529.6124706236,21476.999393142993
2019-05-24,86776.665774885,52405.5010893565,16551.76764468089,17942.33200939528
2019-05-28,56237.930053054755,58465.74620361365,5543.665467967927,15554.516648950834
2019-05-30,54372.64328637852,55513.890858271654,6917.685701169918,17877.12635623196
2019-05-31,47013.964277691666,50939.22089108907,5442.321140652115,16490.484934378997
2019-06-03,65278.80778452052,60467.944815675175,7213.237899524436,17605.89162833058
2019-06-04,66751.47968912759,61450.60436523496,8774.810192496363,19121.88897214496
2019-06-05,67541.37851894877,58928.930839291104,10235.393643925498,20864.120517639087
2019-06-10,77960.92105535892,64023.60685171784,14396.171863435658,22520.23923796055
2019-06-13,67226.8325573811,64369.465132270125,15986.439149201855,28501.970824935408
2019-06-17,68836.87176739541,69869.36854259207,11428.242721447954,26927.882127882294
2019-06-20,71756.0135097764,73300.74344070902,16411.353752158764,28750.07899407848
2019-06-24,58456.36847331608,52730.02088884153,5307.352643222424,12082.684525459219
2019-06-26,57378.02379451437,55948.679671135564,5895.698990010802,13823.278518390282
2019-06-28,64520.86223272283,56082.37320013865,8410.413754340778,14075.696386897842
2019-07-01,81468.876588175,51835.978169801434,12392.75230775631,12896.946779095619
2019-07-02,79779.32054682194,48659.29664969332,13743.322754973138,12391.18041350058
2019-07-05,57308.319575944995,47173.1299586126,5253.114901847766,11510.618699269893
2019-07-08,82103.27917616493,64441.03160486689,11271.54634883569,17253.813353013808
2019-07-09,71816.28875667117,62860.17152549456,12094.810802160362,18206.966099421013
2019-07-16,75352.14938484169,69540.63515833319,15299.38721779221,22936.75126789794
2019-07-17,86328.07226279531,67446.11130127765,17994.97276765431,20804.248948328503
2019-07-18,85624.75530453159,69644.92796629725,18607.731184399905,23243.630579500445
2019-07-19,94721.94926845333,59249.973604258295,21240.958528298448,17664.509363116333
2019-07-22,92599.93729044254,66408.02300012985,19719.501106838856,21990.195916288314
2019-07-25,89644.3459757068,55852.70792938805,20867.516108900716,17957.1951108551
2019-07-30,83424.86021800169,49964.76926044921,17251.668522237713,14988.942837044939
2019-08-01,78408.76589320991,38872.827841777165,17816.465846410072,12108.580671481828
2019-08-02,83256.40964355813,37623.09828772177,17422.847976489968,9714.763760302296
2019-08-05,88087.66729333164,36843.02491738631,17303.660407787014,11823.11245472543
2019-08-12,97943.05791314373,58739.72404790356,20516.235179103707,17839.292963698317
2019-08-13,84223.50554339321,39899.113879368546,32198.958196751242,12184.432339401214
2019-08-14,68233.94601379929,24739.880567648474,25341.335671960507,8581.218944934313
2019-08-15,59722.06981313002,25305.508020379348,23032.12387574488,6625.46682608176
2019-08-16,69001.20826459496,28927.36904651121,25505.25858133976,8301.723996280773
2019-08-20,67327.67502450562,29586.35366455138,25234.725132429732,11269.058661617877
2019-08-22,62848.1684517419,29246.648069326682,20250.843775944115,9747.254660703959
2019-08-27,53787.603631179656,19626.131799851984,12598.927997013343,5452.446318258095
2019-08-28,50734.663580900204,17705.84561200451,13036.781536261136,5217.638531338207
