date,ES_min_tweet,ES_max_tweet,ES_daily_tweet,NQ_min_tweet,NQ_max_tweet,NQ_daily_tweet,CD_min_tweet,CD_max_tweet,CD_daily_tweet,EC_min_tweet,EC_max_tweet,EC_daily_tweet,JY_min_tweet,JY_max_tweet,JY_daily_tweet,MP_min_tweet,MP_max_tweet,MP_daily_tweet,TY_min_tweet,TY_max_tweet,TY_daily_tweet,US_min_tweet,US_max_tweet,US_daily_tweet,C_min_tweet,C_max_tweet,C_daily_tweet,S_min_tweet,S_max_tweet,S_daily_tweet,W_min_tweet,W_max_tweet,W_daily_tweet,CL_min_tweet,CL_max_tweet,CL_daily_tweet,GC_min_tweet,GC_max_tweet,GC_daily_tweet
2017-02-01,0.0013270326741804505,0.003084024471513402,0.00010662584086174441,0.0005707815929384401,0.0029051998772601224,7.284048428122242e-05,-0.002968501525225947,-0.0029287155455710867,-0.00010047342210598952,-0.00391667212344425,-0.0023789644887018606,-0.00011568037175900507,-0.00815000312323062,-0.007824778868362947,-0.00030305738046178916,-0.006611185759302449,0.00036074200523960264,-0.00010485679796936711,-0.0035744571872163952,-0.0031224123613844304,-0.0001324906591976886,-0.009497508616920313,-0.008136678954779455,-0.000352652342040156,0.0015407492327173089,0.005071383974952493,0.00011633375266036665,0.00884665141916977,0.012287907741098524,0.0003984178977969234,0.003272841526706449,0.006890006452377329,0.00019350187332088133,-0.013598466318704995,-0.001479552431978205,-0.0002141701547328464,-0.002968071898450853,-0.0010884200616625094,-8.088996946528956e-05
2017-02-02,0.00020825335095941007,0.004079822170312208,8.689906353804217e-05,-0.0008565592843710222,0.004523714348875643,5.9131522695641984e-05,-0.0025164470561266404,-0.00027101461683824496,-6.726290797044364e-05,-0.004291509517674781,-0.0011336202774909218,-0.00012033244986543353,-0.010515312291256565,-0.0034124543750800726,-0.0002638215632615158,0.00030283785524834217,0.002786132631278132,5.9204308998826036e-05,-0.005002736250564863,-0.001868695183821425,-0.00013231628050959407,-0.013447964303729817,-0.005443489360963542,-0.0003540616322483022,-0.0004932814076845073,0.003011415443702952,7.552551242036872e-05,0.006042256751493044,0.010970501612298646,0.0003508903368922372,0.0009422980727079385,0.005961165205963002,0.00015017258098111127,-0.004576732005976632,0.00434131045158619,-4.91113596277393e-05,-0.0033177066637231846,0.0019010145662895182,-4.511951837990106e-05
2017-02-03,0.001416669426105207,0.005195169025056127,0.00013684167514372173,0.001008699221247277,0.002714720918420524,9.135399991972768e-05,-0.0026496874903535346,-0.0013239965016973094,-8.899940522340578e-05,-0.003618303311994411,-0.002127169698622214,-0.00013372011578584704,-0.008612357604532658,-0.005035522646815256,-0.0002752601730510019,-0.0022220616307095046,0.00546440226095895,5.3504792150115984e-05,-0.004046102741810821,-0.001965894671298552,-0.0001413563674898515,-0.011232956928505303,-0.005521760376604039,-0.0003788270419774041,-0.0008410428383078385,0.0017798117236477746,-7.807842211254278e-06,0.004523578690664359,0.007386150525169219,0.000259682036859909,-0.0001249145356848207,0.0033737032905528197,5.2957641136396524e-05,-0.006211845039574171,0.003011909340634522,-6.269368764147522e-05,-0.002248021611731137,-0.0007392543896970654,-6.450198360827434e-05
2017-02-06,0.0013277603361589983,0.00393499299404857,0.00013412705663159435,-4.2621709109367956e-05,0.0030328924393425664,7.776384354521264e-05,-0.0026395256750970024,-0.001263937635400584,-9.138627938452793e-05,-0.0035726969743364707,-0.0020931408477463482,-0.00013643552146568077,-0.006175593363705544,-0.0038645336397417486,-0.000240743740063176,-0.0047832490196208464,0.005753815400177984,6.668969659364809e-06,-0.0032263615125769467,-0.0023343195745752013,-0.00012605968834883543,-0.008777309328709593,-0.006503220173761049,-0.0003462148141811363,-0.000593845010301173,0.0011145491009466805,6.574196959918044e-06,0.004860994644323139,0.00866647394061849,0.0002999715172306806,-0.00047620578971227094,0.0017494183214010561,1.8814149868657174e-05,-0.004039006556375369,0.004056683287264139,-6.0818818295270715e-05,-0.002234978955270507,0.0004418002851934388,-4.268380546703958e-05
2017-02-07,0.001820940593462891,0.004572283359995742,0.0001417992714877272,0.0018592757908865217,0.004924373702546572,0.00012978595154668893,-0.004049073907526437,-0.00128449394816801,-0.00012636457035644375,-0.004123896366223584,-0.002332369694395468,-0.00015891601031581924,-0.007900864972821987,-0.003237558207189253,-0.0002681208660138739,-0.0022846867497112564,0.0014747822660698558,-1.148941089129934e-05,-0.0033358027340130952,-0.0014700426745780913,-0.00011211633884579761,-0.00971809098400322,-0.0038306552975741295,-0.0003203984073807059,0.0009458944816827386,0.004053574830711802,0.00010571104487221261,0.0035897926779433383,0.013632152701742789,0.0004266729486694323,0.0014283562193964942,0.004803216787929899,0.00012822804426278873,-0.008617367362763749,-0.0023962519488758454,-0.00021235074395826466,-0.0006579454985362293,0.0012256156065318673,-1.0519737197872573e-05
2017-02-08,0.0025478822437855946,0.0049442986100230735,0.00014218745538327742,0.0019058051873588804,0.0038826666596798397,0.00012209780719204966,-0.004035597277745267,-0.0008478860060357775,-0.00011207557553418955,-0.004805466524527995,-0.0021251387541661947,-0.0001620701806699931,-0.010272078734194253,-0.0024448969251687548,-0.00028658205802372896,-0.0021667795264621124,0.004140362549104867,4.1771103724059686e-05,-0.004356250677029617,-0.0013820371076775782,-0.00011745979436088713,-0.010338260249923664,-0.004389327195176391,-0.0003188836411527888,0.001863716998634627,0.007081746675375472,0.00018970029902057512,0.00595232706743643,0.015028375871962499,0.0004990773589511633,0.0022586958523732356,0.0071547809920060506,0.00019476676058231902,-0.008434347530422727,-0.0039188010813483885,-0.00026766374857150346,-0.0018633347480744708,0.0017511148631303023,-3.4194777757307675e-06
2017-02-09,0.000450016256267851,0.005412168655021338,0.00012775266932506347,-0.00011846932564463237,0.004112607645561848,8.210987255448611e-05,-0.00373619601508167,-0.001710462521268335,-0.0001159480155142686,-0.006853988396132553,-0.0014661092459272045,-0.0001626101627849293,-0.011495946612260504,-0.0024036036131532693,-0.0002687251111693976,-0.0013541168097302551,0.005748435982118489,4.1335188222350856e-05,-0.0038404792135094527,-0.0005676571004701288,-0.00010807014646551204,-0.009794129265709405,-0.0014655055599405652,-0.0002961178244141244,-0.0007395842513897061,0.0032929570303581565,5.33707409211616e-05,0.0025820384838293603,0.011390057550416704,0.00031252433948287443,-2.9707542174363746e-05,0.005822540952999717,0.00013523666843192673,-0.0054147183684737175,0.004361042868202449,-0.00010115720451430058,-0.0032945501620881053,0.0011937045814852845,-3.1945810842845287e-05
2017-02-10,0.002316666483835028,0.00478552401717063,0.0001961326062046621,0.0017132907171040599,0.00424926694281453,0.00017296172236125896,-0.0018327345953648622,-0.0009467684713378465,-8.290560974660724e-05,-0.004510398381417909,-0.00305747236288666,-0.00020186183683521775,-0.0069726012589892495,-0.0033874330862985204,-0.00029686181883679344,3.840187720354648e-05,0.0037454934686079375,0.00010577308381263666,-0.003079123595541809,-0.002046273325408684,-0.00013129183141407063,-0.008356803515638373,-0.005451149738448324,-0.0003643503629680754,0.0006577473923032491,0.003521881164442465,0.0001350120811601413,0.003923652285929623,0.008758455470742482,0.0003640469654639393,0.003503233429835186,0.006498814504914926,0.0002980275989761068,-0.0008486487208208481,0.00273487545471864,3.6119600718185974e-05,-0.002013360500584423,0.0010342127431373876,-4.231209551668913e-05
2017-02-13,0.002297384329398179,0.0030166831752996433,0.00014362344607291415,0.002121553819772506,0.0026788540500164437,0.00012974075323753917,-0.0020004728152206185,-0.0015389074824963703,-9.565892696532402e-05,-0.00333149633544586,-0.0032791998424213263,-0.0001786674642666807,-0.005461458204654822,-0.002873088143716108,-0.00022525800941543056,-0.0007527375808866513,0.00021761859522529428,-1.4462675288144804e-05,-0.002147537183942894,-0.0016656868986721313,-0.00010306011034094664,-0.005772952740408666,-0.00445122108216256,-0.0002763290222316548,-0.0014352783487785055,0.003010710223103831,4.2579239846630424e-05,0.003993805129569938,0.008566773030056403,0.0003394750853953065,0.0003951251609633347,0.0048615228306740825,0.00014207156734155182,-0.0013739575912094502,-0.0007288365064170611,-5.683227290882463e-05,-0.0017645792803684186,-0.0006374253802913433,-6.491904488269628e-05
2017-02-14,0.0033850708779341225,0.005111887526254427,0.0002115581387897106,0.002357838063798017,0.0042110313836665435,0.00016290952511362788,-0.0027857710728276357,-0.0007066507997953068,-6.134660940436754e-05,-0.004381121684078261,-0.0029353254217702653,-0.0001774936537804938,-0.008708198777165338,-0.005925964936757246,-0.00032525626165714095,-1.2700210628284302e-05,0.0036352486927993134,7.981578161835429e-05,-0.0038357195861304155,-0.0026350371108823274,-0.0001401052547810425,-0.009806372636834733,-0.006524416785497811,-0.00036024625961230094,0.0014827672387351916,0.005343159865415135,0.00012764131223632266,0.005848545474596377,0.009485132960857257,0.00032325154412400365,0.002884641301545147,0.007842005892183746,0.00021182609092670375,-0.005956357864809612,0.001636198264473464,-6.136690385471169e-05,-0.0023988821960919237,0.0005721493760994418,-3.834403211629618e-05
