                PRELIMINARY PRICES AS OF 09/28/17 03:16 PM (CST)
DEC18      ----      ----      ----      ----       .11    UNCH                    .11
JAN19      ----      ----      ----      ----       .10    UNCH                    .10
FEB19      ----      ----      ----      ----       .10    UNCH                    .10
MAR19      ----      ----      ----      ----       .09    +.01                    .08
APR19      ----      ----      ----      ----       .08    UNCH                    .08
MAY19      ----      ----      ----      ----       .05    UNCH                    .05
JUN19      ----      ----      ----      ----       .09    UNCH                    .09
JLY19      ----      ----      ----      ----       .09    UNCH                    .09
AUG19      ----      ----      ----      ----       .07    UNCH                    .07
SEP19      ----      ----      ----      ----       .06    UNCH                    .06
OCT19      ----      ----      ----      ----       .04    UNCH                    .04
NOV19      ----      ----      ----      ----       .02    UNCH                    .02
DEC19      ----      ----      ----      ----       .07    UNCH                    .07
JAN20      ----      ----      ----      ----       .06    UNCH                    .06
FEB20      ----      ----      ----      ----       .05    UNCH                    .05
MAR20      ----      ----      ----      ----       .04    -.01                    .05
APR20      ----      ----      ----      ----       .03    UNCH                    .03
MAY20      ----      ----      ----      ----       .01    UNCH                    .01
JUN20      ----      ----      ----      ----       .03    -.01                    .04
JLY20      ----      ----      ----      ----       .02    UNCH                    .02
AUG20      ----      ----      ----      ----       .02    UNCH                    .02
SEP20      ----      ----      ----      ----      -.01    -.01                    .00
OCT20      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV20      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC20      ----      ----      ----      ----       .04    -.01                    .05
JAN21      ----      ----      ----      ----       .02    UNCH                    .02
FEB21      ----      ----      ----      ----       .01    UNCH                    .01
MAR21      ----      ----      ----      ----      -.01    -.01                    .00
APR21      ----      ----      ----      ----       .00    UNCH                    .00
MAY21      ----      ----      ----      ----      -.04    UNCH                   -.04
JUN21      ----      ----      ----      ----       .04    -.01                    .05
JLY21      ----      ----      ----      ----       .02    UNCH                    .02
AUG21      ----      ----      ----      ----      -.01    -.01                    .00
SEP21      ----      ----      ----      ----      -.02    UNCH                   -.02
OCT21      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV21      ----      ----      ----      ----      -.06    UNCH                   -.06
DEC21      ----      ----      ----      ----       .01    UNCH                    .01
JAN22      ----      ----      ----      ----       .00    UNCH                    .00
FEB22      ----      ----      ----      ----      -.01    UNCH                   -.01
MAR22      ----      ----      ----      ----      -.03    UNCH                   -.03
APR22      ----      ----      ----      ----      -.04    UNCH                   -.04
MAY22      ----      ----      ----      ----      -.07    UNCH                   -.07
JUN22      ----      ----      ----      ----       .02    UNCH                    .02
JLY22      ----      ----      ----      ----      -.01    UNCH                   -.01
AUG22      ----      ----      ----      ----      -.03    UNCH                   -.03
SEP22      ----      ----      ----      ----      -.04    UNCH                   -.04
OCT22      ----      ----      ----      ----      -.06    UNCH                   -.06
BH NY Harbor ULSD Bullet Futures
OCT17      ----      ----      ----      ----    1.8320  -.0143                 1.8463                      19
NOV17      ----      ----      ----      ----    1.8243  -.0147                 1.8390                      69
DEC17      ----      ----      ----      ----    1.8187  -.0141                 1.8328                      69
JAN18      ----      ----      ----      ----    1.8135  -.0140                 1.8275                      18
FEB18      ----      ----      ----      ----    1.8020  -.0147                 1.8167                      18
MAR18      ----      ----      ----      ----    1.7841  -.0155                 1.7996                      18
APR18      ----      ----      ----      ----    1.7592  -.0161                 1.7753                      18
MAY18      ----      ----      ----      ----    1.7420  -.0161                 1.7581                      18
JUN18      ----      ----      ----      ----    1.7290  -.0166                 1.7456                      18
JLY18      ----      ----      ----      ----    1.7230  -.0175                 1.7405                      18
AUG18      ----      ----      ----      ----    1.7202  -.0183                 1.7385                      18
SEP18      ----      ----      ----      ----    1.7205  -.0189                 1.7394                      18
OCT18      ----      ----      ----      ----    1.7229  -.0194                 1.7423                      18
NOV18      ----      ----      ----      ----    1.7266  -.0193                 1.7459                      18
DEC18      ----      ----      ----      ----    1.7300  -.0194                 1.7494                      18
JAN19      ----      ----      ----      ----    1.7334  -.0195                 1.7529
FEB19      ----      ----      ----      ----    1.7302  -.0197                 1.7499
MAR19      ----      ----      ----      ----    1.7210  -.0199                 1.7409
APR19      ----      ----      ----      ----    1.7073  -.0201                 1.7274
MAY19      ----      ----      ----      ----    1.7006  -.0203                 1.7209
JUN19      ----      ----      ----      ----    1.6981  -.0203                 1.7184
JLY19      ----      ----      ----      ----    1.7001  -.0203                 1.7204
AUG19      ----      ----      ----      ----    1.7026  -.0203                 1.7229
SEP19      ----      ----      ----      ----    1.7076  -.0203                 1.7279
OCT19      ----      ----      ----      ----    1.7136  -.0203                 1.7339
NOV19      ----      ----      ----      ----    1.7196  -.0203                 1.7399
DEC19      ----      ----      ----      ----    1.7246  -.0203                 1.7449
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      373
BZ1 Brent Crude Oil TAM Singapore Future
NOV17      ----      ----      ----      ----     57.73    -.53                  58.26
DEC17      ----      ----      ----      ----     57.36    -.48                  57.84
JAN18      ----      ----      ----      ----     57.13    -.43                  57.56
BZ2 Brent Crude Oil TAM LONDON Future
NOV17      ----      ----      ----      ----     57.81    -.17                  57.98
DEC17      ----      ----      ----      ----     57.42    -.16                  57.58
JAN18      ----      ----      ----      ----     57.19    -.13                  57.32
BZL BZ TAM LONDON FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
NOV17      ----      ----      ----      ----      -.31    -.02                   -.29
DEC17      ----      ----      ----      ----      -.22    -.02                   -.20
JAN18      ----      ----      ----      ----      -.11    -.02                   -.09
FEB18      ----      ----      ----      ----      -.04    UNCH                   -.04
MAR18      ----      ----      ----      ----       .01    -.01                    .02
APR18      ----      ----      ----      ----       .06    UNCH                    .06
MAY18      ----      ----      ----      ----       .09    UNCH                    .09
JUN18      ----      ----      ----      ----       .12    UNCH                    .12
JLY18      ----      ----      ----      ----       .11    -.01                    .12
AUG18      ----      ----      ----      ----       .09    UNCH                    .09
SEP18      ----      ----      ----      ----       .08    -.01                    .09
OCT18      ----      ----      ----      ----       .07    UNCH                    .07
NOV18      ----      ----      ----      ----       .06    UNCH                    .06
DEC18      ----      ----      ----      ----       .11    UNCH                    .11
JAN19      ----      ----      ----      ----       .10    UNCH                    .10
FEB19      ----      ----      ----      ----       .10    UNCH                    .10
MAR19      ----      ----      ----      ----       .09    +.01                    .08
APR19      ----      ----      ----      ----       .08    UNCH                    .08
MAY19      ----      ----      ----      ----       .05    UNCH                    .05
JUN19      ----      ----      ----      ----       .09    UNCH                    .09
JLY19      ----      ----      ----      ----       .09    UNCH                    .09
AUG19      ----      ----      ----      ----       .07    UNCH                    .07
SEP19      ----      ----      ----      ----       .06    UNCH                    .06
OCT19      ----      ----      ----      ----       .04    UNCH                    .04
NOV19      ----      ----      ----      ----       .02    UNCH                    .02
DEC19      ----      ----      ----      ----       .07    UNCH                    .07
JAN20      ----      ----      ----      ----       .06    UNCH                    .06
FEB20      ----      ----      ----      ----       .05    UNCH                    .05
MAR20      ----      ----      ----      ----       .04    -.01                    .05
APR20      ----      ----      ----      ----       .03    UNCH                    .03
MAY20      ----      ----      ----      ----       .01    UNCH                    .01
JUN20      ----      ----      ----      ----       .03    -.01                    .04
JLY20      ----      ----      ----      ----       .02    UNCH                    .02
AUG20      ----      ----      ----      ----       .02    UNCH                    .02
SEP20      ----      ----      ----      ----      -.01    -.01                    .00
OCT20      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV20      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC20      ----      ----      ----      ----       .04    -.01                    .05
JAN21      ----      ----      ----      ----       .02    UNCH                    .02
FEB21      ----      ----      ----      ----       .01    UNCH                    .01
MAR21      ----      ----      ----      ----      -.01    -.01                    .00
APR21      ----      ----      ----      ----       .00    UNCH                    .00
MAY21      ----      ----      ----      ----      -.04    UNCH                   -.04
JUN21      ----      ----      ----      ----       .04    -.01                    .05
JLY21      ----      ----      ----      ----       .02    UNCH                    .02
AUG21      ----      ----      ----      ----      -.01    -.01                    .00
SEP21      ----      ----      ----      ----      -.02    UNCH                   -.02
OCT21      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV21      ----      ----      ----      ----      -.06    UNCH                   -.06
DEC21      ----      ----      ----      ----       .01    UNCH                    .01
JAN22      ----      ----      ----      ----       .00    UNCH                    .00
FEB22      ----      ----      ----      ----      -.01    UNCH                   -.01
MAR22      ----      ----      ----      ----      -.03    UNCH                   -.03
APR22      ----      ----      ----      ----      -.04    UNCH                   -.04
MAY22      ----      ----      ----      ----      -.07    UNCH                   -.07
JUN22      ----      ----      ----      ----       .02    UNCH                    .02
JLY22      ----      ----      ----      ----      -.01    UNCH                   -.01
AUG22      ----      ----      ----      ----      -.03    UNCH                   -.03
SEP22      ----      ----      ----      ----      -.04    UNCH                   -.04
OCT22      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV22      ----      ----      ----      ----      -.08    UNCH                   -.08
CL Light Sweet Crude Oil Futures
NOV17     52.05     52.86     51.22     51.59     51.56    -.58      789344      52.14      637035      540544
DEC17     52.35     53.11     51.51     51.92     51.87    -.56      254338      52.43      197834      345946
JAN18     52.50     53.27     51.74     52.15     52.09    -.54       69233      52.63       60513      216832
FEB18     52.62     53.25     51.85     52.27B    52.20    -.52       38046      52.72       32590      108259
MAR18     52.57     53.34     51.88A    52.29A    52.24    -.52       48443      52.76       39319      198001
APR18     52.54     53.22     51.89     52.26     52.23    -.51       17241      52.74       13120       53741
MAY18     52.49     53.13     51.87     52.25     52.17    -.51       15524      52.68       12091       48555
JUN18     52.43     53.09     51.70     52.17     52.08    -.51       49651      52.59       51693      187077
JLY18     52.34     52.86     51.69     52.04     51.96    -.51        4696      52.47       10372       44584
AUG18     52.50     52.72     51.50     51.95B    51.85    -.50        3392      52.35        9598       34403
SEP18     52.11     52.54B    51.41     51.81A    51.76    -.50        6754      52.26       17068       65036
OCT18     52.37     52.51     51.31A    51.76B    51.68    -.49        4102      52.17        9470       36133
NOV18     52.29     52.31     51.84A    51.84A    51.61    -.49        4906      52.10        6638       32019
DEC18     51.86     52.40B    51.14     51.62     51.55    -.49       68317      52.04       61790      251204
JAN19      ----      ----     51.27A    51.27A    51.44    -.49        3607      51.93        3530       29309
FEB19     51.95     51.95     51.56A    51.56A    51.34    -.49        2944      51.83        2776       14466
MAR19      ----      ----     51.46A    51.46A    51.24    -.49        2884      51.73        3733       21297
APR19      ----      ----     51.62A    51.62A    51.15    -.50         195      51.65         585        9720
MAY19      ----      ----     51.56A    51.56A    51.07    -.50         286      51.57         346       13152
JUN19     51.39     51.71     50.66A    51.02     51.02    -.50        6020      51.52       10068       43642
JLY19      ----      ----     50.96A    50.96A    50.93    -.50         842      51.43        1046        5477
AUG19      ----      ----     51.31A    51.31A    50.84    -.50        1016      51.34        1003        2274
SEP19      ----      ----     51.24A    51.24A    50.77    -.50         551      51.27         212        7425
OCT19      ----      ----     51.19A    51.19A    50.71    -.50         271      51.21         675        3627
NOV19      ----      ----      ----      ----     50.67    -.50         474      51.17         776        2512
DEC19     50.89     51.32B    50.28A    50.73B    50.65    -.50        8517      51.15       11979       62399
JAN20      ----      ----      ----      ----     50.58    -.50                  51.08          32        2137
FEB20      ----      ----      ----      ----     50.52    -.50          10      51.02                    1739
MAR20      ----      ----      ----      ----     50.47    -.50          12      50.97           1        2014
APR20      ----      ----      ----      ----     50.43    -.49                  50.92                     549
MAY20      ----      ----      ----      ----     50.40    -.49                  50.89                     157
JUN20      ----      ----      ----      ----     50.39    -.49         131      50.88        1112        5036
JLY20      ----      ----      ----      ----     50.36    -.48                  50.84                     307
AUG20      ----      ----      ----      ----     50.34    -.48                  50.82           1         546
SEP20      ----      ----      ----      ----     50.32    -.48                  50.80           1        1489
OCT20      ----      ----      ----      ----     50.33    -.47                  50.80                     154
NOV20      ----      ----      ----      ----     50.34    -.47                  50.81                     190
DEC20     50.81     50.95     50.06     50.30B    50.37    -.47        1487      50.84        1041       25966
JAN21      ----      ----      ----      ----     50.33    -.46                  50.79                      20
FEB21      ----      ----      ----      ----     50.31    -.46                  50.77
MAR21      ----      ----      ----      ----     50.30    -.46                  50.76
APR21      ----      ----      ----      ----     50.31    -.45                  50.76
MAY21      ----      ----      ----      ----     50.31    -.45                  50.76
JUN21      ----      ----      ----      ----     50.35    -.45                  50.80                     400
JLY21      ----      ----      ----      ----     50.31    -.44                  50.75
AUG21      ----      ----      ----      ----     50.29    -.44                  50.73
SEP21      ----      ----      ----      ----     50.30    -.43                  50.73
OCT21      ----      ----      ----      ----     50.32    -.43                  50.75                       1
NOV21      ----      ----      ----      ----     50.35    -.43                  50.78
DEC21     50.50     50.50     50.50     50.50     50.41    -.43          49      50.84         199        6844
JAN22      ----      ----      ----      ----     50.40    -.43                  50.83
FEB22      ----      ----      ----      ----     50.40    -.43                  50.83
MAR22      ----      ----      ----      ----     50.41    -.43                  50.84
APR22      ----      ----      ----      ----     50.44    -.43                  50.87
MAY22      ----      ----      ----      ----     50.48    -.43                  50.91
JUN22      ----      ----      ----      ----     50.55    -.43                  50.98
JLY22      ----      ----      ----      ----     50.53    -.43                  50.96
AUG22      ----      ----      ----      ----     50.54    -.43                  50.97
SEP22      ----      ----      ----      ----     50.57    -.43                  51.00
OCT22      ----      ----      ----      ----     50.61    -.43                  51.04
NOV22      ----      ----      ----      ----     50.67    -.43                  51.10
DEC22     51.11     51.11     50.98A    50.98A    50.75    -.43           9      51.18           3         793
JUN23      ----      ----      ----      ----     51.00    -.43                  51.43
DEC23      ----      ----      ----      ----     51.30    -.43           3      51.73                     146
JUN24      ----      ----      ----      ----     51.60    -.43                  52.03
DEC24     52.00     52.00     52.00     52.00     51.95    -.43           4      52.38                       7
JUN25      ----      ----      ----      ----     52.27    -.43                  52.70
DEC25      ----      ----      ----      ----     52.59    -.43                  53.02                      11
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                               1403299                1198250     2426140
CL1 WTI Crude Oil TAM Singapore Future
NOV17      ----      ----      ----      ----     52.09    +.12                  51.97
DEC17      ----      ----      ----      ----     52.36    +.09                  52.27
JAN18      ----      ----      ----      ----     52.55    +.06                  52.49
CL2 WTI Crude Oil TAM LONDON Future
NOV17      ----      ----      ----      ----     51.83    -.16                  51.99
DEC17      ----      ----      ----      ----     52.15    -.13                  52.28
JAN18      ----      ----      ----      ----     52.37    -.12                  52.49
CLL CRUDE OIL TAM LONDON FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
CLT CRUDE OIL TAS FUTURES
NOV17       .00       .03B     -.01       .02B      .00    UNCH       16500        .00
DEC17       .00       .04B      .00       .02B      .00    UNCH        6317        .00
JAN18       .00       .04B      .00       .02B      .00    UNCH        1098        .00
FEB18      -.01       .03B     -.01       .01A      .00    UNCH         271        .00
MAR18       .00       .00       .00       .00       .00    UNCH         425        .00
APR18      ----      ----      ----      ----       .00    UNCH                    .00
MAY18       .00       .00       .00       .00       .00    UNCH           1        .00
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 24612
CQ CRUDE OIL CS2 SYNTHT
NOV17      ----      ----      ----      ----      -.53    -.04                   -.49
DEC17      ----      ----      ----      ----      -.33    -.04                   -.29
JAN18      ----      ----      ----      ----      -.15    -.02                   -.13
CT CRUDE OIL CS3 SYNTHT
NOV17      ----      ----      ----      ----      -.64    -.06                   -.58
DEC17      ----      ----      ----      ----      -.37    -.04                   -.33
CV CRUDE OIL CS6 SYNTHT
NOV17      ----      ----      ----      ----      -.61    -.07                   -.54
DEC17      ----      ----      ----      ----      -.21    -.05                   -.16
JAN18      ----      ----      ----      ----       .13    -.03                    .16
FEB18      ----      ----      ----      ----       .35    -.02                    .37
MAR18      ----      ----      ----      ----       .48    -.02                    .50
APR18      ----      ----      ----      ----       .55    -.02                    .57
MAY18      ----      ----      ----      ----       .56    -.02                    .58
JUN18      ----      ----      ----      ----       .53    -.02                    .55
JLY18      ----      ----      ----      ----       .52    -.02                    .54
AUG18      ----      ----      ----      ----       .51    -.01                    .52
SEP18      ----      ----      ----      ----       .52    -.01                    .53
CX CRUDE OIL CS12SYNTHT
DEC17      ----      ----      ----      ----       .32    -.07                    .39
FEB18      ----      ----      ----      ----       .86    -.03                    .89
MAR18      ----      ----      ----      ----      1.00    -.03                   1.03
JUN18      ----      ----      ----      ----      1.06    -.01                   1.07
SEP18      ----      ----      ----      ----       .99    UNCH                    .99
DEC18      ----      ----      ----      ----       .90    +.01                    .89
MAR19      ----      ----      ----      ----       .77    +.01                    .76
DEC19      ----      ----      ----      ----       .28    -.03                    .31
DEC20      ----      ----      ----      ----      -.04    -.04                    .00
DE NG 5 MO CSO SYNTH
NOV17      ----      ----      ----      ----       .70    -.35                   1.05
DEC17      ----      ----      ----      ----      2.71    -.26                   2.97
JAN18      ----      ----      ----      ----      3.59    -.24                   3.83
FEB18      ----      ----      ----      ----      3.40    -.23                   3.63
MAR18      ----      ----      ----      ----      2.92    -.22                   3.14
APR18      ----      ----      ----      ----       .02    -.02                    .04
MAY18      ----      ----      ----      ----      -.55    -.01                   -.54
JUN18      ----      ----      ----      ----      -.79    UNCH                   -.79
JLY18      ----      ----      ----      ----     -1.86    -.01                  -1.85
AUG18      ----      ----      ----      ----     -2.69    -.02                  -2.67
SEP18      ----      ----      ----      ----     -2.69    -.02                  -2.67
OCT18      ----      ----      ----      ----     -1.79    -.02                  -1.77
DGY NATURAL GAS CS1 SYNT
NOV17      ----      ----      ----      ----     -.167   -.010                  -.157
DEC17      ----      ----      ----      ----     -.114   -.003                  -.111
JAN18      ----      ----      ----      ----     -.006   -.001                  -.005
FEB18      ----      ----      ----      ----      .046   -.001                   .047
MAR18      ----      ----      ----      ----      .311   -.020                   .331
APR18      ----      ----      ----      ----      .034   -.001                   .035
MAY18      ----      ----      ----      ----     -.026   -.001                  -.025
JUN18      ----      ----      ----      ----     -.025    UNCH                  -.025
JLY18      ----      ----      ----      ----     -.002    UNCH                  -.002
AUG18      ----      ----      ----      ----      .021    UNCH                   .021
SEP18      ----      ----      ----      ----     -.023    UNCH                  -.023
OCT18      ----      ----      ----      ----     -.050    UNCH                  -.050
NOV18      ----      ----      ----      ----     -.132   -.001                  -.131
DEC18      ----      ----      ----      ----     -.085   -.001                  -.084
JAN19      ----      ----      ----      ----      .021    UNCH                   .021
FEB19      ----      ----      ----      ----      .067    UNCH                   .067
MAR19      ----      ----      ----      ----      .391   +.006                   .385
APR19      ----      ----      ----      ----      .035   +.001                   .034
MAY19      ----      ----      ----      ----     -.024   +.002                  -.026
JUN19      ----      ----      ----      ----     -.024   +.002                  -.026
JLY19      ----      ----      ----      ----     -.006    UNCH                  -.006
AUG19      ----      ----      ----      ----      .014    UNCH                   .014
SEP19      ----      ----      ----      ----     -.024    UNCH                  -.024
OCT19      ----      ----      ----      ----     -.069   -.003                  -.066
NOV19      ----      ----      ----      ----     -.157   -.004                  -.153
DEC19      ----      ----      ----      ----     -.102   -.001                  -.101
JAN20      ----      ----      ----      ----      .021   -.001                   .022
FEB20      ----      ----      ----      ----      .058    UNCH                   .058
MAR20      ----      ----      ----      ----      .325   -.001                   .326
APR20      ----      ----      ----      ----      .027    UNCH                   .027
MAY20      ----      ----      ----      ----     -.023    UNCH                  -.023
JUN20      ----      ----      ----      ----     -.026    UNCH                  -.026
JLY20      ----      ----      ----      ----     -.010    UNCH                  -.010
AUG20      ----      ----      ----      ----      .004    UNCH                   .004
SEP20      ----      ----      ----      ----     -.028    UNCH                  -.028
OCT20      ----      ----      ----      ----     -.074    UNCH                  -.074
NOV20      ----      ----      ----      ----     -.149    UNCH                  -.149
DEC20      ----      ----      ----      ----     -.109    UNCH                  -.109
JAN21      ----      ----      ----      ----      .022    UNCH                   .022
FEB21      ----      ----      ----      ----      .058    UNCH                   .058
MAR21      ----      ----      ----      ----      .313    UNCH                   .313
APR21      ----      ----      ----      ----      .025    UNCH                   .025
MAY21      ----      ----      ----      ----     -.022    UNCH                  -.022
JUN21      ----      ----      ----      ----     -.023    UNCH                  -.023
JLY21      ----      ----      ----      ----     -.019    UNCH                  -.019
AUG21      ----      ----      ----      ----      .002    UNCH                   .002
SEP21      ----      ----      ----      ----     -.026    UNCH                  -.026
OCT21      ----      ----      ----      ----     -.074    UNCH                  -.074
