                PRELIMINARY PRICES AS OF 09/12/17 03:45 PM (CST)
SEP18      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT18      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV18      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC18      ----      ----      ----      ----       .00    UNCH                    .00
JAN19      ----      ----      ----      ----       .00    UNCH                    .00
FEB19      ----      ----      ----      ----       .00    UNCH                    .00
MAR19      ----      ----      ----      ----      -.01    UNCH                   -.01
APR19      ----      ----      ----      ----      -.01    UNCH                   -.01
MAY19      ----      ----      ----      ----      -.03    UNCH                   -.03
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
JLY19      ----      ----      ----      ----       .00    +.01                   -.01
AUG19      ----      ----      ----      ----      -.01    UNCH                   -.01
SEP19      ----      ----      ----      ----      -.02    +.01                   -.03
OCT19      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV19      ----      ----      ----      ----      -.05    +.01                   -.06
DEC19      ----      ----      ----      ----       .00    +.01                   -.01
JAN20      ----      ----      ----      ----      -.01    UNCH                   -.01
FEB20      ----      ----      ----      ----      -.02    UNCH                   -.02
MAR20      ----      ----      ----      ----      -.02    UNCH                   -.02
APR20      ----      ----      ----      ----      -.03    UNCH                   -.03
MAY20      ----      ----      ----      ----      -.04    UNCH                   -.04
JUN20      ----      ----      ----      ----       .00    +.01                   -.01
JLY20      ----      ----      ----      ----      -.03    UNCH                   -.03
AUG20      ----      ----      ----      ----      -.03    UNCH                   -.03
SEP20      ----      ----      ----      ----      -.04    +.01                   -.05
OCT20      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV20      ----      ----      ----      ----      -.08    UNCH                   -.08
DEC20      ----      ----      ----      ----      -.01    +.01                   -.02
JAN21      ----      ----      ----      ----      -.03    UNCH                   -.03
FEB21      ----      ----      ----      ----      -.03    UNCH                   -.03
MAR21      ----      ----      ----      ----      -.04    +.01                   -.05
APR21      ----      ----      ----      ----      -.06    UNCH                   -.06
MAY21      ----      ----      ----      ----      -.08    +.01                   -.09
JUN21      ----      ----      ----      ----      -.01    +.01                   -.02
JLY21      ----      ----      ----      ----      -.03    +.01                   -.04
AUG21      ----      ----      ----      ----      -.05    UNCH                   -.05
SEP21      ----      ----      ----      ----      -.07    UNCH                   -.07
OCT21      ----      ----      ----      ----      -.09    UNCH                   -.09
NOV21      ----      ----      ----      ----      -.11    +.01                   -.12
DEC21      ----      ----      ----      ----      -.02    +.01                   -.03
JAN22      ----      ----      ----      ----      -.04    +.01                   -.05
FEB22      ----      ----      ----      ----      -.06    UNCH                   -.06
MAR22      ----      ----      ----      ----      -.07    +.01                   -.08
APR22      ----      ----      ----      ----      -.09    +.01                   -.10
MAY22      ----      ----      ----      ----      -.11    +.01                   -.12
JUN22      ----      ----      ----      ----      -.04    +.01                   -.05
JLY22      ----      ----      ----      ----      -.06    +.01                   -.07
AUG22      ----      ----      ----      ----      -.07    +.01                   -.08
SEP22      ----      ----      ----      ----      -.09    UNCH                   -.09
OCT22      ----      ----      ----      ----      -.10    +.01                   -.11
BH NY Harbor ULSD Bullet Futures
OCT17      ----      ----      ----      ----    1.7406  -.0021                 1.7427                      19
NOV17      ----      ----      ----      ----    1.7344  +.0010                 1.7334                      69
DEC17      ----      ----      ----      ----    1.7277  +.0032                 1.7245                      19
JAN18      ----      ----      ----      ----    1.7229  +.0052                 1.7177                      18
FEB18      ----      ----      ----      ----    1.7127  +.0070                 1.7057                      18
MAR18      ----      ----      ----      ----    1.6993  +.0076                 1.6917                      18
APR18      ----      ----      ----      ----    1.6817  +.0070                 1.6747                      18
MAY18      ----      ----      ----      ----    1.6704  +.0057                 1.6647                      18
JUN18      ----      ----      ----      ----    1.6633  +.0046                 1.6587                      18
JLY18      ----      ----      ----      ----    1.6638  +.0046                 1.6592                      18
AUG18      ----      ----      ----      ----    1.6670  +.0049                 1.6621                      18
SEP18      ----      ----      ----      ----    1.6722  +.0050                 1.6672                      18
OCT18      ----      ----      ----      ----    1.6782  +.0051                 1.6731                      18
NOV18      ----      ----      ----      ----    1.6842  +.0049                 1.6793                      18
DEC18      ----      ----      ----      ----    1.6889  +.0046                 1.6843                      18
JAN19      ----      ----      ----      ----    1.6939  +.0046                 1.6893
FEB19      ----      ----      ----      ----    1.6929  +.0046                 1.6883
MAR19      ----      ----      ----      ----    1.6864  +.0046                 1.6818
APR19      ----      ----      ----      ----    1.6759  +.0046                 1.6713
MAY19      ----      ----      ----      ----    1.6719  +.0046                 1.6673
JUN19      ----      ----      ----      ----    1.6719  +.0046                 1.6673
JLY19      ----      ----      ----      ----    1.6749  +.0046                 1.6703
AUG19      ----      ----      ----      ----    1.6794  +.0046                 1.6748
SEP19      ----      ----      ----      ----    1.6864  +.0046                 1.6818
OCT19      ----      ----      ----      ----    1.6939  +.0046                 1.6893
NOV19      ----      ----      ----      ----    1.7004  +.0046                 1.6958
DEC19      ----      ----      ----      ----    1.7064  +.0046                 1.7018
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      323
BZ1 Brent Crude Oil TAM Singapore Future
NOV17      ----      ----      ----      ----     53.59    UNCH                  53.59
DEC17      ----      ----      ----      ----     53.44    +.02                  53.42
JAN18      ----      ----      ----      ----     53.39    +.04                  53.35
BZ2 Brent Crude Oil TAM LONDON Future
NOV17      ----      ----      ----      ----     54.36    +.83                  53.53
DEC17      ----      ----      ----      ----     54.11    +.75                  53.36
JAN18      ----      ----      ----      ----     54.03    +.73                  53.30
BZL BZ TAM LONDON FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
OCT17      ----      ----      ----      ----      -.52    +.03                   -.55
NOV17      ----      ----      ----      ----      -.42    +.03                   -.45
DEC17      ----      ----      ----      ----      -.31    +.04                   -.35
JAN18      ----      ----      ----      ----      -.24    +.03                   -.27
FEB18      ----      ----      ----      ----      -.18    +.01                   -.19
MAR18      ----      ----      ----      ----      -.13    +.01                   -.14
APR18      ----      ----      ----      ----      -.10    UNCH                   -.10
MAY18      ----      ----      ----      ----      -.07    -.01                   -.06
JUN18      ----      ----      ----      ----      -.03    UNCH                   -.03
JLY18      ----      ----      ----      ----      -.03    -.01                   -.02
AUG18      ----      ----      ----      ----      -.03    UNCH                   -.03
SEP18      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT18      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV18      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC18      ----      ----      ----      ----       .00    UNCH                    .00
JAN19      ----      ----      ----      ----       .00    UNCH                    .00
FEB19      ----      ----      ----      ----       .00    UNCH                    .00
MAR19      ----      ----      ----      ----      -.01    UNCH                   -.01
APR19      ----      ----      ----      ----      -.01    UNCH                   -.01
MAY19      ----      ----      ----      ----      -.03    UNCH                   -.03
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
JLY19      ----      ----      ----      ----       .00    +.01                   -.01
AUG19      ----      ----      ----      ----      -.01    UNCH                   -.01
SEP19      ----      ----      ----      ----      -.02    +.01                   -.03
OCT19      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV19      ----      ----      ----      ----      -.05    +.01                   -.06
DEC19      ----      ----      ----      ----       .00    +.01                   -.01
JAN20      ----      ----      ----      ----      -.01    UNCH                   -.01
FEB20      ----      ----      ----      ----      -.02    UNCH                   -.02
MAR20      ----      ----      ----      ----      -.02    UNCH                   -.02
APR20      ----      ----      ----      ----      -.03    UNCH                   -.03
MAY20      ----      ----      ----      ----      -.04    UNCH                   -.04
JUN20      ----      ----      ----      ----       .00    +.01                   -.01
JLY20      ----      ----      ----      ----      -.03    UNCH                   -.03
AUG20      ----      ----      ----      ----      -.03    UNCH                   -.03
SEP20      ----      ----      ----      ----      -.04    +.01                   -.05
OCT20      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV20      ----      ----      ----      ----      -.08    UNCH                   -.08
DEC20      ----      ----      ----      ----      -.01    +.01                   -.02
JAN21      ----      ----      ----      ----      -.03    UNCH                   -.03
FEB21      ----      ----      ----      ----      -.03    UNCH                   -.03
MAR21      ----      ----      ----      ----      -.04    +.01                   -.05
APR21      ----      ----      ----      ----      -.06    UNCH                   -.06
MAY21      ----      ----      ----      ----      -.08    +.01                   -.09
JUN21      ----      ----      ----      ----      -.01    +.01                   -.02
JLY21      ----      ----      ----      ----      -.03    +.01                   -.04
AUG21      ----      ----      ----      ----      -.05    UNCH                   -.05
SEP21      ----      ----      ----      ----      -.07    UNCH                   -.07
OCT21      ----      ----      ----      ----      -.09    UNCH                   -.09
NOV21      ----      ----      ----      ----      -.11    +.01                   -.12
DEC21      ----      ----      ----      ----      -.02    +.01                   -.03
JAN22      ----      ----      ----      ----      -.04    +.01                   -.05
FEB22      ----      ----      ----      ----      -.06    UNCH                   -.06
MAR22      ----      ----      ----      ----      -.07    +.01                   -.08
APR22      ----      ----      ----      ----      -.09    +.01                   -.10
MAY22      ----      ----      ----      ----      -.11    +.01                   -.12
JUN22      ----      ----      ----      ----      -.04    +.01                   -.05
JLY22      ----      ----      ----      ----      -.06    +.01                   -.07
AUG22      ----      ----      ----      ----      -.07    +.01                   -.08
SEP22      ----      ----      ----      ----      -.09    UNCH                   -.09
OCT22      ----      ----      ----      ----      -.10    +.01                   -.11
NOV22      ----      ----      ----      ----      -.12    +.01                   -.13
CL Light Sweet Crude Oil Futures
OCT17     48.12     48.44     47.73     48.41     48.23    +.16      656675      48.07      774468      332807
NOV17     48.71     48.96     48.28     48.91     48.75    +.13      241240      48.62      270565      384200
DEC17     49.13     49.40     48.72     49.31     49.17    +.10      114438      49.07      128322      337695
JAN18     49.45     49.70     49.05     49.62     49.48    +.06       53458      49.42       68795      196072
FEB18     49.62     49.91     49.33     49.84B    49.72    +.03       34071      49.69       37980       73125
MAR18     49.77     50.11     49.53A    50.01     49.90    +.02       41300      49.88       41175      148140
APR18     49.93     50.25     49.65     50.13     50.03    +.01       14850      50.02       19088       44487
MAY18     50.02     50.27B    49.77     50.21     50.13    +.01        9607      50.12       10490       44690
JUN18     50.07     50.40     49.84     50.27     50.20    +.02       31449      50.18       30686      174737
JLY18     50.11     50.33     49.89     50.30     50.23    +.02        3454      50.21        4118       37062
AUG18     50.11     50.33     49.92     50.32     50.26    +.03        2792      50.23        2227       28333
SEP18     50.12     50.41     49.96A    50.41     50.29    +.03        3953      50.26        5605       57027
OCT18      ----      ----      ----      ----     50.32    +.03        1491      50.29        3863       24384
NOV18      ----      ----      ----      ----     50.35    +.03        1618      50.32        1836       26826
DEC18     50.25     50.56     50.05     50.43B    50.38    +.03       30225      50.35       29216      204650
JAN19      ----      ----      ----      ----     50.38    +.03         707      50.35         794       25033
FEB19      ----      ----      ----      ----     50.38    +.03         621      50.35         619       11218
MAR19      ----      ----      ----      ----     50.38    +.03         580      50.35         623       19292
APR19      ----      ----      ----      ----     50.39    +.03          79      50.36         365        6693
MAY19      ----      ----      ----      ----     50.40    +.03          23      50.37         377        9419
JUN19     50.33     50.52     50.19A    50.52     50.43    +.03        1504      50.40        1978       39639
JLY19      ----      ----      ----      ----     50.43    +.03                  50.40           2        5852
AUG19      ----      ----      ----      ----     50.43    +.02           4      50.41                    1342
SEP19      ----      ----      ----      ----     50.44    +.02           4      50.42                    7195
OCT19      ----      ----      ----      ----     50.46    +.01                  50.45          92        2741
NOV19      ----      ----      ----      ----     50.50    +.01                  50.49         250        2270
DEC19     50.48     50.77B    50.30A    50.59A    50.55    UNCH        3278      50.55        5125       51736
JAN20      ----      ----      ----      ----     50.55    -.01                  50.56         150        1931
FEB20      ----      ----      ----      ----     50.56    -.01                  50.57                    1241
MAR20      ----      ----      ----      ----     50.58    -.01         200      50.59                    1726
APR20      ----      ----      ----      ----     50.60    -.01                  50.61                     610
MAY20      ----      ----      ----      ----     50.63    -.01                  50.64                      53
JUN20      ----      ----      ----      ----     50.67    -.01           1      50.68          61        5467
JLY20      ----      ----      ----      ----     50.67    -.02                  50.69                     163
AUG20      ----      ----      ----      ----     50.70    -.02                  50.72                     620
SEP20      ----      ----      ----      ----     50.73    -.02         200      50.75                    1699
OCT20      ----      ----      ----      ----     50.77    -.03                  50.80                      12
NOV20      ----      ----      ----      ----     50.83    -.03                  50.86                      54
DEC20     51.03     51.16     50.82A    50.96B    50.91    -.03         641      50.94         771       25137
JAN21      ----      ----      ----      ----     50.92    -.04                  50.96
FEB21      ----      ----      ----      ----     50.95    -.04                  50.99
MAR21      ----      ----      ----      ----     50.98    -.04                  51.02
APR21      ----      ----      ----      ----     51.02    -.05                  51.07
MAY21      ----      ----      ----      ----     51.08    -.05                  51.13
JUN21      ----      ----      ----      ----     51.16    -.06                  51.22                     400
JLY21      ----      ----      ----      ----     51.17    -.07                  51.24
AUG21      ----      ----      ----      ----     51.20    -.08                  51.28
SEP21      ----      ----      ----      ----     51.25    -.08                  51.33
OCT21      ----      ----      ----      ----     51.32    -.08                  51.40                       1
NOV21      ----      ----      ----      ----     51.41    -.08                  51.49
DEC21     51.54     51.73B    51.53A    51.54     51.52    -.09         246      51.61          62        6332
JAN22      ----      ----      ----      ----     51.54    -.10                  51.64
FEB22      ----      ----      ----      ----     51.58    -.11                  51.69
MAR22      ----      ----      ----      ----     51.64    -.11                  51.75
APR22      ----      ----      ----      ----     51.71    -.12                  51.83
MAY22      ----      ----      ----      ----     51.80    -.13                  51.93
JUN22      ----      ----      ----      ----     51.91    -.14                  52.05
JLY22      ----      ----      ----      ----     51.95    -.15                  52.10
AUG22      ----      ----      ----      ----     52.01    -.16                  52.17
SEP22      ----      ----      ----      ----     52.08    -.17                  52.25
OCT22      ----      ----      ----      ----     52.17    -.17                  52.34
NOV22      ----      ----      ----      ----     52.27    -.18                  52.45
DEC22      ----      ----      ----      ----     52.39    -.19           9      52.58           3         546
JUN23      ----      ----      ----      ----     52.91    -.19                  53.10
DEC23      ----      ----      ----      ----     53.47    -.19                  53.66           1         145
JUN24      ----      ----      ----      ----     53.92    -.19                  54.11
DEC24      ----      ----      ----      ----     54.39    -.19                  54.58                       7
JUN25      ----      ----      ----      ----     54.74    -.19                  54.93
DEC25      ----      ----      ----      ----     55.09    -.19                  55.28                      11
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                               1248718                1439707     2342820
CL1 WTI Crude Oil TAM Singapore Future
OCT17      ----      ----      ----      ----     47.86    +.19                  47.67
NOV17      ----      ----      ----      ----     48.40    +.15                  48.25
DEC17      ----      ----      ----      ----     48.84    +.11                  48.73
CL2 WTI Crude Oil TAM LONDON Future
OCT17      ----      ----      ----      ----     48.33    +.63                  47.70
NOV17      ----      ----      ----      ----     48.86    +.61                  48.25
DEC17      ----      ----      ----      ----     49.27    +.56                  48.71
CLL CRUDE OIL TAM LONDON FUTURE
OCT17      ----      ----      ----      ----       .00    UNCH                    .00
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
OCT17      ----      ----      ----      ----       .00    UNCH                    .00
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
CLT CRUDE OIL TAS FUTURES
OCT17       .00       .01      -.01       .00       .00    UNCH       24769        .00
NOV17       .00       .01      -.01      -.01       .00    UNCH       17806        .00
DEC17       .00       .01      -.01      -.01       .00    UNCH        1455        .00
JAN18       .00       .00      -.01      -.01       .00    UNCH         532        .00
FEB18      ----      ----      ----      ----       .00    UNCH         100        .00
MAR18       .00       .00       .00       .00       .00    UNCH         175        .00
APR18      -.01      -.01      -.01      -.01       .00    UNCH           1        .00
MAY18      ----      ----      ----      ----       .00    UNCH                    .00
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 44838
CQ CRUDE OIL CS2 SYNTHT
OCT17      ----      ----      ----      ----      -.94    +.06                  -1.00
NOV17      ----      ----      ----      ----      -.73    +.07                   -.80
DEC17      ----      ----      ----      ----      -.55    +.07                   -.62
JAN18      ----      ----      ----      ----      -.42    +.04                   -.46
CT CRUDE OIL CS3 SYNTHT
OCT17      ----      ----      ----      ----     -1.25    +.10                  -1.35
NOV17      ----      ----      ----      ----      -.97    +.10                  -1.07
DEC17      ----      ----      ----      ----      -.73    +.08                   -.81
CV CRUDE OIL CS6 SYNTHT
OCT17      ----      ----      ----      ----     -1.80    +.15                  -1.95
NOV17      ----      ----      ----      ----     -1.38    +.12                  -1.50
DEC17      ----      ----      ----      ----     -1.03    +.08                  -1.11
JAN18      ----      ----      ----      ----      -.75    +.04                   -.79
FEB18      ----      ----      ----      ----      -.54    UNCH                   -.54
MAR18      ----      ----      ----      ----      -.39    -.01                   -.38
APR18      ----      ----      ----      ----      -.29    -.02                   -.27
MAY18      ----      ----      ----      ----      -.22    -.02                   -.20
JUN18      ----      ----      ----      ----      -.18    -.01                   -.17
JLY18      ----      ----      ----      ----      -.15    -.01                   -.14
AUG18      ----      ----      ----      ----      -.12    UNCH                   -.12
SEP18      ----      ----      ----      ----      -.09    UNCH                   -.09
CX CRUDE OIL CS12SYNTHT
DEC17      ----      ----      ----      ----     -1.21    +.07                  -1.28
FEB18      ----      ----      ----      ----      -.66    UNCH                   -.66
MAR18      ----      ----      ----      ----      -.48    -.01                   -.47
JUN18      ----      ----      ----      ----      -.23    -.01                   -.22
SEP18      ----      ----      ----      ----      -.15    +.01                   -.16
DEC18      ----      ----      ----      ----      -.17    +.03                   -.20
MAR19      ----      ----      ----      ----      -.20    +.04                   -.24
DEC19      ----      ----      ----      ----      -.36    +.03                   -.39
DEC20      ----      ----      ----      ----      -.61    +.06                   -.67
DE NG 5 MO CSO SYNTH
OCT17      ----      ----      ----      ----     -2.81    +.20                  -3.01
NOV17      ----      ----      ----      ----      1.16    +.34                    .82
DEC17      ----      ----      ----      ----      3.05    +.35                   2.70
JAN18      ----      ----      ----      ----      3.87    +.33                   3.54
FEB18      ----      ----      ----      ----      3.64    +.32                   3.32
MAR18      ----      ----      ----      ----      3.12    +.25                   2.87
APR18      ----      ----      ----      ----       .05    +.09                   -.04
MAY18      ----      ----      ----      ----      -.50    +.02                   -.52
JUN18      ----      ----      ----      ----      -.74    UNCH                   -.74
JLY18      ----      ----      ----      ----     -1.78    UNCH                  -1.78
AUG18      ----      ----      ----      ----     -2.59    -.01                  -2.58
SEP18      ----      ----      ----      ----     -2.59    -.03                  -2.56
DGY NATURAL GAS CS1 SYNT
OCT17      ----      ----      ----      ----     -.066   +.003                  -.069
NOV17      ----      ----      ----      ----     -.154   +.005                  -.159
DEC17      ----      ----      ----      ----     -.108   +.003                  -.111
JAN18      ----      ----      ----      ----     -.002   +.002                  -.004
FEB18      ----      ----      ----      ----      .049   +.007                   .042
MAR18      ----      ----      ----      ----      .331   +.017                   .314
APR18      ----      ----      ----      ----      .035   +.006                   .029
MAY18      ----      ----      ----      ----     -.026   +.001                  -.027
JUN18      ----      ----      ----      ----     -.025   +.001                  -.026
JLY18      ----      ----      ----      ----     -.003    UNCH                  -.003
AUG18      ----      ----      ----      ----      .024   +.001                   .023
SEP18      ----      ----      ----      ----     -.020   -.001                  -.019
OCT18      ----      ----      ----      ----     -.050   -.001                  -.049
NOV18      ----      ----      ----      ----     -.129   +.001                  -.130
DEC18      ----      ----      ----      ----     -.084   -.001                  -.083
JAN19      ----      ----      ----      ----      .024   -.001                   .025
FEB19      ----      ----      ----      ----      .067    UNCH                   .067
MAR19      ----      ----      ----      ----      .368    UNCH                   .368
APR19      ----      ----      ----      ----      .031   +.001                   .030
MAY19      ----      ----      ----      ----     -.022    UNCH                  -.022
JUN19      ----      ----      ----      ----     -.022    UNCH                  -.022
JLY19      ----      ----      ----      ----     -.004    UNCH                  -.004
AUG19      ----      ----      ----      ----      .014    UNCH                   .014
SEP19      ----      ----      ----      ----     -.022   -.001                  -.021
OCT19      ----      ----      ----      ----     -.062    UNCH                  -.062
NOV19      ----      ----      ----      ----     -.133    UNCH                  -.133
DEC19      ----      ----      ----      ----     -.105    UNCH                  -.105
JAN20      ----      ----      ----      ----      .026    UNCH                   .026
FEB20      ----      ----      ----      ----      .057    UNCH                   .057
MAR20      ----      ----      ----      ----      .318   +.003                   .315
APR20      ----      ----      ----      ----      .028    UNCH                   .028
MAY20      ----      ----      ----      ----     -.023    UNCH                  -.023
JUN20      ----      ----      ----      ----     -.025    UNCH                  -.025
JLY20      ----      ----      ----      ----     -.017    UNCH                  -.017
AUG20      ----      ----      ----      ----      .005    UNCH                   .005
SEP20      ----      ----      ----      ----     -.027    UNCH                  -.027
