                PRELIMINARY PRICES AS OF 02/04/19 02:46 PM (CST)
JUN19      ----      ----      ----      ----    -.0075    UNCH                 -.0075
6T In Delivery Month European Union Allowance (EUA) F
DEC19      ----      ----      ----      ----   23.0600 +1.0700                21.9900
DEC20      ----      ----      ----      ----   23.4800 +1.0900                22.3900
A2 WTI OIL CS1 SYNTHT
MAR19      ----      ----      ----      ----      -.33    -.04                   -.29
APR19      ----      ----      ----      ----      -.40    -.07                   -.33
MAY19      ----      ----      ----      ----      -.41    -.08                   -.33
JUN19      ----      ----      ----      ----      -.35    -.06                   -.29
JLY19      ----      ----      ----      ----      -.28    -.07                   -.21
AUG19      ----      ----      ----      ----      -.18    -.08                   -.10
SEP19      ----      ----      ----      ----      -.07    -.06                   -.01
OCT19      ----      ----      ----      ----       .00    -.06                    .06
NOV19      ----      ----      ----      ----       .06    -.05                    .11
DEC19      ----      ----      ----      ----       .09    -.06                    .15
JAN20      ----      ----      ----      ----       .11    -.05                    .16
FEB20      ----      ----      ----      ----       .12    -.03                    .15
MAR20      ----      ----      ----      ----       .12    -.02                    .14
APR20      ----      ----      ----      ----       .10    -.01                    .11
MAY20      ----      ----      ----      ----       .09    -.02                    .11
JUN20      ----      ----      ----      ----       .13    +.01                    .12
JLY20      ----      ----      ----      ----       .12    +.01                    .11
AUG20      ----      ----      ----      ----       .09    UNCH                    .09
SEP20      ----      ----      ----      ----       .09    +.01                    .08
OCT20      ----      ----      ----      ----       .07    +.01                    .06
NOV20      ----      ----      ----      ----       .07    +.02                    .05
DEC20      ----      ----      ----      ----       .12    +.01                    .11
JAN21      ----      ----      ----      ----       .10    UNCH                    .10
FEB21      ----      ----      ----      ----       .09    UNCH                    .09
MAR21      ----      ----      ----      ----       .09    -.01                    .10
APR21      ----      ----      ----      ----       .10    +.02                    .08
MAY21      ----      ----      ----      ----       .07    UNCH                    .07
JUN21      ----      ----      ----      ----       .10    UNCH                    .10
JLY21      ----      ----      ----      ----       .04    -.01                    .05
AUG21      ----      ----      ----      ----       .05    +.01                    .04
SEP21      ----      ----      ----      ----       .06    +.02                    .04
OCT21      ----      ----      ----      ----       .05    +.01                    .04
NOV21      ----      ----      ----      ----       .02    +.01                    .01
DEC21      ----      ----      ----      ----       .08    +.01                    .07
JAN22      ----      ----      ----      ----       .08    +.01                    .07
FEB22      ----      ----      ----      ----       .08    +.01                    .07
MAR22      ----      ----      ----      ----       .05    +.01                    .04
APR22      ----      ----      ----      ----       .04    UNCH                    .04
MAY22      ----      ----      ----      ----       .02    +.01                    .01
JUN22      ----      ----      ----      ----       .03    +.01                    .02
JLY22      ----      ----      ----      ----       .02    UNCH                    .02
AUG22      ----      ----      ----      ----       .01    +.01                    .00
SEP22      ----      ----      ----      ----       .00    +.01                   -.01
OCT22      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV22      ----      ----      ----      ----       .00    +.02                   -.02
DEC22      ----      ----      ----      ----       .04    UNCH                    .04
JAN23      ----      ----      ----      ----       .03    UNCH                    .03
FEB23      ----      ----      ----      ----       .02    UNCH                    .02
MAR23      ----      ----      ----      ----       .01    UNCH                    .01
APR23      ----      ----      ----      ----       .00    UNCH                    .00
MAY23      ----      ----      ----      ----       .00    +.01                   -.01
JUN23      ----      ----      ----      ----       .00    UNCH                    .00
JLY23      ----      ----      ----      ----      -.01    UNCH                   -.01
AUG23      ----      ----      ----      ----      -.02    UNCH                   -.02
SEP23      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT23      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV23      ----      ----      ----      ----      -.03    +.03                   -.06
DEC23      ----      ----      ----      ----      -.01    UNCH                   -.01
JAN24      ----      ----      ----      ----       .01    UNCH                    .01
FEB24      ----      ----      ----      ----       .06    UNCH                    .06
MAR24      ----      ----      ----      ----       .00    UNCH                    .00
APR24      ----      ----      ----      ----      -.01    UNCH                   -.01
MAY24      ----      ----      ----      ----      -.03    UNCH                   -.03
JUN24      ----      ----      ----      ----      -.01    UNCH                   -.01
JLY24      ----      ----      ----      ----       .00    UNCH                    .00
AUG24      ----      ----      ----      ----       .01    UNCH                    .01
SEP24      ----      ----      ----      ----      -.01    UNCH                   -.01
OCT24      ----      ----      ----      ----      -.05    UNCH                   -.05
NOV24      ----      ----      ----      ----      -.05    UNCH                   -.05
BH NY Harbor ULSD Bullet Futures
MAR19      ----      ----      ----      ----    1.9074  -.0053                 1.9127                      13
APR19      ----      ----      ----      ----    1.9003  -.0070                 1.9073                      13
MAY19      ----      ----      ----      ----    1.8973  -.0075                 1.9048                      13
JUN19      ----      ----      ----      ----    1.9001  -.0074                 1.9075                      13
JLY19      ----      ----      ----      ----    1.9087  -.0072                 1.9159                      13
AUG19      ----      ----      ----      ----    1.9179  -.0072                 1.9251                      13
SEP19      ----      ----      ----      ----    1.9278  -.0073                 1.9351                      13
OCT19      ----      ----      ----      ----    1.9373  -.0069                 1.9442                      13
NOV19      ----      ----      ----      ----    1.9469  -.0064                 1.9533                      13
DEC19      ----      ----      ----      ----    1.9549  -.0063                 1.9612                      13
JAN20      ----      ----      ----      ----    1.9618  -.0060                 1.9678                       2
FEB20      ----      ----      ----      ----    1.9628  -.0058                 1.9686                       2
MAR20      ----      ----      ----      ----    1.9600  -.0055                 1.9655                       2
APR20      ----      ----      ----      ----    1.9499  -.0054                 1.9553                       2
MAY20      ----      ----      ----      ----    1.9448  -.0054                 1.9502                       2
JUN20      ----      ----      ----      ----    1.9437  -.0050                 1.9487                       2
JLY20      ----      ----      ----      ----    1.9465  -.0051                 1.9516                       2
AUG20      ----      ----      ----      ----    1.9488  -.0050                 1.9538                       2
SEP20      ----      ----      ----      ----    1.9510  -.0048                 1.9558                       2
OCT20      ----      ----      ----      ----    1.9538  -.0047                 1.9585                       2
NOV20      ----      ----      ----      ----    1.9554  -.0047                 1.9601                       2
DEC20      ----      ----      ----      ----    1.9549  -.0047                 1.9596                       2
JAN21      ----      ----      ----      ----    1.9555  -.0046                 1.9601
FEB21      ----      ----      ----      ----    1.9530  -.0047                 1.9577
MAR21      ----      ----      ----      ----    1.9484  -.0048                 1.9532
APR21      ----      ----      ----      ----    1.9416  -.0050                 1.9466
MAY21      ----      ----      ----      ----    1.9410  -.0051                 1.9461
JUN21      ----      ----      ----      ----    1.9449  -.0052                 1.9501
JLY21      ----      ----      ----      ----    1.9511  -.0052                 1.9563
AUG21      ----      ----      ----      ----    1.9537  -.0052                 1.9589
SEP21      ----      ----      ----      ----    1.9540  -.0052                 1.9592
OCT21      ----      ----      ----      ----    1.9537  -.0052                 1.9589
NOV21      ----      ----      ----      ----    1.9516  -.0052                 1.9568
DEC21      ----      ----      ----      ----    1.9494  -.0052                 1.9546
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      154
BZ1 Brent Crude Oil TAM Singapore Future
APR19      ----      ----      ----      ----     62.87   +2.06                  60.81
MAY19      ----      ----      ----      ----     62.89   +2.00                  60.89
JUN19      ----      ----      ----      ----     62.92   +1.95                  60.97
BZ2 Brent Crude Oil TAM LONDON Future
APR19      ----      ----      ----      ----     62.28    +.21                  62.07
MAY19      ----      ----      ----      ----     62.29    +.19                  62.10
JUN19      ----      ----      ----      ----     62.32    +.16                  62.16
BZL BZ TAM LONDON FUTURE
APR19      ----      ----      ----      ----       .00    UNCH                    .00
MAY19      ----      ----      ----      ----       .00    UNCH                    .00
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
APR19      ----      ----      ----      ----       .00    UNCH                    .00
MAY19      ----      ----      ----      ----       .00    UNCH                    .00
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
MAR19      ----      ----      ----      ----      -.33    -.04                   -.29
APR19      ----      ----      ----      ----      -.40    -.07                   -.33
MAY19      ----      ----      ----      ----      -.41    -.08                   -.33
JUN19      ----      ----      ----      ----      -.35    -.06                   -.29
JLY19      ----      ----      ----      ----      -.28    -.07                   -.21
AUG19      ----      ----      ----      ----      -.18    -.08                   -.10
SEP19      ----      ----      ----      ----      -.07    -.06                   -.01
OCT19      ----      ----      ----      ----       .00    -.06                    .06
NOV19      ----      ----      ----      ----       .06    -.05                    .11
DEC19      ----      ----      ----      ----       .09    -.06                    .15
JAN20      ----      ----      ----      ----       .11    -.05                    .16
FEB20      ----      ----      ----      ----       .12    -.03                    .15
MAR20      ----      ----      ----      ----       .12    -.02                    .14
APR20      ----      ----      ----      ----       .10    -.01                    .11
MAY20      ----      ----      ----      ----       .09    -.02                    .11
JUN20      ----      ----      ----      ----       .13    +.01                    .12
JLY20      ----      ----      ----      ----       .12    +.01                    .11
AUG20      ----      ----      ----      ----       .09    UNCH                    .09
SEP20      ----      ----      ----      ----       .09    +.01                    .08
OCT20      ----      ----      ----      ----       .07    +.01                    .06
NOV20      ----      ----      ----      ----       .07    +.02                    .05
DEC20      ----      ----      ----      ----       .12    +.01                    .11
JAN21      ----      ----      ----      ----       .10    UNCH                    .10
FEB21      ----      ----      ----      ----       .09    UNCH                    .09
MAR21      ----      ----      ----      ----       .09    -.01                    .10
APR21      ----      ----      ----      ----       .10    +.02                    .08
MAY21      ----      ----      ----      ----       .07    UNCH                    .07
JUN21      ----      ----      ----      ----       .10    UNCH                    .10
JLY21      ----      ----      ----      ----       .04    -.01                    .05
AUG21      ----      ----      ----      ----       .05    +.01                    .04
SEP21      ----      ----      ----      ----       .06    +.02                    .04
OCT21      ----      ----      ----      ----       .05    +.01                    .04
NOV21      ----      ----      ----      ----       .02    +.01                    .01
DEC21      ----      ----      ----      ----       .08    +.01                    .07
JAN22      ----      ----      ----      ----       .08    +.01                    .07
FEB22      ----      ----      ----      ----       .08    +.01                    .07
MAR22      ----      ----      ----      ----       .05    +.01                    .04
APR22      ----      ----      ----      ----       .04    UNCH                    .04
MAY22      ----      ----      ----      ----       .02    +.01                    .01
JUN22      ----      ----      ----      ----       .03    +.01                    .02
JLY22      ----      ----      ----      ----       .02    UNCH                    .02
AUG22      ----      ----      ----      ----       .01    +.01                    .00
SEP22      ----      ----      ----      ----       .00    +.01                   -.01
OCT22      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV22      ----      ----      ----      ----       .00    +.02                   -.02
DEC22      ----      ----      ----      ----       .04    UNCH                    .04
JAN23      ----      ----      ----      ----       .03    UNCH                    .03
FEB23      ----      ----      ----      ----       .02    UNCH                    .02
MAR23      ----      ----      ----      ----       .01    UNCH                    .01
APR23      ----      ----      ----      ----       .00    UNCH                    .00
MAY23      ----      ----      ----      ----       .00    +.01                   -.01
JUN23      ----      ----      ----      ----       .00    UNCH                    .00
JLY23      ----      ----      ----      ----      -.01    UNCH                   -.01
AUG23      ----      ----      ----      ----      -.02    UNCH                   -.02
SEP23      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT23      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV23      ----      ----      ----      ----      -.03    +.03                   -.06
DEC23      ----      ----      ----      ----      -.01    UNCH                   -.01
JAN24      ----      ----      ----      ----       .01    UNCH                    .01
FEB24      ----      ----      ----      ----       .06    UNCH                    .06
MAR24      ----      ----      ----      ----       .00    UNCH                    .00
APR24      ----      ----      ----      ----      -.01    UNCH                   -.01
MAY24      ----      ----      ----      ----      -.03    UNCH                   -.03
JUN24      ----      ----      ----      ----      -.01    UNCH                   -.01
JLY24      ----      ----      ----      ----       .00    UNCH                    .00
AUG24      ----      ----      ----      ----       .01    UNCH                    .01
SEP24      ----      ----      ----      ----      -.01    UNCH                   -.01
OCT24      ----      ----      ----      ----      -.05    UNCH                   -.05
NOV24      ----      ----      ----      ----      -.05    UNCH                   -.05
DEC24      ----      ----      ----      ----       .07    UNCH                    .07
JAN25      ----      ----      ----      ----      -.02    UNCH                   -.02
FEB25      ----      ----      ----      ----       .00    UNCH                    .00
MAR25      ----      ----      ----      ----      -.03    UNCH                   -.03
APR25      ----      ----      ----      ----       .01    UNCH                    .01
MAY25      ----      ----      ----      ----       .01    UNCH                    .01
JUN25      ----      ----      ----      ----      -.04    UNCH                   -.04
JLY25      ----      ----      ----      ----      -.01    UNCH                   -.01
AUG25      ----      ----      ----      ----      -.01    UNCH                   -.01
SEP25      ----      ----      ----      ----       .00    UNCH                    .00
OCT25      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV25      ----      ----      ----      ----       .01    UNCH                    .01
DEC25      ----      ----      ----      ----       .06    UNCH                    .06
JAN26      ----      ----      ----      ----      -.05    UNCH                   -.05
FEB26      ----      ----      ----      ----       .03    UNCH                    .03
MAR26      ----      ----      ----      ----      -.04    UNCH                   -.04
APR26      ----      ----      ----      ----       .00    UNCH                    .00
MAY26      ----      ----      ----      ----       .01    UNCH                    .01
JUN26      ----      ----      ----      ----      -.06    UNCH                   -.06
JLY26      ----      ----      ----      ----       .00    UNCH                    .00
AUG26      ----      ----      ----      ----      -.01    UNCH                   -.01
SEP26      ----      ----      ----      ----      -.02    UNCH                   -.02
OCT26      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV26      ----      ----      ----      ----       .02    UNCH                    .02
DEC26      ----      ----      ----      ----       .05    UNCH                    .05
JAN27      ----      ----      ----      ----      -.01    UNCH                   -.01
FEB27      ----      ----      ----      ----       .03    UNCH                    .03
MAR27      ----      ----      ----      ----       .00    UNCH                    .00
APR27      ----      ----      ----      ----       .02    UNCH                    .02
MAY27      ----      ----      ----      ----       .03    UNCH                    .03
JUN27      ----      ----      ----      ----      -.03    UNCH                   -.03
JLY27      ----      ----      ----      ----       .01    UNCH                    .01
AUG27      ----      ----      ----      ----       .02    UNCH                    .02
SEP27      ----      ----      ----      ----       .00    UNCH                    .00
OCT27      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV27      ----      ----      ----      ----       .01    UNCH                    .01
DEC27      ----      ----      ----      ----       .08    UNCH                    .08
JAN28      ----      ----      ----      ----      -.01    UNCH                   -.01
CL Light Sweet Crude Oil Futures
MAR19     55.32     55.75     53.29     54.79     54.56    -.70      609509      55.26      689566      457940
APR19     55.60     56.05     53.62     55.11     54.89    -.66      126903      55.55      110684      181412
MAY19     55.95     56.40     54.01     55.51B    55.29    -.59       77684      55.88       65390      149105
JUN19     56.30     56.74     54.40A    55.92B    55.70    -.51       95390      56.21       73175      237769
JLY19     56.70     56.99     54.75     56.27     56.05    -.45       36572      56.50       33458      151026
AUG19     56.65     57.09B    55.05     56.42     56.33    -.38       20624      56.71       22179       75922
SEP19     56.79     57.20     55.23     56.73     56.51    -.30       29540      56.81       25663       88739
OCT19     56.72     57.02B    55.55A    56.78     56.58    -.24        7848      56.82        8207       65167
NOV19     57.00     57.28B    55.41     56.58     56.58    -.18        9825      56.76        6304       50758
DEC19     56.69     57.18     55.12     56.70A    56.52    -.13       57382      56.65       55597      175754
JAN20     56.02     56.80B    55.02A    56.50     56.43    -.07        5569      56.50        4313       42394
FEB20     55.86     56.75B    55.26A    56.28     56.32    -.02        6617      56.34        2653       21310
MAR20     56.30     56.30     54.94A    56.17A    56.20    +.01       11727      56.19        6516       43820
APR20      ----      ----     55.17A    55.73B    56.08    +.03        2416      56.05        2359       10082
MAY20      ----      ----     55.11A    55.59B    55.98    +.04        1992      55.94        1606       10391
JUN20     55.83     56.22     54.46A    56.03A    55.89    +.06       14021      55.83       14037       61102
JLY20      ----      ----     54.93A    55.38B    55.76    +.05        2255      55.71        1350       10177
AUG20      ----      ----     55.03A    55.03A    55.64    +.04         808      55.60         410        6990
SEP20      ----      ----     54.66A    55.20B    55.55    +.04         497      55.51         476       15309
OCT20      ----      ----     54.58A    55.09B    55.46    +.03           3      55.43          30        9023
NOV20      ----      ----     54.53A    55.01B    55.39    +.02                  55.37         250        7533
DEC20     55.36     55.68B    54.00     55.43     55.32    UNCH       12999      55.32       19852       98869
JAN21      ----      ----     54.53A    54.70B    55.20    -.01          14      55.21                    8159
FEB21      ----      ----      ----      ----     55.10    -.01          15      55.11           1        3148
MAR21      ----      ----      ----      ----     55.01    -.01          10      55.02           1        3812
APR21      ----      ----      ----      ----     54.92    UNCH           6      54.92                    4780
MAY21      ----      ----      ----      ----     54.82    -.02                  54.84                    2700
JUN21     54.91     54.98B    53.52A    54.78     54.75    -.02         970      54.77        1874       16683
JLY21      ----      ----      ----      ----     54.65    -.02                  54.67                    4652
AUG21      ----      ----      ----      ----     54.61    -.01                  54.62                    2504
SEP21      ----      ----      ----      ----     54.56    -.02                  54.58                    3070
OCT21      ----      ----      ----      ----     54.50    -.04                  54.54                    2737
NOV21      ----      ----      ----      ----     54.45    -.05                  54.50                    1614
DEC21     54.53     54.56B    53.33     54.43     54.43    -.06        1804      54.49        4034       25305
JAN22      ----      ----      ----      ----     54.35    -.07           1      54.42         100         582
FEB22      ----      ----      ----      ----     54.27    -.08         850      54.35         500        3926
MAR22      ----      ----      ----      ----     54.19    -.09         851      54.28         400         850
APR22      ----      ----      ----      ----     54.14    -.10                  54.24
MAY22      ----      ----      ----      ----     54.10    -.10                  54.20
JUN22      ----      ----      ----      ----     54.08    -.11          13      54.19          22        2010
JLY22      ----      ----      ----      ----     54.05    -.12                  54.17
AUG22      ----      ----      ----      ----     54.03    -.12                  54.15
SEP22      ----      ----      ----      ----     54.02    -.13                  54.15
OCT22      ----      ----      ----      ----     54.02    -.14                  54.16
NOV22      ----      ----      ----      ----     54.03    -.14                  54.17
DEC22     54.11     54.28B    53.04A    53.97A    54.03    -.16         116      54.19         351       11658
JAN23      ----      ----      ----      ----     53.99    -.16                  54.15
FEB23      ----      ----      ----      ----     53.96    -.16                  54.12
MAR23      ----      ----      ----      ----     53.94    -.16                  54.10
APR23      ----      ----      ----      ----     53.93    -.16                  54.09
MAY23      ----      ----      ----      ----     53.93    -.16                  54.09
JUN23      ----      ----      ----      ----     53.93    -.17                  54.10                      21
JLY23      ----      ----      ----      ----     53.93    -.17                  54.10
AUG23      ----      ----      ----      ----     53.94    -.17                  54.11
SEP23      ----      ----      ----      ----     53.96    -.17                  54.13
OCT23      ----      ----      ----      ----     53.99    -.17                  54.16
NOV23      ----      ----      ----      ----     54.03    -.17                  54.20
DEC23      ----      ----      ----      ----     54.06    -.20          37      54.26           5        2246
JAN24      ----      ----      ----      ----     54.07    -.20                  54.27
FEB24      ----      ----      ----      ----     54.06    -.20                  54.26
MAR24      ----      ----      ----      ----     54.00    -.20                  54.20
APR24      ----      ----      ----      ----     54.00    -.20                  54.20
MAY24      ----      ----      ----      ----     54.01    -.20                  54.21
JUN24      ----      ----      ----      ----     54.04    -.20                  54.24                       6
JLY24      ----      ----      ----      ----     54.05    -.20                  54.25
AUG24      ----      ----      ----      ----     54.05    -.20                  54.25
SEP24      ----      ----      ----      ----     54.04    -.20                  54.24
OCT24      ----      ----      ----      ----     54.05    -.20                  54.25
NOV24      ----      ----      ----      ----     54.10    -.20                  54.30
DEC24      ----      ----      ----      ----     54.15    -.20           7      54.35           1        2246
JAN25      ----      ----      ----      ----     54.08    -.20                  54.28
FEB25      ----      ----      ----      ----     54.10    -.20                  54.30
MAR25      ----      ----      ----      ----     54.10    -.20                  54.30
APR25      ----      ----      ----      ----     54.13    -.20                  54.33
MAY25      ----      ----      ----      ----     54.12    -.20                  54.32
JUN25      ----      ----      ----      ----     54.11    -.20                  54.31
JLY25      ----      ----      ----      ----     54.15    -.20                  54.35
AUG25      ----      ----      ----      ----     54.16    -.20                  54.36
SEP25      ----      ----      ----      ----     54.17    -.20                  54.37
OCT25      ----      ----      ----      ----     54.17    -.20                  54.37
NOV25      ----      ----      ----      ----     54.23    -.20                  54.43
DEC25      ----      ----      ----      ----     54.22    -.20           1      54.42                     199
JAN26      ----      ----      ----      ----     54.16    -.20                  54.36
FEB26      ----      ----      ----      ----     54.21    -.20                  54.41
MAR26      ----      ----      ----      ----     54.18    -.20                  54.38
APR26      ----      ----      ----      ----     54.22    -.20                  54.42
MAY26      ----      ----      ----      ----     54.22    -.20                  54.42
JUN26      ----      ----      ----      ----     54.21    -.20                  54.41
JLY26      ----      ----      ----      ----     54.27    -.20                  54.47
AUG26      ----      ----      ----      ----     54.27    -.20                  54.47
SEP26      ----      ----      ----      ----     54.28    -.20                  54.48
OCT26      ----      ----      ----      ----     54.30    -.20                  54.50
NOV26      ----      ----      ----      ----     54.36    -.20                  54.56
DEC26      ----      ----      ----      ----     54.34    -.20                  54.54                       7
JAN27      ----      ----      ----      ----     54.29    -.20                  54.49
FEB27      ----      ----      ----      ----     54.30    -.20                  54.50
MAR27      ----      ----      ----      ----     54.27    -.20                  54.47
APR27      ----      ----      ----      ----     54.27    -.20                  54.47
MAY27      ----      ----      ----      ----     54.25    -.20                  54.45
JUN27      ----      ----      ----      ----     54.22    -.20                  54.42
JLY27      ----      ----      ----      ----     54.25    -.20                  54.45
AUG27      ----      ----      ----      ----     54.24    -.20                  54.44
SEP27      ----      ----      ----      ----     54.22    -.20                  54.42
OCT27      ----      ----      ----      ----     54.22    -.20                  54.42
