W Wheat Futures
SEP17     504'4     508'2     495'0     507'0     505'6    +2'6       65783      503'0       71108      199071
DEC17     528'2     531'4     518'6     530'4     529'2    +2'4       29922      526'6       29023      131313
MAR18     548'0     550'4     538'4     550'4     549'4    +3'0       10242      546'4        9638       51382
MAY18     558'0     560'6B    549'2     560'6B    560'0    +3'0        1834      557'0        2150       16397
JLY18     562'2     565'2B    554'2     565'2B    564'2    +2'4        3340      561'6        3508       26934
SEP18     569'0     573'6B    563'6A    573'6B    572'6    +2'4          93      570'2         186        2190
DEC18     583'2     586'6B    577'0     586'6B    585'4    +2'2         345      583'2         720        8581
MAR19      ----     590'2B     ----     590'2B    593'0    +3'0          19      590'0          15         861
MAY19      ----      ----      ----      ----     590'4    +3'0                  587'4           8          34
JLY19     578'4     580'2B    578'4     580'2B    584'6    +6'0          12      578'6          17         284
SEP19      ----      ----      ----      ----     584'6    +6'0                  578'6
9100       ----      ----      ----      ----     345'7    -2'3                  348'2

WEO SEP17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     68.00   -1.25                  69.25
10200      ----      ----      ----      ----     66.00   -1.25                  67.25
10400      ----      ----      ----      ----     64.25   -1.00                  65.25
10600      ----      ----      ----      ----     62.25   -1.00                  63.25
10800      ----      ----      ----      ----     60.25   -1.00                  61.25
11000      ----      ----      ----      ----     58.25   -1.00                  59.25
11200      ----      ----      ----      ----     56.25   -1.00                  57.25
11400      ----      ----      ----      ----     54.25   -1.00                  55.25
11600      ----      ----      ----      ----     52.25   -1.00                  53.25
11800      ----      ----      ----      ----     50.25   -1.00                  51.25
11900      ----      ----      ----      ----     49.25   -1.00                  50.25
12000      ----      ----      ----      ----     48.25   -1.00                  49.25
12100      ----      ----      ----      ----     47.25   -1.00                  48.25
12200      ----      ----      ----      ----     46.25   -1.00                  47.25
12300      ----      ----      ----      ----     45.25   -1.00                  46.25
12400      ----      ----      ----      ----     44.25   -1.00                  45.25
12500      ----      ----      ----      ----     43.25   -1.00                  44.25
12600      ----      ----      ----      ----     42.25   -1.00                  43.25
12700      ----      ----      ----      ----     41.25   -1.00                  42.25
12800      ----      ----      ----      ----     40.25   -1.25                  41.50
12900      ----      ----      ----      ----     39.25   -1.25                  40.50
13000      ----      ----      ----      ----     38.25   -1.25                  39.50
13100      ----      ----      ----      ----     37.25   -1.25                  38.50
13200      ----      ----      ----      ----     36.25   -1.25                  37.50
13300      ----      ----      ----      ----     35.25   -1.25                  36.50
13400      ----      ----      ----      ----     34.25   -1.25                  35.50
13500      ----      ----      ----      ----     33.50   -1.00                  34.50
13600      ----      ----      ----      ----     32.50   -1.00                  33.50
13700      ----      ----      ----      ----     31.50   -1.00                  32.50
13800      ----      ----      ----      ----     30.50   -1.00                  31.50
13900      ----      ----      ----      ----     29.50   -1.00                  30.50
14000      ----      ----      ----      ----     28.50   -1.00                  29.50
14100      ----      ----      ----      ----     27.50   -1.00                  28.50
14200      ----      ----      ----      ----     26.50   -1.00                  27.50
14300      ----      ----      ----      ----     25.50   -1.00                  26.50
14400      ----      ----      ----      ----     24.50   -1.00                  25.50
14500      ----      ----      ----      ----     23.50   -1.00                  24.50
14600      ----      ----      ----      ----     22.50   -1.00                  23.50
14700      ----      ----      ----      ----     21.50   -1.00                  22.50
14800      ----      ----      ----      ----     20.50   -1.00                  21.50
14900      ----      ----      ----      ----     19.50   -1.00                  20.50
15000      ----      ----      ----      ----     18.50   -1.00                  19.50
15100      ----      ----      ----      ----     17.75    -.75                  18.50
15200      ----      ----      ----      ----     16.75    -.75                  17.50
15300      ----      ----      ----      ----     15.75    -.75                  16.50
15400      ----      ----      ----      ----     14.75    -.75                  15.50
15500      ----      ----      ----      ----     13.75    -.75                  14.50
15600      ----      ----      ----      ----     12.75    -.75                  13.50
15700      ----      ----      ----      ----     11.75    -.75                  12.50
15800      ----      ----      ----      ----     11.00    -.50                  11.50
15900      ----      ----      ----      ----     10.00    -.75                  10.75
16000      ----      ----      ----      ----      9.25    -.50                   9.75
16100      ----      ----      ----      ----      8.25    -.50                   8.75
16200      ----      ----      ----      ----      7.50    -.50                   8.00
16300      ----      ----      ----      ----      6.75    -.50                   7.25
16400      ----      ----      ----      ----      6.00    -.50                   6.50
16500      ----      ----      ----      ----      5.50    -.50                   6.00
16600      ----      ----      ----      ----      5.00    -.50                   5.50
16700      ----      ----      ----      ----      4.50    -.50                   5.00
16800      ----      ----      ----      ----      4.00    -.50                   4.50
16900      ----      ----      ----      ----      3.50    -.75                   4.25
17000      ----      ----      ----      ----      3.25    -.75                   4.00
17100      ----      ----      ----      ----      3.00    -.50                   3.50
17200      ----      ----      ----      ----      2.75    -.50                   3.25
17300      ----      ----      ----      ----      2.50    -.50                   3.00
17400      ----      ----      ----      ----      2.25    -.50                   2.75
17500      ----      ----      ----      ----      2.00    -.50                   2.50
17600      ----      ----      ----      ----      2.00    -.25                   2.25
17700      ----      ----      ----      ----      1.75    -.25                   2.00
17800      ----      ----      ----      ----      1.50    -.50                   2.00
17900      ----      ----      ----      ----      1.50    -.25                   1.75
18000      ----      ----      ----      ----      1.50    UNCH                   1.50
18100      ----      ----      ----      ----      1.25    -.25                   1.50
18200      ----      ----      ----      ----      1.25    UNCH                   1.25
18300      ----      ----      ----      ----      1.25    UNCH                   1.25
18400      ----      ----      ----      ----      1.00    UNCH                   1.00
18500      ----      ----      ----      ----      1.00    UNCH                   1.00
18600      ----      ----      ----      ----      1.00    UNCH                   1.00
18700      ----      ----      ----      ----      1.00    +.25                    .75
18800      ----      ----      ----      ----       .75    UNCH                    .75
18900      ----      ----      ----      ----       .75    UNCH                    .75
19000      ----      ----      ----      ----       .75    +.25                    .50
19100      ----      ----      ----      ----       .75    +.25                    .50
19200      ----      ----      ----      ----       .75    +.25                    .50
19300      ----      ----      ----      ----       .75    +.25                    .50
19400      ----      ----      ----      ----       .75    +.25                    .50
19500      ----      ----      ----      ----       .50    UNCH                    .50
19600      ----      ----      ----      ----       .50    UNCH                    .50
19700      ----      ----      ----      ----       .50    UNCH                    .50
19800      ----      ----      ----      ----       .50    +.25                    .25
19900      ----      ----      ----      ----       .50    +.25                    .25
20000      ----      ----      ----      ----       .50    +.25                    .25
20100      ----      ----      ----      ----       .50    +.25                    .25
20200      ----      ----      ----      ----       .50    +.25                    .25
20300      ----      ----      ----      ----       .50    +.25                    .25
20400      ----      ----      ----      ----       .50    +.25                    .25
20500      ----      ----      ----      ----       .50    +.25                    .25
20600      ----      ----      ----      ----       .50    +.25                    .25
20700      ----      ----      ----      ----       .50    +.25                    .25
20800      ----      ----      ----      ----       .50    +.25                    .25
20900      ----      ----      ----      ----       .50    +.25                    .25
21000      ----      ----      ----      ----       .25    UNCH                    .25
21100      ----      ----      ----      ----       .25    UNCH                    .25
21200      ----      ----      ----      ----       .25    UNCH                    .25
21300      ----      ----      ----      ----       .25    UNCH                    .25
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
8000       ----      ----      ----      ----     88.00   -1.00                  89.00
8200       ----      ----      ----      ----     86.00   -1.00                  87.00
8400       ----      ----      ----      ----     84.00   -1.00                  85.00
8600       ----      ----      ----      ----     82.00   -1.00                  83.00
8800       ----      ----      ----      ----     80.00   -1.00                  81.00
9000       ----      ----      ----      ----     78.00   -1.00                  79.00
9200       ----      ----      ----      ----     76.00   -1.00                  77.00
9400       ----      ----      ----      ----     74.00   -1.00                  75.00
9600       ----      ----      ----      ----     72.00   -1.00                  73.00
9800       ----      ----      ----      ----     70.00   -1.25                  71.25
WEO DEC17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     73.50    -.75                  74.25
10200      ----      ----      ----      ----     71.50    -.75                  72.25
10400      ----      ----      ----      ----     69.50    -.75                  70.25
10600      ----      ----      ----      ----     67.50    -.75                  68.25
10800      ----      ----      ----      ----     65.50    -.75                  66.25
11000      ----      ----      ----      ----     63.50    -.75                  64.25
11200      ----      ----      ----      ----     61.75    -.50                  62.25
11400      ----      ----      ----      ----     59.75    -.50                  60.25
11600      ----      ----      ----      ----     57.75    -.50                  58.25
11800      ----      ----      ----      ----     55.75    -.50                  56.25
12000      ----      ----      ----      ----     53.75    -.50                  54.25
12200      ----      ----      ----      ----     52.00    -.25                  52.25
12300      ----      ----      ----      ----     51.00    -.25                  51.25
12400      ----      ----      ----      ----     50.00    -.25                  50.25
12500      ----      ----      ----      ----     49.00    -.25                  49.25
12600      ----      ----      ----      ----     48.00    -.25                  48.25
12700      ----      ----      ----      ----     47.00    -.25                  47.25
12800      ----      ----      ----      ----     46.00    -.25                  46.25
12900      ----      ----      ----      ----     45.00    -.25                  45.25
13000      ----      ----      ----      ----     44.25    UNCH                  44.25
13100      ----      ----      ----      ----     43.25    UNCH                  43.25
13200      ----      ----      ----      ----     42.25    UNCH                  42.25
13300      ----      ----      ----      ----     41.25    UNCH                  41.25
13400      ----      ----      ----      ----     40.25    -.25                  40.50
13500      ----      ----      ----      ----     39.25    -.25                  39.50
13600      ----      ----      ----      ----     38.25    -.25                  38.50
13700      ----      ----      ----      ----     37.25    -.25                  37.50
13800      ----      ----      ----      ----     36.25    -.25                  36.50
13900      ----      ----      ----      ----     35.50    UNCH                  35.50
14000      ----      ----      ----      ----     34.50    UNCH                  34.50
14100      ----      ----      ----      ----     33.50    UNCH                  33.50
14200      ----      ----      ----      ----     32.50    UNCH                  32.50
14300      ----      ----      ----      ----     31.50    UNCH                  31.50
14400      ----      ----      ----      ----     30.50    -.25                  30.75
14500      ----      ----      ----      ----     29.50    -.25                  29.75
14600      ----      ----      ----      ----     28.50    -.25                  28.75
14700      ----      ----      ----      ----     27.50    -.25                  27.75
14800      ----      ----      ----      ----     26.75    UNCH                  26.75
14900      ----      ----      ----      ----     25.75    -.25                  26.00
15000      ----      ----      ----      ----     24.75    -.25                  25.00
15100      ----      ----      ----      ----     23.75    -.25                  24.00
15200      ----      ----      ----      ----     23.00    -.25                  23.25
15300      ----      ----      ----      ----     22.00    -.25                  22.25
15400      ----      ----      ----      ----     21.25    -.25                  21.50
15500      ----      ----      ----      ----     20.25    -.25                  20.50
15600      ----      ----      ----      ----     19.50    -.25                  19.75
15700      ----      ----      ----      ----     18.50    -.25                  18.75
15800      ----      ----      ----      ----     17.75    -.25                  18.00
15900      ----      ----      ----      ----     17.00    -.25                  17.25
16000      ----      ----      ----      ----     16.25    UNCH                  16.25
16100      ----      ----      ----      ----     15.25    -.25                  15.50
16200      ----      ----      ----      ----     14.50    -.25                  14.75
16300      ----      ----      ----      ----     13.75    -.25                  14.00
16400      ----      ----      ----      ----     13.00    -.25                  13.25
16500      ----      ----      ----      ----     12.25    -.50                  12.75
16600      ----      ----      ----      ----     11.50    -.50                  12.00
16700      ----      ----      ----      ----     11.00    -.25                  11.25
16800      ----      ----      ----      ----     10.25    -.50                  10.75
16900      ----      ----      ----      ----      9.50    -.75                  10.25
17000      ----      ----      ----      ----      9.00    -.50                   9.50
17100      ----      ----      ----      ----      8.50    -.50                   9.00
17200      ----      ----      ----      ----      8.00    -.50                   8.50
17300      ----      ----      ----      ----      7.25    -.75                   8.00
17400      ----      ----      ----      ----      6.75   -1.00                   7.75
17500      ----      ----      ----      ----      6.50    -.75                   7.25                      50
17600      ----      ----      ----      ----      6.00    -.75                   6.75
17700      ----      ----      ----      ----      5.50   -1.00                   6.50
17800      ----      ----      ----      ----      5.25   -1.00                   6.25
17900      ----      ----      ----      ----      5.00    -.75                   5.75
18000      ----      ----      ----      ----      4.75    -.75                   5.50
18100      ----      ----      ----      ----      4.50    -.75                   5.25
18200      ----      ----      ----      ----      4.25    -.75                   5.00
18300      ----      ----      ----      ----      4.00    -.75                   4.75
18400      ----      ----      ----      ----      3.75    -.75                   4.50
18500      ----      ----      ----      ----      3.75    -.50                   4.25
18600      ----      ----      ----      ----      3.50    -.75                   4.25
18700      ----      ----      ----      ----      3.50    -.50                   4.00
18800      ----      ----      ----      ----      3.25    -.50                   3.75
18900      ----      ----      ----      ----      3.25    -.25                   3.50
19000      ----      ----      ----      ----      3.25    -.25                   3.50                      50
19100      ----      ----      ----      ----      3.00    -.25                   3.25
19200      ----      ----      ----      ----      3.00    -.25                   3.25
19300      ----      ----      ----      ----      3.00    UNCH                   3.00
19400      ----      ----      ----      ----      3.00    UNCH                   3.00
19500      ----      ----      ----      ----      2.75    UNCH                   2.75
19600      ----      ----      ----      ----      2.75    UNCH                   2.75
19700      ----      ----      ----      ----      2.75    +.25                   2.50
19800      ----      ----      ----      ----      2.75    +.25                   2.50
19900      ----      ----      ----      ----      2.50    UNCH                   2.50
20000      ----      ----      ----      ----      2.50    +.25                   2.25
20100      ----      ----      ----      ----      2.50    +.25                   2.25
20200      ----      ----      ----      ----      2.50    +.25                   2.25
20300      ----      ----      ----      ----      2.50    +.50                   2.00
20400      ----      ----      ----      ----      2.25    +.25                   2.00
20500      ----      ----      ----      ----      2.25    +.25                   2.00
20600      ----      ----      ----      ----      2.25    +.25                   2.00
20700      ----      ----      ----      ----      2.25    +.50                   1.75
20800      ----      ----      ----      ----      2.00    +.25                   1.75
20900      ----      ----      ----      ----      2.00    +.25                   1.75
21000      ----      ----      ----      ----      2.00    +.25                   1.75
21100      ----      ----      ----      ----      2.00    +.50                   1.50
21200      ----      ----      ----      ----      2.00    +.50                   1.50
21300      ----      ----      ----      ----      2.00    +.50                   1.50
21400      ----      ----      ----      ----      1.75    +.25                   1.50
21500      ----      ----      ----      ----      1.75    +.25                   1.50
21600      ----      ----      ----      ----      1.75    +.25                   1.50
21700      ----      ----      ----      ----      1.75    +.50                   1.25
21800      ----      ----      ----      ----      1.75    +.50                   1.25
21900      ----      ----      ----      ----      1.50    +.25                   1.25
22000      ----      ----      ----      ----      1.50    +.25                   1.25
22100      ----      ----      ----      ----      1.50    +.25                   1.25
22200      ----      ----      ----      ----      1.50    +.25                   1.25
22300      ----      ----      ----      ----      1.50    +.25                   1.25
22400      ----      ----      ----      ----      1.50    +.50                   1.00
22500      ----      ----      ----      ----      1.25    +.25                   1.00
22600      ----      ----      ----      ----      1.25    +.25                   1.00
22700      ----      ----      ----      ----      1.25    +.25                   1.00
22800      ----      ----      ----      ----      1.25    +.25                   1.00
23000      ----      ----      ----      ----      1.25    +.25                   1.00
23200      ----      ----      ----      ----      1.25    +.25                   1.00
23400      ----      ----      ----      ----      1.00    UNCH                   1.00
23600      ----      ----      ----      ----      1.00    +.25                    .75
23800      ----      ----      ----      ----      1.00    +.25                    .75
24000      ----      ----      ----      ----      1.00    +.25                    .75
24200      ----      ----      ----      ----       .75    UNCH                    .75
24400      ----      ----      ----      ----       .75    UNCH                    .75
24600      ----      ----      ----      ----       .75    UNCH                    .75
24800      ----      ----      ----      ----       .75    UNCH                    .75
25000      ----      ----      ----      ----       .75    UNCH                    .75
25200      ----      ----      ----      ----       .75    UNCH                    .75
25400      ----      ----      ----      ----       .75    UNCH                    .75
25600      ----      ----      ----      ----       .50    UNCH                    .50
25800      ----      ----      ----      ----       .50    UNCH                    .50
26000      ----      ----      ----      ----       .50    UNCH                    .50
26200      ----      ----      ----      ----       .50    UNCH                    .50
26400      ----      ----      ----      ----       .50    UNCH                    .50
26600      ----      ----      ----      ----       .50    UNCH                    .50
26800      ----      ----      ----      ----       .50    UNCH                    .50
27000      ----      ----      ----      ----       .50    UNCH                    .50
27200      ----      ----      ----      ----       .50    UNCH                    .50
8200       ----      ----      ----      ----     91.25    -.75                  92.00
8400       ----      ----      ----      ----     89.25    -.75                  90.00
8600       ----      ----      ----      ----     87.25    -.75                  88.00
8800       ----      ----      ----      ----     85.25    -.75                  86.00
9000       ----      ----      ----      ----     83.25    -.75                  84.00
9200       ----      ----      ----      ----     81.25    -.75                  82.00
9400       ----      ----      ----      ----     79.25    -.75                  80.00
9600       ----      ----      ----      ----     77.25    -.75                  78.00
9800       ----      ----      ----      ----     75.50    -.50                  76.00
WEO MAR18 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     79.25   -1.50                  80.75
10200      ----      ----      ----      ----     77.25   -1.75                  79.00
10400      ----      ----      ----      ----     75.25   -1.75                  77.00
10600      ----      ----      ----      ----     73.50   -1.50                  75.00
10800      ----      ----      ----      ----     71.50   -1.75                  73.25
11000      ----      ----      ----      ----     69.75   -1.50                  71.25
11200      ----      ----      ----      ----     67.75   -1.50                  69.25
11400      ----      ----      ----      ----     65.75   -1.75                  67.50
11600      ----      ----      ----      ----     64.00   -1.50                  65.50
11800      ----      ----      ----      ----     62.00   -1.50                  63.50
12000      ----      ----      ----      ----     60.00   -1.75                  61.75
12200      ----      ----      ----      ----     58.25   -1.50                  59.75
12400      ----      ----      ----      ----     56.25   -1.50                  57.75
12500      ----      ----      ----      ----     55.25   -1.50                  56.75
12600      ----      ----      ----      ----     54.25   -1.75                  56.00
12700      ----      ----      ----      ----     53.25   -1.75                  55.00
12800      ----      ----      ----      ----     52.50   -1.50                  54.00
12900      ----      ----      ----      ----     51.50   -1.50                  53.00
13000      ----      ----      ----      ----     50.50   -1.50                  52.00
13100      ----      ----      ----      ----     49.50   -1.50                  51.00
13200      ----      ----      ----      ----     48.50   -1.75                  50.25
13300      ----      ----      ----      ----     47.50   -1.75                  49.25
13400      ----      ----      ----      ----     46.75   -1.50                  48.25
13500      ----      ----      ----      ----     45.75   -1.50                  47.25
13600      ----      ----      ----      ----     44.75   -1.50                  46.25
13700      ----      ----      ----      ----     43.75   -1.50                  45.25
13800      ----      ----      ----      ----     42.75   -1.75                  44.50
13900      ----      ----      ----      ----     41.75   -1.75                  43.50
14000      ----      ----      ----      ----     41.00   -1.50                  42.50
14100      ----      ----      ----      ----     40.00   -1.50                  41.50
14200      ----      ----      ----      ----     39.00   -1.50                  40.50
14300      ----      ----      ----      ----     38.00   -1.50                  39.50
14400      ----      ----      ----      ----     37.00   -1.75                  38.75
14500      ----      ----      ----      ----     36.00   -1.75                  37.75
14600      ----      ----      ----      ----     35.25   -1.50                  36.75
14700      ----      ----      ----      ----     34.25   -1.50                  35.75
14800      ----      ----      ----      ----     33.25   -1.50                  34.75
14900      ----      ----      ----      ----     32.25   -1.50                  33.75
15000      ----      ----      ----      ----     31.25   -1.75                  33.00
15100      ----      ----      ----      ----     30.50   -1.50                  32.00
15200      ----      ----      ----      ----     29.50   -1.50                  31.00
15300      ----      ----      ----      ----     28.50   -1.50                  30.00
15400      ----      ----      ----      ----     27.50   -1.50                  29.00
15500      ----      ----      ----      ----     26.50   -1.75                  28.25
15600      ----      ----      ----      ----     25.75   -1.50                  27.25
15700      ----      ----      ----      ----     24.75   -1.50                  26.25
15800      ----      ----      ----      ----     23.75   -1.50                  25.25
15900      ----      ----      ----      ----     22.75   -1.75                  24.50
16000      ----      ----      ----      ----     22.00   -1.50                  23.50
16100      ----      ----      ----      ----     21.00   -1.50                  22.50
16200      ----      ----      ----      ----     20.00   -1.50                  21.50
16300      ----      ----      ----      ----     19.00   -1.75                  20.75
16400      ----      ----      ----      ----     18.25   -1.50                  19.75
16500      ----      ----      ----      ----     17.25   -1.50                  18.75
16600      ----      ----      ----      ----     16.25   -1.50                  17.75
16700      ----      ----      ----      ----     15.50   -1.50                  17.00
16800      ----      ----      ----      ----     14.50   -1.50                  16.00
16900      ----      ----      ----      ----     13.75   -1.50                  15.25
17000      ----      ----      ----      ----     12.75   -1.50                  14.25
17100      ----      ----      ----      ----     12.00   -1.50                  13.50
17200      ----      ----      ----      ----     11.25   -1.50                  12.75
17300      ----      ----      ----      ----     10.50   -1.25                  11.75
17400      ----      ----      ----      ----      9.75   -1.50                  11.25
17500      ----      ----      ----      ----      9.25   -1.25                  10.50
17600      ----      ----      ----      ----      8.50   -1.50                  10.00
17700      ----      ----      ----      ----      8.25   -1.25                   9.50
17800      ----      ----      ----      ----      7.75   -1.25                   9.00
17900      ----      ----      ----      ----      7.25   -1.25                   8.50
18000      ----      ----      ----      ----      7.00   -1.00                   8.00
18100      ----      ----      ----      ----      6.75   -1.00                   7.75
18200      ----      ----      ----      ----      6.50   -1.00                   7.50
18300      ----      ----      ----      ----      6.25    -.75                   7.00
18400      ----      ----      ----      ----      6.00    -.75                   6.75
18500      ----      ----      ----      ----      5.75    -.75                   6.50
18600      ----      ----      ----      ----      5.50    -.75                   6.25
18700      ----      ----      ----      ----      5.25    -.75                   6.00
18800      ----      ----      ----      ----      5.25    -.50                   5.75
18900      ----      ----      ----      ----      5.00    -.50                   5.50
19000      ----      ----      ----      ----      4.75    -.50                   5.25
19100      ----      ----      ----      ----      4.50    -.50                   5.00
19200      ----      ----      ----      ----      4.50    -.25                   4.75
19300      ----      ----      ----      ----      4.25    -.50                   4.75
19400      ----      ----      ----      ----      4.25    -.25                   4.50
19500      ----      ----      ----      ----      4.00    -.25                   4.25
19600      ----      ----      ----      ----      4.00    -.25                   4.25
19700      ----      ----      ----      ----      3.75    -.25                   4.00
19800      ----      ----      ----      ----      3.75    -.25                   4.00
19900      ----      ----      ----      ----      3.50    -.25                   3.75
20000      ----      ----      ----      ----      3.50    UNCH                   3.50
20100      ----      ----      ----      ----      3.25    -.25                   3.50
20200      ----      ----      ----      ----      3.25    -.25                   3.50
20300      ----      ----      ----      ----      3.25    UNCH                   3.25
20400      ----      ----      ----      ----      3.00    -.25                   3.25
20500      ----      ----      ----      ----      3.00    UNCH                   3.00
20600      ----      ----      ----      ----      3.00    UNCH                   3.00
20700      ----      ----      ----      ----      2.75    -.25                   3.00
20800      ----      ----      ----      ----      2.75    UNCH                   2.75
20900      ----      ----      ----      ----      2.75    UNCH                   2.75
21000      ----      ----      ----      ----      2.50    -.25                   2.75
21100      ----      ----      ----      ----      2.50    UNCH                   2.50
21200      ----      ----      ----      ----      2.50    UNCH                   2.50
21300      ----      ----      ----      ----      2.50    UNCH                   2.50
21400      ----      ----      ----      ----      2.25    -.25                   2.50
21500      ----      ----      ----      ----      2.25    UNCH                   2.25
21600      ----      ----      ----      ----      2.25    UNCH                   2.25
21700      ----      ----      ----      ----      2.25    UNCH                   2.25
21800      ----      ----      ----      ----      2.25    UNCH                   2.25
21900      ----      ----      ----      ----      2.00    UNCH                   2.00
22000      ----      ----      ----      ----      2.00    UNCH                   2.00
22100      ----      ----      ----      ----      2.00    UNCH                   2.00
22200      ----      ----      ----      ----      2.00    UNCH                   2.00
22300      ----      ----      ----      ----      2.00    UNCH                   2.00
22400      ----      ----      ----      ----      2.00    UNCH                   2.00
22500      ----      ----      ----      ----      2.00    +.25                   1.75
22600      ----      ----      ----      ----      1.75    UNCH                   1.75
22700      ----      ----      ----      ----      1.75    UNCH                   1.75
22800      ----      ----      ----      ----      1.75    UNCH                   1.75
22900      ----      ----      ----      ----      1.75    UNCH                   1.75
23000      ----      ----      ----      ----      1.75    UNCH                   1.75
23100      ----      ----      ----      ----      1.75    UNCH                   1.75
23200      ----      ----      ----      ----      1.75    UNCH                   1.75
23300      ----      ----      ----      ----      1.75    UNCH                   1.75
23400      ----      ----      ----      ----      1.50    UNCH                   1.50
23600      ----      ----      ----      ----      1.50    UNCH                   1.50
23800      ----      ----      ----      ----      1.50    UNCH                   1.50
24000      ----      ----      ----      ----      1.50    UNCH                   1.50
24200      ----      ----      ----      ----      1.50    UNCH                   1.50
24400      ----      ----      ----      ----      1.50    UNCH                   1.50
24600      ----      ----      ----      ----      1.25    -.25                   1.50
24800      ----      ----      ----      ----      1.25    UNCH                   1.25
25000      ----      ----      ----      ----      1.25    UNCH                   1.25
25200      ----      ----      ----      ----      1.25    UNCH                   1.25
25400      ----      ----      ----      ----      1.25    UNCH                   1.25
25600      ----      ----      ----      ----      1.25    UNCH                   1.25
25800      ----      ----      ----      ----      1.25    UNCH                   1.25
26000      ----      ----      ----      ----      1.25    UNCH                   1.25
26200      ----      ----      ----      ----      1.25    UNCH                   1.25
26400      ----      ----      ----      ----      1.25    UNCH                   1.25
26600      ----      ----      ----      ----      1.00    -.25                   1.25
26800      ----      ----      ----      ----      1.00    -.25                   1.25
27000      ----      ----      ----      ----      1.00    -.25                   1.25
27200      ----      ----      ----      ----      1.00    -.25                   1.25
27400      ----      ----      ----      ----      1.00    -.25                   1.25
27600      ----      ----      ----      ----      1.00    -.25                   1.25
27800      ----      ----      ----      ----      1.00    -.25                   1.25
8200       ----      ----      ----      ----     96.25   -2.00                  98.25
8400       ----      ----      ----      ----     94.50   -1.75                  96.25
8600       ----      ----      ----      ----     92.50   -1.75                  94.25
8800       ----      ----      ----      ----     90.50   -1.75                  92.25
9000       ----      ----      ----      ----     88.75   -1.75                  90.50
9200       ----      ----      ----      ----     86.75   -1.75                  88.50
9400       ----      ----      ----      ----     85.00   -1.50                  86.50
9600       ----      ----      ----      ----     83.00   -1.75                  84.75
9800       ----      ----      ----      ----     81.00   -1.75                  82.75
WEO MAY18 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     79.25   -2.00                  81.25
10200      ----      ----      ----      ----     77.25   -2.00                  79.25
10400      ----      ----      ----      ----     75.50   -1.75                  77.25
10600      ----      ----      ----      ----     73.50   -2.00                  75.50
10800      ----      ----      ----      ----     71.50   -2.00                  73.50
11000      ----      ----      ----      ----     69.50   -2.00                  71.50
11200      ----      ----      ----      ----     67.50   -2.00                  69.50
11400      ----      ----      ----      ----     65.75   -1.75                  67.50
11600      ----      ----      ----      ----     63.75   -2.00                  65.75
11800      ----      ----      ----      ----     61.75   -2.00                  63.75
12000      ----      ----      ----      ----     60.00   -1.75                  61.75
12200      ----      ----      ----      ----     58.00   -2.00                  60.00
12400      ----      ----      ----      ----     56.00   -2.00                  58.00
12600      ----      ----      ----      ----     54.25   -1.75                  56.00
12700      ----      ----      ----      ----     53.25   -2.00                  55.25
12800      ----      ----      ----      ----     52.25   -2.00                  54.25
12900      ----      ----      ----      ----     51.50   -1.75                  53.25
13000      ----      ----      ----      ----     50.50   -1.75                  52.25
13100      ----      ----      ----      ----     49.50   -2.00                  51.50
13200      ----      ----      ----      ----     48.50   -2.00                  50.50
13300      ----      ----      ----      ----     47.75   -1.75                  49.50
13400      ----      ----      ----      ----     46.75   -2.00                  48.75
13500      ----      ----      ----      ----     45.75   -2.00                  47.75
13600      ----      ----      ----      ----     45.00   -1.75                  46.75
