W Wheat Futures
SEP17     504'4     508'2     495'0     507'0     505'6    +2'6       65783      503'0       71108      199071
DEC17     528'2     531'4     518'6     530'4     529'2    +2'4       29922      526'6       29023      131313
MAR18     548'0     550'4     538'4     550'4     549'4    +3'0       10242      546'4        9638       51382
MAY18     558'0     560'6B    549'2     560'6B    560'0    +3'0        1834      557'0        2150       16397
JLY18     562'2     565'2B    554'2     565'2B    564'2    +2'4        3340      561'6        3508       26934
SEP18     569'0     573'6B    563'6A    573'6B    572'6    +2'4          93      570'2         186        2190
DEC18     583'2     586'6B    577'0     586'6B    585'4    +2'2         345      583'2         720        8581
MAR19      ----     590'2B     ----     590'2B    593'0    +3'0          19      590'0          15         861
MAY19      ----      ----      ----      ----     590'4    +3'0                  587'4           8          34
JLY19     578'4     580'2B    578'4     580'2B    584'6    +6'0          12      578'6          17         284
SEP19      ----      ----      ----      ----     584'6    +6'0                  578'6
5750        9'0       9'5B      7'4A     ----       9'3     +'4         100        8'7                      42
5800        7'4       8'6B      6'6A     ----       8'4     +'4           4        8'0          44         325
5850        6'6       7'6B      6'0A     ----       7'5     +'4           1        7'1          20         111
5900        5'3       7'0B      5'3      ----       6'7     +'4           5        6'3           3         728
5950        5'7       6'2B      4'7A     ----       6'1     +'3        1002        5'6           4          31
6000        4'3       5'5B      4'3      ----       5'4     +'3           7        5'1         253         335
6050       ----       5'0B      4'0A     ----       4'7     +'2                    4'5           1          82
6100        3'4       4'3B      3'1      ----       4'3     +'2          23        4'1          24         181
6150        3'2       3'7       2'7      ----       3'7     +'2         306        3'5          10         569
6200        3'0       3'4       2'6A     ----       3'4     +'2         186        3'2          15          31
6250        2'4       3'1B      2'3A     ----       3'1     +'2         144        2'7           8          10
6300        2'4       2'6       2'1      ----       2'6     +'1          57        2'5          63          91
6350        1'7       2'3B      1'7      ----       2'4     +'1          49        2'3          28          84
6400        1'6       2'1B      1'6      ----       2'2     +'1          32        2'1           4         132
6450        1'7       1'7       1'5A     ----       2'0     +'1          50        1'7                      14
6500       ----      ----       1'3A     ----       1'6     +'1          15        1'5           4          34
6550       ----      ----       1'2A     ----       1'4    UNCH                    1'4                      34
6600        1'3       1'3       1'1A     ----       1'3    UNCH           1        1'3           2          30
6650       ----      ----       1'0A     ----       1'2    UNCH                    1'2          20          20
6700       ----      ----        '7A     ----       1'0     -'1                    1'1           1          26
6750       ----      ----        '7A     ----        '7     -'1                    1'0                     153
6800       ----      ----      ----      ----        '6    UNCH                     '6                      77
6850       ----      ----      ----      ----        '6    UNCH                     '6                      35
6900       ----      ----      ----      ----        '6     +'1                     '5                      26
6950       ----        '5B     ----      ----        '5     +'1                     '4                      10
7000       ----      ----      ----      ----        '4    UNCH                     '4                      36
7050       ----      ----      ----      ----        '4    UNCH                     '4                      31
7100       ----      ----      ----      ----        '4     +'1                     '3                      63
7150         '3        '3        '3      ----        '4     +'1           2         '3                      23
7200       ----      ----      ----      ----        '3    UNCH                     '3                      15
7250         '3        '3        '3      ----        '3     +'1          11         '2                      42
WZ DEC17 Wheat Options CALL
2300       ----      ----      ----      ----     299'2    +2'4                  296'6
2400       ----      ----      ----      ----     289'2    +2'4                  286'6
2500       ----      ----      ----      ----     279'2    +2'4                  276'6
2600       ----      ----      ----      ----     269'2    +2'4                  266'6
2700       ----      ----      ----      ----     259'2    +2'4                  256'6
2800       ----      ----      ----      ----     249'2    +2'4                  246'6
2900       ----      ----      ----      ----     239'2    +2'4                  236'6
3000       ----      ----      ----      ----     229'2    +2'4                  226'6
3100       ----      ----      ----      ----     219'2    +2'4                  216'6
3200       ----      ----      ----      ----     209'2    +2'4                  206'6
3300       ----      ----     195'0A     ----     199'2    +2'4                  196'6
3400       ----     190'0B    183'6A     ----     189'2    +2'4                  186'6
3500       ----     180'0B    170'6A     ----     179'2    +2'4                  176'6
3600       ----     170'0B    161'2A     ----     169'2    +2'4                  166'6
3700       ----     160'0B    152'2A     ----     159'2    +2'4                  156'6
3800       ----     148'4B    140'6A     ----     149'2    +2'3                  146'7
3900       ----     140'0B    130'7A     ----     139'3    +2'3                  137'0
4000       ----     130'1B    121'1A     ----     129'4    +2'3                  127'1                      11
4100       ----     120'3B    111'4A     ----     119'6    +2'3                  117'3
4200       ----     110'5B    102'0A     ----     110'1    +2'3                  107'6                      68
4300       ----     101'2B     92'6A     ----     100'5    +2'2          37       98'3
4400       ----      92'0B     83'7A     ----      91'3    +2'2                   89'1                      10
4500       83'2      83'6B     75'3A     ----      82'3    +2'0          10       80'3                     637
4600       ----      75'2B     66'7A     ----      74'0    +2'0                   72'0                    1235
4700       63'0      67'2B     59'3A     ----      66'0    +1'6         254       64'2                    2799
4800       ----      59'6B     52'4A     ----      58'6    +1'5          37       57'1                    2083
4900       ----      53'0B     46'2A     ----      52'0    +1'3                   50'5                    2722
5000       41'0      47'0B     40'5A     ----      45'7    +1'2         108       44'5          21        2848
5100       38'7      41'3B     35'5A     ----      40'3    +1'2          69       39'1          20        1143
5200       35'4      36'3B     31'1A     ----      35'5    +1'2          40       34'3           1        1850
5300       30'2      31'7B     27'0A     ----      31'1    +1'1          72       30'0         155        2263
5400       25'1      27'6B     23'4A     ----      27'2    +1'1          22       26'1          47        4079
5500       20'6      24'1B     20'2A     ----      23'6    +1'1         277       22'5         198        3055
5600       18'1      21'0B     17'4A     ----      20'6    +1'1          53       19'5         353        2227
5700       16'0      18'2B     15'1A     ----      18'0    +1'0           1       17'0          97         842
5800       14'0      15'6B     13'0      ----      15'5    +1'0         182       14'5         127        3517
5900       11'0      13'5B     11'0      ----      13'4    +1'0          68       12'4           7         430
6000       10'1      11'6B      9'4A     ----      11'5     +'7         888       10'6        1020        5266
6100        9'1      10'1B      8'2A     ----      10'0     +'6          54        9'2                     651
6200        7'4       8'6B      7'0A     ----       8'5     +'6          13        7'7           3        2934
6300       ----       7'4B      6'0A     ----       7'3     +'5                    6'6         332         451
6400        5'5       6'3B      5'1A     ----       6'3     +'5         235        5'6          46        1530
6500        4'4       5'4       4'3A      5'4       5'4     +'4         136        5'0           5        3870
6600        4'2       4'5B      3'6A     ----       4'5     +'3          19        4'2          20         329
6700        3'4       4'0       3'2A     ----       4'0     +'3          30        3'5           8         725
6800       ----       3'3B      2'6A     ----       3'4     +'4                    3'0           5         306
6900        2'1       2'7B      2'1      ----       3'0     +'3           2        2'5                     181
7000        2'0       2'4B      2'0      ----       2'5     +'3         110        2'2           3        1512
7100        2'0       2'1B      1'6A     ----       2'2     +'3           1        1'7           6         115
7200        1'5       1'6B      1'4A     ----       2'0     +'3           2        1'5          23         555
7300       ----       1'4B     ----      ----       1'6     +'3                    1'3           2          81
7400        1'2       1'2       1'2      ----       1'4     +'3          40        1'1           2         204
7500        1'0       1'1B      1'0      ----       1'2     +'2           6        1'0           2         832
7600         '7       1'0B       '7      ----       1'1     +'2          20         '7                     327
7700       ----      ----      ----      ----       1'0     +'2                     '6                      14
7800       ----        '6B     ----      ----        '7     +'2                     '5                       9
7900       ----        '5B     ----      ----        '6     +'2                     '4                      25
8000       ----      ----      ----      ----        '5     +'1                     '4           6          32
8100       ----      ----      ----      ----        '5     +'1                     '4                       9
8200         '4        '4        '4      ----        '4     +'1           5         '3                       8
8300         '3        '3        '3      ----        '3    UNCH           1         '3           2           7
8400       ----      ----      ----      ----        '3    UNCH                     '3
8500       ----      ----      ----      ----        '3     +'1                     '2                       1
8600       ----      ----      ----      ----        '2    UNCH                     '2                       1
8700       ----      ----      ----      ----        '2    UNCH                     '2                      51
WZ MAR18 Wheat Options CALL
2400       ----      ----      ----      ----     309'4    +3'0                  306'4
2500       ----      ----      ----      ----     299'4    +3'0                  296'4
2600       ----      ----      ----      ----     289'4    +3'0                  286'4
2700       ----      ----      ----      ----     279'4    +3'0                  276'4
2800       ----      ----      ----      ----     269'4    +3'0                  266'4
2900       ----      ----      ----      ----     259'4    +3'0                  256'4
3000       ----      ----      ----      ----     249'4    +3'0                  246'4
3100       ----      ----      ----      ----     239'4    +3'0                  236'4
3200       ----      ----      ----      ----     229'4    +3'0                  226'4
3300       ----      ----      ----      ----     219'4    +3'0                  216'4
3400       ----      ----     205'1A     ----     209'4    +3'0                  206'4
3500       ----      ----     194'1A     ----     199'4    +3'0                  196'4
3600       ----     186'6B    184'1A     ----     189'4    +3'0                  186'4
3700       ----     176'6B    174'1A     ----     179'4    +3'0                  176'4
3800       ----      ----     164'1A     ----     169'4    +3'0                  166'4
3900       ----      ----     154'1A     ----     159'5    +3'0                  156'5
4000       ----     147'6B    142'0A     ----     149'7    +3'0                  146'7
4100       ----     138'0B    132'2A     ----     140'0    +2'7                  137'1
4200       ----     128'2B    122'6A     ----     130'3    +2'7                  127'4
4300       ----     118'6B    113'3A     ----     121'0    +2'7                  118'1
4400       ----     109'4B    104'2A     ----     111'6    +2'5                  109'1
4500       ----     100'4B     95'4A     ----     102'6    +2'5                  100'1
4600       ----      91'7B     87'2A     ----      94'0    +2'4                   91'4
4700       ----      83'5B     77'7A     ----      85'5    +2'3                   83'2
4800       ----      77'2B     70'4A     ----      77'7    +2'2                   75'5                     210
4900       ----      70'0B     63'5A     ----      70'3    +2'1                   68'2                     834
5000       ----      63'2B     57'3A     ----      63'5    +2'0                   61'5                    1645
5100       ----      57'0B     51'4A     ----      57'2    +1'7                   55'3                     888
5200       ----      51'5B     46'2A     ----      51'4    +1'6                   49'6                      68
5300       43'0      46'3B     41'4A     ----      46'3    +1'6           2       44'5                      36
5400       ----      41'5B     37'1A     ----      41'6    +1'5                   40'1                      36
5500       ----      37'2B     33'1A     ----      37'4    +1'4                   36'0                     496
5600       33'0      33'3B     29'7A     ----      33'5    +1'3           5       32'2                     293
5700       ----      29'6B     26'4A     ----      30'1    +1'2                   28'7                     210
5800       ----      26'5B     23'5A     ----      26'7    +1'1                   25'6                      46
5900       ----      23'5B     20'7A     ----      24'0    +1'0                   23'0          20          78
6000       ----      21'0B     18'4A     ----      21'3    +1'0           9       20'3           1         425
6100       ----      18'5B     16'3A     ----      19'0     +'7          50       18'1                      82
6200       14'3      16'4B     14'3      ----      16'7     +'7           1       16'0                     337
6300       12'1      14'5      12'1      ----      15'0     +'7         103       14'1           5          26
6400       ----      12'7B     11'3A     ----      13'2     +'7                   12'3                     135
6500       ----      11'2B     10'0A     ----      11'6     +'6           9       11'0                     207
6600       ----       9'7B      8'7A     ----      10'3     +'6                    9'5                      29
6700       ----       8'5B      7'6A     ----       9'1     +'5                    8'4                     410
6800       ----       7'5B      6'6A     ----       8'0     +'4                    7'4                      66
6900       ----       6'5B      6'0A     ----       7'0     +'4                    6'4                      41
7000        5'0       5'6B      5'0      ----       6'1     +'3           1        5'6                      26
7100       ----      ----       4'5A     ----       5'3     +'3                    5'0                      15
7200       ----       4'3B      4'1A     ----       4'6     +'4                    4'2                      36
7300       ----      ----       3'5A     ----       4'1     +'3                    3'6                      15
7400       ----      ----      ----      ----       3'5     +'3                    3'2                      17
7500       ----       2'7B     ----      ----       3'1     +'3                    2'6                      57
7600       ----       2'4B     ----      ----       2'6     +'3                    2'3                      18
7700       ----       2'1B     ----      ----       2'3     +'3                    2'0                      31
7800       ----       1'7B     ----      ----       2'0     +'2                    1'6                      23
7900       ----       1'5B     ----      ----       1'6     +'2                    1'4                      12
8000       ----       1'3B     ----      ----       1'4     +'2                    1'2                      19
8100       ----      ----      ----      ----       1'2    UNCH                    1'2
8200       ----      ----      ----      ----       1'1     -'1                    1'2
8300       ----      ----      ----      ----       1'0     -'1                    1'1                      15
8400       ----      ----      ----      ----        '7     -'1                    1'0                       2
8500       ----      ----      ----      ----        '7    UNCH                     '7                     200
8600       ----      ----      ----      ----        '6    UNCH                     '6
8700       ----      ----      ----      ----        '5    UNCH                     '5
8800       ----      ----      ----      ----        '5    UNCH                     '5
WZ MAY18 Wheat Options CALL
2500       ----      ----      ----      ----     310'0    +3'0                  307'0
2600       ----      ----      ----      ----     300'0    +3'0                  297'0
2700       ----      ----      ----      ----     290'0    +3'0                  287'0
2800       ----      ----      ----      ----     280'0    +3'0                  277'0
2900       ----      ----      ----      ----     270'0    +3'0                  267'0
3000       ----      ----      ----      ----     260'0    +3'0                  257'0
3100       ----      ----      ----      ----     250'0    +3'0                  247'0
3200       ----      ----      ----      ----     240'0    +3'0                  237'0
3300       ----      ----      ----      ----     230'0    +3'0                  227'0
3400       ----      ----      ----      ----     220'0    +3'0                  217'0
3500       ----      ----      ----      ----     210'0    +3'0                  207'0
3600       ----      ----      ----      ----     200'0    +3'0                  197'0
3700       ----      ----      ----      ----     190'1    +3'1                  187'0
3800       ----      ----      ----      ----     180'1    +3'0                  177'1
3900       ----      ----      ----      ----     170'3    +3'0                  167'3
4000       ----      ----      ----      ----     160'5    +3'0                  157'5
4100       ----      ----      ----      ----     151'0    +3'0                  148'0
4200       ----      ----      ----      ----     141'4    +2'7                  138'5
4300       ----      ----      ----      ----     132'1    +2'7                  129'2
4400       ----      ----      ----      ----     122'7    +2'6                  120'1
4500       ----      ----      ----      ----     113'7    +2'5                  111'2
4600       ----      ----      ----      ----     105'1    +2'4                  102'5
4700       ----      ----      ----      ----      96'7    +2'3                   94'4
4800       ----      ----      ----      ----      88'7    +2'3                   86'4
4900       ----      ----      ----      ----      81'3    +2'2                   79'1                      55
5000       ----      ----      ----      ----      74'2    +2'2                   72'0                      42
5100       ----      ----      ----      ----      67'6    +2'1                   65'5                       1
5200       ----      ----      ----      ----      61'5    +1'7                   59'6                      12
5300       ----      ----      ----      ----      56'0    +1'6                   54'2                      28
5400       ----      ----      ----      ----      51'0    +1'6                   49'2                      58
5500       ----      ----      ----      ----      46'2    +1'4                   44'6
5600       ----      ----      38'6A     ----      42'0    +1'3                   40'5                      75
5700       ----      ----      35'0A     ----      38'1    +1'2                   36'7
5800       ----      ----      31'4A     ----      34'4    +1'1                   33'3                       3
5900       ----      ----      28'5A     ----      31'2    +1'1                   30'1
6000       ----      ----      26'0A     ----      28'2    +1'0                   27'2                       5
6100       ----      ----      23'4A     ----      25'4     +'7                   24'5
6200       ----      ----      21'1A     ----      23'0     +'7                   22'1
6300       ----      ----      ----      ----      20'6     +'6                   20'0
6400       ----      ----      ----      ----      18'5     +'5                   18'0
6500       ----      ----      ----      ----      16'6     +'5                   16'1                       4
6600       ----      ----      ----      ----      15'1     +'5                   14'4
6700       ----      ----      ----      ----      13'4     +'4                   13'0                       2
6800       ----      ----      ----      ----      12'1     +'4                   11'5                       2
6900       ----      ----      ----      ----      10'7     +'4                   10'3                       2
7000       ----      ----      ----      ----       9'6     +'3                    9'3                       3
7100       ----      ----      ----      ----       8'6     +'3                    8'3                       3
7200       ----      ----      ----      ----       7'6     +'2                    7'4                       2
7300       ----      ----      ----      ----       7'0     +'3                    6'5                       1
7400       ----      ----      ----      ----       6'2     +'3                    5'7                       1
7500       ----      ----      ----      ----       5'4     +'2                    5'2                       1
7600       ----      ----      ----      ----       4'7     +'2                    4'5                       1
7700       ----      ----      ----      ----       4'3     +'2                    4'1
7800       ----      ----      ----      ----       3'7     +'2                    3'5
7900       ----      ----      ----      ----       3'3     +'1                    3'2
8000       ----      ----      ----      ----       3'0     +'1                    2'7
8100       ----      ----      ----      ----       2'5     +'1                    2'4
8200       ----      ----      ----      ----       2'2     +'1                    2'1
8300       ----      ----      ----      ----       2'0     +'1                    1'7
8400       ----      ----      ----      ----       1'6     +'1                    1'5
8500       ----      ----      ----      ----       1'4     +'1                    1'3
8600       ----      ----      ----      ----       1'2     +'1                    1'1
8700       ----      ----      ----      ----       1'1     +'1                    1'0
8800       ----      ----      ----      ----       1'0     +'1                     '7
8900       ----      ----      ----      ----        '7     +'1                     '6
9000       ----      ----      ----      ----        '6     +'1                     '5
WZ JLY18 Wheat Options CALL
2500       ----      ----      ----      ----     314'2    +2'4                  311'6
2600       ----      ----      ----      ----     304'2    +2'4                  301'6
2700       ----      ----      ----      ----     294'2    +2'4                  291'6
2800       ----      ----      ----      ----     284'2    +2'4                  281'6
2900       ----      ----      ----      ----     274'2    +2'4                  271'6
3000       ----      ----      ----      ----     264'2    +2'4                  261'6
3100       ----      ----      ----      ----     254'2    +2'4                  251'6
3200       ----      ----      ----      ----     244'2    +2'4                  241'6
3300       ----      ----      ----      ----     234'2    +2'4                  231'6
3400       ----      ----      ----      ----     224'2    +2'4                  221'6
3500       ----      ----      ----      ----     214'2    +2'4                  211'6
3600       ----      ----      ----      ----     204'2    +2'4                  201'6
3700       ----      ----      ----      ----     194'2    +2'4                  191'6
3800       ----      ----      ----      ----     184'3    +2'4                  181'7
3900       ----      ----      ----      ----     174'5    +2'4                  172'1
4000       ----      ----      ----      ----     164'7    +2'4                  162'3
4100       ----      ----      ----      ----     155'3    +2'4                  152'7
4200       ----      ----      ----      ----     146'0    +2'3                  143'5
4300       ----      ----      ----      ----     136'6    +2'2                  134'4
4400       ----      ----      ----      ----     127'6    +2'1                  125'5
4500       ----      ----      ----      ----     118'7    +2'0                  116'7
4600       ----      ----      ----      ----     110'4    +1'7                  108'5
4700       ----      ----      ----      ----     102'2    +1'6                  100'4
4800       ----      ----      ----      ----      94'4    +1'5                   92'7
4900       ----      ----      ----      ----      87'1    +1'5                   85'4                       1
5000       ----      ----      ----      ----      80'1    +1'5                   78'4                      72
5100       ----      ----      ----      ----      73'6    +1'5                   72'1                       1
5200       ----      ----      ----      ----      67'6    +1'4                   66'2                     203
5300       ----      ----      ----      ----      62'1    +1'3                   60'6                      45
5400       ----      ----      ----      ----      57'1    +1'4                   55'5                      71
5500       ----      ----      ----      ----      52'3    +1'2                   51'1                      58
5600       ----      ----      ----      ----      48'1    +1'2                   46'7          10         183
5700       ----      ----      41'5A     ----      44'0    +1'1                   42'7                     120
5800       ----      39'4B     38'1A     ----      40'3    +1'1                   39'2                      28
5900       ----      36'1B     35'1A     ----      36'7     +'7                   36'0                      36
6000       ----      33'1B     32'4A     ----      33'6     +'7                   32'7           8         250
6100       ----      ----      29'6A     ----      30'6     +'6                   30'0                       6
6200       ----      ----      27'2A     ----      28'1     +'5                   27'4                    1564
6300       24'0      24'0      24'0      ----      25'5     +'5           1       25'0                      13
6400       24'0      24'0      24'0      24'0      23'3     +'4          40       22'7           2          18
6500       ----      ----      ----      ----      21'3     +'5                   20'6           1        1818
6600       ----      ----      ----      ----      19'4     +'4                   19'0                      26
6700       ----      ----      ----      ----      17'7     +'5                   17'2                      23
6800       ----      ----      ----      ----      16'2     +'5                   15'5                    1701
6900       ----      ----      ----      ----      14'6     +'4                   14'2                      11
7000       ----      ----      ----      ----      13'4     +'4                   13'0           5         491
7100       ----      ----      ----      ----      12'2     +'4                   11'6                      28
7200       ----      ----      ----      ----      11'0     +'3                   10'5                       3
7300       ----      ----      ----      ----      10'0     +'3                    9'5                       4
7400       ----      ----      ----      ----       9'1     +'3                    8'6                       3
7500       ----      ----      ----      ----       8'2     +'2                    8'0                       2
7600       ----      ----      ----      ----       7'4     +'2                    7'2                       2
7700       ----      ----      ----      ----       6'6     +'2                    6'4
7800       ----      ----      ----      ----       6'1     +'2                    5'7                       2
7900       ----      ----      ----      ----       5'5     +'2                    5'3                       3
8000       ----      ----      ----      ----       5'1     +'2                    4'7                      17
8100       ----      ----      ----      ----       4'5     +'2                    4'3                       1
8200       ----      ----      ----      ----       4'1     +'2                    3'7
8300       ----      ----      ----      ----       3'6     +'2                    3'4
8400       ----      ----      ----      ----       3'3     +'2                    3'1
8500       ----      ----      ----      ----       3'0     +'2                    2'6                       1
8600       ----      ----      ----      ----       2'5     +'1                    2'4
8700       ----      ----      ----      ----       2'3     +'1                    2'2
8800       ----      ----      ----      ----       2'1     +'1                    2'0
8900       ----      ----      ----      ----       1'7     +'1                    1'6
9000       ----      ----      ----      ----       1'5     +'1                    1'4
9100       ----      ----      ----      ----       1'4     +'1                    1'3

WZ AUG17 Wheat Options PUT
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1    UNCH                     '1
3500       ----      ----      ----      ----        '1    UNCH                     '1
3550       ----      ----      ----      ----        '1    UNCH                     '1                      10
3600       ----      ----      ----      ----        '1    UNCH                     '1                      60
3650       ----      ----      ----      ----        '1    UNCH                     '1                      39
3700       ----      ----      ----      ----        '1    UNCH                     '1                     106
3750       ----      ----      ----      ----        '1    UNCH                     '1                      35
3800       ----      ----      ----      ----        '1    UNCH                     '1                      21
3850       ----      ----      ----      ----        '1    UNCH                     '1                     165
3900       ----      ----      ----      ----        '1    UNCH                     '1                     132
3950       ----      ----      ----      ----        '1    UNCH                     '1                     219
4000       ----      ----      ----      ----        '1    UNCH                     '1                     667
4050       ----      ----      ----      ----        '1    UNCH                     '1                     141
4100       ----      ----      ----      ----        '1    UNCH                     '1                     424
4150         '1        '1        '1      ----        '1    UNCH           2         '1                     568
4200       ----      ----      ----      ----        '1    UNCH                     '1                     587
4250         '1        '1        '1      ----        '1    UNCH           1         '1                     562
4300       ----      ----      ----      ----        '1    UNCH                     '1                    2321
4350       ----      ----      ----      ----        '1    UNCH                     '1                    1607
4400       ----      ----      ----      ----        '1    UNCH                     '1                    4230
4450       ----      ----      ----      ----        '1    UNCH                     '1                    1490
4500       ----      ----      ----      ----        '1    UNCH                     '1                    4700
4550       ----      ----      ----      ----        '1    UNCH                     '1                    1093
4600       ----      ----      ----      ----        '1    UNCH           1         '1                    2424
4650       ----      ----      ----      ----        '1    UNCH                     '1          10        1058
4700       ----      ----      ----      ----        '1    UNCH                     '1           1        3222
4750       ----      ----        '1A     ----        '1     -'1          10         '2           4        2322
4800         '3        '4B       '1      ----        '1     -'2         293         '3         444        3344
4850         '6        '7B       '2      ----        '2     -'3         138         '5         139        1180
4900        2'2       2'4B       '2      ----        '3     -'6         815        1'1         219        1164
4950        2'7       4'7        '5      ----        '6    -1'4         332        2'2         296         545
5000        5'0       7'0       1'3A     ----       1'7    -2'1        2111        4'0        3743        5341
5050        8'1      10'3B      3'1A     ----       3'7    -2'6         321        6'5         408        1364
5100       12'0      14'2B      5'6A     ----       6'7    -3'0         616        9'7         178        2487
5150       18'2      18'4B      9'2A     ----      10'6    -3'0           5       13'6         347        1338
5200       17'4      23'1B     13'3A     ----      15'1    -2'7         145       18'0           7        2318
5250       21'2      28'0B     17'7A     ----      19'6    -2'6           2       22'4           3        1180
5300       27'2      32'7B     22'5A     ----      24'4    -2'7           3       27'3           2        2306
5350       36'0      37'7B     27'4A     ----      29'3    -2'7           3       32'2          17         328
5400       42'5      42'6B     32'3A     ----      34'3    -2'6          14       37'1           2        1331
5450       ----      47'6B     37'3A     ----      39'3    -2'6                   42'1                     112
5500       ----      52'6B     42'2A     ----      44'3    -2'6                   47'1           3        1040
5550       ----      57'6B     47'2A     ----      49'3    -2'6                   52'1                     174
5600       ----      62'6B     53'2A     ----      54'3    -2'6                   57'1                     444
5650       ----      67'6B     58'2A     ----      59'3    -2'6                   62'1                     102
5700       ----      72'6B     63'2A     ----      64'3    -2'6                   67'1                       4
5750       ----      77'6B     68'2A     ----      69'3    -2'6                   72'1                       4
5800       ----      82'6B     73'2A     ----      74'3    -2'6                   77'1
5850       ----      86'0B     78'2A     ----      79'3    -2'6                   82'1                       1
5900       ----      91'0B     83'2A     ----      84'3    -2'6                   87'1
5950       ----      96'0B     88'2A     ----      89'3    -2'6                   92'1
6000       ----     101'0B     93'2A     ----      94'3    -2'6                   97'1
6050       ----     105'6B     98'2A     ----      99'3    -2'6                  102'1
6100       ----     110'5B    103'4A     ----     104'3    -2'6                  107'1
6150       ----     115'4B    108'6A     ----     109'3    -2'6                  112'1
6200       ----     120'6B    113'5A     ----     114'3    -2'6                  117'1
6250       ----     125'5B    118'4A     ----     119'3    -2'6                  122'1
6300       ----     130'4B    123'6A     ----     124'3    -2'6                  127'1
6350       ----     135'6B    128'5A     ----     129'3    -2'6                  132'1
6400       ----     140'5B    133'4A     ----     134'3    -2'6                  137'1
6450       ----     145'4B    138'6A     ----     139'3    -2'6                  142'1
6500       ----     150'6B    143'5A     ----     144'3    -2'6                  147'1                       3
6550       ----     155'5B    148'4A     ----     149'3    -2'6                  152'1
6600       ----     160'4B    153'6A     ----     154'3    -2'6                  157'1
6650       ----     165'6B    158'5A     ----     159'3    -2'6                  162'1
6700       ----     170'5B    163'4A     ----     164'3    -2'6                  167'1
6750       ----     175'4B    168'6A     ----     169'3    -2'6                  172'1
6800       ----     180'6B    173'5A     ----     174'3    -2'6                  177'1
6850       ----     185'5B    178'4A     ----     179'3    -2'6                  182'1
6900       ----     190'4B    183'6A     ----     184'3    -2'6                  187'1
6950       ----     195'6B    188'5A     ----     189'3    -2'6                  192'1
7000       ----     200'5B    193'4A     ----     194'3    -2'6                  197'1
WZ SEP17 Wheat Options PUT
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1                      50
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1                      27
3300       ----      ----      ----      ----        '1    UNCH                     '1                       4
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1                      50
3450       ----      ----      ----      ----        '1    UNCH                     '1                       1
3500       ----      ----      ----      ----        '1    UNCH                     '1                     462
3550       ----      ----      ----      ----        '1    UNCH                     '1
3600       ----      ----      ----      ----        '1    UNCH                     '1                     905
3650       ----      ----      ----      ----        '1    UNCH                     '1                     132
3700       ----      ----      ----      ----        '1    UNCH                     '1                     378
3750       ----      ----      ----      ----        '1    UNCH                     '1                     335
3800       ----      ----      ----      ----        '1    UNCH                     '1                     815
3850       ----      ----      ----      ----        '1    UNCH                     '1                     107
3900       ----      ----      ----      ----        '1    UNCH                     '1           2        1989
3950       ----      ----      ----      ----        '1    UNCH                     '1                     386
4000       ----      ----      ----      ----        '1    UNCH                     '1                    2561
4050         '2        '2        '1      ----        '1     -'1          11         '2                     643
4100         '2        '2        '2      ----        '1     -'1           1         '2                    1874
4150         '2        '2        '2      ----        '1     -'1           1         '2          94         212
4200       ----      ----      ----      ----        '2    UNCH                     '2          19        2639
4250         '2        '2        '2      ----        '2     -'1           2         '3          10         930
4300         '5        '5        '3A     ----        '2     -'2          16         '4                    4022
4350       ----      ----        '4A     ----        '3     -'2           2         '5                     855
4400         '7        '7        '5A     ----        '4     -'2          62         '6          16        5719
4450        1'0       1'2B       '6      ----        '6     -'2          49        1'0          52         928
4500        1'7       1'7       1'0       1'5       1'0     -'3         592        1'3         158        4622
4550        2'4       2'4       1'3A     ----       1'3     -'4          15        1'7          44        1337
4600        3'4       3'4       1'7A     ----       2'0     -'5          45        2'5         204        6040
4650        4'3       4'3       2'4A     ----       2'6     -'6          62        3'4          51        1326
4700        4'7       6'2       3'3      ----       3'6     -'7         447        4'5         131        4620
4750        5'6       7'3B      4'3      ----       5'0    -1'0         517        6'0         151        1131
4800        8'4       9'4       5'6A     ----       6'3    -1'2         312        7'5         493        4845
4850       10'0      11'3B      7'1      ----       8'1    -1'2          53        9'3          22        2293
4900       14'0      14'0       9'1A     ----      10'1    -1'3        2328       11'4         707        6103
4950       16'1      16'3      11'2A     ----      12'3    -1'4          63       13'7         350         493
5000       17'3      19'2B     13'5A     ----      14'7    -1'4        2307       16'3        2196        4641
5050       ----      22'3B     16'1A     ----      17'4    -1'5          27       19'1          17         574
