                PRELIMINARY PRICES AS OF 10/03/17 09:30 AM (CST)
4950       ----      ----      ----      ----      ----    UNCH                  .0009                     604
5000       ----      ----      ----      ----      ----    UNCH                  .0008           6        9522
5050       ----      ----      ----      ----      ----    UNCH                  .0007                     300
5150       ----      ----      ----      ----      ----    UNCH                  .0006                     200
5200       ----      ----      ----      ----      ----    UNCH                  .0005                       1
5250       ----      ----      ----      ----      ----    UNCH                  .0004                     201
5300       ----      ----      ----      ----      ----    UNCH                  .0004                      15
5450       ----      ----      ----      ----      ----    UNCH                  .0003                      12
5500       ----      ----      ----      ----      ----    UNCH                  .0003                    2181
5600       ----      ----      ----      ----      ----    UNCH                  .0002                     150
5750       ----      ----      ----      ----      ----    UNCH                  .0001                     225
6000       ----      ----      ----      ----      ----    UNCH                  .0001                    3357
6250       ----      ----      ----      ----      ----    UNCH                  .0001                     410
6400       ----      ----      ----      ----      ----    UNCH                  .0001                     150
6500       ----      ----      ----      ----      ----    UNCH                  .0001                    2642
6750       ----      ----      ----      ----      ----    UNCH                  .0001                     605
6800       ----      ----      ----      ----      ----    UNCH                  .0001                     150
7000       ----      ----      ----      ----      ----    UNCH                  .0001                    2616
7250       ----      ----      ----      ----      ----    UNCH                  .0001                     200
7500       ----      ----      ----      ----      ----    UNCH                  .0001                    1250
7750       ----      ----      ----      ----      ----    UNCH                  .0001                     300
8000       ----      ----      ----      ----      ----    UNCH                  .0001                    1180
8050       ----      ----      ----      ----      ----    UNCH                  .0001                     650
8100       ----      ----      ----      ----      ----    UNCH                  .0001                     575
8150       ----      ----      ----      ----      ----    UNCH                  .0001                     575
8200       ----      ----      ----      ----      ----    UNCH                  .0001                     225
8250       ----      ----      ----      ----      ----    UNCH                  .0001                     125
8300       ----      ----      ----      ----      ----    UNCH                  .0001                     225
8350       ----      ----      ----      ----      ----    UNCH                  .0001                     225
8400       ----      ----      ----      ----      ----    UNCH                  .0001                     225
8450       ----      ----      ----      ----      ----    UNCH                  .0001                     225
8500       ----      ----      ----      ----      ----    UNCH                  .0001                     425
8550       ----      ----      ----      ----      ----    UNCH                  .0001                     225
8600       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8650       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8700       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8750       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8800       ----      ----      ----      ----      ----    UNCH                  .0001                      75
8850       ----      ----      ----      ----      ----    UNCH                  .0001                      75
8900       ----      ----      ----      ----      ----    UNCH                  .0001                      75
8950       ----      ----      ----      ----      ----    UNCH                  .0001                      75
9000       ----      ----      ----      ----      ----    UNCH                  .0001                    3297
9050       ----      ----      ----      ----      ----    UNCH                  .0001                     100
9100       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9150       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9200       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9250       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9300       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9350       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9400       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9450       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9500       ----      ----      ----      ----      ----    UNCH                  .0001                     250
9550       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9600       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9650       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9700       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9750       ----      ----      ----      ----      ----    UNCH                  .0001                     150
LN JAN18 Henry Hub Natural Gas European Financial Option CALL
10000      ----      ----      ----      ----      ----    UNCH                  .0001                      10
2000       ----      ----    1.2170A   1.2170A     ----    UNCH                 1.2313
2250       ----      ----     .9710A    .9710A     ----    UNCH                  .9852
2300       ----      ----     .9220A    .9220A     ----    UNCH                  .9367
2350       ----      ----     .8740A    .8740A     ----    UNCH                  .8887
2500       ----      ----     .7290A    .7290A     ----    UNCH                  .7483
2600       ----      ----     .6400A    .6400A     ----    UNCH                  .6588                      25
2750       ----      ----     .5130A    .5130A     ----    UNCH                  .5346           1         151
2800       ----      ----     .4800A    .4800A     ----    UNCH                  .4961          30          55
2850       ----      ----     .4440A    .4440A     ----    UNCH                  .4596          10          10
2900       ----      ----     .4100A    .4100A     ----    UNCH                  .4251
2950       ----      ----     .3780A    .3780A     ----    UNCH                  .3923                      10
3000       ----      ----     .3480A    .3480A     ----    UNCH                  .3615                    2275
3010       ----      ----     .3430A    .3430A     ----    UNCH                  .3556                      18
3050       ----      ----     .3200A    .3200A     ----    UNCH                  .3327                      55
3080       ----      ----     .3040A    .3040A     ----    UNCH                  .3162                      10
3100       ----      ----     .2920A    .2920A     ----    UNCH                  .3055                     680
3140       ----      ----     .2720A    .2720A     ----    UNCH                  .2851                      15
3150       ----      ----     .2670A    .2670A     ----    UNCH                  .2802                      90
3200       ----      ----     .2430A    .2430A     ----    UNCH                  .2566           3         838
3250       ----      ----     .2220A    .2220A     ----    UNCH         100      .2347        1489        5059
3260       ----      ----     .2190A    .2190A     ----    UNCH                  .2306                      10
3300       ----      ----     .2030A    .2030A     ----    UNCH                  .2146           1        3166
3350       ----      ----     .1860A    .1860A     ----    UNCH                  .1960         504        2739
3400       ----      ----     .1690A    .1690A     ----    UNCH                  .1788                     985
3450       ----      ----     .1540A    .1540A     ----    UNCH                  .1630                     331
3500       ----      ----     .1400A    .1400A     ----    UNCH                  .1485        2315       12895
3550       ----      ----     .1280A    .1280A     ----    UNCH                  .1351         121         561
3600       ----      ----     .1160A    .1160A     ----    UNCH         100      .1229          51         693
3650       ----      ----     .1050A    .1050A     ----    UNCH                  .1116           5         590
3700       ----      ----     .0950A    .0950A     ----    UNCH                  .1014           1         706
3750       ----      ----     .0870A    .0870A     ----    UNCH                  .0920        1634       16467
3800       ----      ----     .0780A    .0780A     ----    UNCH                  .0835          66         878
3850       ----      ----     .0720A    .0720A     ----    UNCH                  .0757           1         606
3900       ----      ----     .0640A    .0640A     ----    UNCH                  .0687                     211
3950       ----      ----     .0590A    .0590A     ----    UNCH                  .0622           1         191
4000       ----      ----     .0530A    .0530A     ----    UNCH                  .0564        1700       20697
4050       ----      ----     .0480A    .0480A     ----    UNCH                  .0511          10         108
4100       ----      ----     .0430A    .0430A     ----    UNCH                  .0463          80         196
4150       ----      ----     .0390A    .0390A     ----    UNCH                  .0419          22        2099
4200       ----      ----     .0350A    .0350A     ----    UNCH                  .0380           4         276
4250      .0310     .0310     .0310     .0310      ----    UNCH           2      .0344         291       10814
4300       ----      ----     .0290A    .0290A     ----    UNCH                  .0312           2         111
4350       ----      ----     .0270A    .0270A     ----    UNCH                  .0283                     129
4400       ----      ----     .0240A    .0240A     ----    UNCH                  .0257           3        2096
4450       ----      ----     .0220A    .0220A     ----    UNCH                  .0233           3          91
4500      .0190     .0190     .0190     .0190      ----    UNCH           1      .0212          23       19705
4550       ----      ----     .0180A    .0180A     ----    UNCH                  .0192                     107
4600       ----      ----     .0170A    .0170A     ----    UNCH                  .0175                     117
4650       ----      ----     .0150A    .0150A     ----    UNCH                  .0159          10          22
4700       ----      ----     .0140A    .0140A     ----    UNCH                  .0145           2         172
4750       ----      ----     .0130A    .0130A     ----    UNCH                  .0132           5        5158
4800       ----      ----      ----      ----      ----    UNCH                  .0120                     385
4850       ----      ----      ----      ----      ----    UNCH                  .0109                      25
4900       ----      ----      ----      ----      ----    UNCH                  .0100                      58
4950       ----      ----     .0090A    .0090A     ----    UNCH                  .0091          15          55
5000       ----      ----      ----      ----      ----    UNCH                  .0083         900       14063
5050       ----      ----      ----      ----      ----    UNCH                  .0076                      44
5100       ----      ----      ----      ----      ----    UNCH                  .0070                     161
5150       ----      ----      ----      ----      ----    UNCH                  .0064                      57
5200       ----      ----      ----      ----      ----    UNCH                  .0058                      60
5250       ----      ----      ----      ----      ----    UNCH                  .0054                    5502
5300       ----      ----      ----      ----      ----    UNCH                  .0049                      56
5350       ----      ----      ----      ----      ----    UNCH                  .0045                     216
5400       ----      ----      ----      ----      ----    UNCH                  .0042         200         200
5450       ----      ----      ----      ----      ----    UNCH                  .0038                      54
5500       ----      ----      ----      ----      ----    UNCH                  .0035                    3038
5550       ----      ----      ----      ----      ----    UNCH                  .0032                     201
5600       ----      ----      ----      ----      ----    UNCH                  .0030                     109
5650       ----      ----      ----      ----      ----    UNCH                  .0028                     102
5700       ----      ----      ----      ----      ----    UNCH                  .0025                     210
5750       ----      ----      ----      ----      ----    UNCH                  .0023                     391
5800       ----      ----      ----      ----      ----    UNCH                  .0022                       2
5900       ----      ----      ----      ----      ----    UNCH                  .0018                       1
5950       ----      ----      ----      ----      ----    UNCH                  .0017          20          20
6000       ----      ----      ----      ----      ----    UNCH                  .0016          28        4628
6150       ----      ----      ----      ----      ----    UNCH                  .0013                     200
6250       ----      ----      ----      ----      ----    UNCH                  .0011                     151
6450       ----      ----      ----      ----      ----    UNCH                  .0008                       1
6500       ----      ----      ----      ----      ----    UNCH                  .0007                     834
6650       ----      ----      ----      ----      ----    UNCH                  .0006                     200
6750       ----      ----      ----      ----      ----    UNCH                  .0005                     300
7000       ----      ----      ----      ----      ----    UNCH                  .0004                     461
7150       ----      ----      ----      ----      ----    UNCH                  .0003                     200
7250       ----      ----      ----      ----      ----    UNCH                  .0003                     170
7500       ----      ----      ----      ----      ----    UNCH                  .0002                    2100
7650       ----      ----      ----      ----      ----    UNCH                  .0002                     200
7750       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8000       ----      ----      ----      ----      ----    UNCH                  .0001                     275
8050       ----      ----      ----      ----      ----    UNCH                  .0001                     200
8100       ----      ----      ----      ----      ----    UNCH                  .0001                     200
8150       ----      ----      ----      ----      ----    UNCH                  .0001                     400
8200       ----      ----      ----      ----      ----    UNCH                  .0001                     200
8250       ----      ----      ----      ----      ----    UNCH                  .0001                     200
8300       ----      ----      ----      ----      ----    UNCH                  .0001                     400
8350       ----      ----      ----      ----      ----    UNCH                  .0001                     200
8400       ----      ----      ----      ----      ----    UNCH                  .0001                     200
8450       ----      ----      ----      ----      ----    UNCH                  .0001                     400
8500       ----      ----      ----      ----      ----    UNCH                  .0001                      50
8550       ----      ----      ----      ----      ----    UNCH                  .0001                     350
8600       ----      ----      ----      ----      ----    UNCH                  .0001                     250
8650       ----      ----      ----      ----      ----    UNCH                  .0001                      50
8700       ----      ----      ----      ----      ----    UNCH                  .0001                      50
8750       ----      ----      ----      ----      ----    UNCH                  .0001                      50
8800       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8850       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8900       ----      ----      ----      ----      ----    UNCH                  .0001                     150
8950       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9000       ----      ----      ----      ----      ----    UNCH                  .0001                     250
9050       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9100       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9150       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9200       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9250       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9300       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9350       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9400       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9450       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9500       ----      ----      ----      ----      ----    UNCH                  .0001                     150
9550       ----      ----      ----      ----      ----    UNCH                  .0001                     150
LN FEB18 Henry Hub Natural Gas European Financial Option CALL
10000      ----      ----      ----      ----      ----    UNCH                  .0004                      44
2500       ----      ----      ----      ----      ----    UNCH                  .7714
2600       ----      ----      ----      ----      ----    UNCH                  .6894                      25
2750       ----      ----     .5710A    .5710A     ----    UNCH                  .5774                     154
2800       ----      ----     .5390A    .5390A     ----    UNCH                  .5434                      25
2950       ----      ----     .4390A    .4390A     ----    UNCH                  .4508                      10
3000       ----      ----     .4120A    .4120A     ----    UNCH                  .4230           1        1731
3010       ----      ----      ----      ----      ----    UNCH                  .4176                      18
3050       ----      ----     .3880A    .3880A     ----    UNCH                  .3969                      55
3080       ----      ----      ----      ----      ----    UNCH                  .3819                      10
3100       ----      ----     .3590A    .3590A     ----    UNCH                  .3722                     680
3140       ----      ----      ----      ----      ----    UNCH                  .3535                      15
3150       ----      ----     .3360A    .3360A     ----    UNCH                  .3490                     288
3200       ----      ----     .3150A    .3150A     ----    UNCH        1000      .3271           3         388
3250       ----      ----     .2940A    .2940A     ----    UNCH         100      .3067         130        2960
3260       ----      ----     .2960A    .2960A     ----    UNCH                  .3027                      10
3300       ----      ----     .2760A    .2760A     ----    UNCH                  .2874                    1042
3350       ----      ----     .2580A    .2580A     ----    UNCH                  .2693          29        1454
3400       ----      ----     .2420A    .2420A     ----    UNCH                  .2523                    1227
3450       ----      ----     .2260A    .2260A     ----    UNCH                  .2364                     416
3500       ----      ----     .2120A    .2120A     ----    UNCH                  .2216         613       20137
3550       ----      ----     .1990A    .1990A     ----    UNCH                  .2077                     335
3600       ----      ----     .1860A    .1860A     ----    UNCH         100      .1947                     318
3650       ----      ----     .1740A    .1740A     ----    UNCH                  .1825                      64
3700       ----      ----     .1630A    .1630A     ----    UNCH                  .1710                       8
3750       ----      ----     .1530A    .1530A     ----    UNCH                  .1602         359       10241
3800       ----      ----     .1440A    .1440A     ----    UNCH                  .1502                     410
3850       ----      ----     .1350A    .1350A     ----    UNCH                  .1407                     538
3900       ----      ----     .1270A    .1270A     ----    UNCH                  .1319         109         113
3950       ----      ----     .1180A    .1180A     ----    UNCH                  .1236                       1
4000       ----      ----     .1110A    .1110A     ----    UNCH         500      .1158        2877       39232
4050       ----      ----     .1040A    .1040A     ----    UNCH                  .1085                       9
4100       ----      ----     .0970A    .0970A     ----    UNCH                  .1017                     150
4200       ----      ----     .0850A    .0850A     ----    UNCH                  .0894                      39
4250       ----      ----     .0800A    .0800A     ----    UNCH                  .0839         296        3067
4300       ----      ----     .0750A    .0750A     ----    UNCH                  .0787                     236
4350       ----      ----     .0710A    .0710A     ----    UNCH                  .0738                     132
4400       ----      ----     .0660A    .0660A     ----    UNCH                  .0693                      56
4450       ----      ----     .0620A    .0620A     ----    UNCH                  .0650                      50
4500       ----      ----     .0580A    .0580A     ----    UNCH         500      .0611         322       15104
4550       ----      ----     .0550A    .0550A     ----    UNCH                  .0573                      43
4600       ----      ----     .0510A    .0510A     ----    UNCH                  .0539                     182
4650       ----      ----     .0480A    .0480A     ----    UNCH                  .0506           2           4
4700       ----      ----     .0450A    .0450A     ----    UNCH                  .0476          29         154
4750       ----      ----     .0430A    .0430A     ----    UNCH                  .0448          13        2498
4800       ----      ----     .0400A    .0400A     ----    UNCH                  .0421                     133
4850       ----      ----     .0380A    .0380A     ----    UNCH                  .0396                     135
4900      .0350     .0350     .0350     .0350      ----    UNCH          20      .0373          20          85
4950       ----      ----     .0340A    .0340A     ----    UNCH                  .0351                      28
5000       ----      ----     .0320A    .0320A     ----    UNCH                  .0331         203        7278
5050       ----      ----     .0300A    .0300A     ----    UNCH                  .0312                       1
5150       ----      ----     .0270A    .0270A     ----    UNCH                  .0277                       1
5200       ----      ----     .0250A    .0250A     ----    UNCH                  .0261                       6
5250       ----      ----     .0240A    .0240A     ----    UNCH                  .0246                     105
5300       ----      ----     .0220A    .0220A     ----    UNCH                  .0232                     108
5500       ----      ----     .0180A    .0180A     ----    UNCH                  .0185                    9547
5550       ----      ----     .0170A    .0170A     ----    UNCH                  .0175                       5
5650       ----      ----      ----      ----      ----    UNCH                  .0157                     155
5700       ----      ----      ----      ----      ----    UNCH                  .0149                      48
5750       ----      ----     .0140A    .0140A     ----    UNCH                  .0141                     250
5800       ----      ----     .0130A    .0130A     ----    UNCH                  .0134                      25
5900       ----      ----      ----      ----      ----    UNCH                  .0120                      47
5950       ----      ----      ----      ----      ----    UNCH                  .0114          60          65
6000       ----      ----      ----      ----      ----    UNCH                  .0108                    6859
6050       ----      ----      ----      ----      ----    UNCH                  .0103                      42
6100       ----      ----      ----      ----      ----    UNCH                  .0098                      62
6200       ----      ----      ----      ----      ----    UNCH                  .0088                      15
6350       ----      ----      ----      ----      ----    UNCH                  .0076                      15
6400       ----      ----      ----      ----      ----    UNCH                  .0072                       5
6450       ----      ----      ----      ----      ----    UNCH                  .0069                       5
6500       ----      ----      ----      ----      ----    UNCH                  .0066                     579
6550       ----      ----      ----      ----      ----    UNCH                  .0063                      12
6650       ----      ----      ----      ----      ----    UNCH                  .0057                       5
6750       ----      ----      ----      ----      ----    UNCH                  .0052                     155
6800       ----      ----      ----      ----      ----    UNCH                  .0049                      49
6850       ----      ----      ----      ----      ----    UNCH                  .0047                       9
7000       ----      ----      ----      ----      ----    UNCH                  .0041                     562
7250       ----      ----      ----      ----      ----    UNCH                  .0033                      20
7500       ----      ----      ----      ----      ----    UNCH                  .0026                     300
8000       ----      ----      ----      ----      ----    UNCH                  .0017                     905
9000       ----      ----      ----      ----      ----    UNCH                  .0008                     119
LN MAR18 Henry Hub Natural Gas European Financial Option CALL
10000      ----      ----      ----      ----      ----    UNCH                  .0021                    1691
11000      ----      ----      ----      ----      ----    UNCH                  .0012                      99
12000      ----      ----      ----      ----      ----    UNCH                  .0007                     200
2000       ----      ----      ----      ----      ----    UNCH                 1.1933
2250       ----      ----      ----      ----      ----    UNCH                  .9592
2400       ----      ----      ----      ----      ----    UNCH                  .8287
2500       ----      ----      ----      ----      ----    UNCH                  .7484
2600       ----      ----      ----      ----      ----    UNCH                  .6742                      25
2750       ----      ----     .5680A    .5680A     ----    UNCH                  .5736                     501
2800       ----      ----     .5380A    .5380A     ----    UNCH                  .5433                      25
2900       ----      ----     .4780A    .4780A     ----    UNCH                  .4875                     275
2950       ----      ----     .4530A    .4530A     ----    UNCH                  .4617                      10
3000       ----      ----     .4290A    .4290A     ----    UNCH                  .4375                    1380
3010       ----      ----      ----      ----      ----    UNCH                  .4327                      18
3050       ----      ----     .4060A    .4060A     ----    UNCH                  .4146                     355
3080       ----      ----      ----      ----      ----    UNCH                  .4015                      10
3100       ----      ----     .3850A    .3850A     ----    UNCH                  .3931                    1003
3140       ----      ----      ----      ----      ----    UNCH                  .3768                      15
3150       ----      ----     .3670A    .3670A     ----    UNCH                  .3729                    1050
3200       ----      ----     .3420A    .3420A     ----    UNCH                  .3538         519        1654
3250       ----      ----     .3250A    .3250A     ----    UNCH         100      .3359         300        5156
3260       ----      ----     .3280A    .3280A     ----    UNCH                  .3325                      10
3300       ----      ----     .3080A    .3080A     ----    UNCH                  .3191                    1155
3350       ----      ----     .2930A    .2930A     ----    UNCH                  .3033           6         206
3400       ----      ----     .2780A    .2780A     ----    UNCH                  .2884                     504
3450       ----      ----     .2650A    .2650A     ----    UNCH                  .2743                      89
3500       ----      ----     .2520A    .2520A     ----    UNCH                  .2609                   11954
3550       ----      ----     .2400A    .2400A     ----    UNCH                  .2483                     572
3600       ----      ----     .2280A    .2280A     ----    UNCH         100      .2364                     790
3650       ----      ----     .2180A    .2180A     ----    UNCH                  .2251                      25
3700       ----      ----     .2070A    .2070A     ----    UNCH                  .2145                     446
3750       ----      ----     .1980A    .1980A     ----    UNCH                  .2045          53       19040
3800       ----      ----     .1890A    .1890A     ----    UNCH                  .1950          83         500
3850       ----      ----     .1800A    .1800A     ----    UNCH                  .1861                     517
3900       ----      ----     .1720A    .1720A     ----    UNCH                  .1776           1         858
3950       ----      ----     .1640A    .1640A     ----    UNCH                  .1696           8           7
4000      .1560     .1590     .1560     .1570A     ----    UNCH          40      .1620        1455       51124
4050       ----      ----     .1500A    .1500A     ----    UNCH                  .1547                       9
4100       ----      ----     .1430A    .1430A     ----    UNCH                  .1479                      50
4150       ----      ----     .1360A    .1360A     ----    UNCH                  .1413           6           6
4200       ----      ----     .1300A    .1300A     ----    UNCH                  .1351                       4
4250       ----      ----     .1240A    .1240A     ----    UNCH                  .1292         202        6711
4300       ----      ----     .1190A    .1190A     ----    UNCH                  .1235          32         472
4350       ----      ----     .1130A    .1130A     ----    UNCH                  .1181           2           2
4400       ----      ----     .1090A    .1090A     ----    UNCH                  .1130                     145
4450       ----      ----     .1040A    .1040A     ----    UNCH                  .1081                      50
4500       ----      ----     .0990A    .0990A     ----    UNCH                  .1034                    8281
4600       ----      ----     .0910A    .0910A     ----    UNCH                  .0948                     181
4650       ----      ----     .0880A    .0880A     ----    UNCH                  .0908                      50
4700       ----      ----     .0840A    .0840A     ----    UNCH                  .0870                     211
4750       ----      ----     .0810A    .0810A     ----    UNCH                  .0834         105        3559
4800       ----      ----     .0770A    .0770A     ----    UNCH                  .0800                      75
4850       ----      ----     .0740A    .0740A     ----    UNCH                  .0768                      60
4900       ----      ----     .0710A    .0710A     ----    UNCH                  .0737                      73
4950       ----      ----     .0680A    .0680A     ----    UNCH                  .0706                      43
5000       ----      ----     .0650A    .0650A     ----    UNCH           1      .0677        1258       20429
5050       ----      ----     .0630A    .0630A     ----    UNCH                  .0650                      23
5100       ----      ----     .0600A    .0600A     ----    UNCH                  .0623          34          56
5150       ----      ----     .0580A    .0580A     ----    UNCH                  .0597                      13
5200       ----      ----     .0560A    .0560A     ----    UNCH                  .0573           2          14
5250       ----      ----     .0540A    .0540A     ----    UNCH                  .0550                    1211
5300       ----      ----     .0510A    .0510A     ----    UNCH                  .0527                      11
5350       ----      ----     .0490A    .0490A     ----    UNCH                  .0506                      12
5400       ----      ----     .0470A    .0470A     ----    UNCH                  .0485           2          37
5450       ----      ----     .0460A    .0460A     ----    UNCH                  .0466                      24
5500       ----      ----     .0440A    .0440A     ----    UNCH                  .0447                    6496
5600       ----      ----     .0410A    .0410A     ----    UNCH                  .0413                      12
5700       ----      ----     .0380A    .0380A     ----    UNCH                  .0381                       6
5750       ----      ----     .0360A    .0360A     ----    UNCH                  .0367                      68
5800       ----      ----     .0350A    .0350A     ----    UNCH                  .0353                      77
5850       ----      ----      ----      ----      ----    UNCH                  .0340                      11
5900       ----      ----     .0320A    .0320A     ----    UNCH                  .0327                       4
6000       ----      ----     .0300A    .0300A     ----    UNCH         302      .0303         504        9091
6050       ----      ----     .0290A    .0290A     ----    UNCH                  .0292                       9
6200       ----      ----     .0260A    .0260A     ----    UNCH                  .0261                       2
6250       ----      ----     .0250A    .0250A     ----    UNCH                  .0252                      10
6500       ----      ----      ----      ----      ----    UNCH                  .0210                    1164
6600       ----      ----      ----      ----      ----    UNCH                  .0195                       6
6750       ----      ----      ----      ----      ----    UNCH                  .0175                     150
7000       ----      ----      ----      ----      ----    UNCH                  .0147                    5319
7100       ----      ----      ----      ----      ----    UNCH                  .0137                       4
7250       ----      ----      ----      ----      ----    UNCH                  .0123                     185
7300       ----      ----      ----      ----      ----    UNCH                  .0119          90          90
7350       ----      ----      ----      ----      ----    UNCH                  .0115                      70
7400       ----      ----      ----      ----      ----    UNCH                  .0111                      35
7450       ----      ----      ----      ----      ----    UNCH                  .0108                      10
7500       ----      ----      ----      ----      ----    UNCH                  .0104                     153
8000       ----      ----      ----      ----      ----    UNCH                  .0074                    5975
8100       ----      ----      ----      ----      ----    UNCH                  .0070                      10
8200       ----      ----      ----      ----      ----    UNCH                  .0065                      10
8250       ----      ----      ----      ----      ----    UNCH                  .0063                      10
8400       ----      ----      ----      ----      ----    UNCH                  .0057                      10
8500       ----      ----      ----      ----      ----    UNCH                  .0053                     270
8600       ----      ----      ----      ----      ----    UNCH                  .0050                      10
9000       ----      ----      ----      ----      ----    UNCH                  .0038                    2906
9100       ----      ----      ----      ----      ----    UNCH                  .0036                     500
LN APR18 Henry Hub Natural Gas European Financial Option CALL
10000      ----      ----      ----      ----      ----    UNCH                  .0001                      10
1750       ----      ----      ----      ----      ----    UNCH                 1.1542
1900       ----      ----      ----      ----      ----    UNCH                 1.0072
2000       ----      ----      ----      ----      ----    UNCH                  .9106
2250       ----      ----      ----      ----      ----    UNCH                  .6787
2350       ----      ----      ----      ----      ----    UNCH                  .5920
2450       ----      ----      ----      ----      ----    UNCH                  .5105
2500       ----      ----      ----      ----      ----    UNCH                  .4723
2600       ----      ----      ----      ----      ----    UNCH                  .4008                      25
2650       ----      ----      ----      ----      ----    UNCH                  .3677
2700       ----      ----      ----      ----      ----    UNCH                  .3368
2750       ----      ----      ----      ----      ----    UNCH                  .3079                     425
2800       ----      ----      ----      ----      ----    UNCH                  .2809                     850
2850       ----      ----      ----      ----      ----    UNCH                  .2558                     750
2900       ----      ----      ----      ----      ----    UNCH                  .2327                    1100
2950       ----      ----      ----      ----      ----    UNCH                  .2113                     961
3000       ----      ----      ----      ----      ----    UNCH                  .1917                    7034
3010       ----      ----      ----      ----      ----    UNCH                  .1879                      18
3020       ----      ----      ----      ----      ----    UNCH                  .1843                     500
3050       ----      ----      ----      ----      ----    UNCH                  .1736                     730
3080       ----      ----      ----      ----      ----    UNCH                  .1635                      10
3100       ----      ----      ----      ----      ----    UNCH         150      .1571                    1585
3140       ----      ----      ----      ----      ----    UNCH                  .1449                      15
3150       ----      ----      ----      ----      ----    UNCH                  .1420                      96
3200       ----      ----      ----      ----      ----    UNCH                  .1282                     550
3250       ----      ----      ----      ----      ----    UNCH                  .1155                    4491
3260       ----      ----      ----      ----      ----    UNCH                  .1132                      10
3300       ----      ----      ----      ----      ----    UNCH                  .1041                    3836
3350       ----      ----      ----      ----      ----    UNCH                  .0936                     100
3400       ----      ----      ----      ----      ----    UNCH                  .0841                     536
3450       ----      ----      ----      ----      ----    UNCH                  .0756                     126
3500       ----      ----      ----      ----      ----    UNCH          75      .0679         200       22073
3550       ----      ----      ----      ----      ----    UNCH                  .0610                      29
3600       ----      ----      ----      ----      ----    UNCH                  .0547                      63
3650       ----      ----      ----      ----      ----    UNCH                  .0491                      20
3750       ----      ----      ----      ----      ----    UNCH                  .0396                    3865
3800       ----      ----      ----      ----      ----    UNCH                  .0355                     978
4000       ----      ----      ----      ----      ----    UNCH          75      .0232         200       11295
4150       ----      ----      ----      ----      ----    UNCH                  .0170                     100
4250       ----      ----      ----      ----      ----    UNCH                  .0140                     650
4400       ----      ----      ----      ----      ----    UNCH                  .0106                      95
4450       ----      ----      ----      ----      ----    UNCH                  .0097                      50
4500       ----      ----      ----      ----      ----    UNCH                  .0089                    4735
4600       ----      ----      ----      ----      ----    UNCH                  .0075                      91
4740       ----      ----      ----      ----      ----    UNCH                  .0061
4750       ----      ----      ----      ----      ----    UNCH                  .0060                    1364
4800       ----      ----      ----      ----      ----    UNCH                  .0056                      25
5000       ----      ----      ----      ----      ----    UNCH                  .0043        1000       15243
5250       ----      ----      ----      ----      ----    UNCH                  .0033                      25
5500       ----      ----      ----      ----      ----    UNCH                  .0027                    2676
5800       ----      ----      ----      ----      ----    UNCH                  .0021                       2
6000       ----      ----      ----      ----      ----    UNCH                  .0018                    6314
6500       ----      ----      ----      ----      ----    UNCH                  .0012                     260
6750       ----      ----      ----      ----      ----    UNCH                  .0010                      50
