                PRELIMINARY PRICES AS OF 03/07/18 01:32 PM (CST)
DEC20      ----      ----      ----      ----   10.8000  +.1700                10.6300
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                     3698
A2 WTI OIL CS1 SYNTHT
APR18      ----      ----      ----      ----       .13    -.02                    .15
MAY18      ----      ----      ----      ----       .27    -.02                    .29
JUN18      ----      ----      ----      ----       .38    -.05                    .43
JLY18      ----      ----      ----      ----       .44    -.06                    .50
AUG18      ----      ----      ----      ----       .48    -.05                    .53
SEP18      ----      ----      ----      ----       .48    -.04                    .52
OCT18      ----      ----      ----      ----       .44    -.04                    .48
NOV18      ----      ----      ----      ----       .41    -.03                    .44
DEC18      ----      ----      ----      ----       .39    -.03                    .42
JAN19      ----      ----      ----      ----      ----    UNCH                    .42
FEB19      ----      ----      ----      ----      ----    UNCH                    .40
MAR19      ----      ----      ----      ----      ----    UNCH                    .37
APR19      ----      ----      ----      ----      ----    UNCH                    .36
MAY19      ----      ----      ----      ----      ----    UNCH                    .33
JUN19      ----      ----      ----      ----      ----    UNCH                    .34
JLY19      ----      ----      ----      ----      ----    UNCH                    .31
AUG19      ----      ----      ----      ----      ----    UNCH                    .27
SEP19      ----      ----      ----      ----      ----    UNCH                    .24
OCT19      ----      ----      ----      ----      ----    UNCH                    .23
NOV19      ----      ----      ----      ----      ----    UNCH                    .21
DEC19      ----      ----      ----      ----      ----    UNCH                    .27
JAN20      ----      ----      ----      ----      ----    UNCH                    .23
FEB20      ----      ----      ----      ----      ----    UNCH                    .24
MAR20      ----      ----      ----      ----      ----    UNCH                    .24
APR20      ----      ----      ----      ----      ----    UNCH                    .21
MAY20      ----      ----      ----      ----      ----    UNCH                    .21
JUN20      ----      ----      ----      ----      ----    UNCH                    .22
JLY20      ----      ----      ----      ----      ----    UNCH                    .17
AUG20      ----      ----      ----      ----      ----    UNCH                    .18
SEP20      ----      ----      ----      ----      ----    UNCH                    .18
OCT20      ----      ----      ----      ----      ----    UNCH                    .16
NOV20      ----      ----      ----      ----      ----    UNCH                    .12
DEC20      ----      ----      ----      ----      ----    UNCH                    .16
JAN21      ----      ----      ----      ----      ----    UNCH                    .13
FEB21      ----      ----      ----      ----      ----    UNCH                    .15
MAR21      ----      ----      ----      ----      ----    UNCH                    .16
APR21      ----      ----      ----      ----      ----    UNCH                    .13
MAY21      ----      ----      ----      ----      ----    UNCH                    .08
JUN21      ----      ----      ----      ----      ----    UNCH                    .12
JLY21      ----      ----      ----      ----      ----    UNCH                    .08
AUG21      ----      ----      ----      ----      ----    UNCH                    .12
SEP21      ----      ----      ----      ----      ----    UNCH                    .07
OCT21      ----      ----      ----      ----      ----    UNCH                    .03
NOV21      ----      ----      ----      ----      ----    UNCH                    .00
DEC21      ----      ----      ----      ----      ----    UNCH                    .08
JAN22      ----      ----      ----      ----      ----    UNCH                    .08
FEB22      ----      ----      ----      ----      ----    UNCH                    .01
MAR22      ----      ----      ----      ----      ----    UNCH                    .06
APR22      ----      ----      ----      ----      ----    UNCH                    .05
MAY22      ----      ----      ----      ----      ----    UNCH                    .02
JUN22      ----      ----      ----      ----      ----    UNCH                    .11
JLY22      ----      ----      ----      ----      ----    UNCH                   -.04
AUG22      ----      ----      ----      ----      ----    UNCH                   -.07
SEP22      ----      ----      ----      ----      ----    UNCH                    .08
OCT22      ----      ----      ----      ----      ----    UNCH                   -.05
NOV22      ----      ----      ----      ----      ----    UNCH                    .04
DEC22      ----      ----      ----      ----      ----    UNCH                    .00
JAN23      ----      ----      ----      ----      ----    UNCH                    .04
FEB23      ----      ----      ----      ----      ----    UNCH                   -.02
MAR23      ----      ----      ----      ----      ----    UNCH                    .05
APR23      ----      ----      ----      ----      ----    UNCH                    .04
MAY23      ----      ----      ----      ----      ----    UNCH                   -.09
JUN23      ----      ----      ----      ----      ----    UNCH                    .05
JLY23      ----      ----      ----      ----      ----    UNCH                    .05
AUG23      ----      ----      ----      ----      ----    UNCH                   -.09
SEP23      ----      ----      ----      ----      ----    UNCH                    .01
OCT23      ----      ----      ----      ----      ----    UNCH                    .00
NOV23      ----      ----      ----      ----      ----    UNCH                   -.06
BH NY Harbor ULSD Bullet Futures
APR18      ----      ----      ----      ----      ----    UNCH                 1.9033                      19
MAY18      ----      ----      ----      ----      ----    UNCH                 1.9097                      19
JUN18      ----      ----      ----      ----      ----    UNCH                 1.9111                      19
JLY18      ----      ----      ----      ----      ----    UNCH                 1.9119                      19
AUG18      ----      ----      ----      ----      ----    UNCH                 1.9125                      19
SEP18      ----      ----      ----      ----      ----    UNCH                 1.9146                      19
OCT18      ----      ----      ----      ----      ----    UNCH                 1.9162                      19
NOV18      ----      ----      ----      ----      ----    UNCH                 1.9169                      19
DEC18      ----      ----      ----      ----      ----    UNCH                 1.9171                      19
JAN19      ----      ----      ----      ----      ----    UNCH                 1.9179                       5
FEB19      ----      ----      ----      ----      ----    UNCH                 1.9156                       5
MAR19      ----      ----      ----      ----      ----    UNCH                 1.9085                       5
APR19      ----      ----      ----      ----      ----    UNCH                 1.8926                       5
MAY19      ----      ----      ----      ----      ----    UNCH                 1.8827                       5
JUN19      ----      ----      ----      ----      ----    UNCH                 1.8761                       5
JLY19      ----      ----      ----      ----      ----    UNCH                 1.8742                       5
AUG19      ----      ----      ----      ----      ----    UNCH                 1.8754                       5
SEP19      ----      ----      ----      ----      ----    UNCH                 1.8800                       5
OCT19      ----      ----      ----      ----      ----    UNCH                 1.8862                       5
NOV19      ----      ----      ----      ----      ----    UNCH                 1.8929                       5
DEC19      ----      ----      ----      ----      ----    UNCH                 1.8998                       5
JAN20      ----      ----      ----      ----      ----    UNCH                 1.9040
FEB20      ----      ----      ----      ----      ----    UNCH                 1.9035
MAR20      ----      ----      ----      ----      ----    UNCH                 1.8980
APR20      ----      ----      ----      ----      ----    UNCH                 1.8863
MAY20      ----      ----      ----      ----      ----    UNCH                 1.8788
JUN20      ----      ----      ----      ----      ----    UNCH                 1.8751
JLY20      ----      ----      ----      ----      ----    UNCH                 1.8788
AUG20      ----      ----      ----      ----      ----    UNCH                 1.8823
SEP20      ----      ----      ----      ----      ----    UNCH                 1.8865
OCT20      ----      ----      ----      ----      ----    UNCH                 1.8886
NOV20      ----      ----      ----      ----      ----    UNCH                 1.8912
DEC20      ----      ----      ----      ----      ----    UNCH                 1.8948
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      231
BZ1 Brent Crude Oil TAM Singapore Future
MAY18      ----      ----      ----      ----     65.19    -.27                  65.46
JUN18      ----      ----      ----      ----     64.95    -.27                  65.22
JLY18      ----      ----      ----      ----     64.65    -.27                  64.92
BZ2 Brent Crude Oil TAM LONDON Future
MAY18      ----      ----      ----      ----     65.16    -.20                  65.36
JUN18      ----      ----      ----      ----     64.94    -.18                  65.12
JLY18      ----      ----      ----      ----     64.66    -.16                  64.82
BZL BZ TAM LONDON FUTURE
MAY18      ----      ----      ----      ----       .00    UNCH                    .00
JUN18      ----      ----      ----      ----       .00    UNCH                    .00
JLY18      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
MAY18      ----      ----      ----      ----       .00    UNCH                    .00
JUN18      ----      ----      ----      ----       .00    UNCH                    .00
JLY18      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
APR18      ----      ----      ----      ----       .13    -.02                    .15
MAY18      ----      ----      ----      ----       .27    -.02                    .29
JUN18      ----      ----      ----      ----       .38    -.05                    .43
JLY18      ----      ----      ----      ----       .44    -.06                    .50
AUG18      ----      ----      ----      ----       .48    -.05                    .53
SEP18      ----      ----      ----      ----       .48    -.04                    .52
OCT18      ----      ----      ----      ----       .44    -.04                    .48
NOV18      ----      ----      ----      ----       .41    -.03                    .44
DEC18      ----      ----      ----      ----       .39    -.03                    .42
JAN19      ----      ----      ----      ----      ----    UNCH                    .42
FEB19      ----      ----      ----      ----      ----    UNCH                    .40
MAR19      ----      ----      ----      ----      ----    UNCH                    .37
APR19      ----      ----      ----      ----      ----    UNCH                    .36
MAY19      ----      ----      ----      ----      ----    UNCH                    .33
JUN19      ----      ----      ----      ----      ----    UNCH                    .34
JLY19      ----      ----      ----      ----      ----    UNCH                    .31
AUG19      ----      ----      ----      ----      ----    UNCH                    .27
SEP19      ----      ----      ----      ----      ----    UNCH                    .24
OCT19      ----      ----      ----      ----      ----    UNCH                    .23
NOV19      ----      ----      ----      ----      ----    UNCH                    .21
DEC19      ----      ----      ----      ----      ----    UNCH                    .27
JAN20      ----      ----      ----      ----      ----    UNCH                    .23
FEB20      ----      ----      ----      ----      ----    UNCH                    .24
MAR20      ----      ----      ----      ----      ----    UNCH                    .24
APR20      ----      ----      ----      ----      ----    UNCH                    .21
MAY20      ----      ----      ----      ----      ----    UNCH                    .21
JUN20      ----      ----      ----      ----      ----    UNCH                    .22
JLY20      ----      ----      ----      ----      ----    UNCH                    .17
AUG20      ----      ----      ----      ----      ----    UNCH                    .18
SEP20      ----      ----      ----      ----      ----    UNCH                    .18
OCT20      ----      ----      ----      ----      ----    UNCH                    .16
NOV20      ----      ----      ----      ----      ----    UNCH                    .12
DEC20      ----      ----      ----      ----      ----    UNCH                    .16
JAN21      ----      ----      ----      ----      ----    UNCH                    .13
FEB21      ----      ----      ----      ----      ----    UNCH                    .15
MAR21      ----      ----      ----      ----      ----    UNCH                    .16
APR21      ----      ----      ----      ----      ----    UNCH                    .13
MAY21      ----      ----      ----      ----      ----    UNCH                    .08
JUN21      ----      ----      ----      ----      ----    UNCH                    .12
JLY21      ----      ----      ----      ----      ----    UNCH                    .08
AUG21      ----      ----      ----      ----      ----    UNCH                    .12
SEP21      ----      ----      ----      ----      ----    UNCH                    .07
OCT21      ----      ----      ----      ----      ----    UNCH                    .03
NOV21      ----      ----      ----      ----      ----    UNCH                    .00
DEC21      ----      ----      ----      ----      ----    UNCH                    .08
JAN22      ----      ----      ----      ----      ----    UNCH                    .08
FEB22      ----      ----      ----      ----      ----    UNCH                    .01
MAR22      ----      ----      ----      ----      ----    UNCH                    .06
APR22      ----      ----      ----      ----      ----    UNCH                    .05
MAY22      ----      ----      ----      ----      ----    UNCH                    .02
JUN22      ----      ----      ----      ----      ----    UNCH                    .11
JLY22      ----      ----      ----      ----      ----    UNCH                   -.04
AUG22      ----      ----      ----      ----      ----    UNCH                   -.07
SEP22      ----      ----      ----      ----      ----    UNCH                    .08
OCT22      ----      ----      ----      ----      ----    UNCH                   -.05
NOV22      ----      ----      ----      ----      ----    UNCH                    .04
DEC22      ----      ----      ----      ----      ----    UNCH                    .00
JAN23      ----      ----      ----      ----      ----    UNCH                    .04
FEB23      ----      ----      ----      ----      ----    UNCH                   -.02
MAR23      ----      ----      ----      ----      ----    UNCH                    .05
APR23      ----      ----      ----      ----      ----    UNCH                    .04
MAY23      ----      ----      ----      ----      ----    UNCH                   -.09
JUN23      ----      ----      ----      ----      ----    UNCH                    .05
JLY23      ----      ----      ----      ----      ----    UNCH                    .05
AUG23      ----      ----      ----      ----      ----    UNCH                   -.09
SEP23      ----      ----      ----      ----      ----    UNCH                    .01
OCT23      ----      ----      ----      ----      ----    UNCH                    .00
NOV23      ----      ----      ----      ----      ----    UNCH                   -.06
DEC23      ----      ----      ----      ----      ----    UNCH                   -.05
JAN24      ----      ----      ----      ----      ----    UNCH                   -.03
FEB24      ----      ----      ----      ----      ----    UNCH                   -.04
MAR24      ----      ----      ----      ----      ----    UNCH                   -.02
APR24      ----      ----      ----      ----      ----    UNCH                   -.04
MAY24      ----      ----      ----      ----      ----    UNCH                    .00
JUN24      ----      ----      ----      ----      ----    UNCH                   -.05
JLY24      ----      ----      ----      ----      ----    UNCH                   -.03
AUG24      ----      ----      ----      ----      ----    UNCH                   -.04
SEP24      ----      ----      ----      ----      ----    UNCH                   -.02
OCT24      ----      ----      ----      ----      ----    UNCH                   -.04
NOV24      ----      ----      ----      ----      ----    UNCH                    .00
DEC24      ----      ----      ----      ----      ----    UNCH                   -.03
JAN25      ----      ----      ----      ----      ----    UNCH                   -.04
FEB25      ----      ----      ----      ----      ----    UNCH                   -.03
MAR25      ----      ----      ----      ----      ----    UNCH                   -.03
APR25      ----      ----      ----      ----      ----    UNCH                   -.04
MAY25      ----      ----      ----      ----      ----    UNCH                   -.03
JUN25      ----      ----      ----      ----      ----    UNCH                   -.04
JLY25      ----      ----      ----      ----      ----    UNCH                   -.03
AUG25      ----      ----      ----      ----      ----    UNCH                   -.04
SEP25      ----      ----      ----      ----      ----    UNCH                   -.03
OCT25      ----      ----      ----      ----      ----    UNCH                   -.04
NOV25      ----      ----      ----      ----      ----    UNCH                    .02
DEC25      ----      ----      ----      ----      ----    UNCH                   -.08
JAN26      ----      ----      ----      ----      ----    UNCH                   -.04
FEB26      ----      ----      ----      ----      ----    UNCH                   -.03
MAR26      ----      ----      ----      ----      ----    UNCH                   -.03
APR26      ----      ----      ----      ----      ----    UNCH                   -.04
MAY26      ----      ----      ----      ----      ----    UNCH                   -.03
JUN26      ----      ----      ----      ----      ----    UNCH                   -.03
JLY26      ----      ----      ----      ----      ----    UNCH                   -.04
AUG26      ----      ----      ----      ----      ----    UNCH                   -.03
SEP26      ----      ----      ----      ----      ----    UNCH                   -.03
OCT26      ----      ----      ----      ----      ----    UNCH                   -.04
NOV26      ----      ----      ----      ----      ----    UNCH                   -.03
DEC26      ----      ----      ----      ----      ----    UNCH                   -.03
JAN27      ----      ----      ----      ----      ----    UNCH                   -.03
CL Light Sweet Crude Oil Futures
APR18     62.30     62.58     60.58      ----     61.15   -1.45      749289      62.60      634953      434038
MAY18     62.13     62.46     60.48      ----     61.02   -1.43      200288      62.45      197581      282402
JUN18     61.85     62.17     60.22A     ----     60.75   -1.41      114412      62.16      116630      300337
JLY18     61.32     61.73     59.84      ----     60.37   -1.36       40668      61.73       31377      143060
AUG18     60.74     61.23     59.40      ----     59.93   -1.30       21954      61.23       16718       86913
SEP18     60.21     60.70     58.95      ----     59.45   -1.25       27329      60.70       25039      124718
OCT18     59.68     60.18     58.43      ----     58.97   -1.21       11275      60.18        6468       92198
NOV18     59.26     59.70     58.09      ----     58.53   -1.17        5063      59.70        2984       72772
DEC18     58.90     59.30     57.51A     ----     58.12   -1.14       49389      59.26       45222      238008
JAN19     58.47     58.80B    57.26A     ----     57.73   -1.11        1808      58.84        2483       85867
FEB19     57.89     58.44B    56.84     57.28A     ----    UNCH        1625      58.42        3615       51497
MAR19     57.60     58.05     56.36     56.95      ----    UNCH        1547      58.02        5010       43262
APR19      ----      ----     56.51A    56.51A     ----    UNCH         124      57.65         816       21509
MAY19     56.95     56.95     56.17A    56.17A     ----    UNCH         268      57.29         420       19502
JUN19     56.51     57.00B    55.35     55.95      ----    UNCH        6713      56.96        9155      105505
JLY19      ----      ----     55.55A    55.55A     ----    UNCH         332      56.62         601       17112
AUG19      ----      ----     54.75A    55.03B     ----    UNCH         396      56.31         279       15417
SEP19      ----      ----     55.01A    55.01A     ----    UNCH         666      56.04         258       24669
OCT19      ----      ----     54.79A    54.79A     ----    UNCH         424      55.80          68       13815
NOV19      ----      ----     54.63A    54.63A     ----    UNCH         232      55.57         122       15948
DEC19     54.95     55.50     53.87A    54.46      ----    UNCH       12452      55.36       11842      120036
JAN20      ----      ----     54.17A    54.17A     ----    UNCH         110      55.09         111       10987
FEB20      ----      ----      ----      ----      ----    UNCH          11      54.86                    4153
MAR20      ----      ----      ----      ----      ----    UNCH           1      54.62           7        9678
APR20      ----      ----      ----      ----      ----    UNCH                  54.38                    1341
MAY20      ----      ----      ----      ----      ----    UNCH                  54.17                    1743
JUN20     53.68     54.08     52.75     53.03      ----    UNCH         712      53.96        1159       17875
JLY20      ----      ----      ----      ----      ----    UNCH           5      53.74           6        2263
AUG20      ----      ----      ----      ----      ----    UNCH                  53.57           6        2463
SEP20      ----      ----      ----      ----      ----    UNCH                  53.39           1        2839
OCT20      ----      ----      ----      ----      ----    UNCH                  53.21                    2143
NOV20      ----      ----      ----      ----      ----    UNCH           3      53.05                    2721
DEC20     52.66     53.13     51.62A    52.13B     ----    UNCH        2215      52.93        3220       48866
JAN21      ----      ----      ----      ----      ----    UNCH                  52.77          21        4145
FEB21      ----      ----      ----      ----      ----    UNCH                  52.64          19        1775
MAR21      ----      ----      ----      ----      ----    UNCH                  52.49        1010        2343
APR21      ----      ----      ----      ----      ----    UNCH                  52.33        1030        4230
MAY21      ----      ----      ----      ----      ----    UNCH                  52.20          40          54
JUN21      ----      ----      ----      ----      ----    UNCH          24      52.12         107        2288
JLY21      ----      ----      ----      ----      ----    UNCH                  52.00                       2
AUG21      ----      ----      ----      ----      ----    UNCH                  51.92                     250
SEP21      ----      ----      ----      ----      ----    UNCH                  51.80
OCT21      ----      ----      ----      ----      ----    UNCH                  51.73                       1
NOV21      ----      ----      ----      ----      ----    UNCH                  51.70
DEC21      ----      ----     50.72A    50.72A     ----    UNCH         178      51.70        1396       14461
JAN22      ----      ----      ----      ----      ----    UNCH                  51.62
FEB22      ----      ----      ----      ----      ----    UNCH                  51.54
MAR22      ----      ----      ----      ----      ----    UNCH                  51.53
APR22      ----      ----      ----      ----      ----    UNCH                  51.47
MAY22      ----      ----      ----      ----      ----    UNCH                  51.42
JUN22      ----      ----      ----      ----      ----    UNCH                  51.40
JLY22      ----      ----      ----      ----      ----    UNCH                  51.29
AUG22      ----      ----      ----      ----      ----    UNCH                  51.33
SEP22      ----      ----      ----      ----      ----    UNCH                  51.40
OCT22      ----      ----      ----      ----      ----    UNCH                  51.32
NOV22      ----      ----      ----      ----      ----    UNCH                  51.37
DEC22      ----      ----     51.12A    51.12A     ----    UNCH          10      51.33         779        5906
JAN23      ----      ----      ----      ----      ----    UNCH                  51.33
FEB23      ----      ----      ----      ----      ----    UNCH                  51.29
MAR23      ----      ----      ----      ----      ----    UNCH                  51.31
APR23      ----      ----      ----      ----      ----    UNCH                  51.26
MAY23      ----      ----      ----      ----      ----    UNCH                  51.22
JUN23      ----      ----      ----      ----      ----    UNCH                  51.31
JLY23      ----      ----      ----      ----      ----    UNCH                  51.26
AUG23      ----      ----      ----      ----      ----    UNCH                  51.21
SEP23      ----      ----      ----      ----      ----    UNCH                  51.30
OCT23      ----      ----      ----      ----      ----    UNCH                  51.29
NOV23      ----      ----      ----      ----      ----    UNCH                  51.29
DEC23      ----      ----      ----      ----      ----    UNCH                  51.35           1         300
JAN24      ----      ----      ----      ----      ----    UNCH                  51.40
FEB24      ----      ----      ----      ----      ----    UNCH                  51.43
MAR24      ----      ----      ----      ----      ----    UNCH                  51.47
APR24      ----      ----      ----      ----      ----    UNCH                  51.49
MAY24      ----      ----      ----      ----      ----    UNCH                  51.53
JUN24      ----      ----      ----      ----      ----    UNCH                  51.53
JLY24      ----      ----      ----      ----      ----    UNCH                  51.58
AUG24      ----      ----      ----      ----      ----    UNCH                  51.61
SEP24      ----      ----      ----      ----      ----    UNCH                  51.65
OCT24      ----      ----      ----      ----      ----    UNCH                  51.67
NOV24      ----      ----      ----      ----      ----    UNCH                  51.71
DEC24      ----      ----      ----      ----      ----    UNCH                  51.71                      57
JAN25      ----      ----      ----      ----      ----    UNCH                  51.74
FEB25      ----      ----      ----      ----      ----    UNCH                  51.78
MAR25      ----      ----      ----      ----      ----    UNCH                  51.81
APR25      ----      ----      ----      ----      ----    UNCH                  51.84
MAY25      ----      ----      ----      ----      ----    UNCH                  51.88
JUN25      ----      ----      ----      ----      ----    UNCH                  51.91
JLY25      ----      ----      ----      ----      ----    UNCH                  51.95
AUG25      ----      ----      ----      ----      ----    UNCH                  51.98
SEP25      ----      ----      ----      ----      ----    UNCH                  52.02
OCT25      ----      ----      ----      ----      ----    UNCH                  52.05
NOV25      ----      ----      ----      ----      ----    UNCH                  52.09
DEC25      ----      ----      ----      ----      ----    UNCH                  52.07                      23
JAN26      ----      ----      ----      ----      ----    UNCH                  52.15
FEB26      ----      ----      ----      ----      ----    UNCH                  52.19
MAR26      ----      ----      ----      ----      ----    UNCH                  52.22
APR26      ----      ----      ----      ----      ----    UNCH                  52.25
MAY26      ----      ----      ----      ----      ----    UNCH                  52.29
JUN26      ----      ----      ----      ----      ----    UNCH                  52.32
JLY26      ----      ----      ----      ----      ----    UNCH                  52.35
AUG26      ----      ----      ----      ----      ----    UNCH                  52.39
SEP26      ----      ----      ----      ----      ----    UNCH                  52.42
OCT26      ----      ----      ----      ----      ----    UNCH                  52.45
NOV26      ----      ----      ----      ----      ----    UNCH                  52.49
DEC26      ----      ----      ----      ----      ----    UNCH                  52.52
JAN27      ----      ----      ----      ----      ----    UNCH                  52.55
FEB27      ----      ----      ----      ----      ----    UNCH                  52.58
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                               1249523                1120554     2451492
CL1 WTI Crude Oil TAM Singapore Future
APR18      ----      ----      ----      ----     62.05    -.51                  62.56
MAY18      ----      ----      ----      ----     61.88    -.47                  62.35
JUN18      ----      ----      ----      ----     61.56    -.43                  61.99
