                PRELIMINARY PRICES AS OF 01/08/18 09:30 AM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
5800       ----      ----      2.02A     2.03B     ----    UNCH                   2.09                      14
5850       ----      ----      2.18A     2.20B     ----    UNCH                   2.25                       7
5900       ----      ----      2.35A     2.37B     ----    UNCH                   2.43                     114
5950       2.57      2.57      2.53A     2.57      ----    UNCH          19       2.63                      52
6000       ----      ----      2.73A     2.76B     ----    UNCH                   2.83           1         626
6050       ----      ----      2.93A     2.97B     ----    UNCH           1       3.04                      63
6100       ----      ----      3.15A     3.20B     ----    UNCH                   3.27                       4
6200       ----      ----      3.64A     3.68B     ----    UNCH                   3.77                       6
6250       ----      ----      3.90A     3.95B     ----    UNCH                   4.05                       1
6500       ----      ----      5.48A     5.52B     ----    UNCH                   5.66                       6
6700       ----      ----      6.98A     7.04B     ----    UNCH                   7.18                       5
LO AUG18 Light Sweet Crude Oil Option PUT
3000       ----      ----      ----      ----      ----    UNCH                    .01           3           9
3500       ----      ----      ----      ----      ----    UNCH                    .04                     180
3600       ----      ----      ----      ----      ----    UNCH                    .04                       2
3800       ----      ----      ----      ----      ----    UNCH                    .07                     105
3900       ----      ----      ----      ----      ----    UNCH                    .08                       1
3950       ----      ----      ----      ----      ----    UNCH                    .09                      15
4000       ----      ----      ----      ----      ----    UNCH                    .10                     436
4100       ----      ----      ----      ----      ----    UNCH                    .13                       2
4200       ----      ----      ----      ----      ----    UNCH                    .15                       6
4250       ----      ----      ----      ----      ----    UNCH                    .17                       5
4300       ----      ----      ----      ----      ----    UNCH                    .19                      20
4350       ----      ----      ----      ----      ----    UNCH                    .21                       3
4400       ----      ----      ----      ----      ----    UNCH                    .23                      15
4450       ----      ----      ----      ----      ----    UNCH                    .25                       2
4500       ----      ----      ----      ----      ----    UNCH                    .28          48         323
4550       ----      ----      ----      ----      ----    UNCH                    .31                      13
4600       ----      ----      ----      ----      ----    UNCH                    .34                      67
4650       ----      ----      ----      ----      ----    UNCH                    .38                       6
4700       ----      ----       .41A      .41A     ----    UNCH                    .42                       5
4750       ----      ----       .45A      .45A     ----    UNCH                    .46           2          12
4800       ----      ----       .50A      .50A     ----    UNCH                    .51           2           5
4850       ----      ----       .55A      .55A     ----    UNCH                    .56                       4
4900       ----      ----       .60A      .60A     ----    UNCH                    .61                      37
5000       ----      ----       .72A      .72A     ----    UNCH                    .74          24         654
5100       ----      ----       .86A      .86A     ----    UNCH                    .89           2           6
5150       ----      ----       .94A      .94A     ----    UNCH                    .97                      72
5200       ----      ----      1.02A     1.02A     ----    UNCH                   1.05                     206
5250       ----      ----      1.11A     1.11A     ----    UNCH                   1.14                      52
5300       ----      ----      1.21A     1.21A     ----    UNCH                   1.24                     174
5400       ----      ----      1.41A     1.41A     ----    UNCH                   1.45                     220
5500       ----      ----      1.64A     1.64A     ----    UNCH                   1.69         151         312
5600       ----      ----      1.90A     1.90A     ----    UNCH                   1.95                     375
5650       ----      ----      2.04A     2.04A     ----    UNCH                   2.10                     420
5700       ----      ----      2.18A     2.19B     ----    UNCH                   2.25                      85
5900       ----      ----      2.86A     2.89B     ----    UNCH                   2.95                     218
5950       ----      ----      3.06A     3.08B     ----    UNCH                   3.15                       1
6000       ----      ----      3.26A     3.29B     ----    UNCH                   3.37          42         208
6050       ----      ----      3.48A     3.52B     ----    UNCH                   3.59          43          43
LO SEP18 Light Sweet Crude Oil Option PUT
2650       ----      ----      ----      ----      ----    UNCH                    .01                      70
2900       ----      ----      ----      ----      ----    UNCH                    .01                      10
3000       ----      ----      ----      ----      ----    UNCH                    .01                    1000
3200       ----      ----      ----      ----      ----    UNCH                    .02           5          10
3400       ----      ----      ----      ----      ----    UNCH                    .03                       2
3500       ----      ----      ----      ----      ----    UNCH                    .04         254       10531
3700       ----      ----      ----      ----      ----    UNCH                    .07                       1
3800       ----      ----      ----      ----      ----    UNCH                    .09                     750
3900       ----      ----      ----      ----      ----    UNCH                    .11                     162
4000       ----      ----      ----      ----      ----    UNCH                    .14          20        9896
4100       ----      ----      ----      ----      ----    UNCH                    .17                     109
4150       ----      ----      ----      ----      ----    UNCH                    .19                       1
4200       ----      ----      ----      ----      ----    UNCH                    .21                     530
4300       ----      ----      ----      ----      ----    UNCH                    .26                     280
4350       ----      ----      ----      ----      ----    UNCH                    .28           2           6
4400       ----      ----       .31A      .31A     ----    UNCH                    .32                     205
4450       ----      ----       .34A      .34A     ----    UNCH                    .35                       2
4500        .36       .36       .36       .36      ----    UNCH           1        .39         251       10395
4550       ----      ----      ----      ----      ----    UNCH                    .42                       9
4600       ----      ----       .46A      .46A     ----    UNCH                    .47           2        1440
4650       ----      ----       .50A      .50A     ----    UNCH                    .51                       2
4700       ----      ----       .55A      .55A     ----    UNCH                    .56                    1603
4750       ----      ----       .60A      .60A     ----    UNCH                    .62                     568
4800       ----      ----       .66A      .66A     ----    UNCH                    .68                    2056
4850       ----      ----       .72A      .72A     ----    UNCH                    .74           2           4
4900       ----      ----       .79A      .79A     ----    UNCH                    .81          10         310
4950       ----      ----       .86A      .86A     ----    UNCH                    .88
5000       ----      ----       .93A      .93A     ----    UNCH                    .96        1837       21859
5100       ----      ----      1.10A     1.10A     ----    UNCH                   1.13          20          71
5200       1.29      1.29      1.28      1.28      ----    UNCH          21       1.31                    2086
5250       ----      ----      1.39A     1.39A     ----    UNCH                   1.42                      10
5300       ----      ----      1.49A     1.49A     ----    UNCH                   1.53                       5
5400       ----      ----      1.72A     1.72A     ----    UNCH                   1.76                    1005
5500       ----      ----      1.97A     1.97A     ----    UNCH                   2.02         594        4023
5550       ----      ----      2.11A     2.11A     ----    UNCH                   2.16                      39
5600       ----      ----      2.25A     2.25A     ----    UNCH                   2.31          20          19
5650       ----      ----      2.40A     2.40A     ----    UNCH                   2.46                      25
5700       ----      ----      2.56A     2.56A     ----    UNCH                   2.62                      78
5800       ----      ----      2.89A     2.90B     ----    UNCH                   2.97          25          36
5850       ----      ----      3.08A     3.09B     ----    UNCH                   3.16                     523
6000       ----      ----      3.68A     3.71B     ----    UNCH                   3.79         304        1060
6100       ----      ----      4.14A     4.18B     ----    UNCH                   4.27                       5
LO OCT18 Light Sweet Crude Oil Option PUT
3500       ----      ----      ----      ----      ----    UNCH                    .06                     860
4000       ----      ----      ----      ----      ----    UNCH                    .18                    3268
4350       ----      ----      ----      ----      ----    UNCH                    .36                       1
4500       ----      ----      ----      ----      ----    UNCH                    .49                      13
4550       ----      ----      ----      ----      ----    UNCH                    .54                       2
4600       ----      ----      ----      ----      ----    UNCH                    .59                      12
4650       ----      ----      ----      ----      ----    UNCH                    .65                       2
4700       ----      ----      ----      ----      ----    UNCH                    .71                       2
4800       ----      ----      ----      ----      ----    UNCH                    .85          20         400
4900       ----      ----      ----      ----      ----    UNCH                   1.00          50          65
4950       ----      ----      ----      ----      ----    UNCH                   1.09           1           1
5000       ----      ----      ----      ----      ----    UNCH                   1.18                    2254
5100       ----      ----      1.36A     1.36A     ----    UNCH                   1.37                       4
5150       ----      ----      1.47A     1.47A     ----    UNCH                   1.48           2           2
5200       ----      ----      1.57A     1.57A     ----    UNCH                   1.59                     127
5250       ----      ----      1.68A     1.68A     ----    UNCH                   1.70                       1
5300       ----      ----      1.80A     1.80A     ----    UNCH                   1.82                       4
5450       ----      ----      2.17A     2.17A     ----    UNCH                   2.20                       1
5500       ----      ----      2.31A     2.31A     ----    UNCH                   2.35                       6
5600       ----      ----      2.61A     2.61A     ----    UNCH                   2.65                       4
5800       ----      ----      3.30A     3.30A     ----    UNCH                   3.36           1
5950       ----      ----      3.90A     3.90A     ----    UNCH                   3.98                       1
LO NOV18 Light Sweet Crude Oil Option PUT
4000       ----      ----      ----      ----      ----    UNCH                    .23                     132
4350       ----      ----      ----      ----      ----    UNCH                    .46                       1
4500       ----      ----      ----      ----      ----    UNCH                    .61                    1006
4600       ----      ----      ----      ----      ----    UNCH                    .73                      10
5000       ----      ----      ----      ----      ----    UNCH                   1.38                       3
5100       ----      ----      ----      ----      ----    UNCH                   1.59                       5
5200       ----      ----      ----      ----      ----    UNCH                   1.82                     254
5450       ----      ----      ----      ----      ----    UNCH                   2.48                       1
5500       ----      ----      ----      ----      ----    UNCH                   2.63                       5
LO DEC18 Light Sweet Crude Oil Option PUT
10000      ----      ----      ----      ----      ----    UNCH                  41.07                     300
1500       ----      ----      ----      ----      ----    UNCH                    .01                       3
2000       ----      ----      ----      ----      ----    UNCH                    .01                     601
2450       ----      ----      ----      ----      ----    UNCH                    .01                      66
2500       ----      ----      ----      ----      ----    UNCH                    .01                     865
2700       ----      ----      ----      ----      ----    UNCH                    .02                     238
2750       ----      ----      ----      ----      ----    UNCH                    .03                       7
2800       ----      ----      ----      ----      ----    UNCH                    .03                      81
2850       ----      ----      ----      ----      ----    UNCH                    .03                      40
2900       ----      ----      ----      ----      ----    UNCH                    .04                      40
2950       ----      ----      ----      ----      ----    UNCH                    .04                      20
3000       ----      ----      ----      ----      ----    UNCH                    .04         390        5971
3100       ----      ----      ----      ----      ----    UNCH                    .05                     617
3150       ----      ----      ----      ----      ----    UNCH                    .06                       1
3200       ----      ----      ----      ----      ----    UNCH                    .06                     311
3250       ----      ----      ----      ----      ----    UNCH                    .07                     250
3300       ----      ----      ----      ----      ----    UNCH                    .07                     391
3350       ----      ----      ----      ----      ----    UNCH                    .08                       1
3400       ----      ----      ----      ----      ----    UNCH                    .09                     373
3450       ----      ----      ----      ----      ----    UNCH                    .10
3500       ----      ----      ----      ----      ----    UNCH                    .11                   21875
3550       ----      ----      ----      ----      ----    UNCH                    .12                       1
3600       ----      ----      ----      ----      ----    UNCH                    .13           2         757
3650       ----      ----      ----      ----      ----    UNCH                    .14
3700       ----      ----      ----      ----      ----    UNCH                    .16                     153
3750       ----      ----      ----      ----      ----    UNCH                    .17           1        1863
3800       ----      ----      ----      ----      ----    UNCH                    .19                    1889
3900       ----      ----      ----      ----      ----    UNCH                    .24                     222
3950       ----      ----      ----      ----      ----    UNCH                    .26                       6
4000       ----      ----      ----      ----      ----    UNCH                    .29         238       26015
4050       ----      ----      ----      ----      ----    UNCH                    .32                       1
4100       ----      ----      ----      ----      ----    UNCH                    .35                    1994
4150       ----      ----      ----      ----      ----    UNCH                    .39                      90
4200       ----      ----      ----      ----      ----    UNCH                    .43        1001        6342
4250       ----      ----      ----      ----      ----    UNCH                    .47                      74
4300       ----      ----       .51A      .51A     ----    UNCH                    .52                     939
4350       ----      ----       .56A      .56A     ----    UNCH                    .57                       1
4400       ----      ----       .61A      .61A     ----    UNCH                    .63           1         561
4500        .74       .74       .73       .73      ----    UNCH           4        .75         539       22734
4600       ----      ----       .86A      .86A     ----    UNCH                    .89                    1178
4650       ----      ----       .94A      .94A     ----    UNCH                    .96                       1
4700       ----      ----      1.02A     1.02A     ----    UNCH                   1.04         500        2209
4750       ----      ----      1.10A     1.10A     ----    UNCH                   1.13                     956
4800       ----      ----      1.19A     1.19A     ----    UNCH         257       1.21                    5861
4850       ----      ----      1.28A     1.28A     ----    UNCH                   1.31                     501
4900       ----      ----      1.38A     1.38A     ----    UNCH                   1.40                    1112
4950       ----      ----      1.48A     1.48A     ----    UNCH                   1.51                      17
5000       ----      ----      1.58A     1.58A     ----    UNCH                   1.61        1604       27741
5050       ----      ----      1.69A     1.69A     ----    UNCH                   1.73                    1300
5100       ----      ----      1.81A     1.81A     ----    UNCH                   1.84                    2246
5150       ----      ----      1.93A     1.93A     ----    UNCH                   1.96                     521
5200       ----      ----      2.05A     2.05A     ----    UNCH                   2.09                    1678
5250       ----      ----      2.18A     2.18A     ----    UNCH                   2.22                      17
5300       ----      ----      2.31A     2.31A     ----    UNCH                   2.35                     992
5350       ----      ----      2.45A     2.45A     ----    UNCH                   2.49                     253
5400       ----      ----      2.59A     2.59A     ----    UNCH                   2.64           2        1250
5450       ----      ----      2.74A     2.74A     ----    UNCH                   2.80          20         539
5500       ----      ----      2.89A     2.89A     ----    UNCH        1107       2.95           1        6479
5550       ----      ----      3.06A     3.06A     ----    UNCH                   3.12                     880
5600       ----      ----      3.22A     3.22A     ----    UNCH                   3.29                    1672
5650       ----      ----      3.40A     3.40A     ----    UNCH                   3.47                    1000
5700       ----      ----      3.58A     3.58A     ----    UNCH                   3.65         100        1522
5750       ----      ----      3.76A     3.76A     ----    UNCH                   3.85                       4
5800       ----      ----      3.96A     3.96A     ----    UNCH                   4.05                      85
5850       4.17      4.17      4.16A     4.16A     ----    UNCH           3       4.25                      17
5900       ----      ----      4.38A     4.38A     ----    UNCH                   4.47          75         101
6000       ----      ----      4.84A     4.84A     ----    UNCH                   4.94                    1810
6100       ----      ----      5.34A     5.34A     ----    UNCH                   5.45                       1
6300       ----      ----      6.48A     6.48A     ----    UNCH                   6.60          25          25
6350       ----      ----      6.78A     6.78A     ----    UNCH                   6.91                       1
6400       ----      ----      7.10A     7.10A     ----    UNCH                   7.24                      15
6500       ----      ----      7.78A     7.78A     ----    UNCH           1       7.92                     316
7000       ----      ----     11.69A    11.71B     ----    UNCH                  11.87                     230
7100       ----      ----     12.55A    12.58B     ----    UNCH                  12.75                       1
7150       ----      ----     12.99A    13.02B     ----    UNCH                  13.19                       1
7200       ----      ----     13.44A    13.46B     ----    UNCH                  13.64                       5
8000       ----      ----      ----      ----      ----    UNCH                  21.20                       4
8300       ----      ----      ----      ----      ----    UNCH                  24.13                     100
8800       ----      ----      ----      ----      ----    UNCH                  29.08
9000       ----      ----      ----      ----      ----    UNCH                  31.07
LO JAN19 Light Sweet Crude Oil Option PUT
4500       ----      ----      ----      ----      ----    UNCH                    .87                      50
4600       ----      ----      ----      ----      ----    UNCH                   1.02                       1
5000       ----      ----      ----      ----      ----    UNCH                   1.81                     142
5400       ----      ----      ----      ----      ----    UNCH                   2.89                      14
LO MAR19 Light Sweet Crude Oil Option PUT
3000       ----      ----      ----      ----      ----    UNCH                    .06                     700
4000       ----      ----      ----      ----      ----    UNCH                    .48                    1901
4200       ----      ----      ----      ----      ----    UNCH                    .69                     400
4400       ----      ----      ----      ----      ----    UNCH                    .97                     300
5000       ----      ----      ----      ----      ----    UNCH                   2.22                    1700
5200       ----      ----      ----      ----      ----    UNCH                   2.77                     700
5400       ----      ----      ----      ----      ----    UNCH                   3.39                     300
5600       ----      ----      ----      ----      ----    UNCH                   4.10           2         304
6000       ----      ----      ----      ----      ----    UNCH                   5.87                     500
LO JUN19 Light Sweet Crude Oil Option PUT
3000       ----      ----      ----      ----      ----    UNCH                    .08                    1068
3500       ----      ----      ----      ----      ----    UNCH                    .26                    5607
4000       ----      ----      ----      ----      ----    UNCH                    .71         300        6693
4200       ----      ----      ----      ----      ----    UNCH                    .99                    4100
4300       ----      ----      ----      ----      ----    UNCH                   1.16                     201
4400       ----      ----      ----      ----      ----    UNCH                   1.34                    1300
4500       ----      ----      ----      ----      ----    UNCH                   1.55        1500        5001
4600       ----      ----      ----      ----      ----    UNCH                   1.77                     600
4700       ----      ----      ----      ----      ----    UNCH                   2.01                     300
4750       ----      ----      ----      ----      ----    UNCH                   2.13                     450
4800       ----      ----      ----      ----      ----    UNCH                   2.26                    3300
5000       ----      ----      ----      ----      ----    UNCH                   2.81        2600       14000
5050       ----      ----      ----      ----      ----    UNCH                   2.96                     350
5100       ----      ----      ----      ----      ----    UNCH                   3.10                     300
5200       ----      ----      ----      ----      ----    UNCH                   3.41                     700
5300       ----      ----      ----      ----      ----    UNCH                   3.73         200         300
5350       ----      ----      ----      ----      ----    UNCH                   3.90                       2
5400       ----      ----      ----      ----      ----    UNCH                   4.07                     404
5500       ----      ----      4.42A     4.42A     ----    UNCH                   4.44                    1300
6000       ----      ----      6.62A     6.62A     ----    UNCH                   6.67         300         870
LO DEC19 Light Sweet Crude Oil Option PUT
2000       ----      ----      ----      ----      ----    UNCH                    .01                      21
2500       ----      ----      ----      ----      ----    UNCH                    .04                     122
3000       ----      ----      ----      ----      ----    UNCH                    .17                    2891
3500       ----      ----      ----      ----      ----    UNCH                    .51                    5801
3700       ----      ----      ----      ----      ----    UNCH                    .73                     830
3800       ----      ----      ----      ----      ----    UNCH                    .86                     106
4000       ----      ----      ----      ----      ----    UNCH                   1.18           3        6877
4200       ----      ----      ----      ----      ----    UNCH                   1.56           1         709
4400       ----      ----      ----      ----      ----    UNCH                   2.01                     600
4500       ----      ----      ----      ----      ----    UNCH                   2.25                    5316
4600       ----      ----      ----      ----      ----    UNCH                   2.52                     200
4700       ----      ----      ----      ----      ----    UNCH                   2.80                     600
4800       ----      ----      ----      ----      ----    UNCH                   3.09                     500
5000       ----      ----      ----      ----      ----    UNCH                   3.70                   11592
5050       ----      ----      ----      ----      ----    UNCH                   3.86                    1950
5100       ----      ----      ----      ----      ----    UNCH                   4.03                    1200
5200       ----      ----      ----      ----      ----    UNCH                   4.38                    1405
5300       ----      ----      ----      ----      ----    UNCH                   4.75                      22
5350       ----      ----      ----      ----      ----    UNCH                   4.94                     150
5400       ----      ----      ----      ----      ----    UNCH                   5.13                       5
5500       ----      ----      ----      ----      ----    UNCH                   5.54                    2157
5550       ----      ----      ----      ----      ----    UNCH                   5.76                     178
5600       ----      ----      ----      ----      ----    UNCH                   5.98                       5
5700       ----      ----      ----      ----      ----    UNCH                   6.43                     100
6000       ----      ----      ----      ----      ----    UNCH                   7.98                    3501
6600       ----      ----     11.97A    11.97A     ----    UNCH                  12.02                      75
7000       ----      ----     15.21A    15.21A     ----    UNCH                  15.29                     201
LO JUN20 Light Sweet Crude Oil Option PUT
4000       ----      ----      ----      ----      ----    UNCH                   1.72                     200
4800       ----      ----      ----      ----      ----    UNCH                   3.87                     500
5300       ----      ----      ----      ----      ----    UNCH                   5.70                      22
5600       ----      ----      ----      ----      ----    UNCH                   7.02                     178
LO DEC20 Light Sweet Crude Oil Option PUT
2000       ----      ----      ----      ----      ----    UNCH                    .05                      21
3000       ----      ----      ----      ----      ----    UNCH                    .56                    1100
3500       ----      ----      ----      ----      ----    UNCH                   1.23                     550
3800       ----      ----      ----      ----      ----    UNCH                   1.80                     350
4000       ----      ----      ----      ----      ----    UNCH                   2.24                    1100
4300       ----      ----      ----      ----      ----    UNCH                   3.01                     150
4500       ----      ----      ----      ----      ----    UNCH                   3.59                     952
4800       ----      ----      ----      ----      ----    UNCH                   4.59                     500
5000       ----      ----      ----      ----      ----    UNCH                   5.32                     295
5200       ----      ----      ----      ----      ----    UNCH                   6.11                       1
5300       ----      ----      ----      ----      ----    UNCH                   6.53                     400
7000       ----      ----      ----      ----      ----    UNCH                  17.70                     600
8450       ----      ----      ----      ----      ----    UNCH                  31.07
9100       ----      ----      ----      ----      ----    UNCH                  37.48                     300
LO DEC21 Light Sweet Crude Oil Option PUT
7000       ----      ----      ----      ----      ----    UNCH                  19.35                      25
8100       ----      ----      ----      ----      ----    UNCH                  29.12                     100
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 15402                  91854     1240003
LO2 JAN18 Crude Oil Weekly 2 Option CALL
5650       ----      ----      ----      ----      ----    UNCH                   4.95                       1
5700       ----      ----      ----      ----      ----    UNCH                   4.45                       1
5850       ----      ----      ----      ----      ----    UNCH                   2.98                      11
5900       ----      ----      ----      ----      ----    UNCH                   2.50           2          11
5950       ----      2.28B     ----      2.19A     ----    UNCH                   2.04                      16
6000       ----      1.82B     ----      1.73A     ----    UNCH                   1.59           1           6
6050       ----      1.38B     ----      1.30A     ----    UNCH                   1.18                      11
6100       ----       .99B     ----       .93A     ----    UNCH                    .82          18          47
6150        .64       .66B      .62A      .62A     ----    UNCH           3        .55          24          19
6200        .39       .43B      .37A      .37A     ----    UNCH           1        .36          82          68
6250        .24       .26       .22A      .22A     ----    UNCH           2        .23         174         217
6300        .16       .16       .14A      .14A     ----    UNCH          32        .14         211         255
6350        .09       .09       .03A      .09      ----    UNCH           1        .09         254         289
6400        .06       .06       .06       .06      ----    UNCH           1        .06           1         164
6450        .03       .04       .03       .04      ----    UNCH           9        .04                      40
6500       ----      ----      ----      ----      ----    UNCH                    .02           8         160
6550       ----      ----      ----      ----      ----    UNCH                    .02                      18
6600       ----      ----      ----      ----      ----    UNCH                    .01                     134
6650       ----      ----      ----      ----      ----    UNCH                    .01                      33
6700       ----      ----      ----      ----      ----    UNCH                    .01                      26
6750       ----      ----      ----      ----      ----    UNCH                    .01                      10
7000        .01       .01       .01       .01      ----    UNCH           4        .01                      10
7500       ----      ----      ----      ----      ----    UNCH                    .01                       7
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    53                    775        1554
LO2 JAN18 Crude Oil Weekly 2 Option PUT
5100       ----      ----      ----      ----      ----    UNCH                    .01                       2
5200       ----      ----      ----      ----      ----    UNCH                    .01                       7
5300       ----      ----      ----      ----      ----    UNCH                    .01                       9
5350       ----      ----      ----      ----      ----    UNCH                    .01                       4
5500       ----      ----      ----      ----      ----    UNCH                    .01                       9
5550       ----      ----      ----      ----      ----    UNCH                    .01                       6
5600       ----      ----      ----      ----      ----    UNCH                    .01           3          28
5650       ----      ----      ----      ----      ----    UNCH                    .01                      17
5700       ----      ----      ----      ----      ----    UNCH                    .01                      30
5750       ----      ----      ----      ----      ----    UNCH                    .02                      82
5800       ----      ----      ----      ----      ----    UNCH                    .03          10          72
5850       ----      ----      ----      ----      ----    UNCH                    .04           1          20
5900       ----      ----       .05A      .05A     ----    UNCH                    .06          69         270
5950       ----      ----       .08A      .08A     ----    UNCH                    .10         314         344
6000        .10       .10       .10       .10      ----    UNCH          31        .15         325         353
6050       ----      ----       .18A      .18A     ----    UNCH                    .24          88         219
6100       ----      ----       .28A      .31B     ----    UNCH                    .38          66          89
6150       ----      ----       .45A      .51B     ----    UNCH                    .61          12          14
6200       ----      ----       .72A      .76B     ----    UNCH                    .92           3           7
6300       ----      ----      1.45A     1.52B     ----    UNCH                   1.70           6           3
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    31                    897        1585
LO3 JAN18 Crude Oil Weekly 3 Option CALL
5650       ----      ----      ----      ----      ----    UNCH                   4.95                       1
5850       ----      3.28B     ----      3.19A     ----    UNCH                   3.03                      18
5900       ----      2.81B     ----      2.73A     ----    UNCH                   2.58                      46
5950       ----      2.35B     ----      2.28A     ----    UNCH                   2.14                      73
6000       ----      1.94B     ----      1.86A     ----    UNCH                   1.73                      84
6050       ----      1.54B     ----      1.48A     ----    UNCH                   1.36                      20
6100       ----      1.19B     ----      1.14A     ----    UNCH                   1.04                      46
6150       ----       .92B     ----       .84B     ----    UNCH                    .78           6          56
6200       ----       .67B     ----       .61B     ----    UNCH                    .56           1          39
6250       ----       .47B     ----       .43A     ----    UNCH                    .40                      21
6300       ----       .33B     ----       .31A     ----    UNCH                    .28                       3
6350       ----       .23B     ----       .22A     ----    UNCH                    .21                      31
6400       ----       .16B     ----       .16B     ----    UNCH                    .15           5          35
6500       ----      ----      ----      ----      ----    UNCH                    .09         112         117
6600       ----      ----      ----      ----      ----    UNCH                    .05                      12
6650       ----      ----      ----      ----      ----    UNCH                    .04                       1
6750       ----      ----      ----      ----      ----    UNCH                    .03                      12
6800       ----      ----      ----      ----      ----    UNCH                    .02                       1
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                          124         616
LO3 JAN18 Crude Oil Weekly 3 Option PUT
5000       ----      ----      ----      ----      ----    UNCH                    .01           2           2
5500       ----      ----      ----      ----      ----    UNCH                    .02                       5
5600       ----      ----      ----      ----      ----    UNCH                    .03                       2
5650       ----      ----      ----      ----      ----    UNCH                    .04                       1
5700       ----      ----      ----      ----      ----    UNCH                    .05                       5
5750       ----      ----      ----      ----      ----    UNCH                    .07         112         112
5800       ----      ----      ----      ----      ----    UNCH                    .09                       2
5850       ----      ----       .11A      .11A     ----    UNCH                    .12           5           9
5900       ----      ----       .15A      .15A     ----    UNCH                    .17           1           7
5950        .21       .21       .20A      .21B     ----    UNCH          20        .24                      60
6000       ----      ----       .28A      .29B     ----    UNCH                    .32           1          20
6050       ----      ----       .38A      .41B     ----    UNCH                    .45                      53
6100       ----      ----       .53A      .57B     ----    UNCH                    .63          21          39
6150       ----      ----       .72A      .78A     ----    UNCH                    .87          15          15
6200       ----      ----       .96A     1.05B     ----    UNCH                   1.15           4           4
6250       ----      ----      1.29A     1.35B     ----    UNCH                   1.49                       2
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    20                    161         338
LO4 JAN18 Crude Oil Weekly 4 Option CALL
5850       ----      3.38B     ----      3.29A     ----    UNCH                   3.14           1           1
6100       ----      1.41B     ----      1.36A     ----    UNCH                   1.24           4          15
6400        .29       .30       .29       .29A     ----    UNCH           4        .25                       4
6650       ----      ----      ----      ----      ----    UNCH                    .08          27          27
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                     4                     32          47
LO4 JAN18 Crude Oil Weekly 4 Option PUT
5500       ----      ----      ----      ----      ----    UNCH                    .04          20          20
5700       ----      ----      ----      ----      ----    UNCH                    .11                       3
5800       ----      ----      ----      ----      ----    UNCH                    .18          47          47
5850       ----      ----       .22A      .22A     ----    UNCH                    .23           2           4
5950       ----      ----       .36A      .36A     ----    UNCH                    .38          10          10
6000       ----      ----       .46A      .46A     ----    UNCH                    .49                       4
6100        .75       .77B      .75       .77B     ----    UNCH           1        .83                      11
6400       ----      ----      2.60A     2.69B     ----    UNCH                   2.84                       4
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                     1                     79         103
G4 FEB18 Henry Hub Natural Gas Financial Calendar Spread Op CALL
100        ----      ----      ----      ----      ----    UNCH                   .012          50        1500
50         ----      ----      ----      ----      ----    UNCH                   .031         500         500
G4 MAR18 Henry Hub Natural Gas Financial Calendar Spread Op CALL
0          ----      ----      ----      ----      ----    UNCH                   .127                    2250
100        ----      ----      ----      ----      ----    UNCH                   .092         924        6974
1000       ----      ----      ----      ----      ----    UNCH         200       .022        1900       23573
10000      ----      ----      ----      ----      ----    UNCH                   .001
1500       ----      ----      ----      ----      ----    UNCH                   .011                    4425
2000       ----      ----      ----      ----      ----    UNCH                   .005                    2901
250        ----      ----      ----      ----      ----    UNCH                   .066        3648       10123
500        ----      ----      ----      ----      ----    UNCH                   .043        1324       20704
750        ----      ----      ----      ----      ----    UNCH                   .030                   10686
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   200                   8346       83636
G4 MAR18 Henry Hub Natural Gas Financial Calendar Spread Op PUT
0          ----      ----      ----      ----      ----    UNCH                   .032         100       17565
