                PRELIMINARY PRICES AS OF 01/08/18 09:30 AM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
MAY20      ----      ----      ----      ----      ----    UNCH                   -.43
JUN20      ----      ----      ----      ----      ----    UNCH                   -.36
JLY20      ----      ----      ----      ----      ----    UNCH                   -.29
AUG20      ----      ----      ----      ----      ----    UNCH                   -.29
SEP20      ----      ----      ----      ----      ----    UNCH                   -.30
OCT20      ----      ----      ----      ----      ----    UNCH                   -.29
NOV20      ----      ----      ----      ----      ----    UNCH                   -.36
DEC20      ----      ----      ----      ----      ----    UNCH                   -.34
JAN21      ----      ----      ----      ----      ----    UNCH                   -.34
H7 NAT GAS CS6 SYNTHT
FEB18      ----      ----      ----      ----      ----    UNCH                    .55
MAR18      ----      ----      ----      ----      ----    UNCH                    .22
APR18      ----      ----      ----      ----      ----    UNCH                   -.97
MAY18      ----      ----      ----      ----      ----    UNCH                  -1.51
JUN18      ----      ----      ----      ----      ----    UNCH                  -2.37
JLY18      ----      ----      ----      ----      ----    UNCH                  -2.81
AUG18      ----      ----      ----      ----      ----    UNCH                  -2.54
SEP18      ----      ----      ----      ----      ----    UNCH                  -2.04
OCT18      ----      ----      ----      ----      ----    UNCH                   1.05
NOV18      ----      ----      ----      ----      ----    UNCH                   1.92
DEC18      ----      ----      ----      ----      ----    UNCH                   2.92
JAN19      ----      ----      ----      ----      ----    UNCH                   3.45
FEB19      ----      ----      ----      ----      ----    UNCH                   3.22
MAR19      ----      ----      ----      ----      ----    UNCH                   2.72
APR19      ----      ----      ----      ----      ----    UNCH                   -.39
MAY19      ----      ----      ----      ----      ----    UNCH                  -1.17
JUN19      ----      ----      ----      ----      ----    UNCH                  -2.29
JLY19      ----      ----      ----      ----      ----    UNCH                  -3.07
AUG19      ----      ----      ----      ----      ----    UNCH                  -2.90
SEP19      ----      ----      ----      ----      ----    UNCH                  -2.58
OCT19      ----      ----      ----      ----      ----    UNCH                    .31
NOV19      ----      ----      ----      ----      ----    UNCH                    .96
DEC19      ----      ----      ----      ----      ----    UNCH                   2.06
JAN20      ----      ----      ----      ----      ----    UNCH                   2.81
FEB20      ----      ----      ----      ----      ----    UNCH                   2.50
MAR20      ----      ----      ----      ----      ----    UNCH                   2.02
APR20      ----      ----      ----      ----      ----    UNCH                   -.91
MAY20      ----      ----      ----      ----      ----    UNCH                  -1.69
JUN20      ----      ----      ----      ----      ----    UNCH                  -2.89
JLY20      ----      ----      ----      ----      ----    UNCH                  -3.62
AUG20      ----      ----      ----      ----      ----    UNCH                  -3.25
SEP20      ----      ----      ----      ----      ----    UNCH                  -2.71
OCT20      ----      ----      ----      ----      ----    UNCH                    .44
NOV20      ----      ----      ----      ----      ----    UNCH                   1.26
DEC20      ----      ----      ----      ----      ----    UNCH                   2.53
JAN21      ----      ----      ----      ----      ----    UNCH                   3.33
H8 NAT GAS CS5 SYNTHT
FEB18      ----      ----      ----      ----      ----    UNCH                    .60
MAR18      ----      ----      ----      ----      ----    UNCH                    .05
APR18      ----      ----      ----      ----      ----    UNCH                   -.73
MAY18      ----      ----      ----      ----      ----    UNCH                   -.92
JUN18      ----      ----      ----      ----      ----    UNCH                  -1.09
JLY18      ----      ----      ----      ----      ----    UNCH                  -1.99
AUG18      ----      ----      ----      ----      ----    UNCH                  -2.76
SEP18      ----      ----      ----      ----      ----    UNCH                  -2.71
OCT18      ----      ----      ----      ----      ----    UNCH                  -1.80
NOV18      ----      ----      ----      ----      ----    UNCH                   1.64
DEC18      ----      ----      ----      ----      ----    UNCH                   3.20
JAN19      ----      ----      ----      ----      ----    UNCH                   3.74
FEB19      ----      ----      ----      ----      ----    UNCH                   3.23
MAR19      ----      ----      ----      ----      ----    UNCH                   2.55
APR19      ----      ----      ----      ----      ----    UNCH                   -.13
MAY19      ----      ----      ----      ----      ----    UNCH                   -.67
JUN19      ----      ----      ----      ----      ----    UNCH                   -.89
JLY19      ----      ----      ----      ----      ----    UNCH                  -2.00
AUG19      ----      ----      ----      ----      ----    UNCH                  -3.06
SEP19      ----      ----      ----      ----      ----    UNCH                  -3.07
OCT19      ----      ----      ----      ----      ----    UNCH                  -2.32
NOV19      ----      ----      ----      ----      ----    UNCH                    .81
DEC19      ----      ----      ----      ----      ----    UNCH                   2.36
JAN20      ----      ----      ----      ----      ----    UNCH                   3.13
FEB20      ----      ----      ----      ----      ----    UNCH                   2.65
MAR20      ----      ----      ----      ----      ----    UNCH                   2.01
APR20      ----      ----      ----      ----      ----    UNCH                   -.61
MAY20      ----      ----      ----      ----      ----    UNCH                  -1.06
JUN20      ----      ----      ----      ----      ----    UNCH                  -1.39
JLY20      ----      ----      ----      ----      ----    UNCH                  -2.57
AUG20      ----      ----      ----      ----      ----    UNCH                  -3.47
SEP20      ----      ----      ----      ----      ----    UNCH                  -3.26
OCT20      ----      ----      ----      ----      ----    UNCH                  -2.41
NOV20      ----      ----      ----      ----      ----    UNCH                   1.07
DEC20      ----      ----      ----      ----      ----    UNCH                   2.76
JAN21      ----      ----      ----      ----      ----    UNCH                   3.58
H9 NAT GAS CS3 SYNTHT
FEB18      ----      ----      ----      ----      ----    UNCH                   1.40
MAR18      ----      ----      ----      ----      ----    UNCH                    .48
APR18      ----      ----      ----      ----      ----    UNCH                   -.85
MAY18      ----      ----      ----      ----      ----    UNCH                   -.85
JUN18      ----      ----      ----      ----      ----    UNCH                   -.26
JLY18      ----      ----      ----      ----      ----    UNCH                   -.12
AUG18      ----      ----      ----      ----      ----    UNCH                   -.66
SEP18      ----      ----      ----      ----      ----    UNCH                  -2.11
OCT18      ----      ----      ----      ----      ----    UNCH                  -2.69
NOV18      ----      ----      ----      ----      ----    UNCH                  -1.88
DEC18      ----      ----      ----      ----      ----    UNCH                    .07
JAN19      ----      ----      ----      ----      ----    UNCH                   3.74
FEB19      ----      ----      ----      ----      ----    UNCH                   3.80
MAR19      ----      ----      ----      ----      ----    UNCH                   2.85
APR19      ----      ----      ----      ----      ----    UNCH                   -.29
MAY19      ----      ----      ----      ----      ----    UNCH                   -.58
JUN19      ----      ----      ----      ----      ----    UNCH                   -.13
JLY19      ----      ----      ----      ----      ----    UNCH                   -.10
AUG19      ----      ----      ----      ----      ----    UNCH                   -.59
SEP19      ----      ----      ----      ----      ----    UNCH                  -2.16
OCT19      ----      ----      ----      ----      ----    UNCH                  -2.97
NOV19      ----      ----      ----      ----      ----    UNCH                  -2.31
DEC19      ----      ----      ----      ----      ----    UNCH                   -.42
JAN20      ----      ----      ----      ----      ----    UNCH                   3.28
FEB20      ----      ----      ----      ----      ----    UNCH                   3.27
MAR20      ----      ----      ----      ----      ----    UNCH                   2.48
APR20      ----      ----      ----      ----      ----    UNCH                   -.47
MAY20      ----      ----      ----      ----      ----    UNCH                   -.77
JUN20      ----      ----      ----      ----      ----    UNCH                   -.46
JLY20      ----      ----      ----      ----      ----    UNCH                   -.44
AUG20      ----      ----      ----      ----      ----    UNCH                   -.92
SEP20      ----      ----      ----      ----      ----    UNCH                  -2.43
OCT20      ----      ----      ----      ----      ----    UNCH                  -3.18
NOV20      ----      ----      ----      ----      ----    UNCH                  -2.33
DEC20      ----      ----      ----      ----      ----    UNCH                   -.28
JAN21      ----      ----      ----      ----      ----    UNCH                   3.62
HCY HEATING OIL CR SYNTH
FEB18      ----      ----      ----      ----      ----    UNCH                  25.03
MAR18      ----      ----      ----      ----      ----    UNCH                  24.40
APR18      ----      ----      ----      ----      ----    UNCH                  23.49
MAY18      ----      ----      ----      ----      ----    UNCH                  22.88
JUN18      ----      ----      ----      ----      ----    UNCH                  22.52
JLY18      ----      ----      ----      ----      ----    UNCH                  22.59
AUG18      ----      ----      ----      ----      ----    UNCH                  22.78
SEP18      ----      ----      ----      ----      ----    UNCH                  23.06
OCT18      ----      ----      ----      ----      ----    UNCH                  23.38
NOV18      ----      ----      ----      ----      ----    UNCH                  23.74
DEC18      ----      ----      ----      ----      ----    UNCH                  24.05
JAN19      ----      ----      ----      ----      ----    UNCH                  24.35
FEB19      ----      ----      ----      ----      ----    UNCH                  24.41
MAR19      ----      ----      ----      ----      ----    UNCH                  24.17
APR19      ----      ----      ----      ----      ----    UNCH                  23.67
MAY19      ----      ----      ----      ----      ----    UNCH                  23.53
JUN19      ----      ----      ----      ----      ----    UNCH                  23.49
JLY19      ----      ----      ----      ----      ----    UNCH                  23.66
AUG19      ----      ----      ----      ----      ----    UNCH                  23.91
SEP19      ----      ----      ----      ----      ----    UNCH                  24.23
OCT19      ----      ----      ----      ----      ----    UNCH                  24.59
NOV19      ----      ----      ----      ----      ----    UNCH                  24.98
DEC19      ----      ----      ----      ----      ----    UNCH                  25.26
JAN20      ----      ----      ----      ----      ----    UNCH                  25.66
FEB20      ----      ----      ----      ----      ----    UNCH                  25.89
MAR20      ----      ----      ----      ----      ----    UNCH                  25.89
APR20      ----      ----      ----      ----      ----    UNCH                  25.65
MAY20      ----      ----      ----      ----      ----    UNCH                  25.58
JUN20      ----      ----      ----      ----      ----    UNCH                  25.63
JLY20      ----      ----      ----      ----      ----    UNCH                  25.91
AUG20      ----      ----      ----      ----      ----    UNCH                  26.15
SEP20      ----      ----      ----      ----      ----    UNCH                  26.41
OCT20      ----      ----      ----      ----      ----    UNCH                  26.62
NOV20      ----      ----      ----      ----      ----    UNCH                  26.84
DEC20      ----      ----      ----      ----      ----    UNCH                  27.09
JAN21      ----      ----      ----      ----      ----    UNCH                  27.58
FEB21      ----      ----      ----      ----      ----    UNCH                  27.92
MAR21      ----      ----      ----      ----      ----    UNCH                  27.90
APR21      ----      ----      ----      ----      ----    UNCH                  27.67
MAY21      ----      ----      ----      ----      ----    UNCH                  27.60
JUN21      ----      ----      ----      ----      ----    UNCH                  27.60
JLY21      ----      ----      ----      ----      ----    UNCH                  27.84
AUG21      ----      ----      ----      ----      ----    UNCH                  28.08
SEP21      ----      ----      ----      ----      ----    UNCH                  28.32
OCT21      ----      ----      ----      ----      ----    UNCH                  28.57
NOV21      ----      ----      ----      ----      ----    UNCH                  28.74
DEC21      ----      ----      ----      ----      ----    UNCH                  28.93
JAN22      ----      ----      ----      ----      ----    UNCH                  29.25
HH Henry Hub Natural Gas Look-Alike Last Day Financia
FEB18     2.860     2.865     2.816     2.845      ----    UNCH         321      2.795        2097       25755
MAR18     2.780     2.808     2.776     2.780B     ----    UNCH        2715      2.745        1405       40607
APR18      ----     2.672B     ----     2.672B     ----    UNCH         163      2.650        2035       40155
MAY18      ----     2.676B     ----     2.676B     ----    UNCH         288      2.655        3455       31518
JUN18      ----      ----      ----      ----      ----    UNCH         246      2.697        2460       23211
JLY18      ----      ----      ----      ----      ----    UNCH         414      2.735        1893       33090
AUG18      ----      ----      ----      ----      ----    UNCH         359      2.740        1785       17974
SEP18      ----      ----      ----      ----      ----    UNCH         184      2.723        1359       17725
OCT18      ----     2.748B     ----     2.748B     ----    UNCH          43      2.747        1158       21778
NOV18      ----      ----      ----      ----      ----    UNCH           8      2.806          95       15640
DEC18      ----      ----      ----      ----      ----    UNCH           8      2.934          69       16458
JAN19      ----      ----      ----      ----      ----    UNCH           8      3.016          13       10438
FEB19      ----      ----      ----      ----      ----    UNCH           8      2.994          75        8016
MAR19      ----      ----      ----      ----      ----    UNCH          24      2.927          68       10270
APR19      ----      ----      ----      ----      ----    UNCH                  2.642                    9028
MAY19      ----      ----      ----      ----      ----    UNCH                  2.614                    6519
JUN19      ----      ----      ----      ----      ----    UNCH                  2.642                    6450
JLY19      ----      ----      ----      ----      ----    UNCH                  2.671                    5567
AUG19      ----      ----      ----      ----      ----    UNCH                  2.672                    6519
SEP19      ----      ----      ----      ----      ----    UNCH                  2.655                    5410
OCT19      ----      ----      ----      ----      ----    UNCH                  2.681          44        8051
NOV19      ----      ----      ----      ----      ----    UNCH                  2.731                    4772
DEC19      ----      ----      ----      ----      ----    UNCH                  2.871                    4754
JAN20      ----      ----      ----      ----      ----    UNCH                  2.978          24        3123
FEB20      ----      ----      ----      ----      ----    UNCH                  2.962                    1386
MAR20      ----      ----      ----      ----      ----    UNCH                  2.913                    1728
APR20      ----      ----      ----      ----      ----    UNCH                  2.650                    1292
MAY20      ----      ----      ----      ----      ----    UNCH                  2.635                    1003
JUN20      ----      ----      ----      ----      ----    UNCH                  2.665                     762
JLY20      ----      ----      ----      ----      ----    UNCH                  2.697                     695
AUG20      ----      ----      ----      ----      ----    UNCH                  2.712                     751
SEP20      ----      ----      ----      ----      ----    UNCH                  2.711                     729
OCT20      ----      ----      ----      ----      ----    UNCH                  2.741                     895
NOV20      ----      ----      ----      ----      ----    UNCH                  2.804                     746
DEC20      ----      ----      ----      ----      ----    UNCH                  2.954                     711
JAN21      ----      ----      ----      ----      ----    UNCH                  3.059                     418
FEB21      ----      ----      ----      ----      ----    UNCH                  3.037                     276
MAR21      ----      ----      ----      ----      ----    UNCH                  2.982                     424
APR21      ----      ----      ----      ----      ----    UNCH                  2.697                     400
MAY21      ----      ----      ----      ----      ----    UNCH                  2.678                     130
JUN21      ----      ----      ----      ----      ----    UNCH                  2.701                     140
JLY21      ----      ----      ----      ----      ----    UNCH                  2.726                     186
AUG21      ----      ----      ----      ----      ----    UNCH                  2.741                     627
SEP21      ----      ----      ----      ----      ----    UNCH                  2.741                     130
OCT21      ----      ----      ----      ----      ----    UNCH                  2.770                     391
NOV21      ----      ----      ----      ----      ----    UNCH                  2.840                     187
DEC21      ----      ----      ----      ----      ----    UNCH                  2.988                     186
JAN22      ----      ----      ----      ----      ----    UNCH                  3.093                     426
FEB22      ----      ----      ----      ----      ----    UNCH                  3.070                     129
MAR22      ----      ----      ----      ----      ----    UNCH                  3.015                     233
APR22      ----      ----      ----      ----      ----    UNCH                  2.735                     167
MAY22      ----      ----      ----      ----      ----    UNCH                  2.716                     133
JUN22      ----      ----      ----      ----      ----    UNCH                  2.741                      92
JLY22      ----      ----      ----      ----      ----    UNCH                  2.768                      92
AUG22      ----      ----      ----      ----      ----    UNCH                  2.788                     169
SEP22      ----      ----      ----      ----      ----    UNCH                  2.788                      83
OCT22      ----      ----      ----      ----      ----    UNCH                  2.814                      49
NOV22      ----      ----      ----      ----      ----    UNCH                  2.884                      45
DEC22      ----      ----      ----      ----      ----    UNCH                  3.032                      69
JAN23      ----      ----      ----      ----      ----    UNCH                  3.137                      29
FEB23      ----      ----      ----      ----      ----    UNCH                  3.113                      29
MAR23      ----      ----      ----      ----      ----    UNCH                  3.056                      10
APR23      ----      ----      ----      ----      ----    UNCH                  2.771                      10
MAY23      ----      ----      ----      ----      ----    UNCH                  2.751                      29
JUN23      ----      ----      ----      ----      ----    UNCH                  2.776                      39
JLY23      ----      ----      ----      ----      ----    UNCH                  2.803                      37
AUG23      ----      ----      ----      ----      ----    UNCH                  2.826                      32
SEP23      ----      ----      ----      ----      ----    UNCH                  2.829                      30
OCT23      ----      ----      ----      ----      ----    UNCH                  2.857                      10
NOV23      ----      ----      ----      ----      ----    UNCH                  2.929                      10
DEC23      ----      ----      ----      ----      ----    UNCH                  3.077                      24
JAN24      ----      ----      ----      ----      ----    UNCH                  3.192
FEB24      ----      ----      ----      ----      ----    UNCH                  3.165
MAR24      ----      ----      ----      ----      ----    UNCH                  3.106
APR24      ----      ----      ----      ----      ----    UNCH                  2.819
MAY24      ----      ----      ----      ----      ----    UNCH                  2.799
JUN24      ----      ----      ----      ----      ----    UNCH                  2.826
JLY24      ----      ----      ----      ----      ----    UNCH                  2.855
AUG24      ----      ----      ----      ----      ----    UNCH                  2.878
SEP24      ----      ----      ----      ----      ----    UNCH                  2.882
OCT24      ----      ----      ----      ----      ----    UNCH                  2.912
NOV24      ----      ----      ----      ----      ----    UNCH                  2.986
DEC24      ----      ----      ----      ----      ----    UNCH                  3.134
JAN25      ----      ----      ----      ----      ----    UNCH                  3.252
FEB25      ----      ----      ----      ----      ----    UNCH                  3.222
MAR25      ----      ----      ----      ----      ----    UNCH                  3.162
APR25      ----      ----      ----      ----      ----    UNCH                  2.872
MAY25      ----      ----      ----      ----      ----    UNCH                  2.852
JUN25      ----      ----      ----      ----      ----    UNCH                  2.880
JLY25      ----      ----      ----      ----      ----    UNCH                  2.910
AUG25      ----      ----      ----      ----      ----    UNCH                  2.939
SEP25      ----      ----      ----      ----      ----    UNCH                  2.943
OCT25      ----      ----      ----      ----      ----    UNCH                  2.976
NOV25      ----      ----      ----      ----      ----    UNCH                  3.050
DEC25      ----      ----      ----      ----      ----    UNCH                  3.198
JAN26      ----      ----      ----      ----      ----    UNCH                  3.316
FEB26      ----      ----      ----      ----      ----    UNCH                  3.284
MAR26      ----      ----      ----      ----      ----    UNCH                  3.221
APR26      ----      ----      ----      ----      ----    UNCH                  2.926
MAY26      ----      ----      ----      ----      ----    UNCH                  2.906
JUN26      ----      ----      ----      ----      ----    UNCH                  2.934
JLY26      ----      ----      ----      ----      ----    UNCH                  2.964
AUG26      ----      ----      ----      ----      ----    UNCH                  2.993
SEP26      ----      ----      ----      ----      ----    UNCH                  3.001
OCT26      ----      ----      ----      ----      ----    UNCH                  3.041
NOV26      ----      ----      ----      ----      ----    UNCH                  3.115
DEC26      ----      ----      ----      ----      ----    UNCH                  3.267
JAN27      ----      ----      ----      ----      ----    UNCH                  3.392
FEB27      ----      ----      ----      ----      ----    UNCH                  3.359
MAR27      ----      ----      ----      ----      ----    UNCH                  3.295
APR27      ----      ----      ----      ----      ----    UNCH                  2.983
MAY27      ----      ----      ----      ----      ----    UNCH                  2.963
JUN27      ----      ----      ----      ----      ----    UNCH                  2.988
JLY27      ----      ----      ----      ----      ----    UNCH                  3.017
AUG27      ----      ----      ----      ----      ----    UNCH                  3.045
SEP27      ----      ----      ----      ----      ----    UNCH                  3.055
OCT27      ----      ----      ----      ----      ----    UNCH                  3.095
NOV27      ----      ----      ----      ----      ----    UNCH                  3.170
DEC27      ----      ----      ----      ----      ----    UNCH                  3.323
JAN28      ----      ----      ----      ----      ----    UNCH                  3.453
FEB28      ----      ----      ----      ----      ----    UNCH                  3.420
MAR28      ----      ----      ----      ----      ----    UNCH                  3.356
APR28      ----      ----      ----      ----      ----    UNCH                  3.031
MAY28      ----      ----      ----      ----      ----    UNCH                  3.011
JUN28      ----      ----      ----      ----      ----    UNCH                  3.041
JLY28      ----      ----      ----      ----      ----    UNCH                  3.081
AUG28      ----      ----      ----      ----      ----    UNCH                  3.121
SEP28      ----      ----      ----      ----      ----    UNCH                  3.134
OCT28      ----      ----      ----      ----      ----    UNCH                  3.184
NOV28      ----      ----      ----      ----      ----    UNCH                  3.259
DEC28      ----      ----      ----      ----      ----    UNCH                  3.412
JAN29      ----      ----      ----      ----      ----    UNCH                  3.542
FEB29      ----      ----      ----      ----      ----    UNCH                  3.507
MAR29      ----      ----      ----      ----      ----    UNCH                  3.442
APR29      ----      ----      ----      ----      ----    UNCH                  3.104
MAY29      ----      ----      ----      ----      ----    UNCH                  3.084
JUN29      ----      ----      ----      ----      ----    UNCH                  3.114
JLY29      ----      ----      ----      ----      ----    UNCH                  3.154
AUG29      ----      ----      ----      ----      ----    UNCH                  3.194
SEP29      ----      ----      ----      ----      ----    UNCH                  3.209
OCT29      ----      ----      ----      ----      ----    UNCH                  3.259
NOV29      ----      ----      ----      ----      ----    UNCH                  3.334
DEC29      ----      ----      ----      ----      ----    UNCH                  3.487
JAN30      ----      ----      ----      ----      ----    UNCH                  3.622
FEB30      ----      ----      ----      ----      ----    UNCH                  3.587
MAR30      ----      ----      ----      ----      ----    UNCH                  3.522
APR30      ----      ----      ----      ----      ----    UNCH                  3.182
MAY30      ----      ----      ----      ----      ----    UNCH                  3.162
JUN30      ----      ----      ----      ----      ----    UNCH                  3.197
JLY30      ----      ----      ----      ----      ----    UNCH                  3.242
AUG30      ----      ----      ----      ----      ----    UNCH                  3.282
SEP30      ----      ----      ----      ----      ----    UNCH                  3.297
OCT30      ----      ----      ----      ----      ----    UNCH                  3.352
NOV30      ----      ----      ----      ----      ----    UNCH                  3.430
DEC30      ----      ----      ----      ----      ----    UNCH                  3.590
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  4789                  18035      388997
HO NY Harbor ULSD Futures
FEB18    2.0600    2.0660    2.0523    2.0543      ----    UNCH       13165     2.0587       72535      148895
MAR18    2.0470    2.0514B   2.0390    2.0413      ----    UNCH        7717     2.0432       50052      104761
APR18    2.0243    2.0272    2.0158    2.0183A     ----    UNCH        3339     2.0187       29635       49155
MAY18    2.0061    2.0088B   1.9980A   2.0008A     ----    UNCH        1601     2.0007       15550       32389
JUN18    1.9908    1.9949B   1.9847A   1.9879A     ----    UNCH        1844     1.9870       15378       36447
JLY18    1.9813    1.9884B   1.9787A   1.9819A     ----    UNCH         311     1.9811        3571       12395
AUG18    1.9758    1.9841B   1.9748A   1.9785B     ----    UNCH         403     1.9774        2148        7423
SEP18    1.9755    1.9825B   1.9736A   1.9776A     ----    UNCH         428     1.9759        2607       10560
OCT18      ----    1.9816B   1.9730A   1.9766B     ----    UNCH          48     1.9753         367        4910
NOV18      ----    1.9819B   1.9734A   1.9771B     ----    UNCH          61     1.9757         342        3558
DEC18    1.9754    1.9821B   1.9732    1.9776B     ----    UNCH         697     1.9757        4641       30981
JAN19      ----    1.9803B     ----    1.9768A     ----    UNCH           2     1.9753         144        2817
FEB19      ----      ----      ----      ----      ----    UNCH                 1.9685          25         405
MAR19      ----      ----      ----      ----      ----    UNCH                 1.9548          25         374
APR19      ----      ----      ----      ----      ----    UNCH                 1.9353          25         283
MAY19      ----      ----      ----      ----      ----    UNCH                 1.9247          25         562
JUN19      ----    1.9197B   1.9157A   1.9195A     ----    UNCH           1     1.9175          25        3533
JLY19      ----      ----      ----      ----      ----    UNCH                 1.9145          25         290
AUG19      ----      ----      ----      ----      ----    UNCH                 1.9138          25          91
SEP19      ----      ----      ----      ----      ----    UNCH                 1.9157          25          88
OCT19      ----      ----      ----      ----      ----    UNCH                 1.9190          25          96
NOV19      ----      ----      ----      ----      ----    UNCH                 1.9239          25          85
DEC19      ----      ----      ----      ----      ----    UNCH                 1.9269          26        3611
JAN20      ----      ----      ----      ----      ----    UNCH                 1.9314                      17
FEB20      ----      ----      ----      ----      ----    UNCH                 1.9319                      11
MAR20      ----      ----      ----      ----      ----    UNCH                 1.9272                      10
APR20      ----      ----      ----      ----      ----    UNCH                 1.9165                       5
MAY20      ----      ----      ----      ----      ----    UNCH                 1.9097                       5
JUN20      ----      ----      ----      ----      ----    UNCH                 1.9070                      18
JLY20      ----      ----      ----      ----      ----    UNCH                 1.9087                       3
AUG20      ----      ----      ----      ----      ----    UNCH                 1.9108                       4
SEP20      ----      ----      ----      ----      ----    UNCH                 1.9133                       3
OCT20      ----      ----      ----      ----      ----    UNCH                 1.9149                       3
NOV20      ----      ----      ----      ----      ----    UNCH                 1.9166                       2
DEC20      ----      ----      ----      ----      ----    UNCH                 1.9193                     385
JAN21      ----      ----      ----      ----      ----    UNCH                 1.9262
FEB21      ----      ----      ----      ----      ----    UNCH                 1.9292
MAR21      ----      ----      ----      ----      ----    UNCH                 1.9268
APR21      ----      ----      ----      ----      ----    UNCH                 1.9182
MAY21      ----      ----      ----      ----      ----    UNCH                 1.9138
JUN21      ----      ----      ----      ----      ----    UNCH                 1.9128
JLY21      ----      ----      ----      ----      ----    UNCH                 1.9163
AUG21      ----      ----      ----      ----      ----    UNCH                 1.9203
SEP21      ----      ----      ----      ----      ----    UNCH                 1.9242
OCT21      ----      ----      ----      ----      ----    UNCH                 1.9272
NOV21      ----      ----      ----      ----      ----    UNCH                 1.9294
DEC21      ----      ----      ----      ----      ----    UNCH                 1.9323
JAN22      ----      ----      ----      ----      ----    UNCH                 1.9383
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 29617                 197246      454175
HO2 NY Harbor ULSD London Marker
FEB18      ----      ----      ----      ----      ----    UNCH                 2.0581
MAR18      ----      ----      ----      ----      ----    UNCH                 2.0414
APR18      ----      ----      ----      ----      ----    UNCH                 2.0161
HO4 HEATING OIL 3:15 2 Minute TAM SYNTHETIC LONDON FUT
FEB18      ----      ----      ----      ----      ----    UNCH                 2.0600
HOS HEATING OIL 3:15 1 Minute TAM SYNTHETIC LONDON FUT
FEB18      ----      ----      ----      ----      ----    UNCH                 2.0602
HP Henry Hub Natural Gas Look-Alike Penultimate Finan
FEB18      ----      ----      ----      ----      ----    UNCH         591      2.795        5517       30514
MAR18      ----      ----      ----      ----      ----    UNCH         450      2.745        5444       32093
APR18      ----      ----      ----      ----      ----    UNCH          66      2.650         546       11924
MAY18      ----      ----      ----      ----      ----    UNCH         138      2.655          25        3943
JUN18      ----      ----      ----      ----      ----    UNCH                  2.697                    4015
JLY18      ----      ----      ----      ----      ----    UNCH                  2.735                    2978
AUG18      ----      ----      ----      ----      ----    UNCH                  2.740                    2938
SEP18      ----      ----      ----      ----      ----    UNCH                  2.723                    2266
OCT18      ----     2.756B     ----     2.756B     ----    UNCH         270      2.747                    2864
NOV18      ----      ----      ----      ----      ----    UNCH                  2.806                    2568
DEC18      ----      ----      ----      ----      ----    UNCH                  2.934                    2349
JAN19      ----      ----      ----      ----      ----    UNCH           5      3.016                    1500
FEB19      ----      ----      ----      ----      ----    UNCH                  2.994                    1453
MAR19      ----      ----      ----      ----      ----    UNCH                  2.927          15        3286
APR19      ----      ----      ----      ----      ----    UNCH                  2.642                    3386
MAY19      ----      ----      ----      ----      ----    UNCH                  2.614                     774
JUN19      ----      ----      ----      ----      ----    UNCH                  2.642                     774
JLY19      ----      ----      ----      ----      ----    UNCH                  2.671                     788
AUG19      ----      ----      ----      ----      ----    UNCH                  2.672                     819
SEP19      ----      ----      ----      ----      ----    UNCH                  2.655                     788
OCT19      ----      ----      ----      ----      ----    UNCH                  2.681                     872
NOV19      ----      ----      ----      ----      ----    UNCH                  2.731                     718
DEC19      ----      ----      ----      ----      ----    UNCH                  2.871                     671
JAN20      ----      ----      ----      ----      ----    UNCH                  2.978                     710
FEB20      ----      ----      ----      ----      ----    UNCH                  2.962                     710
MAR20      ----      ----      ----      ----      ----    UNCH                  2.913                     710
APR20      ----      ----      ----      ----      ----    UNCH                  2.650                     343
MAY20      ----      ----      ----      ----      ----    UNCH                  2.635                     343
JUN20      ----      ----      ----      ----      ----    UNCH                  2.665                     343
JLY20      ----      ----      ----      ----      ----    UNCH                  2.697                     343
AUG20      ----      ----      ----      ----      ----    UNCH                  2.712                     343
SEP20      ----      ----      ----      ----      ----    UNCH                  2.711                     343
OCT20      ----      ----      ----      ----      ----    UNCH                  2.741                     343
NOV20      ----      ----      ----      ----      ----    UNCH                  2.804                     343
DEC20      ----      ----      ----      ----      ----    UNCH                  2.954                     343
JAN21      ----      ----      ----      ----      ----    UNCH                  3.059                     258
FEB21      ----      ----      ----      ----      ----    UNCH                  3.037                     258
MAR21      ----      ----      ----      ----      ----    UNCH                  2.982                     258
APR21      ----      ----      ----      ----      ----    UNCH                  2.697                     258
MAY21      ----      ----      ----      ----      ----    UNCH                  2.678                     258
JUN21      ----      ----      ----      ----      ----    UNCH                  2.701                     258
JLY21      ----      ----      ----      ----      ----    UNCH                  2.726                     258
AUG21      ----      ----      ----      ----      ----    UNCH                  2.741                     258
SEP21      ----      ----      ----      ----      ----    UNCH                  2.741                     258
OCT21      ----      ----      ----      ----      ----    UNCH                  2.770                     258
NOV21      ----      ----      ----      ----      ----    UNCH                  2.840                     258
DEC21      ----      ----      ----      ----      ----    UNCH                  2.988                     258
JAN22      ----      ----      ----      ----      ----    UNCH                  3.093                     115
FEB22      ----      ----      ----      ----      ----    UNCH                  3.070                     115
MAR22      ----      ----      ----      ----      ----    UNCH                  3.015                     115
