                PRELIMINARY PRICES AS OF 03/02/18 02:16 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
0UL TEST EUA FUTURE
MAR18      ----      ----      ----      ----      ----    UNCH                 5.5200
APR18      ----      ----      ----      ----      ----    UNCH                 5.5200
MAY18      ----      ----      ----      ----      ----    UNCH                 5.5200
JUN18      ----      ----      ----      ----      ----    UNCH                 5.5200
1CE Chicago Ethanol (Platts) Calendar Spread Option -
APR18      ----      ----      ----      ----      ----    UNCH                 -.0100
MAY18      ----      ----      ----      ----      ----    UNCH                  .0000
JUN18      ----      ----      ----      ----      ----    UNCH                  .0000
JLY18      ----      ----      ----      ----      ----    UNCH                  .0025
AUG18      ----      ----      ----      ----      ----    UNCH                  .0025
SEP18      ----      ----      ----      ----      ----    UNCH                  .0125
OCT18      ----      ----      ----      ----      ----    UNCH                  .0150
NOV18      ----      ----      ----      ----      ----    UNCH                  .0150
DEC18      ----      ----      ----      ----      ----    UNCH                  .0150
2CE Chicago Ethanol (Platts) Calendar Spread Option -
APR18      ----      ----      ----      ----      ----    UNCH                 -.0100
MAY18      ----      ----      ----      ----      ----    UNCH                  .0000
JUN18      ----      ----      ----      ----      ----    UNCH                  .0025
JLY18      ----      ----      ----      ----      ----    UNCH                  .0050
AUG18      ----      ----      ----      ----      ----    UNCH                  .0150
SEP18      ----      ----      ----      ----      ----    UNCH                  .0275
OCT18      ----      ----      ----      ----      ----    UNCH                  .0300
NOV18      ----      ----      ----      ----      ----    UNCH                  .0300
2RB RBOB TAM SYNTHETIC LONDON FUTURE
APR18      ----      ----      ----      ----    1.8845  -.0088                 1.8933
MAY18      ----      ----      ----      ----    1.8980  -.0106                 1.9086
JUN18      ----      ----      ----      ----    1.8955  -.0113                 1.9068
3A WTI OIL CS12SYNTHT
APR18      ----      ----      ----      ----      4.65    -.16                   4.81
MAY18      ----      ----      ----      ----      4.80    -.14                   4.94
JUN18      ----      ----      ----      ----      4.78    -.09                   4.87
JLY18      ----      ----      ----      ----      4.67    -.04                   4.71
AUG18      ----      ----      ----      ----      4.47    +.02                   4.45
SEP18      ----      ----      ----      ----      4.21    +.05                   4.16
OCT18      ----      ----      ----      ----      3.94    +.07                   3.87
NOV18      ----      ----      ----      ----      3.72    +.09                   3.63
DEC18      ----      ----      ----      ----      3.52    +.09                   3.43
JAN19      ----      ----      ----      ----      3.38    +.06                   3.32
FEB19      ----      ----      ----      ----      3.24    +.08                   3.16
MAR19      ----      ----      ----      ----      3.12    +.08                   3.04
APR19      ----      ----      ----      ----      3.02    +.10                   2.92
JUN19      ----      ----      ----      ----      2.80    +.13                   2.67
SEP19      ----      ----      ----      ----      2.49    +.11                   2.38
DEC19      ----      ----      ----      ----      2.34    +.16                   2.18
MAR20      ----      ----      ----      ----      2.09    +.18                   1.91
JUN20      ----      ----      ----      ----      1.82    +.15                   1.67
SEP20      ----      ----      ----      ----      1.61    +.16                   1.45
DEC20      ----      ----      ----      ----      1.30    +.13                   1.17
MAR21      ----      ----      ----      ----      1.01    +.09                    .92
3CE Chicago Ethanol (Platts) Calendar Spread Option -
APR18      ----      ----      ----      ----      ----    UNCH                 -.0100
MAY18      ----      ----      ----      ----      ----    UNCH                  .0025
JUN18      ----      ----      ----      ----      ----    UNCH                  .0050
JLY18      ----      ----      ----      ----      ----    UNCH                  .0175
AUG18      ----      ----      ----      ----      ----    UNCH                  .0300
SEP18      ----      ----      ----      ----      ----    UNCH                  .0425
OCT18      ----      ----      ----      ----      ----    UNCH                  .0450
4A WTI OIL CS6 SYNTHT
APR18      ----      ----      ----      ----      2.38    -.19                   2.57
MAY18      ----      ----      ----      ----      2.66    -.16                   2.82
JUN18      ----      ----      ----      ----      2.74    -.11                   2.85
JLY18      ----      ----      ----      ----      2.70    -.05                   2.75
AUG18      ----      ----      ----      ----      2.58    -.02                   2.60
SEP18      ----      ----      ----      ----      2.43    +.02                   2.41
OCT18      ----      ----      ----      ----      2.27    +.03                   2.24
NOV18      ----      ----      ----      ----      2.14    +.02                   2.12
DEC18      ----      ----      ----      ----      2.04    +.02                   2.02
JAN19      ----      ----      ----      ----      1.97    +.01                   1.96
FEB19      ----      ----      ----      ----      1.89    +.04                   1.85
MAR19      ----      ----      ----      ----      1.78    +.03                   1.75
APR19      ----      ----      ----      ----      1.67    +.04                   1.63
JUN19      ----      ----      ----      ----      1.48    +.07                   1.41
DEC19      ----      ----      ----      ----      1.32    +.06                   1.26
JUN20      ----      ----      ----      ----      1.02    +.10                    .92
DEC20      ----      ----      ----      ----       .80    +.05                    .75
4RB RBOB 3:15 2 MINUTE TAM SYNTHETIC LONDON FUTURE
APR18      ----      ----      ----      ----    1.9012  -.0016                 1.9028
5A WTI OIL CS3 SYNTHT
APR18      ----      ----      ----      ----       .89    -.12                   1.01
MAY18      ----      ----      ----      ----      1.22    -.13                   1.35
JUN18      ----      ----      ----      ----      1.42    -.10                   1.52
JLY18      ----      ----      ----      ----      1.49    -.07                   1.56
AUG18      ----      ----      ----      ----      1.44    -.03                   1.47
SEP18      ----      ----      ----      ----      1.32    -.01                   1.33
OCT18      ----      ----      ----      ----      1.21    +.02                   1.19
NOV18      ----      ----      ----      ----      1.14    +.01                   1.13
DEC18      ----      ----      ----      ----      1.11    +.03                   1.08
JAN19      ----      ----      ----      ----      1.06    +.01                   1.05
FEB19      ----      ----      ----      ----      1.00    +.01                    .99
MAR19      ----      ----      ----      ----       .93    -.01                    .94
6A WTI OIL CS2 SYNTHT
APR18      ----      ----      ----      ----       .47    -.08                    .55
MAY18      ----      ----      ----      ----       .73    -.09                    .82
JUN18      ----      ----      ----      ----       .91    -.08                    .99
JLY18      ----      ----      ----      ----      1.00    -.06                   1.06
AUG18      ----      ----      ----      ----      1.00    -.03                   1.03
SEP18      ----      ----      ----      ----       .93    -.01                    .94
OCT18      ----      ----      ----      ----       .83    UNCH                    .83
NOV18      ----      ----      ----      ----       .77    +.02                    .75
DEC18      ----      ----      ----      ----       .75    +.01                    .74
JAN19      ----      ----      ----      ----       .73    +.01                    .72
FEB19      ----      ----      ----      ----       .69    +.02                    .67
MAR19      ----      ----      ----      ----       .64    -.01                    .65
6CE Chicago Ethanol (Platts) Calendar Spread Option -
APR18      ----      ----      ----      ----      ----    UNCH                  .0075
MAY18      ----      ----      ----      ----      ----    UNCH                  .0325
JUN18      ----      ----      ----      ----      ----    UNCH                  .0475
JLY18      ----      ----      ----      ----      ----    UNCH                  .0625
6T In Delivery Month European Union Allowance (EUA) F
DEC18      ----      ----      ----      ----   10.1400  +.1500                 9.9900                    3698
DEC19      ----      ----      ----      ----   10.2000  +.1500                10.0500
