                PRELIMINARY PRICES AS OF 04/08/19 09:30 AM (CST)
AUG19      ----      ----      ----      ----      ----    UNCH                    .10
SEP19      ----      ----      ----      ----      ----    UNCH                    .19
OCT19      ----      ----      ----      ----      ----    UNCH                    .24
NOV19      ----      ----      ----      ----      ----    UNCH                    .28
DEC19      ----      ----      ----      ----      ----    UNCH                    .32
JAN20      ----      ----      ----      ----      ----    UNCH                    .37
FEB20      ----      ----      ----      ----      ----    UNCH                    .36
MAR20      ----      ----      ----      ----      ----    UNCH                    .36
APR20      ----      ----      ----      ----      ----    UNCH                    .34
MAY20      ----      ----      ----      ----      ----    UNCH                    .32
JUN20      ----      ----      ----      ----      ----    UNCH                    .35
JLY20      ----      ----      ----      ----      ----    UNCH                    .32
AUG20      ----      ----      ----      ----      ----    UNCH                    .32
SEP20      ----      ----      ----      ----      ----    UNCH                    .29
OCT20      ----      ----      ----      ----      ----    UNCH                    .24
NOV20      ----      ----      ----      ----      ----    UNCH                    .23
DEC20      ----      ----      ----      ----      ----    UNCH                    .29
JAN21      ----      ----      ----      ----      ----    UNCH                    .29
FEB21      ----      ----      ----      ----      ----    UNCH                    .27
MAR21      ----      ----      ----      ----      ----    UNCH                    .26
APR21      ----      ----      ----      ----      ----    UNCH                    .24
MAY21      ----      ----      ----      ----      ----    UNCH                    .22
JUN21      ----      ----      ----      ----      ----    UNCH                    .25
JLY21      ----      ----      ----      ----      ----    UNCH                    .23
AUG21      ----      ----      ----      ----      ----    UNCH                    .20
SEP21      ----      ----      ----      ----      ----    UNCH                    .18
OCT21      ----      ----      ----      ----      ----    UNCH                    .16
NOV21      ----      ----      ----      ----      ----    UNCH                    .15
DEC21      ----      ----      ----      ----      ----    UNCH                    .21
JAN22      ----      ----      ----      ----      ----    UNCH                    .20
FEB22      ----      ----      ----      ----      ----    UNCH                    .19
MAR22      ----      ----      ----      ----      ----    UNCH                    .19
APR22      ----      ----      ----      ----      ----    UNCH                    .15
MAY22      ----      ----      ----      ----      ----    UNCH                    .12
JUN22      ----      ----      ----      ----      ----    UNCH                    .15
JLY22      ----      ----      ----      ----      ----    UNCH                    .11
AUG22      ----      ----      ----      ----      ----    UNCH                    .08
SEP22      ----      ----      ----      ----      ----    UNCH                    .08
OCT22      ----      ----      ----      ----      ----    UNCH                    .09
NOV22      ----      ----      ----      ----      ----    UNCH                    .05
DEC22      ----      ----      ----      ----      ----    UNCH                    .10
JAN23      ----      ----      ----      ----      ----    UNCH                    .08
FEB23      ----      ----      ----      ----      ----    UNCH                    .06
MAR23      ----      ----      ----      ----      ----    UNCH                    .06
APR23      ----      ----      ----      ----      ----    UNCH                    .06
MAY23      ----      ----      ----      ----      ----    UNCH                    .05
JUN23      ----      ----      ----      ----      ----    UNCH                    .06
JLY23      ----      ----      ----      ----      ----    UNCH                    .01
AUG23      ----      ----      ----      ----      ----    UNCH                    .01
SEP23      ----      ----      ----      ----      ----    UNCH                    .01
OCT23      ----      ----      ----      ----      ----    UNCH                    .00
NOV23      ----      ----      ----      ----      ----    UNCH                    .00
DEC23      ----      ----      ----      ----      ----    UNCH                    .05
JAN24      ----      ----      ----      ----      ----    UNCH                    .03
FEB24      ----      ----      ----      ----      ----    UNCH                    .07
MAR24      ----      ----      ----      ----      ----    UNCH                   -.01
APR24      ----      ----      ----      ----      ----    UNCH                    .06
MAY24      ----      ----      ----      ----      ----    UNCH                   -.01
JUN24      ----      ----      ----      ----      ----    UNCH                    .00
JLY24      ----      ----      ----      ----      ----    UNCH                    .02
AUG24      ----      ----      ----      ----      ----    UNCH                    .02
SEP24      ----      ----      ----      ----      ----    UNCH                   -.02
OCT24      ----      ----      ----      ----      ----    UNCH                   -.04
NOV24      ----      ----      ----      ----      ----    UNCH                   -.02
BH NY Harbor ULSD Bullet Futures
MAY19      ----      ----      ----      ----      ----    UNCH                 2.0424                      13
JUN19      ----      ----      ----      ----      ----    UNCH                 2.0452                      13
JLY19      ----      ----      ----      ----      ----    UNCH                 2.0497                      13
AUG19      ----      ----      ----      ----      ----    UNCH                 2.0557                      13
SEP19      ----      ----      ----      ----      ----    UNCH                 2.0645                      13
OCT19      ----      ----      ----      ----      ----    UNCH                 2.0729                      13
NOV19      ----      ----      ----      ----      ----    UNCH                 2.0801                      13
DEC19      ----      ----      ----      ----      ----    UNCH                 2.0860                      13
JAN20      ----      ----      ----      ----      ----    UNCH                 2.0911                       6
FEB20      ----      ----      ----      ----      ----    UNCH                 2.0892                       6
MAR20      ----      ----      ----      ----      ----    UNCH                 2.0814                       6
APR20      ----      ----      ----      ----      ----    UNCH                 2.0667                       6
MAY20      ----      ----      ----      ----      ----    UNCH                 2.0548                       6
JUN20      ----      ----      ----      ----      ----    UNCH                 2.0464                       6
JLY20      ----      ----      ----      ----      ----    UNCH                 2.0430                       6
AUG20      ----      ----      ----      ----      ----    UNCH                 2.0412                       6
SEP20      ----      ----      ----      ----      ----    UNCH                 2.0407                       6
OCT20      ----      ----      ----      ----      ----    UNCH                 2.0417                       6
NOV20      ----      ----      ----      ----      ----    UNCH                 2.0428                       6
DEC20      ----      ----      ----      ----      ----    UNCH                 2.0434                       6
JAN21      ----      ----      ----      ----      ----    UNCH                 2.0442
FEB21      ----      ----      ----      ----      ----    UNCH                 2.0408
MAR21      ----      ----      ----      ----      ----    UNCH                 2.0318
APR21      ----      ----      ----      ----      ----    UNCH                 2.0165
MAY21      ----      ----      ----      ----      ----    UNCH                 2.0045
JUN21      ----      ----      ----      ----      ----    UNCH                 1.9958
JLY21      ----      ----      ----      ----      ----    UNCH                 1.9925
AUG21      ----      ----      ----      ----      ----    UNCH                 1.9911
SEP21      ----      ----      ----      ----      ----    UNCH                 1.9900
OCT21      ----      ----      ----      ----      ----    UNCH                 1.9892
NOV21      ----      ----      ----      ----      ----    UNCH                 1.9874
DEC21      ----      ----      ----      ----      ----    UNCH                 1.9854
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      176
BZ1 Brent Crude Oil TAM Singapore Future
JUN19      ----      ----      ----      ----     70.77   +1.72                  69.05
JLY19      ----      ----      ----      ----     70.34   +1.65                  68.69
AUG19      ----      ----      ----      ----     69.95   +1.57                  68.38
BZ2 Brent Crude Oil TAM LONDON Future
JUN19      ----      ----      ----      ----      ----    UNCH                  69.78
JLY19      ----      ----      ----      ----      ----    UNCH                  69.38
AUG19      ----      ----      ----      ----      ----    UNCH                  69.04
BZL BZ TAM LONDON FUTURE
JUN19      ----      ----      ----      ----      ----    UNCH                    .00
JLY19      ----      ----      ----      ----      ----    UNCH                    .00
AUG19      ----      ----      ----      ----      ----    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
JLY19      ----      ----      ----      ----       .00    UNCH                    .00
AUG19      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
MAY19      ----      ----      ----      ----      ----    UNCH                   -.07
JUN19      ----      ----      ----      ----      ----    UNCH                   -.03
JLY19      ----      ----      ----      ----      ----    UNCH                    .01
AUG19      ----      ----      ----      ----      ----    UNCH                    .10
SEP19      ----      ----      ----      ----      ----    UNCH                    .19
OCT19      ----      ----      ----      ----      ----    UNCH                    .24
NOV19      ----      ----      ----      ----      ----    UNCH                    .28
DEC19      ----      ----      ----      ----      ----    UNCH                    .32
JAN20      ----      ----      ----      ----      ----    UNCH                    .37
FEB20      ----      ----      ----      ----      ----    UNCH                    .36
MAR20      ----      ----      ----      ----      ----    UNCH                    .36
APR20      ----      ----      ----      ----      ----    UNCH                    .34
MAY20      ----      ----      ----      ----      ----    UNCH                    .32
JUN20      ----      ----      ----      ----      ----    UNCH                    .35
JLY20      ----      ----      ----      ----      ----    UNCH                    .32
AUG20      ----      ----      ----      ----      ----    UNCH                    .32
SEP20      ----      ----      ----      ----      ----    UNCH                    .29
OCT20      ----      ----      ----      ----      ----    UNCH                    .24
NOV20      ----      ----      ----      ----      ----    UNCH                    .23
DEC20      ----      ----      ----      ----      ----    UNCH                    .29
JAN21      ----      ----      ----      ----      ----    UNCH                    .29
FEB21      ----      ----      ----      ----      ----    UNCH                    .27
MAR21      ----      ----      ----      ----      ----    UNCH                    .26
APR21      ----      ----      ----      ----      ----    UNCH                    .24
MAY21      ----      ----      ----      ----      ----    UNCH                    .22
JUN21      ----      ----      ----      ----      ----    UNCH                    .25
JLY21      ----      ----      ----      ----      ----    UNCH                    .23
AUG21      ----      ----      ----      ----      ----    UNCH                    .20
SEP21      ----      ----      ----      ----      ----    UNCH                    .18
OCT21      ----      ----      ----      ----      ----    UNCH                    .16
NOV21      ----      ----      ----      ----      ----    UNCH                    .15
DEC21      ----      ----      ----      ----      ----    UNCH                    .21
JAN22      ----      ----      ----      ----      ----    UNCH                    .20
FEB22      ----      ----      ----      ----      ----    UNCH                    .19
MAR22      ----      ----      ----      ----      ----    UNCH                    .19
APR22      ----      ----      ----      ----      ----    UNCH                    .15
MAY22      ----      ----      ----      ----      ----    UNCH                    .12
JUN22      ----      ----      ----      ----      ----    UNCH                    .15
JLY22      ----      ----      ----      ----      ----    UNCH                    .11
AUG22      ----      ----      ----      ----      ----    UNCH                    .08
SEP22      ----      ----      ----      ----      ----    UNCH                    .08
OCT22      ----      ----      ----      ----      ----    UNCH                    .09
NOV22      ----      ----      ----      ----      ----    UNCH                    .05
DEC22      ----      ----      ----      ----      ----    UNCH                    .10
JAN23      ----      ----      ----      ----      ----    UNCH                    .08
FEB23      ----      ----      ----      ----      ----    UNCH                    .06
MAR23      ----      ----      ----      ----      ----    UNCH                    .06
APR23      ----      ----      ----      ----      ----    UNCH                    .06
MAY23      ----      ----      ----      ----      ----    UNCH                    .05
JUN23      ----      ----      ----      ----      ----    UNCH                    .06
JLY23      ----      ----      ----      ----      ----    UNCH                    .01
AUG23      ----      ----      ----      ----      ----    UNCH                    .01
SEP23      ----      ----      ----      ----      ----    UNCH                    .01
OCT23      ----      ----      ----      ----      ----    UNCH                    .00
NOV23      ----      ----      ----      ----      ----    UNCH                    .00
DEC23      ----      ----      ----      ----      ----    UNCH                    .05
JAN24      ----      ----      ----      ----      ----    UNCH                    .03
FEB24      ----      ----      ----      ----      ----    UNCH                    .07
MAR24      ----      ----      ----      ----      ----    UNCH                   -.01
APR24      ----      ----      ----      ----      ----    UNCH                    .06
MAY24      ----      ----      ----      ----      ----    UNCH                   -.01
JUN24      ----      ----      ----      ----      ----    UNCH                    .00
JLY24      ----      ----      ----      ----      ----    UNCH                    .02
AUG24      ----      ----      ----      ----      ----    UNCH                    .02
SEP24      ----      ----      ----      ----      ----    UNCH                   -.02
OCT24      ----      ----      ----      ----      ----    UNCH                   -.04
NOV24      ----      ----      ----      ----      ----    UNCH                   -.02
DEC24      ----      ----      ----      ----      ----    UNCH                    .09
JAN25      ----      ----      ----      ----      ----    UNCH                   -.02
FEB25      ----      ----      ----      ----      ----    UNCH                    .00
MAR25      ----      ----      ----      ----      ----    UNCH                   -.02
APR25      ----      ----      ----      ----      ----    UNCH                    .01
MAY25      ----      ----      ----      ----      ----    UNCH                    .03
JUN25      ----      ----      ----      ----      ----    UNCH                   -.03
JLY25      ----      ----      ----      ----      ----    UNCH                   -.03
AUG25      ----      ----      ----      ----      ----    UNCH                    .00
SEP25      ----      ----      ----      ----      ----    UNCH                    .01
OCT25      ----      ----      ----      ----      ----    UNCH                   -.09
NOV25      ----      ----      ----      ----      ----    UNCH                    .02
DEC25      ----      ----      ----      ----      ----    UNCH                    .06
JAN26      ----      ----      ----      ----      ----    UNCH                   -.04
FEB26      ----      ----      ----      ----      ----    UNCH                    .03
MAR26      ----      ----      ----      ----      ----    UNCH                   -.04
APR26      ----      ----      ----      ----      ----    UNCH                    .01
MAY26      ----      ----      ----      ----      ----    UNCH                    .02
JUN26      ----      ----      ----      ----      ----    UNCH                   -.06
JLY26      ----      ----      ----      ----      ----    UNCH                    .01
AUG26      ----      ----      ----      ----      ----    UNCH                   -.01
SEP26      ----      ----      ----      ----      ----    UNCH                   -.02
OCT26      ----      ----      ----      ----      ----    UNCH                   -.05
NOV26      ----      ----      ----      ----      ----    UNCH                    .02
DEC26      ----      ----      ----      ----      ----    UNCH                    .03
JAN27      ----      ----      ----      ----      ----    UNCH                   -.03
FEB27      ----      ----      ----      ----      ----    UNCH                    .01
MAR27      ----      ----      ----      ----      ----    UNCH                   -.02
APR27      ----      ----      ----      ----      ----    UNCH                    .00
MAY27      ----      ----      ----      ----      ----    UNCH                    .02
JUN27      ----      ----      ----      ----      ----    UNCH                   -.05
JLY27      ----      ----      ----      ----      ----    UNCH                   -.01
AUG27      ----      ----      ----      ----      ----    UNCH                    .00
SEP27      ----      ----      ----      ----      ----    UNCH                   -.02
OCT27      ----      ----      ----      ----      ----    UNCH                   -.05
NOV27      ----      ----      ----      ----      ----    UNCH                   -.01
DEC27      ----      ----      ----      ----      ----    UNCH                    .08
JAN28      ----      ----      ----      ----      ----    UNCH                   -.01
CL Light Sweet Crude Oil Futures
MAY19     63.33     63.53     63.13     63.41      ----    UNCH      241359      63.08      686862      346628
JUN19     63.37     63.58     63.18     63.42      ----    UNCH       78989      63.15      187721      281187
JLY19     63.33     63.58     63.20     63.40B     ----    UNCH       26463      63.18      103739      173885
AUG19     63.40     63.54     63.17     63.34      ----    UNCH       12636      63.17       45526      119902
SEP19     63.19     63.42     63.06     63.19      ----    UNCH        9475      63.07       36171      152739
OCT19     63.14     63.17     62.85     63.03      ----    UNCH        4924      62.88       22775       91968
NOV19     62.84     62.92     62.60     62.70      ----    UNCH        4362      62.64       23525       68744
DEC19     62.40     62.66     62.30     62.40B     ----    UNCH       15284      62.36       75276      203147
JAN20     62.25     62.31     61.97     62.03      ----    UNCH        4059      62.04       11724       57992
FEB20     61.81     61.92     61.64     61.73B     ----    UNCH         972      61.67        5163       30663
MAR20     61.42     61.58     61.25     61.33A     ----    UNCH        2251      61.31       17897       37734
APR20     61.12     61.22     60.90     60.98      ----    UNCH        1611      60.95        5570       18208
MAY20      ----     60.73B    60.59A    60.64A     ----    UNCH         534      60.61        3906       21007
JUN20     60.42     60.55B    60.24     60.29A     ----    UNCH        4086      60.29       29597       74799
JLY20      ----     59.96B     ----     59.96B     ----    UNCH         304      59.94        1409       17507
AUG20      ----      ----      ----      ----      ----    UNCH         387      59.62        1349        8911
SEP20      ----      ----      ----      ----      ----    UNCH         874      59.30        6277       24869
OCT20      ----      ----      ----      ----      ----    UNCH          52      59.01         361       13120
NOV20      ----      ----      ----      ----      ----    UNCH           4      58.77        1711       12353
DEC20     58.60     58.76     58.47     58.51A     ----    UNCH        3714      58.54       30703      116723
JAN21      ----      ----      ----      ----      ----    UNCH                  58.25        1527       10651
FEB21      ----      ----      ----      ----      ----    UNCH                  57.96         687        4557
MAR21      ----      ----      ----      ----      ----    UNCH                  57.69         939        5221
APR21      ----      ----      ----      ----      ----    UNCH                  57.43                    5067
MAY21      ----      ----      ----      ----      ----    UNCH                  57.19           7        3022
JUN21     56.93     57.02     56.86A    56.98      ----    UNCH         409      56.97        3209       21410
JLY21      ----      ----      ----      ----      ----    UNCH                  56.72                    4985
AUG21      ----      ----      ----      ----      ----    UNCH                  56.49                    2775
SEP21      ----      ----      ----      ----      ----    UNCH                  56.29                    5823
OCT21      ----      ----      ----      ----      ----    UNCH                  56.11                    2933
NOV21      ----      ----      ----      ----      ----    UNCH                  55.95                    1867
DEC21     55.80     55.90B    55.59     55.72      ----    UNCH         648      55.80        5906       43252
JAN22      ----      ----      ----      ----      ----    UNCH                  55.59                     925
FEB22      ----      ----      ----      ----      ----    UNCH                  55.39                    1289
MAR22      ----      ----      ----      ----      ----    UNCH                  55.20                    1418
APR22      ----      ----      ----      ----      ----    UNCH                  55.01                     545
MAY22      ----      ----      ----      ----      ----    UNCH                  54.86                    3002
JUN22      ----      ----      ----      ----      ----    UNCH           2      54.74         113        3133
JLY22      ----      ----      ----      ----      ----    UNCH                  54.59                      45
AUG22      ----      ----      ----      ----      ----    UNCH                  54.48                      44
SEP22      ----      ----      ----      ----      ----    UNCH                  54.40                      44
OCT22      ----      ----      ----      ----      ----    UNCH                  54.32                      44
NOV22      ----      ----      ----      ----      ----    UNCH                  54.23                      44
DEC22     54.11     54.19B    53.90A    54.03A     ----    UNCH          25      54.18         366       14159
JAN23      ----      ----      ----      ----      ----    UNCH                  54.08
FEB23      ----      ----      ----      ----      ----    UNCH                  54.00
MAR23      ----      ----      ----      ----      ----    UNCH                  53.94
APR23      ----      ----      ----      ----      ----    UNCH                  53.88
MAY23      ----      ----      ----      ----      ----    UNCH                  53.82
JUN23      ----      ----      ----      ----      ----    UNCH                  53.77                      21
JLY23      ----      ----      ----      ----      ----    UNCH                  53.71
AUG23      ----      ----      ----      ----      ----    UNCH                  53.70
SEP23      ----      ----      ----      ----      ----    UNCH                  53.69
OCT23      ----      ----      ----      ----      ----    UNCH                  53.68
NOV23      ----      ----      ----      ----      ----    UNCH                  53.68
DEC23      ----      ----      ----      ----      ----    UNCH           7      53.68          18        2420
JAN24      ----      ----      ----      ----      ----    UNCH                  53.63
FEB24      ----      ----      ----      ----      ----    UNCH                  53.60
MAR24      ----      ----      ----      ----      ----    UNCH                  53.53
APR24      ----      ----      ----      ----      ----    UNCH                  53.54
MAY24      ----      ----      ----      ----      ----    UNCH                  53.48
JUN24      ----      ----      ----      ----      ----    UNCH                  53.49                       6
JLY24      ----      ----      ----      ----      ----    UNCH                  53.49
AUG24      ----      ----      ----      ----      ----    UNCH                  53.47
SEP24      ----      ----      ----      ----      ----    UNCH                  53.45
OCT24      ----      ----      ----      ----      ----    UNCH                  53.47
NOV24      ----      ----      ----      ----      ----    UNCH                  53.51
DEC24      ----      ----      ----      ----      ----    UNCH                  53.53          14        1881
JAN25      ----      ----      ----      ----      ----    UNCH                  53.44
FEB25      ----      ----      ----      ----      ----    UNCH                  53.46
MAR25      ----      ----      ----      ----      ----    UNCH                  53.46
APR25      ----      ----      ----      ----      ----    UNCH                  53.48
MAY25      ----      ----      ----      ----      ----    UNCH                  53.47
JUN25      ----      ----      ----      ----      ----    UNCH                  53.44
JLY25      ----      ----      ----      ----      ----    UNCH                  53.47
AUG25      ----      ----      ----      ----      ----    UNCH                  53.50
SEP25      ----      ----      ----      ----      ----    UNCH                  53.50
OCT25      ----      ----      ----      ----      ----    UNCH                  53.49
NOV25      ----      ----      ----      ----      ----    UNCH                  53.58
DEC25      ----      ----      ----      ----      ----    UNCH                  53.56          14         549
JAN26      ----      ----      ----      ----      ----    UNCH                  53.50
FEB26      ----      ----      ----      ----      ----    UNCH                  53.54
MAR26      ----      ----      ----      ----      ----    UNCH                  53.51
APR26      ----      ----      ----      ----      ----    UNCH                  53.55
MAY26      ----      ----      ----      ----      ----    UNCH                  53.54
JUN26      ----      ----      ----      ----      ----    UNCH                  53.52
JLY26      ----      ----      ----      ----      ----    UNCH                  53.58
AUG26      ----      ----      ----      ----      ----    UNCH                  53.57
SEP26      ----      ----      ----      ----      ----    UNCH                  53.58
OCT26      ----      ----      ----      ----      ----    UNCH                  53.60
NOV26      ----      ----      ----      ----      ----    UNCH                  53.65
DEC26      ----      ----      ----      ----      ----    UNCH                  53.63                      10
JAN27      ----      ----      ----      ----      ----    UNCH                  53.60
FEB27      ----      ----      ----      ----      ----    UNCH                  53.63
MAR27      ----      ----      ----      ----      ----    UNCH                  53.62
APR27      ----      ----      ----      ----      ----    UNCH                  53.64
MAY27      ----      ----      ----      ----      ----    UNCH                  53.64                       1
JUN27      ----      ----      ----      ----      ----    UNCH                  53.62
JLY27      ----      ----      ----      ----      ----    UNCH                  53.67
AUG27      ----      ----      ----      ----      ----    UNCH                  53.68
SEP27      ----      ----      ----      ----      ----    UNCH                  53.68
OCT27      ----      ----      ----      ----      ----    UNCH                  53.70                       1
NOV27      ----      ----      ----      ----      ----    UNCH                  53.75
DEC27      ----      ----      ----      ----      ----    UNCH                  53.76                      10
JAN28     54.50     54.50     54.50     54.50      ----    UNCH           1      53.68
FEB28     54.50     54.50     54.50     54.50      ----    UNCH           1      53.69                       1
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                413433                1310062     2013241
CL1 WTI Crude Oil TAM Singapore Future
MAY19      ----      ----      ----      ----     63.46   +1.53                  61.93
JUN19      ----      ----      ----      ----     63.51   +1.48                  62.03
JLY19      ----      ----      ----      ----     63.53   +1.42                  62.11
CL2 WTI Crude Oil TAM LONDON Future
MAY19      ----      ----      ----      ----      ----    UNCH                  62.60
JUN19      ----      ----      ----      ----      ----    UNCH                  62.69
JLY19      ----      ----      ----      ----      ----    UNCH                  62.76
CLL CRUDE OIL TAM LONDON FUTURE
MAY19      ----      ----      ----      ----      ----    UNCH                    .00
JUN19      ----      ----      ----      ----      ----    UNCH                    .00
JLY19      ----      ----      ----      ----      ----    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
MAY19      ----      ----      ----      ----       .00    UNCH                    .00
