DATE,LIBOR
6/16/2017,1.21222
6/19/2017,1.21389
6/20/2017,1.21556
6/21/2017,1.21556
6/22/2017,1.21611
6/23/2017,1.22
6/26/2017,1.22211
6/27/2017,1.22378
6/28/2017,1.22611
6/29/2017,1.22722
6/30/2017,1.22389
7/3/2017,1.22689
7/4/2017,1.22333
7/5/2017,1.22333
7/6/2017,1.22444
7/7/2017,1.22633
7/10/2017,1.22389
7/11/2017,1.22389
7/12/2017,1.22444
7/13/2017,1.22556
7/14/2017,1.22611
7/17/2017,1.22833
7/18/2017,1.22778
7/19/2017,1.22889
7/20/2017,1.22722
7/21/2017,1.23222
7/24/2017,1.23278
7/25/2017,1.23278
7/26/2017,1.23333
7/27/2017,1.23389
7/28/2017,1.23167
7/31/2017,1.23167
8/1/2017,1.23167
8/2/2017,1.23056
8/3/2017,1.23056
8/4/2017,1.22889
8/7/2017,1.22889
8/8/2017,1.23056
8/9/2017,1.22889
8/10/2017,1.22889
8/11/2017,1.22667
8/14/2017,1.22778
8/15/2017,1.22833
8/16/2017,1.22833
8/17/2017,1.23056
8/18/2017,1.235
8/21/2017,1.23556
8/22/2017,1.23611
8/23/2017,1.23444
8/24/2017,1.23389
8/25/2017,1.23556
8/28/2017,1.23556
8/29/2017,1.23889
8/30/2017,1.23722
8/31/2017,1.23167
9/1/2017,1.23056
9/4/2017,1.23167
9/5/2017,1.23111
9/6/2017,1.23222
9/7/2017,1.235
9/8/2017,1.23611
9/11/2017,1.23611
9/12/2017,1.23667
9/13/2017,1.23444
9/14/2017,1.23444
9/15/2017,1.23722
9/18/2017,1.23611
9/19/2017,1.23722
9/20/2017,1.23556
9/21/2017,1.23722
9/22/2017,1.23833
9/25/2017,1.23667
9/26/2017,1.23444
9/27/2017,1.235
9/28/2017,1.235
9/29/2017,1.23222
10/2/2017,1.23333
10/3/2017,1.23778
10/4/2017,1.23778
10/5/2017,1.23778
10/6/2017,1.235
10/9/2017,1.23722
10/10/2017,1.23778
10/11/2017,1.23889
