DATE,LIBOR
4/29/2019,2.48588
4/30/2019,2.4805
5/1/2019,2.48325
5/2/2019,2.46713
5/3/2019,2.46663
5/6/2019,2.46663
5/7/2019,2.46275
5/8/2019,2.45138
5/9/2019,2.45338
5/10/2019,2.449
5/13/2019,2.43963
5/14/2019,2.43763
5/15/2019,2.43238
5/16/2019,2.44063
5/17/2019,2.44188
5/20/2019,2.436
5/21/2019,2.42963
5/22/2019,2.437
5/23/2019,2.42975
5/24/2019,2.42813
5/27/2019,2.42813
5/28/2019,2.42938
5/29/2019,2.4385
5/30/2019,2.44
5/31/2019,2.4305
6/3/2019,2.42988
6/4/2019,2.42088
6/5/2019,2.4185
6/6/2019,2.41163
6/7/2019,2.41213
6/10/2019,2.41338
6/11/2019,2.41063
6/12/2019,2.40113
6/13/2019,2.39425
6/14/2019,2.38175
6/17/2019,2.39025
6/18/2019,2.38288
6/19/2019,2.38338
6/20/2019,2.40363
6/21/2019,2.40438
6/24/2019,2.40175
6/25/2019,2.40413
6/26/2019,2.40238
6/27/2019,2.40238
6/28/2019,2.398
7/1/2019,2.38775
7/2/2019,2.3795
7/3/2019,2.36
7/4/2019,2.36413
7/5/2019,2.3665
7/8/2019,2.37938
7/9/2019,2.36863
7/10/2019,2.36913
7/11/2019,2.325
7/12/2019,2.332
7/15/2019,2.31413
7/16/2019,2.30038
7/17/2019,2.29788
7/18/2019,2.2715
7/19/2019,2.26113
7/22/2019,2.26913
7/23/2019,2.266
7/24/2019,2.26175
7/25/2019,2.24113
7/26/2019,2.237
7/29/2019,2.23438
7/30/2019,2.22975
7/31/2019,2.22425
8/1/2019,2.24413
8/2/2019,2.2285
8/5/2019,2.223
8/6/2019,2.21275
8/7/2019,2.21125
8/8/2019,2.20088
8/9/2019,2.19425
8/12/2019,2.19525
8/13/2019,2.19513
8/14/2019,2.19738
8/15/2019,2.182
8/16/2019,2.17213
8/19/2019,2.16863
8/20/2019,2.17
8/21/2019,2.16663
8/22/2019,2.14525
8/23/2019,2.1395
8/26/2019,2.1395
8/27/2019,2.11588
8/28/2019,2.112
8/29/2019,2.10025
8/30/2019,2.089
9/2/2019,2.08188
9/3/2019,2.06688
9/4/2019,2.05725
9/5/2019,2.04213
9/6/2019,2.049
9/9/2019,2.0495
9/10/2019,2.03863
9/11/2019,2.03588
9/12/2019,2.0275
9/13/2019,2.02475
9/16/2019,2.04088
9/17/2019,2.057
9/18/2019,2.04425
9/19/2019,2.04588
9/20/2019,2.0365
9/23/2019,2.01838
9/24/2019,2.04588
9/25/2019,2.05363
9/26/2019,2.0435
9/27/2019,2.0315
9/30/2019,2.01563
10/1/2019,2.01088
10/2/2019,1.99725
10/3/2019,1.9895
10/4/2019,1.978
10/7/2019,1.94025
10/8/2019,1.93875
10/9/2019,1.92738
10/10/2019,1.92125
10/11/2019,1.9135
10/14/2019,1.89075
10/15/2019,1.88913
10/16/2019,1.8775
10/17/2019,1.84638
10/18/2019,1.85025
10/21/2019,1.823
10/22/2019,1.82175
10/23/2019,1.82275
10/24/2019,1.80425
10/25/2019,1.80488
10/28/2019,1.79963
10/29/2019,1.78588
10/30/2019,1.78138
10/31/2019,1.78488
11/1/2019,1.77425
11/4/2019,1.771
11/5/2019,1.76988
11/6/2019,1.755
11/7/2019,1.758
11/8/2019,1.759
11/11/2019,1.76325
11/12/2019,1.76163
11/13/2019,1.76538
