                PRELIMINARY PRICES AS OF 07/19/19 09:30 AM (CST)
0          ----      ----      ----      ----      ----    UNCH                    .20                    6500
30         ----      ----      ----      ----      ----    UNCH                    .41                    2750
-25        ----      ----      ----      ----      ----    UNCH                    .09                    2000
WA OCT20 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----      ----    UNCH                    .20                    6500
30         ----      ----      ----      ----      ----    UNCH                    .43                    2750
-25        ----      ----      ----      ----      ----    UNCH                    .09                    2000
WA NOV20 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----      ----    UNCH                    .21                    6500
30         ----      ----      ----      ----      ----    UNCH                    .46                    2750
-25        ----      ----      ----      ----      ----    UNCH                    .09                    2000
WA DEC20 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----      ----    UNCH                    .21                    6500
30         ----      ----      ----      ----      ----    UNCH                    .43                    2750
-25        ----      ----      ----      ----      ----    UNCH                    .10                    2000
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                          600      443200
LO SEP19 Light Sweet Crude Oil Option CALL
10000      ----      ----      ----      ----      ----    UNCH                    .01                     575
10050      ----      ----      ----      ----      ----    UNCH                    .01                      34
10100      ----      ----      ----      ----      ----    UNCH                    .01                      33
10150      ----      ----      ----      ----      ----    UNCH                    .01                       5
10200      ----      ----      ----      ----      ----    UNCH                    .01                      41
10250      ----      ----      ----      ----      ----    UNCH                    .01                     300
10300      ----      ----      ----      ----      ----    UNCH                    .01                     282
10400      ----      ----      ----      ----      ----    UNCH                    .01                       9
10450      ----      ----      ----      ----      ----    UNCH                    .01                       2
10500      ----      ----      ----      ----      ----    UNCH                    .01                     474
10550      ----      ----      ----      ----      ----    UNCH                    .01                       1
10600      ----      ----      ----      ----      ----    UNCH                    .01                       7
10650      ----      ----      ----      ----      ----    UNCH                    .01                       2
10700      ----      ----      ----      ----      ----    UNCH                    .01                     349
10800      ----      ----      ----      ----      ----    UNCH                    .01                      23
10900      ----      ----      ----      ----      ----    UNCH                    .01                     200
10950      ----      ----      ----      ----      ----    UNCH                    .01
11000      ----      ----      ----      ----      ----    UNCH                    .01                     139
11100      ----      ----      ----      ----      ----    UNCH                    .01                     200
11150      ----      ----      ----      ----      ----    UNCH                    .01                      27
11200      ----      ----      ----      ----      ----    UNCH                    .01                      37
11250      ----      ----      ----      ----      ----    UNCH                    .01                       1
11300      ----      ----      ----      ----      ----    UNCH                    .01                     199
11400      ----      ----      ----      ----      ----    UNCH                    .01                      10
11500      ----      ----      ----      ----      ----    UNCH                    .01                      49
11550      ----      ----      ----      ----      ----    UNCH                    .01                      10
11600      ----      ----      ----      ----      ----    UNCH                    .01                       3
11900      ----      ----      ----      ----      ----    UNCH                    .01                     250
12000      ----      ----      ----      ----      ----    UNCH                    .01                      42
12500      ----      ----      ----      ----      ----    UNCH                    .01                       4
13500      ----      ----      ----      ----      ----    UNCH                    .01                      11
14000      ----      ----      ----      ----      ----    UNCH                    .01                      30
14500      ----      ----      ----      ----      ----    UNCH                    .01                       5
16000      ----      ----      ----      ----      ----    UNCH                    .01                       5
2300       ----      ----      ----      ----      ----    UNCH                  32.42
2400       ----      ----      ----      ----      ----    UNCH                  31.42
2850       ----     27.93B     ----     27.70B     ----    UNCH                  26.92
3200       ----     24.44B     ----     23.83B     ----    UNCH                  23.42
3400       ----     22.44B     ----     21.83B     ----    UNCH                  21.42
3500       ----     21.44B     ----     20.83B     ----    UNCH                  20.42
3700       ----     19.43B     ----     18.83B     ----    UNCH                  18.42                       1
3750       ----     18.93B     ----     18.33B     ----    UNCH                  17.92                      23
3800       ----     18.43B     ----     17.83B     ----    UNCH                  17.42
3900       ----     17.43B     ----     16.83B     ----    UNCH                  16.43                      16
3950      16.31     16.98B    16.22A    16.34B     ----    UNCH           5      15.93                       1
4000      16.38     16.49B    15.72A    15.84B     ----    UNCH           4      15.43           1         116
4050      15.32     15.99B    15.22A    15.34B     ----    UNCH           2      14.94                       2
4100      15.41     15.49B    14.73A    14.85B     ----    UNCH           3      14.44                       3
4150       ----     14.95B     ----     14.35B     ----    UNCH                  13.94                       6
4200       ----     14.46B     ----     13.85B     ----    UNCH                  13.45                      29
4250       ----     13.96B     ----     13.36B     ----    UNCH                  12.96                       1
4300       ----     13.48B     ----     12.87B     ----    UNCH                  12.46           3          34
4350       ----     12.97B     ----     12.37B     ----    UNCH                  11.97           3           3
4400       ----     12.48B     ----     11.88B     ----    UNCH                  11.48           7          70
4450       ----     11.99B     ----     11.39B     ----    UNCH                  10.99           8           8
4500      11.15     11.51B    10.78A    10.90B     ----    UNCH          19      10.51                     179
4550       ----     11.01B     ----     10.41B     ----    UNCH           1      10.02                      12
4600       ----     10.52B     ----      9.93B     ----    UNCH                   9.54          16          22
4650       9.33     10.05B     9.30      9.46B     ----    UNCH           4       9.05                      10
4700       9.28      9.55B     8.82      8.98B     ----    UNCH           5       8.58          19         262
4750       8.80      9.07B     8.35A     8.50B     ----    UNCH           1       8.10          16          21
4800       8.17      8.61B     7.89A     8.02B     ----    UNCH           1       7.63          24         396
4850       ----      8.12B     ----      7.55B     ----    UNCH                   7.16          23          55
4900       ----      7.65B     ----      7.08B     ----    UNCH                   6.70           1         922
4950       ----      7.20B     ----      6.62B     ----    UNCH                   6.25           1        1004
5000       6.32      6.73B     6.06A     6.17B     ----    UNCH           2       5.81          17        5246
5050       ----      6.29B     ----      5.73B     ----    UNCH           3       5.37                     105
5100       ----      5.83B     ----      5.29B     ----    UNCH           1       4.95           3         163
5150       ----      5.40B     ----      4.87B     ----    UNCH                   4.53           2          82
5200       4.43      4.98B     4.43      4.46B     ----    UNCH          50       4.13           6        1805
5250       ----      4.57B     ----      4.07B     ----    UNCH                   3.74           1        2956
5300       3.68      4.17B     3.60A     3.69B     ----    UNCH           3       3.37         384        2213
5350       ----      3.78B     ----      3.32B     ----    UNCH           5       3.02          54        2572
5400       3.30      3.42B     2.90A     2.98B     ----    UNCH           6       2.68         297        2269
5450       2.95      3.06B     2.58A     2.65B     ----    UNCH           9       2.36         288         763
5500       2.45      2.73B     2.28A     2.35B     ----    UNCH         197       2.07        1070       14566
5550       2.34      2.41B     1.99A     2.07B     ----    UNCH          11       1.79        1112        2372
5600       1.86      2.13      1.71      1.80B     ----    UNCH          88       1.54        2262        4147
5650       1.53      1.83B     1.49A     1.55B     ----    UNCH          92       1.30        1000        2791
5700       1.44      1.58      1.25      1.33B     ----    UNCH         539       1.10        1829        7374
5750        .93      1.37       .93      1.12B     ----    UNCH          97        .91        1471        4896
5800       1.03      1.14B      .91A      .94      ----    UNCH         427        .75        3141        8773
5850        .87       .95       .76A      .79      ----    UNCH          68        .62        1582        4121
5900        .71       .81       .62       .65B     ----    UNCH          89        .50        2449        6772
5950        .64       .66       .52A      .53      ----    UNCH          63        .41        1576        2449
6000        .46       .55       .42       .44      ----    UNCH         349        .33        6397       22364
6050        .35       .45B      .35       .36      ----    UNCH         165        .26         667        3953
6100        .34       .38       .28       .30      ----    UNCH         129        .21        1286        5358
6150        .28       .32       .24A      .24A     ----    UNCH          35        .17         863        3217
6200        .22       .25       .20       .20A     ----    UNCH          23        .14        4285        7396
6250        .20       .21B      .17       .17      ----    UNCH          45        .12        2285        5548
6300        .15       .18B      .14       .15B     ----    UNCH          38        .10        1968        6238
6350        .13       .15       .12A      .13A     ----    UNCH          19        .09         922        4543
6400        .11       .13       .10       .11A     ----    UNCH          26        .07         352        6290
6450        .10       .11B      .09       .09      ----    UNCH          43        .06         433        4505
6500        .10       .10       .08       .08      ----    UNCH         176        .06        2688       14680
6550        .08       .08       .07A      .08      ----    UNCH           5        .05         651        3867
6600        .07       .08       .06       .07      ----    UNCH          35        .04         992        7195
6650        .06       .06       .06       .06      ----    UNCH         162        .04         807        2662
6700        .06       .06       .04       .05B     ----    UNCH           6        .03         643        4367
6750        .04       .05B      .04       .05B     ----    UNCH          11        .03         361        3008
6800        .05       .05       .04       .04      ----    UNCH           6        .03         205        4617
6850        .04       .04       .04       .04      ----    UNCH           1        .03         144         808
6900        .03       .03       .03       .03      ----    UNCH           2        .02         339        5704
6950        .03       .03       .03       .03      ----    UNCH         103        .02         724        1267
7000        .03       .03       .03       .03      ----    UNCH         316        .02         120       15415
7050        .03       .03       .03       .03      ----    UNCH           2        .02         454        1112
7100        .03       .03       .03       .03      ----    UNCH           7        .02        1270        5129
7150       ----      ----      ----      ----      ----    UNCH                    .02        1462        1967
7200       ----       .02B     ----       .02B     ----    UNCH                    .01         141        3791
7250       ----       .02B     ----       .02B     ----    UNCH                    .01         251        6279
7300       ----      ----      ----      ----      ----    UNCH                    .01          78        4697
7350       ----      ----      ----      ----      ----    UNCH                    .01           7        1177
7400       ----      ----      ----      ----      ----    UNCH                    .01         125        2400
7450       ----      ----      ----      ----      ----    UNCH                    .01           1         314
7500        .02       .02       .02       .02      ----    UNCH           1        .01         361       10851
7550       ----      ----      ----      ----      ----    UNCH                    .01         227         746
7600       ----      ----      ----      ----      ----    UNCH                    .01         203        2185
7650       ----      ----      ----      ----      ----    UNCH                    .01          21         547
7700        .02       .02       .01A      .01A     ----    UNCH           1        .01          52        1206
7750        .01       .01       .01       .01      ----    UNCH           3        .01          16         537
7800        .01       .01       .01       .01      ----    UNCH          11        .01          14        1343
7850       ----      ----      ----      ----      ----    UNCH                    .01                     418
7900       ----      ----      ----      ----      ----    UNCH                    .01                    1309
7950       ----      ----      ----      ----      ----    UNCH                    .01                     436
8000        .01       .01       .01       .01      ----    UNCH           6        .01          46        7132
8050       ----      ----      ----      ----      ----    UNCH                    .01                     141
8100       ----      ----      ----      ----      ----    UNCH                    .01                     787
8150       ----      ----      ----      ----      ----    UNCH                    .01                     245
8200       ----      ----      ----      ----      ----    UNCH                    .01                    1253
8250       ----      ----      ----      ----      ----    UNCH                    .01                     297
8300       ----      ----      ----      ----      ----    UNCH                    .01                     405
8350       ----      ----      ----      ----      ----    UNCH                    .01                     378
8400       ----      ----      ----      ----      ----    UNCH                    .01                    1313
8450       ----      ----      ----      ----      ----    UNCH                    .01                     315
8500       ----      ----      ----      ----      ----    UNCH                    .01                    6095
8550       ----      ----      ----      ----      ----    UNCH                    .01                     671
8600       ----      ----      ----      ----      ----    UNCH                    .01                     522
8650       ----      ----      ----      ----      ----    UNCH                    .01                     138
8700       ----      ----      ----      ----      ----    UNCH                    .01                     421
8750       ----      ----      ----      ----      ----    UNCH                    .01                     559
8800       ----      ----      ----      ----      ----    UNCH                    .01                     677
8850       ----      ----      ----      ----      ----    UNCH                    .01                     809
8900       ----      ----      ----      ----      ----    UNCH                    .01                    1814
8950       ----      ----      ----      ----      ----    UNCH                    .01                      91
9000       ----      ----      ----      ----      ----    UNCH                    .01                    1742
9050       ----      ----      ----      ----      ----    UNCH                    .01                      33
9100       ----      ----      ----      ----      ----    UNCH                    .01                     710
9150       ----      ----      ----      ----      ----    UNCH                    .01                      63
9200       ----      ----      ----      ----      ----    UNCH                    .01                      98
9250       ----      ----      ----      ----      ----    UNCH                    .01                     306
9300       ----      ----      ----      ----      ----    UNCH                    .01                     220
9350       ----      ----      ----      ----      ----    UNCH                    .01                       9
9400       ----      ----      ----      ----      ----    UNCH                    .01                    1089
9450       ----      ----      ----      ----      ----    UNCH                    .01                     166
9500       ----      ----      ----      ----      ----    UNCH                    .01                    1897
9550       ----      ----      ----      ----      ----    UNCH                    .01                     190
9600       ----      ----      ----      ----      ----    UNCH                    .01                      76
9650       ----      ----      ----      ----      ----    UNCH                    .01                      77
9700       ----      ----      ----      ----      ----    UNCH                    .01                     226
9750       ----      ----      ----      ----      ----    UNCH                    .01                     202
9800       ----      ----      ----      ----      ----    UNCH                    .01                     225
9850       ----      ----      ----      ----      ----    UNCH                    .01                     118
9900       ----      ----      ----      ----      ----    UNCH                    .01                     118
9950       ----      ----      ----      ----      ----    UNCH                    .01                     128
LO OCT19 Light Sweet Crude Oil Option CALL
10000      ----      ----      ----      ----      ----    UNCH                    .01                     101
10050      ----      ----      ----      ----      ----    UNCH                    .01                       3
10100      ----      ----      ----      ----      ----    UNCH                    .01                     120
10200      ----      ----      ----      ----      ----    UNCH                    .01                     116
10250      ----      ----      ----      ----      ----    UNCH                    .01                       7
10300      ----      ----      ----      ----      ----    UNCH                    .01                     100
10400      ----      ----      ----      ----      ----    UNCH                    .01                     100
10450      ----      ----      ----      ----      ----    UNCH                    .01                      47
10500      ----      ----      ----      ----      ----    UNCH                    .01                      38
10550      ----      ----      ----      ----      ----    UNCH                    .01                       1
10600      ----      ----      ----      ----      ----    UNCH                    .01                      26
10650      ----      ----      ----      ----      ----    UNCH                    .01                      15
11000      ----      ----      ----      ----      ----    UNCH                    .01                      13
11050      ----      ----      ----      ----      ----    UNCH                    .01                      10
11150      ----      ----      ----      ----      ----    UNCH                    .01                       4
11200      ----      ----      ----      ----      ----    UNCH                    .01                      17
11300      ----      ----      ----      ----      ----    UNCH                    .01                     500
11500      ----      ----      ----      ----      ----    UNCH                    .01                     130
11550      ----      ----      ----      ----      ----    UNCH                    .01                      10
11700      ----      ----      ----      ----      ----    UNCH                    .01                      15
12000      ----      ----      ----      ----      ----    UNCH                    .01                      51
3450       ----     21.91B     ----     21.31A     ----    UNCH                  20.95                       3
3500       ----     21.40B     ----     20.82B     ----    UNCH                  20.45                       7
3650       ----     19.92B     ----     19.33B     ----    UNCH                  18.96                       1
3700       ----     19.44B     ----     18.83B     ----    UNCH                  18.46                       2
3850       ----     17.95B     ----     17.35B     ----    UNCH                  16.98                       2
3900       ----     17.46B     ----     16.85B     ----    UNCH                  16.49                       2
4000       ----     16.48B     ----     15.87B     ----    UNCH                  15.51                      26
4100       ----     15.50B     ----     14.89A     ----    UNCH                  14.54                       1
4150       ----     15.00B     ----     14.41B     ----    UNCH                  14.05                       2
4200       ----     14.52B     ----     13.92B     ----    UNCH                  13.57                       2
4300       ----     13.56B     ----     12.96B     ----    UNCH                  12.61                       2
4350       ----     13.05B     ----     12.49B     ----    UNCH                  12.13                      13
4400       ----     12.58B     ----     12.01B     ----    UNCH                  11.66                       9
4450       ----     12.10B     ----     11.54B     ----    UNCH                  11.19                       1
4500      11.27     11.63B    11.05A    11.07B     ----    UNCH           1      10.72           5         107
4700       ----      9.82B     ----      9.28B     ----    UNCH                   8.90                      22
4750       ----      9.34B     ----      8.83B     ----    UNCH                   8.45                      50
4800       ----      8.92B     ----      8.39B     ----    UNCH                   8.02                     135
4900       ----      8.02B     ----      7.53B     ----    UNCH                   7.17                       6
4950       ----      7.62B     ----      7.12B     ----    UNCH                   6.76                       8
5000       6.83      7.18B     6.62A     6.71B     ----    UNCH           1       6.36           4         152
5050       ----      6.78B     ----      6.31B     ----    UNCH                   5.97                     110
5100       ----      6.36B     ----      5.92B     ----    UNCH                   5.58                      81
5150       ----      5.99B     ----      5.54B     ----    UNCH                   5.21                      17
5200       ----      5.64B     ----      5.18B     ----    UNCH                   4.84                     160
5250       ----      5.26B     ----      4.82B     ----    UNCH                   4.49                     633
5300       ----      4.90B     ----      4.47B     ----    UNCH                   4.15           1         637
5350       ----      4.55B     ----      4.14B     ----    UNCH                   3.82                     398
5400       3.97      4.21B     3.76A     3.82B     ----    UNCH           1       3.51          19         951
5450       ----      3.88B     ----      3.51B     ----    UNCH                   3.21                     332
5500       3.32      3.56B     3.14A     3.22B     ----    UNCH           2       2.92          54        1783
5550       3.17      3.26B     2.87A     2.94B     ----    UNCH          42       2.65         227         722
5600       2.83      2.98B     2.58      2.67B     ----    UNCH          23       2.39          26        1914
5650       2.53      2.71B     2.36A     2.41B     ----    UNCH           1       2.15          44         531
5700       2.29      2.45B     2.13A     2.18B     ----    UNCH          22       1.92         339        2408
5750       ----      2.21B     ----      1.96B     ----    UNCH                   1.71          14        2984
5800       1.97      1.98B     1.72A     1.75B     ----    UNCH          41       1.52         114        3503
5850       1.77      1.77      1.53A     1.56B     ----    UNCH          10       1.34          72         765
5900       1.55      1.57B     1.36A     1.39B     ----    UNCH          12       1.18         175        1253
5950       1.31      1.40B     1.21A     1.23B     ----    UNCH          11       1.04          37        3835
6000       1.12      1.21      1.11      1.11      ----    UNCH         121        .91        2141        9589
6050       1.07      1.09B      .94A      .96B     ----    UNCH          20        .80          27        1067
6100        .93       .95       .83A      .84B     ----    UNCH          46        .69         438        1493
6150        .82       .84B      .73A      .74B     ----    UNCH          21        .60          38         981
6200        .72       .73B      .64A      .64A     ----    UNCH           6        .52         321        2580
6250        .64       .64       .56A      .56A     ----    UNCH          23        .45         161        1193
6300        .54       .56B      .49A      .49A     ----    UNCH           8        .39         217        4868
6350       ----       .49B     ----       .43A     ----    UNCH           2        .34          17         501
6400        .42       .43B      .38       .38A     ----    UNCH          26        .30         299        3313
6450       ----       .37B     ----       .33A     ----    UNCH                    .26         186         465
6500        .30       .33B      .29A      .30A     ----    UNCH         106        .23        2207        8510
6550       ----       .29B     ----       .26A     ----    UNCH                    .20         309         759
6600        .25       .25       .23A      .23A     ----    UNCH           2        .17         428        1691
6650        .20       .22B      .20       .20      ----    UNCH           4        .15          56         307
6700        .19       .20B      .19       .19      ----    UNCH          62        .14         307        1746
6750        .18       .18       .16A      .17A     ----    UNCH           1        .12         193         539
6800        .14       .16B      .14       .15A     ----    UNCH           3        .11         279        2767
6850        .13       .14B      .13       .14B     ----    UNCH           1        .10          28         327
6900        .13       .13       .12       .12      ----    UNCH          21        .09        1206        1940
6950        .10       .12B      .10       .11B     ----    UNCH          11        .08          27         402
7000        .09       .10       .09       .10      ----    UNCH          63        .07         132        4568
7050       ----       .09B     ----       .09B     ----    UNCH                    .07         122         179
7100        .08       .09B      .08       .09B     ----    UNCH           1        .06          13         765
7150       ----       .08B     ----       .08B     ----    UNCH                    .06          14         291
7200       ----       .07B     ----       .07B     ----    UNCH                    .05          61        1115
7250       ----       .07B     ----       .07B     ----    UNCH                    .05          47         388
7300       ----       .06B     ----       .06B     ----    UNCH                    .05          32        1196
7350       ----       .06B     ----       .06B     ----    UNCH                    .05           9         292
7400       ----       .05B     ----       .05B     ----    UNCH                    .04          22        1168
7450       ----       .05B     ----       .05B     ----    UNCH                    .04           7         205
7500        .05       .05       .05       .05      ----    UNCH           1        .04         536        2270
7550       ----      ----      ----      ----      ----    UNCH                    .04           7         194
7600       ----      ----      ----      ----      ----    UNCH                    .04          31         625
7650       ----       .04B     ----       .04B     ----    UNCH                    .03           9         184
7700       ----       .04B     ----       .04B     ----    UNCH                    .03                     376
7750       ----      ----      ----      ----      ----    UNCH                    .03          13         264
7800       ----      ----      ----      ----      ----    UNCH                    .03          29         411
7850       ----      ----      ----      ----      ----    UNCH                    .03           5          51
7900        .04       .04       .04       .04      ----    UNCH           1        .03                     249
7950       ----      ----      ----      ----      ----    UNCH                    .03                     237
8000        .03       .03       .03       .03      ----    UNCH           2        .03                    1395
8050       ----      ----      ----      ----      ----    UNCH                    .02                     451
8100       ----      ----      ----      ----      ----    UNCH                    .02           1         168
8150       ----      ----      ----      ----      ----    UNCH                    .02           6          98
8200       ----      ----      ----      ----      ----    UNCH                    .02                     678
8250       ----      ----      ----      ----      ----    UNCH                    .02           1          70
8300       ----      ----      ----      ----      ----    UNCH                    .02          37         995
8350       ----      ----      ----      ----      ----    UNCH                    .02           1         108
8400       ----      ----      ----      ----      ----    UNCH                    .02          10         177
8450       ----      ----      ----      ----      ----    UNCH                    .02           2          17
8500       ----      ----      ----      ----      ----    UNCH                    .02          24         894
8550       ----      ----      ----      ----      ----    UNCH                    .02                      44
8600       ----      ----      ----      ----      ----    UNCH                    .02                     196
8650       ----      ----      ----      ----      ----    UNCH                    .01                      73
8700       ----      ----      ----      ----      ----    UNCH                    .01                      86
8750       ----      ----      ----      ----      ----    UNCH                    .01                      42
8800       ----      ----      ----      ----      ----    UNCH                    .01                     492
8850       ----      ----      ----      ----      ----    UNCH                    .01                       4
8950       ----      ----      ----      ----      ----    UNCH                    .01                     121
9000       ----      ----      ----      ----      ----    UNCH                    .01                      60
9050       ----      ----      ----      ----      ----    UNCH                    .01                      73
9100       ----      ----      ----      ----      ----    UNCH                    .01          19         519
9150       ----      ----      ----      ----      ----    UNCH                    .01                      56
9200       ----      ----      ----      ----      ----    UNCH                    .01                      22
9250       ----      ----      ----      ----      ----    UNCH                    .01                      19
9300       ----      ----      ----      ----      ----    UNCH                    .01                      41
9350       ----      ----      ----      ----      ----    UNCH                    .01                      25
9400       ----      ----      ----      ----      ----    UNCH                    .01                      53
9450       ----      ----      ----      ----      ----    UNCH                    .01           1           7
9500       ----      ----      ----      ----      ----    UNCH                    .01                      96
9550       ----      ----      ----      ----      ----    UNCH                    .01                      64
9600       ----      ----      ----      ----      ----    UNCH                    .01                      16
9650       ----      ----      ----      ----      ----    UNCH                    .01                      30
9700       ----      ----      ----      ----      ----    UNCH                    .01                      30
9750       ----      ----      ----      ----      ----    UNCH                    .01                      30
9800       ----      ----      ----      ----      ----    UNCH                    .01                      26
9850       ----      ----      ----      ----      ----    UNCH                    .01                      12
9900       ----      ----      ----      ----      ----    UNCH                    .01                      12
9950       ----      ----      ----      ----      ----    UNCH                    .01                      26
LO NOV19 Light Sweet Crude Oil Option CALL
10000      ----      ----      ----      ----      ----    UNCH                    .01                      73
10050      ----      ----      ----      ----      ----    UNCH                    .01                       1
10100      ----      ----      ----      ----      ----    UNCH                    .01                       6
10150      ----      ----      ----      ----      ----    UNCH                    .01                       5
10200      ----      ----      ----      ----      ----    UNCH                    .01                      34
10250      ----      ----      ----      ----      ----    UNCH                    .01                       5
10300      ----      ----      ----      ----      ----    UNCH                    .01                       9
10400      ----      ----      ----      ----      ----    UNCH                    .01                       1
10500      ----      ----      ----      ----      ----    UNCH                    .01                      22
10550      ----      ----      ----      ----      ----    UNCH                    .01                      10
10600      ----      ----      ----      ----      ----    UNCH                    .01                       1
10800      ----      ----      ----      ----      ----    UNCH                    .01                       5
1100       ----      ----      ----      ----      ----    UNCH                  44.43
11000      ----      ----      ----      ----      ----    UNCH                    .01                      11
11100      ----      ----      ----      ----      ----    UNCH                    .01                      10
11150       .01       .01       .01       .01      ----    ----          13       ----
11200       .01       .01       .01       .01      ----    ----           4       ----
11400      ----      ----      ----      ----      ----    UNCH                    .01                      19
11500      ----      ----      ----      ----      ----    UNCH                    .01                     540
11750      ----      ----      ----      ----      ----    UNCH                    .01                      10
11800      ----      ----      ----      ----      ----    UNCH                    .01                      20
12000      ----      ----      ----      ----      ----    UNCH                    .01                     103
12050      ----      ----      ----      ----      ----    UNCH                    .01                      20
12100      ----      ----      ----      ----      ----    UNCH                    .01                      25
12150      ----      ----      ----      ----      ----    UNCH                    .01                      12
12200      ----      ----      ----      ----      ----    UNCH                    .01                      16
12300      ----      ----      ----      ----      ----    UNCH                    .01                      15
12350      ----      ----      ----      ----      ----    UNCH                    .01                      15
12500      ----      ----      ----      ----      ----    UNCH                    .01                      20
12750      ----      ----      ----      ----      ----    UNCH                    .01                      10
13000      ----      ----      ----      ----      ----    UNCH                    .01                      30
13250      ----      ----      ----      ----      ----    UNCH                    .01                      15
13500      ----      ----      ----      ----      ----    UNCH                    .01                      20
1700       ----     39.30B     ----     38.89A     ----    UNCH                  38.43
3500       ----     21.41B     ----     20.88A     ----    UNCH                  20.46                     213
3550       ----     20.91B     ----     20.39A     ----    UNCH                  19.96                       1
3600       ----     20.44B     ----     19.90A     ----    UNCH                  19.47                       3
3700       ----     19.44B     ----     18.92A     ----    UNCH                  18.49                       1
3750       ----     18.95B     ----     18.43A     ----    UNCH                  18.01                       1
3800       ----     18.46B     ----     17.94A     ----    UNCH                  17.52                       3
3850       ----     17.97B     ----     17.46A     ----    UNCH                  17.04                       1
3900       ----     17.49B     ----     16.97A     ----    UNCH                  16.55                       8
4200       ----     14.62B     ----     14.11A     ----    UNCH                  13.71                      20
4400       ----     12.75B     ----     12.25A     ----    UNCH                  11.87                     408
4450       ----     12.30B     ----     11.80A     ----    UNCH                  11.42                       1
4500       ----     11.86B     ----     11.35A     ----    UNCH                  10.97                       1
4550       ----     11.42B     ----     10.90A     ----    UNCH                  10.53                       1
4650       ----     10.54B     ----     10.04B     ----    UNCH                   9.67                       1
4700       ----     10.08B     ----      9.62B     ----    UNCH                   9.24                     112
4800       ----      9.24B     ----      8.78B     ----    UNCH                   8.42                     991
4900       ----      8.43B     ----      7.98B     ----    UNCH                   7.62                      80
4950       ----      8.03B     ----      7.58B     ----    UNCH                   7.23                      35
5000       ----      7.62B     ----      7.20B     ----    UNCH                   6.85           1          38
5050       ----      7.23B     ----      6.82B     ----    UNCH                   6.48                       1
5100       ----      6.92B     ----      6.47B     ----    UNCH                   6.12                      10
5150       ----      6.55B     ----      6.12B     ----    UNCH                   5.77                     469
5200       ----      6.19B     ----      5.77B     ----    UNCH                   5.42                      43
5250       ----      5.83B     ----      5.43B     ----    UNCH                   5.09                     247
5300       ----      5.49B     ----      5.10B     ----    UNCH                   4.77                    1210
5350       ----      5.15B     ----      4.78B     ----    UNCH                   4.45                      31
5400       ----      4.83B     ----      4.47B     ----    UNCH                   4.15                     550
5450       ----      4.52B     ----      4.17B     ----    UNCH                   3.85                     105
5500       ----      4.22B     ----      3.88B     ----    UNCH                   3.57           1        1067
5550       ----      3.93B     ----      3.60B     ----    UNCH                   3.30          65         102
5600       ----      3.64B     ----      3.33B     ----    UNCH          20       3.04           2         752
5650       ----      3.37B     ----      3.09B     ----    UNCH                   2.80                     101
5700       ----      3.11B     ----      2.84B     ----    UNCH                   2.56         208         725
5750       ----      2.87B     ----      2.61B     ----    UNCH                   2.35         284         755
5800       ----      2.63B     ----      2.39A     ----    UNCH                   2.14         565        1859
5850       ----      2.41B     ----      2.19B     ----    UNCH                   1.95          10         150
5900       ----      2.20B     ----      2.00B     ----    UNCH                   1.77          61         925
5950       ----      2.01B     ----      1.82B     ----    UNCH                   1.60          53         823
6000       ----      1.66B     ----      1.66B     ----    UNCH         100       1.44         148        3253
6050       ----      1.65B     ----      1.50B     ----    UNCH                   1.30           2         392
6100       1.45      1.50B     1.34A     1.36B     ----    UNCH          11       1.16          58         761
6150       ----      1.34B     ----      1.23B     ----    UNCH           1       1.04          31         631
6200       1.18      1.21B     1.10A     1.11B     ----    UNCH          11        .93          46         722
6250       1.08      1.09       .99A     1.00B     ----    UNCH          34        .83          28         422
6300        .89       .98       .89       .90A     ----    UNCH           5        .75          21         960
6350       ----       .88B     ----       .82B     ----    UNCH           1        .67          13         414
6400        .78       .79       .73A      .74B     ----    UNCH          15        .60          57         561
6450       ----       .71B     ----       .66A     ----    UNCH                    .53           9         286
6500        .61       .64B      .59A      .60      ----    UNCH          51        .48          48        3582
6550       ----       .58B     ----       .54A     ----    UNCH           2        .43           5         735
6600       ----       .52B     ----       .49A     ----    UNCH                    .38          11         434
6650        .44       .47B      .44       .44A     ----    UNCH          14        .34          62         140
6700        .40       .42       .39A      .40A     ----    UNCH          66        .31          82         624
