W Wheat Futures
DEC16     403'0     410'0     400'2     407'0     408'0    +5'0       51687      403'0       60284      136793
MAR17     419'4     427'4     416'6     424'2     425'2    +5'2       46657      420'0       55704      236385
MAY17     433'0     440'2     430'2     438'4     439'0    +5'6       11987      433'2       11508       49188
JLY17     447'4     454'4     444'6     452'6B    453'6    +5'4        5864      448'2        5781       58817
SEP17     462'0     469'0     460'4     467'6     468'4    +4'4         879      464'0         629       10507
DEC17     482'0     488'2     480'0     486'4     487'2    +3'2        1909      484'0         939       18657
MAR18     497'6     497'6     495'6A    497'2     498'4    +2'2          73      496'2          31        3165
MAY18     505'4     506'4     505'4     506'4     506'2    +2'4          36      503'6                     236
JLY18     512'4     512'4     512'4     512'4     510'2    +4'6           2      505'4                     197
SEP18     525'0     527'0     525'0     527'0     524'2    +5'2           2      519'0                     169
DEC18     543'4     543'4     543'4     543'4     543'0    +2'2           5      540'6           5         118
MAR19      ----     556'0B     ----     556'0B    550'4    +9'6                  540'6
8600       ----      ----      ----      ----        '5    UNCH                     '5
8700       ----      ----      ----      ----        '5    UNCH                     '5
WZ SEP17 Wheat Options CALL
2300       ----      ----      ----      ----     238'4    +4'4                  234'0
2400       ----      ----      ----      ----     228'4    +4'4                  224'0
2500       ----      ----      ----      ----     218'4    +4'4                  214'0
2600       ----      ----      ----      ----     208'4    +4'4                  204'0
2700       ----      ----      ----      ----     198'4    +4'4                  194'0
2800       ----      ----      ----      ----     188'4    +4'4                  184'0
2900       ----      ----      ----      ----     178'4    +4'4                  174'0
3000       ----      ----      ----      ----     168'4    +4'4                  164'0
3100       ----      ----      ----      ----     158'4    +4'4                  154'0
3200       ----      ----      ----      ----     148'5    +4'4                  144'1
3300       ----      ----      ----      ----     138'6    +4'4                  134'2
3400       ----      ----      ----      ----     129'0    +4'4                  124'4
3500       ----      ----      ----      ----     119'3    +4'3                  115'0
3600       ----      ----      ----      ----     110'0    +4'3                  105'5
3700       ----      ----      ----      ----     100'7    +4'2                   96'5
3800       ----      ----      ----      ----      92'1    +4'2                   87'7
3900       ----      ----      ----      ----      83'6    +4'0                   79'6
4000       ----      ----      ----      ----      75'7    +3'7                   72'0
4100       ----      ----      ----      ----      68'3    +3'5                   64'6
4200       ----      ----      ----      ----      61'4    +3'3                   58'1
4300       ----      ----      ----      ----      55'1    +3'2                   51'7
4400       ----      ----      ----      ----      49'3    +3'0                   46'3
4500       ----      ----      ----      ----      44'1    +2'7                   41'2                      24
4600       ----      ----      ----      ----      39'4    +2'6                   36'6
4700       ----      ----      ----      ----      35'2    +2'5           5       32'5                       8
4800       ----      ----      ----      ----      31'4    +2'4                   29'0                      10
4900       ----      ----      ----      ----      28'0    +2'1                   25'7                      33
5000       ----      ----      ----      ----      25'0    +2'0                   23'0                      45
5100       ----      ----      ----      ----      22'2    +1'6                   20'4
5200       ----      ----      ----      ----      19'6    +1'4                   18'2                       3
5300       ----      ----      ----      ----      17'5    +1'3                   16'2                      24
5400       ----      ----      ----      ----      15'6    +1'3                   14'3
5500       ----      ----      ----      ----      14'1    +1'2                   12'7                       2
5600       ----      ----      ----      ----      12'5    +1'1                   11'4                       1
5700       ----      ----      ----      ----      11'3    +1'1                   10'2                       8
5800       ----      ----      ----      ----      10'2    +1'0                    9'2                      10
5900       ----      ----      ----      ----       9'2     +'7                    8'3                       5
6000       ----      ----      ----      ----       8'3     +'7                    7'4                      49
6100       ----      ----      ----      ----       7'5     +'7                    6'6
6200       ----      ----      ----      ----       6'7     +'6                    6'1
6300       ----      ----      ----      ----       6'2     +'5                    5'5
6400       ----      ----      ----      ----       5'6     +'5                    5'1
6500       ----      ----      ----      ----       5'2     +'5                    4'5
6600       ----      ----      ----      ----       4'7     +'5                    4'2
6700       ----      ----      ----      ----       4'4     +'5                    3'7
6800       ----      ----      ----      ----       4'1     +'4                    3'5
6900       ----      ----      ----      ----       3'6     +'3                    3'3
7000       ----      ----      ----      ----       3'4     +'3                    3'1                      12
7100       ----      ----      ----      ----       3'2     +'3                    2'7
7200       ----      ----      ----      ----       3'0     +'3                    2'5
7300       ----      ----      ----      ----       2'6     +'2                    2'4
7400       ----      ----      ----      ----       2'5     +'2                    2'3
7500       ----      ----      ----      ----       2'4     +'2                    2'2
7600       ----      ----      ----      ----       2'3     +'2                    2'1
7700       ----      ----      ----      ----       2'2     +'2                    2'0
7800       ----      ----      ----      ----       2'1     +'2                    1'7
7900       ----      ----      ----      ----       2'0     +'2                    1'6
WZ DEC17 Wheat Options CALL
2400       ----      ----      ----      ----     247'2    +3'2                  244'0
2500       ----      ----      ----      ----     237'2    +3'2                  234'0
2600       ----      ----      ----      ----     227'2    +3'2                  224'0
2700       ----      ----      ----      ----     217'2    +3'2                  214'0
2800       ----      ----      ----      ----     207'2    +3'2                  204'0
2900       ----      ----      ----      ----     197'2    +3'2                  194'0
3000       ----      ----      ----      ----     187'2    +3'2                  184'0
3100       ----      ----      ----      ----     177'2    +3'2                  174'0
3200       ----      ----      ----      ----     167'2    +3'2                  164'0
3300       ----      ----      ----      ----     157'3    +3'2                  154'1
3400       ----      ----      ----      ----     147'4    +3'1                  144'3
3500       ----      ----      ----      ----     137'6    +3'1                  134'5
3600       ----      ----      ----      ----     128'2    +3'1                  125'1
3700       ----      ----      ----      ----     119'0    +3'1                  115'7
3800       ----      ----      ----      ----     109'7    +3'0                  106'7
3900       ----      ----      ----      ----     101'1    +2'6                   98'3
4000       ----      ----      ----      ----      92'7    +2'6                   90'1
4100       ----      ----      ----      ----      85'0    +2'6                   82'2
4200       ----      ----      ----      ----      77'4    +2'5                   74'7
4300       ----      ----      ----      ----      70'4    +2'3                   68'1
4400       ----      ----      ----      ----      64'0    +2'3                   61'5
4500       ----      ----      ----      ----      58'1    +2'3                   55'6
4600       ----      ----      ----      ----      52'5    +2'2                   50'3
4700       ----      ----      ----      ----      47'4    +2'0                   45'4
4800       40'0      40'0      40'0      ----      42'7    +1'7           2       41'0                      10
4900       ----      ----      ----      ----      38'6    +1'7           5       36'7                     553
5000       ----      ----      ----      ----      35'0    +1'7         500       33'1                      13
5100       30'6      30'6      30'6      30'6      31'4    +1'5                   29'7
5200       ----      ----      ----      ----      28'3    +1'4                   26'7           8          12
5300       ----      ----      ----      ----      25'5    +1'4                   24'1                       9
5400       ----      ----      ----      ----      23'1    +1'3                   21'6
5500       ----      ----      ----      ----      20'6    +1'2                   19'4                     173
5600       ----      ----      ----      ----      18'6    +1'1                   17'5                     200
5700       ----      ----      ----      ----      17'0    +1'1                   15'7
5800       ----      ----      ----      ----      15'3    +1'0                   14'3                    2350
5900       ----      ----      ----      ----      14'0     +'7                   13'1                       5
6000       ----      ----      ----      ----      12'6     +'7                   11'7                     163
6100       ----      ----      ----      ----      11'5     +'6                   10'7
6200       ----      ----      ----      ----      10'5     +'6                    9'7
6300       ----      ----      ----      ----       9'6     +'6                    9'0
6400       ----      ----      ----      ----       9'0     +'6                    8'2
6500       ----      ----      ----      ----       8'3     +'6                    7'5                      45
6600       ----      ----      ----      ----       7'6     +'6                    7'0
6700       ----      ----      ----      ----       7'1     +'5                    6'4
6800       ----      ----      ----      ----       6'5     +'5                    6'0
6900       ----      ----      ----      ----       6'1     +'5                    5'4
7000       ----      ----      ----      ----       5'5     +'4                    5'1
7100       ----      ----      ----      ----       5'2     +'4                    4'6
7200       ----      ----      ----      ----       4'7     +'4                    4'3
7300       ----      ----      ----      ----       4'4     +'3                    4'1
7400       ----      ----      ----      ----       4'1     +'2                    3'7
7500       ----      ----      ----      ----       3'7     +'2                    3'5

WZ DEC16 Wheat Options PUT
2000       ----      ----      ----      ----        '1    UNCH                     '1
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
2950       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1                      95
3050       ----      ----      ----      ----        '1    UNCH                     '1                      10
3100       ----      ----      ----      ----        '1    UNCH                     '1                     104
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1                      48
3250       ----      ----      ----      ----        '1    UNCH                     '1                      10
3300       ----      ----      ----      ----        '1    UNCH                     '1                    1032
3350       ----      ----      ----      ----        '1    UNCH                     '1                      67
3400       ----      ----      ----      ----        '1    UNCH                     '1                     133
3450       ----      ----      ----      ----        '1    UNCH                     '1                     220
3500       ----      ----      ----      ----        '1    UNCH                     '1                    3998
3550       ----      ----      ----      ----        '1    UNCH                     '1                     320
3600       ----      ----      ----      ----        '1    UNCH                     '1           2        1479
3650       ----      ----      ----      ----        '1    UNCH                     '1                    1008
3700       ----      ----      ----      ----        '1    UNCH                     '1                    3325
3750       ----      ----      ----      ----        '1    UNCH                     '1                    2864
3800         '1        '1        '1      ----        '1     -'1         179         '2          71        5374
3850         '1        '1        '1      ----        '2     -'1          34         '3         504        3246
3900        1'2       1'2        '2        '3        '3     -'4        1425         '7         807        7069
3950        2'2       2'2        '5      ----        '6    -1'2         751        2'0         624        2835
4000        4'2       4'6       1'4      ----       1'6    -2'1        3001        3'7        1478       11831
4050        4'4       7'1B      3'2      ----       3'6    -2'7         554        6'5         289        2360
4100       11'4      11'7       5'7       6'0       6'6    -3'3        3091       10'1         373       10223
4150       10'0      14'6B      9'2      ----      10'1    -3'7          75       14'0           6        3414
4200       20'0      20'0      13'1      ----      14'0    -4'2         631       18'2          13        5365
4250       17'6      23'6B     17'2A     ----      18'2    -4'4          10       22'6           1         201
4300       ----      28'5B     22'2A     ----      22'6    -4'6                   27'4          19        2743
4350       ----      33'4B     27'3A     ----      27'4    -4'7                   32'3                      81
4400       31'0      38'3B     31'0      ----      32'3    -4'7          23       37'2          15        2910
4450       ----      43'3B     36'6A     ----      37'2    -4'7                   42'1           1          16
4500       ----      48'3B     41'5A     ----      42'1    -5'0                   47'1          16        4291
4550       ----      53'2B     46'7A     ----      47'1    -5'0                   52'1
4600       51'2      58'2B     51'2      ----      52'1    -5'0           1       57'1           3        2453
4650       ----      62'4B     56'5A     ----      57'1    -5'0                   62'1
4700       ----      67'4B     61'4A     ----      62'1    -5'0                   67'1                    2148
4750       ----      72'4B     66'6A     ----      67'1    -5'0                   72'1                       2
4800       ----      77'4B     71'5A     ----      72'1    -5'0                   77'1                     817
4850       ----      82'4B     76'4A     ----      77'1    -5'0                   82'1
4900       82'0      87'4B     81'6A     ----      82'1    -5'0           1       87'1           5        1677
4950       ----      92'4B     86'5A     ----      87'1    -5'0                   92'1
5000       90'6      97'4B     90'6      90'6      92'1    -5'0          40       97'1           7        2014
5050       ----     102'4B     96'6A     ----      97'1    -5'0                  102'1
5100       ----     107'4B    101'5A     ----     102'1    -5'0                  107'1                     901
5150       ----     112'4B    106'4A     ----     107'1    -5'0                  112'1                     400
5200       ----     117'4B    111'6A     ----     112'1    -5'0                  117'1                     650
5250       ----     122'4B    116'5A     ----     117'1    -5'0                  122'1
5300       ----     127'4B    121'4A     ----     122'1    -5'0                  127'1                     570
5400       ----     137'4B    131'5A     ----     132'1    -5'0                  137'1                     496
5500       ----     147'4B    141'6A     ----     142'1    -5'0                  147'1                      78
5600       ----     157'4B    151'4A     ----     152'1    -5'0                  157'1
5700       ----     167'4B    161'5A     ----     162'1    -5'0                  167'1                      24
5800       ----     177'4B    171'6A     ----     172'1    -5'0                  177'1
5900       ----     187'4B    181'4A     ----     182'1    -5'0                  187'1
6000       ----     197'4B    191'5A     ----     192'1    -5'0                  197'1                      20
6100       ----     207'4B    201'6A     ----     202'1    -5'0                  207'1
6200       ----     217'4B     ----      ----     212'1    -5'0                  217'1
6300       ----     227'4B     ----      ----     222'1    -5'0                  227'1
6400       ----     237'4B     ----      ----     232'1    -5'0                  237'1
6500       ----     247'4B     ----      ----     242'1    -5'0                  247'1                      80
6600       ----     257'4B     ----      ----     252'1    -5'0                  257'1
6700       ----     267'4B     ----      ----     262'1    -5'0                  267'1
6800       ----     277'4B     ----      ----     272'1    -5'0                  277'1
6900       ----     287'4B     ----      ----     282'1    -5'0                  287'1
7000       ----     297'4B     ----      ----     292'1    -5'0                  297'1
7100       ----     307'4B     ----      ----     302'1    -5'0                  307'1
7200       ----     317'4B     ----      ----     312'1    -5'0                  317'1
7300       ----     327'4B     ----      ----     322'1    -5'0                  327'1
7400       ----     337'4B     ----      ----     332'1    -5'0                  337'1
7500       ----     347'4B     ----      ----     342'1    -5'0                  347'1                      92
7600       ----     357'4B     ----      ----     352'1    -5'0                  357'1
7700       ----      ----      ----      ----     362'1    -5'0                  367'1
7800       ----      ----      ----      ----     372'1    -5'0                  377'1
7900       ----      ----      ----      ----     382'1    -5'0                  387'1
8000       ----      ----      ----      ----     392'1    -5'0                  397'1
8100       ----      ----      ----      ----     402'1    -5'0                  407'1
8200       ----      ----      ----      ----     412'1    -5'0                  417'1
8300       ----      ----      ----      ----     422'1    -5'0                  427'1
8400       ----      ----      ----      ----     432'1    -5'0                  437'1
10500      ----      ----      ----      ----     642'0    -5'0                  647'0
11000      ----      ----      ----      ----     692'0    -5'0                  697'0
WZ JAN17 Wheat Options PUT
3100       ----      ----      ----      ----        '1    UNCH                     '1
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1                       2
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1    UNCH                     '1                     110
3500       ----      ----      ----      ----        '1    UNCH                     '1                      46
3550       ----      ----      ----      ----        '1    UNCH                     '1
3600       ----      ----      ----      ----        '1     -'1                     '2                       2
3650       ----      ----      ----      ----        '2    UNCH                     '2                      57
3700       ----      ----        '2A     ----        '2     -'1                     '3                      49
3750         '3        '3        '3      ----        '3     -'1           3         '4                       6
3800         '4        '4        '4      ----        '4     -'2           8         '6                     300
3850       ----      ----        '6A     ----        '6     -'3                    1'1           8         150
3900        1'1       1'5B      1'0A     ----       1'1     -'3           1        1'4                     586
3950        1'5       2'3B      1'4A     ----       1'5     -'5          15        2'2          50         271
4000        2'3       3'4B      2'1      ----       2'3     -'7           8        3'2         636        1211
4050        3'2       5'1B      3'1A     ----       3'3    -1'1         344        4'4           3        1068
4100        4'5       6'7B      4'3A     ----       4'6    -1'4         810        6'2         100        3003
4150        6'4       9'3B      6'0A     ----       6'3    -2'0          23        8'3          20         345
4200        9'4      12'0B      7'7A     ----       8'4    -2'3          26       10'7                    1209
4250       ----      15'0B     10'3A     ----      11'0    -2'7          28       13'7          50         164
4300       ----      18'3B     13'1A     ----      13'7    -3'2         784       17'1           1         346
4350       ----      22'0B     16'6A     ----      17'1    -3'5                   20'6                     101
4400       ----      26'0B     20'1A     ----      20'5    -3'7                   24'4                     103
4450       ----      30'1B     24'0A     ----      24'4    -4'1                   28'5                       1
4500       ----      34'4B     28'7A     ----      28'4    -4'3                   32'7                      10
4550       ----      38'5B     33'0A     ----      32'5    -4'5                   37'2                       1
4600       ----      43'2B     37'4A     ----      37'0    -4'6                   41'6                       2
4650       ----      46'6B     42'0A     ----      41'4    -4'7                   46'3           1           2
4700       ----      51'4B     46'4A     ----      46'1    -5'0                   51'1
4750       ----      56'2B     51'0A     ----      50'7    -5'1                   56'0
4800       ----      61'1B     55'7A     ----      55'5    -5'1                   60'6
4850       ----      66'0B     60'3A     ----      60'4    -5'2                   65'6
4900       ----      70'7B     65'2A     ----      65'3    -5'2                   70'5
4950       ----      75'7B     70'1A     ----      70'2    -5'2                   75'4                       1
5000       ----      80'6B     75'0A     ----      75'2    -5'2                   80'4
5050       ----      85'6B     79'7A     ----      80'1    -5'2                   85'3
5100       ----      90'6B     85'1A     ----      85'0    -5'3                   90'3
5150       ----      95'6B     90'0A     ----      90'0    -5'2                   95'2
5200       ----     100'5B     94'7A     ----      95'0    -5'2                  100'2
5250       ----     105'5B     99'6A     ----      99'7    -5'2                  105'1                       1
5300       ----     110'5B    104'5A     ----     104'7    -5'2                  110'1                       1
5350       ----     115'5B    109'7A     ----     109'7    -5'2                  115'1
5400       ----     120'5B    114'6A     ----     114'7    -5'2                  120'1
5450       ----     125'5B    119'5A     ----     119'7    -5'2                  125'1
5500       ----     130'5B    124'4A     ----     124'7    -5'2                  130'1
WZ FEB17 Wheat Options PUT
3100       ----      ----      ----      ----        '1    UNCH                     '1
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1     -'1                     '2
3450       ----      ----      ----      ----        '2    UNCH                     '2
3500       ----      ----      ----      ----        '2     -'1                     '3
3550       ----      ----      ----      ----        '3     -'1                     '4                       1
3600       ----      ----        '4A     ----        '4     -'1                     '5
3650       ----      ----        '6A     ----        '6     -'1           5         '7
3700       ----      ----       1'0A     ----       1'0     -'2                    1'2                       3
3750       ----      ----       1'2A     ----       1'3     -'3                    1'6                      29
3800       ----      ----       1'6A     ----       1'7     -'4                    2'3                      55
3850       ----      ----       2'3A     ----       2'4     -'6                    3'2           2          54
3900        3'6       4'3B      3'1A     ----       3'3     -'7          11        4'2         311         291
3950       ----       5'6B      4'1A     ----       4'3    -1'1                    5'4          20          64
4000       ----       7'4B      5'2A     ----       5'5    -1'2                    6'7          14          71
4050       ----       9'3B      6'6A     ----       7'1    -1'4                    8'5                      25
4100        9'0      11'6B      8'5A     ----       9'0    -1'6           1       10'6           3         105
4150       ----      14'2B     10'5A     ----      11'1    -2'1                   13'2           1          75
4200       13'4      16'6B     13'0A     ----      13'4    -2'4           7       16'0                      25
4250       ----      19'0B     15'4A     ----      16'1    -2'6                   18'7                      64
4300       ----      22'3B     18'5A     ----      19'0    -3'1                   22'1                     192
4350       ----      25'6B     21'5A     ----      22'1    -3'3                   25'4                       4
4400       ----      29'3B     25'1A     ----      25'4    -3'5                   29'1
4450       ----      33'1B     29'2A     ----      29'0    -3'7                   32'7
4500       ----      37'0B     33'0A     ----      32'6    -4'0                   36'6
4550       ----      41'1B     36'6A     ----      36'5    -4'2                   40'7           1           1
4600       ----      45'3B     40'4A     ----      40'6    -4'2                   45'0
4650       ----      49'6B     45'2A     ----      44'7    -4'3                   49'2
4700       ----      ----      49'5A     ----      49'0    -4'6                   53'6
4750       ----      58'3B     54'0A     ----      53'3    -4'6                   58'1
4800       ----      62'7B     58'4A     ----      57'7    -4'7                   62'6
4850       ----      67'5B     63'1A     ----      62'4    -4'7                   67'3
4900       ----      72'2B     67'6A     ----      67'1    -4'7                   72'0
4950       ----      77'1B     72'6A     ----      71'6    -5'0                   76'6
5000       ----      81'7B     77'2A     ----      76'4    -5'0                   81'4                       1
5050       ----      86'5B     82'1A     ----      81'2    -5'1                   86'3
5100       ----      91'4B     87'0A     ----      86'0    -5'1                   91'1
5150       ----      96'3B     91'4A     ----      90'7    -5'1                   96'0
5200       ----     101'2B     96'3A     ----      95'6    -5'1                  100'7
5250       ----     106'2B    101'2A     ----     100'5    -5'2                  105'7
5300       ----     111'1B    106'1A     ----     105'4    -5'2                  110'6
5350       ----     116'0B    111'0A     ----     110'4    -5'1                  115'5
5400       ----     121'0B    115'7A     ----     115'3    -5'2                  120'5
WZ MAR17 Wheat Options PUT
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1                       2
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1                       2
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '2    UNCH                     '2
3300       ----      ----        '2A     ----        '2     -'1                     '3                    1071
3400       ----      ----        '3A     ----        '4    UNCH                     '4                     160
3500       ----      ----        '5A     ----        '6     -'1                     '7                     397
3600       ----      ----       1'1A     ----       1'1     -'2                    1'3           2        1002
3700       ----      ----       1'6A     ----       1'7     -'3                    2'2           1         273
3800        2'7       3'7B      2'7      ----       3'1     -'5           4        3'6         125        1800
3900        6'2       6'3B      4'6A     ----       5'0     -'7          23        5'7          31        1542
4000        9'4       9'6B      7'3A     ----       7'6    -1'3         170        9'1          34        3534
4100       14'4      14'4      10'6A     ----      11'3    -2'0         288       13'3         261        3332
4200       16'6      19'5B     15'5A     ----      16'0    -2'6         296       18'6          17        4470
4300       ----      25'7B     21'1A     ----      21'4    -3'3         250       24'7                    4406
4400       ----      32'7B     27'5A     ----      27'7    -3'7          26       31'6          58        1105
4500       ----      40'3B     35'0A     ----      35'0    -4'1                   39'1          23        1061
4600       ----      48'4B     42'5A     ----      42'6    -4'3                   47'1                    4624
4700       ----      57'1B     50'6A     ----      51'0    -4'4                   55'4                     543
4800       ----      65'1B     59'2A     ----      59'5    -4'6                   64'3           3         667
4900       ----      74'2B     68'1A     ----      68'5    -4'6                   73'3                    1064
5000       ----      83'5B     77'2A     ----      77'6    -5'0                   82'6                    3771
5100       ----      93'1B     86'4A     ----      87'1    -5'0                   92'1                    1132
5200       ----     102'6B     96'0A     ----      96'5    -5'1                  101'6                    4002
5300       ----      ----     105'5A     ----     106'2    -5'2                  111'4                    2084
5400       ----      ----     115'2A     ----     116'0    -5'2                  121'2                      56
5500       ----      ----     125'0A     ----     125'6    -5'2                  131'0                    1476
5600       ----      ----     134'6A     ----     135'5    -5'2                  140'7                    2003
5700       ----      ----     146'2A     ----     145'4    -5'2                  150'6
5800       ----      ----     156'0A     ----     155'3    -5'2                  160'5
5900       ----      ----     165'6A     ----     165'2    -5'2                  170'4
6000       ----      ----     175'7A     ----     175'2    -5'2                  180'4
6100       ----      ----     185'5A     ----     185'1    -5'2                  190'3
6200       ----      ----     195'6A     ----     195'1    -5'2                  200'3
6300       ----      ----     205'4A     ----     205'0    -5'2                  210'2
6400       ----      ----     215'5A     ----     215'0    -5'2                  220'2
6500       ----      ----     225'3A     ----     224'7    -5'2                  230'1
6600       ----      ----     235'4A     ----     234'7    -5'2                  240'1
6700       ----      ----     245'2A     ----     244'7    -5'2                  250'1
6800       ----     260'1B    255'3A     ----     254'6    -5'2                  260'0
6900       ----     270'1B    265'4A     ----     264'6    -5'2                  270'0
7000       ----     280'1B    275'2A     ----     274'6    -5'2                  280'0
7100       ----     290'1B    285'3A     ----     284'6    -5'2                  290'0
7200       ----     300'1B    295'1A     ----     294'6    -5'2                  300'0
7300       ----      ----     305'2A     ----     304'6    -5'2                  310'0
7400       ----      ----     315'3A     ----     314'6    -5'2                  320'0
7500       ----      ----     325'1A     ----     324'6    -5'2                  330'0
7600       ----      ----     335'2A     ----     334'6    -5'2                  340'0
7700       ----      ----     345'3A     ----     344'6    -5'2                  350'0
7800       ----      ----     355'1A     ----     354'6    -5'2                  360'0
7900       ----      ----     365'2A     ----     364'6    -5'2                  370'0
8000       ----      ----     375'3A     ----     374'6    -5'2                  380'0
8100       ----      ----     385'1A     ----     384'6    -5'2                  390'0
8200       ----      ----     395'2A     ----     394'6    -5'2                  400'0
8300       ----      ----     405'3A     ----     404'6    -5'2                  410'0
8400       ----      ----     415'1A     ----     414'6    -5'2                  420'0
8500       ----      ----     425'2A     ----     424'6    -5'2                  430'0
9000       ----      ----      ----      ----     474'6    -5'2                  480'0
10500      ----      ----     625'1A     ----     624'6    -5'2                  630'0
11000      ----      ----     675'3A     ----     674'6    -5'2                  680'0
WZ MAY17 Wheat Options PUT
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1     -'1                     '2
3000       ----      ----      ----      ----        '2    UNCH                     '2                       3
3100       ----      ----      ----      ----        '2    UNCH                     '2
3200       ----      ----      ----      ----        '3    UNCH                     '3
3300       ----      ----      ----      ----        '4     -'1                     '5
3400       ----      ----      ----      ----        '5     -'2                     '7
3500       ----      ----      ----      ----       1'0     -'2                    1'2                      31
3600       ----      ----      ----      ----       1'5     -'3                    2'0
3700       ----      ----      ----      ----       2'4     -'4                    3'0                      53
3800       ----       4'7B      4'2A     ----       3'7     -'6                    4'5                      74
3900       ----       7'2B      6'2A     ----       5'7    -1'1          29        7'0                      76
4000       ----      10'3B      8'6A     ----       8'4    -1'4                   10'0                      98
4100       ----      14'3B     12'2A     ----      11'7    -1'7                   13'6                     104
4200       ----      19'0B     16'3A     ----      16'0    -2'2                   18'2                      21
4300       ----      24'4B     21'0A     ----      20'6    -2'6           5       23'4          11          51
4400       ----      29'7B     26'4A     ----      26'2    -3'1                   29'3          10          50
4500       ----      36'4B     ----      ----      32'3    -3'3                   35'6                    1399
4600       ----      43'5B     ----      ----      39'0    -3'6                   42'6                      14
4700       ----      51'1B     ----      ----      46'2    -4'0                   50'2                     326
4800       ----      59'0B     ----      ----      53'7    -4'2                   58'1                     405
4900       ----      67'2B     ----      ----      61'7    -4'4                   66'3                     100
5000       ----      75'7B     ----      ----      70'2    -4'5                   74'7                     370
5100       ----      84'0B     ----      ----      78'7    -4'6                   83'5                     295
5200       ----      93'0B     ----      ----      87'6    -4'7                   92'5                    1075
5300       ----      ----      ----      ----      96'6    -5'0                  101'6                     150
5400       ----      ----      ----      ----     105'7    -5'1                  111'0
5500       ----      ----      ----      ----     115'1    -5'2                  120'3                       2
5600       ----      ----      ----      ----     124'4    -5'2                  129'6                      88
5700       ----      ----      ----      ----     134'0    -5'3                  139'3                       9
5800       ----      ----      ----      ----     143'5    -5'3                  149'0
5900       ----      ----      ----      ----     153'2    -5'4                  158'6
6000       ----     168'4B     ----      ----     163'0    -5'3                  168'3                       1
6100       ----      ----      ----      ----     172'5    -5'5                  178'2
6200       ----     188'1B     ----      ----     182'4    -5'4                  188'0
6300       ----     198'0B     ----      ----     192'2    -5'5                  197'7
6400       ----     207'7B     ----      ----     202'1    -5'5                  207'6
6500       ----     217'6B     ----      ----     212'0    -5'5                  217'5
6600       ----     227'5B     ----      ----     221'7    -5'5                  227'4
6700       ----      ----      ----      ----     231'6    -5'6                  237'4
6800       ----     247'4B     ----      ----     241'5    -5'6                  247'3
6900       ----     257'3B     ----      ----     251'5    -5'5                  257'2
7000       ----     267'3B     ----      ----     261'4    -5'6                  267'2
7100       ----     277'2B     ----      ----     271'3    -5'6                  277'1
7200       ----     287'2B     ----      ----     281'3    -5'6                  287'1
7300       ----     297'2B     ----      ----     291'2    -5'6                  297'0
7400       ----     307'1B     ----      ----     301'1    -5'7                  307'0
7500       ----     317'1B     ----      ----     311'1    -5'6                  316'7
7600       ----     327'1B     ----      ----     321'1    -5'6                  326'7
7700       ----     337'1B     ----      ----     331'0    -5'6                  336'6
7800       ----     347'1B     ----      ----     341'0    -5'6                  346'6
