W Wheat Futures
DEC16     403'0     410'0     400'2     407'0     408'0    +5'0       51687      403'0       60284      136793
MAR17     419'4     427'4     416'6     424'2     425'2    +5'2       46657      420'0       55704      236385
MAY17     433'0     440'2     430'2     438'4     439'0    +5'6       11987      433'2       11508       49188
JLY17     447'4     454'4     444'6     452'6B    453'6    +5'4        5864      448'2        5781       58817
SEP17     462'0     469'0     460'4     467'6     468'4    +4'4         879      464'0         629       10507
DEC17     482'0     488'2     480'0     486'4     487'2    +3'2        1909      484'0         939       18657
MAR18     497'6     497'6     495'6A    497'2     498'4    +2'2          73      496'2          31        3165
MAY18     505'4     506'4     505'4     506'4     506'2    +2'4          36      503'6                     236
JLY18     512'4     512'4     512'4     512'4     510'2    +4'6           2      505'4                     197
SEP18     525'0     527'0     525'0     527'0     524'2    +5'2           2      519'0                     169
DEC18     543'4     543'4     543'4     543'4     543'0    +2'2           5      540'6           5         118
MAR19      ----     556'0B     ----     556'0B    550'4    +9'6                  540'6
17000      ----     12.00B     ----      ----     13.25   +1.50                  11.75
17100      ----     11.00B     ----      ----     12.25   +1.50                  10.75
17200      ----     10.00B     ----      ----     11.25   +1.50                   9.75
17300      ----      9.00B     ----      ----     10.25   +1.50                   8.75
17400      ----      8.00B     ----      ----      9.25   +1.50                   7.75
17500      ----      7.50B     ----      ----      8.25   +1.25                   7.00                      26
17600      ----      6.50B     ----      ----      7.50   +1.25                   6.25                       1
17700      ----      5.75B     ----      ----      6.75   +1.25                   5.50                       5
17800      ----      ----      ----      ----      6.00   +1.00                   5.00
17900      ----      ----      ----      ----      5.00    +.75                   4.25
18000      ----      ----      ----      ----      4.50   +1.00                   3.50                      75
18100      ----      ----      ----      ----      3.75    +.75                   3.00
18200      ----      ----      ----      ----      3.00    +.50                   2.50
18300      ----      ----      ----      ----      2.50    +.50                   2.00
18400      ----      ----      ----      ----      2.00    +.50                   1.50
18500      ----      ----      ----      ----      1.75    +.50                   1.25
18600      ----      ----      ----      ----      1.50    +.25                   1.25
18700      ----      ----      ----      ----      1.25    +.25                   1.00
18800      ----      ----      ----      ----      1.25    +.25                   1.00
18900      ----      ----      ----      ----      1.00    +.25                    .75
19000      ----      ----      ----      ----      1.00    +.25                    .75
19100      ----      ----      ----      ----       .75    UNCH                    .75
19200      ----      ----      ----      ----       .75    +.25                    .50
19300      ----      ----      ----      ----       .50    UNCH                    .50
19400      ----      ----      ----      ----       .50    UNCH                    .50
19500      ----      ----      ----      ----       .25    UNCH                    .25
19600      ----      ----      ----      ----       .25    UNCH                    .25
19700      ----      ----      ----      ----       .25    UNCH                    .25
19800      ----      ----      ----      ----       .25    UNCH                    .25
19900      ----      ----      ----      ----       .25    UNCH                    .25
20000      ----      ----      ----      ----       .25    UNCH                    .25
20100      ----      ----      ----      ----       .25    UNCH                    .25
20200      ----      ----      ----      ----       .25    UNCH                    .25
20300      ----      ----      ----      ----       .25    UNCH                    .25
20400      ----      ----      ----      ----       .25    UNCH                    .25
20500      ----      ----      ----      ----       .25    UNCH                    .25
20600      ----      ----      ----      ----       .25    UNCH                    .25
20700      ----      ----      ----      ----       .25    UNCH                    .25
20800      ----      ----      ----      ----       .25    UNCH                    .25
20900      ----      ----      ----      ----       .25    UNCH                    .25
21000      ----      ----      ----      ----       .25    UNCH                    .25
21100      ----      ----      ----      ----       .25    UNCH                    .25
21200      ----      ----      ----      ----       .25    UNCH                    .25
21300      ----      ----      ----      ----       .25    UNCH                    .25
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22500      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22700      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
26800      ----      ----      ----      ----       .25    UNCH                    .25
27000      ----      ----      ----      ----       .25    UNCH                    .25
27200      ----      ----      ----      ----       .25    UNCH                    .25
7800       ----      ----      ----      ----    105.25   +1.50                 103.75
8000       ----      ----      ----      ----    103.25   +1.50                 101.75
8200       ----      ----      ----      ----    101.25   +1.50                  99.75
8400       ----      ----      ----      ----     99.25   +1.50                  97.75
8600       ----      ----      ----      ----     97.25   +1.50                  95.75
8800       ----      ----      ----      ----     95.25   +1.50                  93.75
9000       ----      ----      ----      ----     93.25   +1.50                  91.75
9200       ----      ----      ----      ----     91.25   +1.50                  89.75
9400       ----      ----      ----      ----     89.25   +1.50                  87.75
9600       ----      ----      ----      ----     87.25   +1.50                  85.75
9800       ----      ----      ----      ----     85.25   +1.50                  83.75
WEO MAR17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     80.50   +1.25                  79.25
10200      ----      ----      ----      ----     78.50   +1.25                  77.25
10400      ----      ----      ----      ----     76.50   +1.25                  75.25
10600      ----      ----      ----      ----     74.50   +1.25                  73.25
10800      ----      ----      ----      ----     72.75   +1.50                  71.25
11000      ----      ----      ----      ----     70.75   +1.50                  69.25
11200      ----      ----      ----      ----     68.75   +1.50                  67.25
11400      ----      ----      ----      ----     66.75   +1.50                  65.25
11600      ----      ----      ----      ----     64.75   +1.50                  63.25
11800      ----      ----      ----      ----     62.75   +1.50                  61.25
12000      ----      ----      ----      ----     60.75   +1.50                  59.25
12100      ----      ----      ----      ----     59.75   +1.50                  58.25
12200      ----      ----      ----      ----     58.75   +1.50                  57.25
12300      ----      ----      ----      ----     57.75   +1.50                  56.25
12400      ----      ----      ----      ----     56.75   +1.50                  55.25
12500      ----      ----      ----      ----     55.75   +1.50                  54.25
12600      ----      ----      ----      ----     54.75   +1.50                  53.25
12700      ----      ----      ----      ----     53.75   +1.50                  52.25
12800      ----      ----      ----      ----     52.75   +1.50                  51.25
12900      ----      ----      ----      ----     51.75   +1.50                  50.25
13000      ----      ----      ----      ----     50.75   +1.50                  49.25
13100      ----      ----      ----      ----     49.75   +1.50                  48.25
13200      ----      ----      ----      ----     48.75   +1.50                  47.25
13300      ----      ----      ----      ----     47.75   +1.50                  46.25
13400      ----      ----      ----      ----     46.75   +1.50                  45.25
13500      ----      ----      ----      ----     45.75   +1.50                  44.25
13600      ----      ----      ----      ----     44.75   +1.50                  43.25
13700      ----      ----      ----      ----     43.75   +1.50                  42.25
13800      ----      ----      ----      ----     42.75   +1.50                  41.25
13900      ----      ----      ----      ----     41.75   +1.50                  40.25
14000      ----      ----      ----      ----     40.75   +1.50                  39.25
14100      ----      ----      ----      ----     39.75   +1.50                  38.25
14200      ----      ----      ----      ----     38.75   +1.50                  37.25
14300      ----      ----      ----      ----     37.75   +1.50                  36.25
14400      ----      ----      ----      ----     36.75   +1.50                  35.25
14500      ----      ----      ----      ----     35.75   +1.50                  34.25
14600      ----      ----      ----      ----     34.75   +1.50                  33.25
14700      ----      ----      ----      ----     33.75   +1.50                  32.25
14800      ----      ----      ----      ----     32.75   +1.50                  31.25
14900      ----      ----      ----      ----     31.75   +1.50                  30.25
15000      ----      ----      ----      ----     30.75   +1.50                  29.25
15100      ----      ----      ----      ----     29.75   +1.50                  28.25
15200      ----      ----      ----      ----     28.75   +1.50                  27.25
15300      ----      ----      ----      ----     27.75   +1.50                  26.25
15400      ----      ----      ----      ----     26.75   +1.50                  25.25
15500      ----      ----      ----      ----     25.75   +1.50                  24.25
15600      ----      ----      ----      ----     24.75   +1.50                  23.25
15700      ----      ----      ----      ----     23.75   +1.50                  22.25
15800      ----      ----      ----      ----     22.75   +1.25                  21.50
15900      ----      ----      ----      ----     22.00   +1.50                  20.50
16000      ----      ----      ----      ----     21.00   +1.25                  19.75
16100      ----      ----      ----      ----     20.25   +1.25                  19.00
16200      ----      ----      ----      ----     19.50   +1.50                  18.00
16300      ----      ----      ----      ----     18.50   +1.25                  17.25
16400      ----      ----      ----      ----     17.75   +1.25                  16.50
16500      ----      ----      ----      ----     17.00   +1.25                  15.75
16600      ----      ----      ----      ----     16.00   +1.00                  15.00
16700      ----      ----      ----      ----     15.25   +1.25                  14.00
16800      ----      ----      ----      ----     14.50   +1.25                  13.25
16900      ----      ----      ----      ----     13.75   +1.25                  12.50
17000      ----      ----      ----      ----     13.00   +1.25                  11.75                      30
17100      ----      ----      ----      ----     12.25   +1.25                  11.00
17200      ----      ----      ----      ----     11.50   +1.00                  10.50
17300      ----      ----      ----      ----     10.75   +1.00                   9.75
17400      ----      ----      ----      ----     10.25   +1.00                   9.25
17500      ----      ----      ----      ----      9.50   +1.00                   8.50
17600      ----      ----      ----      ----      9.00   +1.00                   8.00
17700      ----      ----      ----      ----      8.25    +.75                   7.50
17800      ----      ----      ----      ----      7.75   +1.00                   6.75
17900      ----      ----      ----      ----      7.25   +1.00                   6.25
18000      ----      ----      ----      ----      6.75    +.75                   6.00                      30
18100      ----      ----      ----      ----      6.25    +.75                   5.50
18200      ----      ----      ----      ----      5.75    +.50                   5.25
18300      ----      5.00B     ----      ----      5.50    +.75                   4.75
18400      ----      ----      ----      ----      5.00    +.50                   4.50
18500      ----      ----      ----      ----      4.75    +.50                   4.25
18600      ----      ----      ----      ----      4.50    +.50                   4.00
18700      ----      ----      ----      ----      4.00    +.50                   3.50
18800      ----      ----      ----      ----      3.75    +.50                   3.25
18900      ----      ----      ----      ----      3.50    +.50                   3.00
19000      ----      ----      ----      ----      3.25    +.25                   3.00
19100      ----      ----      ----      ----      3.00    +.25                   2.75
19200      ----      ----      ----      ----      2.75    +.25                   2.50
19300      ----      ----      ----      ----      2.50    +.25                   2.25
19400      ----      ----      ----      ----      2.25    +.25                   2.00
19500      ----      ----      ----      ----      2.00    +.25                   1.75
19600      ----      ----      ----      ----      1.75    +.25                   1.50
19700      ----      ----      ----      ----      1.50    +.25                   1.25
19800      ----      ----      ----      ----      1.50    +.25                   1.25
19900      ----      ----      ----      ----      1.25    +.25                   1.00
20000      ----      ----      ----      ----      1.00    +.25                    .75
20100      ----      ----      ----      ----      1.00    +.25                    .75
20200      ----      ----      ----      ----       .75    +.25                    .50
20300      ----      ----      ----      ----       .50    UNCH                    .50
20400      ----      ----      ----      ----       .25    UNCH                    .25
20500      ----      ----      ----      ----       .25    UNCH                    .25
20600      ----      ----      ----      ----       .25    UNCH                    .25
20700      ----      ----      ----      ----       .25    UNCH                    .25
20800      ----      ----      ----      ----       .25    UNCH                    .25
20900      ----      ----      ----      ----       .25    UNCH                    .25
21000      ----      ----      ----      ----       .25    UNCH                    .25
21100      ----      ----      ----      ----       .25    UNCH                    .25
21200      ----      ----      ----      ----       .25    UNCH                    .25
21300      ----      ----      ----      ----       .25    UNCH                    .25
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22500      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22700      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
22900      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
26800      ----      ----      ----      ----       .25    UNCH                    .25
27000      ----      ----      ----      ----       .25    UNCH                    .25
27200      ----      ----      ----      ----       .25    UNCH                    .25
27400      ----      ----      ----      ----       .25    UNCH                    .25
27600      ----      ----      ----      ----       .25    UNCH                    .25
8200       ----      ----      ----      ----     98.50   +1.25                  97.25
8400       ----      ----      ----      ----     96.50   +1.25                  95.25
8600       ----      ----      ----      ----     94.50   +1.25                  93.25
8800       ----      ----      ----      ----     92.50   +1.25                  91.25
9000       ----      ----      ----      ----     90.50   +1.25                  89.25
9200       ----      ----      ----      ----     88.50   +1.25                  87.25
9400       ----      ----      ----      ----     86.50   +1.25                  85.25
9600       ----      ----      ----      ----     84.50   +1.25                  83.25
9800       ----      ----      ----      ----     82.50   +1.25                  81.25
WEO MAY17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     80.25   +1.75                  78.50
10200      ----      ----      ----      ----     78.25   +1.75                  76.50
10400      ----      ----      ----      ----     76.25   +1.75                  74.50
10600      ----      ----      ----      ----     74.25   +1.75                  72.50
10800      ----      ----      ----      ----     72.25   +1.75                  70.50
11000      ----      ----      ----      ----     70.25   +1.75                  68.50
11200      ----      ----      ----      ----     68.25   +1.75                  66.50
11400      ----      ----      ----      ----     66.25   +1.75                  64.50
11600      ----      ----      ----      ----     64.25   +1.75                  62.50
11800      ----      ----      ----      ----     62.25   +1.50                  60.75
12000      ----      ----      ----      ----     60.25   +1.50                  58.75
12200      ----      ----      ----      ----     58.25   +1.50                  56.75
12300      ----      ----      ----      ----     57.25   +1.50                  55.75
12400      ----      ----      ----      ----     56.25   +1.50                  54.75
12500      ----      ----      ----      ----     55.25   +1.50                  53.75
12600      ----      ----      ----      ----     54.25   +1.50                  52.75
12700      ----      ----      ----      ----     53.25   +1.50                  51.75
12800      ----      ----      ----      ----     52.25   +1.50                  50.75
12900      ----      ----      ----      ----     51.25   +1.50                  49.75
13000      ----      ----      ----      ----     50.25   +1.50                  48.75
13100      ----      ----      ----      ----     49.25   +1.50                  47.75
13200      ----      ----      ----      ----     48.25   +1.50                  46.75
13300      ----      ----      ----      ----     47.25   +1.50                  45.75
13400      ----      ----      ----      ----     46.25   +1.50                  44.75
13500      ----      ----      ----      ----     45.25   +1.50                  43.75
13600      ----      ----      ----      ----     44.25   +1.50                  42.75
13700      ----      ----      ----      ----     43.25   +1.50                  41.75
13800      ----      ----      ----      ----     42.25   +1.50                  40.75
13900      ----      ----      ----      ----     41.25   +1.50                  39.75
14000      ----      ----      ----      ----     40.25   +1.50                  38.75
14100      ----      ----      ----      ----     39.25   +1.50                  37.75
14200      ----      ----      ----      ----     38.25   +1.50                  36.75
14300      ----      ----      ----      ----     37.25   +1.50                  35.75
14400      ----      ----      ----      ----     36.25   +1.50                  34.75
14500      ----      ----      ----      ----     35.25   +1.50                  33.75
14600      ----      ----      ----      ----     34.25   +1.50                  32.75
14700      ----      ----      ----      ----     33.50   +1.75                  31.75
14800      ----      ----      ----      ----     32.50   +1.75                  30.75
14900      ----      ----      ----      ----     31.50   +1.75                  29.75
15000      ----      ----      ----      ----     30.50   +1.75                  28.75
15100      ----      ----      ----      ----     29.50   +1.50                  28.00
15200      ----      ----      ----      ----     28.75   +1.75                  27.00
15300      ----      ----      ----      ----     27.75   +1.75                  26.00
15400      ----      ----      ----      ----     26.75   +1.50                  25.25
15500      ----      ----      ----      ----     26.00   +1.75                  24.25
15600      ----      ----      ----      ----     25.00   +1.50                  23.50
15700      ----      ----      ----      ----     24.00   +1.50                  22.50
15800      ----      ----      ----      ----     23.25   +1.50                  21.75
15900      ----      ----      ----      ----     22.25   +1.50                  20.75
16000      ----      ----      ----      ----     21.50   +1.50                  20.00
16100      ----      ----      ----      ----     20.50   +1.50                  19.00
16200      ----      ----      ----      ----     19.75   +1.50                  18.25
16300      ----      ----      ----      ----     19.00   +1.50                  17.50
16400      ----      ----      ----      ----     18.00   +1.25                  16.75
16500      ----      ----      ----      ----     17.25   +1.25                  16.00                       5
16600      ----      ----      ----      ----     16.50   +1.25                  15.25
16700      ----      ----      ----      ----     15.75   +1.25                  14.50
16800      ----      ----      ----      ----     15.00   +1.25                  13.75
16900      ----      ----      ----      ----     14.25   +1.25                  13.00
17000      ----      ----      ----      ----     13.50   +1.00                  12.50
17100      ----      ----      ----      ----     13.00   +1.25                  11.75
17200      ----      ----      ----      ----     12.25   +1.00                  11.25
17300      ----      ----      ----      ----     11.75   +1.25                  10.50
17400      ----      ----      ----      ----     11.25   +1.25                  10.00
17500      ----      ----      ----      ----     10.50   +1.00                   9.50                      45
17600      ----      ----      ----      ----     10.00   +1.00                   9.00
17700      ----      ----      ----      ----      9.50   +1.00                   8.50
17800      ----      ----      ----      ----      8.75    +.75                   8.00
17900      ----      ----      ----      ----      8.25    +.75                   7.50
18000      ----      ----      ----      ----      7.75    +.75                   7.00
18100      ----      ----      ----      ----      7.50   +1.00                   6.50
18200      ----      ----      ----      ----      7.00    +.75                   6.25
18300      ----      ----      ----      ----      6.50    +.75                   5.75
18400      ----      ----      ----      ----      6.00    +.75                   5.25
18500      ----      ----      ----      ----      5.75    +.75                   5.00
18600      ----      5.00B     ----      ----      5.25    +.50                   4.75
18700      ----      4.50B     ----      ----      5.00    +.75                   4.25
18800      ----      4.25B     ----      ----      4.50    +.50                   4.00
18900      ----      ----      ----      ----      4.25    +.50                   3.75
19000      ----      ----      ----      ----      4.00    +.50                   3.50                      50
19100      ----      ----      ----      ----      3.75    +.50                   3.25
19200      ----      ----      ----      ----      3.50    +.50                   3.00
19300      ----      ----      ----      ----      3.25    +.50                   2.75
19400      ----      ----      ----      ----      3.00    +.50                   2.50
19500      ----      ----      ----      ----      2.75    +.50                   2.25
19600      ----      ----      ----      ----      2.50    +.25                   2.25
19700      ----      ----      ----      ----      2.25    +.25                   2.00
19800      ----      ----      ----      ----      2.25    +.25                   2.00
19900      ----      ----      ----      ----      2.00    +.25                   1.75
20000      ----      ----      ----      ----      2.00    +.50                   1.50
20100      ----      ----      ----      ----      1.75    +.25                   1.50
20200      ----      ----      ----      ----      1.75    +.25                   1.50
20300      ----      ----      ----      ----      1.50    +.25                   1.25
20400      ----      ----      ----      ----      1.25    UNCH                   1.25
20500      ----      ----      ----      ----      1.25    +.25                   1.00
20600      ----      ----      ----      ----      1.00    UNCH                   1.00
20700      ----      ----      ----      ----      1.00    +.25                    .75
20800      ----      ----      ----      ----      1.00    +.25                    .75
20900      ----      ----      ----      ----       .75    UNCH                    .75
21000      ----      ----      ----      ----       .75    +.25                    .50
21100      ----      ----      ----      ----       .50    UNCH                    .50
21200      ----      ----      ----      ----       .50    UNCH                    .50
21300      ----      ----      ----      ----       .50    +.25                    .25
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22500      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22700      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
22900      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23100      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
26800      ----      ----      ----      ----       .25    UNCH                    .25
27000      ----      ----      ----      ----       .25    UNCH                    .25
27200      ----      ----      ----      ----       .25    UNCH                    .25
27400      ----      ----      ----      ----       .25    UNCH                    .25
27600      ----      ----      ----      ----       .25    UNCH                    .25
27800      ----      ----      ----      ----       .25    UNCH                    .25
8200       ----      ----      ----      ----     98.25   +1.75                  96.50
8400       ----      ----      ----      ----     96.25   +1.75                  94.50
8600       ----      ----      ----      ----     94.25   +1.75                  92.50
8800       ----      ----      ----      ----     92.25   +1.75                  90.50
9000       ----      ----      ----      ----     90.25   +1.75                  88.50
9200       ----      ----      ----      ----     88.25   +1.75                  86.50
9400       ----      ----      ----      ----     86.25   +1.75                  84.50
9600       ----      ----      ----      ----     84.25   +1.75                  82.50
9800       ----      ----      ----      ----     82.25   +1.75                  80.50
WEO SEP17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     67.75    UNCH                  67.75
10200      ----      ----      ----      ----     65.75    UNCH                  65.75
10400      ----      ----      ----      ----     63.75    UNCH                  63.75
10600      ----      ----      ----      ----     61.75    UNCH                  61.75
10800      ----      ----      ----      ----     59.75    UNCH                  59.75
11000      ----      ----      ----      ----     57.75    UNCH                  57.75
11200      ----      ----      ----      ----     55.75    UNCH                  55.75
11400      ----      ----      ----      ----     53.75    UNCH                  53.75
11600      ----      ----      ----      ----     51.75    UNCH                  51.75
11800      ----      ----      ----      ----     49.75    UNCH                  49.75
12000      ----      ----      ----      ----     47.75    UNCH                  47.75
12200      ----      ----      ----      ----     45.75    UNCH                  45.75
12400      ----      ----      ----      ----     43.75    UNCH                  43.75
12500      ----      ----      ----      ----     42.75    UNCH                  42.75
12600      ----      ----      ----      ----     41.75    UNCH                  41.75
12700      ----      ----      ----      ----     40.75    UNCH                  40.75
12800      ----      ----      ----      ----     39.75    UNCH                  39.75
12900      ----      ----      ----      ----     38.75    UNCH                  38.75
13000      ----      ----      ----      ----     37.75    UNCH                  37.75
13100      ----      ----      ----      ----     36.75    UNCH                  36.75
13200      ----      ----      ----      ----     35.75    UNCH                  35.75
13300      ----      ----      ----      ----     34.75    UNCH                  34.75
13400      ----      ----      ----      ----     33.75    UNCH                  33.75
13500      ----      ----      ----      ----     32.75    UNCH                  32.75
13600      ----      ----      ----      ----     32.00    UNCH                  32.00
13700      ----      ----      ----      ----     31.00    UNCH                  31.00
13800      ----      ----      ----      ----     30.00    UNCH                  30.00
13900      ----      ----      ----      ----     29.00    UNCH                  29.00
14000      ----      ----      ----      ----     28.25    UNCH                  28.25
14100      ----      ----      ----      ----     27.25    UNCH                  27.25
14200      ----      ----      ----      ----     26.50    UNCH                  26.50
14300      ----      ----      ----      ----     25.50    UNCH                  25.50
14400      ----      ----      ----      ----     24.75    UNCH                  24.75
14500      ----      ----      ----      ----     23.75    UNCH                  23.75
14600      ----      ----      ----      ----     23.00    UNCH                  23.00
14700      ----      ----      ----      ----     22.25    UNCH                  22.25
14800      ----      ----      ----      ----     21.25    UNCH                  21.25
14900      ----      ----      ----      ----     20.50    UNCH                  20.50
15000      ----      ----      ----      ----     19.75    UNCH                  19.75
15100      ----      ----      ----      ----     19.00    UNCH                  19.00
15200      ----      ----      ----      ----     18.25    UNCH                  18.25
15300      ----      ----      ----      ----     17.50    UNCH                  17.50
15400      ----      ----      ----      ----     16.75    UNCH                  16.75
15500      ----      ----      ----      ----     16.00    UNCH                  16.00
15600      ----      ----      ----      ----     15.25    UNCH                  15.25
15700      ----      ----      ----      ----     14.75    UNCH                  14.75
15800      ----      ----      ----      ----     14.00    UNCH                  14.00
15900      ----      ----      ----      ----     13.25    UNCH                  13.25
16000      ----      ----      ----      ----     12.75    UNCH                  12.75
16100      ----      ----      ----      ----     12.00    -.25                  12.25
16200      ----      ----      ----      ----     11.50    UNCH                  11.50
16300      ----      ----      ----      ----     11.00    UNCH                  11.00
16400      ----      ----      ----      ----     10.50    UNCH                  10.50
16500      ----      ----      ----      ----     10.00    UNCH                  10.00
16600      ----      ----      ----      ----      9.50    UNCH                   9.50
16700      ----      ----      ----      ----      9.00    UNCH                   9.00
16800      ----      ----      ----      ----      8.50    UNCH                   8.50
16900      ----      ----      ----      ----      8.00    UNCH                   8.00
17000      ----      ----      ----      ----      7.75    UNCH                   7.75
17100      ----      ----      ----      ----      7.25    UNCH                   7.25
17200      ----      ----      ----      ----      7.00    UNCH                   7.00
17300      ----      ----      ----      ----      6.50    -.25                   6.75
17400      ----      ----      ----      ----      6.25    UNCH                   6.25
17500      ----      ----      ----      ----      6.00    UNCH                   6.00
17600      ----      ----      ----      ----      5.75    UNCH                   5.75
17700      ----      ----      ----      ----      5.25    UNCH                   5.25
17800      ----      ----      ----      ----      5.00    UNCH                   5.00
17900      ----      ----      ----      ----      4.75    UNCH                   4.75
18000      ----      ----      ----      ----      4.50    UNCH                   4.50
18100      ----      ----      ----      ----      4.25    UNCH                   4.25
18200      ----      ----      ----      ----      4.00    UNCH                   4.00
18300      ----      ----      ----      ----      3.75    UNCH                   3.75
18400      ----      ----      ----      ----      3.50    UNCH                   3.50
18500      ----      ----      ----      ----      3.25    UNCH                   3.25
18600      ----      ----      ----      ----      3.00    UNCH                   3.00
