                PRELIMINARY PRICES AS OF 03/22/19 02:16 PM (CST)
MAY19      ----      ----      ----      ----      -.25    -.03                   -.22
JUN19      ----      ----      ----      ----      -.24    -.01                   -.23
JLY19      ----      ----      ----      ----      -.22    -.03                   -.19
AUG19      ----      ----      ----      ----      -.14    -.03                   -.11
SEP19      ----      ----      ----      ----      -.03    -.03                    .00
OCT19      ----      ----      ----      ----       .07    -.01                    .08
NOV19      ----      ----      ----      ----       .12    -.01                    .13
DEC19      ----      ----      ----      ----       .16    -.02                    .18
JAN20      ----      ----      ----      ----       .19    -.03                    .22
FEB20      ----      ----      ----      ----       .22    -.01                    .23
MAR20      ----      ----      ----      ----       .21    -.02                    .23
APR20      ----      ----      ----      ----       .21    -.02                    .23
MAY20      ----      ----      ----      ----       .17    -.04                    .21
JUN20      ----      ----      ----      ----       .23    UNCH                    .23
JLY20      ----      ----      ----      ----       .20    -.01                    .21
AUG20      ----      ----      ----      ----       .19    -.02                    .21
SEP20      ----      ----      ----      ----       .20    -.01                    .21
OCT20      ----      ----      ----      ----       .16    UNCH                    .16
NOV20      ----      ----      ----      ----       .14    -.01                    .15
DEC20      ----      ----      ----      ----       .21    -.02                    .23
JAN21      ----      ----      ----      ----       .22    -.01                    .23
FEB21      ----      ----      ----      ----       .21    UNCH                    .21
MAR21      ----      ----      ----      ----       .18    UNCH                    .18
APR21      ----      ----      ----      ----       .18    -.02                    .20
MAY21      ----      ----      ----      ----       .15    -.01                    .16
JUN21      ----      ----      ----      ----       .19    UNCH                    .19
JLY21      ----      ----      ----      ----       .17    UNCH                    .17
AUG21      ----      ----      ----      ----       .15    -.02                    .17
SEP21      ----      ----      ----      ----       .12    -.01                    .13
OCT21      ----      ----      ----      ----       .12    UNCH                    .12
NOV21      ----      ----      ----      ----       .11    -.01                    .12
DEC21      ----      ----      ----      ----       .18    UNCH                    .18
JAN22      ----      ----      ----      ----       .17    -.01                    .18
FEB22      ----      ----      ----      ----       .14    -.02                    .16
MAR22      ----      ----      ----      ----       .14    +.01                    .13
APR22      ----      ----      ----      ----       .11    -.02                    .13
MAY22      ----      ----      ----      ----       .08    -.01                    .09
JUN22      ----      ----      ----      ----       .11    -.01                    .12
JLY22      ----      ----      ----      ----       .08    UNCH                    .08
AUG22      ----      ----      ----      ----       .09    -.01                    .10
SEP22      ----      ----      ----      ----       .07    +.01                    .06
OCT22      ----      ----      ----      ----       .05    -.02                    .07
NOV22      ----      ----      ----      ----       .03    -.02                    .05
DEC22      ----      ----      ----      ----       .10    UNCH                    .10
JAN23      ----      ----      ----      ----       .05    UNCH                    .05
FEB23      ----      ----      ----      ----       .06    UNCH                    .06
MAR23      ----      ----      ----      ----       .05    -.01                    .06
APR23      ----      ----      ----      ----       .04    UNCH                    .04
MAY23      ----      ----      ----      ----       .02    -.01                    .03
JUN23      ----      ----      ----      ----       .04    UNCH                    .04
JLY23      ----      ----      ----      ----       .02    -.01                    .03
AUG23      ----      ----      ----      ----       .00    UNCH                    .00
SEP23      ----      ----      ----      ----      -.01    -.01                    .00
OCT23      ----      ----      ----      ----       .00    UNCH                    .00
NOV23      ----      ----      ----      ----      -.01    -.01                    .00
DEC23      ----      ----      ----      ----       .04    UNCH                    .04
JAN24      ----      ----      ----      ----       .02    UNCH                    .02
FEB24      ----      ----      ----      ----       .08    UNCH                    .08
MAR24      ----      ----      ----      ----      -.02    UNCH                   -.02
APR24      ----      ----      ----      ----       .05    UNCH                    .05
MAY24      ----      ----      ----      ----      -.02    UNCH                   -.02
JUN24      ----      ----      ----      ----      -.02    UNCH                   -.02
JLY24      ----      ----      ----      ----       .02    UNCH                    .02
AUG24      ----      ----      ----      ----       .02    UNCH                    .02
SEP24      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT24      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV24      ----      ----      ----      ----      -.03    UNCH                   -.03
BH NY Harbor ULSD Bullet Futures
APR19      ----      ----      ----      ----    1.9659  -.0212                 1.9871                      13
MAY19      ----      ----      ----      ----    1.9668  -.0229                 1.9897                      13
JUN19      ----      ----      ----      ----    1.9705  -.0231                 1.9936                      13
JLY19      ----      ----      ----      ----    1.9765  -.0235                 2.0000                      13
AUG19      ----      ----      ----      ----    1.9848  -.0233                 2.0081                      13
SEP19      ----      ----      ----      ----    1.9951  -.0229                 2.0180                      13
OCT19      ----      ----      ----      ----    2.0045  -.0226                 2.0271                      13
NOV19      ----      ----      ----      ----    2.0127  -.0225                 2.0352                      13
DEC19      ----      ----      ----      ----    2.0201  -.0224                 2.0425                      13
JAN20      ----      ----      ----      ----    2.0271  -.0224                 2.0495                       2
FEB20      ----      ----      ----      ----    2.0287  -.0221                 2.0508                       2
MAR20      ----      ----      ----      ----    2.0252  -.0217                 2.0469                       2
APR20      ----      ----      ----      ----    2.0140  -.0212                 2.0352                       2
MAY20      ----      ----      ----      ----    2.0058  -.0205                 2.0263                       2
JUN20      ----      ----      ----      ----    2.0012  -.0198                 2.0210                       2
JLY20      ----      ----      ----      ----    2.0008  -.0191                 2.0199                       2
AUG20      ----      ----      ----      ----    2.0010  -.0189                 2.0199                       2
SEP20      ----      ----      ----      ----    2.0026  -.0184                 2.0210                       2
OCT20      ----      ----      ----      ----    2.0056  -.0184                 2.0240                       2
NOV20      ----      ----      ----      ----    2.0087  -.0183                 2.0270                       2
DEC20      ----      ----      ----      ----    2.0109  -.0185                 2.0294                       2
JAN21      ----      ----      ----      ----    2.0132  -.0184                 2.0316
FEB21      ----      ----      ----      ----    2.0109  -.0177                 2.0286
MAR21      ----      ----      ----      ----    2.0042  -.0174                 2.0216
APR21      ----      ----      ----      ----    1.9922  -.0172                 2.0094
MAY21      ----      ----      ----      ----    1.9830  -.0169                 1.9999
JUN21      ----      ----      ----      ----    1.9764  -.0165                 1.9929
JLY21      ----      ----      ----      ----    1.9761  -.0164                 1.9925
AUG21      ----      ----      ----      ----    1.9762  -.0163                 1.9925
SEP21      ----      ----      ----      ----    1.9764  -.0163                 1.9927
OCT21      ----      ----      ----      ----    1.9764  -.0162                 1.9926
NOV21      ----      ----      ----      ----    1.9753  -.0161                 1.9914
DEC21      ----      ----      ----      ----    1.9734  -.0160                 1.9894
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      141
BZ1 Brent Crude Oil TAM Singapore Future
MAY19      ----      ----      ----      ----     67.61    -.98                  68.59
JUN19      ----      ----      ----      ----     67.41    -.96                  68.37
JLY19      ----      ----      ----      ----     67.16    -.94                  68.10
BZ2 Brent Crude Oil TAM LONDON Future
MAY19      ----      ----      ----      ----     66.44   -1.60                  68.04
JUN19      ----      ----      ----      ----     66.19   -1.67                  67.86
JLY19      ----      ----      ----      ----     65.92   -1.67                  67.59
BZL BZ TAM LONDON FUTURE
MAY19      ----      ----      ----      ----       .00    UNCH                    .00
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
JLY19      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
MAY19      ----      ----      ----      ----       .00    UNCH                    .00
JUN19      ----      ----      ----      ----       .00    UNCH                    .00
JLY19      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
MAY19      ----      ----      ----      ----      -.25    -.03                   -.22
JUN19      ----      ----      ----      ----      -.24    -.01                   -.23
JLY19      ----      ----      ----      ----      -.22    -.03                   -.19
AUG19      ----      ----      ----      ----      -.14    -.03                   -.11
SEP19      ----      ----      ----      ----      -.03    -.03                    .00
OCT19      ----      ----      ----      ----       .07    -.01                    .08
NOV19      ----      ----      ----      ----       .12    -.01                    .13
DEC19      ----      ----      ----      ----       .16    -.02                    .18
JAN20      ----      ----      ----      ----       .19    -.03                    .22
FEB20      ----      ----      ----      ----       .22    -.01                    .23
MAR20      ----      ----      ----      ----       .21    -.02                    .23
APR20      ----      ----      ----      ----       .21    -.02                    .23
MAY20      ----      ----      ----      ----       .17    -.04                    .21
JUN20      ----      ----      ----      ----       .23    UNCH                    .23
JLY20      ----      ----      ----      ----       .20    -.01                    .21
AUG20      ----      ----      ----      ----       .19    -.02                    .21
SEP20      ----      ----      ----      ----       .20    -.01                    .21
OCT20      ----      ----      ----      ----       .16    UNCH                    .16
NOV20      ----      ----      ----      ----       .14    -.01                    .15
DEC20      ----      ----      ----      ----       .21    -.02                    .23
JAN21      ----      ----      ----      ----       .22    -.01                    .23
FEB21      ----      ----      ----      ----       .21    UNCH                    .21
MAR21      ----      ----      ----      ----       .18    UNCH                    .18
APR21      ----      ----      ----      ----       .18    -.02                    .20
MAY21      ----      ----      ----      ----       .15    -.01                    .16
JUN21      ----      ----      ----      ----       .19    UNCH                    .19
JLY21      ----      ----      ----      ----       .17    UNCH                    .17
AUG21      ----      ----      ----      ----       .15    -.02                    .17
SEP21      ----      ----      ----      ----       .12    -.01                    .13
OCT21      ----      ----      ----      ----       .12    UNCH                    .12
NOV21      ----      ----      ----      ----       .11    -.01                    .12
DEC21      ----      ----      ----      ----       .18    UNCH                    .18
JAN22      ----      ----      ----      ----       .17    -.01                    .18
FEB22      ----      ----      ----      ----       .14    -.02                    .16
MAR22      ----      ----      ----      ----       .14    +.01                    .13
APR22      ----      ----      ----      ----       .11    -.02                    .13
MAY22      ----      ----      ----      ----       .08    -.01                    .09
JUN22      ----      ----      ----      ----       .11    -.01                    .12
JLY22      ----      ----      ----      ----       .08    UNCH                    .08
AUG22      ----      ----      ----      ----       .09    -.01                    .10
SEP22      ----      ----      ----      ----       .07    +.01                    .06
OCT22      ----      ----      ----      ----       .05    -.02                    .07
NOV22      ----      ----      ----      ----       .03    -.02                    .05
DEC22      ----      ----      ----      ----       .10    UNCH                    .10
JAN23      ----      ----      ----      ----       .05    UNCH                    .05
FEB23      ----      ----      ----      ----       .06    UNCH                    .06
MAR23      ----      ----      ----      ----       .05    -.01                    .06
APR23      ----      ----      ----      ----       .04    UNCH                    .04
MAY23      ----      ----      ----      ----       .02    -.01                    .03
JUN23      ----      ----      ----      ----       .04    UNCH                    .04
JLY23      ----      ----      ----      ----       .02    -.01                    .03
AUG23      ----      ----      ----      ----       .00    UNCH                    .00
SEP23      ----      ----      ----      ----      -.01    -.01                    .00
OCT23      ----      ----      ----      ----       .00    UNCH                    .00
NOV23      ----      ----      ----      ----      -.01    -.01                    .00
DEC23      ----      ----      ----      ----       .04    UNCH                    .04
JAN24      ----      ----      ----      ----       .02    UNCH                    .02
FEB24      ----      ----      ----      ----       .08    UNCH                    .08
MAR24      ----      ----      ----      ----      -.02    UNCH                   -.02
APR24      ----      ----      ----      ----       .05    UNCH                    .05
MAY24      ----      ----      ----      ----      -.02    UNCH                   -.02
JUN24      ----      ----      ----      ----      -.02    UNCH                   -.02
JLY24      ----      ----      ----      ----       .02    UNCH                    .02
AUG24      ----      ----      ----      ----       .02    UNCH                    .02
SEP24      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT24      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV24      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC24      ----      ----      ----      ----       .08    UNCH                    .08
JAN25      ----      ----      ----      ----      -.02    UNCH                   -.02
FEB25      ----      ----      ----      ----       .00    UNCH                    .00
MAR25      ----      ----      ----      ----      -.02    UNCH                   -.02
APR25      ----      ----      ----      ----       .01    UNCH                    .01
MAY25      ----      ----      ----      ----       .02    UNCH                    .02
JUN25      ----      ----      ----      ----      -.04    UNCH                   -.04
JLY25      ----      ----      ----      ----      -.03    UNCH                   -.03
AUG25      ----      ----      ----      ----       .00    UNCH                    .00
SEP25      ----      ----      ----      ----       .01    UNCH                    .01
OCT25      ----      ----      ----      ----      -.09    UNCH                   -.09
NOV25      ----      ----      ----      ----       .01    UNCH                    .01
DEC25      ----      ----      ----      ----       .06    UNCH                    .06
JAN26      ----      ----      ----      ----      -.04    UNCH                   -.04
FEB26      ----      ----      ----      ----       .03    UNCH                    .03
MAR26      ----      ----      ----      ----      -.04    UNCH                   -.04
APR26      ----      ----      ----      ----       .01    UNCH                    .01
MAY26      ----      ----      ----      ----       .02    UNCH                    .02
JUN26      ----      ----      ----      ----      -.05    UNCH                   -.05
JLY26      ----      ----      ----      ----       .01    UNCH                    .01
AUG26      ----      ----      ----      ----      -.01    UNCH                   -.01
SEP26      ----      ----      ----      ----      -.02    UNCH                   -.02
OCT26      ----      ----      ----      ----      -.05    UNCH                   -.05
NOV26      ----      ----      ----      ----       .02    UNCH                    .02
DEC26      ----      ----      ----      ----       .03    UNCH                    .03
JAN27      ----      ----      ----      ----      -.03    UNCH                   -.03
FEB27      ----      ----      ----      ----       .01    UNCH                    .01
MAR27      ----      ----      ----      ----      -.02    UNCH                   -.02
APR27      ----      ----      ----      ----       .00    UNCH                    .00
MAY27      ----      ----      ----      ----       .02    UNCH                    .02
JUN27      ----      ----      ----      ----      -.05    UNCH                   -.05
JLY27      ----      ----      ----      ----      -.01    UNCH                   -.01
AUG27      ----      ----      ----      ----       .00    UNCH                    .00
SEP27      ----      ----      ----      ----      -.02    UNCH                   -.02
OCT27      ----      ----      ----      ----      -.05    UNCH                   -.05
NOV27      ----      ----      ----      ----      -.01    UNCH                   -.01
DEC27      ----      ----      ----      ----       .08    UNCH                    .08
JAN28      ----      ----      ----      ----      -.01    UNCH                   -.01
CL Light Sweet Crude Oil Futures
MAY19     59.87     60.07     58.28     58.96     59.04    -.94      716277      59.98      655380      434375
JUN19     60.09     60.29     58.52     59.21     59.29    -.91      117135      60.20      138508      262064
JLY19     60.35     60.52     58.75     59.45     59.53    -.90       64115      60.43       65505      153454
AUG19     60.50     60.65     58.97     59.66     59.75    -.87       38299      60.62       39108      110795
SEP19     60.57     60.81     59.12     59.80     59.89    -.84       34532      60.73       43368      137015
OCT19     60.70     60.80     59.21     59.85     59.92    -.81       21311      60.73       24263       84079
NOV19     60.61     60.65     59.15     59.75     59.85    -.80        9651      60.65       10710       59440
DEC19     60.38     60.60     58.94     59.61     59.73    -.79       46655      60.52       56103      193211
JAN20     60.22     60.23B    58.86     59.47     59.57    -.77        4219      60.34        4947       54015
FEB20     59.84     60.16B    58.62A    59.33A    59.38    -.74        1851      60.12        4017       27918
MAR20     59.70     59.93B    58.41A    59.12A    59.16    -.73        1577      59.89        4852       50446
APR20     58.47     58.83B    58.33A    58.83B    58.95    -.71         481      59.66        2686       13578
MAY20     58.68     58.73B    58.03A    58.73B    58.74    -.69         927      59.43        1934       15559
JUN20     59.19     59.30B    57.82A    58.49     58.57    -.65        8676      59.22       12874       63379
JLY20     58.05     58.22B    57.74A    58.22B    58.34    -.65         483      58.99         653       13177
AUG20     58.05     58.05     57.53A    58.01B    58.14    -.64         115      58.78         558        8410
SEP20     57.25     57.85B    57.25     57.85B    57.95    -.62         517      58.57         958       22851
OCT20      ----      ----     57.55A    57.55A    57.75    -.61         305      58.36         220        9997
NOV20      ----      ----     57.39A    57.39A    57.59    -.61          89      58.20         574        9996
DEC20     57.90     58.08     56.74A    57.41     57.45    -.60       12162      58.05       12973      101772
JAN21      ----      ----     57.25A    57.25A    57.24    -.58          44      57.82         470        8889
FEB21      ----      ----     57.31A    57.31A    57.02    -.57           8      57.59          39        4021
MAR21      ----      ----     57.14A    57.14A    56.81    -.57           1      57.38          13        4862
APR21      ----      ----      ----      ----     56.63    -.57                  57.20                    4791
MAY21      ----      ----      ----      ----     56.45    -.55                  57.00                    2870
JUN21     56.57     56.57     55.65A    56.21A    56.30    -.54         641      56.84        1724       20175
JLY21      ----      ----      ----      ----     56.11    -.54                  56.65                    4840
AUG21      ----      ----      ----      ----     55.94    -.54                  56.48                    2530
SEP21      ----      ----      ----      ----     55.79    -.52                  56.31                    5781
OCT21      ----      ----      ----      ----     55.67    -.51                  56.18                    2888
NOV21      ----      ----      ----      ----     55.55    -.51                  56.06         300        1822
DEC21     56.01     56.01     54.84A    55.36A    55.44    -.50        2119      55.94        3541       34893
JAN22      ----      ----      ----      ----     55.26    -.50          14      55.76         300         881
FEB22      ----      ----      ----      ----     55.09    -.49          14      55.58                    1240
MAR22      ----      ----      ----      ----     54.95    -.47           3      55.42                    1374
APR22      ----      ----      ----      ----     54.81    -.48                  55.29                    3451
MAY22      ----      ----      ----      ----     54.70    -.46                  55.16
JUN22      ----      ----      ----      ----     54.62    -.45          27      55.07          19        2621
JLY22      ----      ----      ----      ----     54.51    -.44                  54.95
AUG22      ----      ----      ----      ----     54.43    -.44                  54.87
SEP22      ----      ----      ----      ----     54.34    -.43                  54.77
OCT22      ----      ----      ----      ----     54.27    -.44                  54.71
NOV22      ----      ----      ----      ----     54.22    -.42                  54.64
DEC22     53.71     54.65B    53.64A    54.14B    54.19    -.40         505      54.59         167       12950
JAN23      ----      ----      ----      ----     54.09    -.40                  54.49
FEB23      ----      ----      ----      ----     54.04    -.40                  54.44
MAR23      ----      ----      ----      ----     53.98    -.40                  54.38
APR23      ----      ----      ----      ----     53.93    -.39                  54.32
MAY23      ----      ----      ----      ----     53.89    -.39                  54.28
JUN23      ----      ----      ----      ----     53.87    -.38                  54.25                      21
JLY23      ----      ----      ----      ----     53.83    -.38                  54.21
AUG23      ----      ----      ----      ----     53.81    -.37                  54.18
SEP23      ----      ----      ----      ----     53.81    -.37                  54.18
OCT23      ----      ----      ----      ----     53.82    -.36                  54.18
NOV23      ----      ----      ----      ----     53.82    -.36                  54.18
DEC23     54.00     54.00     53.91     53.91     53.83    -.35         117      54.18          42        2497
JAN24      ----      ----      ----      ----     53.79    -.35                  54.14
FEB24      ----      ----      ----      ----     53.77    -.35                  54.12
MAR24      ----      ----      ----      ----     53.69    -.35                  54.04
APR24      ----      ----      ----      ----     53.71    -.35                  54.06
MAY24      ----      ----      ----      ----     53.66    -.35                  54.01
JUN24      ----      ----      ----      ----     53.68    -.35                  54.03                       6
JLY24      ----      ----      ----      ----     53.70    -.35                  54.05
AUG24      ----      ----      ----      ----     53.68    -.35                  54.03
SEP24      ----      ----      ----      ----     53.66    -.35                  54.01
OCT24      ----      ----      ----      ----     53.69    -.35                  54.04
NOV24      ----      ----      ----      ----     53.73    -.35                  54.08
DEC24     54.00     54.00     54.00     54.00     53.76    -.35          34      54.11           2        1881
JAN25      ----      ----      ----      ----     53.68    -.35                  54.03
FEB25      ----      ----      ----      ----     53.70    -.35                  54.05
MAR25      ----      ----      ----      ----     53.70    -.35                  54.05
APR25      ----      ----      ----      ----     53.72    -.35                  54.07
MAY25      ----      ----      ----      ----     53.71    -.35                  54.06
JUN25      ----      ----      ----      ----     53.69    -.35                  54.04
JLY25      ----      ----      ----      ----     53.73    -.35                  54.08
AUG25      ----      ----      ----      ----     53.76    -.35                  54.11
SEP25      ----      ----      ----      ----     53.76    -.35                  54.11
OCT25      ----      ----      ----      ----     53.75    -.35                  54.10
NOV25      ----      ----      ----      ----     53.84    -.35                  54.19
DEC25      ----      ----      ----      ----     53.83    -.35                  54.18                     537
JAN26      ----      ----      ----      ----     53.77    -.35                  54.12
FEB26      ----      ----      ----      ----     53.81    -.35                  54.16
MAR26      ----      ----      ----      ----     53.78    -.35                  54.13
APR26      ----      ----      ----      ----     53.82    -.35                  54.17
MAY26      ----      ----      ----      ----     53.81    -.35                  54.16
JUN26      ----      ----      ----      ----     53.79    -.35                  54.14
JLY26      ----      ----      ----      ----     53.84    -.35                  54.19
AUG26      ----      ----      ----      ----     53.83    -.35                  54.18
SEP26      ----      ----      ----      ----     53.84    -.35                  54.19
OCT26      ----      ----      ----      ----     53.86    -.35                  54.21
NOV26      ----      ----      ----      ----     53.91    -.35                  54.26
DEC26      ----      ----      ----      ----     53.89    -.35                  54.24                      10
JAN27      ----      ----      ----      ----     53.86    -.35                  54.21
FEB27      ----      ----      ----      ----     53.89    -.35                  54.24
MAR27      ----      ----      ----      ----     53.88    -.35                  54.23
APR27      ----      ----      ----      ----     53.90    -.35                  54.25
MAY27      ----      ----      ----      ----     53.90    -.35                  54.25                       1
JUN27      ----      ----      ----      ----     53.88    -.35                  54.23
JLY27      ----      ----      ----      ----     53.93    -.35                  54.28
AUG27      ----      ----      ----      ----     53.94    -.35                  54.29
SEP27      ----      ----      ----      ----     53.94    -.35                  54.29
OCT27      ----      ----      ----      ----     53.96    -.35                  54.31                       1
NOV27      ----      ----      ----      ----     54.01    -.35                  54.36
DEC27      ----      ----      ----      ----     54.02    -.35                  54.37                      10
JAN28      ----      ----      ----      ----     53.94    -.35                  54.29
FEB28      ----      ----      ----      ----     53.95    -.35                  54.30                       1
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                               1082904                1086808     1951375
CL1 WTI Crude Oil TAM Singapore Future
MAY19      ----      ----      ----      ----     59.82    -.36                  60.18
JUN19      ----      ----      ----      ----     60.05    -.39                  60.44
JLY19      ----      ----      ----      ----     60.28    -.40                  60.68
CL2 WTI Crude Oil TAM LONDON Future
MAY19      ----      ----      ----      ----     58.51   -1.47                  59.98
JUN19      ----      ----      ----      ----     58.75   -1.47                  60.22
