                PRELIMINARY PRICES AS OF 10/16/17 02:46 PM (CST)
MAY19      ----      ----      ----      ----       .08    +.02                    .06
JUN19      ----      ----      ----      ----       .13    +.02                    .11
JLY19      ----      ----      ----      ----       .11    +.01                    .10
AUG19      ----      ----      ----      ----       .11    +.02                    .09
SEP19      ----      ----      ----      ----       .08    +.01                    .07
OCT19      ----      ----      ----      ----       .06    +.01                    .05
NOV19      ----      ----      ----      ----       .04    +.01                    .03
DEC19      ----      ----      ----      ----       .09    +.01                    .08
JAN20      ----      ----      ----      ----       .08    +.01                    .07
FEB20      ----      ----      ----      ----       .08    +.01                    .07
MAR20      ----      ----      ----      ----       .07    +.01                    .06
APR20      ----      ----      ----      ----       .06    +.01                    .05
MAY20      ----      ----      ----      ----       .04    +.01                    .03
JUN20      ----      ----      ----      ----       .07    +.01                    .06
JLY20      ----      ----      ----      ----       .05    +.01                    .04
AUG20      ----      ----      ----      ----       .03    +.01                    .02
SEP20      ----      ----      ----      ----       .02    +.01                    .01
OCT20      ----      ----      ----      ----       .01    +.01                    .00
NOV20      ----      ----      ----      ----       .01    +.02                   -.01
DEC20      ----      ----      ----      ----       .06    +.01                    .05
JAN21      ----      ----      ----      ----       .04    +.01                    .03
FEB21      ----      ----      ----      ----       .03    UNCH                    .03
MAR21      ----      ----      ----      ----       .03    +.01                    .02
APR21      ----      ----      ----      ----       .00    +.01                   -.01
MAY21      ----      ----      ----      ----      -.02    +.01                   -.03
JUN21      ----      ----      ----      ----       .05    +.01                    .04
JLY21      ----      ----      ----      ----       .03    UNCH                    .03
AUG21      ----      ----      ----      ----       .02    +.01                    .01
SEP21      ----      ----      ----      ----       .00    UNCH                    .00
OCT21      ----      ----      ----      ----      -.02    UNCH                   -.02
NOV21      ----      ----      ----      ----      -.04    +.01                   -.05
DEC21      ----      ----      ----      ----       .02    UNCH                    .02
JAN22      ----      ----      ----      ----       .00    UNCH                    .00
FEB22      ----      ----      ----      ----       .00    UNCH                    .00
MAR22      ----      ----      ----      ----      -.01    UNCH                   -.01
APR22      ----      ----      ----      ----      -.04    UNCH                   -.04
MAY22      ----      ----      ----      ----      -.06    UNCH                   -.06
JUN22      ----      ----      ----      ----       .02    UNCH                    .02
JLY22      ----      ----      ----      ----       .00    UNCH                    .00
AUG22      ----      ----      ----      ----      -.02    UNCH                   -.02
SEP22      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT22      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV22      ----      ----      ----      ----      -.08    UNCH                   -.08
BH NY Harbor ULSD Bullet Futures
NOV17      ----      ----      ----      ----    1.8129  +.0159                 1.7970                      69
DEC17      ----      ----      ----      ----    1.8118  +.0157                 1.7961                      69
JAN18      ----      ----      ----      ----    1.8086  +.0150                 1.7936                      19
FEB18      ----      ----      ----      ----    1.8028  +.0142                 1.7886                      19
MAR18      ----      ----      ----      ----    1.7917  +.0134                 1.7783                      19
APR18      ----      ----      ----      ----    1.7724  +.0116                 1.7608                      19
MAY18      ----      ----      ----      ----    1.7592  +.0108                 1.7484                      19
JUN18      ----      ----      ----      ----    1.7500  +.0103                 1.7397                      19
JLY18      ----      ----      ----      ----    1.7468  +.0097                 1.7371                      19
AUG18      ----      ----      ----      ----    1.7453  +.0095                 1.7358                      19
SEP18      ----      ----      ----      ----    1.7454  +.0093                 1.7361                      19
OCT18      ----      ----      ----      ----    1.7453  +.0090                 1.7363                      19
NOV18      ----      ----      ----      ----    1.7470  +.0087                 1.7383                      19
DEC18      ----      ----      ----      ----    1.7479  +.0083                 1.7396                      19
JAN19      ----      ----      ----      ----    1.7497  +.0079                 1.7418                       5
FEB19      ----      ----      ----      ----    1.7446  +.0075                 1.7371                       5
MAR19      ----      ----      ----      ----    1.7335  +.0071                 1.7264                       5
APR19      ----      ----      ----      ----    1.7180  +.0068                 1.7112                       5
MAY19      ----      ----      ----      ----    1.7094  +.0065                 1.7029                       5
JUN19      ----      ----      ----      ----    1.7054  +.0063                 1.6991                       5
JLY19      ----      ----      ----      ----    1.7072  +.0061                 1.7011                       5
AUG19      ----      ----      ----      ----    1.7110  +.0059                 1.7051                       5
SEP19      ----      ----      ----      ----    1.7174  +.0058                 1.7116                       5
OCT19      ----      ----      ----      ----    1.7244  +.0058                 1.7186                       5
NOV19      ----      ----      ----      ----    1.7319  +.0058                 1.7261                       5
DEC19      ----      ----      ----      ----    1.7379  +.0058                 1.7321                       5
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      426
BZ1 Brent Crude Oil TAM Singapore Future
DEC17      ----      ----      ----      ----     57.84    +.64                  57.20
JAN18      ----      ----      ----      ----     57.60    +.63                  56.97
FEB18      ----      ----      ----      ----     57.32    +.58                  56.74
BZ2 Brent Crude Oil TAM LONDON Future
DEC17      ----      ----      ----      ----     57.73    +.64                  57.09
JAN18      ----      ----      ----      ----     57.47    +.60                  56.87
FEB18      ----      ----      ----      ----     57.19    +.55                  56.64
BZL BZ TAM LONDON FUTURE
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
FEB18      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
FEB18      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
NOV17      ----      ----      ----      ----      -.27    +.01                   -.28
DEC17      ----      ----      ----      ----      -.20    +.01                   -.21
JAN18      ----      ----      ----      ----      -.15    +.01                   -.16
FEB18      ----      ----      ----      ----      -.10    +.01                   -.11
MAR18      ----      ----      ----      ----      -.04    +.01                   -.05
APR18      ----      ----      ----      ----       .01    +.01                    .00
MAY18      ----      ----      ----      ----       .05    +.02                    .03
JUN18      ----      ----      ----      ----       .10    +.04                    .06
JLY18      ----      ----      ----      ----       .11    +.04                    .07
AUG18      ----      ----      ----      ----       .11    +.02                    .09
SEP18      ----      ----      ----      ----       .11    +.03                    .08
OCT18      ----      ----      ----      ----       .10    +.02                    .08
NOV18      ----      ----      ----      ----       .10    +.02                    .08
DEC18      ----      ----      ----      ----       .15    +.03                    .12
JAN19      ----      ----      ----      ----       .14    +.02                    .12
FEB19      ----      ----      ----      ----       .13    +.01                    .12
MAR19      ----      ----      ----      ----       .11    +.01                    .10
APR19      ----      ----      ----      ----       .12    +.02                    .10
MAY19      ----      ----      ----      ----       .08    +.02                    .06
JUN19      ----      ----      ----      ----       .13    +.02                    .11
JLY19      ----      ----      ----      ----       .11    +.01                    .10
AUG19      ----      ----      ----      ----       .11    +.02                    .09
SEP19      ----      ----      ----      ----       .08    +.01                    .07
OCT19      ----      ----      ----      ----       .06    +.01                    .05
NOV19      ----      ----      ----      ----       .04    +.01                    .03
DEC19      ----      ----      ----      ----       .09    +.01                    .08
JAN20      ----      ----      ----      ----       .08    +.01                    .07
FEB20      ----      ----      ----      ----       .08    +.01                    .07
MAR20      ----      ----      ----      ----       .07    +.01                    .06
APR20      ----      ----      ----      ----       .06    +.01                    .05
MAY20      ----      ----      ----      ----       .04    +.01                    .03
JUN20      ----      ----      ----      ----       .07    +.01                    .06
JLY20      ----      ----      ----      ----       .05    +.01                    .04
AUG20      ----      ----      ----      ----       .03    +.01                    .02
SEP20      ----      ----      ----      ----       .02    +.01                    .01
OCT20      ----      ----      ----      ----       .01    +.01                    .00
NOV20      ----      ----      ----      ----       .01    +.02                   -.01
DEC20      ----      ----      ----      ----       .06    +.01                    .05
JAN21      ----      ----      ----      ----       .04    +.01                    .03
FEB21      ----      ----      ----      ----       .03    UNCH                    .03
MAR21      ----      ----      ----      ----       .03    +.01                    .02
APR21      ----      ----      ----      ----       .00    +.01                   -.01
MAY21      ----      ----      ----      ----      -.02    +.01                   -.03
JUN21      ----      ----      ----      ----       .05    +.01                    .04
JLY21      ----      ----      ----      ----       .03    UNCH                    .03
AUG21      ----      ----      ----      ----       .02    +.01                    .01
SEP21      ----      ----      ----      ----       .00    UNCH                    .00
OCT21      ----      ----      ----      ----      -.02    UNCH                   -.02
NOV21      ----      ----      ----      ----      -.04    +.01                   -.05
DEC21      ----      ----      ----      ----       .02    UNCH                    .02
JAN22      ----      ----      ----      ----       .00    UNCH                    .00
FEB22      ----      ----      ----      ----       .00    UNCH                    .00
MAR22      ----      ----      ----      ----      -.01    UNCH                   -.01
APR22      ----      ----      ----      ----      -.04    UNCH                   -.04
MAY22      ----      ----      ----      ----      -.06    UNCH                   -.06
JUN22      ----      ----      ----      ----       .02    UNCH                    .02
JLY22      ----      ----      ----      ----       .00    UNCH                    .00
AUG22      ----      ----      ----      ----      -.02    UNCH                   -.02
SEP22      ----      ----      ----      ----      -.03    UNCH                   -.03
OCT22      ----      ----      ----      ----      -.06    UNCH                   -.06
NOV22      ----      ----      ----      ----      -.08    UNCH                   -.08
CL Light Sweet Crude Oil Futures
NOV17     51.43     52.37     51.35     51.89     51.87    +.42      500103      51.45      667497      222493
DEC17     51.70     52.65     51.63     52.17     52.14    +.41      321170      51.73      274211      519527
JAN18     51.92     52.85     51.84     52.36     52.34    +.40       73110      51.94       79254      283409
FEB18     52.07     52.98     52.01     52.51     52.49    +.39       27846      52.10       31794      126953
MAR18     52.19     53.05     52.19     52.60     52.59    +.38       32962      52.21       30722      237540
APR18     52.39     53.05     52.39     52.62     52.63    +.37       16482      52.26       12636       61486
MAY18     52.60     53.00     52.39A    52.60B    52.62    +.36       11876      52.26        8965       58328
JUN18     52.27     52.97     52.18A    52.55A    52.57    +.34       44777      52.23       33324      198865
JLY18     52.23     52.86     52.23     52.46A    52.47    +.30        7835      52.17        4125       53094
AUG18     52.16     52.69     52.16     52.33B    52.36    +.26        6103      52.10        2409       36753
SEP18     52.08     52.64     52.08     52.26     52.25    +.24       13098      52.01        5840       63930
OCT18     51.98     52.48     51.97A    52.11B    52.14    +.21        3265      51.93        1134       43831
NOV18     52.60     52.60     51.50     52.00B    52.04    +.19        2561      51.85         930       34210
DEC18     51.82     52.34     51.69A    51.89     51.94    +.17       46464      51.77       38518      257556
JAN19      ----      ----      ----      ----     51.79    +.14        1123      51.65         501       29474
FEB19     51.99     51.99     51.99     51.99     51.65    +.12         760      51.53         332       15506
MAR19      ----      ----      ----      ----     51.52    +.11        2627      51.41         587       24598
APR19      ----      ----      ----      ----     51.41    +.10         511      51.31          90        9626
MAY19      ----      ----      ----      ----     51.29    +.08         952      51.21         127       13612
JUN19     51.47     51.65     51.00     51.18     51.21    +.06        6811      51.15        6036       51846
JLY19     51.17     51.17     51.16A    51.16A    51.08    +.04         395      51.04         208        5717
AUG19      ----      ----      ----      ----     50.97    +.03         144      50.94          83        3128
SEP19      ----      ----      ----      ----     50.86    +.01         452      50.85         297        8192
OCT19     50.75     50.75     50.64A    50.70     50.78    UNCH         378      50.78         297        4179
NOV19      ----      ----      ----      ----     50.72    -.01        1240      50.73         399        2733
DEC19     50.68     51.15     50.46A    50.63A    50.68    -.02       10033      50.70        5054       63705
JAN20      ----      ----      ----      ----     50.59    -.03         402      50.62          25        2289
FEB20      ----      ----      ----      ----     50.51    -.04           3      50.55           7        1748
MAR20      ----      ----      ----      ----     50.43    -.05           7      50.48           7        2020
APR20      ----      ----      ----      ----     50.36    -.06                  50.42                     549
MAY20      ----      ----      ----      ----     50.30    -.07                  50.37                     157
JUN20     50.54     50.55     50.08     50.08     50.26    -.08         241      50.34         132        5350
JLY20      ----      ----      ----      ----     50.19    -.09                  50.28                     307
AUG20      ----      ----      ----      ----     50.14    -.10                  50.24                     546
SEP20      ----      ----      ----      ----     50.11    -.11                  50.22                    1489
OCT20      ----      ----      ----      ----     50.09    -.12                  50.21                     154
NOV20      ----      ----      ----      ----     50.08    -.13          10      50.21                     200
DEC20     50.38     50.50B    49.86     50.00B    50.07    -.15        1704      50.22        1054       26049
JAN21      ----      ----      ----      ----     50.01    -.16                  50.17                      30
FEB21      ----      ----      ----      ----     49.97    -.17                  50.14
MAR21      ----      ----      ----      ----     49.94    -.17                  50.11
APR21      ----      ----      ----      ----     49.91    -.18                  50.09
MAY21      ----      ----      ----      ----     49.91    -.19                  50.10
JUN21      ----      ----      ----      ----     49.93    -.20                  50.13                     400
JLY21      ----      ----      ----      ----     49.88    -.21                  50.09
AUG21      ----      ----      ----      ----     49.85    -.21                  50.06
SEP21      ----      ----      ----      ----     49.83    -.22                  50.05
OCT21      ----      ----      ----      ----     49.83    -.22                  50.05                       1
NOV21      ----      ----      ----      ----     49.85    -.22                  50.07
DEC21     50.20     50.20     49.70     49.70     49.89    -.23         372      50.12         108        7316
JAN22      ----      ----      ----      ----     49.87    -.23                  50.10
FEB22      ----      ----      ----      ----     49.87    -.23                  50.10
MAR22      ----      ----      ----      ----     49.87    -.23                  50.10
APR22      ----      ----      ----      ----     49.88    -.23                  50.11
MAY22      ----      ----      ----      ----     49.92    -.23                  50.15
JUN22      ----      ----      ----      ----     49.98    -.23                  50.21
JLY22      ----      ----      ----      ----     49.96    -.23                  50.19
AUG22      ----      ----      ----      ----     49.96    -.23                  50.19
SEP22      ----      ----      ----      ----     49.98    -.23                  50.21
OCT22      ----      ----      ----      ----     50.01    -.23                  50.24
NOV22      ----      ----      ----      ----     50.07    -.23                  50.30
DEC22     50.40     50.40     49.90     50.00     50.15    -.23          31      50.38           7         834
JUN23      ----      ----      ----      ----     50.34    -.23                  50.57
DEC23      ----      ----      ----      ----     50.61    -.23           2      50.84           3         145
JUN24      ----      ----      ----      ----     50.84    -.27                  51.11
DEC24      ----      ----      ----      ----     51.13    -.31                  51.44                       9
JUN25      ----      ----      ----      ----     51.43    -.31                  51.74
DEC25      ----      ----      ----      ----     51.73    -.31                  52.04                      11
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                               1135850                1206713     2479895
CL1 WTI Crude Oil TAM Singapore Future
NOV17      ----      ----      ----      ----     52.07    +.67                  51.40
DEC17      ----      ----      ----      ----     52.35    +.63                  51.72
JAN18      ----      ----      ----      ----     52.56    +.63                  51.93
CL2 WTI Crude Oil TAM LONDON Future
NOV17      ----      ----      ----      ----     51.76    +.40                  51.36
DEC17      ----      ----      ----      ----     52.05    +.38                  51.67
JAN18      ----      ----      ----      ----     52.26    +.37                  51.89
CLL CRUDE OIL TAM LONDON FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
NOV17      ----      ----      ----      ----       .00    UNCH                    .00
DEC17      ----      ----      ----      ----       .00    UNCH                    .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
CLT CRUDE OIL TAS FUTURES
NOV17       .00       .01      -.02      -.01       .00    UNCH       11795        .00
DEC17       .00       .00      -.02      -.02       .00    UNCH       11357        .00
JAN18       .00       .02      -.01      -.01       .00    UNCH        3652        .00
FEB18       .00       .01      -.01      -.01       .00    UNCH         444        .00
MAR18       .00       .00       .00       .00       .00    UNCH         114        .00
APR18       .01       .01       .01       .01       .00    UNCH           3        .00
MAY18       .01       .01       .01       .01       .00    UNCH           9        .00
JUN18      ----      ----      ----      ----       .00    UNCH                    .00
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 27374
CQ CRUDE OIL CS2 SYNTHT
NOV17      ----      ----      ----      ----      -.47    +.02                   -.49
DEC17      ----      ----      ----      ----      -.35    +.02                   -.37
JAN18      ----      ----      ----      ----      -.25    +.02                   -.27
FEB18      ----      ----      ----      ----      -.14    +.02                   -.16
CT CRUDE OIL CS3 SYNTHT
NOV17      ----      ----      ----      ----      -.62    +.03                   -.65
DEC17      ----      ----      ----      ----      -.45    +.03                   -.48
JAN18      ----      ----      ----      ----      -.29    +.03                   -.32
CV CRUDE OIL CS6 SYNTHT
NOV17      ----      ----      ----      ----      -.75    +.06                   -.81
DEC17      ----      ----      ----      ----      -.43    +.07                   -.50
JAN18      ----      ----      ----      ----      -.13    +.10                   -.23
FEB18      ----      ----      ----      ----       .13    +.13                    .00
MAR18      ----      ----      ----      ----       .34    +.14                    .20
APR18      ----      ----      ----      ----       .49    +.16                    .33
MAY18      ----      ----      ----      ----       .58    +.17                    .41
JUN18      ----      ----      ----      ----       .63    +.17                    .46
JLY18      ----      ----      ----      ----       .68    +.16                    .52
AUG18      ----      ----      ----      ----       .71    +.14                    .57
SEP18      ----      ----      ----      ----       .73    +.13                    .60
OCT18      ----      ----      ----      ----       .73    +.11                    .62
CX CRUDE OIL CS12SYNTHT
DEC17      ----      ----      ----      ----       .20    +.24                   -.04
FEB18      ----      ----      ----      ----       .84    +.27                    .57
MAR18      ----      ----      ----      ----      1.07    +.27                    .80
JUN18      ----      ----      ----      ----      1.36    +.28                   1.08
SEP18      ----      ----      ----      ----      1.39    +.23                   1.16
DEC18      ----      ----      ----      ----      1.26    +.19                   1.07
MAR19      ----      ----      ----      ----      1.09    +.16                    .93
DEC19      ----      ----      ----      ----       .61    +.13                    .48
DEC20      ----      ----      ----      ----       .18    +.08                    .10
DE NG 5 MO CSO SYNTH
NOV17      ----      ----      ----      ----      -.14    -.43                    .29
DEC17      ----      ----      ----      ----      1.71    -.45                   2.16
JAN18      ----      ----      ----      ----      2.60    -.38                   2.98
FEB18      ----      ----      ----      ----      2.39    -.38                   2.77
MAR18      ----      ----      ----      ----      2.01    -.35                   2.36
APR18      ----      ----      ----      ----      -.23    -.07                   -.16
MAY18      ----      ----      ----      ----      -.68    -.04                   -.64
JUN18      ----      ----      ----      ----      -.91    -.04                   -.87
JLY18      ----      ----      ----      ----     -1.93    -.04                  -1.89
AUG18      ----      ----      ----      ----     -2.71    -.05                  -2.66
SEP18      ----      ----      ----      ----     -2.60    -.08                  -2.52
OCT18      ----      ----      ----      ----     -1.63    -.05                  -1.58
NOV18      ----      ----      ----      ----      2.74    -.05                   2.79
DGY NATURAL GAS CS1 SYNT
NOV17      ----      ----      ----      ----     -.162   -.002                  -.160
DEC17      ----      ----      ----      ----     -.119   -.008                  -.111
JAN18      ----      ----      ----      ----     -.010   -.002                  -.008
FEB18      ----      ----      ----      ----      .035   -.003                   .038
MAR18      ----      ----      ----      ----      .242   -.028                   .270
APR18      ----      ----      ----      ----      .023   -.004                   .027
MAY18      ----      ----      ----      ----     -.030   -.001                  -.029
JUN18      ----      ----      ----      ----     -.031   -.002                  -.029
JLY18      ----      ----      ----      ----     -.003    UNCH                  -.003
AUG18      ----      ----      ----      ----      .018    UNCH                   .018
SEP18      ----      ----      ----      ----     -.022   -.001                  -.021
OCT18      ----      ----      ----      ----     -.053   -.001                  -.052
NOV18      ----      ----      ----      ----     -.133   -.002                  -.131
DEC18      ----      ----      ----      ----     -.081   -.001                  -.080
JAN19      ----      ----      ----      ----      .029   -.003                   .032
FEB19      ----      ----      ----      ----      .075   +.002                   .073
MAR19      ----      ----      ----      ----      .384   -.001                   .385
APR19      ----      ----      ----      ----      .040    UNCH                   .040
MAY19      ----      ----      ----      ----     -.023   -.002                  -.021
JUN19      ----      ----      ----      ----     -.024   -.002                  -.022
JLY19      ----      ----      ----      ----     -.003   -.001                  -.002
AUG19      ----      ----      ----      ----      .015    UNCH                   .015
SEP19      ----      ----      ----      ----     -.023    UNCH                  -.023
OCT19      ----      ----      ----      ----     -.060    UNCH                  -.060
NOV19      ----      ----      ----      ----     -.150   -.002                  -.148
DEC19      ----      ----      ----      ----     -.105    UNCH                  -.105
JAN20      ----      ----      ----      ----      .022    UNCH                   .022
FEB20      ----      ----      ----      ----      .054   -.001                   .055
MAR20      ----      ----      ----      ----      .310   -.005                   .315
APR20      ----      ----      ----      ----      .026    UNCH                   .026
MAY20      ----      ----      ----      ----     -.023    UNCH                  -.023
JUN20      ----      ----      ----      ----     -.026    UNCH                  -.026
JLY20      ----      ----      ----      ----     -.010    UNCH                  -.010
AUG20      ----      ----      ----      ----      .004    UNCH                   .004
SEP20      ----      ----      ----      ----     -.026    UNCH                  -.026
OCT20      ----      ----      ----      ----     -.073    UNCH                  -.073
NOV20      ----      ----      ----      ----     -.152    UNCH                  -.152
DEC20      ----      ----      ----      ----     -.108    UNCH                  -.108
JAN21      ----      ----      ----      ----      .021    UNCH                   .021
FEB21      ----      ----      ----      ----      .054    UNCH                   .054
MAR21      ----      ----      ----      ----      .315    UNCH                   .315
APR21      ----      ----      ----      ----      .025    UNCH                   .025
MAY21      ----      ----      ----      ----     -.022    UNCH                  -.022
JUN21      ----      ----      ----      ----     -.023    UNCH                  -.023
JLY21      ----      ----      ----      ----     -.016   +.003                  -.019
AUG21      ----      ----      ----      ----      .002    UNCH                   .002
SEP21      ----      ----      ----      ----     -.026    UNCH                  -.026
OCT21      ----      ----      ----      ----     -.073    UNCH                  -.073
NOV21      ----      ----      ----      ----     -.152    UNCH                  -.152
DEC21      ----      ----      ----      ----     -.109   -.004                  -.105
JAN22      ----      ----      ----      ----      .021    UNCH                   .021
