W Wheat Futures
DEC16     409'0     412'0     404'4     410'0     410'2    +2'2       55696      408'0       53488      129941
MAR17     425'6     429'6     421'2     426'4     427'0    +1'6       58935      425'2       47836      237706
MAY17     439'4     443'4     436'0     440'0B    440'4    +1'4       12061      439'0       12030       51222
JLY17     453'0     457'4     450'6     454'2     454'6    +1'0        7342      453'6        6164       59236
SEP17     469'6     472'2     466'0A    468'4     469'2     +'6         623      468'4         879       10527
DEC17     490'0     490'4     484'4A    487'0A    487'6     +'4         894      487'2        2129       19056
MAR18     500'6     501'4     498'2     499'0     498'4    UNCH          92      498'4          73        3194
MAY18     508'4     508'4     508'4     508'4     506'6     +'4          73      506'2          36         250
JLY18     512'4     512'4     512'4     512'4     513'4    +3'2          41      510'2           2         196
SEP18     527'0     527'0     527'0     527'0     527'2    +3'0           2      524'2           2         171
DEC18     544'0     544'0     542'6     544'0     546'2    +3'2         157      543'0           5         120
MAR19      ----     555'0B     ----     555'0B    555'4    +5'0                  550'4
2300       ----     225'2B    222'7A     ----     224'6    +1'0                  223'6
2400       ----     215'2B    212'7A     ----     214'6    +1'0                  213'6
2500       ----     205'2B    202'7A     ----     204'6    +1'0                  203'6
2600       ----     195'2B    192'7A     ----     194'6    +1'0                  193'6
2700       ----     185'2B    182'7A     ----     184'6    +1'0                  183'6
2800       ----     175'2B    172'7A     ----     174'6    +1'0                  173'6
2900       ----     165'2B    162'7A     ----     164'6    +1'0                  163'6
3000       ----     155'2B    153'5A     ----     154'6    +1'0                  153'6
3100       ----     145'2B    142'7A     ----     144'7    +1'0                  143'7
3200       ----     135'3B    133'0A     ----     134'7    +1'0                  133'7
3300       ----     125'4B    123'1A     ----     125'0     +'7                  124'1
3400       ----     115'6B    113'4A     ----     115'3    +1'0                  114'3
3500       ----     106'1B    104'0A     ----     105'6     +'7                  104'7
3600       ----      96'6B     94'5A     ----      96'3     +'7                   95'4
3700       ----      87'5B     85'6A     ----      87'3     +'7                   86'4
3800       ----      78'7B     77'1A     ----      78'6     +'7                   77'7
3900       ----      70'5B     69'1A     ----      70'6     +'7                   69'7
4000       ----      63'6B     60'6A     ----      63'1     +'7                   62'2                       3
4100       ----      56'4B     53'6A     ----      56'1     +'7                   55'2
4200       ----      50'0B     47'5A     ----      49'6     +'6                   49'0
4300       ----      44'1B     42'0A     ----      43'6     +'5                   43'1                       3
4400       ----      38'7B     37'0A     ----      38'4     +'4                   38'0                     604
4500       33'0      34'2B     32'4A     ----      33'7     +'3           4       33'4         175        8136
4600       ----      30'1B     28'5A     ----      29'6     +'3                   29'3         665        1150
4700       ----      26'5B     25'1A     ----      26'0     +'1                   25'7           2         300
4800       ----      23'1B     22'1A     ----      22'7     +'2                   22'5                     141
4900       ----      20'3B     19'3A     ----      20'0     +'1                   19'7                      20
5000       ----      17'6B     17'0A     ----      17'5     +'1                   17'4          79        8214
5100       ----      15'5B     15'0A     ----      15'4     +'1                   15'3                     481
5200       ----      13'6B     13'2A     ----      13'5     +'1           1       13'4                      80
5300       ----      ----      11'5A     ----      12'1     +'1                   12'0                      60
5400       ----      ----      10'3A     ----      10'6     +'1                   10'5          10          82
5500       ----      ----       9'1A     ----       9'4     +'1                    9'3          22         459
5600       ----      ----       8'1A     ----       8'4     +'1                    8'3                    1030
5700       ----      ----       7'1A     ----       7'4     +'1                    7'3                     100
5800       ----      ----       6'3A     ----       6'6     +'1                    6'5                      37
5900       ----      ----       5'6A     ----       6'1     +'1                    6'0                      71
6000       ----      ----       5'1A     ----       5'4     +'1                    5'3                     586
6100       ----      ----       4'5A     ----       5'0     +'1                    4'7                      25
6200       ----      ----       4'2A     ----       4'4     +'1                    4'3                      28
6300       ----      ----       3'7A     ----       4'1     +'1                    4'0                       4
6400       ----      ----      ----      ----       3'6     +'1                    3'5                      13
6500       ----      ----       3'2A     ----       3'4     +'1                    3'3                      90
6600       ----      ----       3'0A     ----       3'2     +'1                    3'1           1          10
6700       ----      ----      ----      ----       3'0     +'1                    2'7                       1
6800       ----      ----      ----      ----       2'6     +'1                    2'5
6900       ----      ----      ----      ----       2'4     +'1                    2'3
7000       ----      ----      ----      ----       2'2     +'1                    2'1                      27
7100       ----      ----      ----      ----       2'1     +'1                    2'0
7200       ----      ----      ----      ----       2'0     +'1                    1'7
7300       ----      ----      ----      ----       1'7     +'1                    1'6
7400       ----      ----      ----      ----       1'6     +'1                    1'5
7500       ----      ----      ----      ----       1'5     +'1                    1'4
7600       ----      ----      ----      ----       1'4     +'1                    1'3
7700       ----      ----      ----      ----       1'3     +'1                    1'2
7800       ----      ----      ----      ----       1'2    UNCH                    1'2
7900       ----      ----      ----      ----       1'1    UNCH                    1'1
8000       ----      ----      ----      ----       1'1     +'1                    1'0                       2
8100       ----      ----      ----      ----       1'0    UNCH                    1'0
8200       ----      ----      ----      ----        '7    UNCH                     '7
8300       ----      ----      ----      ----        '7    UNCH                     '7
8400       ----      ----      ----      ----        '6    UNCH                     '6
8500       ----      ----      ----      ----        '6    UNCH                     '6
8600       ----      ----      ----      ----        '5    UNCH                     '5
8700       ----      ----      ----      ----        '5    UNCH                     '5
WZ SEP17 Wheat Options CALL
2300       ----      ----      ----      ----     239'2     +'6                  238'4
2400       ----      ----      ----      ----     229'2     +'6                  228'4
2500       ----      ----      ----      ----     219'2     +'6                  218'4
2600       ----      ----      ----      ----     209'2     +'6                  208'4
2700       ----      ----      ----      ----     199'2     +'6                  198'4
2800       ----      ----      ----      ----     189'2     +'6                  188'4
2900       ----      ----      ----      ----     179'2     +'6                  178'4
3000       ----      ----      ----      ----     169'2     +'6                  168'4
3100       ----      ----      ----      ----     159'2     +'6                  158'4
3200       ----      ----      ----      ----     149'3     +'6                  148'5
3300       ----      ----      ----      ----     139'4     +'6                  138'6
3400       ----      ----      ----      ----     129'6     +'6                  129'0
3500       ----      ----      ----      ----     120'1     +'6                  119'3
3600       ----      ----      ----      ----     110'6     +'6                  110'0
3700       ----      ----      ----      ----     101'5     +'6                  100'7
3800       ----      ----      ----      ----      92'6     +'5                   92'1
3900       ----      ----      ----      ----      84'3     +'5                   83'6
4000       ----      ----      ----      ----      76'4     +'5                   75'7
4100       ----      ----      ----      ----      69'0     +'5                   68'3
4200       ----      ----      ----      ----      62'0     +'4                   61'4
4300       ----      ----      ----      ----      55'4     +'3                   55'1
4400       ----      ----      ----      ----      49'6     +'3                   49'3
4500       ----      ----      ----      ----      44'3     +'2                   44'1                      24
4600       ----      ----      ----      ----      39'6     +'2                   39'4
4700       ----      ----      ----      ----      35'4     +'2                   35'2           5           8
4800       31'0      31'0      31'0      ----      31'6     +'2          20       31'4                      10
4900       ----      ----      ----      ----      28'2     +'2                   28'0                      33
5000       ----      ----      ----      ----      25'2     +'2                   25'0                      45
5100       ----      ----      ----      ----      22'4     +'2                   22'2
5200       ----      ----      ----      ----      20'0     +'2                   19'6                       3
5300       ----      ----      ----      ----      17'7     +'2                   17'5                      24
5400       ----      ----      ----      ----      16'0     +'2                   15'6
5500       ----      ----      ----      ----      14'2     +'1                   14'1                       2
5600       ----      ----      ----      ----      12'6     +'1                   12'5                       1
5700       ----      ----      ----      ----      11'4     +'1                   11'3                       8
5800       ----      ----      ----      ----      10'2    UNCH                   10'2                      10
5900       ----      ----      ----      ----       9'2    UNCH                    9'2                       5
6000       ----      ----      ----      ----       8'3    UNCH                    8'3                      49
6100       ----      ----      ----      ----       7'5    UNCH                    7'5
6200       ----      ----      ----      ----       6'7    UNCH                    6'7
6300       ----      ----      ----      ----       6'2    UNCH                    6'2
6400       ----      ----      ----      ----       5'6    UNCH                    5'6
6500       ----      ----      ----      ----       5'2    UNCH                    5'2
6600       ----      ----      ----      ----       4'6     -'1                    4'7
6700       ----      ----      ----      ----       4'3     -'1                    4'4
6800       ----      ----      ----      ----       4'0     -'1                    4'1
6900       ----      ----      ----      ----       3'6    UNCH                    3'6
7000       ----      ----      ----      ----       3'4    UNCH                    3'4                      12
7100       ----      ----      ----      ----       3'2    UNCH                    3'2
7200       ----      ----      ----      ----       3'0    UNCH                    3'0
7300       ----      ----      ----      ----       2'6    UNCH                    2'6
7400       ----      ----      ----      ----       2'5    UNCH                    2'5
7500       ----      ----      ----      ----       2'4    UNCH                    2'4
7600       ----      ----      ----      ----       2'3    UNCH                    2'3
7700       ----      ----      ----      ----       2'2    UNCH                    2'2
7800       ----      ----      ----      ----       2'1    UNCH                    2'1
7900       ----      ----      ----      ----       2'0    UNCH                    2'0
WZ DEC17 Wheat Options CALL
2400       ----      ----      ----      ----     247'6     +'4                  247'2
2500       ----      ----      ----      ----     237'6     +'4                  237'2
2600       ----      ----      ----      ----     227'6     +'4                  227'2
2700       ----      ----      ----      ----     217'6     +'4                  217'2
2800       ----      ----      ----      ----     207'6     +'4                  207'2
2900       ----      ----      ----      ----     197'6     +'4                  197'2
3000       ----      ----      ----      ----     187'6     +'4                  187'2
3100       ----      ----      ----      ----     177'6     +'4                  177'2
3200       ----      ----      ----      ----     167'6     +'4                  167'2
3300       ----      ----      ----      ----     157'7     +'4                  157'3
3400       ----      ----      ----      ----     148'0     +'4                  147'4
3500       ----      ----      ----      ----     138'2     +'4                  137'6
3600       ----      ----      ----      ----     128'6     +'4                  128'2
3700       ----      ----      ----      ----     119'4     +'4                  119'0
3800       ----      ----      ----      ----     110'3     +'4                  109'7
3900       ----      ----      ----      ----     101'5     +'4                  101'1
4000       ----      ----      ----      ----      93'3     +'4                   92'7
4100       ----      ----      ----      ----      85'3     +'3                   85'0
4200       ----      ----      ----      ----      78'0     +'4                   77'4
4300       ----      ----      ----      ----      70'7     +'3                   70'4
4400       ----      ----      ----      ----      64'3     +'3                   64'0
4500       ----      ----      ----      ----      58'2     +'1                   58'1
4600       ----      ----      ----      ----      52'6     +'1                   52'5
4700       ----      ----      ----      ----      47'6     +'2                   47'4
4800       ----      ----      ----      ----      43'0     +'1                   42'7           2          12
4900       ----      ----      ----      ----      38'7     +'1                   38'6           5         553
5000       ----      ----      ----      ----      35'0    UNCH                   35'0         500         511
5100       ----      ----      ----      ----      31'5     +'1                   31'4          10          10
5200       ----      ----      ----      ----      28'4     +'1                   28'3                      12
5300       ----      ----      ----      ----      25'5    UNCH                   25'5                       9
5400       ----      ----      ----      ----      23'1    UNCH                   23'1
5500       ----      ----      ----      ----      20'7     +'1                   20'6                     173
5600       ----      ----      ----      ----      18'7     +'1                   18'6                     200
5700       ----      ----      ----      ----      17'0    UNCH                   17'0
5800       ----      ----      ----      ----      15'4     +'1                   15'3                    2350
5900       ----      ----      ----      ----      14'0    UNCH                   14'0                       5
6000       ----      ----      ----      ----      12'6    UNCH                   12'6                     163
6100       ----      ----      ----      ----      11'5    UNCH                   11'5
6200       ----      ----      ----      ----      10'5    UNCH                   10'5
6300       ----      ----      ----      ----       9'6    UNCH                    9'6
6400       ----      ----      ----      ----       9'0    UNCH                    9'0
6500       ----      ----      ----      ----       8'2     -'1                    8'3                      45
6600       ----      ----      ----      ----       7'5     -'1                    7'6
6700       ----      ----      ----      ----       7'0     -'1                    7'1
6800       ----      ----      ----      ----       6'4     -'1                    6'5
6900       ----      ----      ----      ----       6'0     -'1                    6'1
7000       ----      ----      ----      ----       5'4     -'1                    5'5
7100       ----      ----      ----      ----       5'1     -'1                    5'2
7200       ----      ----      ----      ----       4'6     -'1                    4'7
7300       ----      ----      ----      ----       4'3     -'1                    4'4
7400       ----      ----      ----      ----       4'1    UNCH                    4'1
7500       ----      ----      ----      ----       3'7    UNCH                    3'7

WZ DEC16 Wheat Options PUT
2000       ----      ----      ----      ----        '1    UNCH                     '1
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
2950       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1                      95
3050       ----      ----      ----      ----        '1    UNCH                     '1                      10
3100       ----      ----      ----      ----        '1    UNCH                     '1                     104
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1                      48
3250       ----      ----      ----      ----        '1    UNCH                     '1                      10
3300       ----      ----      ----      ----        '1    UNCH                     '1                    1032
3350       ----      ----      ----      ----        '1    UNCH                     '1                      67
3400       ----      ----      ----      ----        '1    UNCH                     '1                     133
3450       ----      ----      ----      ----        '1    UNCH                     '1                     220
3500       ----      ----      ----      ----        '1    UNCH                     '1                    3998
3550       ----      ----      ----      ----        '1    UNCH                     '1                     320
3600       ----      ----      ----      ----        '1    UNCH                     '1                    1479
3650       ----      ----      ----      ----        '1    UNCH          20         '1                    1008
3700       ----      ----      ----      ----        '1    UNCH                     '1                    3325
3750       ----      ----      ----      ----        '1    UNCH           1         '1                    2864
3800       ----      ----      ----      ----        '1    UNCH                     '1         179        5294
3850       ----      ----        '1A     ----        '1     -'1                     '2          34        3215
3900         '2        '2        '1      ----        '2     -'1         491         '3        1695        6959
3950         '4        '7        '2      ----        '3     -'3         651         '6         751        2580
4000        1'2       2'2B      1'0       1'0       1'0     -'6        1151        1'6        2901       11470
4050        2'6       4'6       2'1      ----       2'4    -1'2         701        3'6         554        2323
4100        5'4       8'2B      4'2      ----       5'0    -1'6        1088        6'6        3106       10391
4150        7'3      12'0B      7'1      ----       8'3    -1'6          19       10'1          75        3413
4200       10'5      16'4      10'5      ----      12'1    -1'7         216       14'0         631        5003
4250       16'3      19'4B     15'6A     ----      16'1    -2'1           1       18'2          10         196
4300       21'0      24'3B     20'5A     ----      20'5    -2'1         305       22'6                    2743
4350       ----      29'1B     25'2A     ----      25'2    -2'2                   27'4                      81
4400       32'2      34'1B     30'0A     ----      30'1    -2'2          51       32'3          23        2908
4450       ----      39'0B     34'7A     ----      35'0    -2'2                   37'2                      16
4500       40'0      44'0B     39'0      ----      39'7    -2'2           8       42'1                    4291
4550       ----      49'0B     44'5A     ----      44'7    -2'2                   47'1
4600       ----      54'0B     49'5A     ----      49'7    -2'2          10       52'1           1        2453
4650       ----      59'0B     54'6A     ----      54'7    -2'2                   57'1
4700       ----      64'0B     59'7A     ----      59'7    -2'2                   62'1                    2148
4750       ----      69'0B     64'6A     ----      64'7    -2'2                   67'1                       2
4800       72'2      74'0B     69'6A     ----      69'7    -2'2          36       72'1                     817
4850       ----      79'0B     74'6A     ----      74'7    -2'2                   77'1
4900       ----      84'0B     79'6A     ----      79'7    -2'2                   82'1           1        1676
4950       ----      89'0B     84'6A     ----      84'7    -2'2                   87'1
5000       ----      94'0B     89'6A     ----      89'7    -2'2                   92'1          12        2014
5050       ----      99'0B     94'6A     ----      94'7    -2'2                   97'1
5100       ----     104'0B     99'6A     ----      99'7    -2'2                  102'1                     901
5150       ----     109'0B    104'6A     ----     104'7    -2'2                  107'1                     400
5200       ----     114'0B    109'6A     ----     109'7    -2'2                  112'1                     650
5250       ----     119'0B    114'6A     ----     114'7    -2'2                  117'1
5300       ----     124'0B    119'6A     ----     119'7    -2'2                  122'1                     570
5400       ----     134'0B    129'6A     ----     129'7    -2'2                  132'1                     496
5500       ----     144'0B    139'6A     ----     139'7    -2'2                  142'1                      78
5600       ----     154'0B    149'6A     ----     149'7    -2'2                  152'1
5700       ----     164'0B    159'6A     ----     159'7    -2'2                  162'1                      24
5800       ----     174'0B    169'6A     ----     169'7    -2'2                  172'1
5900       ----     184'0B    179'6A     ----     179'7    -2'2                  182'1
6000       ----     194'0B    189'6A     ----     189'7    -2'2                  192'1                      20
6100       ----     204'0B    199'6A     ----     199'7    -2'2                  202'1
6200       ----     214'0B    209'6A     ----     209'7    -2'2                  212'1
6300       ----     224'0B    219'6A     ----     219'7    -2'2                  222'1
6400       ----     234'0B    229'6A     ----     229'7    -2'2                  232'1
6500       ----     244'0B    239'6A     ----     239'7    -2'2                  242'1                      80
6600       ----     254'0B    249'6A     ----     249'7    -2'2                  252'1
6700       ----     264'0B    259'6A     ----     259'7    -2'2                  262'1
6800       ----     274'0B    269'6A     ----     269'7    -2'2                  272'1
6900       ----     284'0B    279'6A     ----     279'7    -2'2                  282'1
7000       ----     294'0B    289'6A     ----     289'7    -2'2                  292'1
7100       ----     304'0B    299'6A     ----     299'7    -2'2                  302'1
7200       ----     314'0B    309'6A     ----     309'7    -2'2                  312'1
7300       ----     324'0B    319'6A     ----     319'7    -2'2                  322'1
7400       ----     332'4B    329'6A     ----     329'7    -2'2                  332'1
7500       ----      ----     339'6A     ----     339'7    -2'2                  342'1                      92
7600       ----      ----     349'6A     ----     349'7    -2'2                  352'1
7700       ----      ----     359'6A     ----     359'7    -2'2                  362'1
7800       ----      ----     369'6A     ----     369'7    -2'2                  372'1
7900       ----      ----      ----      ----     379'7    -2'2                  382'1
8000       ----      ----      ----      ----     389'7    -2'2                  392'1
8100       ----      ----      ----      ----     399'7    -2'2                  402'1
8200       ----      ----      ----      ----     409'7    -2'2                  412'1
8300       ----      ----      ----      ----     419'7    -2'2                  422'1
8400       ----      ----      ----      ----     429'7    -2'2                  432'1
10500      ----      ----      ----      ----     639'7    -2'1                  642'0
11000      ----      ----      ----      ----     689'7    -2'1                  692'0
WZ JAN17 Wheat Options PUT
3100       ----      ----      ----      ----        '1    UNCH                     '1
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1                       2
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1    UNCH                     '1                     110
3500       ----      ----      ----      ----        '1    UNCH                     '1                      46
3550       ----      ----      ----      ----        '1    UNCH                     '1
3600       ----      ----      ----      ----        '1    UNCH                     '1                       2
3650       ----      ----      ----      ----        '1     -'1                     '2                      57
3700         '5        '5        '2A     ----        '2    UNCH           8         '2                      49
3750       ----      ----      ----      ----        '2     -'1                     '3           3           6
3800       ----      ----      ----      ----        '3     -'1                     '4           8         303
3850       ----      ----        '5A     ----        '5     -'1                     '6                     150
3900       ----       1'2B      1'0A     ----        '7     -'2           4        1'1           1         587
3950       ----       1'7B      1'3A     ----       1'3     -'2           4        1'5          15         256
4000        2'0       2'6B      2'0      ----       2'1     -'2          12        2'3           8        1216
4050        2'7       4'0B      2'7      ----       3'0     -'3           1        3'3         344        1178
4100        4'7       5'5B      3'7A     ----       4'2     -'4         167        4'6         810        2693
4150        5'5       7'5B      5'3A     ----       5'6     -'5         126        6'3          23         368
4200        8'7      10'0B      7'1A     ----       7'6     -'6          31        8'4          26        1225
4250       11'6      12'6B      9'3A     ----      10'1     -'7          21       11'0          28         171
4300       13'2      15'4B     11'7A     ----      12'7    -1'0         201       13'7         784         769
4350       ----      19'0B     15'3A     ----      16'0    -1'1           1       17'1                     101
4400       ----      22'5B     18'6A     ----      19'3    -1'2          17       20'5                     103
4450       ----      26'4B     22'2A     ----      23'1    -1'3                   24'4                       1
4500       ----      30'6B     26'1A     ----      27'0    -1'4                   28'4                      10
4550       ----      35'0B     30'2A     ----      31'1    -1'4                   32'5                       1
4600       ----      39'0B     34'4A     ----      35'3    -1'5                   37'0                       2
4650       ----      43'5B     40'0A     ----      39'7    -1'5                   41'4                       2
4700       ----      48'2B     44'5A     ----      44'4    -1'5                   46'1
4750       ----      53'1B     49'2A     ----      49'1    -1'6                   50'7
4800       ----      57'7B     54'0A     ----      54'0    -1'5                   55'5
4850       ----      62'6B     58'6A     ----      58'6    -1'6                   60'4
4900       ----      67'5B     63'5A     ----      63'5    -1'6                   65'3
4950       ----      72'5B     68'4A     ----      68'4    -1'6                   70'2                       1
5000       ----      77'4B     73'3A     ----      73'4    -1'6                   75'2
5050       ----      82'4B     78'2A     ----      78'3    -1'6                   80'1
5100       ----      87'4B     83'2A     ----      83'2    -1'6                   85'0
5150       ----      92'3B     88'1A     ----      88'2    -1'6                   90'0
5200       ----      97'3B     93'1A     ----      93'2    -1'6                   95'0
5250       ----     102'3B     98'1A     ----      98'1    -1'6                   99'7                       1
5300       ----     107'3B    103'0A     ----     103'1    -1'6                  104'7                       1
5350       ----     112'3B    108'0A     ----     108'1    -1'6                  109'7
5400       ----     117'3B    113'0A     ----     113'1    -1'6                  114'7
5450       ----     122'3B    118'0A     ----     118'1    -1'6                  119'7
5500       ----     127'3B    123'0A     ----     123'1    -1'6                  124'7
WZ FEB17 Wheat Options PUT
3100       ----      ----      ----      ----        '1    UNCH                     '1
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1     -'1                     '2
3500       ----      ----      ----      ----        '2    UNCH                     '2
3550       ----      ----      ----      ----        '3    UNCH                     '3                       1
3600       ----      ----      ----      ----        '4    UNCH                     '4
3650       ----      ----        '5A     ----        '5     -'1                     '6           5           5
3700       ----      ----        '7A     ----        '7     -'1                    1'0                       3
3750       ----      ----       1'2A     ----       1'2     -'1                    1'3                      29
3800       ----       2'0B      1'5A     ----       1'5     -'2                    1'7                      55
3850       ----       2'5B      2'1A     ----       2'2     -'2                    2'4                      54
3900       ----       3'5B      2'7A     ----       3'0     -'3                    3'3          11         302
3950        4'1       4'6B      3'6A     ----       3'7     -'4           5        4'3                      64
4000        5'0       6'1B      5'0      ----       5'0     -'5           7        5'5                      71
4050       ----       8'0B      6'3A     ----       6'3     -'6                    7'1                      25
4100       ----       9'7B      8'0A     ----       8'1     -'7                    9'0           1         105
4150       ----      12'1B      9'6A     ----      10'1    -1'0                   11'1                      75
4200       12'4      14'5B     11'7A     ----      12'4    -1'0         260       13'4           7          25
4250       15'3      17'4B     14'2A     ----      15'1    -1'0           2       16'1                      64
4300       ----      20'4B     17'0A     ----      18'0    -1'0                   19'0                     192
4350       ----      23'6B     20'6A     ----      21'0    -1'1                   22'1                       4
4400       ----      27'2B     24'0A     ----      24'2    -1'2                   25'4
4450       ----      30'7B     27'4A     ----      27'6    -1'2                   29'0
4500       ----      34'6B     31'1A     ----      31'3    -1'3                   32'6
4550       ----      38'6B     34'7A     ----      35'2    -1'3                   36'5                       1
4600       ----      42'7B     38'7A     ----      39'2    -1'4                   40'6
4650       ----      47'1B     43'0A     ----      43'3    -1'4                   44'7
4700       ----      51'4B     47'2A     ----      47'4    -1'4                   49'0
4750       ----      55'3B     51'4A     ----      51'7    -1'4                   53'3
4800       ----      59'7B     56'0A     ----      56'3    -1'4                   57'7
4850       ----      64'4B     61'0A     ----      60'7    -1'5                   62'4
4900       ----      69'2B     65'5A     ----      65'4    -1'5                   67'1
4950       ----      74'0B     70'2A     ----      70'1    -1'5                   71'6
5000       ----      78'6B     74'7A     ----      74'7    -1'5                   76'4                       1
5050       ----      83'4B     79'5A     ----      79'5    -1'5                   81'2
5100       ----      88'3B     84'3A     ----      84'3    -1'5                   86'0
5150       ----      93'2B     89'2A     ----      89'1    -1'6                   90'7
5200       ----      98'1B     94'0A     ----      94'0    -1'6                   95'6
5250       ----     103'0B     98'7A     ----      98'7    -1'6                  100'5
5300       ----     107'7B    103'6A     ----     103'6    -1'6                  105'4
5350       ----     112'7B    108'5A     ----     108'6    -1'6                  110'4
5400       ----     117'6B    113'5A     ----     113'5    -1'6                  115'3
WZ MAR17 Wheat Options PUT
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1                       2
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1                       2
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '2    UNCH                     '2
3300       ----      ----      ----      ----        '2    UNCH                     '2                    1071
3400       ----      ----        '3A     ----        '3     -'1                     '4                     160
3500       ----      ----        '5A     ----        '5     -'1          25         '6                     397
3600       ----      ----       1'0A     ----       1'0     -'1                    1'1                    1002
3700       ----      ----       1'5A     ----       1'6     -'1          25        1'7                     273
3800       ----       3'2B      2'6A     ----       2'7     -'2          10        3'1           4        1801
3900        5'0       5'3       4'4A     ----       4'5     -'3          23        5'0          23        1555
4000        7'1       8'3B      7'0A      8'1       7'2     -'4         302        7'6         170        3460
4100       10'7      12'5B     10'4A     ----      10'7     -'4         209       11'3         288        3243
4200       15'0      17'4B     14'5A     ----      15'3     -'5           1       16'0         296        4606
4300       20'6      23'4B     20'1A     ----      20'5     -'7         200       21'4         250        4240
4400       27'2      29'7B     26'3A     27'0      27'1     -'6          80       27'7          26        1079
4500       ----      37'2B     33'2A     ----      34'1     -'7                   35'0                    1061
4600       ----      45'1B     40'6A     ----      41'5    -1'1                   42'6                    4624
4700       ----      53'4B     48'6A     ----      49'6    -1'2                   51'0                     543
4800       ----      62'2B     57'2A     ----      58'2    -1'3                   59'5                     667
4900       ----      71'2B     66'0A     ----      67'1    -1'4                   68'5                    1064
5000       80'0      80'4B     75'7A     ----      76'2    -1'4          13       77'6                    3771
5100       ----      90'0B     85'2A     ----      85'4    -1'5                   87'1                    1132
5200       ----      99'4B     94'6A     ----      95'0    -1'5                   96'5                    4002
5300       ----     109'2B    104'2A     ----     104'5    -1'5                  106'2                    2084
5400       ----     118'7B    113'7A     ----     114'2    -1'6                  116'0                      56
5500       ----     128'6B    123'5A     ----     124'0    -1'6                  125'6                    1476
5600       ----     138'5B    133'4A     ----     133'7    -1'6                  135'5                    2003
5700       ----     147'3B    144'1A     ----     143'6    -1'6                  145'4
5800       ----     157'2B    154'0A     ----     153'5    -1'6                  155'3
5900       ----     167'1B    163'7A     ----     163'5    -1'5                  165'2
6000       ----     177'1B    173'7A     ----     173'4    -1'6                  175'2
6100       ----     187'0B    183'6A     ----     183'4    -1'5                  185'1
6200       ----     197'0B    193'6A     ----     193'3    -1'6                  195'1
6300       ----     207'0B    203'5A     ----     203'2    -1'6                  205'0
6400       ----     217'0B    213'5A     ----     213'2    -1'6                  215'0
6500       ----     226'7B    223'5A     ----     223'1    -1'6                  224'7
6600       ----     236'7B    233'4A     ----     233'1    -1'6                  234'7
6700       ----     246'7B    243'4A     ----     243'1    -1'6                  244'7
6800       ----     256'7B    253'4A     ----     253'0    -1'6                  254'6
6900       ----     266'7B    263'4A     ----     263'0    -1'6                  264'6
7000       ----     276'7B    273'4A     ----     273'0    -1'6                  274'6
7100       ----     286'7B    283'4A     ----     283'0    -1'6                  284'6
7200       ----     296'7B    293'4A     ----     293'0    -1'6                  294'6
7300       ----     306'7B    303'4A     ----     303'0    -1'6                  304'6
7400       ----     316'6B    313'4A     ----     313'0    -1'6                  314'6
7500       ----     326'6B    323'3A     ----     323'0    -1'6                  324'6
7600       ----     336'6B    333'3A     ----     333'0    -1'6                  334'6
7700       ----     346'6B    343'3A     ----     343'0    -1'6                  344'6
7800       ----     356'6B    353'3A     ----     353'0    -1'6                  354'6
7900       ----     366'6B    363'3A     ----     363'0    -1'6                  364'6
8000       ----     376'6B    373'3A     ----     373'0    -1'6                  374'6
