W Wheat Futures
DEC16     409'0     412'0     404'4     410'0     410'2    +2'2       55696      408'0       53488      129941
MAR17     425'6     429'6     421'2     426'4     427'0    +1'6       58935      425'2       47836      237706
MAY17     439'4     443'4     436'0     440'0B    440'4    +1'4       12061      439'0       12030       51222
JLY17     453'0     457'4     450'6     454'2     454'6    +1'0        7342      453'6        6164       59236
SEP17     469'6     472'2     466'0A    468'4     469'2     +'6         623      468'4         879       10527
DEC17     490'0     490'4     484'4A    487'0A    487'6     +'4         894      487'2        2129       19056
MAR18     500'6     501'4     498'2     499'0     498'4    UNCH          92      498'4          73        3194
MAY18     508'4     508'4     508'4     508'4     506'6     +'4          73      506'2          36         250
JLY18     512'4     512'4     512'4     512'4     513'4    +3'2          41      510'2           2         196
SEP18     527'0     527'0     527'0     527'0     527'2    +3'0           2      524'2           2         171
DEC18     544'0     544'0     542'6     544'0     546'2    +3'2         157      543'0           5         120
MAR19      ----     555'0B     ----     555'0B    555'4    +5'0                  550'4
7400       ----      ----      ----      ----     254'7     -'4                  255'3
7500       ----      ----      ----      ----     264'5     -'4                  265'1

WEO DEC16 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     83.25    UNCH                  83.25
10200      ----      ----      ----      ----     81.25    UNCH                  81.25
10400      ----      ----      ----      ----     79.25    UNCH                  79.25
10600      ----      ----      ----      ----     77.25    UNCH                  77.25
10800      ----      ----      ----      ----     75.25    UNCH                  75.25
11000      ----      ----      ----      ----     73.25    UNCH                  73.25
11200      ----      ----      ----      ----     71.25    UNCH                  71.25
11400      ----      ----      ----      ----     69.25    UNCH                  69.25
11600      ----      ----      ----      ----     67.25    UNCH                  67.25
11700      ----      ----      ----      ----     66.25    UNCH                  66.25
11800      ----      ----      ----      ----     65.25    UNCH                  65.25
11900      ----      ----      ----      ----     64.25    UNCH                  64.25
12000      ----      ----      ----      ----     63.25    UNCH                  63.25
12100      ----      ----      ----      ----     62.25    UNCH                  62.25
12200      ----      ----      ----      ----     61.25    UNCH                  61.25
12300      ----      ----      ----      ----     60.25    UNCH                  60.25
12400      ----      ----      ----      ----     59.25    UNCH                  59.25
12500      ----      ----      ----      ----     58.25    UNCH                  58.25
12600      ----      ----      ----      ----     57.25    UNCH                  57.25
12700      ----      ----      ----      ----     56.25    UNCH                  56.25
12800      ----      ----      ----      ----     55.25    UNCH                  55.25
12900      ----      ----      ----      ----     54.25    UNCH                  54.25
13000      ----      ----      ----      ----     53.25    UNCH                  53.25
13100      ----      ----      ----      ----     52.25    UNCH                  52.25
13200      ----      ----      ----      ----     51.25    UNCH                  51.25
13300      ----      ----      ----      ----     50.25    UNCH                  50.25
13400      ----      ----      ----      ----     49.25    UNCH                  49.25
13500      ----      ----      ----      ----     48.25    UNCH                  48.25
13600      ----      ----      ----      ----     47.25    UNCH                  47.25
13700      ----      ----      ----      ----     46.25    UNCH                  46.25
13800      ----      ----      ----      ----     45.25    UNCH                  45.25
13900      ----      ----      ----      ----     44.25    UNCH                  44.25
14000      ----      ----      ----      ----     43.25    UNCH                  43.25
14100      ----      ----      ----      ----     42.25    UNCH                  42.25
14200      ----      ----      ----      ----     41.25    UNCH                  41.25
14300      ----      ----      ----      ----     40.25    UNCH                  40.25
14400      ----      ----      ----      ----     39.25    UNCH                  39.25
14500      ----      ----      ----      ----     38.25    UNCH                  38.25
14600      ----      ----      ----      ----     37.25    UNCH                  37.25
14700      ----      ----      ----      ----     36.25    UNCH                  36.25
14800      ----      ----      ----      ----     35.25    UNCH                  35.25
14900      ----      ----      ----      ----     34.25    UNCH                  34.25
15000      ----      ----      ----      ----     33.25    UNCH                  33.25
15100      ----      ----      ----      ----     32.25    UNCH                  32.25
15200      ----      ----      ----      ----     31.25    UNCH                  31.25
15300      ----      ----      ----      ----     30.25    UNCH                  30.25
15400      ----      ----      ----      ----     29.25    UNCH                  29.25
15500      ----      ----      ----      ----     28.25    UNCH                  28.25
15600      ----      ----      ----      ----     27.25    UNCH                  27.25
15700      ----      ----      ----      ----     26.25    UNCH                  26.25
15800      ----      ----      ----      ----     25.25    UNCH                  25.25
15900      ----      ----      ----      ----     24.25    UNCH                  24.25
16000      ----      ----      ----      ----     23.25    UNCH                  23.25                       1
16100      ----      ----      ----      ----     22.25    UNCH                  22.25
16200      ----      ----      ----      ----     21.25    UNCH                  21.25
16300      ----      ----      ----      ----     20.25    UNCH                  20.25
16400      ----      ----      ----      ----     19.25    UNCH                  19.25
16500      ----      ----      ----      ----     18.25    UNCH                  18.25                       1
16600      ----      ----      ----      ----     17.25    UNCH                  17.25
16700      ----      ----      ----      ----     16.25    UNCH                  16.25
16800      ----      ----      ----      ----     15.25    UNCH                  15.25
16900      ----      ----      ----      ----     14.25    UNCH                  14.25
17000      ----      ----      ----      ----     13.25    UNCH                  13.25
17100      ----      ----      ----      ----     12.25    UNCH                  12.25
17200      ----      ----      ----      ----     11.25    UNCH                  11.25
17300      ----      ----      ----      ----     10.25    UNCH                  10.25
17400      ----      ----      ----      ----      9.25    UNCH                   9.25
17500      ----      ----      ----      ----      8.25    UNCH                   8.25                      26
17600      ----      ----      ----      ----      6.50   -1.00                   7.50                       1
17700      ----      ----      ----      ----      5.75   -1.00                   6.75                       5
17800      ----      ----      ----      ----      4.75   -1.25                   6.00
17900      ----      ----      ----      ----      3.75   -1.25                   5.00
18000      ----      ----      ----      ----      3.00   -1.50                   4.50                      75
18100      ----      ----      ----      ----      2.25   -1.50                   3.75
18200      ----      ----      ----      ----      1.75   -1.25                   3.00
18300      ----      ----      ----      ----      1.50   -1.00                   2.50
18400      ----      ----      ----      ----      1.00   -1.00                   2.00
18500      ----      ----      ----      ----       .75   -1.00                   1.75
18600      ----      ----      ----      ----       .75    -.75                   1.50
18700      ----      ----      ----      ----       .50    -.75                   1.25
18800      ----      ----      ----      ----       .50    -.75                   1.25
18900      ----      ----      ----      ----       .25    -.75                   1.00
19000      ----      ----      ----      ----       .25    -.75                   1.00
19100      ----      ----      ----      ----       .25    -.50                    .75
19200      ----      ----      ----      ----       .25    -.50                    .75
19300      ----      ----      ----      ----       .25    -.25                    .50
19400      ----      ----      ----      ----       .25    -.25                    .50
19500      ----      ----      ----      ----       .25    UNCH                    .25
19600      ----      ----      ----      ----       .25    UNCH                    .25
19700      ----      ----      ----      ----       .25    UNCH                    .25
19800      ----      ----      ----      ----       .25    UNCH                    .25
19900      ----      ----      ----      ----       .25    UNCH                    .25
20000      ----      ----      ----      ----       .25    UNCH                    .25
20100      ----      ----      ----      ----       .25    UNCH                    .25
20200      ----      ----      ----      ----       .25    UNCH                    .25
20300      ----      ----      ----      ----       .25    UNCH                    .25
20400      ----      ----      ----      ----       .25    UNCH                    .25
20500      ----      ----      ----      ----       .25    UNCH                    .25
20600      ----      ----      ----      ----       .25    UNCH                    .25
20700      ----      ----      ----      ----       .25    UNCH                    .25
20800      ----      ----      ----      ----       .25    UNCH                    .25
20900      ----      ----      ----      ----       .25    UNCH                    .25
21000      ----      ----      ----      ----       .25    UNCH                    .25
21100      ----      ----      ----      ----       .25    UNCH                    .25
21200      ----      ----      ----      ----       .25    UNCH                    .25
21300      ----      ----      ----      ----       .25    UNCH                    .25
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22500      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22700      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
26800      ----      ----      ----      ----       .25    UNCH                    .25
27000      ----      ----      ----      ----       .25    UNCH                    .25
27200      ----      ----      ----      ----       .25    UNCH                    .25
7800       ----      ----      ----      ----    105.25    UNCH                 105.25
8000       ----      ----      ----      ----    103.25    UNCH                 103.25
8200       ----      ----      ----      ----    101.25    UNCH                 101.25
8400       ----      ----      ----      ----     99.25    UNCH                  99.25
8600       ----      ----      ----      ----     97.25    UNCH                  97.25
8800       ----      ----      ----      ----     95.25    UNCH                  95.25
9000       ----      ----      ----      ----     93.25    UNCH                  93.25
9200       ----      ----      ----      ----     91.25    UNCH                  91.25
9400       ----      ----      ----      ----     89.25    UNCH                  89.25
9600       ----      ----      ----      ----     87.25    UNCH                  87.25
9800       ----      ----      ----      ----     85.25    UNCH                  85.25
WEO MAR17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     79.75    -.75                  80.50
10200      ----      ----      ----      ----     77.75    -.75                  78.50
10400      ----      ----      ----      ----     75.75    -.75                  76.50
10600      ----      ----      ----      ----     73.75    -.75                  74.50
10800      ----      ----      ----      ----     71.75   -1.00                  72.75
11000      ----      ----      ----      ----     69.75   -1.00                  70.75
11200      ----      ----      ----      ----     67.75   -1.00                  68.75
11400      ----      ----      ----      ----     65.75   -1.00                  66.75
11600      ----      ----      ----      ----     63.75   -1.00                  64.75
11800      ----      ----      ----      ----     62.00    -.75                  62.75
12000      ----      ----      ----      ----     60.00    -.75                  60.75
12100      ----      ----      ----      ----     59.00    -.75                  59.75
12200      ----      ----      ----      ----     58.00    -.75                  58.75
12300      ----      ----      ----      ----     57.00    -.75                  57.75
12400      ----      ----      ----      ----     56.00    -.75                  56.75
12500      ----      ----      ----      ----     55.00    -.75                  55.75
12600      ----      ----      ----      ----     54.00    -.75                  54.75
12700      ----      ----      ----      ----     53.00    -.75                  53.75
12800      ----      ----      ----      ----     52.00    -.75                  52.75
12900      ----      ----      ----      ----     51.00    -.75                  51.75
13000      ----      ----      ----      ----     50.00    -.75                  50.75
13100      ----      ----      ----      ----     49.00    -.75                  49.75
13200      ----      ----      ----      ----     48.00    -.75                  48.75
13300      ----      ----      ----      ----     47.00    -.75                  47.75
13400      ----      ----      ----      ----     46.00    -.75                  46.75
13500      ----      ----      ----      ----     45.00    -.75                  45.75
13600      ----      ----      ----      ----     44.00    -.75                  44.75
13700      ----      ----      ----      ----     43.00    -.75                  43.75
13800      ----      ----      ----      ----     42.00    -.75                  42.75
13900      ----      ----      ----      ----     41.00    -.75                  41.75
14000      ----      ----      ----      ----     40.00    -.75                  40.75
14100      ----      ----      ----      ----     39.00    -.75                  39.75
14200      ----      ----      ----      ----     38.00    -.75                  38.75
14300      ----      ----      ----      ----     37.00    -.75                  37.75
14400      ----      ----      ----      ----     36.00    -.75                  36.75
14500      ----      ----      ----      ----     35.00    -.75                  35.75
14600      ----      ----      ----      ----     34.00    -.75                  34.75
14700      ----      ----      ----      ----     33.00    -.75                  33.75
14800      ----      ----      ----      ----     32.00    -.75                  32.75
14900      ----      ----      ----      ----     31.00    -.75                  31.75
15000      ----      ----      ----      ----     30.00    -.75                  30.75
15100      ----      ----      ----      ----     29.00    -.75                  29.75
15200      ----      ----      ----      ----     28.00    -.75                  28.75
15300      ----      ----      ----      ----     27.00    -.75                  27.75
15400      ----      ----      ----      ----     26.00    -.75                  26.75
15500      ----      ----      ----      ----     25.00    -.75                  25.75
15600      ----      ----      ----      ----     24.25    -.50                  24.75
15700      ----      ----      ----      ----     23.25    -.50                  23.75
15800      ----      ----      ----      ----     22.25    -.50                  22.75
15900      ----      ----      ----      ----     21.50    -.50                  22.00
16000      ----      ----      ----      ----     20.50    -.50                  21.00
16100      ----      ----      ----      ----     19.50    -.75                  20.25
16200      ----      ----      ----      ----     18.75    -.75                  19.50
16300      ----      ----      ----      ----     18.00    -.50                  18.50
16400      ----      ----      ----      ----     17.00    -.75                  17.75
16500      ----      ----      ----      ----     16.25    -.75                  17.00
16600      ----      ----      ----      ----     15.50    -.50                  16.00
16700      ----      ----      ----      ----     14.50    -.75                  15.25
16800      ----      ----      ----      ----     13.75    -.75                  14.50
16900      ----      ----      ----      ----     13.00    -.75                  13.75
17000      ----      ----      ----      ----     12.25    -.75                  13.00                      30
17100      ----      ----      ----      ----     11.50    -.75                  12.25
17200      ----      ----      ----      ----     10.75    -.75                  11.50
17300      ----      ----      ----      ----     10.25    -.50                  10.75
17400      ----      ----      ----      ----      9.50    -.75                  10.25
17500      ----      ----      ----      ----      9.00    -.50                   9.50
17600      ----      ----      ----      ----      8.25    -.75                   9.00
17700      ----      ----      ----      ----      7.75    -.50                   8.25
17800      ----      ----      ----      ----      7.25    -.50                   7.75
17900      ----      ----      ----      ----      6.75    -.50                   7.25
18000      ----      ----      ----      ----      6.25    -.50                   6.75                      30
18100      ----      ----      ----      ----      5.75    -.50                   6.25
18200      ----      ----      ----      ----      5.25    -.50                   5.75
18300      ----      ----      ----      ----      5.00    -.50                   5.50
18400      ----      ----      ----      ----      4.75    -.25                   5.00
18500      ----      ----      ----      ----      4.50    -.25                   4.75
18600      ----      ----      ----      ----      4.00    -.50                   4.50
18700      ----      ----      ----      ----      3.75    -.25                   4.00
18800      ----      ----      ----      ----      3.50    -.25                   3.75
18900      ----      ----      ----      ----      3.25    -.25                   3.50
19000      ----      ----      ----      ----      3.00    -.25                   3.25
19100      ----      ----      ----      ----      2.75    -.25                   3.00
19200      ----      ----      ----      ----      2.50    -.25                   2.75
19300      ----      ----      ----      ----      2.25    -.25                   2.50
19400      ----      ----      ----      ----      2.00    -.25                   2.25
19500      ----      ----      ----      ----      1.75    -.25                   2.00
19600      ----      ----      ----      ----      1.75    UNCH                   1.75
19700      ----      ----      ----      ----      1.50    UNCH                   1.50
19800      ----      ----      ----      ----      1.25    -.25                   1.50
19900      ----      ----      ----      ----      1.00    -.25                   1.25
20000      ----      ----      ----      ----      1.00    UNCH                   1.00
20100      ----      ----      ----      ----       .75    -.25                   1.00
20200      ----      ----      ----      ----       .50    -.25                    .75
20300      ----      ----      ----      ----       .50    UNCH                    .50
20400      ----      ----      ----      ----       .50    +.25                    .25
20500      ----      ----      ----      ----       .50    +.25                    .25
20600      ----      ----      ----      ----       .25    UNCH                    .25
20700      ----      ----      ----      ----       .25    UNCH                    .25
20800      ----      ----      ----      ----       .25    UNCH                    .25
20900      ----      ----      ----      ----       .25    UNCH                    .25
21000      ----      ----      ----      ----       .25    UNCH                    .25
21100      ----      ----      ----      ----       .25    UNCH                    .25
21200      ----      ----      ----      ----       .25    UNCH                    .25
21300      ----      ----      ----      ----       .25    UNCH                    .25
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22500      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22700      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
22900      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
26800      ----      ----      ----      ----       .25    UNCH                    .25
27000      ----      ----      ----      ----       .25    UNCH                    .25
27200      ----      ----      ----      ----       .25    UNCH                    .25
27400      ----      ----      ----      ----       .25    UNCH                    .25
27600      ----      ----      ----      ----       .25    UNCH                    .25
8200       ----      ----      ----      ----     97.75    -.75                  98.50
8400       ----      ----      ----      ----     95.75    -.75                  96.50
8600       ----      ----      ----      ----     93.75    -.75                  94.50
8800       ----      ----      ----      ----     91.75    -.75                  92.50
9000       ----      ----      ----      ----     89.75    -.75                  90.50
9200       ----      ----      ----      ----     87.75    -.75                  88.50
9400       ----      ----      ----      ----     85.75    -.75                  86.50
9600       ----      ----      ----      ----     83.75    -.75                  84.50
9800       ----      ----      ----      ----     81.75    -.75                  82.50
WEO MAY17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     79.50    -.75                  80.25
10200      ----      ----      ----      ----     77.50    -.75                  78.25
10400      ----      ----      ----      ----     75.50    -.75                  76.25
10600      ----      ----      ----      ----     73.50    -.75                  74.25
10800      ----      ----      ----      ----     71.50    -.75                  72.25
11000      ----      ----      ----      ----     69.50    -.75                  70.25
11200      ----      ----      ----      ----     67.50    -.75                  68.25
11400      ----      ----      ----      ----     65.50    -.75                  66.25
11600      ----      ----      ----      ----     63.50    -.75                  64.25
11800      ----      ----      ----      ----     61.50    -.75                  62.25
12000      ----      ----      ----      ----     59.50    -.75                  60.25
12200      ----      ----      ----      ----     57.50    -.75                  58.25
12300      ----      ----      ----      ----     56.50    -.75                  57.25
12400      ----      ----      ----      ----     55.50    -.75                  56.25
12500      ----      ----      ----      ----     54.50    -.75                  55.25
12600      ----      ----      ----      ----     53.50    -.75                  54.25
12700      ----      ----      ----      ----     52.50    -.75                  53.25
12800      ----      ----      ----      ----     51.50    -.75                  52.25
12900      ----      ----      ----      ----     50.50    -.75                  51.25
13000      ----      ----      ----      ----     49.50    -.75                  50.25
13100      ----      ----      ----      ----     48.50    -.75                  49.25
13200      ----      ----      ----      ----     47.50    -.75                  48.25
13300      ----      ----      ----      ----     46.50    -.75                  47.25
13400      ----      ----      ----      ----     45.50    -.75                  46.25
13500      ----      ----      ----      ----     44.50    -.75                  45.25
13600      ----      ----      ----      ----     43.50    -.75                  44.25
13700      ----      ----      ----      ----     42.50    -.75                  43.25
13800      ----      ----      ----      ----     41.50    -.75                  42.25
13900      ----      ----      ----      ----     40.50    -.75                  41.25
14000      ----      ----      ----      ----     39.50    -.75                  40.25
14100      ----      ----      ----      ----     38.50    -.75                  39.25
14200      ----      ----      ----      ----     37.50    -.75                  38.25
14300      ----      ----      ----      ----     36.75    -.50                  37.25
14400      ----      ----      ----      ----     35.75    -.50                  36.25
14500      ----      ----      ----      ----     34.75    -.50                  35.25
14600      ----      ----      ----      ----     33.75    -.50                  34.25
14700      ----      ----      ----      ----     32.75    -.75                  33.50
14800      ----      ----      ----      ----     31.75    -.75                  32.50
14900      ----      ----      ----      ----     30.75    -.75                  31.50
15000      ----      ----      ----      ----     29.75    -.75                  30.50
15100      ----      ----      ----      ----     28.75    -.75                  29.50
15200      ----      ----      ----      ----     28.00    -.75                  28.75
15300      ----      ----      ----      ----     27.00    -.75                  27.75
15400      ----      ----      ----      ----     26.00    -.75                  26.75
15500      ----      ----      ----      ----     25.25    -.75                  26.00
15600      ----      ----      ----      ----     24.25    -.75                  25.00
15700      ----      ----      ----      ----     23.25    -.75                  24.00
15800      ----      ----      ----      ----     22.50    -.75                  23.25
15900      ----      ----      ----      ----     21.50    -.75                  22.25
16000      ----      ----      ----      ----     20.75    -.75                  21.50
16100      ----      ----      ----      ----     20.00    -.50                  20.50
16200      ----      ----      ----      ----     19.00    -.75                  19.75
16300      ----      ----      ----      ----     18.25    -.75                  19.00
16400      ----      ----      ----      ----     17.50    -.50                  18.00
16500      ----      ----      ----      ----     16.50    -.75                  17.25                       5
16600      ----      ----      ----      ----     15.75    -.75                  16.50
16700      ----      ----      ----      ----     15.00    -.75                  15.75
16800      ----      ----      ----      ----     14.50    -.50                  15.00
16900      ----      ----      ----      ----     13.75    -.50                  14.25
17000      ----      ----      ----      ----     13.00    -.50                  13.50
17100      ----      ----      ----      ----     12.50    -.50                  13.00
17200      ----      ----      ----      ----     11.75    -.50                  12.25
17300      ----      ----      ----      ----     11.25    -.50                  11.75
17400      ----      ----      ----      ----     10.50    -.75                  11.25
17500      ----      ----      ----      ----     10.00    -.50                  10.50                      45
17600      ----      ----      ----      ----      9.50    -.50                  10.00
17700      ----      ----      ----      ----      9.00    -.50                   9.50
17800      ----      ----      ----      ----      8.25    -.50                   8.75
17900      ----      ----      ----      ----      7.75    -.50                   8.25
18000      ----      ----      ----      ----      7.50    -.25                   7.75
18100      ----      ----      ----      ----      7.00    -.50                   7.50
18200      ----      ----      ----      ----      6.50    -.50                   7.00
18300      ----      ----      ----      ----      6.00    -.50                   6.50
18400      ----      ----      ----      ----      5.75    -.25                   6.00
18500      ----      ----      ----      ----      5.25    -.50                   5.75
18600      ----      ----      ----      ----      5.00    -.25                   5.25
18700      ----      ----      ----      ----      4.50    -.50                   5.00
18800      ----      ----      ----      ----      4.25    -.25                   4.50
18900      ----      ----      ----      ----      4.00    -.25                   4.25
19000      ----      ----      ----      ----      3.75    -.25                   4.00                      50
19100      ----      ----      ----      ----      3.50    -.25                   3.75
19200      ----      ----      ----      ----      3.25    -.25                   3.50
19300      ----      ----      ----      ----      3.00    -.25                   3.25
19400      ----      ----      ----      ----      2.75    -.25                   3.00
19500      ----      ----      ----      ----      2.50    -.25                   2.75
19600      ----      ----      ----      ----      2.25    -.25                   2.50
19700      ----      ----      ----      ----      2.25    UNCH                   2.25
19800      ----      ----      ----      ----      2.00    -.25                   2.25
19900      ----      ----      ----      ----      1.75    -.25                   2.00
20000      ----      ----      ----      ----      1.75    -.25                   2.00
20100      ----      ----      ----      ----      1.50    -.25                   1.75
20200      ----      ----      ----      ----      1.50    -.25                   1.75
20300      ----      ----      ----      ----      1.25    -.25                   1.50
20400      ----      ----      ----      ----      1.25    UNCH                   1.25
20500      ----      ----      ----      ----      1.00    -.25                   1.25
20600      ----      ----      ----      ----      1.00    UNCH                   1.00
20700      ----      ----      ----      ----      1.00    UNCH                   1.00
20800      ----      ----      ----      ----       .75    -.25                   1.00
20900      ----      ----      ----      ----       .75    UNCH                    .75
21000      ----      ----      ----      ----       .50    -.25                    .75
21100      ----      ----      ----      ----       .50    UNCH                    .50
21200      ----      ----      ----      ----       .50    UNCH                    .50
21300      ----      ----      ----      ----       .50    UNCH                    .50
21400      ----      ----      ----      ----       .25    UNCH                    .25
21500      ----      ----      ----      ----       .25    UNCH                    .25
21600      ----      ----      ----      ----       .25    UNCH                    .25
21700      ----      ----      ----      ----       .25    UNCH                    .25
21800      ----      ----      ----      ----       .25    UNCH                    .25
21900      ----      ----      ----      ----       .25    UNCH                    .25
22000      ----      ----      ----      ----       .25    UNCH                    .25
22100      ----      ----      ----      ----       .25    UNCH                    .25
22200      ----      ----      ----      ----       .25    UNCH                    .25
22300      ----      ----      ----      ----       .25    UNCH                    .25
22400      ----      ----      ----      ----       .25    UNCH                    .25
22500      ----      ----      ----      ----       .25    UNCH                    .25
22600      ----      ----      ----      ----       .25    UNCH                    .25
22700      ----      ----      ----      ----       .25    UNCH                    .25
22800      ----      ----      ----      ----       .25    UNCH                    .25
22900      ----      ----      ----      ----       .25    UNCH                    .25
23000      ----      ----      ----      ----       .25    UNCH                    .25
23100      ----      ----      ----      ----       .25    UNCH                    .25
23200      ----      ----      ----      ----       .25    UNCH                    .25
23400      ----      ----      ----      ----       .25    UNCH                    .25
23600      ----      ----      ----      ----       .25    UNCH                    .25
23800      ----      ----      ----      ----       .25    UNCH                    .25
24000      ----      ----      ----      ----       .25    UNCH                    .25
24200      ----      ----      ----      ----       .25    UNCH                    .25
24400      ----      ----      ----      ----       .25    UNCH                    .25
24600      ----      ----      ----      ----       .25    UNCH                    .25
24800      ----      ----      ----      ----       .25    UNCH                    .25
25000      ----      ----      ----      ----       .25    UNCH                    .25
25200      ----      ----      ----      ----       .25    UNCH                    .25
25400      ----      ----      ----      ----       .25    UNCH                    .25
25600      ----      ----      ----      ----       .25    UNCH                    .25
25800      ----      ----      ----      ----       .25    UNCH                    .25
26000      ----      ----      ----      ----       .25    UNCH                    .25
26200      ----      ----      ----      ----       .25    UNCH                    .25
26400      ----      ----      ----      ----       .25    UNCH                    .25
26600      ----      ----      ----      ----       .25    UNCH                    .25
26800      ----      ----      ----      ----       .25    UNCH                    .25
27000      ----      ----      ----      ----       .25    UNCH                    .25
27200      ----      ----      ----      ----       .25    UNCH                    .25
27400      ----      ----      ----      ----       .25    UNCH                    .25
27600      ----      ----      ----      ----       .25    UNCH                    .25
27800      ----      ----      ----      ----       .25    UNCH                    .25
8200       ----      ----      ----      ----     97.50    -.75                  98.25
8400       ----      ----      ----      ----     95.50    -.75                  96.25
8600       ----      ----      ----      ----     93.50    -.75                  94.25
8800       ----      ----      ----      ----     91.50    -.75                  92.25
9000       ----      ----      ----      ----     89.50    -.75                  90.25
9200       ----      ----      ----      ----     87.50    -.75                  88.25
9400       ----      ----      ----      ----     85.50    -.75                  86.25
9600       ----      ----      ----      ----     83.50    -.75                  84.25
9800       ----      ----      ----      ----     81.50    -.75                  82.25
WEO SEP17 EU Milling Wheat Options CALL
10000      ----      ----      ----      ----     67.00    -.75                  67.75
10200      ----      ----      ----      ----     65.00    -.75                  65.75
10400      ----      ----      ----      ----     63.00    -.75                  63.75
10600      ----      ----      ----      ----     61.00    -.75                  61.75
10800      ----      ----      ----      ----     59.00    -.75                  59.75
11000      ----      ----      ----      ----     57.00    -.75                  57.75
11200      ----      ----      ----      ----     55.00    -.75                  55.75
11400      ----      ----      ----      ----     53.00    -.75                  53.75
11600      ----      ----      ----      ----     51.00    -.75                  51.75
11800      ----      ----      ----      ----     49.00    -.75                  49.75
12000      ----      ----      ----      ----     47.00    -.75                  47.75
12200      ----      ----      ----      ----     45.00    -.75                  45.75
12400      ----      ----      ----      ----     43.25    -.50                  43.75
12500      ----      ----      ----      ----     42.25    -.50                  42.75
12600      ----      ----      ----      ----     41.25    -.50                  41.75
12700      ----      ----      ----      ----     40.25    -.50                  40.75
12800      ----      ----      ----      ----     39.25    -.50                  39.75
