                PRELIMINARY PRICES AS OF 12/20/18 09:30 AM (CST)
MAY19      ----      ----      ----      ----      ----    UNCH                 -.0100
JUN19      ----      ----      ----      ----      ----    UNCH                  .0000
6T In Delivery Month European Union Allowance (EUA) F
DEC19      ----      ----      ----      ----      ----    UNCH                24.6200
DEC20      ----      ----      ----      ----      ----    UNCH                25.1900
A2 WTI OIL CS1 SYNTHT
FEB19      ----      ----      ----      ----      ----    UNCH                   -.32
MAR19      ----      ----      ----      ----      ----    UNCH                   -.34
APR19      ----      ----      ----      ----      ----    UNCH                   -.37
MAY19      ----      ----      ----      ----      ----    UNCH                   -.35
JUN19      ----      ----      ----      ----      ----    UNCH                   -.30
JLY19      ----      ----      ----      ----      ----    UNCH                   -.24
AUG19      ----      ----      ----      ----      ----    UNCH                   -.18
SEP19      ----      ----      ----      ----      ----    UNCH                   -.15
OCT19      ----      ----      ----      ----      ----    UNCH                   -.14
NOV19      ----      ----      ----      ----      ----    UNCH                   -.09
DEC19      ----      ----      ----      ----      ----    UNCH                   -.06
JAN20      ----      ----      ----      ----      ----    UNCH                   -.05
FEB20      ----      ----      ----      ----      ----    UNCH                   -.05
MAR20      ----      ----      ----      ----      ----    UNCH                   -.05
APR20      ----      ----      ----      ----      ----    UNCH                   -.03
MAY20      ----      ----      ----      ----      ----    UNCH                   -.06
JUN20      ----      ----      ----      ----      ----    UNCH                    .01
JLY20      ----      ----      ----      ----      ----    UNCH                   -.02
AUG20      ----      ----      ----      ----      ----    UNCH                   -.04
SEP20      ----      ----      ----      ----      ----    UNCH                   -.05
OCT20      ----      ----      ----      ----      ----    UNCH                   -.07
NOV20      ----      ----      ----      ----      ----    UNCH                   -.08
DEC20      ----      ----      ----      ----      ----    UNCH                    .00
JAN21      ----      ----      ----      ----      ----    UNCH                    .01
FEB21      ----      ----      ----      ----      ----    UNCH                    .00
MAR21      ----      ----      ----      ----      ----    UNCH                   -.01
APR21      ----      ----      ----      ----      ----    UNCH                   -.01
MAY21      ----      ----      ----      ----      ----    UNCH                   -.04
JUN21      ----      ----      ----      ----      ----    UNCH                    .00
JLY21      ----      ----      ----      ----      ----    UNCH                   -.01
AUG21      ----      ----      ----      ----      ----    UNCH                   -.02
SEP21      ----      ----      ----      ----      ----    UNCH                   -.03
OCT21      ----      ----      ----      ----      ----    UNCH                   -.04
NOV21      ----      ----      ----      ----      ----    UNCH                   -.04
DEC21      ----      ----      ----      ----      ----    UNCH                    .03
JAN22      ----      ----      ----      ----      ----    UNCH                    .03
FEB22      ----      ----      ----      ----      ----    UNCH                    .01
MAR22      ----      ----      ----      ----      ----    UNCH                    .00
APR22      ----      ----      ----      ----      ----    UNCH                    .00
MAY22      ----      ----      ----      ----      ----    UNCH                   -.01
JUN22      ----      ----      ----      ----      ----    UNCH                   -.01
JLY22      ----      ----      ----      ----      ----    UNCH                   -.01
AUG22      ----      ----      ----      ----      ----    UNCH                   -.03
SEP22      ----      ----      ----      ----      ----    UNCH                   -.04
OCT22      ----      ----      ----      ----      ----    UNCH                   -.04
NOV22      ----      ----      ----      ----      ----    UNCH                   -.04
DEC22      ----      ----      ----      ----      ----    UNCH                    .02
JAN23      ----      ----      ----      ----      ----    UNCH                    .02
FEB23      ----      ----      ----      ----      ----    UNCH                    .00
MAR23      ----      ----      ----      ----      ----    UNCH                   -.01
APR23      ----      ----      ----      ----      ----    UNCH                   -.01
MAY23      ----      ----      ----      ----      ----    UNCH                   -.02
JUN23      ----      ----      ----      ----      ----    UNCH                    .00
JLY23      ----      ----      ----      ----      ----    UNCH                   -.01
AUG23      ----      ----      ----      ----      ----    UNCH                   -.02
SEP23      ----      ----      ----      ----      ----    UNCH                   -.03
OCT23      ----      ----      ----      ----      ----    UNCH                   -.04
NOV23      ----      ----      ----      ----      ----    UNCH                   -.02
DEC23      ----      ----      ----      ----      ----    UNCH                    .02
JAN24      ----      ----      ----      ----      ----    UNCH                    .01
FEB24      ----      ----      ----      ----      ----    UNCH                    .06
MAR24      ----      ----      ----      ----      ----    UNCH                    .02
APR24      ----      ----      ----      ----      ----    UNCH                    .00
MAY24      ----      ----      ----      ----      ----    UNCH                    .00
JUN24      ----      ----      ----      ----      ----    UNCH                   -.01
JLY24      ----      ----      ----      ----      ----    UNCH                    .00
AUG24      ----      ----      ----      ----      ----    UNCH                    .01
SEP24      ----      ----      ----      ----      ----    UNCH                   -.02
OCT24      ----      ----      ----      ----      ----    UNCH                   -.04
NOV24      ----      ----      ----      ----      ----    UNCH                   -.05
BH NY Harbor ULSD Bullet Futures
JAN19      ----      ----      ----      ----      ----    UNCH                 1.8054                      13
FEB19      ----      ----      ----      ----      ----    UNCH                 1.7967                      13
MAR19      ----      ----      ----      ----      ----    UNCH                 1.7824                      13
APR19      ----      ----      ----      ----      ----    UNCH                 1.7663                      13
MAY19      ----      ----      ----      ----      ----    UNCH                 1.7635                      13
JUN19      ----      ----      ----      ----      ----    UNCH                 1.7683                      13
JLY19      ----      ----      ----      ----      ----    UNCH                 1.7793                      13
AUG19      ----      ----      ----      ----      ----    UNCH                 1.7905                      13
SEP19      ----      ----      ----      ----      ----    UNCH                 1.8023                      13
OCT19      ----      ----      ----      ----      ----    UNCH                 1.8128                      13
NOV19      ----      ----      ----      ----      ----    UNCH                 1.8214                      13
DEC19      ----      ----      ----      ----      ----    UNCH                 1.8282                      13
JAN20      ----      ----      ----      ----      ----    UNCH                 1.8344                       2
FEB20      ----      ----      ----      ----      ----    UNCH                 1.8361                       2
MAR20      ----      ----      ----      ----      ----    UNCH                 1.8352                       2
APR20      ----      ----      ----      ----      ----    UNCH                 1.8306                       2
MAY20      ----      ----      ----      ----      ----    UNCH                 1.8322                       2
JUN20      ----      ----      ----      ----      ----    UNCH                 1.8378                       2
JLY20      ----      ----      ----      ----      ----    UNCH                 1.8471                       2
AUG20      ----      ----      ----      ----      ----    UNCH                 1.8556                       2
SEP20      ----      ----      ----      ----      ----    UNCH                 1.8598                       2
OCT20      ----      ----      ----      ----      ----    UNCH                 1.8612                       2
NOV20      ----      ----      ----      ----      ----    UNCH                 1.8626                       2
DEC20      ----      ----      ----      ----      ----    UNCH                 1.8602                       2
JAN21      ----      ----      ----      ----      ----    UNCH                 1.8632
FEB21      ----      ----      ----      ----      ----    UNCH                 1.8632
MAR21      ----      ----      ----      ----      ----    UNCH                 1.8612
APR21      ----      ----      ----      ----      ----    UNCH                 1.8573
MAY21      ----      ----      ----      ----      ----    UNCH                 1.8570
JUN21      ----      ----      ----      ----      ----    UNCH                 1.8633
JLY21      ----      ----      ----      ----      ----    UNCH                 1.8663
AUG21      ----      ----      ----      ----      ----    UNCH                 1.8678
SEP21      ----      ----      ----      ----      ----    UNCH                 1.8693
OCT21      ----      ----      ----      ----      ----    UNCH                 1.8699
NOV21      ----      ----      ----      ----      ----    UNCH                 1.8687
DEC21      ----      ----      ----      ----      ----    UNCH                 1.8674
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      180
BZ1 Brent Crude Oil TAM Singapore Future
FEB19      ----      ----      ----      ----     55.65    -.98                  56.63
MAR19      ----      ----      ----      ----     55.83    -.76                  56.59
APR19      ----      ----      ----      ----     56.03    -.69                  56.72
BZ2 Brent Crude Oil TAM LONDON Future
FEB19      ----      ----      ----      ----      ----    UNCH                  57.62
MAR19      ----      ----      ----      ----      ----    UNCH                  57.61
APR19      ----      ----      ----      ----      ----    UNCH                  57.79
BZL BZ TAM LONDON FUTURE
FEB19      ----      ----      ----      ----      ----    UNCH                    .00
MAR19      ----      ----      ----      ----      ----    UNCH                    .00
APR19      ----      ----      ----      ----      ----    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
FEB19      ----      ----      ----      ----       .00    UNCH                    .00
MAR19      ----      ----      ----      ----       .00    UNCH                    .00
APR19      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
FEB19      ----      ----      ----      ----      ----    UNCH                   -.32
MAR19      ----      ----      ----      ----      ----    UNCH                   -.34
APR19      ----      ----      ----      ----      ----    UNCH                   -.37
MAY19      ----      ----      ----      ----      ----    UNCH                   -.35
JUN19      ----      ----      ----      ----      ----    UNCH                   -.30
JLY19      ----      ----      ----      ----      ----    UNCH                   -.24
AUG19      ----      ----      ----      ----      ----    UNCH                   -.18
SEP19      ----      ----      ----      ----      ----    UNCH                   -.15
OCT19      ----      ----      ----      ----      ----    UNCH                   -.14
NOV19      ----      ----      ----      ----      ----    UNCH                   -.09
DEC19      ----      ----      ----      ----      ----    UNCH                   -.06
JAN20      ----      ----      ----      ----      ----    UNCH                   -.05
FEB20      ----      ----      ----      ----      ----    UNCH                   -.05
MAR20      ----      ----      ----      ----      ----    UNCH                   -.05
APR20      ----      ----      ----      ----      ----    UNCH                   -.03
MAY20      ----      ----      ----      ----      ----    UNCH                   -.06
JUN20      ----      ----      ----      ----      ----    UNCH                    .01
JLY20      ----      ----      ----      ----      ----    UNCH                   -.02
AUG20      ----      ----      ----      ----      ----    UNCH                   -.04
SEP20      ----      ----      ----      ----      ----    UNCH                   -.05
OCT20      ----      ----      ----      ----      ----    UNCH                   -.07
NOV20      ----      ----      ----      ----      ----    UNCH                   -.08
DEC20      ----      ----      ----      ----      ----    UNCH                    .00
JAN21      ----      ----      ----      ----      ----    UNCH                    .01
FEB21      ----      ----      ----      ----      ----    UNCH                    .00
MAR21      ----      ----      ----      ----      ----    UNCH                   -.01
APR21      ----      ----      ----      ----      ----    UNCH                   -.01
MAY21      ----      ----      ----      ----      ----    UNCH                   -.04
JUN21      ----      ----      ----      ----      ----    UNCH                    .00
JLY21      ----      ----      ----      ----      ----    UNCH                   -.01
AUG21      ----      ----      ----      ----      ----    UNCH                   -.02
SEP21      ----      ----      ----      ----      ----    UNCH                   -.03
OCT21      ----      ----      ----      ----      ----    UNCH                   -.04
NOV21      ----      ----      ----      ----      ----    UNCH                   -.04
DEC21      ----      ----      ----      ----      ----    UNCH                    .03
JAN22      ----      ----      ----      ----      ----    UNCH                    .03
FEB22      ----      ----      ----      ----      ----    UNCH                    .01
MAR22      ----      ----      ----      ----      ----    UNCH                    .00
APR22      ----      ----      ----      ----      ----    UNCH                    .00
MAY22      ----      ----      ----      ----      ----    UNCH                   -.01
JUN22      ----      ----      ----      ----      ----    UNCH                   -.01
JLY22      ----      ----      ----      ----      ----    UNCH                   -.01
AUG22      ----      ----      ----      ----      ----    UNCH                   -.03
SEP22      ----      ----      ----      ----      ----    UNCH                   -.04
OCT22      ----      ----      ----      ----      ----    UNCH                   -.04
NOV22      ----      ----      ----      ----      ----    UNCH                   -.04
DEC22      ----      ----      ----      ----      ----    UNCH                    .02
JAN23      ----      ----      ----      ----      ----    UNCH                    .02
FEB23      ----      ----      ----      ----      ----    UNCH                    .00
MAR23      ----      ----      ----      ----      ----    UNCH                   -.01
APR23      ----      ----      ----      ----      ----    UNCH                   -.01
MAY23      ----      ----      ----      ----      ----    UNCH                   -.02
JUN23      ----      ----      ----      ----      ----    UNCH                    .00
JLY23      ----      ----      ----      ----      ----    UNCH                   -.01
AUG23      ----      ----      ----      ----      ----    UNCH                   -.02
SEP23      ----      ----      ----      ----      ----    UNCH                   -.03
OCT23      ----      ----      ----      ----      ----    UNCH                   -.04
NOV23      ----      ----      ----      ----      ----    UNCH                   -.02
DEC23      ----      ----      ----      ----      ----    UNCH                    .02
JAN24      ----      ----      ----      ----      ----    UNCH                    .01
FEB24      ----      ----      ----      ----      ----    UNCH                    .06
MAR24      ----      ----      ----      ----      ----    UNCH                    .02
APR24      ----      ----      ----      ----      ----    UNCH                    .00
MAY24      ----      ----      ----      ----      ----    UNCH                    .00
JUN24      ----      ----      ----      ----      ----    UNCH                   -.01
JLY24      ----      ----      ----      ----      ----    UNCH                    .00
AUG24      ----      ----      ----      ----      ----    UNCH                    .01
SEP24      ----      ----      ----      ----      ----    UNCH                   -.02
OCT24      ----      ----      ----      ----      ----    UNCH                   -.04
NOV24      ----      ----      ----      ----      ----    UNCH                   -.05
DEC24      ----      ----      ----      ----      ----    UNCH                    .07
JAN25      ----      ----      ----      ----      ----    UNCH                   -.01
FEB25      ----      ----      ----      ----      ----    UNCH                    .01
MAR25      ----      ----      ----      ----      ----    UNCH                   -.01
APR25      ----      ----      ----      ----      ----    UNCH                    .01
MAY25      ----      ----      ----      ----      ----    UNCH                    .03
JUN25      ----      ----      ----      ----      ----    UNCH                   -.04
JLY25      ----      ----      ----      ----      ----    UNCH                    .00
AUG25      ----      ----      ----      ----      ----    UNCH                   -.01
SEP25      ----      ----      ----      ----      ----    UNCH                    .01
OCT25      ----      ----      ----      ----      ----    UNCH                   -.05
NOV25      ----      ----      ----      ----      ----    UNCH                    .01
DEC25      ----      ----      ----      ----      ----    UNCH                    .07
JAN26      ----      ----      ----      ----      ----    UNCH                   -.02
FEB26      ----      ----      ----      ----      ----    UNCH                    .04
MAR26      ----      ----      ----      ----      ----    UNCH                   -.01
APR26      ----      ----      ----      ----      ----    UNCH                    .01
MAY26      ----      ----      ----      ----      ----    UNCH                    .02
JUN26      ----      ----      ----      ----      ----    UNCH                   -.03
JLY26      ----      ----      ----      ----      ----    UNCH                    .01
AUG26      ----      ----      ----      ----      ----    UNCH                    .02
SEP26      ----      ----      ----      ----      ----    UNCH                   -.01
OCT26      ----      ----      ----      ----      ----    UNCH                   -.03
NOV26      ----      ----      ----      ----      ----    UNCH                    .03
DEC26      ----      ----      ----      ----      ----    UNCH                    .05
JAN27      ----      ----      ----      ----      ----    UNCH                   -.01
FEB27      ----      ----      ----      ----      ----    UNCH                    .03
MAR27      ----      ----      ----      ----      ----    UNCH                    .00
APR27      ----      ----      ----      ----      ----    UNCH                    .02
MAY27      ----      ----      ----      ----      ----    UNCH                    .03
JUN27      ----      ----      ----      ----      ----    UNCH                   -.03
JLY27      ----      ----      ----      ----      ----    UNCH                    .01
AUG27      ----      ----      ----      ----      ----    UNCH                    .02
SEP27      ----      ----      ----      ----      ----    UNCH                    .00
OCT27      ----      ----      ----      ----      ----    UNCH                   -.03
NOV27      ----      ----      ----      ----      ----    UNCH                    .01
DEC27      ----      ----      ----      ----      ----    UNCH                    .08
JAN28      ----      ----      ----      ----      ----    UNCH                   -.01
CL Light Sweet Crude Oil Futures
FEB19     47.39     47.51     45.82     46.73      ----    UNCH      313006      48.17      817721      401813
MAR19     47.77     47.84     46.12     47.05A     ----    UNCH       26282      48.49      101542      289487
APR19     48.05     48.22     46.45     47.42A     ----    UNCH       11390      48.83       43505      115584
MAY19     48.45     48.57     46.84     47.82      ----    UNCH        8639      49.20       30842      111544
JUN19     48.88     49.00     47.20     48.21A     ----    UNCH       12779      49.55       57472      201759
JLY19     49.00     49.02     47.52     48.55      ----    UNCH        5149      49.85       16675       76614
AUG19     49.55     49.55     47.80     48.78      ----    UNCH        3893      50.09        8967       59397
SEP19     49.65     49.73     48.02     48.89      ----    UNCH        5260      50.27       14913      103278
OCT19     49.79     49.81B    48.27     49.15B     ----    UNCH        2501      50.42        3291       53681
NOV19     49.94     50.12     48.42     49.36      ----    UNCH        1291      50.56        2346       44701
DEC19     50.23     50.31     48.52     49.56A     ----    UNCH        9591      50.65       34857      189273
JAN20      ----      ----     49.16A    49.63B     ----    UNCH         135      50.71        1273       33711
FEB20      ----      ----     49.26A    49.69B     ----    UNCH         129      50.76         635       21016
MAR20      ----      ----     49.36A    49.79B     ----    UNCH         740      50.81        3362       35634
APR20      ----      ----     49.44A    49.51B     ----    UNCH          61      50.86         552        8527
MAY20      ----      ----     49.56A    49.56A     ----    UNCH          53      50.89         692        8420
JUN20     50.59     50.64     49.06A    50.09B     ----    UNCH        1473      50.95        6440       50112
JLY20      ----      ----     49.71A    49.71A     ----    UNCH          39      50.94         173        6472
AUG20      ----      ----     50.01A    50.01A     ----    UNCH          13      50.96          89        7013
SEP20      ----      ----     49.77A    49.85B     ----    UNCH          83      51.00         449       15152
OCT20      ----      ----     49.88A    49.94B     ----    UNCH                  51.05          10        7868
NOV20      ----      ----     49.95A    50.05B     ----    UNCH                  51.12                    6571
DEC20     51.02     51.06     49.54A    50.60B     ----    UNCH        2073      51.20       11958       94853
JAN21      ----      ----     50.42A    50.42A     ----    UNCH                  51.20                    6880
FEB21      ----      ----      ----      ----      ----    UNCH                  51.19                    2589
MAR21      ----      ----      ----      ----      ----    UNCH                  51.19          40        2987
APR21      ----      ----      ----      ----      ----    UNCH                  51.20                    4531
MAY21      ----      ----      ----      ----      ----    UNCH                  51.21                    2297
JUN21      ----      ----      ----      ----      ----    UNCH          86      51.25        1093       13098
JLY21      ----      ----      ----      ----      ----    UNCH                  51.25                    4353
AUG21      ----      ----      ----      ----      ----    UNCH                  51.26                    2041
SEP21      ----      ----      ----      ----      ----    UNCH                  51.28                    1388
OCT21      ----      ----      ----      ----      ----    UNCH                  51.31                    2558
NOV21      ----      ----      ----      ----      ----    UNCH                  51.35                    1708
DEC21     51.49     51.59B    50.15A    51.18B     ----    UNCH         424      51.39        4567       24044
JAN22      ----      ----      ----      ----      ----    UNCH                  51.36                    4349
FEB22      ----      ----      ----      ----      ----    UNCH                  51.33                       2
MAR22      ----      ----      ----      ----      ----    UNCH                  51.32                     400
APR22      ----      ----      ----      ----      ----    UNCH                  51.32
MAY22      ----      ----      ----      ----      ----    UNCH                  51.32
JUN22      ----      ----      ----      ----      ----    UNCH           2      51.33          79        1677
JLY22      ----      ----      ----      ----      ----    UNCH                  51.34
AUG22      ----      ----      ----      ----      ----    UNCH                  51.35
SEP22      ----      ----      ----      ----      ----    UNCH                  51.38
OCT22      ----      ----      ----      ----      ----    UNCH                  51.42
NOV22      ----      ----      ----      ----      ----    UNCH                  51.46
DEC22     51.25     51.92B    50.56A    51.56B     ----    UNCH          50      51.50         754       11307
JAN23      ----      ----      ----      ----      ----    UNCH                  51.48
FEB23      ----      ----      ----      ----      ----    UNCH                  51.46
MAR23      ----      ----      ----      ----      ----    UNCH                  51.46
APR23      ----      ----      ----      ----      ----    UNCH                  51.47
MAY23      ----      ----      ----      ----      ----    UNCH                  51.48
JUN23      ----      ----      ----      ----      ----    UNCH                  51.50                      21
JLY23      ----      ----      ----      ----      ----    UNCH                  51.50
AUG23      ----      ----      ----      ----      ----    UNCH                  51.51
SEP23      ----      ----      ----      ----      ----    UNCH                  51.53
OCT23      ----      ----      ----      ----      ----    UNCH                  51.56
NOV23      ----      ----      ----      ----      ----    UNCH                  51.60
DEC23      ----      ----      ----      ----      ----    UNCH                  51.62           2        2273
JAN24      ----      ----      ----      ----      ----    UNCH                  51.60
FEB24      ----      ----      ----      ----      ----    UNCH                  51.59
MAR24      ----      ----      ----      ----      ----    UNCH                  51.53
APR24      ----      ----      ----      ----      ----    UNCH                  51.51
MAY24      ----      ----      ----      ----      ----    UNCH                  51.51
JUN24      ----      ----      ----      ----      ----    UNCH                  51.51                       6
JLY24      ----      ----      ----      ----      ----    UNCH                  51.52
AUG24      ----      ----      ----      ----      ----    UNCH                  51.52
SEP24      ----      ----      ----      ----      ----    UNCH                  51.51
OCT24      ----      ----      ----      ----      ----    UNCH                  51.53
NOV24      ----      ----      ----      ----      ----    UNCH                  51.57
DEC24      ----      ----      ----      ----      ----    UNCH                  51.62                    1527
JAN25      ----      ----      ----      ----      ----    UNCH                  51.55
FEB25      ----      ----      ----      ----      ----    UNCH                  51.56
MAR25      ----      ----      ----      ----      ----    UNCH                  51.55
APR25      ----      ----      ----      ----      ----    UNCH                  51.56
MAY25      ----      ----      ----      ----      ----    UNCH                  51.55
JUN25      ----      ----      ----      ----      ----    UNCH                  51.52
JLY25      ----      ----      ----      ----      ----    UNCH                  51.56
AUG25      ----      ----      ----      ----      ----    UNCH                  51.56
SEP25      ----      ----      ----      ----      ----    UNCH                  51.57
OCT25      ----      ----      ----      ----      ----    UNCH                  51.56
NOV25      ----      ----      ----      ----      ----    UNCH                  51.61
DEC25      ----      ----      ----      ----      ----    UNCH                  51.60                     173
JAN26      ----      ----      ----      ----      ----    UNCH                  51.53
FEB26      ----      ----      ----      ----      ----    UNCH                  51.55
MAR26      ----      ----      ----      ----      ----    UNCH                  51.51
APR26      ----      ----      ----      ----      ----    UNCH                  51.52
MAY26      ----      ----      ----      ----      ----    UNCH                  51.51
JUN26      ----      ----      ----      ----      ----    UNCH                  51.49
JLY26      ----      ----      ----      ----      ----    UNCH                  51.52
AUG26      ----      ----      ----      ----      ----    UNCH                  51.51
SEP26      ----      ----      ----      ----      ----    UNCH                  51.49
OCT26      ----      ----      ----      ----      ----    UNCH                  51.50
NOV26      ----      ----      ----      ----      ----    UNCH                  51.53
DEC26      ----      ----      ----      ----      ----    UNCH                  51.50                       7
JAN27      ----      ----      ----      ----      ----    UNCH                  51.45
FEB27      ----      ----      ----      ----      ----    UNCH                  51.46
MAR27      ----      ----      ----      ----      ----    UNCH                  51.43
APR27      ----      ----      ----      ----      ----    UNCH                  51.43
MAY27      ----      ----      ----      ----      ----    UNCH                  51.41
JUN27      ----      ----      ----      ----      ----    UNCH                  51.38
