                PRELIMINARY PRICES AS OF 07/09/18 02:16 PM (CST)
SEP18      ----      ----      ----      ----      ----    UNCH                  .0175
OCT18      ----      ----      ----      ----      ----    UNCH                 -.0075
NOV18      ----      ----      ----      ----      ----    UNCH                 -.0325
DEC18      ----      ----      ----      ----      ----    UNCH                 -.0600
JAN19      ----      ----      ----      ----      ----    UNCH                 -.0750
6T In Delivery Month European Union Allowance (EUA) F
DEC18      ----      ----      ----      ----   16.0000  +.3000                15.7000                    3698
DEC19      ----      ----      ----      ----   16.2200  +.3000                15.9200
DEC20      ----      ----      ----      ----   16.5700  +.2900                16.2800
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                     3698
A2 WTI OIL CS1 SYNTHT
AUG18      ----      ----      ----      ----      1.87    -.36                   2.23
SEP18      ----      ----      ----      ----      2.13    -.30                   2.43
OCT18      ----      ----      ----      ----       .63    -.01                    .64
NOV18      ----      ----      ----      ----       .47    +.01                    .46
DEC18      ----      ----      ----      ----       .43    +.01                    .42
JAN19      ----      ----      ----      ----       .52    +.04                    .48
FEB19      ----      ----      ----      ----       .46    +.03                    .43
MAR19      ----      ----      ----      ----       .42    +.01                    .41
APR19      ----      ----      ----      ----       .38    +.02                    .36
MAY19      ----      ----      ----      ----       .37    +.02                    .35
JUN19      ----      ----      ----      ----       .42    +.02                    .40
JLY19      ----      ----      ----      ----       .39    +.01                    .38
AUG19      ----      ----      ----      ----       .38    +.01                    .37
SEP19      ----      ----      ----      ----       .35    +.02                    .33
OCT19      ----      ----      ----      ----       .34    +.01                    .33
NOV19      ----      ----      ----      ----       .29    -.01                    .30
DEC19      ----      ----      ----      ----       .37    +.01                    .36
JAN20      ----      ----      ----      ----       .34    +.01                    .33
FEB20      ----      ----      ----      ----       .34    +.03                    .31
MAR20      ----      ----      ----      ----       .31    +.01                    .30
APR20      ----      ----      ----      ----       .30    +.02                    .28
MAY20      ----      ----      ----      ----       .29    +.02                    .27
JUN20      ----      ----      ----      ----       .31    +.01                    .30
JLY20      ----      ----      ----      ----       .26    +.01                    .25
AUG20      ----      ----      ----      ----       .28    -.01                    .29
SEP20      ----      ----      ----      ----       .24    +.03                    .21
OCT20      ----      ----      ----      ----       .25    +.02                    .23
NOV20      ----      ----      ----      ----       .22    +.03                    .19
DEC20      ----      ----      ----      ----       .25    +.02                    .23
JAN21      ----      ----      ----      ----       .22    +.01                    .21
FEB21      ----      ----      ----      ----       .25    UNCH                    .25
MAR21      ----      ----      ----      ----       .21    -.01                    .22
APR21      ----      ----      ----      ----       .26    UNCH                    .26
MAY21      ----      ----      ----      ----       .24    +.04                    .20
JUN21      ----      ----      ----      ----       .26    +.05                    .21
JLY21      ----      ----      ----      ----       .26    UNCH                    .26
AUG21      ----      ----      ----      ----       .22    +.05                    .17
SEP21      ----      ----      ----      ----       .19    UNCH                    .19
OCT21      ----      ----      ----      ----       .13    -.02                    .15
NOV21      ----      ----      ----      ----       .15    -.02                    .17
DEC21      ----      ----      ----      ----       .22    +.01                    .21
JAN22      ----      ----      ----      ----       .18    +.01                    .17
FEB22      ----      ----      ----      ----       .15    UNCH                    .15
MAR22      ----      ----      ----      ----       .19    +.01                    .18
APR22      ----      ----      ----      ----       .10    +.01                    .09
MAY22      ----      ----      ----      ----       .16    +.01                    .15
JUN22      ----      ----      ----      ----       .18    UNCH                    .18
JLY22      ----      ----      ----      ----       .13    UNCH                    .13
AUG22      ----      ----      ----      ----       .13    UNCH                    .13
SEP22      ----      ----      ----      ----       .12    UNCH                    .12
OCT22      ----      ----      ----      ----       .10    UNCH                    .10
NOV22      ----      ----      ----      ----       .11    UNCH                    .11
DEC22      ----      ----      ----      ----       .12    +.01                    .11
JAN23      ----      ----      ----      ----       .13    +.01                    .12
FEB23      ----      ----      ----      ----       .10    UNCH                    .10
MAR23      ----      ----      ----      ----       .12    +.01                    .11
APR23      ----      ----      ----      ----       .09    +.01                    .08
MAY23      ----      ----      ----      ----       .10    +.01                    .09
JUN23      ----      ----      ----      ----       .12    +.01                    .11
JLY23      ----      ----      ----      ----       .15    +.01                    .14
AUG23      ----      ----      ----      ----       .03    UNCH                    .03
SEP23      ----      ----      ----      ----       .09    +.01                    .08
OCT23      ----      ----      ----      ----       .07    +.01                    .06
NOV23      ----      ----      ----      ----      -.01    +.01                   -.02
BH NY Harbor ULSD Bullet Futures
AUG18      ----      ----      ----      ----    2.1957  +.0273                 2.1684                      19
SEP18      ----      ----      ----      ----    2.2013  +.0262                 2.1751                      19
OCT18      ----      ----      ----      ----    2.2072  +.0261                 2.1811                      19
NOV18      ----      ----      ----      ----    2.2122  +.0259                 2.1863                      19
DEC18      ----      ----      ----      ----    2.2171  +.0262                 2.1909                      19
JAN19      ----      ----      ----      ----    2.2225  +.0263           3     2.1962                       9
FEB19      ----      ----      ----      ----    2.2211  +.0260           3     2.1951                       9
MAR19      ----      ----      ----      ----    2.2126  +.0252           3     2.1874                       9
APR19      ----      ----      ----      ----    2.1983  +.0237           3     2.1746                       9
MAY19      ----      ----      ----      ----    2.1893  +.0225           3     2.1668                       9
JUN19      ----      ----      ----      ----    2.1843  +.0214           3     2.1629                       9
JLY19      ----      ----      ----      ----    2.1895  +.0212           3     2.1683                       9
AUG19      ----      ----      ----      ----    2.1956  +.0211           3     2.1745                       9
SEP19      ----      ----      ----      ----    2.2037  +.0206           3     2.1831                       9
OCT19      ----      ----      ----      ----    2.2095  +.0199           3     2.1896                       9
NOV19      ----      ----      ----      ----    2.2169  +.0205           3     2.1964                       9
DEC19      ----      ----      ----      ----    2.2280  +.0197           3     2.2083                       9
JAN20      ----      ----      ----      ----    2.2442  +.0199                 2.2243
FEB20      ----      ----      ----      ----    2.2460  +.0199                 2.2261
MAR20      ----      ----      ----      ----    2.2361  +.0199                 2.2162
APR20      ----      ----      ----      ----    2.2181  +.0199                 2.1982
MAY20      ----      ----      ----      ----    2.2028  +.0199                 2.1829
JUN20      ----      ----      ----      ----    2.1926  +.0199                 2.1727
JLY20      ----      ----      ----      ----    2.1873  +.0201                 2.1672
AUG20      ----      ----      ----      ----    2.1821  +.0203                 2.1618
SEP20      ----      ----      ----      ----    2.1758  +.0205                 2.1553
OCT20      ----      ----      ----      ----    2.1675  +.0206                 2.1469
NOV20      ----      ----      ----      ----    2.1584  +.0208                 2.1376
DEC20      ----      ----      ----      ----    2.1501  +.0210                 2.1291
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    36                                203
BZ1 Brent Crude Oil TAM Singapore Future
SEP18      ----      ----      ----      ----     77.63    +.47                  77.16
OCT18      ----      ----      ----      ----     77.40    +.50                  76.90
NOV18      ----      ----      ----      ----     77.19    +.55                  76.64
BZ2 Brent Crude Oil TAM LONDON Future
SEP18      ----      ----      ----      ----     78.04   +1.06                  76.98
OCT18      ----      ----      ----      ----     77.84   +1.08                  76.76
NOV18      ----      ----      ----      ----     77.64   +1.08                  76.56
BZL BZ TAM LONDON FUTURE
SEP18      ----      ----      ----      ----       .00    UNCH                    .00
OCT18      ----      ----      ----      ----       .00    UNCH                    .00
NOV18      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
SEP18      ----      ----      ----      ----       .00    UNCH                    .00
OCT18      ----      ----      ----      ----       .00    UNCH                    .00
NOV18      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
AUG18      ----      ----      ----      ----      1.87    -.36                   2.23
SEP18      ----      ----      ----      ----      2.13    -.30                   2.43
OCT18      ----      ----      ----      ----       .63    -.01                    .64
NOV18      ----      ----      ----      ----       .47    +.01                    .46
DEC18      ----      ----      ----      ----       .43    +.01                    .42
JAN19      ----      ----      ----      ----       .52    +.04                    .48
FEB19      ----      ----      ----      ----       .46    +.03                    .43
MAR19      ----      ----      ----      ----       .42    +.01                    .41
APR19      ----      ----      ----      ----       .38    +.02                    .36
MAY19      ----      ----      ----      ----       .37    +.02                    .35
JUN19      ----      ----      ----      ----       .42    +.02                    .40
JLY19      ----      ----      ----      ----       .39    +.01                    .38
AUG19      ----      ----      ----      ----       .38    +.01                    .37
SEP19      ----      ----      ----      ----       .35    +.02                    .33
OCT19      ----      ----      ----      ----       .34    +.01                    .33
NOV19      ----      ----      ----      ----       .29    -.01                    .30
DEC19      ----      ----      ----      ----       .37    +.01                    .36
JAN20      ----      ----      ----      ----       .34    +.01                    .33
FEB20      ----      ----      ----      ----       .34    +.03                    .31
MAR20      ----      ----      ----      ----       .31    +.01                    .30
APR20      ----      ----      ----      ----       .30    +.02                    .28
MAY20      ----      ----      ----      ----       .29    +.02                    .27
JUN20      ----      ----      ----      ----       .31    +.01                    .30
JLY20      ----      ----      ----      ----       .26    +.01                    .25
AUG20      ----      ----      ----      ----       .28    -.01                    .29
SEP20      ----      ----      ----      ----       .24    +.03                    .21
OCT20      ----      ----      ----      ----       .25    +.02                    .23
NOV20      ----      ----      ----      ----       .22    +.03                    .19
DEC20      ----      ----      ----      ----       .25    +.02                    .23
JAN21      ----      ----      ----      ----       .22    +.01                    .21
FEB21      ----      ----      ----      ----       .25    UNCH                    .25
MAR21      ----      ----      ----      ----       .21    -.01                    .22
APR21      ----      ----      ----      ----       .26    UNCH                    .26
MAY21      ----      ----      ----      ----       .24    +.04                    .20
JUN21      ----      ----      ----      ----       .26    +.05                    .21
JLY21      ----      ----      ----      ----       .26    UNCH                    .26
AUG21      ----      ----      ----      ----       .22    +.05                    .17
SEP21      ----      ----      ----      ----       .19    UNCH                    .19
OCT21      ----      ----      ----      ----       .13    -.02                    .15
NOV21      ----      ----      ----      ----       .15    -.02                    .17
DEC21      ----      ----      ----      ----       .22    +.01                    .21
JAN22      ----      ----      ----      ----       .18    +.01                    .17
FEB22      ----      ----      ----      ----       .15    UNCH                    .15
MAR22      ----      ----      ----      ----       .19    +.01                    .18
APR22      ----      ----      ----      ----       .10    +.01                    .09
MAY22      ----      ----      ----      ----       .16    +.01                    .15
JUN22      ----      ----      ----      ----       .18    UNCH                    .18
JLY22      ----      ----      ----      ----       .13    UNCH                    .13
AUG22      ----      ----      ----      ----       .13    UNCH                    .13
SEP22      ----      ----      ----      ----       .12    UNCH                    .12
OCT22      ----      ----      ----      ----       .10    UNCH                    .10
NOV22      ----      ----      ----      ----       .11    UNCH                    .11
DEC22      ----      ----      ----      ----       .12    +.01                    .11
JAN23      ----      ----      ----      ----       .13    +.01                    .12
FEB23      ----      ----      ----      ----       .10    UNCH                    .10
MAR23      ----      ----      ----      ----       .12    +.01                    .11
APR23      ----      ----      ----      ----       .09    +.01                    .08
MAY23      ----      ----      ----      ----       .10    +.01                    .09
JUN23      ----      ----      ----      ----       .12    +.01                    .11
JLY23      ----      ----      ----      ----       .15    +.01                    .14
AUG23      ----      ----      ----      ----       .03    UNCH                    .03
SEP23      ----      ----      ----      ----       .09    +.01                    .08
OCT23      ----      ----      ----      ----       .07    +.01                    .06
NOV23      ----      ----      ----      ----      -.01    +.01                   -.02
DEC23      ----      ----      ----      ----       .10    UNCH                    .10
JAN24      ----      ----      ----      ----       .08    UNCH                    .08
FEB24      ----      ----      ----      ----       .05    UNCH                    .05
MAR24      ----      ----      ----      ----       .11    UNCH                    .11
APR24      ----      ----      ----      ----       .05    +.01                    .04
MAY24      ----      ----      ----      ----       .05    UNCH                    .05
JUN24      ----      ----      ----      ----       .06    UNCH                    .06
JLY24      ----      ----      ----      ----       .06    UNCH                    .06
AUG24      ----      ----      ----      ----       .05    UNCH                    .05
SEP24      ----      ----      ----      ----       .08    UNCH                    .08
OCT24      ----      ----      ----      ----       .04    UNCH                    .04
NOV24      ----      ----      ----      ----      -.04    -.01                   -.03
DEC24      ----      ----      ----      ----       .08    UNCH                    .08
JAN25      ----      ----      ----      ----       .01    UNCH                    .01
FEB25      ----      ----      ----      ----       .02    UNCH                    .02
MAR25      ----      ----      ----      ----       .05    UNCH                    .05
APR25      ----      ----      ----      ----       .01    UNCH                    .01
MAY25      ----      ----      ----      ----       .05    UNCH                    .05
JUN25      ----      ----      ----      ----       .01    UNCH                    .01
JLY25      ----      ----      ----      ----       .02    UNCH                    .02
AUG25      ----      ----      ----      ----       .01    UNCH                    .01
SEP25      ----      ----      ----      ----       .03    UNCH                    .03
OCT25      ----      ----      ----      ----       .01    UNCH                    .01
NOV25      ----      ----      ----      ----      -.05    UNCH                   -.05
DEC25      ----      ----      ----      ----      -.04    UNCH                   -.04
JAN26      ----      ----      ----      ----      -.01    UNCH                   -.01
FEB26      ----      ----      ----      ----       .01    UNCH                    .01
MAR26      ----      ----      ----      ----       .01    UNCH                    .01
APR26      ----      ----      ----      ----      -.01    UNCH                   -.01
MAY26      ----      ----      ----      ----       .04    UNCH                    .04
JUN26      ----      ----      ----      ----      -.03    UNCH                   -.03
JLY26      ----      ----      ----      ----      -.04    UNCH                   -.04
AUG26      ----      ----      ----      ----      -.03    UNCH                   -.03
SEP26      ----      ----      ----      ----      -.02    UNCH                   -.02
OCT26      ----      ----      ----      ----      -.04    UNCH                   -.04
NOV26      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC26      ----      ----      ----      ----      -.03    UNCH                   -.03
JAN27      ----      ----      ----      ----      -.03    UNCH                   -.03
CL Light Sweet Crude Oil Futures
AUG18     73.87     74.28     72.99     74.04     73.85    +.05      513731      73.80      611419      371200
SEP18     71.59     72.18     71.13     72.13     71.98    +.41      184826      71.57      179031      301784
OCT18     69.31     70.03     69.02     70.01     69.85    +.71       75813      69.14       67103      211762
NOV18     68.86     69.40     68.39     69.37     69.22    +.72       39479      68.50       37666      131991
DEC18     68.15     68.94     67.92     68.89     68.75    +.71       72370      68.04       72276      295763
JAN19     67.60     68.53     67.60     68.44     68.32    +.70       23798      67.62       23766      141165
FEB19     67.31     67.99     67.31     67.90B    67.80    +.66       11868      67.14        9683       69241
MAR19     67.00     67.56     66.86     67.40     67.34    +.63       15010      66.71       12135       82675
APR19     66.48     67.16     66.48     66.96     66.92    +.62        3478      66.30        6490       50987
MAY19     66.22     66.69     66.20     66.55     66.54    +.60        2045      65.94        2018       40109
JUN19     65.80     66.46     65.55     66.29     66.17    +.58       13895      65.59       16866      151688
JLY19     65.63     65.88     65.43     65.78     65.75    +.56        1022      65.19        1286       38517
AUG19     65.27     65.27     65.27     65.27     65.36    +.55         720      64.81        1835       37025
SEP19     64.86     65.10     64.86     65.10     64.98    +.54         787      64.44        2316       59248
OCT19      ----     64.23B     ----     64.23B    64.63    +.52         377      64.11         472       32811
NOV19      ----      ----      ----      ----     64.29    +.51         444      63.78         268       28365
DEC19     63.72     64.33     63.45     64.15     64.00    +.52       15278      63.48       18033      201093
JAN20     64.26     64.26     63.77     63.77     63.63    +.51         346      63.12         112       24609
FEB20      ----     62.88B     ----     62.88B    63.29    +.50         294      62.79          60        8279
MAR20      ----     62.55B     ----     62.55B    62.95    +.47         400      62.48          82       14097
APR20      ----     62.25B     ----     62.25B    62.64    +.46         117      62.18          11        2554
MAY20      ----     61.92B     ----     61.92B    62.34    +.44           3      61.90                    2565
JUN20     61.88     62.37     61.83     62.18     62.05    +.42        1942      61.63        1993       33090
JLY20     61.60     61.61     61.60     61.61     61.74    +.41           7      61.33                    2887
AUG20      ----      ----      ----      ----     61.48    +.40           4      61.08                    3608
SEP20      ----     60.81B     ----     60.81B    61.20    +.41           6      60.79           5        9018
OCT20      ----      ----      ----      ----     60.96    +.38           2      60.58           1        3737
NOV20      ----      ----      ----      ----     60.71    +.36          56      60.35                    3482
DEC20     60.16     60.91     60.12     60.61     60.49    +.33        4052      60.16        3987       72948
JAN21      ----      ----      ----      ----     60.24    +.31         206      59.93                    4995
FEB21      ----      ----      ----      ----     60.02    +.30                  59.72                    2009
MAR21      ----      ----      ----      ----     59.77    +.30                  59.47                    2360
APR21      ----      ----      ----      ----     59.56    +.31                  59.25                    4036
MAY21      ----      ----      ----      ----     59.30    +.31                  58.99                    1849
JUN21     59.20     59.50     58.95     59.13     59.06    +.27         100      58.79          99        8065
JLY21      ----      ----      ----      ----     58.80    +.22        2400      58.58         850        1479
AUG21      ----      ----      ----      ----     58.54    +.22        2590      58.32         850        2150
SEP21      ----      ----      ----      ----     58.32    +.17         190      58.15                     200
OCT21      ----      ----      ----      ----     58.13    +.17                  57.96                     201
NOV21      ----      ----      ----      ----     58.00    +.19                  57.81                     200
DEC21     57.63     58.20     57.63     57.86     57.85    +.21        1284      57.64        1186       17914
JAN22      ----      ----      ----      ----     57.63    +.20                  57.43
FEB22      ----      ----      ----      ----     57.45    +.19                  57.26
MAR22      ----      ----      ----      ----     57.30    +.19                  57.11
APR22      ----      ----      ----      ----     57.11    +.18                  56.93
MAY22      ----      ----      ----      ----     57.01    +.17                  56.84                       1
JUN22      ----      ----      ----      ----     56.85    +.16                  56.69                      13
JLY22      ----      ----      ----      ----     56.67    +.16                  56.51
AUG22      ----      ----      ----      ----     56.54    +.16                  56.38
SEP22      ----      ----      ----      ----     56.41    +.16                  56.25
OCT22      ----      ----      ----      ----     56.29    +.16                  56.13
NOV22      ----      ----      ----      ----     56.19    +.16                  56.03
DEC22     56.24     56.24     56.19     56.19     56.08    +.16         547      55.92          83        7723
JAN23      ----      ----      ----      ----     55.96    +.15                  55.81
FEB23      ----      ----      ----      ----     55.83    +.14                  55.69
MAR23      ----      ----      ----      ----     55.73    +.14                  55.59
APR23      ----      ----      ----      ----     55.61    +.13                  55.48
MAY23      ----      ----      ----      ----     55.52    +.12                  55.40
JUN23      ----      ----      ----      ----     55.42    +.11                  55.31
JLY23      ----      ----      ----      ----     55.30    +.10                  55.20
AUG23      ----      ----      ----      ----     55.15    +.09                  55.06
SEP23      ----      ----      ----      ----     55.12    +.09                  55.03
OCT23      ----      ----      ----      ----     55.03    +.08                  54.95
NOV23      ----      ----      ----      ----     54.96    +.07                  54.89
DEC23     54.98     54.98     54.98     54.98     54.97    +.06          19      54.91          10         898
JAN24      ----      ----      ----      ----     54.87    +.06                  54.81
FEB24      ----      ----      ----      ----     54.79    +.06                  54.73
MAR24      ----      ----      ----      ----     54.74    +.06                  54.68
APR24      ----      ----      ----      ----     54.63    +.06                  54.57
MAY24      ----      ----      ----      ----     54.58    +.05                  54.53
JUN24      ----      ----      ----      ----     54.53    +.05                  54.48                       5
JLY24      ----      ----      ----      ----     54.47    +.05                  54.42
AUG24      ----      ----      ----      ----     54.41    +.05                  54.36
SEP24      ----      ----      ----      ----     54.36    +.05                  54.31
OCT24      ----      ----      ----      ----     54.28    +.05                  54.23
NOV24      ----      ----      ----      ----     54.24    +.05                  54.19
DEC24     54.51     54.51     54.51     54.51     54.28    +.06           6      54.22                     154
JAN25      ----      ----      ----      ----     54.20    +.06                  54.14
FEB25      ----      ----      ----      ----     54.19    +.06                  54.13
MAR25      ----      ----      ----      ----     54.17    +.06                  54.11
APR25      ----      ----      ----      ----     54.12    +.06                  54.06
MAY25      ----      ----      ----      ----     54.11    +.06                  54.05
JUN25      ----      ----      ----      ----     54.06    +.06                  54.00
JLY25      ----      ----      ----      ----     54.05    +.06                  53.99
AUG25      ----      ----      ----      ----     54.03    +.06                  53.97
SEP25      ----      ----      ----      ----     54.02    +.06                  53.96
OCT25      ----      ----      ----      ----     53.99    +.06                  53.93
NOV25      ----      ----      ----      ----     53.98    +.06                  53.92
DEC25      ----      ----      ----      ----     54.03    +.06                  53.97                      38
JAN26      ----      ----      ----      ----     54.07    +.06                  54.01
FEB26      ----      ----      ----      ----     54.08    +.06                  54.02
MAR26      ----      ----      ----      ----     54.07    +.06                  54.01
APR26      ----      ----      ----      ----     54.06    +.06                  54.00
MAY26      ----      ----      ----      ----     54.07    +.06                  54.01
JUN26      ----      ----      ----      ----     54.03    +.06                  53.97
JLY26      ----      ----      ----      ----     54.06    +.06                  54.00
AUG26      ----      ----      ----      ----     54.10    +.06                  54.04
SEP26      ----      ----      ----      ----     54.13    +.06                  54.07
OCT26      ----      ----      ----      ----     54.15    +.06                  54.09
NOV26      ----      ----      ----      ----     54.19    +.06                  54.13
DEC26      ----      ----      ----      ----     54.22    +.06                  54.16
JAN27      ----      ----      ----      ----     54.25    +.06                  54.19
FEB27      ----      ----      ----      ----     54.28    +.06                  54.22
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                989512                1071992     2480588
CL1 WTI Crude Oil TAM Singapore Future
AUG18      ----      ----      ----      ----     73.59    +.65                  72.94
SEP18      ----      ----      ----      ----     71.40    +.70                  70.70
OCT18      ----      ----      ----      ----     69.18    +.73                  68.45
CL2 WTI Crude Oil TAM LONDON Future
AUG18      ----      ----      ----      ----     73.53    +.01                  73.52
SEP18      ----      ----      ----      ----     71.70    +.59                  71.11
OCT18      ----      ----      ----      ----     69.73    +.92                  68.81
CLL CRUDE OIL TAM LONDON FUTURE
AUG18      ----      ----      ----      ----       .00    UNCH                    .00
SEP18      ----      ----      ----      ----       .00    UNCH                    .00
OCT18      ----      ----      ----      ----       .00    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
