date,C_up_gamma,C_up_gamma_5,C_down_gamma,C_down_gamma_5
2017-01-31,220.49819099531112,270.22305899470274,734.8885157886695,320.2632795579115
2017-02-01,263.08693695943856,316.1006321165717,799.2772938198877,429.93551004753823
2017-02-02,201.09798095684192,199.7654830385324,987.1211842259286,588.7896933662452
2017-02-03,207.56654445618733,202.8093411028878,1032.5953030671076,575.3012480141359
2017-02-06,188.76190572745847,256.0021120230735,969.2029922399248,473.56215719143466
2017-02-07,229.25289001296173,249.76995902022185,881.8811368854327,369.80756660760943
2017-02-08,231.8683808669919,226.37194828371108,1013.6910698044811,515.732864441827
2017-02-09,145.93047856131278,246.0684922435868,1096.5371621725512,653.700764482095
2017-02-10,267.6881030130896,240.81926662719803,1087.0489275714049,611.9904411292731
2017-02-13,188.29345151902982,141.97287673782824,1159.7679542856765,718.3129463014184
2017-02-14,126.97483985697374,127.30606929043476,1297.0421052965569,755.091092308764
2017-02-15,194.872385025258,129.85565418053247,1381.7207713497785,768.1283351717154
2017-02-16,161.9507794075568,184.82001499541073,1035.188103948975,571.4762973591172
2017-02-20,215.596767295906,185.77835348916838,1293.4469167045293,531.0097547921441
2017-02-21,264.7551717539288,297.10683569402124,1531.8610273524969,577.2228962193877
2017-02-22,333.0255269610821,335.05716974021084,1586.2909116553112,571.2089857785123
2017-02-23,208.62996233476932,173.58480497063923,1751.7817980507084,680.0995547094892
2017-02-24,240.10217797580387,520.9429132965598,1901.243390860449,502.4920199595338
2017-02-28,159.40155039048503,204.1476168209326,418.9956068668642,221.94309477745193
2017-03-01,147.50293428551782,177.3319637053957,524.0811828431924,275.61777385059986
2017-03-02,146.32655231385218,115.98445026848579,640.3045418336964,383.0324333154539
2017-03-03,164.0308438388679,135.53951505815706,650.39923478343,355.33737153318395
2017-03-06,162.1109420722802,124.59537690580554,723.9495370209494,393.12170158856463
2017-03-07,171.50854873845125,196.99751097110095,775.5337686269538,375.8455500885109
2017-03-08,187.80200006553812,185.34734628878394,719.6511098430134,297.8580118784525
2017-03-09,195.11404412108894,252.9409249075901,597.5707200459176,253.84730856999212
2017-03-10,180.6737098982293,302.1428929412221,545.1288563915882,229.3956932745701
2017-03-13,171.82959716925396,333.9619451912693,547.5772185664022,205.34124030231055
2017-03-14,162.50926072759856,310.0208530031201,394.69086156736364,143.05347244360956
2017-03-15,187.00688839450547,310.591377109616,427.3118156859176,182.7947460775444
2017-03-16,189.88715279171595,321.0318283392509,635.8545223874477,210.232232646882
2017-03-17,209.87225204660817,295.4013953890915,720.2452233425768,236.3966810509653
2017-03-20,242.80844271604747,340.6207814038289,792.0182501318063,259.8963037252656
2017-03-21,204.56932093427827,348.14923032728933,773.3869591313543,208.8991426321399
2017-03-22,199.63304282609775,285.24941226595,572.1537384578667,184.78111803825234
2017-03-23,200.66585373845055,419.5282608238929,620.5377491840219,144.02203988490444
2017-03-24,187.36329146087613,305.28831699435995,556.0653243504285,127.0342436527486
2017-03-27,192.4138177934694,232.14347290765545,398.5673176902377,181.85905072273485
2017-03-28,193.77917565062378,267.3083954212028,410.0150361601652,193.18329070492885
2017-03-29,221.68621569287689,255.7821896809995,459.9053520813568,224.36132227677456
2017-03-30,238.6079362870521,277.12354729354445,475.9025375083283,231.57522783368364
2017-03-31,240.04644099846664,286.9516776489514,516.4949643669876,256.30198779122367
2017-04-03,254.9012355656492,272.62100594258885,769.0332752336242,462.6431131405505
2017-04-04,240.0027122562271,262.7548370138292,868.0243337124111,519.9300937789143
2017-04-05,254.96171860388338,316.18423646638024,821.1201640172371,423.90992664310556
2017-04-06,278.3261553718304,310.80649459593747,824.507355858484,453.8999204907613
2017-04-07,263.7824180871951,472.5439009646933,881.9591588113555,361.54053065122827
2017-04-10,343.8942493216702,472.8067162397917,813.1630642317649,342.4018042326018
2017-04-11,276.5727401164696,309.95702353333843,1007.830152397627,499.80630603655504
2017-04-12,279.41899407871296,329.0976179253239,974.4838254511077,435.27752583963826
2017-04-14,388.1288561742144,392.7499079451778,1019.919206668017,426.3602645026341
2017-04-17,260.3815879327128,284.14153820698215,1127.3368681390955,477.6681667692956
2017-04-19,355.3151163170418,401.1623084098584,1192.0587851267217,280.68395703176805
2017-04-20,363.80566736547166,409.6475017988561,1245.1959456909979,298.1182804463005
2017-04-21,366.2874862906199,497.15681269822585,1207.4646351476515,249.13279086150658
2017-04-24,235.5762085007319,283.70476716171476,465.5437301529856,245.32386770731765
2017-04-25,251.46692095466986,263.8819910544643,496.0336121294276,267.64365778461945
2017-04-27,274.3782241652449,282.5121530132687,499.38665302091107,267.9854669985118
2017-04-28,296.5498272639278,321.86885653899856,606.4474579011517,320.13079754687936
2017-05-01,293.3516212995061,300.87544565496813,556.6074715523923,290.67923733455353
2017-05-03,284.5862489091227,254.06173650606092,707.3675570910806,407.3219447970185
2017-05-05,331.9058036018875,332.1980562788055,632.969089268507,324.8475283754249
2017-05-08,360.64723620611204,336.11437279219916,646.8549297919424,327.63354936050825
2017-05-09,344.838785154133,345.4778268226218,653.9912150017902,312.7527816718982
2017-05-10,357.39540007455986,354.7240497626737,719.6879415781534,341.3751759724993
2017-05-16,412.40804413028343,445.9952421907116,833.1129860144995,363.64061621839784
2017-05-17,404.40858484599244,421.75606901707135,864.5812973126531,359.423042712954
2017-05-18,338.96970944258993,314.28844281102084,1050.614049018273,463.26604269130877
2017-05-22,341.4582496960011,331.26520369082766,949.3144239513928,439.19822587027545
2017-05-24,323.25512585413475,313.8752760183604,1621.3873833806094,460.8150330030882
2017-05-25,343.14279685037326,329.8384787341484,1393.7258627790707,460.8692360831573
2017-05-31,315.42469113569217,338.2785368267154,655.8900024769405,364.97713905929135
2017-06-02,265.6140262448166,398.054516678575,757.3692846668746,437.2037052044519
2017-06-06,284.36183280403117,267.29931924488795,786.3783757311901,443.98619166546143
2017-06-07,307.99859345737786,264.59113056634794,899.4063875851648,583.3172511586512
2017-06-08,232.95883502788945,214.72504337920705,909.0544539858128,657.9558537949547
2017-06-09,213.8674208283748,217.3901015139152,862.0139649517507,634.2051474702398
2017-06-12,239.39441080180293,243.57919054894518,790.0401008861106,560.928540541786
2017-06-13,319.95205508140646,323.93009350368357,834.9478423233708,480.7694953050957
2017-06-14,258.591877015726,270.6443600666654,962.8857939473024,558.6847727632392
2017-06-15,315.4194085064835,350.99389712436806,924.4447387108268,478.51177730035965
2017-06-16,392.0345741225765,399.49907121465793,1062.027950802743,574.7267974293638
2017-06-19,397.1601990693685,405.5852544805744,1067.881893468466,582.9908550575151
2017-06-20,325.3138919396995,486.68597688734377,1188.9582380353236,571.4605771084696
2017-06-21,281.7619506705865,693.9053383127451,1002.6857495948078,476.8745513833309
2017-06-22,395.88564130824403,707.8645247666905,1126.1789123136925,452.646590709949
2017-06-23,262.7090284465432,511.4380628594477,1406.4931849000477,409.8556870306282
2017-06-26,160.5603012270917,214.34060739573448,361.5475430421937,242.56306857065658
2017-06-27,175.47344930742116,228.8674482649181,387.3124560838466,261.3232528212913
2017-06-28,187.1874513592125,241.341117487509,377.2948626469378,254.0735014554732
2017-06-30,207.1038863242041,262.21376635426543,470.0338358013457,333.71120106722674
2017-07-03,208.59493087000425,200.89716464988928,611.9430043400696,453.5110307747639
2017-07-04,213.7325654991465,201.68991186492133,586.7875803767021,466.26606056063525
2017-07-06,193.9724770977416,189.13213114918042,679.9105763931893,529.8797831031417
2017-07-07,187.91103232029508,186.87543544511908,661.3764549620413,493.1661066488278
2017-07-10,207.5247319498014,206.0036303733482,669.3504541737414,499.87057419647687
2017-07-12,183.23139955400853,187.0838748442505,721.5735469675199,582.1759183665758
2017-07-14,211.17196403291345,314.36076779531203,507.4600288051094,286.9591776705149
2017-07-17,234.11639744698718,309.11373636663933,643.265444447662,329.88042551968624
2017-07-18,226.6186104532596,367.48961207460883,827.3126032311308,386.525703592267
2017-07-19,239.366685896492,309.7275740673389,809.306935501015,400.46971159701604
2017-07-20,248.0452256563209,319.1854295205856,861.12764627909,427.79409965478686
2017-07-21,213.8132789914674,247.18636267478803,913.8599421915815,465.0596866370702
2017-07-24,207.65224424238212,235.17090491534103,459.9902102243952,356.22260604965663
2017-07-25,197.32427156714098,224.65212169156857,521.3859626137021,371.9703212082568
2017-07-26,190.1355426992237,265.0794335896348,474.02761236751235,301.1227076467754
2017-07-28,225.5099528681496,269.56339873032636,573.7464424129591,385.8480046521182
2017-07-31,236.0711857104508,283.7262398947806,607.7155174075546,416.2717955414148
2017-08-01,204.98785495514267,318.3506102376116,648.2814406111276,435.84281796204533
2017-08-03,203.9056884033909,318.25199050537753,508.58786801065696,335.9459087901031
2017-08-04,212.21069121502595,321.77979662410075,500.03958513578146,293.61472003467713
2017-08-07,213.0069729755259,310.00559355366306,589.4801267884201,344.3832927375416
2017-08-08,235.69738719188197,276.42858761917137,662.0714804343997,403.7770434766859
2017-08-09,256.3566084289457,358.60951419131516,599.3120221271556,394.2845425823656
2017-08-10,242.08278451034047,282.6732961199327,646.0554897483678,404.1948700362192
2017-08-11,157.42258234977172,334.74275882104223,500.9432973863626,280.91040269421944
2017-08-18,126.14335737705781,362.90365436694975,540.7044868934279,241.529941743722
2017-08-21,140.3029940299552,302.2413827202751,565.7627811854469,221.57592419404045
2017-08-22,130.90994469683656,313.12611336812427,466.72994116300333,199.94111710256524
2017-08-23,114.85404852842564,293.30630819943616,525.6710618317693,215.92919409408194
2017-08-24,96.25030849604627,157.38723018311407,440.2952299583084,141.81557224844494
2017-08-25,106.9332159172126,167.45763585593878,501.7817882173631,152.27696059482153
2017-08-28,85.6353076629802,140.63998740759342,291.2241304894669,152.88304550199908
2017-08-30,88.92882163585479,140.2943912802296,222.07924364325532,119.86973754212616
2017-08-31,82.33169621953695,136.49600080808617,212.5087189633847,100.25559399757114
2017-09-05,93.38906211736317,124.77187524554321,249.6495441411201,158.29553667078778
2017-09-07,132.51279258569306,172.7440773283482,535.0820163739988,268.69722225246505
2017-09-11,145.2466274469081,213.96171258906614,428.08744305395464,200.62976086989696
2017-09-13,126.56404038787788,208.97781733782023,521.9070250118344,204.43521053987334
2017-09-14,128.3681245777738,209.65872678969401,494.1467783787273,184.9436626983465
2017-09-15,145.86896892026698,235.59878861270482,644.164297414147,214.8964850201441
2017-09-20,156.0970664267763,319.3350300390184,445.9253135352056,228.07812470182446
2017-09-21,154.04105414271615,269.8814711202121,957.1103540521387,272.62777287963223
2017-09-25,176.90668225217945,236.55296864902695,639.4926123177437,354.55138597080025
2017-09-28,193.98057249886568,260.34009515717656,674.1893775099212,372.1233543540477
2017-10-02,200.5413491984373,293.60672242661656,792.8694855688966,378.755356958866
2017-10-06,188.8614452643401,317.76552542335236,858.4025383935327,363.1246994079665
2017-10-09,199.91749463682015,328.8133548088509,811.1083805497831,319.63292909024443
2017-10-10,199.32327316298483,326.8200511043651,821.7495052624427,319.8196466456883
2017-10-12,202.82888592989485,355.0394191800408,1074.1358967777383,337.5335636910876
2017-10-13,216.83296940022046,348.3975807490796,958.9304924378282,372.20377927382833
2017-10-16,229.880568953174,314.82686054515773,1255.691155825644,422.8192900079597
2017-10-17,203.875662063637,458.66628872925895,1418.5197756353516,430.53888443412217
2017-10-20,260.81967520449945,442.3540571090729,1385.7193878270725,417.4127737478381
2017-10-24,230.2728558612614,463.11870927213346,1622.531569120592,447.3945367809904
2017-10-25,257.68656257443473,523.2800143327839,1540.004616133319,388.82844490808844
2017-10-31,218.10247864819212,368.70374563438713,825.1298170286674,312.92294205921536
2017-11-07,244.27919206353744,379.93228833697833,895.8301034442113,327.84674619632017
2017-11-09,257.2000986018712,384.70396248066487,820.2409583923867,293.6518611646023
2017-11-10,183.23851506660452,579.7257998724484,824.5676337772197,230.53130770218667
2017-11-13,227.14518012421536,503.6693265265253,905.1890283178838,195.9291186834614
2017-11-14,135.28618631820706,480.6155757585069,601.9668493149513,144.2711937238434
2017-11-16,172.3122191147261,543.0488475801968,703.5975235754413,173.7724765487126
2017-11-17,165.14139818551953,586.8320161375398,700.4395729912911,163.83296999454296
2017-11-20,247.1471891386031,552.1771245161301,1037.989232705402,218.17378968502788
2017-11-21,219.08117498793183,671.4365430020015,1199.7579348535428,257.8785121248468
2017-11-23,217.1269584510811,653.907432938314,1070.1850384459435,133.18998283047446
2017-11-27,134.80744400594236,176.05837447191888,355.98905297732216,113.9915200704597
2017-11-30,158.59583174271773,235.62794100820471,461.89487981024064,131.38354792987283
2017-12-12,157.02709168785765,307.45187992817625,646.5170631178969,159.57116545959155
2017-12-13,144.28284580512806,308.2612698562731,271.49544819446925,121.50395558104347
2017-12-14,157.45429702345865,323.94276630698647,788.99442044273,152.68879603749878
2017-12-27,191.5327433936709,199.146863205822,554.1595789122888,212.98283962490515
2018-01-03,229.2641874569371,242.60577234181446,649.6974934829243,215.5045502009934
2018-01-12,281.1065030333943,389.558964017097,598.1603749955216,130.20076643206588
2018-01-18,309.9710842116643,365.21443028915064,976.3631729922301,212.7011058439397
2018-01-19,306.62979798069875,340.3358499436687,1049.1050966248156,180.88695958421894
2018-01-23,315.9877044165992,333.23917420822517,994.6114531872274,151.3695113037878
2018-01-29,253.12219539942282,259.1994781384033,854.7854178667887,344.9936927205758
2018-02-01,218.6478110297529,195.23528779486298,969.4333102297775,382.71985520190276
2018-02-06,399.8052587905731,373.9526774615858,1026.6123371666567,304.21200368732667
2018-02-13,259.79101004584135,242.81389655492768,1087.499998982081,325.9792197793223
2018-02-14,260.767415964022,258.1135625501982,1203.9494837482926,327.7047785913801
2018-02-15,261.82876648593,259.16792104244655,1208.9532282590737,329.0273035078972
2018-02-27,171.32118249359232,152.38348569861247,587.6887621123533,236.56786599419928
2018-02-28,166.53924919589943,167.52047962210844,685.81348476694,251.43937896844082
2018-03-01,158.58714916723537,145.95053897102545,701.5367475936916,291.20918217261544
2018-03-02,133.5267531848537,111.71026531415318,742.9650317483074,391.9128840803992
2018-03-05,139.69997548649258,125.93426051382203,723.0622608085205,352.52119883556696
2018-03-09,141.39312950624895,107.40719185597176,833.5071829519977,494.1986046493889
2018-03-13,155.22510507224666,119.08824654400489,778.8426191326245,352.2686932073395
2018-03-14,167.50435520370834,138.32693925826757,868.8319482136404,383.5345189175566
2018-03-19,222.7004580840067,266.0117162670366,967.5903529144113,327.6813794111237
2018-03-21,223.1729760381533,418.7856162458931,718.2485761740871,212.16821233943784
2018-03-22,216.26459148382327,309.52178069688307,765.2817155917186,175.1845931715939
2018-03-23,234.8753181702605,281.17899891660056,856.0510608954014,196.00506509754337
2018-03-27,224.0882978731493,256.3128277983857,425.55905906782215,215.81138051356626
2018-03-28,232.6080668152587,264.443073060209,448.15091379421534,222.58552547666804
2018-03-29,236.30156022951684,252.22764679278214,432.78593604332684,229.68152234244687
2018-04-02,205.34399057462605,183.13334168930686,716.2259189873783,436.7796519299322
2018-04-04,248.81690113832616,238.6585666976221,728.5294306646462,432.7850568767968
2018-04-09,253.94808480789087,239.89309272856593,765.1151361370014,439.6731677121464
2018-04-12,258.3774724702877,289.0185613643382,893.9267768013461,363.53983134162917
2018-04-16,302.5077612239692,292.46508763385685,920.6979570902275,334.12590095919984
2018-04-17,306.87416299671645,390.5700104220231,1060.087023454771,371.8846455110584
2018-04-18,270.4396250714958,795.3661555131017,1136.1479491766659,338.7044726746748
2018-04-20,295.8419334220944,306.08832585143034,905.9753439218096,209.2138776523136
2018-04-23,202.81937657309658,250.3491223350829,389.8874329178838,177.0370989841538
2018-04-25,217.82013909701527,281.15677078022213,511.19325640654677,267.4716958806723
2018-04-27,221.71186352709697,180.30235399880158,608.8340003544356,312.5213966521232
2018-04-30,230.28908769383355,183.2054703325464,645.4436161080037,366.10018728737145
2018-05-03,177.93073224852964,160.45265031129105,717.1614853616165,431.01702015183196
2018-05-07,188.4631090893445,173.13097445785152,771.9316993094701,473.55052518271486
2018-05-09,234.09588203820027,234.550922582719,809.2921755300923,438.9590982496876
2018-05-10,236.36978413420766,241.584196070313,792.2952126978415,389.2063606340618
2018-05-11,242.5184095577245,263.1546999728935,1010.5911083779948,428.5310786116895
2018-05-16,254.42102032501356,265.5117129161792,962.854811565337,417.71565791637727
2018-05-18,289.475385393657,348.585892593104,911.6221582842726,297.18859960538975
2018-05-21,270.01081974147456,317.98271339972183,957.2151434071695,423.1180792211561
2018-05-22,280.9515915678681,354.8368203865102,1132.387795611781,442.08332769568693
2018-05-23,250.63274269871212,287.72282335624527,1141.9362743317804,435.28051784688284
2018-05-24,281.03739138463254,299.1164894750466,1105.4818161992425,497.81621851497056
2018-05-25,231.75127522165582,261.4522418234136,1260.306413206518,440.161389324721
2018-05-30,193.43137818522322,277.9972886271439,614.5009367417205,424.3724523659895
2018-05-31,232.7831827938317,241.2467869591469,562.5467518688171,331.3054773707782
2018-06-01,240.94077661024446,253.5661087107537,591.192975052904,341.75120493008
2018-06-04,226.50985363694883,244.136253017061,566.6556993340187,320.30950462598634
2018-06-05,218.54301647152906,303.8091611746607,409.43065915702874,214.97015576710044
2018-06-06,242.17038419123904,330.12446729076714,488.03679389611295,279.9992053016249
2018-06-07,260.3812422519505,379.48357691531527,412.83848947142724,231.51687460267897
2018-06-08,237.0610735753543,352.14546570106734,395.6518299469894,224.2662660211345
2018-06-11,258.8046615849691,362.2301717672429,414.2347611071431,235.03378810184518
2018-06-12,203.55033326668035,350.21256850185455,292.32443753105025,164.21852729181256
2018-06-13,254.56297968901302,404.41892923743836,456.4621857538398,246.6809913365783
2018-06-14,241.16873829661887,377.8695400197418,449.7120472687407,243.09438854483474
2018-06-15,176.83413486797951,328.6101481364949,298.36325532304977,173.81036012075708
2018-06-19,182.02670577007498,433.56913828056383,291.83689909005267,139.69966126576458
2018-06-20,187.04596407865975,388.53317757919007,270.8140771020228,144.8097117790374
2018-06-21,202.87731039659877,389.29077577292225,244.84903685067974,111.71136711136525
2018-06-25,172.23947801101627,216.1348965471777,197.19058975473064,123.90230046311419
2018-06-26,164.31345268593762,214.71854074806762,166.48482678490421,107.66281378278879
2018-06-27,173.88192913393326,224.69601877914295,205.0968372776928,116.93376618613019
2018-06-29,162.15019784352933,239.1759695627516,180.07408620960106,96.39708838836187
2018-07-03,145.77844668716963,237.345393793681,146.23906769224254,81.30192071573146
2018-07-09,232.04049360593896,313.39973454116495,325.6194421102505,178.650948515245
2018-07-16,152.17978422198777,287.64026660182355,247.3812013618379,87.24649668415252
2018-07-20,273.69974098606303,387.55312132040814,639.7874973668727,215.6125976873731
2018-07-25,263.1285182822581,446.5159746099326,592.2088483189189,172.3396424675181
2018-07-30,200.97991882285365,250.05317172341717,465.39525756158514,282.0745729900087
2018-08-02,217.8192314770257,301.71149148083725,459.20459149476386,280.13838318303783
2018-08-07,228.06178390344954,268.54197098070244,590.5598230664956,374.2328407614343
2018-08-09,238.99498765392656,305.14999998135227,662.2421058184823,397.89258115852977
2018-08-10,292.77897707562045,378.0191636916165,585.7439338303586,328.7497567286786
2018-08-13,268.3808227357478,417.8570809973946,522.1606342243283,256.66459475982504
2018-08-15,252.36503292921674,426.44045356326353,772.4336635986386,345.34193872064003
2018-08-20,304.46205582956634,450.3440239303828,752.4767922720765,282.34890454033115
2018-08-22,240.70178979636052,425.6717596815776,834.8674131011578,217.3495305779079
2018-08-23,232.49715907108163,423.95422300558573,820.4766543853343,212.6310181291353
2018-09-10,224.4487303508262,276.4086008990816,426.29820072092303,160.00822172458714
2018-09-12,228.10152728876147,283.5839229609685,472.6860080609659,187.17535329595566
2018-09-13,132.10074078937112,284.6571482913697,290.0817238494869,88.04282104843445
2018-09-14,130.39214942810602,311.04917569827904,317.02545166148894,82.08827906000289
2018-09-19,116.57237411953925,277.81928099790747,205.9777646347289,112.88785415372115
2018-09-21,184.5657659283645,224.2300638938426,307.653521169319,149.00012730614645
2018-09-23,0,0,0,0
2018-09-27,200.5375111726789,203.1007394462545,416.3261229636743,233.7058054592484
2018-10-01,204.99530077789257,264.8530414536862,410.9463200440479,187.56064968291253
2018-10-15,235.39203412533564,284.77368656284074,905.1509089617505,529.2289524982318
2018-10-22,266.79423468636077,431.0553247214103,924.8305668463435,305.57551250202897
2018-10-23,280.9976521587115,526.1560247752687,1078.260038323429,432.83320007271755
2018-10-24,208.43013536151753,388.9279215185417,1119.2539253858515,410.02007153977416
2018-10-26,229.27580974239763,358.09732786983494,766.2784940724827,218.18949410886788
2018-10-29,222.19501945786484,295.3253893252154,558.8299609444792,293.70363336459656
2018-10-30,218.25977152975335,287.09568346563424,545.7790334502872,248.99270964021326
2018-11-02,236.41772169056645,296.64805430208986,587.2246031437517,268.0858724497095
2018-11-08,217.5729361975474,309.1195039805306,798.8232316466238,395.5970931146292
2018-11-09,314.8978783610712,478.20233241741334,887.5679532662012,394.7791787270627
2018-11-13,187.6769636238876,377.94451233308337,1126.4117689111677,443.1368936372613
2018-11-14,254.5969054124521,467.99262368171213,832.6813323526555,204.12883416730517
2018-11-15,279.44737434086306,498.16797602992176,1076.2308397321872,335.8452182022212
2018-11-26,80.84991358144015,155.5310899426559,211.10733381405373,63.337104930705074
2018-11-29,130.97400197703544,158.8495141858277,275.3013303513486,79.06429706814248
2018-11-30,132.1209110361856,160.52639424068093,277.1384470758113,79.64340889805437
2018-12-04,146.58017768723607,187.82496754648466,406.73001426518897,146.3708976290226
2018-12-06,146.5434163103573,178.9418165229193,464.3474967886076,173.2185329614091
2018-12-07,138.61149148599506,170.0097945588398,360.49800017876106,134.24586902948465
