date,C_up_gamma,C_up_gamma_5,C_down_gamma,C_down_gamma_5
2018-12-11,153.49098537812125,198.67024451176204,524.2234048859945,176.3594858693851
2018-12-12,163.4669093286891,229.02451502866424,552.7127606247784,145.8305619447501
2018-12-13,163.21302877674037,232.52716852645574,495.8420657900204,132.35472679611772
2018-12-17,207.63100694392412,300.0488141637428,683.3227737504757,173.38891677250868
2018-12-21,171.13792619051418,352.5923281910281,223.05031253316935,95.18889835880755
2018-12-26,95.92145755610483,96.22254626770669,153.83386382314978,73.64379209738337
2019-01-02,101.52074798969826,110.1715221049111,159.1528657127186,76.61657815475205
2019-01-03,160.77370729182465,221.5942094137545,289.76918823087794,98.76088315550514
2019-01-07,179.3035389550992,221.85984763034904,421.3271879479261,170.34494512023394
2019-01-08,178.63516205168114,232.02367999803965,432.69846964445475,169.8881048483039
2019-01-10,187.03331786597272,250.9690152586845,489.3594694821385,186.63557733609713
2019-01-16,168.18395250744823,326.34757442535283,376.118378100457,112.33949616517069
2019-01-21,211.17530899662017,401.6259746998953,549.110511096183,200.4949791715243
2019-01-23,240.21371935783304,404.9404672991475,654.5331954728905,147.79832860487562
2019-01-24,238.4063107777169,404.5659172749196,912.0470040165709,167.00369531717007
2019-01-25,237.18259474616326,391.6246094779735,596.6993199509031,150.53593400387265
2019-01-28,147.63301503675325,258.2607958535288,427.80916042486433,192.61037106821937
2019-01-31,177.38470564059793,220.54511033180222,518.3028899622292,212.56948162828564
2019-02-04,271.79677462820325,298.58120868473884,469.2415459501927,174.43100314663428
2019-02-08,284.1409386369136,338.245269741605,568.3934629504814,225.3242856438363
2019-02-12,251.76245810572996,511.1233782576681,706.4311971946704,169.21510421707035
2019-02-13,378.32538429203765,558.1862314821643,854.5652729916358,228.06190610669927
2019-02-19,350.95111062155036,662.4953464200682,710.9146105957052,129.7601636348091
2019-02-20,293.8408149690585,941.6066342969278,495.1932621281304,70.9898285444719
2019-02-21,242.98035122740694,1128.8528522009972,774.7050748891504,70.9452769503459
2019-02-25,153.67228658230056,195.73227704226738,382.3072702621615,92.45615370760441
2019-02-27,149.51695038447804,261.2809349401267,207.56016725025452,53.85258793109872
2019-03-01,129.20385396987865,283.39358748082026,166.49674578996488,46.082228938871964
2019-03-04,159.2734641281921,272.0131814891251,215.46102522310383,78.91920193185634
2019-03-07,170.08779476761308,316.1629804097094,266.00210470803046,87.4146643679452
2019-03-08,139.04319276538436,290.6947254324085,174.31436676446557,56.68163900134006
2019-03-12,139.11774907761287,289.3383807818886,169.30101494717397,45.70306023925742
2019-03-14,177.82604508189146,346.3120858107134,433.25478488201605,103.13241276168812
2019-03-20,214.79008582830002,380.2344217934821,556.9199362062404,125.63605412708435
2019-03-22,247.16764350631837,395.2027410292967,892.647092983087,157.13820000256638
2019-03-25,209.90387710288883,207.117541668573,394.8235081500634,180.1559570537727
2019-03-28,230.3538366009811,258.12356255635206,416.4719467765448,159.18717866371372
2019-03-31,0,0,0,0
2019-04-01,124.7723078498056,282.16179461758713,170.2116979029381,63.13973113763479
2019-04-03,165.47330205934654,351.66463844189616,275.20896403895034,108.82496235562172
2019-04-08,193.77722790870328,361.24584611902026,306.8851282714638,124.28043800541974
2019-04-09,169.60506542353212,428.061444079961,207.81184484184357,89.88756566585703
2019-04-10,157.37677215357684,462.94066535053526,215.8895874674302,89.52160818960655
2019-04-11,178.70689935065568,401.8405047249911,333.04007074356446,118.49747360708136
2019-04-16,207.01374961420157,498.2106134479282,413.8751149682992,114.150912034898
2019-04-17,221.45795907484543,550.9275732867819,272.02007633672605,83.91545131743925
2019-04-18,257.1438275125866,547.7239888246179,325.72865532106135,86.6030084902623
2019-04-26,184.5083488228483,412.60102060003624,228.81728344594262,69.28671350999039
2019-04-29,170.6666760621104,218.21362623581598,203.09768916911764,103.79723594055
2019-04-30,179.82677145330652,230.53005522826163,204.39603837507806,102.7534712485041
2019-05-01,190.75984713147662,253.58032242487482,232.5479896551895,103.99284342872404
2019-05-07,216.98925136188416,301.1408989410235,322.4463760917488,143.84222622360616
2019-05-08,238.00096761314808,260.2593790568691,343.738461985287,159.99859848844085
2019-05-09,232.31674081316532,309.22464859850294,326.2258559741281,153.46626425128193
2019-05-13,214.98870187572814,309.86862254912467,235.59268369538339,105.81511096835109
2019-05-14,231.71962767717392,327.76218854517606,260.34466504372773,113.81458614300332
2019-05-15,235.95449937375702,282.31407382877154,426.3675330551012,226.39595008265735
2019-05-16,244.01585349321968,315.46755751282876,452.10038582369776,245.93738570945035
2019-05-20,197.1950362396898,225.89920264562193,584.6519791734496,384.88080740753816
2019-05-21,215.50081261705202,233.61827209474092,687.5294316810296,448.1222951074268
2019-05-22,196.33390943071686,177.01870861997725,693.7351227614358,429.2086099649326
2019-05-24,229.68518685563174,337.6450879602089,830.7395075629672,329.9072960327885
2019-05-28,122.8037068247654,113.15611801942266,359.0076781474689,299.92978094805994
2019-05-30,122.81939226688912,107.86708606828125,407.6723264023729,356.5473786960406
2019-05-31,93.77282253094162,87.380313584884,368.59921501079396,336.9267526083748
2019-06-03,113.87732397482714,119.6967026751105,418.7576055853735,369.30006830698403
2019-06-04,124.21566923992991,134.2134048101859,467.54886848185015,401.16523203072944
2019-06-05,133.0254022812475,147.17053526476786,552.7332333018442,468.7030486428212
2019-06-10,169.21958461459135,182.8528653480874,649.7776215633032,522.520535119617
2019-06-13,147.7676755561767,183.36859928015926,783.8375469610761,609.2759028641144
2019-06-17,141.17260391442113,154.1646258725958,680.8938228375567,587.5876700940038
2019-06-20,163.61395313074834,228.73991114503625,908.3559814942391,536.0358936786868
2019-06-24,98.57368473231905,85.85537216101093,242.50122661067837,207.68483900321505
2019-06-26,90.42993143023888,87.073157550086,273.21007506784423,236.796318925183
2019-06-28,114.45218612410423,103.73687209103771,303.61977177023414,253.7986960073796
2019-07-01,121.70851550251194,141.15837388067993,320.6046886732721,250.1880028891374
2019-07-02,126.79522677448853,151.67810598639144,328.11013052546946,246.55135423175824
2019-07-05,92.19127702666388,93.2912469829482,251.5094735997476,216.72695244328452
2019-07-08,141.81545861443246,160.0311959523944,404.76321275227656,314.1577598514702
2019-07-09,147.8195940680751,139.79099575381426,433.42307158678256,326.0300382752749
2019-07-16,162.3787303441013,161.03426643923328,583.1629842195788,398.3502443933651
2019-07-17,170.72303115491175,216.09356752682962,594.1028754115064,371.1591009677251
2019-07-18,180.53960893503864,217.57750726644238,676.7648908192326,421.5908809441065
2019-07-19,189.99689627475036,241.31954372763948,551.9968681103486,316.93658855932915
2019-07-22,199.87526102688864,224.61239433076494,674.3259848266407,395.03388579042615
2019-07-25,202.85464435958158,297.986426293367,757.9051551439011,321.8754473538815
2019-07-30,150.96368585079543,180.3961152186908,412.6327031746809,297.9140014558902
2019-08-01,126.0499761429473,162.54145206682176,378.18282223628324,252.53623538728
2019-08-02,132.9998603866623,166.52684042232977,286.69270349432196,201.831145689365
2019-08-05,165.75300779808995,204.27141837601008,321.8674159664504,225.04565849248888
2019-08-12,175.05089150740915,202.77576509039707,488.1668868988749,340.84323602707786
2019-08-13,141.36280317607554,274.0859173736049,399.0409527810056,249.26394078187698
2019-08-14,104.76039671273962,184.82635569240074,285.71817857434496,166.32695213373478
2019-08-15,88.74974824342115,196.7685935394085,227.2112827638329,143.2518364235317
2019-08-16,108.28251501515797,234.64758838602086,319.04044988240537,173.30411297826112
2019-08-20,137.5683181770719,264.4261908988116,415.7670931013847,219.91056196640815
2019-08-22,142.13866696279234,232.651655436312,467.7803056818832,195.28664724653711
2019-08-27,84.6664787607615,134.90991900891123,209.88052822352236,119.49135324033283
2019-08-28,83.20599105000122,133.41119544472244,221.09696643782073,106.4550941505498
