date,S_up_gamma,S_up_gamma_5,S_down_gamma,S_down_gamma_5,S_up_diff_5,S_down_diff_5
2017-09-05,19152.57997207716,30240.421679373274,19807.970986796394,33127.512148700036,11087.841707296113,13319.541161903642
2017-09-07,23281.71848588265,35526.97946994803,24451.902567664805,46867.60989838265,12245.260984065382,22415.707330717847
2017-09-11,24202.02187611007,38501.16653454876,22097.93974513318,42147.744802316876,14299.144658438694,20049.805057183697
2017-09-13,23755.275417346176,43044.98344349107,21557.841835763906,41964.178186936886,19289.708026144897,20406.33635117298
2017-09-14,21818.884333976435,38944.94770929665,18023.826345099864,42153.153839660605,17126.063375320213,24129.32749456074
2017-09-20,21150.029895417305,37373.631983857165,18618.891408449097,42620.48418359111,16223.60208843986,24001.59277514201
2017-09-21,21481.523974777952,35417.40759480646,17217.987876311152,40781.67829856693,13935.883620028504,23563.690422255775
2017-09-28,21004.917243930126,35713.50011150223,18398.421760873738,36499.34503927455,14708.582867572106,18100.923278400813
2017-10-02,20228.368293757583,34905.36644542424,16253.242350484104,37294.21563476285,14676.998151666656,21040.97328427874
2017-10-03,18971.61223890648,36553.693473847314,15541.241144897507,35200.209920637964,17582.081234940833,19658.968775740457
2017-10-06,17036.280345870415,33072.832605338066,16827.123328107707,38610.93985911201,16036.552259467651,21783.816531004304
2017-10-10,17017.260246785812,32475.50084557652,18036.953401343668,39033.82804068015,15458.240598790708,20996.87463933648
2017-10-13,14400.538705208543,28732.99165852791,14336.759044957485,44582.098226160204,14332.452953319367,30245.33918120272
2017-10-16,15968.404592918758,32998.66751182835,13958.330053181384,52188.04866612293,17030.262918909597,38229.71861294155
2017-10-17,15693.383648961244,32623.339786931505,13770.195866854383,48212.35482488778,16929.95613797026,34442.1589580334
2017-10-20,13071.851288308797,28392.316598669928,13630.667594833389,47699.18734044894,15320.46531036113,34068.51974561555
2017-10-24,13673.01372291814,29670.662251269987,10240.931271597712,36813.957749194655,15997.648528351847,26573.02647759694
2017-10-25,14567.899329414528,29386.178647726858,11647.524742523641,32616.040232411917,14818.27931831233,20968.515489888276
2017-10-26,14620.40012263412,29485.24353444125,11682.96209486697,32728.601835987225,14864.84341180713,21045.639741120256
2017-10-31,13832.984432568506,23795.179388057328,7082.634754084897,14860.619404658855,9962.194955488822,7777.984650573958
2017-11-07,15323.121555843185,23947.2624614846,8096.030003058373,18198.81673827663,8624.140905641414,10102.786735218257
2017-11-09,16652.946025934132,25311.23421480074,10318.383497289446,21120.502870029188,8658.288188866609,10802.119372739742
2017-11-10,14629.487304224025,28895.25784150263,9220.667088012422,17395.442408091738,14265.770537278604,8174.775320079316
2017-11-13,13217.085130179168,26422.16225106546,8643.67047978981,16663.195699263837,13205.077120886292,8019.525219474028
2017-11-16,15040.511254951021,28262.783734130375,7641.9172120400735,14727.39241451116,13222.272479179353,7085.475202471086
2017-11-17,18362.195624662476,35342.61002057396,4900.043306437724,11455.147297069021,16980.41439591148,6555.103990631297
2017-11-20,15172.340320512978,24747.196986754967,8836.994834997164,17857.804568156695,9574.856666241989,9020.80973315953
2017-11-21,14555.49284891256,24248.745114469395,8244.190297230656,15968.05884878536,9693.252265556835,7723.868551554704
2017-11-23,13326.804231384134,22426.39143236716,8315.168646277376,15843.712708518957,9099.587200983025,7528.544062241581
2017-11-27,14765.39156088697,24091.187345712708,6741.898903208792,14646.335771298158,9325.795784825737,7904.436868089366
2017-11-30,14272.736918068867,24041.46071788206,6801.905586211092,14930.994563863524,9768.723799813191,8129.088977652432
2017-12-12,18171.565827587652,32103.07885388651,5913.363252251807,14491.489834484688,13931.513026298857,8578.12658223288
2017-12-13,16398.212226866224,32664.227869687893,5973.295606139045,13683.571358091998,16266.015642821669,7710.275751952953
2017-12-27,17884.754847587486,30254.67940311592,6568.922753105236,13151.282940268577,12369.924555528432,6582.360187163341
2018-01-03,15660.14177993749,28508.780108137737,7223.489250852198,14062.332693271792,12848.638328200246,6838.843442419594
2018-01-11,17679.549449820515,35349.57277547382,8333.480987404704,15922.116367064818,17670.023325653303,7588.635379660114
2018-01-12,17490.364639906304,35822.559141615966,7469.724570709835,14495.911903631983,18332.194501709662,7026.187332922148
2018-01-18,16274.573570972827,32300.96833676803,7557.15150663989,17770.1683024989,16026.394765795203,10213.01679585901
2018-01-19,16162.895547449847,32065.97484945194,7220.762265869383,18955.870074773302,15903.079302002094,11735.107808903918
2018-01-23,16414.823569407636,30955.52043696324,7934.259480226824,19831.780043137776,14540.696867555605,11897.520562910951
2018-02-01,17204.76300639809,28064.56451852145,12856.888947908988,24383.754157835927,10859.801512123358,11526.865209926938
2018-02-06,17343.966311631782,35192.03949935521,7157.14078419099,15577.130842298893,17848.07318772343,8419.990058107902
