date,S_up_gamma,S_up_gamma_5,S_down_gamma,S_down_gamma_5,S_up_diff_5,S_down_diff_5
2018-02-13,19758.44053561633,31740.389678534444,10246.859343038715,26069.947618903392,11981.949142918114,15823.088275864677
2018-02-15,16204.797234200101,24149.41721754103,12769.655627856304,29372.167168733708,7944.61998334093,16602.511540877404
2018-02-27,17983.91649780405,26357.41255386637,11498.507443928007,24788.92930540382,8373.496056062319,13290.421861475814
2018-02-28,18590.475965052,27314.880765642734,11854.391826694293,24705.170965419984,8724.404800590735,12850.779138725691
2018-03-01,18651.868868449663,26677.19507925411,11570.15815784338,25049.555036468522,8025.326210804447,13479.396878625143
2018-03-02,18576.15890183183,25140.42820363358,13859.177056374,28325.656923803937,6564.269301801749,14466.479867429938
2018-03-05,20407.091052195316,27119.90103645049,14521.60254092432,28849.83727637618,6712.809984255175,14328.23473545186
2018-03-09,19741.087278434024,30824.592371300296,13403.107876707543,29162.378648691316,11083.505092866271,15759.270771983773
2018-03-13,20754.75503382474,34639.15109280967,11275.759217403149,22655.40425194302,13884.39605898493,11379.64503453987
2018-03-14,21154.572332180724,33865.43462851662,13298.807756702865,28292.48301184741,12710.862296335894,14993.675255144544
2018-03-19,19737.842286716164,32771.429454693025,12618.221497883686,27762.520834375642,13033.58716797686,15144.299336491957
2018-03-21,15970.322670164176,33334.72667096806,10297.907223220927,20601.2331432599,17364.404000803886,10303.325920038971
2018-03-22,16215.813752892844,31196.752952317725,11279.00167843436,21126.412192465268,14980.939199424882,9847.410514030908
2018-03-23,16636.543652217784,29508.935163765156,12543.320023290782,22731.649506762707,12872.391511547372,10188.329483471925
2018-03-27,16380.61294943915,27627.0926440374,8738.162600853651,17779.155216449428,11246.479694598249,9040.992615595776
2018-03-28,18118.362925762405,30585.877316245907,9177.577761566015,17546.241560260314,12467.514390483502,8368.663798694299
2018-03-29,18558.592385033244,31553.158429206596,10243.585872640531,18330.607037753663,12994.566044173353,8087.021165113132
2018-04-02,15759.896539202635,26238.518683768943,10111.638040681779,24914.816378502255,10478.622144566309,14803.178337820476
2018-04-04,17277.0927456902,29400.708313352672,11104.118770066763,24018.80869245674,12123.615567662473,12914.689922389976
2018-04-09,19206.5584373086,30961.15640414431,14757.585179778558,27573.144601077645,11754.59796683571,12815.559421299087
2018-04-12,12125.479828651269,24362.801932686616,12320.691894458121,28659.324521955645,12237.322104035347,16338.632627497524
2018-04-16,13663.96404503239,25962.569322022748,12950.12097006443,32777.410568658175,12298.605276990358,19827.289598593743
2018-04-18,12349.770213843814,25801.67028647011,10839.975360218072,27213.328391656672,13451.900072626297,16373.3530314386
2018-04-23,17917.653256311314,26614.057664005883,11135.241130668797,17333.177957302356,8696.404407694568,6197.936826633559
2018-04-25,21168.875589587653,30472.13704781196,12079.545693092925,18252.741222354573,9303.261458224308,6173.195529261648
2018-04-27,22549.49368975972,32894.267306631715,12952.463967085132,20343.904733535972,10344.773616871993,7391.44076645084
2018-04-30,22798.30467184818,31927.171070938326,15752.108286997016,25254.060401601044,9128.866399090148,9501.952114604028
2018-05-03,27024.324112280072,37062.53844282977,13208.01839826603,21433.712321320705,10038.214330549697,8225.693923054676
2018-05-07,28062.159576074187,39115.15928795617,15092.095024693834,23166.615505661073,11052.999711881985,8074.52048096724
2018-05-09,30198.13356680842,44763.513297178484,10279.175588062093,17465.023103460935,14565.379730370063,7185.847515398842
2018-05-10,30806.538534510382,45867.68701955884,10765.661436048687,18146.627970439455,15061.14848504846,7380.966534390767
2018-05-11,29684.009076001388,45634.06290835021,11497.974309553463,19789.892011706364,15950.053832348825,8291.917702152901
2018-05-16,32943.3687425413,49078.14273406327,11633.399992297907,20375.25105806169,16134.773991521972,8741.851065763783
2018-05-18,30213.465111829802,50941.69093220771,10087.700448950593,17297.71882014701,20728.22582037791,7210.018371196416
2018-05-21,31508.382892634916,52803.813589351084,10465.72162154886,18051.729288264825,21295.43069671617,7586.007666715965
2018-05-22,33132.57228063943,50552.927610211154,12689.37838226386,23529.542305833478,17420.35532957172,10840.163923569618
2018-05-23,29148.162588428695,44546.2353153884,16265.869290730923,29149.404758114735,15398.072726959708,12883.535467383812
2018-05-24,30646.890688158317,44206.60124213755,18187.167056151506,33337.42974203944,13559.710553979232,15150.262685887938
2018-05-25,31667.540591590587,43777.68254574769,17015.439209322467,28500.88668094785,12110.141954157101,11485.447471625383
2018-05-30,33464.743691893345,47537.73028517784,15351.454377209262,26560.989123207128,14072.986593284491,11209.534745997866
2018-05-31,33196.967560738034,48063.65479855156,12950.250961089572,22836.38939046096,14866.687237813523,9886.138429371389
2018-06-01,31449.60097919824,46861.2051477103,13395.099063205187,22149.53694692219,15411.604168512062,8754.437883717004
2018-06-04,31225.04381679071,47790.566557355654,13892.096954731373,23975.422852357617,16565.522740564946,10083.325897626244
2018-06-05,29557.68955444428,48618.21842233543,9942.903409335631,17557.46078145225,19060.528867891146,7614.557372116618
2018-06-06,29232.647427695683,48592.66419217146,9884.29635695143,17691.40674058657,19360.01676447578,7807.110383635141
2018-06-07,32238.760882402436,51925.433676961875,8839.209503025644,17095.189375914713,19686.67279455944,8255.97987288907
2018-06-08,28443.909256139734,50428.82662087118,9391.655406022774,16954.350888561927,21984.917364731446,7562.695482539153
2018-06-11,28011.21219329961,50525.2204941294,10215.374778635296,17762.781914082167,22514.008300829788,7547.407135446871
2018-06-12,26081.63489892824,47644.04269224247,8132.568053599819,14166.740124317726,21562.407793314225,6034.172070717907
2018-06-13,26364.528522202265,48958.74553885743,8583.29404742664,14956.183508764145,22594.217016655166,6372.889461337505
2018-06-14,25070.497855350968,45911.62473822196,7474.862693076188,13831.377861311623,20841.12688287099,6356.515168235434
2018-06-15,26577.791105037428,46297.45166539061,9089.42662460937,15049.430006014796,19719.660560353183,5960.003381405426
2018-06-19,23825.012396811806,39938.73860220749,7959.355208554226,14162.302844290916,16113.726205395687,6202.94763573669
2018-06-20,20681.63952623868,32006.95809193079,8991.079321185329,12521.830184894035,11325.318565692109,3530.7508637087067
2018-06-21,21545.14139857372,33060.78050164622,8471.668544913542,11857.428518599096,11515.639103072503,3385.7599736855536
2018-06-25,24061.359999269698,30883.434597131643,9344.902711492714,12688.221947553207,6822.074597861945,3343.3192360604935
2018-06-26,20695.36201138292,28129.52201136842,8404.530845965573,10926.376562363172,7434.159999985499,2521.845716397598
2018-07-03,21515.531944832815,30170.270227074034,7710.361779643331,10330.528913524091,8654.738282241218,2620.16713388076
2018-07-09,28796.319641283433,38853.7355951755,12041.195610228115,16857.06530921659,10057.415953892069,4815.869698988474
2018-07-16,19472.45005602117,29838.060927674636,7902.704483584061,10294.877890579122,10365.610871653465,2392.1734069950617
2018-07-25,23481.511326262116,36739.54320492447,13385.521207778147,23024.546725855387,13258.031878662354,9639.02551807724
2018-07-30,20449.159512262984,28694.22756510897,15477.364636304674,22307.774884164533,8245.068052845985,6830.41024785986
2018-08-02,22841.777212081935,32453.55012189811,14069.036711490455,22361.471073370332,9611.772909816176,8292.434361879878
2018-08-07,22915.49967390851,33586.57930050493,15808.048163036048,24200.995801305828,10671.079626596416,8392.94763826978
2018-08-09,23840.061650397412,33222.63349806189,16271.211414516078,26055.697712083682,9382.57184766448,9784.486297567604
2018-08-10,23275.178001942193,34001.179721030305,17943.811382712145,27913.15037063414,10726.001719088112,9969.338987921994
2018-08-13,21076.5385909857,33625.12537191648,12228.320800612046,18308.595430169167,12548.586780930782,6080.274629557121
2018-08-15,19674.573509981852,32990.73444824148,11897.208329608095,21097.34628420631,13316.160938259625,9200.137954598214
2018-08-20,30303.840995305207,44977.40324302076,20130.65990085145,30511.872153326476,14673.562247715552,10381.212252475027
2018-08-23,28363.543563103227,44015.48962258098,15106.1975806585,23935.77079390818,15651.946059477752,8829.573213249681
2018-09-10,20196.081108246293,33501.967316759336,12556.84956768617,20149.63786268659,13305.886208513042,7592.788295000422
2018-09-12,18913.933740545493,32089.484223322463,12401.571979377006,18981.660939960348,13175.55048277697,6580.088960583342
2018-09-13,18096.79817768674,33168.49509959898,11944.236127198656,20071.330119982675,15071.69692191224,8127.093992784019
2018-09-14,17101.251763087967,30794.797269866827,12002.116182180804,19438.78514920733,13693.54550677886,7436.668967026528
2018-09-19,14366.257195649687,27978.90862191248,7708.239859114981,12695.418180310402,13612.651426262793,4987.178321195421
2018-09-23,0,0,0,0,0,0
2018-09-27,17660.37173244839,30492.160011643427,12006.744669548367,21142.053335870714,12831.788279195036,9135.308666322348
2018-10-01,17764.033122121087,32193.247629251153,11083.23935848515,20767.60743816851,14429.214507130066,9684.36807968336
2018-10-15,13946.125508522298,31905.267608334918,11858.144106380238,27297.228288828068,17959.14209981262,15439.08418244783
2018-10-22,15619.109522461267,33710.29867524651,13217.89000753818,30131.51186071306,18091.189152785242,16913.621853174882
2018-10-23,14785.393808408115,32730.64016361901,13261.804765006555,31549.919195124832,17945.246355210897,18288.11443011828
2018-10-26,13293.70190057276,29036.86758062381,9926.798266702895,23855.96044962391,15743.16568005105,13929.162182921016
2018-10-29,12872.487981668448,20106.21891897667,8007.034038900649,14167.373842729454,7233.730937308221,6160.339803828805
2018-10-30,12334.365143737734,20447.215542958467,8380.157998017174,14273.517670897318,8112.850399220733,5893.359672880144
2018-11-06,11485.775150904286,16843.296576095236,12915.660471291769,23202.55433975617,5357.521425190949,10286.893868464402
2018-11-08,11855.071691242956,18458.73497741707,12921.35530515585,23069.65667409425,6603.663286174113,10148.3013689384
2018-11-13,11109.01396778985,18467.177074445444,10750.49056892884,20870.61927967964,7358.163106655595,10120.128710750798
2018-11-14,10995.744064065386,19219.29272130317,10639.855517399386,21345.31400433916,8223.548657237783,10705.458486939775
2018-11-15,12030.028882572322,19791.870021860195,12207.832172616112,23929.411246811633,7761.841139287873,11721.57907419552
2018-11-26,11446.187382318305,17850.660362644936,10543.091635168863,17823.700856249183,6404.472980326631,7280.60922108032
2018-11-29,22768.111098067704,31129.513901582202,14443.009435949023,23866.84532189315,8361.402803514498,9423.835885944127
2018-11-30,22930.095147318858,31354.3151699126,14553.867594942114,24060.696669747857,8424.220022593741,9506.829074805742
2018-12-04,17626.840352499214,27336.804237386244,14608.846709683901,28047.356897535836,9709.96388488703,13438.510187851934
2018-12-06,17890.409649238452,27204.365704278414,12634.148632695005,26510.375128351385,9313.956055039962,13876.22649565638
2018-12-07,16740.28334842761,27091.14171713593,13614.707167594748,27837.5061257859,10350.858368708323,14222.798958191153
2018-12-11,14431.656929125975,26029.61471451102,12549.05713190672,27941.17197511377,11597.957785385044,15392.114843207051
2018-12-12,14095.729627060005,25427.5616712233,12015.78088780387,28363.888180918166,11331.832044163293,16348.107293114295
2018-12-13,13330.886145654684,23233.24086123603,11717.501139540778,27152.208527820294,9902.354715581347,15434.707388279516
2018-12-17,15152.338046866744,30319.3967831285,12416.423158886168,28412.559571746253,15167.058736261757,15996.136412860085
2018-12-21,11791.372713009368,25322.789443893278,11639.061897467098,28226.916603886686,13531.41673088391,16587.85470641959
2018-12-26,8998.306885486702,13473.075346294907,7338.134719726571,11908.464148293615,4474.768460808205,4570.329428567044
2019-01-02,8877.155489984887,13638.180865035622,8426.049900960536,14466.65427942561,4761.0253750507345,6040.604378465074
2019-01-03,10630.15608817509,18017.198708617914,10435.171721331282,19804.426578352697,7387.042620442824,9369.254857021415
2019-01-07,10994.599290618311,17922.935091022366,11590.475500486473,22666.47816474596,6928.335800404055,11076.002664259488
2019-01-08,10200.856424860354,16881.958422438405,13247.301057515986,24402.100164057996,6681.101997578051,11154.79910654201
2019-01-10,10257.212580662015,17219.27364761278,12948.785101277403,24809.402694289616,6962.061066950764,11860.617593012214
2019-01-16,12553.44172695451,24209.60809609268,9698.514563557454,17738.024688012047,11656.166369138171,8039.510124454593
2019-01-23,12237.08802384995,22234.961604559696,13610.505350203888,23180.888242631503,9997.873580709746,9570.382892427615
2019-01-24,11941.633243591852,19866.016824849874,13611.154911781581,24186.067068419343,7924.383581258022,10574.912156637762
2019-01-25,12866.281478459992,20630.924154889766,13215.746486046985,24056.948980048543,7764.642676429774,10841.202494001558
2019-01-28,13685.177471786743,20880.83469968105,15545.39580726504,26868.30697963247,7195.657227894308,11322.91117236743
2019-01-31,12925.272053147424,21109.792786100334,13938.982010599175,25959.597068006264,8184.520732952909,12020.615057407089
2019-02-04,11597.89623075969,21237.42992196186,13288.612555376709,26234.222512792134,9639.533691202168,12945.609957415425
2019-02-08,13545.046593415025,25705.89803884941,14421.525604343462,27362.811628499338,12160.851445434384,12941.286024155876
2019-02-12,11082.251363811427,27063.822684713614,10617.059426634563,21378.775613501643,15981.571320902187,10761.71618686708
2019-02-13,10198.030229100448,24917.01207984083,10931.950517912019,25034.47331493435,14718.981850740383,14102.52279702233
2019-02-19,9633.340369660862,22312.38026776265,9102.333826351627,21168.075598113624,12679.03989810179,12065.741771761997
2019-02-20,12221.255235583945,27341.319414976224,10239.754413090443,22210.131918498268,15120.064179392279,11970.377505407825
2019-02-21,11996.126618525797,30993.66071018102,8727.826106111546,18478.825458271578,18997.534091655223,9750.999352160032
2019-02-25,10834.834074078348,16347.142102349233,9582.71062697225,16815.11984902255,5512.308028270885,7232.409222050301
2019-03-01,10377.614086268886,18659.959050068726,7192.091022552214,14280.783361695943,8282.34496379984,7088.692339143729
2019-03-04,10884.27077614333,19122.921097475013,8265.940409756207,14773.23856356022,8238.650321331683,6507.298153804013
2019-03-07,12057.151064486929,21525.868077409643,6144.1401289247415,12856.664621806865,9468.717012922714,6712.524492882124
2019-03-08,12056.154483351746,22619.584590718725,6343.982715994923,13756.711794491226,10563.43010736698,7412.729078496303
2019-03-12,10457.845954508772,23032.124922373205,6794.860930262736,12992.683060491832,12574.278967864433,6197.822130229097
2019-03-14,9074.127301099037,19487.621598576163,6561.598459074646,13026.54411695969,10413.494297477126,6464.945657885045
2019-03-20,10179.953852630591,19901.099080960495,9375.750940809197,16826.877001350058,9721.145228329904,7451.126060540861
2019-03-22,9626.50513976204,18872.475789424418,8850.716956515234,16812.690470413367,9245.970649662378,7961.973513898132
2019-03-25,9173.802858915577,17845.02443334208,8967.8286130258,16152.047369967519,8671.221574426505,7184.218756941718
2019-03-28,9825.536902683312,21297.815845069636,6540.745520422987,13008.182824839565,11472.278942386323,6467.437304416578
2019-03-31,0,0,0,0,0,0
2019-04-01,8815.875062254216,21696.376816494943,6543.96169186964,13203.540318360021,12880.501754240728,6659.578626490381
2019-04-03,6402.122297809797,15208.485376663903,5247.7496277690725,12337.735954602262,8806.363078854105,7089.986326833189
2019-04-08,6138.8149894876415,16005.060692170393,5551.419107314675,12015.724195364484,9866.24570268275,6464.3050880498095
2019-04-11,5527.543796136965,12596.266553422514,5041.884783386186,13056.75584185484,7068.722757285549,8014.871058468653
2019-04-16,5332.930186094687,15259.4766519596,4118.708256590767,10477.485718517371,9926.546465864913,6358.777461926605
2019-04-17,5776.543137157002,16959.268555296952,5410.6597668319655,13013.102696416678,11182.725418139951,7602.442929584712
2019-04-18,8814.80088727315,23702.845705648386,6784.4743301735225,14656.530745014777,14888.044818375236,7872.056414841255
2019-04-26,9772.78769618123,21135.116553648313,5997.822935888146,10277.7597013167,11362.328857467082,4279.936765428553
2019-04-29,11736.453189052649,20580.21006006709,9164.33618049485,14240.545189281313,8843.75687101444,5076.209008786462
2019-04-30,11245.416331163455,20697.02546112948,8521.097540933712,15156.656059512603,9451.609129966026,6635.558518578891
2019-05-01,12657.029471077962,22735.449183513654,10634.47872487905,17409.083480340734,10078.419712435692,6774.604755461683
2019-05-07,14349.028874483052,26867.691572228043,12861.819999978938,18377.191142466545,12518.66269774499,5515.371142487607
2019-05-08,15193.222003284585,27814.490752899248,13352.431084241236,19172.4819095652,12621.268749614663,5820.050825323962
2019-05-09,16014.806146087356,29127.84118991056,14918.91577976957,20791.53733083904,13113.035043823204,5872.621551069471
2019-05-14,15306.579413988025,28457.549940693432,12635.35467162288,17009.55817040675,13150.970526705407,4374.203498783872
2019-05-15,18377.98007081266,32215.908398758624,20145.583319607817,29736.258169344335,13837.928327945963,9590.674849736519
2019-05-16,18853.46003654707,32368.95738927091,19158.90815503961,30334.998543387544,13515.49735272384,11176.090388347933
2019-05-20,20434.489686834153,34982.592432514146,21849.575881462704,30912.687903886133,14548.102745679993,9063.11202242343
2019-05-21,20632.61967146465,33818.29204896713,21424.056938716047,32572.741972716103,13185.67237750248,11148.685034000056
2019-05-22,22571.001308497533,35995.96100531258,23380.075714048515,31921.646947241457,13424.959696815047,8541.571233192943
2019-05-24,18624.146420182307,31696.134226862472,22388.98540068787,30408.43588080021,13071.987806680165,8019.45048011234
2019-05-28,18481.844152198955,28004.669690708914,19468.18911492246,29161.072844631402,9522.825538509958,9692.883729708941
2019-05-29,19997.282812903806,27774.37140592613,20589.804147135583,33169.21303787487,7777.088593022323,12579.408890739287
2019-05-30,19523.142922458705,26341.778045115727,20432.760460449514,33649.40858228668,6818.635122657022,13216.648121837163
2019-05-31,17038.611843159342,22439.198820983405,19848.523904475394,33404.8554893846,5400.586977824063,13556.331584909207
2019-06-03,22315.96399894165,29016.348129758357,20546.59231854203,34270.73054744459,6700.384130816707,13724.13822890256
2019-06-04,18518.214624344942,25844.75172809148,19395.90026426248,34289.340638739406,7326.5371037465375,14893.440374476926
2019-06-05,17235.700199021878,24979.099414148,16415.314861263367,32217.79086481164,7743.399215126123,15802.476003548272
2019-06-10,19344.500134545415,31813.725677928873,17907.14105550597,32902.41442841218,12469.225543383458,14995.27337290621
2019-06-13,18056.608623005995,29127.517764269967,16467.192640472924,34849.68987277166,11070.909141263972,18382.497232298738
2019-06-17,18777.273473745336,27495.98711921941,18470.781305529123,36474.81093481865,8718.713645474076,18004.029629289525
2019-06-20,17045.56559536323,27136.502887815474,15213.95390672837,31881.747205848234,10090.937292452243,16667.793299119865
2019-06-24,16733.997205161628,21220.8610561396,13518.970374172295,20162.949641663225,4486.863850977974,6643.9792674909295
2019-06-26,17705.548104507103,23210.422068624935,13581.141578136014,20941.563464993822,5504.873964117833,7360.421886857808
2019-06-28,19222.477062594055,26112.143932746516,12562.933871635154,19736.29876859651,6889.666870152461,7173.364896961355
2019-07-01,19883.733582089266,26880.424605434906,13270.855170111812,22071.557152740366,6996.69102334564,8800.701982628554
2019-07-02,19399.698775155626,28609.85213658132,10595.60053320989,18688.930381533963,9210.153361425695,8093.329848324072
2019-07-08,18929.253524379812,29360.40267462568,10233.880771308843,17049.07323070708,10431.149150245867,6815.192459398237
2019-07-09,17065.916265916218,27700.562538697322,9881.576155772822,17414.18244658035,10634.646272781105,7532.606290807529
2019-07-16,18185.135000621085,27871.25299706173,10751.185360921429,20517.011233421053,9686.117996440644,9765.825872499625
2019-07-17,18550.411266624706,29740.326453285405,11578.963064749558,20411.591224591273,11189.915186660699,8832.628159841715
2019-07-18,16582.73646467794,28945.46616964216,10827.914164711014,18983.19720734619,12362.729704964222,8155.2830426351775
2019-07-19,16314.672899597666,28884.98648580553,10307.916951872196,18536.604765568234,12570.313586207863,8228.687813696039
2019-07-22,17963.026421804232,28313.34592766734,12436.98892465182,24017.636803054906,10350.319505863106,11580.647878403086
2019-07-25,17231.42545198971,26802.645039712574,10403.764868767528,18732.138260050157,9571.219587722862,8328.373391282628
2019-07-30,14788.271218099724,22326.525396456436,10115.69434391194,17492.492143715754,7538.254178356712,7376.797799803813
2019-08-01,15544.20330660993,25009.226319943988,8925.30486664929,15686.1779071802,9465.023013334057,6760.873040530909
2019-08-02,17384.13453786103,27972.67888705712,10440.64676478097,15756.006678154736,10588.54434919609,5315.359913373766
2019-08-05,18555.956729709953,29522.229942280755,10309.423298535583,16410.48412796605,10966.273212570803,6101.0608294304675
2019-08-12,17605.7561379029,27483.263592216303,12621.437037281736,22079.78982497711,9877.507454313403,9458.352787695374
2019-08-13,15274.919550257326,28280.780012738276,9747.9637732274,18464.213851821212,13005.86046248095,8716.250078593812
2019-08-14,13742.122401823965,26026.75961769669,10059.62774090406,20402.344663276566,12284.637215872726,10342.716922372507
2019-08-15,14523.478959153445,27878.096375079673,9679.456834256776,18481.608787626483,13354.617415926228,8802.151953369706
2019-08-16,17729.760161147886,31469.412419877128,10990.10140176668,19088.801791919486,13739.652258729242,8098.700390152806
2019-08-20,15416.513066598049,29581.136193665014,10377.002271398609,17287.24095612768,14164.623127066965,6910.238684729071
2019-08-22,15950.640000767746,26946.147381898758,9636.264921153626,17643.26396232261,10995.507381131012,8006.999041168983
2019-08-26,15797.555294977814,25509.873949823792,8518.702206636066,14776.50305962988,9712.318654845978,6257.800852993814
2019-08-27,16277.086463534275,25634.541936684087,10851.710075249117,18664.74638639335,9357.455473149812,7813.036311144235
2019-08-28,14631.723616252386,25034.221328847416,8611.634042980557,14778.564072290308,10402.49771259503,6166.930029309751
