,0,ret_5
2017-09-20 05:45:00-05:00,"b'The world is noticing, thanks! https://t.co/2NL6SlWnmH'",-9.858044164037855e-05
2017-09-20 18:08:00-05:00,b'I would not sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal &amp; Replace.',-9.858044164037855e-05
2017-09-20 07:30:00-05:00,"b'Looking forward to Friday night in the Great State of Alabama. I am supporting ""Big"" Luther Strange because he was so loyal &amp; helpful to me!'",-9.857072449482504e-05
2019-01-07 07:39:00-06:00,"b'Congressman Adam Smith, the new Chairman of the House Armed Services Committee, just stated, \\u201cYes, there is a provi\\u2026 https://t.co/mWI8gB8CHL'",-9.841551028442082e-05
2017-09-29 12:46:00-05:00,b'This week we came one step closer to reaching the goal of aligning the skills taught in our nation\\u2019s classrooms wit\\u2026 https://t.co/vqXGxIH3Sa',-9.822217856792063e-05
2017-10-03 06:41:00-05:00,b'I am so proud of our great Country. God bless America!',-9.770395701025892e-05
2017-10-03 18:03:00-05:00,"b'So proud of @FEMA, Military, and First Responders! Thank you! https://t.co/kWVMqVelri'",-9.7551458394303e-05
2017-10-04 20:09:00-05:00,"b'On behalf of a GRATEFUL NATION, THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las\\u2026 https://t.co/23Sh1Pwfvx'",-9.742790335151988e-05
2017-10-04 18:37:00-05:00,b'WE LOVE YOU LAS VEGAS! https://t.co/nxRWeR1gEz',-9.74184120798831e-05
2017-10-05 06:10:00-05:00,b'Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!',-9.735202492211838e-05
2017-10-08 18:59:00-05:00,"b'""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!'",-9.699321047526673e-05
2017-10-11 05:37:00-05:00,"b'The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!'",-9.69649956365752e-05
2017-10-11 05:32:00-05:00,b'It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts',-9.69649956365752e-05
2017-10-12 20:19:00-05:00,"b'It is time to take care of OUR COUNTRY, to rebuild OUR COMMUNITIES, and to protect our GREAT AMERICAN WORKERS!\\u2026 https://t.co/YpEA52VOkd'",-9.691800736576855e-05
2017-10-10 07:51:00-05:00,"b""The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!""",-9.691800736576855e-05
2017-10-19 06:57:00-05:00,"b'Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?'",-9.690861517588914e-05
2017-10-10 18:30:00-05:00,b'My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!\\u2026 https://t.co/zLyNF8N3cz',-9.690861517588914e-05
2017-10-10 20:16:00-05:00,"b'The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be.....'",-9.690861517588914e-05
2017-10-10 20:22:00-05:00,"b'...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!'",-9.689922480620155e-05
2019-01-10 07:44:00-06:00,b'Getting ready to leave for the Great State of Texas! #MAGA'b'MAKE AMERICA GREAT AGAIN!',-9.688983625617673e-05
2017-10-11 19:10:00-05:00,"b'Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!'",-9.68054211035818e-05
2017-10-16 07:55:00-05:00,"b'Since Election Day on November 8, the Stock Market is up more than 25%, unemployment is at a 17 year low &amp; companies are coming back to U.S.'",-9.668374746205163e-05
2017-10-16 07:18:00-05:00,"b""Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews""",-9.668374746205163e-05
2017-10-16 07:22:00-05:00,"b""The Democrats only want to increase taxes and obstruct. That's all they are good at!""",-9.667440061871617e-05
2017-10-16 08:13:00-05:00,"b'I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was, ""I hope so!""'",-9.667440061871617e-05
2017-10-25 22:34:00-05:00,"b'Together, we will Make America Great Again!\\n#AmericaFirst\\U0001f1fa\\U0001f1f8 https://t.co/ajiC3flNkI'",-9.652509652509652e-05
2017-10-26 09:12:00-05:00,"b""Ed Gillespie will be a great Governor of Virginia. His opponent doesn't even show up to meetings/work, and will be VERY weak on crime!""",-9.650646593321752e-05
2017-10-18 11:59:00-05:00,b'Our hearts are with all affected by the wildfires in California. God bless our brave First Responders and @FEMA tea\\u2026 https://t.co/rnNu7kcffK',-9.646922631680494e-05
2017-10-18 06:07:00-05:00,b'The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!',-9.645061728395061e-05
2017-10-19 15:41:00-05:00,b'It was great to have Governor @RicardoRossello of #PuertoRico\\U0001f1f5\\U0001f1f7with us at the @WhiteHouse today. We are with you!\\u2026 https://t.co/Q2NhV2MAXD',-9.644131545954287e-05
2019-01-15 06:26:00-06:00,"b'Volkswagen will be spending 800 million dollars in Chattanooga, Tennessee. They will be making Electric Cars. Congr\\u2026 https://t.co/BtLvwvepcv'",-9.633911368015414e-05
2017-11-15 04:59:00-06:00,b'Thank you! https://t.co/EQMwv1XbiM',-9.633911368015414e-05
2017-11-15 04:54:00-06:00,"b'Thank you, working hard! https://t.co/TmNdNPBJ3m'",-9.633911368015414e-05
2017-10-20 05:12:00-05:00,"b'The Budget passed late last night, 51 to 49. We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against.....'",-9.62741888899586e-05
2017-10-27 07:51:00-05:00,b'Happy birthday to the great @TheLeeGreenwood. You and your beautiful song have made such a difference. MAKE AMERICA GREAT AGAIN!',-9.62186086789185e-05
2019-01-10 20:44:00-06:00,b'When I took the Oath of Office.... https://t.co/GDhIqteKpv',-9.611687812379854e-05
2017-10-31 17:58:00-05:00,"b'My thoughts, condolences and prayers to the victims and families of the New York City terrorist attack. God and your country are with you!'",-9.603380389897244e-05
2017-10-31 09:47:00-05:00,b'\\u201cStatement by President Trump on the Apprehension of Mustafa al-Imam for His Alleged Role in Benghazi Attacks\\u201d https://t.co/2U7WJmfGlM',-9.602458229306702e-05
2017-11-02 12:32:00-05:00,"b'Congratulations to the Houston @Astros, 2017 #WorldSeries Champions\\u26be\\ufe0f#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi'",-9.601536245799327e-05
2017-10-30 06:38:00-05:00,"b""Report out that Obama Campaign paid $972,000 to Fusion GPS. The firm also got $12,400,000 (really?) from DNC. Nobody knows who OK'd!""",-9.600614439324117e-05
2017-10-31 07:17:00-05:00,"b'....came to the campaign. Few people knew the young, low level volunteer named George, who has already proven to be a liar. Check the DEMS!'",-9.599692809830086e-05
2017-10-31 11:09:00-05:00,b'Wishing everyone a safe and Happy Halloween!\\n#Halloween2017 https://t.co/BRpgXVRI8Y',-9.599692809830086e-05
2017-11-20 05:56:00-06:00,b'Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco',-9.59140610013428e-05
2017-10-23 07:31:00-05:00,"b'I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!'",-9.589566551591868e-05
2017-11-03 09:30:00-05:00,"b'I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.'",-9.588647041902388e-05
2017-11-10 06:58:00-06:00,"b'On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines!\\n#USMC242\\u2026 https://t.co/EDmzIuB09r'",-9.586808551433228e-05
2018-04-03 06:09:00-05:00,"b'Thank you to Rasmussen for the honest polling. Just hit 50%, which is higher than Cheatin\\u2019 Obama at the same time in his Administration.'",-9.578544061302682e-05
2017-11-13 20:22:00-06:00,b'Excited to be heading home to see the House pass a GREAT Tax Bill with the middle class getting big TAX CUTS!\\n\\n#MakeAmericaGreatAgain\\U0001f1fa\\U0001f1f8',-9.577626664112633e-05
2018-12-17 07:03:00-06:00,b'The DEDUCTIBLE which comes with ObamaCare is so high that it is practically not even useable! Hurts families badly.\\u2026 https://t.co/0oAOKTi1bB',-9.57670944263551e-05
2017-11-09 17:40:00-06:00,"b'I don\\u2019t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on tr\\u2026 https://t.co/zql9WFEZlF'",-9.566631589017506e-05
2017-11-16 21:07:00-06:00,"b'The Al Frankenstien picture is really bad, speaks a thousand words. Where do his hands go in pictures 2, 3, 4, 5 &amp; 6 while she sleeps? .....'",-9.563886763580719e-05
2017-11-07 21:44:00-06:00,"b'Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j'",-9.56297217175098e-05
2017-11-07 22:58:00-06:00,b'Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!',-9.561143512764126e-05
2017-11-16 14:17:00-06:00,b'Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct \\u2014 a big step toward fulfilling o\\u2026 https://t.co/gkn9aZ40Yf',-9.550186228631458e-05
2017-11-07 04:38:00-06:00,"b'Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....'b'....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!'",-9.54380606986066e-05
2017-11-06 17:04:00-06:00,"b'I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....'",-9.54380606986066e-05
2017-11-23 09:36:00-06:00,b'HAPPY THANKSGIVING! https://t.co/nQhi7XopMW',-9.513842641042717e-05
2017-11-24 06:11:00-06:00,"b'After Turkey call I will be heading over to Trump National Golf Club, Jupiter, to play golf (quickly) with Tiger Wo\\u2026 https://t.co/QIHCtDSqgV'",-9.497578117580017e-05
2018-12-10 20:29:00-06:00,b'\\u201cFormer FBI Director James Comey under fire for his testimony acknowledging he knew that the Democrats paid for tha\\u2026 https://t.co/q071tvQHG9',-9.45000945000945e-05
2019-01-23 22:13:00-06:00,"b'As the Shutdown was going on, Nancy Pelosi asked me to give the State of the Union Address. I agreed. She then chan\\u2026 https://t.co/we0iZYhHRa'",-9.440196356084207e-05
2018-05-04 05:29:00-05:00,"b'Because Jobs in the U.S. are doing so well, Americans receiving unemployment aid is the lowest since 1973. Great!'",-9.42684766214178e-05
2018-11-22 17:08:00-06:00,b'Our highly trained security professionals are not allowed to do their job on the Border because of the Judicial Act\\u2026 https://t.co/ro2GDIdi99',-9.420631182289213e-05
2019-01-17 20:43:00-06:00,"b'\\u201cIn 2018 alone, 20,000 illegal aliens with criminal records were apprehended trying to cross the Border, and there\\u2026 https://t.co/fUkJGuQgGs'",-9.419743782969103e-05
2017-11-29 18:41:00-06:00,"b'Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY \\u2013 and RECLAIM AMERICA\\u2019S DESTINY.\\n\\nBut\\u2026 https://t.co/HNvPxZHEIz'",-9.417082587814295e-05
2017-11-28 21:31:00-06:00,b'Great work Ivanka! https://t.co/AQL4JLvnDh',-9.414422895876483e-05
2017-11-29 17:30:00-06:00,"b'A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNIT\\u2026 https://t.co/WerIo83AE6'",-9.411764705882353e-05
2019-01-23 06:49:00-06:00,"b'Great unity in the Republican Party. Want to, once and for all, put an end to stoppable crime and drugs! Border Security and Wall. No doubt!'",-9.407337723424271e-05
2019-01-30 05:35:00-06:00,b'....Fighting continues but the people of Afghanistan want peace in this never ending war. We will soon see if talks\\u2026 https://t.co/zyX9dG2AhW',-9.404683532399135e-05
2019-01-18 07:23:00-06:00,b'Border rancher: \\u201cWe\\u2019ve found prayer rugs out here. It\\u2019s unreal.\\u201d  Washington Examiner   People coming across the So\\u2026 https://t.co/Svh1GTGQRN',-9.404683532399135e-05
2017-11-30 07:06:00-06:00,b'Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!',-9.385265133740028e-05
2018-12-13 06:39:00-06:00,"b'I often stated, \\u201cOne way or the other, Mexico is going to pay for the Wall.\\u201d This has never changed. Our new deal w\\u2026 https://t.co/NG28LRO7Ox'",-9.363295880149813e-05
2017-12-07 23:37:00-06:00,"b'Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse \\u2013 and wish the\\u2026 https://t.co/NlHEGuiWCF'",-9.35103796521414e-05
2019-01-21 17:46:00-06:00,"b'Democrats are kidding themselves (they don\\u2019t really believe it!) if they say you can stop Crime, Drugs, Human Traff\\u2026 https://t.co/NkyihlKNq1'",-9.348415443582313e-05
2018-05-04 15:38:00-05:00,b'All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator\\u2026 https://t.co/JTq9VefLWZ',-9.303190994511117e-05
2018-12-05 20:25:00-06:00,"b'Doug Wead, a truly great presidential historian, had a wonderful take on a very beautiful moment in history, the fu\\u2026 https://t.co/iohrxB9Gn6'",-9.300595238095238e-05
2018-04-27 14:24:00-05:00,b'I urge all Americans to participate in #takebackday tomorrow! Let\\u2019s come together and BEAT last October\\u2019s record of\\u2026 https://t.co/aIwL3BXrAp',-9.284189026088571e-05
2018-04-27 06:51:00-05:00,"b'Please do not forget the great help that my good friend, President Xi of China, has given to the United States, par\\u2026 https://t.co/9mQL7VpUp7'",-9.277298450691158e-05
2018-05-08 17:12:00-05:00,"b'The Iran Deal is defective at its core. If we do nothing, we know what will happen. In just a short time, the world\\u2026 https://t.co/7Q5Mje2XBU'",-9.275577404693442e-05
2019-01-31 06:17:00-06:00,b'Lets just call them WALLS from now on and stop playing political games! A WALL is a WALL!',-9.274717121127805e-05
2019-01-31 06:05:00-06:00,b'So great to watch &amp; listen to all these people who write books &amp; talk about my presidential campaign and so many ot\\u2026 https://t.co/SLLRlxqHp7',-9.27213722763097e-05
2018-04-27 08:29:00-05:00,"b'Look forward to meeting with Chancellor Angela Merkel of Germany today. So much to discuss, so little time! It will\\u2026 https://t.co/FVi18WtSdX'",-9.268699601445917e-05
2018-04-27 08:12:00-05:00,b'Kanye West has performed a great service to the Black Community - Big things are happening and eyes are being opene\\u2026 https://t.co/DFbFcLSqsl',-9.267840593141798e-05
2019-02-08 06:24:00-06:00,"b'Not only did Senator Burr\\u2019s Committee find No Collusion by the Trump Campaign and Russia, it\\u2019s important because th\\u2026 https://t.co/wIZACy18z3'",-9.260116677470137e-05
2018-04-29 22:00:00-05:00,b'Headline: \\u201cKim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade\\u201d - from the Failing New York Times. A\\u2026 https://t.co/jvYRAIAU7t',-9.256687957048968e-05
2017-12-15 13:49:00-06:00,"b'You are always there for us \\u2013 THE MEN AND WOMEN IN BLUE.\\n\\nThank you to our police, thank you to our sheriffs, and t\\u2026 https://t.co/XGgLASUpMm'",-9.226794611551947e-05
2019-02-08 14:14:00-06:00,b'Deepest sympathies to Congresswoman Debbie Dingell and the entire family of John Dingell. Longest serving Congressm\\u2026 https://t.co/wbvzKXJCR7',-9.222539887485013e-05
2018-01-02 07:45:00-06:00,b'Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the\\u2026 https://t.co/tmH3s3Q91a',-9.214891264283081e-05
2018-01-02 07:50:00-06:00,b'Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great!',-9.213193292795283e-05
2017-12-27 17:12:00-06:00,b'Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much\\u2026 https://t.co/UK0Q7BUKbj',-9.212344541685859e-05
2017-12-17 18:27:00-06:00,"b'More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who neve\\u2026 https://t.co/QPzu1tZjLZ'",-9.208951100469657e-05
2017-12-27 20:10:00-06:00,"b'\\u201cOn 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of ter\\u2026 https://t.co/xnR1mXhmr3'",-9.208103130755064e-05
2017-12-22 14:48:00-06:00,"b'The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!'b'Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks:\\u2026 https://t.co/1plwmP1SX9'",-9.203865623561896e-05
2017-12-21 07:57:00-06:00,b'Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN',-9.200478424878094e-05
2017-12-20 00:10:00-06:00,b'The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (O\\u2026 https://t.co/uK5NUk2Ymo',-9.195402298850575e-05
2017-12-18 05:24:00-06:00,"b'Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie\\u2026 https://t.co/AmcJkgOSRk'",-9.190331770976932e-05
2018-11-15 06:00:00-06:00,b'The White House is running very smoothly and the results for our Nation are obviously very good. We are the envy of\\u2026 https://t.co/KGB3KYwI3C',-9.184423218221895e-05
2017-12-29 07:05:00-06:00,"b'Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and ot\\u2026 https://t.co/fHKlK5bmUe'",-9.176837661741764e-05
2018-03-22 05:20:00-05:00,"b'Crazy Joe Biden is trying to act like a tough guy. Actually, he is weak, both mentally and physically, and yet he t\\u2026 https://t.co/4e33ZxnAw7'",-9.176837661741764e-05
2017-12-19 05:24:00-06:00,b'Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope\\u2026 https://t.co/2BJwFD1CTu',-9.175995595522114e-05
2018-11-04 19:37:00-06:00,"b'Thank you for joining us tonight in Tennessee, @TheLeeGreenwood. GOD BLESS THE U.S.A.! https://t.co/hfxi4Ct6Pv'",-9.160025648071815e-05
2018-05-16 07:08:00-05:00,b'Congratulations to Lou Barletta of Pennsylvania. He will be a great Senator and will represent his people well - li\\u2026 https://t.co/972DSl4ox1',-9.154155986818015e-05
2018-12-05 07:45:00-06:00,b'One of the very exciting things to come out of my meeting with President Xi of China is his promise to me to crimin\\u2026 https://t.co/pouGyRq2B3',-9.149967975112087e-05
2018-05-23 06:01:00-05:00,b'\\u201cIt\\u2019s clear that they had eyes and ears all over the Trump Campaign\\u201d Judge Andrew Napolitano',-9.147457006952067e-05
2019-02-11 21:53:00-06:00,"b'We are fighting for all Americans, from all backgrounds, of every age, race, religion, birthplace, color &amp; creed. O\\u2026 https://t.co/hckivLhfVl'",-9.142439202779301e-05
2018-02-22 06:27:00-06:00,b'I never said \\u201cgive teachers guns\\u201d like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibil\\u2026 https://t.co/Tvi4fzLbCA',-9.137426900584795e-05
2018-02-22 19:27:00-06:00,b'\\u201cSchool shooting survivor says he quit @CNN Town Hall after refusing scripted question.\\u201d @TuckerCarlson. Just like\\u2026 https://t.co/wDQm1urt9V',-9.10995718320124e-05
2018-05-30 18:00:00-05:00,"b'Great meeting with @KimKardashian today, talked about prison reform and sentencing. https://t.co/uOy4UJ41JF'",-9.109127345600292e-05
2019-02-14 21:17:00-06:00,b'\\u201cTrying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power\\u2026 https://t.co/yaOJ2xZj7k',-9.106638739641199e-05
2018-06-26 21:19:00-05:00,"b'Wow! Big Trump Hater Congressman Joe Crowley, who many expected was going to take Nancy Pelosi\\u2019s place, just LOST h\\u2026 https://t.co/4TuokLaPMJ'",-9.102494083378845e-05
2018-05-28 06:02:00-05:00,b'#MemorialDay\\U0001f1fa\\U0001f1f8 https://t.co/Iohcuhi4dQ',-9.1000091000091e-05
2019-06-03 05:38:00-05:00,b'Just arrived in the United Kingdom. The only problem is that @CNN is the primary source of news available from the\\u2026 https://t.co/1dCBJ0DIua',-9.096697898662786e-05
2018-05-18 05:25:00-05:00,"b'\\u201cApparently the DOJ put a Spy in the Trump Campaign. This has never been done before and by any means necessary, th\\u2026 https://t.co/KYj4GP0Wy3'",-9.094216078574027e-05
2018-05-23 18:42:00-05:00,"b'Thank you to all of the incredible law enforcement officers and firefighters in Bethpage, New York. Keep up the gre\\u2026 https://t.co/DkmMmlwk64'",-9.082652134423252e-05
2018-11-28 22:37:00-06:00,"b'Sebastian Gorka, a very talented man who I got to know well while he was working at the White House, has just writt\\u2026 https://t.co/k93daZQXr8'",-9.082652134423252e-05
2018-11-29 21:05:00-06:00,b'Alan Dershowitz: \\u201cThese are not crimes. He (Mueller) has no authority to be a roving Commissioner. I don\\u2019t see any\\u2026 https://t.co/weM0M7KfyX',-9.069472156720479e-05
2018-07-05 19:45:00-05:00,"b'A vote for Democrats in November is a vote to let MS-13 run wild in our communities, to let drugs pour into our cit\\u2026 https://t.co/Z8xxDFwyMe'",-9.066183136899366e-05
2018-11-06 00:37:00-06:00,"b'A fantastic evening in Cape Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on\\u2026 https://t.co/GqMKi6D1lF'",-9.064539521392314e-05
2018-03-06 07:01:00-06:00,b'Total inaction on DACA by Dems. Where are you? A deal can be made!',-9.061254077564335e-05
2018-11-06 13:53:00-06:00,"b'Florida, very important - get out and vote for Florida Congressional Candidate Michael Waltz (R). He has my Strong Endorsement!'",-9.06043308870164e-05
2018-01-05 05:36:00-06:00,"b'Dow goes from 18,589 on November 9, 2016, to 25,075 today, for a new all-time Record. Jumped 1000 points in last 5\\u2026 https://t.co/16TbOsy4Ri'",-9.058791557206268e-05
2019-02-12 21:24:00-06:00,b'I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security. Not\\u2026 https://t.co/BDiGlzkvAg',-9.040773890245005e-05
2018-06-05 08:45:00-05:00,"b'Vote for Congressman Devin Nunes, a true American Patriot the likes of which we rarely see in our modern day world.\\u2026 https://t.co/vT2snsEhQU'",-9.017132551848512e-05
2018-06-05 05:39:00-05:00,b'What is taking so long with the Inspector General\\u2019s Report on Crooked Hillary and Slippery James Comey. Numerous de\\u2026 https://t.co/PIbQG7XG4S',-9.017132551848512e-05
2018-06-05 06:09:00-05:00,"b'We will proudly be playing the National Anthem and other wonderful music celebrating our Country today at 3 P.M., T\\u2026 https://t.co/frLsQzTjpP'",-9.014693951140358e-05
2018-06-05 06:32:00-05:00,"b'The Russian Witch Hunt Hoax continues, all because Jeff Sessions didn\\u2019t tell me he was going to recuse himself...I\\u2026 https://t.co/XU5psckoBI'",-9.014693951140358e-05
2018-02-28 06:30:00-06:00,b'I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is\\u2026 https://t.co/Vz6U6uS0Za',-9.008197459688316e-05
2018-02-18 22:29:00-06:00,"b'Just watched a very insecure Oprah Winfrey, who at one point I knew very well, interview a panel of people on 60 Mi\\u2026 https://t.co/7iuf59562i'",-9.008197459688316e-05
2018-06-06 09:44:00-05:00,b'Congratulations to Dana Rohrabacher on his big California win. We are proud of you Dana!',-9.006574799603711e-05
2018-06-05 20:28:00-05:00,"b'...This is a level of criminality beyond the pale. This is such a grave abuse of power and authority, it\\u2019s like not\\u2026 https://t.co/K7PRavZhEw'",-9.003331232556046e-05
2018-06-05 20:24:00-05:00,"b'Chris Farrell, Judicial Watch. \\u201cThey were running an operation to undermine a candidate for President of the U.S. T\\u2026 https://t.co/Cqxps2fJSz'",-9.003331232556046e-05
2018-03-14 23:32:00-05:00,"b'Please join me with your thoughts and prayers for both aviators, their families and our incredible @USNavy. https://t.co/60bHhrp8Y1'",-8.987148377819718e-05
2018-06-19 21:37:00-05:00,b'THANK YOU @HouseGOP! https://t.co/scvACfJwts',-8.975854950184004e-05
2019-02-18 05:57:00-06:00,"b'\\u201cAfter two years and interviewing more than two hundred witnesses, the Senate Intelligence Committee has NOT discov\\u2026 https://t.co/rWnLVp2udy'",-8.971023593792052e-05
2018-06-18 08:51:00-05:00,b'Children are being used by some of the worst criminals on earth as a means to enter our country. Has anyone been lo\\u2026 https://t.co/sGqEpBPIvg'b'CHANGE THE LAWS!',-8.96941429724639e-05
2018-10-18 18:50:00-05:00,b'Prime Minister @AbeShinzo of Japan has been working with me to help balance out the one-sided Trade with Japan. The\\u2026 https://t.co/mYUPtOXz8D',-8.96780557797507e-05
2019-02-20 06:08:00-06:00,b'Crazy Bernie has just entered the race. I wish him well!',-8.96700143472023e-05
2019-02-20 07:50:00-06:00,b'The New York Times reporting is false. They are a true ENEMY OF THE PEOPLE!',-8.961376467425397e-05
2019-02-17 17:46:00-06:00,"b'The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, excep\\u2026 https://t.co/5520iD07dr'",-8.961376467425397e-05
2018-11-12 06:04:00-06:00,b'Just returned from France where much was accomplished in my meetings with World Leaders. Never easy bringing up the\\u2026 https://t.co/6SMjfOoVfw',-8.955758552749418e-05
2019-05-30 06:22:00-05:00,"b'The Greatest Presidential Harassment in history. After spending $40,000,000 over two dark years, with unlimited acc\\u2026 https://t.co/HSAkfzzp1G'",-8.950147677436678e-05
2019-02-27 03:21:00-06:00,"b'Fiat Chrysler will be adding more than 6,500 JOBS in Michigan (Detroit area), doubling its hourly workforce as part\\u2026 https://t.co/boh9MFRdZ3'",-8.949346697691069e-05
2018-11-07 07:32:00-06:00,"b'In all fairness, Nancy Pelosi deserves to be chosen Speaker of the House by the Democrats. If they give her a hard\\u2026 https://t.co/X30cUhjRo7'",-8.949346697691069e-05
2018-10-16 09:13:00-05:00,"b'Incredible number just out, 7,036,000 job openings. Astonishing - it\\u2019s all working! Stock Market up big on tremendo\\u2026 https://t.co/S5OTMBWObn'",-8.946944618412812e-05
2018-06-07 21:16:00-05:00,b'Why isn\\u2019t the European Union and Canada informing the public that for years they have used massive Trade Tariffs an\\u2026 https://t.co/1m6nGEYJ9i',-8.946144211844694e-05
2019-05-29 06:41:00-05:00,"b'Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama. This time it will\\u2026 https://t.co/heX3ZP99h3'b'...If Alabama does not elect a Republican to the Senate in 2020, many of the incredible gains that we have made dur\\u2026 https://t.co/QFvUuDyL0i'",-8.94134477825465e-05
2018-01-11 20:44:00-06:00,"b'Thank you Adam Levine, The Federalist, in interview on @foxandfriends  \\u201cDonald Trump is the greatest President our Country has ever seen.\\u201d'",-8.93734918223255e-05
2018-01-11 20:50:00-06:00,b'More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1\\u2026 https://t.co/K7893jxDWC',-8.93734918223255e-05
2018-01-11 22:43:00-06:00,"b'The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousa\\u2026 https://t.co/D0kxlMJhLq'",-8.93734918223255e-05
2018-01-11 20:48:00-06:00,b'Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!',-8.936550491510277e-05
2019-03-04 20:00:00-06:00,b'Presidential Harassment! https://t.co/2Cz5ckERcs',-8.936550491510277e-05
2018-06-07 07:08:00-05:00,b'Good luck to Alice Johnson. Have a wonderful life!',-8.931761343336905e-05
2019-02-28 19:13:00-06:00,b'Everyone MUST watch the opening to @TuckerCarlson - A Classic! @foxnews',-8.92379082634303e-05
2019-03-05 07:23:00-06:00,"b'\\u201cHIV Is Cured In 2nd Patient, Doctors Report.\\u201d @nytimes  Such great news for so many. Tremendous progress being made!'",-8.908685968819599e-05
2018-07-09 17:23:00-05:00,b'HAPPY 100TH BIRTHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service\\u2026 https://t.co/evmgK6cSId',-8.905512512245079e-05
2019-03-25 12:27:00-05:00,b'https://t.co/G4RNXzoWqc',-8.901548869503294e-05
2018-07-12 09:13:00-05:00,b'Thank you #NATO2018! https://t.co/nk85QBv1u7',-8.896005693443644e-05
2018-06-13 08:31:00-05:00,"b'So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Kor\\u2026 https://t.co/khUajnNtoR'",-8.888888888888889e-05
