,0,ret_5
2017-06-06 12:48:00-05:00,b'Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay\\u2026 https://t.co/zhR24dMzYB',-0.0004068348250610252
2017-06-15 18:50:00-05:00,b'#CongressionalBaseballGame\\u26be\\ufe0f https://t.co/u8InOJTf6D',-0.00040638016864777
2017-06-09 09:23:00-05:00,b'Congratulations to Jeb Hensarling &amp; Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH!',-0.0004047763610605141
2017-07-13 03:07:00-05:00,"b'Just landed in Paris, France with @FLOTUS Melania. https://t.co/knULGOQF1K'",-0.0004044489383215369
2017-08-30 08:13:00-05:00,"b'After witnessing first hand the horror &amp; devastation caused by Hurricane Harvey,my heart goes out even more so to the great people of Texas!'",-0.000404244567963618
2018-12-27 14:40:00-06:00,b'\\u201cBorder Patrol Agents want the Wall.\\u201d Democrat\\u2019s say they don\\u2019t want the Wall (even though they know it is really n\\u2026 https://t.co/CFM9DvPP1n',-0.0004035919685198265
2017-09-06 05:54:00-05:00,b'Hurricane looks like largest ever recorded in the Atlantic!',-0.0004018485031143259
2019-01-04 07:07:00-06:00,"b'As I have stated many times, if the Democrats take over the House or Senate, there will be disruption to the Financ\\u2026 https://t.co/TdpoTpKce4'",-0.00040172742794014263
2017-08-14 17:23:00-05:00,b'Leaving for New York City and meetings on military purchases and trade.',-0.00040112314480545525
2017-08-15 10:22:00-05:00,"b'For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!'",-0.0004010829238945152
2017-07-28 09:01:00-05:00,"b'...Even though parts of healthcare could pass at 51, some really good things need 60. So many great future bills &amp; budgets need 60 votes....'",-0.0004008819402685909
2017-09-07 07:52:00-05:00,"b'Thank you, our great honor! https://t.co/StrciEwuWs'",-0.0004006811579685465
2017-07-24 08:13:00-05:00,"b'Sleazy Adam Schiff, the totally biased Congressman looking into ""Russia,"" spends all of his time on television pushing the Dem loss excuse!'",-0.0004003603242918627
2017-09-05 07:37:00-05:00,b'I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.',-0.0004002801961372961
2017-08-07 07:02:00-05:00,"b'...conquests, how brave he was, and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion?'",-0.000399560483468185
2017-08-01 07:50:00-05:00,"b'Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!'",-0.0003993211540381352
2017-07-25 10:36:00-05:00,"b'""America\'s Labor Market Continues to Boom"" JOBS, JOBS, JOBS! https://t.co/LuOaR1Iz2e'",-0.00039908211114436795
2017-07-26 07:56:00-05:00,"b'After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow......'",-0.00039872408293460925
2017-08-08 13:11:00-05:00,"b""After 200 days, rarely has any Administration achieved what we have achieved..not even close! Don't believe the Fake News Suppression Polls!""",-0.0003986048829098156
2017-09-14 19:56:00-05:00,"b'FLORIDA-\\nJust like TX, WE are w/you today, we are w/you tomorrow, &amp; we will be w/you EVERY SINGLE DAY AFTER, to RES\\u2026 https://t.co/bxPbokP66A'",-0.00039670732916790636
2017-09-15 06:21:00-05:00,b'ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!',-0.0003965107057890563
2017-09-14 14:19:00-05:00,b'Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.',-0.0003961965134706815
2017-09-25 19:51:00-05:00,"b""...It's old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars....""",-0.000396000396000396
2017-09-19 12:23:00-05:00,"b'The\\U0001f1fa\\U0001f1f8has great strength &amp; patience, but if it is forced to defend itself or its allies, we will have no choice but\\u2026 https://t.co/IgW8Sg6yUB'",-0.0003944384183019426
2017-09-20 10:24:00-05:00,b'It was a great honor to be with King Abdullah II of Jordan and his delegation this morning. We had a GREAT bilatera\\u2026 https://t.co/DbdeqhKjbw',-0.00039439952672056796
2019-01-07 06:57:00-06:00,"b'With all of the success that our Country is having, including the just released jobs numbers which are off the char\\u2026 https://t.co/Urm1LOV1bb'",-0.00039315903282877927
2017-10-04 10:19:00-05:00,b'The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to AMERICA!',-0.00038997757628936335
2017-10-04 10:50:00-05:00,b'I will be landing in Las Vegas shortly to pay my respects with @FLOTUS Melania. Everyone remains in our thoughts and prayers.',-0.0003896736483195324
2018-12-18 05:42:00-06:00,"b'Good luck today in court to General Michael Flynn. Will be interesting to see what he has to say, despite tremendou\\u2026 https://t.co/WJ63P76Mlx'",-0.00038804811796662784
2019-01-09 21:44:00-06:00,b'The Mainstream Media has NEVER been more dishonest than it is now. NBC and MSNBC are going Crazy. They report stori\\u2026 https://t.co/zLh9zOR1J1',-0.00038714672861014324
2017-11-15 04:31:00-06:00,b'Our great country is respected again in Asia. You will see the fruits of our long but successful trip for many years to come!',-0.000385579332947754
2017-10-24 14:12:00-05:00,"b'\\u201cPresident Donald J. Trump Proclaims October 24, 2017, as United Nations Day\\u201d Read more: https://t.co/cyRAQAKhy2 https://t.co/HVD0kLYlBk'",-0.0003850967555598344
2019-01-10 20:43:00-06:00,"b'We lose 300 Americans a week, 90% of which comes through the Southern Border. These numbers will be DRASTICALLY REDUCED if we have a Wall!'",-0.0003845414343395501
2017-10-31 09:07:00-05:00,"b'The biggest story yesterday, the one that has the Dems in a dither, is Podesta running from his firm. What he know about Crooked Dems is....'",-0.00038450446986446215
2017-11-13 06:34:00-06:00,b'Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.',-0.0003840614498319731
2017-11-10 04:07:00-06:00,b'Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendsh\\u2026 https://t.co/2IdSIlE3Ek',-0.0003839508542906508
2017-11-03 09:29:00-05:00,b'Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!',-0.00038361944950609
2018-04-02 19:01:00-05:00,"b'As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Bord\\u2026 https://t.co/qbrVMYL42g'",-0.0003835091083413231
2017-11-03 11:10:00-05:00,"b'The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!'",-0.0003828850387671102
2017-11-07 19:01:00-06:00,"b'Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China whe\\u2026 https://t.co/mEfWXmpzRw'",-0.0003827018752391887
2017-11-03 11:55:00-05:00,b'The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.',-0.00038266526356070025
2017-11-22 05:52:00-06:00,b'Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hi\\u2026 https://t.co/nfmwwXtyRy',-0.00038044512079132587
2017-11-21 12:26:00-06:00,b'President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at t\\u2026 https://t.co/QkuaKB68Dp',-0.00038030043734550294
2019-01-24 05:57:00-06:00,b'The economy is doing great. More people working in U.S.A. today than at any time in our HISTORY. Media barely covers! @foxandfriends',-0.00037696729808689097
2017-11-29 20:24:00-06:00,b'Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!',-0.00037675426203258924
2019-01-30 05:03:00-06:00,b'Maduro willing to negotiate with opposition in Venezuela following U.S. sanctions and the cutting off of oil revenu\\u2026 https://t.co/cm44mYp1YL',-0.0003762227238525207
2017-12-06 12:06:00-06:00,b'Join me live from the @WhiteHouse via #Periscope\\nhttps://t.co/wLXKoISSTG',-0.00037604587759706683
2019-01-27 19:10:00-06:00,"b'After all that I have done for the Military, our great Veterans, Judges (99), Justices (2), Tax &amp; Regulation Cuts,\\u2026 https://t.co/fbkTYACPGW'",-0.0003749531308586427
2018-03-02 05:08:00-06:00,"b'Alec Baldwin, whose dying mediocre career was saved by his terrible impersonation of me on SNL, now says playing me\\u2026 https://t.co/Ntuy4BRXmJ'",-0.0003717817641044707
2019-02-07 20:06:00-06:00,"b'Highly respected Senator Richard Burr, Chairman of Senate Intelligence, said today that, after an almost two year i\\u2026 https://t.co/JXnRAMYuuE'",-0.0003699935251133105
2019-02-01 14:08:00-06:00,b'National African American History Month is an occasion to rediscover the enduring stories of African Americans and\\u2026 https://t.co/jY3lrk4byb',-0.00036913990402362494
2017-12-21 08:53:00-06:00,"b'House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts.\\u2026 https://t.co/NRQRR8w3pp'",-0.0003683580440187863
2017-12-28 17:15:00-06:00,"b'Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/OeyTdFyl1Q https://t.co/wdLQkfdy4m'",-0.0003683580440187863
2018-01-02 08:14:00-06:00,b'Since taking office I have been very strict on Commercial Aviation. Good news - it was just reported that there wer\\u2026 https://t.co/jfJxEvzBd3',-0.00036829021268759785
2019-02-01 07:36:00-06:00,b'....after 18 long years. Syria was loaded with ISIS until I came along. We will soon have destroyed 100% of the Cal\\u2026 https://t.co/7b38WdCDHK',-0.0003681207436039021
2018-01-02 09:17:00-06:00,b'Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard agai\\u2026 https://t.co/gOK09nR4M3',-0.0003678499172337686
2018-05-10 05:02:00-05:00,"b'On behalf of the American people, WELCOME HOME! https://t.co/hISaCI95CB'",-0.0003674106732800588
2018-05-23 05:46:00-05:00,b'@foxandfriends  \\u201cNew Bombshell in the Obama Spying Scandal. Did other Agencies SPY on Trump Campaign?\\u201d Even Clapper\\u2026 https://t.co/6yEb63xzcE',-0.0003659987190044835
2018-05-23 05:55:00-05:00,"b'Look how things have turned around on the Criminal Deep State. They go after Phony Collusion with Russia, a made up\\u2026 https://t.co/DDGNcbXa85'",-0.00036593175372792974
2018-06-26 06:58:00-05:00,"b'It was great being with Governor Henry McMaster last night in South Carolina. Henry is tough on Crime and Borders,\\u2026 https://t.co/XPG4k94aRL'",-0.0003651634106262553
2018-06-27 12:34:00-05:00,"b'Today, I was thrilled to join student leaders from Colleges and Universities across the country... https://t.co/OQp3NcOeE4'",-0.0003650967506389193
2018-06-01 06:16:00-05:00,b'Why aren\\u2019t they firing no talent Samantha Bee for the horrible language used on her low ratings show? A total doubl\\u2026 https://t.co/5zzFMHabQ5',-0.000364797081623347
2018-11-05 12:00:00-06:00,"b'\\u201cBill Nelson is kind of an empty figure in Washington. You never hear his name, he\\u2019s never in debates on key issues\\u2026 https://t.co/8kRAKIGhiz'",-0.000364797081623347
2018-05-28 07:59:00-05:00,b'Happy Memorial Day! Those who died for our great country would be very happy and proud at how well our country is d\\u2026 https://t.co/6lz4VyzLqH',-0.0003645311218445275
2018-05-30 18:47:00-05:00,b'There is no one better to represent the people of N.Y. and Staten Island (a place I know very well) than\\u2026 https://t.co/bE5iSiBkYA',-0.00036449790413705123
2018-06-26 22:00:00-05:00,b'The legendary Gary Player at Turnberry in Scotland! https://t.co/3oGoqWhhtA',-0.0003643319063667001
2018-06-01 08:19:00-05:00,b'Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restric\\u2026 https://t.co/FuJ5Wk1N3e',-0.00036429872495446266
2018-06-26 08:31:00-05:00,b'\\u201cThe most profound question of our era: Was there a conspiracy in the Obama Department of Justice and the FBI to pr\\u2026 https://t.co/EY5JfbWzmt',-0.0003641992169716835
2018-05-11 14:31:00-05:00,"b'Today, my Administration is launching the most sweeping action in history to lower the price of prescription drugs\\u2026 https://t.co/YHscW623cr'",-0.00036380172805820825
2018-10-22 21:31:00-05:00,b'Today\\u2019s Democrat Party would rather protect criminal aliens than AMERICAN CITIZENS - which is why the Democrats mus\\u2026 https://t.co/hTJ7JBe6hP',-0.0003635372171226029
2018-11-12 12:14:00-06:00,b'American Cable Association has big problems with Comcast. They say that Comcast routinely violates Antitrust Laws.\\u2026 https://t.co/3FXXwOR1wg',-0.00036343812465927677
2018-10-22 21:45:00-05:00,"b'We send our deepest condolences to @RepLouBarletta and the entire Barletta family, on the passing of his brother. L\\u2026 https://t.co/0cPtL7aVNE'",-0.0003634051058417371
2018-11-29 20:51:00-06:00,"b'\\u201cThis demonstrates the Robert Mueller and his partisans have no evidence, not a whiff of collusion, between Trump a\\u2026 https://t.co/KHbUIWIV4G'",-0.00036294347155430543
2019-02-12 17:48:00-06:00,"b'Was just presented the concept and parameters of the Border Security Deal by hard working Senator Richard Shelby. L\\u2026 https://t.co/LDs2lEomsZ'b'....Will be getting almost $23 BILLION for Border Security. Regardless of Wall money, it is being built as we speak!'",-0.00036264732547597464
2019-05-31 15:36:00-05:00,"b'I will be announcing my Second Term Presidential Run with First Lady Melania, Vice President Mike Pence, and Second\\u2026 https://t.co/oHdYn4T4Ip'",-0.0003626144501858399
2018-05-22 13:22:00-05:00,"b'Today, it was my great honor to welcome President Moon Jae-in of the Republic of Korea to the @WhiteHouse!\\U0001f1fa\\U0001f1f8\\U0001f1f0\\U0001f1f7 https://t.co/yvOxNiA1DM'",-0.0003624173235480656
2018-01-08 08:21:00-06:00,b'African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a\\u2026 https://t.co/1SJ1vHcqfI',-0.000361271676300578
2018-06-04 15:43:00-05:00,b'In many ways this is the greatest economy in the HISTORY of America and the best time EVER to look for a job!',-0.0003611086034124763
2018-03-08 19:09:00-06:00,"b'Kim Jong Un talked about denuclearization with the South Korean Representatives, not just a freeze. Also, no missil\\u2026 https://t.co/ZLg0zRZ976'",-0.0003607828988905926
2018-10-22 13:01:00-05:00,b'\\u201cAmerica: the Cleanest Air in the World - BY FAR!\\u201d https://t.co/rMtxHSnof4',-0.0003607178284786726
2018-01-10 17:38:00-06:00,b'Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announc\\u2026 https://t.co/aEV6VyZOMH',-0.0003599712023038157
2019-02-19 06:22:00-06:00,"b'\\u201c....(The Witch Hunt) in time likely will become recognized as the greatest scandal in American political history,\\u2026 https://t.co/5w142qf3XG'",-0.0003597769382982551
2018-01-11 08:15:00-06:00,"b'With that being said, I have personally directed the fix to the unmasking process since taking office and today\\u2019s v\\u2026 https://t.co/yvJkaKTGEr'",-0.00035942133165603376
2018-06-08 06:23:00-05:00,b'I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced again\\u2026 https://t.co/t0NEZZTIpf',-0.00035925992455541585
2018-10-16 08:06:00-05:00,b'The United States has strongly informed the President of Honduras that if the large Caravan of people heading to th\\u2026 https://t.co/2m5jEZroOD',-0.00035909866235748274
2018-11-12 06:22:00-06:00,"b'.....of money spent on protecting other countries, and we get nothing but Trade Deficits and Losses. It is time tha\\u2026 https://t.co/g5CpXgXYSn'",-0.0003581341212284
2018-06-20 08:42:00-05:00,"b'It\\u2019s the Democrats fault, they won\\u2019t give us the votes needed to pass good immigration legislation. They want open\\u2026 https://t.co/P4YieZ06fO'",-0.00035810205908683976
2018-03-13 19:35:00-05:00,"b'All across this nation, we pray for our country and we THANK GOD for our United States Marines! Thank you. God Bles\\u2026 https://t.co/mJpNt7HhzF'",-0.000358070002685525
2019-02-27 03:09:00-06:00,b'Michael Cohen was one of many lawyers who represented me (unfortunately). He had other clients also. He was just di\\u2026 https://t.co/nM5ua0wmo3',-0.0003580059070974671
2019-03-12 07:13:00-05:00,b'\\u201cJewish people are leaving the Democratic Party. We saw a lot of anti Israel policies start under the Obama Adminis\\u2026 https://t.co/vnZw000S9o',-0.0003578457684737878
2019-03-04 20:11:00-06:00,"b'.... Amazon, like the Washington Post. It\\u2019s hard to remember that not so long ago America had prestige media outlet\\u2026 https://t.co/l4dAqRDkxh'",-0.000357493967289302
2019-02-28 04:26:00-06:00,"b'THANK YOU to our generous hosts in Hanoi this week: President Trong, Prime Minister Phuc, and the wonderful people\\u2026 https://t.co/dYi5WHA50b'",-0.00035746201966041106
2018-07-11 12:08:00-05:00,b'What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 2\\u2026 https://t.co/5AL8w3gTfz',-0.00035739814152966406
2019-02-22 10:02:00-06:00,b'A must read by @KimStrassel! https://t.co/Gfyrfpy55b',-0.00035723854603911763
2019-03-05 13:01:00-06:00,b'Our great First Lady (@FLOTUS) will be doing a LIVE show TODAY at 1:00 PM PT with the terrific @EricBolling at the\\u2026 https://t.co/6cMfzmy64Q',-0.0003569197822789328
2019-03-13 05:51:00-05:00,"b'I greatly appreciate Nancy Pelosi\\u2019s statement against impeachment, but everyone must remember the minor fact that I\\u2026 https://t.co/NeJx1SLegh'b'....a man who is considered by many to be the President with the most successful first two years in history, especi\\u2026 https://t.co/X4fhIQroLC'",-0.0003563156957063959
2018-02-27 06:46:00-06:00,"b'\\u201cWe\\u2019ve seen NO EVIDENCE OF COLLUSION....I have seen nothing, the firing of James Comey and all of the aftermath, th\\u2026 https://t.co/smYiwXrZnh'",-0.00035609365263064184
2018-03-09 14:41:00-06:00,"b'That\\u2019s right @RepBost! Thank you for your support in helping put America back to work. It\\u2019s about JOBS, JOBS, JOBS\\u2026 https://t.co/5WKHqkpAj9'",-0.0003557769278662279
2018-07-10 06:00:00-05:00,"b'Thank you to all of my great supporters, really big progress being made. Other countries wanting to fix crazy trade\\u2026 https://t.co/j27IxnEzU6'",-0.00035568202027387515
2019-03-01 07:20:00-06:00,"b'Oh\\u2019 I see! Now that the 2 year Russian Collusion case has fallen apart, there was no Collusion except bye Crooked H\\u2026 https://t.co/UcsrT1GWDR'",-0.00035568202027387515
2019-02-25 12:51:00-06:00,"b'Congratulations to @DJohnsonPGA on his 20th PGA Tour WIN. Not only is Dustin a truly great golfer, he is a wonderfu\\u2026 https://t.co/9TKUEFX1yS'",-0.00035539760106619283
2019-02-25 06:54:00-06:00,b'Former Senator Harry Reid (he got thrown out) is working hard to put a good spin on his failed career. He led throu\\u2026 https://t.co/IUKpCmO122',-0.0003552713384847677
2018-07-16 15:35:00-05:00,"b'A productive dialogue is not only good for the United States and good for Russia, but it is good for the world.\\u2026 https://t.co/T6yOEfXXVa'",-0.0003551767004084532
2019-06-04 19:31:00-05:00,b'Washed up psycho @BetteMidler was forced to apologize for a statement she attributed to me that turned out to be to\\u2026 https://t.co/G1qLRLvFZN',-0.0003551136363636364
2019-03-25 20:55:00-05:00,b'WSJ: Obama Admin Must Account for \\u2018Abuse of Surveillance Powers\\u2019 https://t.co/mIE0vOFZae via @BreitbartNews',-0.0003547671840354767
2018-03-13 09:38:00-05:00,b'Heading to see the BORDER WALL prototypes in California! https://t.co/fU6Ukc271l',-0.0003547671840354767
2019-03-14 09:47:00-05:00,"b'A vote for today\\u2019s resolution by Republican Senators is a vote for Nancy Pelosi, Crime, and the Open Border Democrats!'",-0.000354735721887194
2018-07-17 09:34:00-05:00,b'Thank you @RandPaul. \\u201cThe President has gone through a year and a half of totally partisan investigations - what\\u2019s he supposed to think?\\u201d',-0.000354641368915684
2018-03-12 09:13:00-05:00,"b'If schools are mandated to be gun free zones, violence and danger are given an open invitation to enter. Almost all\\u2026 https://t.co/rGdwQ3lSQA'",-0.0003545784948142895
2018-07-30 14:32:00-05:00,b'\\U0001f1fa\\U0001f1f8\\U0001f1ee\\U0001f1f9 https://t.co/1SSUCRtMEE',-0.0003544528134692069
2018-10-17 06:31:00-05:00,b'\\u201cTrump could be the most honest president in modern history. When you look at the real barometer of presidential tr\\u2026 https://t.co/uU1sR8gLon',-0.0003542017178783317
2018-07-16 00:38:00-05:00,"b'President Obama thought that Crooked Hillary was going to win the election, so when he was informed by the FBI abou\\u2026 https://t.co/HPrvsFL4qT'",-0.0003540449637103912
2019-03-13 11:44:00-05:00,b'Democrats will have a unanimous vote on a 20% issue in opposing Republican Senators tomorrow. The Dems are for Open Borders and Crime!',-0.00035385704175513094
2019-05-14 07:36:00-05:00,"b'China will be pumping money into their system and probably reducing interest rates, as always, in order to make up\\u2026 https://t.co/9PNtopy1ah'",-0.0003534817956875221
2018-10-17 12:19:00-05:00,b'\\u201cPresident Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American\\u2026 https://t.co/n51RTqr63j',-0.00035332567794364456
2018-01-18 05:16:00-06:00,"b'The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of neces\\u2026 https://t.co/3UJscR3WGL'",-0.000353045013239188
2018-01-17 17:20:00-06:00,"b'Today, we witnessed an incredible moment in history \\u2013 the presentation of Congress\\u2019 highest civilian honor to our f\\u2026 https://t.co/svBhsLy1By'",-0.000353045013239188
2019-05-14 05:32:00-05:00,"b'China buys MUCH less from us than we buy from them, by almost 500 Billion Dollars, so we are in a fantastic positio\\u2026 https://t.co/5l6GZ6lb6h'b'....so that they will be more competitive for USA buyers. We are now a much bigger economy than China, and have sub\\u2026 https://t.co/2DgH6MeMac'",-0.00035298270384751147
2019-05-14 06:17:00-05:00,b'When the time is right we will make a deal with China. My respect and friendship with President Xi is unlimited but\\u2026 https://t.co/lXDWykAjfe'b'....of the tremendous ground we have lost to China on Trade since the ridiculous one sided formation of the WTO. It\\u2026 https://t.co/Oyj19VRhpT',-0.00035288928098809
2019-03-29 10:38:00-05:00,"b'....through their country and our Southern Border. Mexico has for many years made a fortune off of the U.S., far gr\\u2026 https://t.co/FijV82BAql'",-0.00035236081747709656
2018-08-01 08:04:00-05:00,b'\\u201cFBI Agent Peter Strzok (on the Mueller team) should have recused himself on day one. He was out to STOP THE ELECTI\\u2026 https://t.co/uAzDpT2o5o',-0.00035217467864060575
2019-06-06 02:39:00-05:00,b'Heading over to Normandy to celebrate some of the bravest that ever lived. We are eternally grateful!\\u2026 https://t.co/a0CNWzUvaU',-0.00035211267605633805
2019-08-15 11:53:00-05:00,b'The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me an\\u2026 https://t.co/irIShkIHM3',-0.00035103115401491884
2019-05-20 06:21:00-05:00,"b'The Failing New York Times (it will pass away when I leave office in 6 years), and others of the Fake News Media, k\\u2026 https://t.co/gEMVZ43PUd'b'The Mainstream Media has never been as corrupt and deranged as it is today. FAKE NEWS is actually the biggest story\\u2026 https://t.co/uAJqXpcbos'b'....Now the new big story is that Trump made a lot of money and buys everything for cash, he doesn\\u2019t need banks. Bu\\u2026 https://t.co/iNN7Mql1Sw'b'....fashioned, but true. When you don\\u2019t need or want money, you don\\u2019t need or want banks. Banks have always been av\\u2026 https://t.co/IXUYijWfMu'b'.....was very good and highly professional to deal with - and if for any reason I didn\\u2019t like them, I would have go\\u2026 https://t.co/DqGD4u3UzZ'",-0.0003506311360448808
2019-05-20 09:09:00-05:00,"b'Looks like Bernie Sanders is history. Sleepy Joe Biden is pulling ahead and think about it, I\\u2019m only here because o\\u2026 https://t.co/DGLyLtUyVB'",-0.0003504775256286691
2018-08-17 09:18:00-05:00,"b'When a politician admits that \\u201cWe\\u2019re not going to make America great again,\\u201d there doesn\\u2019t seem to be much reason t\\u2026 https://t.co/gXJ8Jw86g8'",-0.0003500481316180975
2018-07-26 17:49:00-05:00,"b'.@AlanDersh, a brilliant lawyer, who although a Liberal Democrat who probably didn\\u2019t vote for me, has discussed the\\u2026 https://t.co/TOjjyGMIlf'b'...called \\u201cThe Case Against Impeaching Trump,\\u201d which I would encourage all people with Trump Derangement Syndrome to read!'",-0.00034955868216376827
2019-05-15 13:57:00-05:00,"b'We stand firmly, strongly, and proudly with the incredible men and women of law enforcement. You do not hear it nea\\u2026 https://t.co/5SFLmMDUtx'",-0.0003494365335895868
2018-08-16 18:54:00-05:00,"b'\\u201cVery concerned about Comey\\u2019s firing, afraid they will be exposed,\\u201d said Bruce Ohr. DOJ\\u2019s Emails &amp; Notes show Bruce\\u2026 https://t.co/s5pLhTApgU'",-0.0003494365335895868
2018-07-26 22:51:00-05:00,b'The Remains of American Servicemen will soon be leaving North Korea and heading to the United States! After so many\\u2026 https://t.co/Z1eLJv6bES',-0.00034919249236141424
2019-08-06 22:58:00-05:00,"b'Beto (phony name to indicate Hispanic heritage) O\\u2019Rourke, who is embarrassed by my last visit to the Great State of\\u2026 https://t.co/gxpUZt91iq'",-0.00034919249236141424
2019-04-01 08:04:00-05:00,b'Can you believe that the Radical Left Democrats want to do our new and very important Census Report without the all\\u2026 https://t.co/GX054YyKGS',-0.0003490705995287547
2018-08-06 14:14:00-05:00,b'John James is a potential Republican Star who has a Senate primary election tomorrow in Michigan. If he becomes the\\u2026 https://t.co/H3V3noAUKV',-0.0003485838779956427
2018-08-09 17:51:00-05:00,b'Jenna Ellis  \\u201cFBI thought they wouldn\\u2019t get caught because they thought that Hillary was going to win. There is ove\\u2026 https://t.co/se6bVYavBk',-0.0003484320557491289
2018-01-24 05:59:00-06:00,b'Tremendous investment by companies from all over the world being made in America. There has never been anything lik\\u2026 https://t.co/sUp4LsbXhz',-0.00034818941504178273
2019-08-16 07:48:00-05:00,"b'A great evening, with incredible people, in New Hampshire! https://t.co/XvqQCgorIW'",-0.0003479471120389701
2018-08-20 21:07:00-05:00,b'Just watched former Intelligence Official Phillip Mudd become totally unglued and weird while debating wonderful\\u2026 https://t.co/RM8OJOwmRz',-0.0003476447071093343
2018-08-24 04:58:00-05:00,b'Target CEO raves about the Economy. \\u201cThis is the best consumer environment I\\u2019ve seen in my career.\\u201d A big statement\\u2026 https://t.co/nol5CGDOWX',-0.000346860908775581
2018-08-21 06:42:00-05:00,b'I am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the Border into the\\u2026 https://t.co/V8ZFNF2G1Y',-0.0003468308332610769
2019-04-04 07:23:00-05:00,"b'According to polling, few people seem to care about the Russian Collusion Hoax, but some Democrats are fighting har\\u2026 https://t.co/34gstJvWqk'",-0.0003467105833405565
2019-06-12 07:47:00-05:00,"b'.....The Fake (Corrupt) News Media said they had a leak into polling done by my campaign which, by the way and desp\\u2026 https://t.co/nv9Ni9aNxf'b'The Fake News has never been more dishonest than it is today. Thank goodness we can fight back on Social Media. The\\u2026 https://t.co/kqtIPkfHvW'",-0.00034644032565390613
2019-08-07 05:22:00-05:00,b'...Talks have begun to further increase payments to the United States. South Korea is a very wealthy nation that no\\u2026 https://t.co/B7m3zhQdku'b'South Korea has agreed to pay substantially more money to the United States in order to defend itself from North Ko\\u2026 https://t.co/c4jtb17fHb',-0.00034626038781163435
2019-04-04 19:20:00-05:00,b'I am pleased to announce that Jovita Carranza will be nominated as the new @SBAgov Administrator. She will be repla\\u2026 https://t.co/1O1AX2OB5P',-0.0003458412588621823
2018-09-06 12:17:00-05:00,b'Look forward to seeing everyone in Montana tonight! #MAGA https://t.co/fyHduA2Peo',-0.0003457515774915723
2018-09-11 06:42:00-05:00,b'\\u201cERIC Holder could be running the Justice Department right now and it would be behaving no differently than it is.\\u201d @LouDobbs',-0.0003457515774915723
2019-04-05 08:12:00-05:00,"b'....However, if for any reason Mexico stops apprehending and bringing the illegals back to where they came from, th\\u2026 https://t.co/e4NJQ1ZXyL'",-0.00034539331663932304
2019-06-09 17:58:00-05:00,b'The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shocki\\u2026 https://t.co/eBmTp4Dlya',-0.00034521446448606196
2019-04-10 14:46:00-05:00,"b'So, it has now been determined, by 18 people that truly hate President Trump, that there was No Collusion with Russ\\u2026 https://t.co/o3fQFicGxO'",-0.0003450060376056581
2019-06-10 21:22:00-05:00,b'https://t.co/V8TxJ3KVLZ',-0.0003447087211306446
2019-06-11 06:15:00-05:00,"b'New book just out, \\u201cThe Real Deal, My Decade Fighting Battles and Winning Wars With Trump,\\u201d is really wonderful. It\\u2026 https://t.co/g6hkOZbglo'",-0.0003439972480220158
